account_id,day,spend,service_id
002637409966,2025-04-23,0.01,55
002637409966,2025-04-23,615.62,7
002637409966,2025-04-23,2229.21,1
002637409966,2025-04-23,0.0,96
002637409966,2025-04-23,78.94,6
002637409966,2025-04-23,0.06,39
002637409966,2025-04-23,0.0,46
002637409966,2025-04-23,1864.93,2
002637409966,2025-04-23,0.21,44
002637409966,2025-04-23,0.0,68
002637409966,2025-04-23,1.34,23
002637409966,2025-04-23,56.27,8
002637409966,2025-04-23,0.0,62
002637409966,2025-04-23,1.25,40
002637409966,2025-04-23,12.94,21
002637409966,2025-04-23,181.29,4
002637409966,2025-04-23,0.0,102
002637409966,2025-04-23,0.0,47
002637409966,2025-04-23,4.8,18
002637409966,2025-04-23,1.79,13
002637409966,2025-04-23,0.0,95
002637409966,2025-04-23,116.04,11
002637409966,2025-04-23,0.43,20
002637409966,2025-04-23,2.15,29
002637409966,2025-04-23,0.06,52
002637409966,2025-04-23,5.1,3
002637409966,2025-04-23,0.0,43
003079193758,2025-04-23,0.0,55
003079193758,2025-04-23,173.26,1
003079193758,2025-04-23,0.0,96
003079193758,2025-04-23,1013.84,14
003079193758,2025-04-23,0.0,78
003079193758,2025-04-23,16.71,6
003079193758,2025-04-23,0.09,39
003079193758,2025-04-23,1.83,46
003079193758,2025-04-23,134.06,2
003079193758,2025-04-23,368.77,19
003079193758,2025-04-23,0.0,44
003079193758,2025-04-23,0.0,68
003079193758,2025-04-23,16.91,8
003079193758,2025-04-23,0.0,62
003079193758,2025-04-23,0.15,40
003079193758,2025-04-23,10.74,4
003079193758,2025-04-23,34.29,41
003079193758,2025-04-23,0.0,47
003079193758,2025-04-23,16.15,13
003079193758,2025-04-23,0.0,102
003079193758,2025-04-23,0.0,95
003079193758,2025-04-23,4.12,11
003079193758,2025-04-23,4.23,29
003079193758,2025-04-23,0.0,52
003079193758,2025-04-23,0.0,43
017820698743,2025-04-23,0.0,55
017820698743,2025-04-23,12.94,1
017820698743,2025-04-23,0.0,96
017820698743,2025-04-23,0.02,39
017820698743,2025-04-23,0.0,46
017820698743,2025-04-23,1.99,2
017820698743,2025-04-23,0.75,44
017820698743,2025-04-23,0.0,68
017820698743,2025-04-23,0.05,23
017820698743,2025-04-23,9.24,8
017820698743,2025-04-23,0.08,40
017820698743,2025-04-23,0.0,4
017820698743,2025-04-23,0.0,47
017820698743,2025-04-23,0.43,13
017820698743,2025-04-23,0.0,24
017820698743,2025-04-23,0.05,11
017820698743,2025-04-23,0.0,52
017820698743,2025-04-23,0.03,3
017820698743,2025-04-23,0.0,43
021891570382,2025-04-23,0.01,55
021891570382,2025-04-23,44.5,7
021891570382,2025-04-23,224.01,1
021891570382,2025-04-23,0.0,96
021891570382,2025-04-23,5.41,6
021891570382,2025-04-23,0.02,39
021891570382,2025-04-23,0.0,46
021891570382,2025-04-23,290.52,2
021891570382,2025-04-23,0.21,44
021891570382,2025-04-23,0.0,68
021891570382,2025-04-23,1.69,23
021891570382,2025-04-23,14.01,8
021891570382,2025-04-23,0.18,40
021891570382,2025-04-23,35.05,5
021891570382,2025-04-23,0.8,4
021891570382,2025-04-23,0.0,47
021891570382,2025-04-23,1.57,13
021891570382,2025-04-23,26.15,18
021891570382,2025-04-23,0.18,24
021891570382,2025-04-23,7.51,11
021891570382,2025-04-23,0.0,29
021891570382,2025-04-23,0.0,52
021891570382,2025-04-23,62.67,3
021891570382,2025-04-23,0.0,43
028914776520,2025-04-23,0.02,55
028914776520,2025-04-23,0.0,42
028914776520,2025-04-23,151.28,1
028914776520,2025-04-23,0.0,96
028914776520,2025-04-23,28.2,6
028914776520,2025-04-23,0.12,39
028914776520,2025-04-23,0.95,46
028914776520,2025-04-23,169.28,2
028914776520,2025-04-23,0.04,44
028914776520,2025-04-23,0.0,68
028914776520,2025-04-23,0.14,23
028914776520,2025-04-23,19.81,8
028914776520,2025-04-23,0.0,62
028914776520,2025-04-23,0.03,40
028914776520,2025-04-23,25.33,4
028914776520,2025-04-23,0.0,47
028914776520,2025-04-23,0.09,13
028914776520,2025-04-23,4.8,18
028914776520,2025-04-23,0.0,24
028914776520,2025-04-23,2.52,30
028914776520,2025-04-23,9.16,11
028914776520,2025-04-23,0.01,20
028914776520,2025-04-23,0.0,29
028914776520,2025-04-23,0.0,52
028914776520,2025-04-23,9.71,22
028914776520,2025-04-23,0.0,43
028914776520,2025-04-23,37.98,25
054736913503,2025-04-23,0.01,55
054736913503,2025-04-23,0.0,42
054736913503,2025-04-23,2.01,7
054736913503,2025-04-23,11.68,1
054736913503,2025-04-23,0.0,96
054736913503,2025-04-23,3.56,6
054736913503,2025-04-23,0.04,39
054736913503,2025-04-23,0.0,46
054736913503,2025-04-23,7.5,2
054736913503,2025-04-23,0.14,44
054736913503,2025-04-23,0.0,68
054736913503,2025-04-23,2.86,23
054736913503,2025-04-23,15.19,8
054736913503,2025-04-23,0.0,62
054736913503,2025-04-23,0.0,40
054736913503,2025-04-23,0.04,4
054736913503,2025-04-23,0.0,47
054736913503,2025-04-23,0.21,13
054736913503,2025-04-23,4.8,18
054736913503,2025-04-23,0.11,11
054736913503,2025-04-23,0.0,20
054736913503,2025-04-23,0.0,29
054736913503,2025-04-23,0.0,52
054736913503,2025-04-23,0.0,43
054736913503,2025-04-23,0.0,61
064619502227,2025-04-23,0.01,55
064619502227,2025-04-23,34.21,1
064619502227,2025-04-23,0.0,96
064619502227,2025-04-23,7.57,6
064619502227,2025-04-23,0.08,39
064619502227,2025-04-23,0.0,46
064619502227,2025-04-23,23.76,2
064619502227,2025-04-23,0.24,44
064619502227,2025-04-23,0.0,68
064619502227,2025-04-23,1.5,23
064619502227,2025-04-23,21.37,8
064619502227,2025-04-23,0.0,62
064619502227,2025-04-23,1.1,40
064619502227,2025-04-23,1.1,4
064619502227,2025-04-23,0.0,47
064619502227,2025-04-23,0.0,13
064619502227,2025-04-23,4.8,18
064619502227,2025-04-23,0.0,24
064619502227,2025-04-23,10.75,11
064619502227,2025-04-23,0.04,20
064619502227,2025-04-23,0.0,29
064619502227,2025-04-23,0.0,52
064619502227,2025-04-23,0.06,43
066548792077,2025-04-23,0.11,55
066548792077,2025-04-23,0.0,42
066548792077,2025-04-23,7.17,1
066548792077,2025-04-23,0.0,96
066548792077,2025-04-23,0.01,14
066548792077,2025-04-23,0.03,78
066548792077,2025-04-23,0.0,98
066548792077,2025-04-23,4.04,6
066548792077,2025-04-23,0.09,39
066548792077,2025-04-23,0.02,19
066548792077,2025-04-23,10.94,2
066548792077,2025-04-23,0.99,46
066548792077,2025-04-23,0.07,44
066548792077,2025-04-23,0.0,68
066548792077,2025-04-23,1.15,23
066548792077,2025-04-23,12.94,8
066548792077,2025-04-23,0.0,62
066548792077,2025-04-23,0.0,99
066548792077,2025-04-23,1.01,40
066548792077,2025-04-23,0.27,4
066548792077,2025-04-23,0.0,47
066548792077,2025-04-23,0.1,13
066548792077,2025-04-23,2.4,18
066548792077,2025-04-23,0.0,41
066548792077,2025-04-23,0.23,11
066548792077,2025-04-23,0.0,20
066548792077,2025-04-23,0.0,29
066548792077,2025-04-23,0.0,52
066548792077,2025-04-23,0.0,43
066548792077,2025-04-23,0.0,9
066636274316,2025-04-23,0.01,55
066636274316,2025-04-23,19.23,1
066636274316,2025-04-23,0.0,96
066636274316,2025-04-23,6.21,6
066636274316,2025-04-23,0.06,39
066636274316,2025-04-23,0.0,46
066636274316,2025-04-23,29.08,2
066636274316,2025-04-23,0.0,44
066636274316,2025-04-23,0.0,68
066636274316,2025-04-23,0.09,23
066636274316,2025-04-23,11.72,8
066636274316,2025-04-23,0.0,62
066636274316,2025-04-23,0.01,40
066636274316,2025-04-23,10.69,4
066636274316,2025-04-23,0.0,47
066636274316,2025-04-23,0.16,13
066636274316,2025-04-23,2.4,18
066636274316,2025-04-23,8.32,54
066636274316,2025-04-23,0.71,11
066636274316,2025-04-23,0.0,29
066636274316,2025-04-23,0.0,52
066636274316,2025-04-23,0.0,43
066636274316,2025-04-23,0.0,61
068930846606,2025-04-23,0.01,55
068930846606,2025-04-23,0.0,42
068930846606,2025-04-23,43.49,1
068930846606,2025-04-23,0.0,96
068930846606,2025-04-23,5.34,6
068930846606,2025-04-23,0.04,39
068930846606,2025-04-23,0.75,45
068930846606,2025-04-23,0.0,46
068930846606,2025-04-23,61.67,2
068930846606,2025-04-23,0.0,44
068930846606,2025-04-23,0.0,68
068930846606,2025-04-23,0.0,23
068930846606,2025-04-23,8.1,8
068930846606,2025-04-23,0.3,40
068930846606,2025-04-23,0.06,16
068930846606,2025-04-23,1.19,4
068930846606,2025-04-23,0.0,47
068930846606,2025-04-23,0.02,13
068930846606,2025-04-23,2.4,18
068930846606,2025-04-23,0.01,24
068930846606,2025-04-23,0.68,11
068930846606,2025-04-23,0.0,20
068930846606,2025-04-23,0.0,52
068930846606,2025-04-23,0.0,43
072401294672,2025-04-23,0.01,55
072401294672,2025-04-23,7.62,42
072401294672,2025-04-23,0.06,7
072401294672,2025-04-23,0.0,96
072401294672,2025-04-23,0.05,39
072401294672,2025-04-23,0.0,46
072401294672,2025-04-23,0.51,44
072401294672,2025-04-23,0.0,68
072401294672,2025-04-23,7.21,8
072401294672,2025-04-23,0.0,40
072401294672,2025-04-23,203.51,4
072401294672,2025-04-23,0.0,47
072401294672,2025-04-23,0.11,13
072401294672,2025-04-23,0.0,24
072401294672,2025-04-23,0.02,30
072401294672,2025-04-23,2.21,11
072401294672,2025-04-23,0.0,29
072401294672,2025-04-23,0.0,52
072401294672,2025-04-23,0.0,3
072401294672,2025-04-23,0.0,43
075790327284,2025-04-23,0.01,55
075790327284,2025-04-23,0.35,7
075790327284,2025-04-23,820.34,1
075790327284,2025-04-23,0.0,96
075790327284,2025-04-23,188.81,6
075790327284,2025-04-23,0.25,39
075790327284,2025-04-23,0.01,46
075790327284,2025-04-23,1214.16,2
