account_id,service_type,month,spend
901553615594,SNS,2024-06-01,0.0958
901553615594,Lambda,2024-06-01,0.0345
901553615594,SQS,2024-06-01,0.0081
901553615594,CloudWatch Events,2024-06-01,0.0099
901553615594,Bedrock,2024-06-01,0.0
901553615594,Direct Connect,2024-06-01,0.0076
901553615594,Simple Workflow Service,2024-06-01,0.0
901553615594,Step Functions,2024-06-01,0.0
901553615594,SES,2024-06-01,0.0
901553615594,CloudShell,2024-06-01,0.0
901553615594,CloudTrail,2024-06-01,0.0
901553615594,CloudFormation,2024-06-01,0.0
901553615594,X-Ray,2024-06-01,0.0
901553615594,EC2-Other,2024-07-01,22625.0509
901553615594,EC2-Instances,2024-07-01,13423.0161
901553615594,Elastic Load Balancing,2024-07-01,4325.4713
901553615594,S3,2024-07-01,3313.7945
901553615594,ElastiCache,2024-07-01,1880.1166
901553615594,VPC,2024-07-01,1385.1357
901553615594,Elastic File System,2024-07-01,654.0257
901553615594,Elastic Container Service for Kubernetes,2024-07-01,489.6
901553615594,Transfer Family,2024-07-01,669.6
901553615594,Rekognition,2024-07-01,189.4884
901553615594,CloudWatch,2024-07-01,218.8704
901553615594,EC2 Container Registry (ECR),2024-07-01,127.5196
901553615594,QuickSight,2024-07-01,36.0
901553615594,Cost Explorer,2024-07-01,44.63
901553615594,DynamoDB,2024-07-01,15.1679
901553615594,Secrets Manager,2024-07-01,12.484
901553615594,Key Management Service,2024-07-01,2.1896
901553615594,Route 53,2024-07-01,1.5878
901553615594,Backup,2024-07-01,0.1089
901553615594,Glue,2024-07-01,0.7914
901553615594,Service Catalog,2024-07-01,0.7805
901553615594,Relational Database Service,2024-07-01,0.1037
901553615594,SNS,2024-07-01,0.1004
901553615594,Lambda,2024-07-01,0.0395
901553615594,SQS,2024-07-01,0.0019
901553615594,CloudWatch Events,2024-07-01,0.01
901553615594,Bedrock,2024-07-01,0.0
901553615594,Direct Connect,2024-07-01,0.0083
901553615594,Simple Workflow Service,2024-07-01,0.0001
901553615594,Step Functions,2024-07-01,0.0
901553615594,SES,2024-07-01,0.0002
901553615594,CloudShell,2024-07-01,0.0
901553615594,CloudTrail,2024-07-01,0.0
901553615594,CloudFormation,2024-07-01,0.0
901553615594,X-Ray,2024-07-01,0.0
901553615594,EC2-Other,2024-08-01,21277.7451
901553615594,EC2-Instances,2024-08-01,12708.9777
901553615594,Elastic Load Balancing,2024-08-01,4482.5775
901553615594,S3,2024-08-01,2746.6251
901553615594,ElastiCache,2024-08-01,1880.9206
901553615594,VPC,2024-08-01,1396.2439
901553615594,Elastic File System,2024-08-01,653.989
901553615594,Elastic Container Service for Kubernetes,2024-08-01,1041.6
901553615594,Transfer Family,2024-08-01,669.6
901553615594,Rekognition,2024-08-01,267.5262
901553615594,CloudWatch,2024-08-01,211.6826
901553615594,EC2 Container Registry (ECR),2024-08-01,132.0086
901553615594,QuickSight,2024-08-01,36.0
901553615594,Cost Explorer,2024-08-01,12.09
901553615594,DynamoDB,2024-08-01,15.3367
901553615594,Secrets Manager,2024-08-01,12.4503
901553615594,Key Management Service,2024-08-01,2.1898
901553615594,Route 53,2024-08-01,1.5633
901553615594,Backup,2024-08-01,0.0993
901553615594,Glue,2024-08-01,0.8384
901553615594,Service Catalog,2024-08-01,0.9233
901553615594,Relational Database Service,2024-08-01,0.1037
901553615594,SNS,2024-08-01,0.0843
901553615594,Lambda,2024-08-01,0.0327
901553615594,SQS,2024-08-01,0.0014
901553615594,CloudWatch Events,2024-08-01,0.0093
901553615594,Bedrock,2024-08-01,0.0
901553615594,Direct Connect,2024-08-01,0.0
901553615594,Simple Workflow Service,2024-08-01,0.0001
901553615594,Step Functions,2024-08-01,0.0001
901553615594,SES,2024-08-01,0.0
901553615594,CloudShell,2024-08-01,0.0
901553615594,CloudTrail,2024-08-01,0.0
901553615594,CloudFormation,2024-08-01,0.0
901553615594,X-Ray,2024-08-01,0.0
901553615594,EC2-Other,2024-09-01,20398.7421
901553615594,EC2-Instances,2024-09-01,12362.2367
901553615594,Elastic Load Balancing,2024-09-01,5442.1255
901553615594,S3,2024-09-01,2436.4075
901553615594,ElastiCache,2024-09-01,1820.1526
901553615594,VPC,2024-09-01,1344.175
901553615594,Elastic File System,2024-09-01,655.3407
901553615594,Elastic Container Service for Kubernetes,2024-09-01,1008.0
901553615594,Transfer Family,2024-09-01,648.0
901553615594,Rekognition,2024-09-01,282.83
901553615594,CloudWatch,2024-09-01,187.217
901553615594,EC2 Container Registry (ECR),2024-09-01,133.3413
901553615594,QuickSight,2024-09-01,36.0
901553615594,Cost Explorer,2024-09-01,12.85
901553615594,DynamoDB,2024-09-01,14.8407
901553615594,Secrets Manager,2024-09-01,12.3884
901553615594,Key Management Service,2024-09-01,2.1849
901553615594,Route 53,2024-09-01,1.572
901553615594,Backup,2024-09-01,0.1922
901553615594,Glue,2024-09-01,0.777
901553615594,Service Catalog,2024-09-01,0.5033
901553615594,Relational Database Service,2024-09-01,0.1037
901553615594,SNS,2024-09-01,0.0726
901553615594,Lambda,2024-09-01,0.0269
901553615594,SQS,2024-09-01,0.0007
901553615594,CloudWatch Events,2024-09-01,0.0099
901553615594,Bedrock,2024-09-01,0.0
901553615594,Direct Connect,2024-09-01,0.0
901553615594,Simple Workflow Service,2024-09-01,0.0
901553615594,Step Functions,2024-09-01,0.0001
901553615594,SES,2024-09-01,0.0
901553615594,CloudShell,2024-09-01,0.0
901553615594,CloudTrail,2024-09-01,0.0
901553615594,CloudFormation,2024-09-01,0.0
901553615594,X-Ray,2024-09-01,0.0
901553615594,EC2-Other,2024-10-01,21052.5082
901553615594,EC2-Instances,2024-10-01,14821.4805
901553615594,Elastic Load Balancing,2024-10-01,5986.9409
901553615594,S3,2024-10-01,2229.2288
901553615594,ElastiCache,2024-10-01,993.4246
901553615594,VPC,2024-10-01,1393.6593
901553615594,Elastic File System,2024-10-01,663.9579
901553615594,Elastic Container Service for Kubernetes,2024-10-01,1041.6
901553615594,Transfer Family,2024-10-01,669.6
901553615594,Rekognition,2024-10-01,282.1638
901553615594,CloudWatch,2024-10-01,183.2083
901553615594,EC2 Container Registry (ECR),2024-10-01,136.3527
901553615594,QuickSight,2024-10-01,36.0
901553615594,Cost Explorer,2024-10-01,12.68
901553615594,DynamoDB,2024-10-01,15.3355
901553615594,Secrets Manager,2024-10-01,12.7646
901553615594,Key Management Service,2024-10-01,2.1878
901553615594,Route 53,2024-10-01,1.5861
901553615594,Backup,2024-10-01,0.9809
901553615594,Glue,2024-10-01,0.8014
901553615594,Service Catalog,2024-10-01,1.5043
901553615594,Relational Database Service,2024-10-01,0.1037
901553615594,SNS,2024-10-01,0.0879
901553615594,Lambda,2024-10-01,0.0351
901553615594,SQS,2024-10-01,0.0015
901553615594,CloudWatch Events,2024-10-01,0.011
901553615594,Bedrock,2024-10-01,0.0
901553615594,Direct Connect,2024-10-01,0.0
901553615594,Simple Workflow Service,2024-10-01,0.0001
901553615594,Step Functions,2024-10-01,0.0001
901553615594,SES,2024-10-01,0.0
901553615594,CloudShell,2024-10-01,0.0
901553615594,CloudTrail,2024-10-01,0.0
901553615594,CloudFormation,2024-10-01,0.0
901553615594,X-Ray,2024-10-01,0.0
901553615594,EC2-Other,2024-11-01,21128.6511
901553615594,EC2-Instances,2024-11-01,14671.2756
901553615594,Elastic Load Balancing,2024-11-01,5909.817
901553615594,S3,2024-11-01,2259.0806
901553615594,ElastiCache,2024-11-01,947.2606
901553615594,VPC,2024-11-01,1350.4383
901553615594,Elastic File System,2024-11-01,704.6866
901553615594,Elastic Container Service for Kubernetes,2024-11-01,812.819
901553615594,Transfer Family,2024-11-01,648.0
901553615594,Rekognition,2024-11-01,264.0862
901553615594,CloudWatch,2024-11-01,191.318
901553615594,EC2 Container Registry (ECR),2024-11-01,138.8054
901553615594,QuickSight,2024-11-01,36.0
901553615594,Cost Explorer,2024-11-01,9.02
901553615594,DynamoDB,2024-11-01,14.3465
901553615594,Secrets Manager,2024-11-01,13.5077
901553615594,Key Management Service,2024-11-01,2.1847
901553615594,Route 53,2024-11-01,1.5819
901553615594,Backup,2024-11-01,1.2875
901553615594,Glue,2024-11-01,0.7606
901553615594,Service Catalog,2024-11-01,0.2135
901553615594,Relational Database Service,2024-11-01,0.1037
901553615594,SNS,2024-11-01,0.078
901553615594,Lambda,2024-11-01,0.0366
901553615594,SQS,2024-11-01,0.001
901553615594,CloudWatch Events,2024-11-01,0.0106
901553615594,Bedrock,2024-11-01,0.0
901553615594,Direct Connect,2024-11-01,0.0
901553615594,Simple Workflow Service,2024-11-01,0.0
901553615594,Step Functions,2024-11-01,0.0001
901553615594,SES,2024-11-01,0.0
901553615594,CloudShell,2024-11-01,0.0
901553615594,CloudTrail,2024-11-01,0.0
901553615594,CloudFormation,2024-11-01,0.0
901553615594,X-Ray,2024-11-01,0.0
901553615594,EC2-Other,2024-12-01,21374.183
901553615594,EC2-Instances,2024-12-01,15235.9009
901553615594,Elastic Load Balancing,2024-12-01,6518.6041
901553615594,S3,2024-12-01,2323.0539
901553615594,ElastiCache,2024-12-01,978.7966
901553615594,VPC,2024-12-01,1383.8139
901553615594,Elastic File System,2024-12-01,702.8087
901553615594,Elastic Container Service for Kubernetes,2024-12-01,318.0981
901553615594,Transfer Family,2024-12-01,669.6
901553615594,Rekognition,2024-12-01,282.9362
901553615594,CloudWatch,2024-12-01,195.8998
901553615594,EC2 Container Registry (ECR),2024-12-01,140.6545
901553615594,QuickSight,2024-12-01,36.0
901553615594,Cost Explorer,2024-12-01,11.22
901553615594,DynamoDB,2024-12-01,14.8246
901553615594,Secrets Manager,2024-12-01,14.122
901553615594,Key Management Service,2024-12-01,2.2304
901553615594,Route 53,2024-12-01,1.5728
901553615594,Backup,2024-12-01,1.0435
901553615594,Glue,2024-12-01,0.7701
901553615594,Service Catalog,2024-12-01,0.2415
901553615594,Relational Database Service,2024-12-01,0.1037
901553615594,SNS,2024-12-01,0.0399
901553615594,Lambda,2024-12-01,0.0396
901553615594,SQS,2024-12-01,0.0009
901553615594,CloudWatch Events,2024-12-01,0.0108
901553615594,Bedrock,2024-12-01,0.0
901553615594,Direct Connect,2024-12-01,0.0
901553615594,Simple Workflow Service,2024-12-01,0.0001
901553615594,Step Functions,2024-12-01,0.0001
901553615594,SES,2024-12-01,0.0
901553615594,CloudShell,2024-12-01,0.0
901553615594,CloudTrail,2024-12-01,0.0
901553615594,CloudFormation,2024-12-01,0.0
901553615594,X-Ray,2024-12-01,0.0
901553615594,EC2-Other,2025-01-01,21662.5186
901553615594,EC2-Instances,2025-01-01,15316.3521
901553615594,Elastic Load Balancing,2025-01-01,6904.0172
901553615594,S3,2025-01-01,2399.1866
901553615594,ElastiCache,2025-01-01,1804.6006
901553615594,VPC,2025-01-01,1394.8961
901553615594,Elastic File System,2025-01-01,697.3715
901553615594,Elastic Container Service for Kubernetes,2025-01-01,297.6
901553615594,Transfer Family,2025-01-01,669.6
901553615594,Rekognition,2025-01-01,282.02
901553615594,CloudWatch,2025-01-01,196.0776
901553615594,EC2 Container Registry (ECR),2025-01-01,141.6548
901553615594,QuickSight,2025-01-01,36.0
901553615594,Cost Explorer,2025-01-01,10.66
901553615594,DynamoDB,2025-01-01,14.8245
901553615594,Secrets Manager,2025-01-01,14.1215
901553615594,Key Management Service,2025-01-01,2.2223
901553615594,Route 53,2025-01-01,1.5815
901553615594,Backup,2025-01-01,1.8795
901553615594,Glue,2025-01-01,0.7786
901553615594,Service Catalog,2025-01-01,0.2324
901553615594,Relational Database Service,2025-01-01,0.1037
901553615594,SNS,2025-01-01,0.0394
901553615594,Lambda,2025-01-01,0.0393
901553615594,SQS,2025-01-01,0.0008
901553615594,CloudWatch Events,2025-01-01,0.0111
901553615594,Bedrock,2025-01-01,0.0
901553615594,Direct Connect,2025-01-01,0.0
901553615594,Simple Workflow Service,2025-01-01,0.0
901553615594,Step Functions,2025-01-01,0.0001
901553615594,SES,2025-01-01,0.0
901553615594,CloudShell,2025-01-01,0.0
901553615594,CloudTrail,2025-01-01,0.0
901553615594,CloudFormation,2025-01-01,0.0
901553615594,X-Ray,2025-01-01,0.0
901553615594,EC2-Other,2025-02-01,22137.5202
901553615594,EC2-Instances,2025-02-01,14252.3453
901553615594,Elastic Load Balancing,2025-02-01,6384.4395
901553615594,S3,2025-02-01,2462.7244
901553615594,ElastiCache,2025-02-01,1434.9386
901553615594,VPC,2025-02-01,1293.7081
901553615594,Elastic File System,2025-02-01,687.0882
901553615594,Elastic Container Service for Kubernetes,2025-02-01,268.8
901553615594,Transfer Family,2025-02-01,604.8
901553615594,Rekognition,2025-02-01,245.515
901553615594,CloudWatch,2025-02-01,177.901
901553615594,EC2 Container Registry (ECR),2025-02-01,143.6165
901553615594,QuickSight,2025-02-01,36.0
901553615594,Cost Explorer,2025-02-01,11.62
901553615594,DynamoDB,2025-02-01,13.3898
901553615594,Secrets Manager,2025-02-01,14.0356
901553615594,Key Management Service,2025-02-01,2.2022
901553615594,Route 53,2025-02-01,1.5682
901553615594,Backup,2025-02-01,1.8782
901553615594,Glue,2025-02-01,0.7441
901553615594,Service Catalog,2025-02-01,0.2107
901553615594,Relational Database Service,2025-02-01,0.1037
901553615594,SNS,2025-02-01,0.0362
901553615594,Lambda,2025-02-01,0.0367
901553615594,SQS,2025-02-01,0.0007
901553615594,CloudWatch Events,2025-02-01,0.011
901553615594,Bedrock,2025-02-01,0.017
901553615594,Direct Connect,2025-02-01,0.0
901553615594,Simple Workflow Service,2025-02-01,0.0
901553615594,Step Functions,2025-02-01,0.0
901553615594,SES,2025-02-01,0.0
901553615594,CloudShell,2025-02-01,0.0
901553615594,CloudTrail,2025-02-01,0.0
901553615594,CloudFormation,2025-02-01,0.0
901553615594,X-Ray,2025-02-01,0.0
901553615594,EC2-Other,2025-03-01,22605.3379
901553615594,EC2-Instances,2025-03-01,16052.8555
901553615594,Elastic Load Balancing,2025-03-01,7144.3171
901553615594,S3,2025-03-01,2556.2154
901553615594,ElastiCache,2025-03-01,1259.5426
901553615594,VPC,2025-03-01,1424.6949
901553615594,Elastic File System,2025-03-01,689.3921
901553615594,Elastic Container Service for Kubernetes,2025-03-01,405.6
901553615594,Transfer Family,2025-03-01,669.6
901553615594,Rekognition,2025-03-01,254.2575
901553615594,CloudWatch,2025-03-01,192.0532
901553615594,EC2 Container Registry (ECR),2025-03-01,145.5341
901553615594,QuickSight,2025-03-01,36.0
901553615594,Cost Explorer,2025-03-01,11.12
901553615594,DynamoDB,2025-03-01,14.8276
901553615594,Secrets Manager,2025-03-01,14.025
901553615594,Key Management Service,2025-03-01,2.1583
901553615594,Route 53,2025-03-01,1.5744
901553615594,Backup,2025-03-01,1.8432
901553615594,Glue,2025-03-01,0.7919
901553615594,Service Catalog,2025-03-01,0.3339
901553615594,Relational Database Service,2025-03-01,0.1037
901553615594,SNS,2025-03-01,0.0325
901553615594,Lambda,2025-03-01,0.0376
901553615594,SQS,2025-03-01,0.0004
901553615594,CloudWatch Events,2025-03-01,0.011
901553615594,Bedrock,2025-03-01,0.0266
901553615594,Direct Connect,2025-03-01,0.0
901553615594,Simple Workflow Service,2025-03-01,0.0
901553615594,Step Functions,2025-03-01,0.0
901553615594,SES,2025-03-01,0.0
901553615594,CloudShell,2025-03-01,0.0
901553615594,CloudTrail,2025-03-01,0.0
901553615594,CloudFormation,2025-03-01,0.0
901553615594,X-Ray,2025-03-01,0.0
352506242819,Relational Database Service,2024-04-01,638898.5472
352506242819,EC2-Other,2024-04-01,120534.0269
352506242819,EC2-Instances,2024-04-01,74327.4372
352506242819,DynamoDB,2024-04-01,19979.9049
352506242819,DocumentDB (with MongoDB compatibility),2024-04-01,15773.851
352506242819,API Gateway,2024-04-01,19314.0047
352506242819,OpenSearch Service,2024-04-01,6834.9504
352506242819,S3,2024-04-01,17925.6791
352506242819,CloudWatch,2024-04-01,3573.8115
352506242819,Elastic Load Balancing,2024-04-01,3430.2529
352506242819,DynamoDB Accelerator (DAX),2024-04-01,2643.84
352506242819,Lambda,2024-04-01,1839.6671
352506242819,VPC,2024-04-01,819.8685
352506242819,Elastic Container Service for Kubernetes,2024-04-01,659.6358
352506242819,ElastiCache,2024-04-01,0.0
352506242819,Secrets Manager,2024-04-01,8.6197
352506242819,Athena,2024-04-01,4.8951
352506242819,Route 53,2024-04-01,4.8506
352506242819,SES,2024-04-01,16.6558
352506242819,Cost Explorer,2024-04-01,1.35
352506242819,Key Management Service,2024-04-01,1.2012
352506242819,Backup,2024-04-01,0.0
352506242819,Service Catalog,2024-04-01,0.0903
352506242819,SQS,2024-04-01,0.1771
352506242819,EC2 Container Registry (ECR),2024-04-01,0.1509
352506242819,SNS,2024-04-01,0.1868
352506242819,CloudWatch Events,2024-04-01,0.0217
352506242819,Glue,2024-04-01,0.0068
352506242819,Simple Workflow Service,2024-04-01,0.0001
352506242819,Step Functions,2024-04-01,0.0
352506242819,Direct Connect,2024-04-01,0.0
352506242819,CloudShell,2024-04-01,0.0
352506242819,Glacier,2024-04-01,0.0
352506242819,CloudTrail,2024-04-01,0.0
352506242819,X-Ray,2024-04-01,0.0
352506242819,CloudFormation,2024-04-01,0.0
352506242819,Relational Database Service,2024-05-01,539449.7071
352506242819,EC2-Other,2024-05-01,108272.9252
352506242819,EC2-Instances,2024-05-01,63017.2492
352506242819,DynamoDB,2024-05-01,21614.4585
352506242819,DocumentDB (with MongoDB compatibility),2024-05-01,16304.4409
352506242819,API Gateway,2024-05-01,12221.0721
352506242819,OpenSearch Service,2024-05-01,7025.4074
352506242819,S3,2024-05-01,17706.0804
352506242819,CloudWatch,2024-05-01,2843.1681
352506242819,Elastic Load Balancing,2024-05-01,2874.3905
352506242819,DynamoDB Accelerator (DAX),2024-05-01,2731.968
352506242819,Lambda,2024-05-01,1156.5847
352506242819,VPC,2024-05-01,542.2118
352506242819,Elastic Container Service for Kubernetes,2024-05-01,74.4
352506242819,ElastiCache,2024-05-01,0.0
352506242819,Secrets Manager,2024-05-01,8.6699
352506242819,Athena,2024-05-01,10.7246
352506242819,Route 53,2024-05-01,4.0515
352506242819,SES,2024-05-01,3.3319
352506242819,Cost Explorer,2024-05-01,1.24
352506242819,Key Management Service,2024-05-01,1.204
352506242819,Backup,2024-05-01,0.0
352506242819,Service Catalog,2024-05-01,0.0609
352506242819,SQS,2024-05-01,0.1851
352506242819,EC2 Container Registry (ECR),2024-05-01,0.1509
352506242819,SNS,2024-05-01,0.1102
352506242819,CloudWatch Events,2024-05-01,0.026
352506242819,Glue,2024-05-01,0.0074
352506242819,Simple Workflow Service,2024-05-01,0.0001
352506242819,Step Functions,2024-05-01,0.0
352506242819,Direct Connect,2024-05-01,0.0
352506242819,CloudShell,2024-05-01,0.0
352506242819,Glacier,2024-05-01,0.0
352506242819,CloudTrail,2024-05-01,0.0
352506242819,X-Ray,2024-05-01,0.0
352506242819,CloudFormation,2024-05-01,0.0
352506242819,Relational Database Service,2024-06-01,515270.0146
352506242819,EC2-Other,2024-06-01,103106.9947
352506242819,EC2-Instances,2024-06-01,56482.8099
352506242819,DynamoDB,2024-06-01,19462.929
352506242819,DocumentDB (with MongoDB compatibility),2024-06-01,15394.3451
352506242819,API Gateway,2024-06-01,11754.0195
352506242819,OpenSearch Service,2024-06-01,6243.3007
352506242819,S3,2024-06-01,17305.0907
352506242819,CloudWatch,2024-06-01,2637.9087
352506242819,Elastic Load Balancing,2024-06-01,2715.0505
352506242819,DynamoDB Accelerator (DAX),2024-06-01,2643.84
352506242819,Lambda,2024-06-01,1131.0826
352506242819,VPC,2024-06-01,509.0699
352506242819,Elastic Container Service for Kubernetes,2024-06-01,72.0
352506242819,ElastiCache,2024-06-01,0.0
352506242819,Secrets Manager,2024-06-01,8.6369
352506242819,Athena,2024-06-01,1.4365
352506242819,Route 53,2024-06-01,4.0943
352506242819,SES,2024-06-01,3.9484
352506242819,Cost Explorer,2024-06-01,1.54
352506242819,Key Management Service,2024-06-01,1.1716
352506242819,Backup,2024-06-01,0.0
352506242819,Service Catalog,2024-06-01,0.1645
352506242819,SQS,2024-06-01,0.1802
352506242819,EC2 Container Registry (ECR),2024-06-01,0.1509
352506242819,SNS,2024-06-01,0.1738
352506242819,CloudWatch Events,2024-06-01,0.0276
352506242819,Glue,2024-06-01,0.0074
352506242819,Simple Workflow Service,2024-06-01,0.0
352506242819,Step Functions,2024-06-01,0.0
352506242819,Direct Connect,2024-06-01,0.0
352506242819,CloudShell,2024-06-01,0.0
352506242819,Glacier,2024-06-01,0.0
352506242819,CloudTrail,2024-06-01,0.0
352506242819,X-Ray,2024-06-01,0.0
352506242819,CloudFormation,2024-06-01,0.0
352506242819,Relational Database Service,2024-07-01,521774.8005
352506242819,EC2-Other,2024-07-01,101985.6816
352506242819,EC2-Instances,2024-07-01,56706.1282
352506242819,DynamoDB,2024-07-01,21240.705
352506242819,DocumentDB (with MongoDB compatibility),2024-07-01,12156.8556
352506242819,API Gateway,2024-07-01,12306.6812
352506242819,OpenSearch Service,2024-07-01,6035.2409
352506242819,S3,2024-07-01,4606.9326
352506242819,CloudWatch,2024-07-01,2730.2417
352506242819,Elastic Load Balancing,2024-07-01,2602.1292
352506242819,DynamoDB Accelerator (DAX),2024-07-01,2731.968
352506242819,Lambda,2024-07-01,1168.7662
352506242819,VPC,2024-07-01,538.1223
352506242819,Elastic Container Service for Kubernetes,2024-07-01,95.1695
352506242819,ElastiCache,2024-07-01,0.0
352506242819,Secrets Manager,2024-07-01,8.6855
352506242819,Athena,2024-07-01,5.6251
352506242819,Route 53,2024-07-01,3.7103
352506242819,SES,2024-07-01,4.5829
352506242819,Cost Explorer,2024-07-01,1.15
352506242819,Key Management Service,2024-07-01,1.1772
352506242819,Backup,2024-07-01,0.0
352506242819,Service Catalog,2024-07-01,0.7707
352506242819,SQS,2024-07-01,0.1912
352506242819,EC2 Container Registry (ECR),2024-07-01,0.1509
352506242819,SNS,2024-07-01,0.1308
352506242819,CloudWatch Events,2024-07-01,0.0328
352506242819,Glue,2024-07-01,0.0101
352506242819,Simple Workflow Service,2024-07-01,0.0001
352506242819,Step Functions,2024-07-01,0.0
352506242819,Direct Connect,2024-07-01,0.0
352506242819,CloudShell,2024-07-01,0.0
352506242819,Glacier,2024-07-01,0.0
352506242819,CloudTrail,2024-07-01,0.0
352506242819,X-Ray,2024-07-01,0.0
352506242819,CloudFormation,2024-07-01,0.0
352506242819,Relational Database Service,2024-08-01,480575.155
352506242819,EC2-Other,2024-08-01,87285.8908
352506242819,EC2-Instances,2024-08-01,54185.5163
352506242819,DynamoDB,2024-08-01,21218.9056
352506242819,DocumentDB (with MongoDB compatibility),2024-08-01,9887.7085
352506242819,API Gateway,2024-08-01,14489.8558
352506242819,OpenSearch Service,2024-08-01,6037.4572
352506242819,S3,2024-08-01,2625.4073
352506242819,CloudWatch,2024-08-01,2864.0318
352506242819,Elastic Load Balancing,2024-08-01,2593.1546
352506242819,DynamoDB Accelerator (DAX),2024-08-01,2731.968
352506242819,Lambda,2024-08-01,1262.7608
352506242819,VPC,2024-08-01,575.4744
352506242819,Elastic Container Service for Kubernetes,2024-08-01,74.4
352506242819,ElastiCache,2024-08-01,0.0
352506242819,Secrets Manager,2024-08-01,8.6705
352506242819,Athena,2024-08-01,10.9087
352506242819,Route 53,2024-08-01,2.9654
352506242819,SES,2024-08-01,0.6091
352506242819,Cost Explorer,2024-08-01,0.99
