id,account_id,month,aop_amount
2878,954976288980,2025-01-01,0.0
2879,954976288980,2025-02-01,0.0
2880,954976288980,2025-03-01,0.0
2893,968583546969,2024-04-01,0.0
2894,968583546969,2024-05-01,0.0
2895,968583546969,2024-06-01,0.0
2896,968583546969,2024-07-01,0.0
2897,968583546969,2024-08-01,0.0
2898,968583546969,2024-09-01,0.0
2899,968583546969,2024-10-01,0.0
2900,968583546969,2024-11-01,0.0
2901,968583546969,2024-12-01,0.0
2902,968583546969,2025-01-01,0.0
2903,968583546969,2025-02-01,0.0
2904,968583546969,2025-03-01,0.0
2905,971131939842,2024-04-01,0.0
2906,971131939842,2024-05-01,0.0
2907,971131939842,2024-06-01,0.0
2908,971131939842,2024-07-01,0.0
2909,971131939842,2024-08-01,0.0
2910,971131939842,2024-09-01,0.0
2911,971131939842,2024-10-01,0.0
2912,971131939842,2024-11-01,0.0
2913,971131939842,2024-12-01,0.0
2914,971131939842,2025-01-01,0.0
2915,971131939842,2025-02-01,0.0
2916,971131939842,2025-03-01,0.0
2929,973217647660,2024-04-01,0.0
2930,973217647660,2024-05-01,0.0
2931,973217647660,2024-06-01,0.0
2932,973217647660,2024-07-01,0.0
2933,973217647660,2024-08-01,0.0
2934,973217647660,2024-09-01,0.0
2935,973217647660,2024-10-01,0.0
2936,973217647660,2024-11-01,0.0
2937,973217647660,2024-12-01,0.0
2938,973217647660,2025-01-01,0.0
2939,973217647660,2025-02-01,0.0
2940,973217647660,2025-03-01,0.0
2977,976617403781,2024-04-01,0.0
2978,976617403781,2024-05-01,0.0
2979,976617403781,2024-06-01,0.0
2980,976617403781,2024-07-01,0.0
2981,976617403781,2024-08-01,0.0
2982,976617403781,2024-09-01,0.0
2983,976617403781,2024-10-01,0.0
2984,976617403781,2024-11-01,0.0
2985,976617403781,2024-12-01,0.0
2986,976617403781,2025-01-01,0.0
2987,976617403781,2025-02-01,0.0
2988,976617403781,2025-03-01,0.0
2989,977469002159,2024-04-01,10000.0
2990,977469002159,2024-05-01,10000.0
2991,977469002159,2024-06-01,10000.0
2992,977469002159,2024-07-01,10000.0
2993,977469002159,2024-08-01,10000.0
2994,977469002159,2024-09-01,10000.0
2995,977469002159,2024-10-01,10000.0
2996,977469002159,2024-11-01,10000.0
2997,977469002159,2024-12-01,10000.0
2998,977469002159,2025-01-01,10000.0
2999,977469002159,2025-02-01,10000.0
3000,977469002159,2025-03-01,10000.0
3025,988889888907,2024-04-01,0.0
3026,988889888907,2024-05-01,0.0
3027,988889888907,2024-06-01,0.0
3028,988889888907,2024-07-01,0.0
3029,988889888907,2024-08-01,0.0
3030,988889888907,2024-09-01,0.0
3031,988889888907,2024-10-01,0.0
3032,988889888907,2024-11-01,0.0
3033,988889888907,2024-12-01,0.0
3034,988889888907,2025-01-01,0.0
3035,988889888907,2025-02-01,0.0
