account_id,month,spend
352506242819,Apr-2024,926593.6832
628412515026,Apr-2024,424243.2477
340077773684,Apr-2024,220210.4074
567423616371,Apr-2024,333742.4654
968032760053,Apr-2024,174475.0535
002637409966,Apr-2024,196285.1845
304016915943,Apr-2024,179160.3157
424503791295,Apr-2024,167491.1503
899249751508,Apr-2024,137823.895
272415727726,Apr-2024,110477.2553
075790327284,Apr-2024,128495.5987
211125458732,Apr-2024,31625.0963
381491835802,Apr-2024,24097.7576
898496923608,Apr-2024,111248.1201
445736908015,Apr-2024,102438.5602
564188254156,Apr-2024,117917.5752
705108899578,Apr-2024,63527.8891
755560366148,Apr-2024,48344.8387
811134095225,Apr-2024,50875.6247
359716425895,Apr-2024,57966.6661
003079193758,Apr-2024,48624.6841
901553615594,Apr-2024,58659.8401
210577074618,Apr-2024,18016.7982
479671683529,Apr-2024,51536.0768
423969094700,Apr-2024,43002.1126
746682193773,Apr-2024,95014.9968
761904723706,Apr-2024,31321.7791
211125515568,Apr-2024,14930.21
647564693872,Apr-2024,16596.535
182401677120,Apr-2024,27750.3663
975049957371,Apr-2024,2968.8079
337891198417,Apr-2024,4686.669
752518464574,Apr-2024,21519.9375
929265682896,Apr-2024,25774.8659
021891570382,Apr-2024,0.0
419830208690,Apr-2024,32812.288
753168370952,Apr-2024,28435.3669
161115069565,Apr-2024,18180.7261
233815244996,Apr-2024,24384.1845
522974168642,Apr-2024,17390.8945
028914776520,Apr-2024,17371.1575
546818093346,Apr-2024,34049.6144
758230397644,Apr-2024,21129.685
252197745876,Apr-2024,12441.6445
576293063887,Apr-2024,10274.2803
251917288737,Apr-2024,12382.6858
474140895141,Apr-2024,14244.0632
239103975135,Apr-2024,9297.4261
789596305652,Apr-2024,5384.1336
072401294672,Apr-2024,9415.9381
495419344110,Apr-2024,9499.0356
339712759199,Apr-2024,0.0
340677782776,Apr-2024,9456.2748
984308723723,Apr-2024,8670.5754
407648374860,Apr-2024,6728.14
480732456233,Apr-2024,6847.8377
885068115609,Apr-2024,6505.3068
339712810712,Apr-2024,4692.0993
318633126153,Apr-2024,6192.4528
090436275138,Apr-2024,8939.0654
952840895893,Apr-2024,8347.5089
442447453008,Apr-2024,4645.533
066548792077,Apr-2024,1463.5571
685585466397,Apr-2024,5650.5408
337158390682,Apr-2024,6874.5055
471112958605,Apr-2024,653.5643
698979518480,Apr-2024,9434.7681
615069360012,Apr-2024,2997.3772
997924011427,Apr-2024,5232.7292
068930846606,Apr-2024,4204.0601
131752971524,Apr-2024,3056.7975
066636274316,Apr-2024,3286.3197
064619502227,Apr-2024,3339.4743
562921704166,Apr-2024,3630.1463
097001033170,Apr-2024,3333.6301
848332057417,Apr-2024,2727.3501
718893572916,Apr-2024,2622.3363
914516902729,Apr-2024,842.3513
736384229724,Apr-2024,3536.6328
127247839315,Apr-2024,2267.6289
722152247093,Apr-2024,3285.0413
664526282133,Apr-2024,2345.3629
611670160261,Apr-2024,2209.338
439726107081,Apr-2024,1705.8069
821240137883,Apr-2024,2855.6043
469795226344,Apr-2024,112223.4875
368920154232,Apr-2024,1870.6092
135329050410,Apr-2024,1174.4258
054736913503,Apr-2024,3242.3944
824873459626,Apr-2024,1805.4061
625612021127,Apr-2024,3007.4346
465354398947,Apr-2024,1300.8944
272968093320,Apr-2024,1399.8271
494799526181,Apr-2024,1668.0425
153518195166,Apr-2024,1249.9307
481935107677,Apr-2024,1021.8458
505767364771,Apr-2024,276.7979
389881277731,Apr-2024,1034.4184
017820698743,Apr-2024,0.0
954976288980,Apr-2024,0.0
130653941854,Apr-2024,1719.2234
630307967658,Apr-2024,873.8621
745098155683,Apr-2024,819.2409
492902601864,Apr-2024,3137.7297
239666495852,Apr-2024,550.2456
510772292268,Apr-2024,925.8827
367464822874,Apr-2024,177.0691
218943325897,Apr-2024,326.8795
658447621694,Apr-2024,399.1096
541095382258,Apr-2024,2088.4215
548411824430,Apr-2024,322.7598
576911611801,Apr-2024,247.2344
320811487590,Apr-2024,220.0106
661338130494,Apr-2024,214.1228
453914767997,Apr-2024,156.9883
737499001343,Apr-2024,112.6726
116631508635,Apr-2024,1796.1138
264522784930,Apr-2024,46.416
841860372390,Apr-2024,1633.0169
850995531967,Apr-2024,0.0
322263815270,Apr-2024,1.5823
185774682289,Apr-2024,1.1918
470060591194,Apr-2024,1.2724
463470958933,Apr-2024,0.0
663804405009,Apr-2024,14047.618
290310562512,Apr-2024,2315.3652
700271710604,Apr-2024,3011.5499
518207312579,Apr-2024,604.0419
471112938013,Apr-2024,361.2537
654654315008,Apr-2024,1132.5061
161282784430,Apr-2024,2964.2334
538615689396,Apr-2024,365.2424
975049937880,Apr-2024,123.0984
798411736697,Apr-2024,1616.286
608146213544,Apr-2024,730.1312
023903256547,Apr-2024,151.7859
769263341944,Apr-2024,446.6861
475919677060,Apr-2024,82.6448
797142548187,Apr-2024,537.9025
176839215860,Apr-2024,411.7473
269350686318,Apr-2024,38.8825
576218818919,Apr-2024,60.0679
678670235450,Apr-2024,45.3094
605458724602,Apr-2024,16.5994
239937555916,Apr-2024,90.2557
860971823470,Apr-2024,28.5361
907058949943,Apr-2024,10.1528
532041146482,Apr-2024,2.0185
913203018054,Apr-2024,0.5243
905418240150,Apr-2024,0.2135
352506242819,May-2024,795863.8264
628412515026,May-2024,406120.3194
340077773684,May-2024,212633.7536
567423616371,May-2024,311170.2123
968032760053,May-2024,183385.2735
002637409966,May-2024,196123.8463
304016915943,May-2024,173013.4742
424503791295,May-2024,152159.8178
899249751508,May-2024,123022.3671
272415727726,May-2024,95417.9582
075790327284,May-2024,137664.6039
211125458732,May-2024,58914.8696
381491835802,May-2024,31394.9209
898496923608,May-2024,120426.5484
445736908015,May-2024,106433.3427
564188254156,May-2024,119189.0794
705108899578,May-2024,57709.9524
