account_id,Service,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25
340077773684,EC2-Other($),"134,004","123,265","129,815","136,991","127,576","116,185","116,859","117,289","123,635","119,713","115,138","126,327"
340077773684,EC2-Instances($),"44,088","44,096","44,350","47,993","47,530","43,738","45,197","42,968","44,037","43,882","39,737","44,138"
340077773684,S3($),"13,019","13,011","12,372","12,334","12,404","12,086","12,364","13,543","14,646","15,701","14,882","14,979"
340077773684,SageMaker($),"8,151","8,859","8,609","8,824","9,783","10,203","10,762","9,678","11,659","11,709","9,988","12,315"
340077773684,Managed Streaming for Apache Kafka($),"3,035","3,584","3,505","3,524","3,595","3,925","4,059","4,003","4,152","4,182","3,863","4,178"
340077773684,CloudWatch($),"2,470","2,568","2,823","2,831","3,362","3,876","4,281","4,216","4,311","4,609","4,234","4,942"
340077773684,VPC($),"2,987","3,091","2,986","2,985","3,167","3,134","3,243","3,135","3,230","3,237","2,946","3,258"
340077773684,Elastic Load Balancing($),"2,376","2,324","2,545","2,669","2,511","2,622","2,757","2,678","2,832","2,858","2,863","3,364"
340077773684,Config($),934,"1,148","1,137","2,019","2,236","1,682","1,906","1,962","2,389","2,457","2,344","2,488"
340077773684,Relational Database Service($),"2,178","2,221","2,099","1,339","1,181","1,162","1,181","1,163","1,181","1,181","1,125","1,181"
340077773684,QuickSight($),"1,368","1,371","1,407","1,392","1,392","1,392","1,392","1,392","1,392","1,392","1,392","1,392"
340077773684,Elastic Container Service for Kubernetes($),"1,080",977,"1,080","1,488","1,345",418,397,612,"1,562","1,562","1,411","1,562"
340077773684,GuardDuty($),,60,"1,344","1,150","1,202","1,107","1,138","1,142","1,189","1,188","1,119","1,211"
340077773684,EC2 Container Registry (ECR)($),626,689,752,806,847,887,942,987,"1,051","1,097","1,167","1,252"
340077773684,Elastic MapReduce($),907,899,835,912,938,895,937,907,937,938,847,937
340077773684,ElastiCache($),709,734,804,913,902,873,836,787,815,762,760,843
340077773684,Glue($),610,"1,744",776,638,134,339,447,580,702,453,466,617
340077773684,Kinesis($),378,391,378,420,430,416,430,416,430,430,388,430
340077773684,Step Functions($),549,846,587,63,0,0,0,0,0,0,0,0
340077773684,Key Management Service($),104,128,130,139,147,152,159,159,157,160,159,164
340077773684,SQS($),94,96,118,98,103,101,116,109,116,117,99,113
340077773684,Transfer Family($),216,223,415,299,,,,,,,,
340077773684,Secrets Manager($),72,74,77,79,80,81,86,88,89,90,93,95
340077773684,Cost Explorer($),95,73,62,66,62,60,67,69,70,92,155,78
340077773684,DynamoDB($),64,69,68,71,71,68,71,68,71,71,64,70
340077773684,Route 53($),59,42,43,47,47,43,50,50,46,50,41,47
340077773684,Lambda($),29,41,32,22,25,18,21,20,21,22,19,22
340077773684,Kinesis Firehose($),4,5,4,5,5,5,5,4,5,5,4,5
340077773684,Athena($),1,0,25,1,3,0,0,14,0,5,1,1
340077773684,Service Catalog($),0,0,0,1,1,0,1,0,0,0,0,0
340077773684,Elastic File System($),0,0,0,0,0,0,0,0,0,0,0,0
340077773684,CloudWatch Events($),0,0,0,0,0,0,0,0,0,0,0,0
340077773684,SNS($),0,0,0,0,0,0,0,0,0,0,0,0
340077773684,CloudTrail($),0,3,0,0,0,0,0,0,0,0,0,0
340077773684,Direct Connect($),1,1,0,,0,0,,,,,,
340077773684,SES($),0,0,0,0,0,0,0,0,0,0,0,0
340077773684,Backup($),0,0,0,0,0,0,0,0,0,0,0,0
340077773684,Simple Workflow Service($),0,0,0,0,0,0,0,0,0,0,0,0
340077773684,API Gateway($),0,0,,0,,,,,,,,
340077773684,CloudShell($),0,,,0,,0,,,0,,,0
340077773684,X-Ray($),0,,0,,0,,,0,0,,,0
340077773684,CloudFormation($),,,,,0,,0,0,0,0,0,
