account_id,Service,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25
352506242819,Relational Database Service,"638,899","539,450","515,270","521,775","480,575","488,467","498,735","459,798","494,276","498,012","410,095","425,781"
352506242819,EC2-Other,"120,534","108,273","103,107","101,986","87,286","79,670","81,706","80,468","81,203","81,200","80,151","82,945"
352506242819,EC2-Instances,"74,327","63,017","56,483","56,706","54,186","54,365","59,652","59,726","64,451","64,913","61,371","71,245"
352506242819,DynamoDB,"19,980","21,614","19,463","21,241","21,219","21,425","22,626","24,272","25,564","23,622","23,107","24,233"
352506242819,DocumentDB (with MongoDB compatibility),"15,774","16,304","15,394","12,157","9,888","21,847","17,959","17,271","17,678","17,640","16,132","15,143"
352506242819,API Gateway,"19,314","12,221","11,754","12,307","14,490","11,737","12,713","11,889","12,827","12,981","12,504","14,322"
352506242819,OpenSearch Service,"6,835","7,025","6,243","6,035","6,037","8,073","8,582","8,325","8,163","8,192","7,303","8,038"
352506242819,S3,"17,926","17,706","17,305","4,607","2,625","2,679","2,853","2,939","3,129","3,207","3,067","3,252"
352506242819,CloudWatch,"3,574","2,843","2,638","2,730","2,864","2,651","3,104","3,219","3,372","3,608","2,978","3,360"
352506242819,Elastic Load Balancing,"3,430","2,874","2,715","2,602","2,593","2,655","2,909","2,831","3,029","3,034","2,848","3,232"
352506242819,DynamoDB Accelerator (DAX),"2,644","2,732","2,644","2,732","2,732","2,644","2,732","2,644","2,732","2,732","2,468","2,732"
352506242819,Lambda,"1,840","1,157","1,131","1,169","1,263","1,156","1,251","1,172","1,262","1,274","1,214","1,390"
352506242819,VPC,820,542,509,538,575,585,619,567,596,601,548,622
352506242819,Elastic Container Service for Kubernetes,660,74,72,95,74,72,74,72,74,74,67,182
352506242819,ElastiCache,0,0,0,0,0,868,0,0,0,0,0,0
352506242819,Secrets Manager,9,9,9,9,9,9,9,9,9,9,9,9
352506242819,Athena,5,11,1,6,11,10,15,2,0,1,20,6
352506242819,Route 53,5,4,4,4,3,4,4,4,4,4,4,4
352506242819,SES,17,3,4,5,1,1,1,1,1,0,0,1
352506242819,Cost Explorer,1,1,2,1,1,2,2,2,3,3,2,3
352506242819,Key Management Service,1,1,1,1,1,1,1,1,1,1,1,1
352506242819,Backup,0,0,0,0,0,0,0,0,0,0,4,5
352506242819,Service Catalog,0,0,0,1,1,0,1,0,0,0,0,0
352506242819,SQS,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,EC2 Container Registry (ECR),0,0,0,0,0,0,0,0,0,0,0,0
352506242819,SNS,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,CloudWatch Events,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,Glue,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,Simple Workflow Service,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,Step Functions,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,Direct Connect,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,CloudShell,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,Glacier,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,CloudTrail,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,X-Ray,0,0,0,0,0,0,0,0,0,0,0,0
352506242819,CloudFormation,0,0,0,0,0,0,0,0,0,0,0,0
