"Service","EC2-Other($)","EC2-Instances($)","Elastic Load Balancing($)","S3($)","Elastic MapReduce($)","Elastic Container Service for Kubernetes($)","Managed Streaming for Apache Kafka($)","VPC($)","Route 53($)","EC2 Container Registry (ECR)($)","GuardDuty($)","CloudWatch($)","QuickSight($)","Key Management Service($)","Cost Explorer($)","Service Catalog($)","API Gateway($)","Secrets Manager($)","SNS($)","Lambda($)","DynamoDB($)","Glacier($)","Step Functions($)","SQS($)","Simple Workflow Service($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","X-Ray($)","CloudFormation($)","Total costs($)"
"2024-08-21","982.7829224035","614.5591513812","60.7826194711","54.2153879459","19.0035751788","19.2","16.2796922285","17.2742860379","12.861156","11.3522919716","25.2229366174","4.5361049636","1.548387072","0.269080512","0.03","0.3094","0.0016614116","0.00207","0.0000113852","0.0000057468","0.00000171","0.0000033443","0.000001524","0.0000007084","0.0000006403","","0","0","0","","","1840.2307482541"
"2024-08-22","995.4315946857","626.8013237708","61.6092711695","54.2738045163","17.7488854704","19.2","16.2808800799","17.1972289143","12.8818896","11.3835","25.499103266","4.5703344431","1.548387072","0.267715512","0.03","0.3094","0.0017140972","0.00207","0.0000176447","0.000005982","0.00000171","0.0000033192","0.0000012509","0.0000007406","0.0000005529","","0","0","0","","","1865.0371337975"
"2024-08-23","997.2026455929","624.8838781434","61.6946463958","54.2993829456","18.702321984","19.2","16.281448432","17.2387915037","12.9030952","11.4200944033","25.1852217384","4.5646474664","1.548387072","0.269116512","0.04","0.3332","0.0017316589","0.00216","0.0000163245","0.0000076934","0.00000171","0.0000030291","0.0000015544","0.0000007728","0.0000007279","","0","0","0","","","1865.7708008605"
"2024-08-24","1007.8369251616","619.4338588955","59.6781416254","54.3728076987","18.1561732272","19.2","16.2773567934","17.1985343024","12.8805008","11.4284941571","24.8417772795","4.5403126013","1.548387072","0.268807512","0.03","0.3927","0.0017000463","0.00225","0.0000117933","0.0000116963","0.00000171","0.0000030296","0.000001634","0.0000009016","0.0000007861","","0","0","0","","","1868.0887587233"
"2024-08-25","1005.2597407409","624.5420266513","50.5588004782","53.8426460112","19.1524638024","19.2","16.2827535179","17.1828596922","12.870828","11.4288754008","24.802828397","4.538312088","1.548387072","0.269359512","0.03","0.3689","0.0017843567","0.00252","0.0000078705","0.0000161009","0.000001995","0.0000030991","0.0000016342","0.0000009338","0.0000008736","","0","0","0","","","1861.8831182277"
"2024-08-26","1010.4909085898","626.1333029994","59.0892618012","52.4190218662","21.6319790484","19.2","16.2791389649","17.223444785","12.8605492","11.4451490554","25.40570671","4.5601440814","1.548387072","0.269083512","0.05","0.3094","0.0017597572","0.00198","0.0000130742","0.0000137065","0.0000018525","0.0000031293","0.0000012334","0.0000007084","0.0000006402","","0","0","0","","","1878.9192517874"
"2024-08-27","1024.7280292608","629.005333789","59.9947659881","52.4818285515","18.715718076","19.2","16.2781197799","17.2421445898","12.8759132","11.5039026215","25.5352272821","4.6038989215","1.548387072","0.269080512","0.04","0.238","0.0017843448","0.00225","0.0000129135","0.0000154757","0.00000171","0.0000030384","0.0000015561","0.000000805","0.0000006985","","0","0","0","","","1894.2644201862"
"2024-08-28","1031.3864242794","631.7396148974","61.1168310434","52.563666293","21.4452438936","19.2","16.2780697057","17.2080793377","12.9073288","11.5555337637","25.6555649294","4.5569697208","1.548387072","0.268261512","0.03","0.3213","0.0017773211","0.00207","0.000011592","0.0000136033","0.00000171","0.0000030381","0.0000015388","0.0000007728","0.0000006985","","0","0","0","","","1907.7851555227"
"2024-08-29","1036.314989159","625.9968847206","61.9416931568","52.7249443755","18.6562530828","19.2","16.2777269582","17.1475644622","12.9368172","11.5838668175","25.8034110021","4.6624425835","1.548387072","0.267718512","0.09","0.2737","0.0017913726","0.0018","0.0000143637","0.0000159116","0.00000171","0.0000025938","0.0000011845","0.000000644","0.000000582","","0","0","0","","","1905.4300274644"
"2024-08-30","1041.3539863101","624.8259332429","63.6246595086","52.6815874332","18.9068651028","19.2","16.2920834613","17.1329814784","12.9751614101","11.6563276045","17.0614290219","4.6784286779","1.548387072","0.268546512","0.09","0.2023","0.0018441757","0.00117","0.0000150684","0.0000135924","0.000001995","0.0000025061","0.0000010843","0.0000003864","0.0000003783","","0","0","0","","","1902.5017260223"
"2024-08-31","1043.7112852733","625.2522714612","76.3098759658","53.0182203245","18.9458716536","19.2","16.2784129606","17.0591426601","12.976006","11.6862388248","17.0988059881","4.6502743238","1.548387072","0.269080512","0.09","0.119","0.0019284706","0.00072","0.0000117556","0.0000145543","0.00000171","0.0000025725","0.000000696","0.0000002898","0.0000002038","","0","0","0","","","1918.2155532724"
"2024-09-01","1058.5838643184","624.4214677031","29.6804105447","56.2371155648","18.7884853308","19.2","16.3554539826","17.0613329041","19.4009196","12.0757801392","53.5427376836","0.9136992929","1.6000000128","0.2706626688","0.09","0","0.0016017874","0.0009","0.0000151912","0.0000147511","0.000001995","0.0000025885","0.000001051","0.0000003542","0.0000002911","","0","0","0","","","1928.2244677553"
"2024-09-02","1063.5689607471","627.8511955787","46.148524209","56.808233066","20.1727716552","19.2","16.3369032249","17.0974448541","12.9011956","12.0925289719","50.0440420623","4.4317831442","1.6000000128","0.2704526688","0.09","0","0.0017247339","0.00063","0.0000119154","0.0000138823","0.000002565","0.0000027122","0.0000009693","0.0000001932","0.0000002037","","0","0","0","","","1948.61642297"
"2024-09-03","1082.2581840474","636.1379838938","53.1364296139","57.0448547019","18.2034071892","19.2","16.378316336","17.2238609058","12.979157375","12.1191902104","56.8226793695","4.4478535317","1.6000000128","0.2705546688","0.09","0","0.0017774264","0.00054","0.0000222876","0.0000154769","0.00000171","0.0000027506","0.0000012756","0.0000002254","0.0000001746","","0","0","0","","","1987.9148331833"
"2024-09-04","1070.6787859001","625.9322087004","57.3677371567","57.0511373348","18.4062461484","19.2","16.3964938054","17.2295013973","12.992507175","12.1573334318","55.3198083117","4.4208400868","1.6000000128","0.2705546688","0.09","0","0.0016579935","0.00063","0.0000166939","0.000012919","0.0000018525","0.0000027495","0.0000009859","0.0000002254","0.0000002328","","0","0","0","","","1969.1154777825"
"2024-09-05","1071.9524329574","650.7214426378","60.9875165855","57.1290103143","18.5782892184","19.2","16.4788799273","18.7708024678","12.9458968","12.1898816733","55.8016200478","4.4114829121","1.6000000128","0.2729666688","0.09","0","0.0016474657","0.00054","0.0000321175","0.0000165241","0.00002337","0.0000027298","0.0000009693","0.0000001932","0.0000001746","","0","0","0","","","2001.1324857675"
"2024-09-06","1123.8972484532","661.858011677","57.2485749973","58.5786952424","18.0094483932","19.2","16.3633462514","17.8445201031","12.9686024","12.2039437303","56.7361911143","4.7820345011","1.6000000128","0.2761016688","0.1","0","0.001622865","0.00054","0.0000224224","0.0000128828","0.0000035625","0.0000002644","0.0000009693","0.0000002254","0.0000001746","","0","0","0","","","2061.6689219113"
"2024-09-07","1133.8985290667","647.9589106384","53.5316308258","59.2345361656","17.8984691532","19.2","16.3586799315","18.4580243417","12.9156196","12.2059114026","53.8692698427","4.4992075892","1.6000000128","0.2779916688","0.09","0","0.0016088151","0.00063","0.0000154843","0.0000153753","0.00000342","0.0000010983","0.0000012922","0.0000002254","0.0000002037","","0","0","0","","","2051.9990561533"
"2024-09-08","1097.9838893426","646.3033471118","45.3266950755","58.3544935116","18.3254937372","19.2","16.3704555073","19.7125739294","12.9138452","12.2076876744","39.9716050317","4.4099401173","1.6000000128","0.2785376688","0.09","0","0.0015526134","0.00081","0.000030949","0.0000142367","0.00000342","0.0000028979","0.0000010023","0.0000002576","0.0000002037","","0","0","0","","","1993.050979501"
"2024-09-09","1092.1684467845","642.8040007992","63.8388771763","58.5592062815","18.3159840132","19.2","16.3577028752","18.4466409881","12.897378","12.2180515715","38.4604337883","4.446993195","1.6000000128","0.2788706688","0.09","0","0.0015842261","0.00045","0.0000182839","0.0000156846","0.00000627","0.0000028486","0.0000006792","0.000000161","0.0000001746","","0","0","0","","","1999.6846644824"
"2024-09-10","1101.4110527603","656.4121835508","63.4468646271","58.7379849148","19.8874740908","19.2","16.3534573986","17.1009161254","12.9386256","12.2612685726","39.1242134432","4.484064203","1.6000000128","0.2777156688","0.09","0","0.0017106821","0.00117","0.0000238244","0.000013228","0.0000032775","0.0000029945","0.0000013574","0.0000003864","0.0000003202","","0","0","0","","","2023.3287470387"
"2024-09-11","1091.7073000934","666.6651454773","64.3483522819","58.7496095997","20.4832964856","19.2","16.3571142064","17.1596471203","12.9095676","12.3143129754","39.4652250838","4.502103825","1.6000000128","0.2780156688","0.09","0","0.0016579927","0.00063","0.0000226141","0.0000153641","0.000004275","0.000002839","0.0000009693","0.0000001932","0.0000002037","","0","0","0","","","2025.8320248815"
"2024-09-12","1101.663032756","659.2965112799","65.8509133882","58.9106920163","22.1178146064","19.2","16.3443542161","17.2912095051","12.8591716","12.348574382","37.0928672059","4.7696443318","1.6000000128","0.2777396688","0.09","0","0.0017633768","0.00072","0.0000438784","0.000014273","0.0000041325","0.0000027434","0.0000010025","0.000000161","0.0000002328","","0","0","0","","","2029.7150747697"
"2024-09-13","1108.3232669507","660.059409816","65.8073582805","58.8829443916","19.2708758768","19.2","16.3667622357","17.097803086","12.9347616","12.3731498421","40.8112641758","4.4765609983","1.6000000128","0.2777576688","0.09","0","0.0016931251","0.00063","0.0000370562","0.000014476","0.0000035625","0.0000028386","0.0000009857","0.0000002576","0.0000002037","","0","0","0","","","2037.5742974405"
"2024-09-14","1109.8829550471","655.8849767862","60.7569266399","58.8518587857","19.1753260752","19.2","16.3560370469","17.071590531","12.8894928","12.382166184","36.9311114411","4.5059728731","1.6000000128","0.2779856688","0.09","0","0.0016685297","0.00063","0.0000488705","0.0000147759","0.000003135","0.000002771","0.0000009857","0.0000001932","0.0000002037","","0","0","0","","","2025.8587693565"
"2024-09-15","1102.7107049966","646.3924697614","44.1427583689","58.6970713736","18.4853667492","19.2","16.3538832544","17.0593659428","12.8121548","12.382166184","25.4038385959","4.5362740326","1.6000000128","0.2777156688","0.09","0","0.0016158408","0.00072","0.0000359246","0.0000154403","0.0000032775","0.0000029785","0.0000010023","0.0000002254","0.0000002328","","0","0","0","","","1980.1461646632"
"2024-09-16","1102.2307303449","640.8776512286","61.0269313819","58.5550609019","18.425818622","19.2","16.3536301148","17.1170594593","12.9047308","12.3980815678","26.5651298576","4.5046270255","1.6000000128","0.2747246688","0.09","0","0.0006849771","0.00072","0.0000432133","0.0000132019","0.000009405","0.000002455","0.0000012758","0.0000002576","0.0000002037","","0","0","0","","","1992.1256509753"
"2024-09-17","1076.5068028137","650.7469008928","59.7437536017","59.0959738275","19.368659754","19.2","16.3515515924","17.1217148457","12.9117696","12.4393313566","26.2094524754","4.4979243142","1.6000000128","0.2774456688","0.1","0","0.001759861","0.00063","0.0000562623","0.000016047","0.0000032775","0.0000025425","0.0000009855","0.0000002254","0.0000002328","","0","0","0","","","1976.1737501896"
"2024-09-18","1076.3049421284","660.914867311","61.10362419","59.1711795961","19.9713525048","19.2","16.3521307254","17.1441222659","12.9503784","12.4792953864","27.2577363367","4.5723460021","1.6000000128","0.2777096688","0.09","0","0.0017317598","0.00072","0.0000405465","0.0000130822","0.0000029925","0.0000025768","0.0000012916","0.0000002576","0.0000002037","","0","0","0","","","1989.3921972391"
"2024-09-19","1079.1235741789","665.5913877951","61.2698087861","59.2566882769","20.9819032128","19.2","16.3558080433","17.1895383213","12.9292396","12.5287341176","26.9873740177","4.6994239811","1.6000000128","0.2777186688","0.09","0","0.0017598613","0.00063","0.0000443624","0.0000162535","0.00000342","0.0000025566","0.0000009857","0.0000002254","0.0000002037","","0","0","0","","","1998.083656881"
"2024-09-20","1156.8223428014","660.9788053715","61.0631751988","59.2709728188","19.530045948","19.2","16.356584237","17.1478140251","12.9159544","12.5488710998","26.4976747172","4.6277254607","1.6000000128","0.2777786688","0.09","0","0.0017703979","0.00063","0.0000410332","0.0000125073","0.0000038475","0.0000026414","0.0000013084","0.0000002254","0.0000002328","","0","0","0","","","2068.9302069538"
"2024-09-21","1116.1476353619","661.5644683383","58.9311833005","59.2756240288","19.8924668796","19.2","16.3554337628","17.0728091765","12.8888292","12.559019076","25.6661405011","4.8976024463","1.6000000128","0.2777186688","0.09","0","0.0017177094","0.00063","0.0000260453","0.0000155236","0.00000342","0.0000027333","0.0000009857","0.0000002254","0.0000002328","","0","0","0","","","2026.4213276289"
"2024-09-22","1121.3540824389","658.5510888467","43.5924587495","59.0921178407","19.7840994372","19.2","16.353236512","17.062654982","12.8389976","12.559019076","24.738476568","4.5736696751","1.6000000128","0.2943973356","0.08","0","0.0016263787","0.00063","0.0000242153","0.0000136447","0.000003135","0.0000027456","0.0000010025","0.0000002254","0.0000002037","","0","0","0","","","2011.6766006254"
"2024-09-23","1135.588306623","658.3260916588","60.0091555753","58.6574276433","19.903157424","19.2","16.3598915303","17.1401263586","12.9088568","12.564109128","26.425646061","4.9200729807","1.6000000128","0.3110520024","0.09","0","0.0016931185","0.00063","0.0000260359","0.0000152904","0.00000342","0.0000026248","0.0000009855","0.0000001932","0.0000002037","","0","0","0","","","2044.0062656702"
"2024-09-24","1133.3000382963","672.6331735692","61.0323678607","57.2186286096","18.430891944","19.2","16.3547975213","17.1720470847","12.9350672","12.5802076239","25.9790990864","4.6421994051","1.6000000128","0.3112170024","0.09","0","0.0017212206","0.00072","0.0000220957","0.0000140938","0.0000032775","0.0000025872","0.0000012758","0.0000002254","0.0000002037","","0","0","0","","","2053.4822201961"
"2024-09-25","1122.6430592108","699.259695767","62.2727142579","57.2883147631","19.3947004284","19.2","16.3573760355","17.1511355901","12.899836","12.6182406463","26.0744369717","5.4345318386","1.6000000128","0.3111090024","0.09","0","0.0017422988","0.00036","0.000020211","0.0000148221","0.00000342","0.0000024749","0.0000009361","0.0000001288","0.0000001164","","0","0","0","","","2072.5972949327"
"2024-09-26","1099.9461915462","702.2759910283","62.8705795253","57.409597011","19.4475381328","19.2","16.3932562878","17.1084727781","12.9096008","12.646026504","25.8032811247","4.91396942","1.6000000128","0.3107820024","0.15","0","0.0017668865","0.00126","0.0000151317","0.0000150176","0.00000342","0.0000029226","0.0000011006","0.0000003864","0.0000004075","","0","0","0","","","2052.9883514463"
"2024-09-27","1112.4688686072","696.7886942354","62.1183326853","57.4958769454","20.3474825844","19.2","16.49634094","17.095798204","12.9077312","12.6716090708","25.6596312369","4.7002347124","1.6000000128","0.3118740024","0.1","0","0.0017141959","0.0018","0.0000136362","0.0000138949","0.0000035625","0.0000031256","0.0000015074","0.0000006118","0.000000582","","0","0","0","","","2059.9660255533"
"2024-09-28","1117.1946812825","686.3033964644","61.3381652022","57.4840498819","20.30091348","19.2","16.4987181588","17.0678999033","12.910438","12.68717964","20.1196641862","5.0344433574","1.6000000128","0.3110490024","0.09","0","0.001661506","0.00207","0.0000114258","0.0000149053","0.0000032775","0.0000031108","0.0000015395","0.000000644","0.0000006693","","0","0","0","","","2048.1443656501"
"2024-09-29","1127.9276266368","685.1584935641","61.4219059133","57.5262203605","20.3367632376","19.2","16.4888487249","17.0619867178","12.8900856","12.68717964","15.8562691476","4.7029880745","1.6000000128","0.3110520024","0.09","0","0.0016017896","0.00207","0.0000147227","0.0000136209","0.00000342","0.0000030745","0.0000012501","0.0000006762","0.0000006694","","0","0","0","","","2053.2631288557"
"2024-09-30","1142.6404963777","697.0498351488","83.0952016201","57.911669746","19.8692583192","19.2","16.5063369493","17.2555357022","12.9615002","12.702441986","17.4638171325","4.7262438587","1.6000000128","0.3115950024","0.09","0","0.0017774243","0.00207","0.000024784","0.0000153878","0.0000032775","0.0000031332","0.0000015552","0.000000644","0.0000006112","","0","0","0","","","2103.3878288729"
"2024-10-01","1108.4155185387","695.0769991437","41.4451013034","58.0342797751","22.8248768616","19.2","16.4188675014","17.0958029577","19.4749352","12.3170612682","55.8180405113","0.5366366286","1.548387072","0.290322576","0.09","0","0.0016263781","0.00198","0.000018964","0.0000137213","0.00000342","0.00000319","0.0000015242","0.0000004508","0.0000006112","","0","0","0","","","2068.5904775973"
"2024-10-02","1080.432779691","675.3081463847","25.7187430868","57.2390720568","19.0201704","19.2","16.4445451982","17.0606025309","12.7030864","12.3227347416","50.1114905571","4.0359090964","1.548387072","0.290322576","0.09","0","0.0012540315","0.00189","0.0000144351","0.0000152698","0.000003135","0.0000031496","0.0000012167","0.0000007406","0.0000006113","","0","0","0","","","1991.5291723811"
"2024-10-03","1098.3087458878","705.250132667","49.7949816327","58.2714653216","19.303993098","19.2","16.4528386881","17.1406239293","12.8265436301","12.3372416824","54.4773017443","4.3610216203","1.548387072","0.290322576","0.09","0","0.0017106904","0.00198","0.0000335363","0.0000143889","0.0000032775","0.0000032305","0.00000149","0.0000007406","0.0000006404","","0","0","0","","","2069.6573475442"
"2024-10-04","1136.4404701288","693.7688872877","57.866056288","58.4255125756","20.3384392608","19.2","16.4502177667","17.1003973648","12.8827432","12.3604361248","56.359358199","4.5192300915","1.548387072","0.290322576","0.09","0","0.0016404292","0.00216","0.0000270769","0.0000144056","0.00000342","0.0000031369","0.0000008371","0.0000006118","0.0000006403","","0","0","0","","0","2107.6443084935"
"2024-10-05","1110.278068699","686.3524844","63.3555045495","58.4684130433","20.3614789956","19.2","16.4728582631","17.0659964904","12.9287316","12.3648616128","56.7778162219","4.5051013342","1.548387072","0.294012576","0.09","0","0.0015174847","0.00144","0.000023391","0.0000156647","0.0000032775","0.0000030478","0.0000006024","0.0000005474","0.0000005531","","0","0","0","","","2080.0667194264"
"2024-10-06","1136.7332269321","677.3520767909","45.7139892586","58.8114131191","20.5940527488","19.2","16.4578796148","17.0662899977","12.8687736","12.3648616128","54.045738645","4.5137477614","1.548387072","0.300003576","0.09","0","0.0014577694","0.00189","0.0000258079","0.0000137515","0.0000032775","0.0000029311","0.000000575","0.0000006762","0.0000006402","","0","0","0","","","2077.663836158"
"2024-10-07","1134.8614898143","681.0160073211","63.0922692077","59.1008882973","19.1255506584","19.2","16.4073736703","17.1145149123","12.9151728","12.3881104398","52.2126166288","4.8714462975","1.548387072","0.301728576","0.09","0","0.0016579885","0.0018","0.0000278871","0.0000151521","0.0000032775","0.0000031005","0.0000006485","0.0000006762","0.0000005529","","0","0","0","","","2094.2490649788"
"2024-10-08","1129.9418458957","682.6206392292","62.0122084413","59.2172496962","19.7606186256","19.2","16.4439123252","17.108041268","13.0402216","12.4273902453","42.068768344","4.5104618866","1.548387072","0.301692576","0.09","0","0.00161584","0.00198","0.0000261395","0.0000153045","0.000003135","0.0000032244","0.0000006205","0.0000005474","0.000000582","","0","0","0","","","2080.2950825984"
"2024-10-09","1144.810473862","679.1668541951","61.4181553283","59.1225441353","20.0954760684","19.2","16.3855915265","17.2292502716","12.9126064","12.4709349804","38.0886836443","4.5091842675","1.548387072","0.301749576","0.09","0","0.0015174871","0.00171","0.0000248927","0.0000134157","0.000003135","0.0000028019","0.0000004042","0.000000483","0.0000005239","","0","0","0","","","2087.3531644709"
"2024-10-10","1146.3219372379","677.9430210703","63.2103704134","59.2285627649","20.0667896712","19.2","16.3884869268","17.1234162716","12.9228736","12.495350837","38.9679185004","4.6386574925","1.548387072","0.301710576","0.09","0","0.0015701754","0.00171","0.0000203275","0.0000164897","0.00000342","0.0000025945","0.0000005311","0.0000005474","0.0000006114","","0","0","0","","","2090.450807131"
"2024-10-11","1140.5229454905","684.2037587382","56.264082591","59.2697719137","19.7082095076","19.2","16.3559242474","17.0871997376","12.9068550738","12.5134477699","38.3403281079","4.8187829865","1.548387072","0.301857576","0.1","0","0.0015385718","0.00243","0.000018558","0.0000122433","0.000003135","0.0000028584","0.0000007391","0.0000007406","0.0000006696","","0","0","0","","","2083.1455583279"
"2024-10-12","1142.574073312","667.385533442","50.2932365531","59.2117690074","19.1543973972","19.2","16.3957376175","17.0593805217","12.8704592","12.5173995744","37.7161211003","4.7274310051","1.548387072","0.301713576","0.09","0","0.0014683081","0.00243","0.0000209847","0.0000164577","0.000003705","0.0000029142","0.0000007901","0.000000805","0.0000008153","","0","0","0","","","2061.0495841588"
"2024-10-13","1110.5278132479","663.0289360255","43.7644786729","59.1489698115","18.8178150336","19.2","16.3803591319","17.0727342343","12.8166048","12.5173995744","35.9455432879","4.7150958929","1.548387072","0.301416576","0.09","0","0.0013804877","0.00243","0.0000185568","0.0000123211","0.00000342","0.0000029298","0.0000007907","0.0000007406","0.0000008154","","0","0","0","","","2015.8794034229"
"2024-10-14","1120.4067952705","669.3798075747","63.2637644598","59.5760639693","20.7907178064","19.2","16.3790619142","17.1464662399","12.8981152","12.5621007614","31.2921719277","4.7507095431","1.548387072","0.297768576","0.09","0.6902","0.0014823584","0.00225","0.0000126157","0.0000162466","0.0000032775","0.00000287","0.000000782","0.0000007728","0.0000007572","","0","0","0","","","2050.2758999952"
"2024-10-15","1054.9862755183","685.3927501011","63.5465409922","59.668553302","19.4669385732","19.2","16.3818167553","17.389204324","12.9214052","12.6257057764","25.8980115766","5.2212734454","1.548387072","0.300099576","0.1","0.6783","0.0015245115","0.0027","0.0000210519","0.0000124632","0.0000212135","0.0000030079","0.0000007153","0.0000007728","0.0000007863","","0","0","0","","","1995.3295467349"
"2024-10-16","983.1376940789","706.8479757985","94.8991024573","59.6255029169","19.0723208688","19.2","16.4542631414","17.1222394341","12.898498","12.6552522986","25.8621287931","5.2001192011","1.548387072","0.301794576","0.09","0.6664","0.0015174872","0.00243","0.0000317385","0.0000169224","0.0000058425","0.0000028241","0.0000007748","0.000000805","0.0000008093","","0","0","0","","","1975.5856858405"
"2024-10-17","942.6370746457","707.3035621312","83.7815194428","59.7004409308","18.9428733048","19.2","16.3787022648","17.1534322266","12.8642996","12.6796952895","25.6620957536","5.2773341907","1.548387072","0.301782576","0.24","0.5712","0.0015736886","0.00198","0.0000460003","0.000012211","0.000006555","0.0000026418","0.0000006601","0.000000644","0.0000005139","","0","0","0","","","1924.2460223432"
"2024-10-18","984.7486047046","686.2673592994","79.6576889011","59.9339493944","18.5487250116","19.2","16.3099032861","17.10139608","12.8424024","12.7284209703","25.2165781137","5.2385094887","1.548387072","0.301743576","0.09","0.5593","0.0015772007","0.0018","0.0000138568","0.0000160723","0.0000038475","0.0000026807","0.0000005031","0.000000644","0.0000006372","","0","0","0","","","1940.2963837402"
"2024-10-19","1020.2458298316","685.2225299813","74.2771224313","59.9137333157","18.7545955308","19.2","16.3181979458","17.0590450116","12.8521456","12.752722764","25.6133125594","5.1943116479","1.548387072","0.301692576","0.09","0.4998","0.0015807142","0.00189","0.0000109556","0.0000127804","0.000003135","0.0000025939","0.000000635","0.000000644","0.0000006112","","0","0","0","","","1969.8469283367"
"2024-10-20","1031.0394182862","679.4684617702","52.5310412077","59.7399278155","17.9836282884","19.2","16.3088208443","17.054476245","12.7912156","12.752722764","23.6398046425","5.6218332861","1.548387072","0.301695576","0.09","0.5117","0.0014542567","0.00198","0.0000174519","0.000015111","0.0000032775","0.000002771","0.0000006006","0.0000006762","0.0000006405","","0","0","0","","","1950.5866081833"
"2024-10-21","1005.6695567516","694.6183945758","68.9991558705","60.0437040687","18.947212038","19.2","16.3141288933","17.1285423072","12.8892968","12.7535657506","25.221173033","5.5510958672","1.548387072","0.301731576","0.09","0.4403","0.0015807149","0.00144","0.0000161372","0.0000143884","0.0000038475","0.0000026182","0.000000481","0.0000005474","0.0000004365","","0","0","0","","","1959.719303775"
"2024-10-22","984.2688424401","704.7050968073","70.3364246991","59.9854382268","21.9384329408","19.2","16.3410970122","17.1831707037","12.9101632","12.7678369584","25.6967386639","5.6105466544","1.548387072","0.298347576","0.09","0.4522","0.0016088165","0.00135","0.0000147879","0.0000139438","0.0000044175","0.0000026388","0.0000004809","0.0000005796","0.0000004658","","0","0","0","","","1953.3357190855"
"2024-10-23","996.7451661175","698.4610151912","70.5829172143","58.5566638091","20.3777437152","19.2","16.3582973348","17.0955293874","12.8926316","12.8008161827","25.148639314","5.495058496","1.548387072","0.301779576","0.09","0.4284","0.0015174846","0.00144","0.0000166059","0.0000154677","0.0000035625","0.0000027061","0.0000004299","0.000000483","0.0000004947","","0","0","0","","","1956.0860422446"
"2024-10-24","1026.2886687935","672.3812193087","72.5781415282","57.7869615446","18.9944847264","19.2","16.3546049555","17.1564662504","12.875698","12.8526154801","24.4632436336","5.5171745376","1.548387072","0.301701576","0.09","0.4165","0.0015982774","0.00162","0.0000159351","0.0000128525","0.0000035625","0.0000026308","0.0000004268","0.0000004508","0.0000005821","","0","0","0","","","1958.8091221246"
"2024-10-25","999.9527668222","646.8106185685","71.3532919227","57.8638236041","21.83501985","19.2","16.3536139601","17.0931787346","12.9090612","12.9046912708","25.9372482635","5.5836803893","1.548387072","0.301725576","0.09","0.4158","0.0015245079","0.00153","0.0000247421","0.0000165124","0.0000047025","0.0000026915","0.00000053","0.000000483","0.0000005239","","0","0","0","","","1910.1560119271"
"2024-10-26","989.3268480139","635.7264763321","68.623421976","57.9153019148","19.03533996","19.2","16.3512915685","17.0594458459","12.9162264","12.9108970968","25.0295865155","5.4570419183","1.548387072","0.301692576","0.09","0.4032","0.0015736862","0.00153","0.0000245049","0.0000138362","0.000003135","0.0000026199","0.000000481","0.0000005152","0.0000004074","","0","0","0","","","1881.8983063756"
"2024-10-27","1017.1152840604","639.9949385307","58.6322899494","57.8746340129","20.9840200524","19.2","16.3426202377","17.0577062868","12.855218","12.9108970968","24.0038907319","5.4865611522","1.548387072","0.301698576","0.09","0.4284","0.0015139709","0.00126","0.0000245165","0.0000155916","0.00000342","0.0000025032","0.0000003962","0.0000004508","0.0000004365","","0","0","0","","","1904.8293670449"
"2024-10-28","1029.8628338721","665.2234165729","69.8006950541","58.0981127956","25.649970312","19.2","16.3535053485","17.176284028","12.9422628","12.9108970968","25.5105529819","5.4761633718","1.548387072","0.301803576","0.09","0.1764","0.0016263791","0.00162","0.0000346592","0.0000150504","0.0000035625","0.000002631","0.0000004678","0.0000005152","0.0000004947","","0","0","0","","","1960.3245886416"
"2024-10-29","1063.2205752129","679.15012398","65.6685710747","58.2539282279","25.633933368","19.2","16.3806209333","17.227700834","12.9774776","12.9193872572","24.0425181947","5.6640193849","1.548387072","0.301746576","0.09","0.0378","0.00163911","0.00171","0.000031839","0.0000158011","0.0000032775","0.0000024697","0.0000006624","0.0000006118","0.0000005821","","0","0","0","","","2002.3201940692"
"2024-10-30","1068.8641493524","663.0005228534","59.2316920717","58.248205145","20.9831998464","19.2","16.5458079593","17.0609766291","12.8828568","12.9247026096","16.1371093912","5.6043616862","1.548387072","0.289601802","0.09","0.063","0.0015829524","0.00171","0.00001714","0.000013803","0.00000342","0.0000025505","0.0000006081","0.0000005796","0.0000005822","","0","0","0","","","1972.6779048541"
"2024-10-31","1049.972848217","659.3866434232","43.697494413","58.0487992922","20.993995902","19.2","16.5049051021","17.0519818062","12.8722556","12.9247026096","15.8346419991","5.5736616159","1.548387072","0.301701576","0.09","0.0504","0.0016145433","0.00171","0.0000229732","0.0000151973","0.0000035625","0.0000025948","0.0000005805","0.0000005796","0.000000582","","0","0","0","","","1934.0557892415"
"2024-11-01","1073.856121023","654.3246592857","28.9679141917","61.8894136922","21.37676343","19.2","16.5973289158","17.0615391454","19.3681324","13.3555260432","55.6845198881","1.2806884063","1.6000000128","0.3000000024","0.09","0","0.0014085929","0.0018","0.0000247424","0.0000141719","0.0000019238","0.0000026468","0.0000006373","0.0000006118","0.0000005821","","0","0","0","","","1984.9558603456"
