"Service","EC2-Other($)","EC2-Instances($)","Elastic Load Balancing($)","S3($)","Elastic MapReduce($)","Elastic Container Service for Kubernetes($)","Managed Streaming for Apache Kafka($)","VPC($)","Route 53($)","EC2 Container Registry (ECR)($)","GuardDuty($)","CloudWatch($)","QuickSight($)","Key Management Service($)","Cost Explorer($)","Service Catalog($)","API Gateway($)","Secrets Manager($)","SNS($)","Lambda($)","DynamoDB($)","Glacier($)","Step Functions($)","SQS($)","Simple Workflow Service($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","X-Ray($)","CloudFormation($)","Total costs($)"
"2024-06-07","1037.3101588189","994.7511441001","71.296469547","50.4811650973","20.2988648748","16.8","15.6545303795","14.0729041791","13.5817915825","7.3781510319","","2.753988745","1.6000000128","0.2107760016","0.15","0","0.0014190463","0.00162","0.0000417558","0.0000125603","0.0000508725","0.0000028394","0.000000331","0.000000644","0.0000005531","","0","0","0","","","2246.3430929729"
"2024-06-08","1030.849477362","988.2432927312","71.9028598065","50.4635222756","18.8237749296","16.8","15.9840456936","13.9613243466","13.4844988","7.4340386112","","2.8395365405","1.6000000128","0.2110460016","0.06","0","0.0013628455","0.0018","0.0000472667","0.0000153229","0.0000699675","0.0000029039","0.0000002978","0.0000006118","0.0000004949","","0","0","0","","","2232.6607168222"
"2024-06-09","1011.9007926964","988.6178299744","54.6464630493","50.3060435778","19.5833976984","16.8","16.5675083046","13.9532956424","13.2972436","7.4979629365","","2.687463723","1.6000000128","0.2101100016","0.06","0","0.0014190463","0.00171","0.0000380256","0.0000151293","0.000074385","0.0000028421","0.0000002978","0.000000483","0.0000006114","","0","0","0","","","2197.7313720377"
"2024-06-10","1028.1773781913","988.6714668824","77.0048937485","50.6311047126","19.2874753716","16.8","16.7990564262","14.2032537676","13.5229624","7.597300757","","3.0126876922","1.6000000128","0.2108210016","0.21","0","0.0014752471","0.00144","0.0000451567","0.0000137332","0.000080085","0.0000027804","0.000000249","0.0000005796","0.0000004365","","0","0","0","","","2237.7314592313"
"2024-06-11","1023.429503712","975.5251356319","75.8008210347","51.2641931631","19.375014336","16.8","16.7364606409","14.0864429262","13.579368","7.7003128869","","2.6953474942","1.6000000128","0.2139020016","0.06","0","0.0014611963","0.00189","0.0000329105","0.0000146566","0.000040755","0.0000027869","0.000000249","0.0000005474","0.0000004947","","0","0","0","","","2218.8699454367"
"2024-06-12","999.709404939","956.7214377673","75.9372170838","51.3906901413","20.3712630468","16.8","16.610299797","14.1762961753","13.726056","7.7896559365","","2.7426656717","1.6000000128","0.2130440016","0.08","0","0.0015103707","0.00144","0.0000278825","0.0000106406","0.00000171","0.0000028604","0.000000249","0.000000483","0.0000004657","","0","0","0","","","2177.871025235"
"2024-06-13","994.974010316","993.531024283","72.7623254963","51.3373427027","39.5649899532","16.8","16.2775815094","14.0547728093","13.6721028","7.8414942132","","2.8161928167","1.6000000128","0.2095820016","0.06","0","0.001598185","0.00153","0.0000233156","0.0000173577","0.00000171","0.000002862","0.0000002842","0.0000005474","0.0000004656","","0","0","0","","","2225.5045936417"
"2024-06-14","969.0804650327","942.1735592744","73.9065537231","51.0977182043","19.3665460368","16.8","16.2775817076","14.0715180281","13.664662","7.8831493798","","2.8164455823","1.6000000128","0.2093540016","0.17","0","0.0014647082","0.00108","0.000024296","0.0000119135","0.00000171","0.0000028974","0.0000001992","0.0000003542","0.000000291","","0","0","0","","","2129.120139353"
"2024-06-15","984.0124973951","939.3623325132","70.433999438","51.0909123273","19.8059324688","16.8","16.2785041972","14.0084811486","13.5556656","7.9023951933","","2.8145821465","1.6000000128","0.2012816682","0.06","0","0.0014436345","0.00036","0.0000174498","0.0000165096","0.0000015675","0.0000029201","0.000000083","0.000000161","0.0000001455","","0","0","0","","","2137.92842658"
"2024-06-16","970.6455658026","934.0169718525","50.344250571","50.8887314308","18.8176082664","16.8","16.2775815932","13.945668966","13.2979516","7.9036852152","","3.1382753282","1.6000000128","0.2098250016","0.05","0","0.001404997","0.00036","0.0000195431","0.0000121914","0.00000171","0.0000030079","0.0000000664","0.0000001288","0.0000001164","","0","0","0","","","2097.9379174013"
"2024-06-17","970.7551150442","939.1321782563","66.7879222405","51.3006431276","19.1515027644","16.8","16.2775817433","14.1014746733","13.495214","7.9395191461","","2.829013063","1.6000000128","0.2095760016","0.26","0","0.0016298091","0.00054","0.0000235464","0.0000175833","0.00000171","0.0000029722","0.0000000996","0.0000001932","0.0000001455","","0","0","0","","","2120.6419561324"
"2024-06-18","974.4371390783","955.3283246755","72.5663859222","51.4258067055","21.6576144084","16.8","16.2775817642","14.1417356498","13.5417456","8.0220081825","","2.8108578389","1.6000000128","0.2097530016","0.1","0","0.0017738108","0.00045","0.0000232423","0.0000111255","0.00000171","0.0000027935","0.000000083","0.000000161","0.0000001746","","0","0","0","","","2148.9212159404"
"2024-06-19","978.0654838786","947.8421726271","73.9840114241","51.4410858331","19.4283616944","16.8","16.2775816377","14.0413589899","13.6040408","8.0898898577","","2.8162463676","1.6000000128","0.2074070016","0.12","0","0.0016473606","0.00045","0.0000274198","0.0000173602","0.00000171","0.000003016","0.000000083","0.0000001288","0.0000001455","","0","0","0","","","2144.3197873485"
"2024-06-20","979.2167720467","937.0676047264","76.1374394796","51.6658569219","19.8465530664","16.8","16.2776538028","14.1529553255","13.5891096","8.1655763211","","2.8232081157","1.6000000128","0.2068580016","0.23","0","0.0016719486","0.00027","0.00002585","0.0000111741","0.00000171","0.0000031898","0.0000000498","0.0000000966","0.0000001164","","0","0","0","","","2137.7815715558"
"2024-06-21","963.0278058672","944.4450537786","73.8691088663","51.3533003168","23.1424516044","16.8","16.277586687","14.071158793","13.4717408","8.2579043582","","2.8708935279","1.6000000128","0.2095760016","0.08","0","0.0015525233","0.00027","0.0000252566","0.0000172828","0.00000171","0.0000032115","0.0000000498","0.0000000966","0.0000001164","","0","0","0","","","2129.4784508608"
"2024-06-22","962.4103361287","947.2288690766","75.2593469579","51.4586395722","22.1786782528","16.8","16.2821237918","13.9629118474","13.4817284","8.3141990813","","2.8586046617","1.6000000128","0.2093270016","0.1","0","0.0015279337","0.00045","0.0000233176","0.00001125","0.00000171","0.0000033506","0.000000083","0.000000161","0.0000001455","","0","0","0","","","2132.1467827362"
"2024-06-23","959.6083435845","942.0492174832","59.7302302938","51.3092531307","19.258476108","16.8","16.2775714571","13.9410569413","13.3762972","8.3151306777","","2.8577237779","1.6000000128","0.2095760016","0.12","0","0.0015033484","0.0009","0.0000209687","0.0000171617","0.00000171","0.0000033551","0.0000001494","0.000000322","0.0000002619","","0","0","0","","","2105.4553239458"
"2024-06-24","975.7416596923","949.0668189556","74.9573095543","51.6856172848","20.8908246492","16.8","16.3709250524","14.1315239863","13.5016068","8.3392463286","","2.8878595924","1.6000000128","0.2095760016","0.26","0","0.0017421976","0.0027","0.0000262881","0.0000121115","0.00000171","0.0000031037","0.0000005096","0.000000966","0.0000008736","","0","0","0","","","2146.4474556704"
"2024-06-25","991.943527715","956.9535516696","72.4407378814","51.7843969425","20.506770264","16.8","16.4497757385","14.0815115496","13.680932","8.4361368291","","2.9103811507","1.6000000128","0.2095910016","0.06","0","0.0017267803","0.00306","0.0000313729","0.0000165674","0.00000171","0.0000027061","0.0000005716","0.0000009016","0.0000009904","","0","0","0","","","2167.8621543551"
"2024-06-26","981.3176672063","958.8930931503","64.3730147326","51.3512858303","19.1576752488","16.8","16.3882851797","14.0705832813","13.588494","8.5786716855","","2.9239254835","1.6000000128","0.2095850016","0.06","0","0.001807505","0.00315","0.0000238843","0.0000134846","0.00000171","0.0000027641","0.000000488","0.000001127","0.0000010196","","0","0","0","0","","2149.3172827953"
"2024-06-27","981.633375893","980.9334792732","69.8388979728","49.794457502","20.2108792844","16.8","16.3445343133","14.3066022135","13.5585148","8.6922958455","","2.9168929913","1.6000000128","0.2080970016","0.17","0","0.001772408","0.00189","0.0000250728","0.0000175541","0.00000171","0.0000027372","0.0000004266","0.0000008694","0.0000007863","","0","0","0","0","","2177.0117386678"
"2024-06-28","986.1329147689","971.4222361715","72.1112476694","49.9606407235","20.3437427584","16.8","16.2816744536","14.0982229487","13.5335644","8.8115301944","0","2.8902562164","1.6000000128","0.2096480016","0.06","0","0.0016530763","0.00306","0.0000171205","0.0000145325","0.0000018525","0.0000028152","0.00000057","0.0000010948","0.0000010196","","0","0","0","","","2174.2604304006"
"2024-06-29","994.897654887","966.8961222801","75.2652068813","50.0194483433","20.0731805196","16.8","16.2775816561","13.9460160484","13.5259996","8.8418349408","0","2.8731369882","1.6000000128","0.2083370016","0.06","0","0.0015688425","0.00315","0.0000173847","0.0000154097","0.00000171","0.0000027968","0.00000057","0.000001127","0.0000009904","","0","0","0","","","2181.2892779903"
"2024-06-30","1007.1302550839","974.300781869","74.0607975415","50.1225621956","21.4555376028","18.425769639","16.2775816618","14.0697362281","13.6131184","8.8498200634","0","3.9239640645","1.6000000128","0.2337421129","0.06","0","0.0016179776","0.00324","0.0000210985","0.0000167601","0.0000592173","0.0000027954","0.00000057","0.000001127","0.0000010488","","0","0","0","","","2204.12862707"
"2024-07-01","965.3565367478","981.2405039194","36.69260502","49.7198119549","29.8213171056","19.2","16.2040356729","14.328454899","19.9131268","8.6093649998","0","1.8997537774","1.548387072","0.229802448","0.06","0","0.0014331012","0.00315","0.0000269427","0.0000165813","0.00000171","0.0000028379","0.0000004724","0.000001127","0.0000010196","","0","0","0","","","2144.8283342089"
"2024-07-02","988.709737351","952.0605604873","51.0059982764","50.4550417922","19.875768522","19.2","16.2040330594","14.2826179298","13.0643668","8.6461152386","0","4.142319467","1.548387072","0.229694448","0.06","0","0.0016930448","0.00315","0.0000248043","0.0000139167","0.0000018525","0.0000026855","0.0000005856","0.000001127","0.0000010196","","0","0","0","","","2139.4895294797"
"2024-07-03","1001.7943928014","961.5583218256","62.3671909036","50.3656055602","21.4974983088","19.2","16.2040334871","16.2838982311","12.5116272","8.6888950976","0","4.4459340457","1.548387072","0.234137448","0.12","0","0.0015806201","0.00324","0.0000309828","0.0000148558","0.0000018525","0.0000027065","0.00000057","0.000001127","0.0000010488","","0","0","0","0","","2176.8247957446"
"2024-07-04","1012.5629460551","979.1617698488","72.0112444752","50.5495120042","19.9093737264","19.2","16.2708313956","17.342806888","12.0088882475","8.7851392679","0","4.5902833841","1.548387072","0.236222448","0.05","0","0.0015068617","0.00261","0.0000573545","0.0000147405","0.00000171","0.0000027277","0.0000005212","0.0000009982","0.0000008737","","0","0","0","","","2214.2316006003"
"2024-07-05","1021.613867934","1037.0939103606","66.7898084703","50.3419333335","38.670970974","19.2","16.3627474997","17.6478935379","12.3506368175","8.9613561828","0","4.7012128267","1.548387072","0.236069448","0.4","0","0.0015103701","0.00234","0.000039738","0.000013565","0.00000171","0.000002655","0.0000004266","0.0000008372","0.000000728","","0","0","0","","","2295.9227044869"
"2024-07-06","1021.7300854852","980.2480671932","73.3590478519","50.922162441","21.0336101112","19.2","16.3459769052","17.077454714","13.008038","9.1227540012","0","4.6551049645","1.548387072","0.235967448","0.06","0","0.0014998352","0.00198","0.0000211044","0.0000169854","0.0000021375","0.0000027126","0.0000003818","0.0000007406","0.0000006694","","0","0","0","","","2228.5501807543"
"2024-07-07","1055.6303684764","978.2975260208","56.4473443979","50.6469964735","21.7193969796","19.2","16.3618358835","17.0851377222","13.0425852","9.1732452633","0","5.0046700847","1.548387072","0.235367448","0.06","0","0.0015209085","0.00216","0.0000250306","0.0000127779","0.0000018525","0.0000027122","0.000000412","0.0000007728","0.000000582","","0","0","0","","","2244.4565860704"
"2024-07-08","1054.9578632901","979.0241970654","74.2172226129","50.9126245292","23.0116327664","19.2","16.4034264215","17.2284300393","12.9685968","9.2972806682","0","4.6810208256","1.548387072","0.234749448","0.06","0","0.0015771783","0.00207","0.0000204377","0.0000163649","0.00000171","0.0000025873","0.0000003798","0.0000007728","0.0000006987","","0","0","0","","","2263.7491216681"
"2024-07-09","1076.2045832494","972.2811861544","75.1515142411","50.9757803262","19.736966154","19.2","16.3717011957","17.3473496784","13.0020784","9.4542844679","0","4.6655285507","1.548387072","0.234728448","0.16","0","0.0015665843","0.00216","0.0000173536","0.0000122403","0.0000499643","0.0000026018","0.0000003944","0.0000007728","0.0000006406","","0","0","0","","","2276.3378984899"
"2024-07-10","1030.3445587401","665.0299093645","73.1439804262","51.4883446882","18.8590356","19.2","16.3867518218","17.3722435536","12.9410372","9.548710572","0","4.5871294351","1.548387072","0.235967448","0.06","0","0.0015068641","0.00306","0.0000183265","0.0000171924","0.0000405726","0.0000026539","0.0000005388","0.0000009016","0.0000009904","","0","0","0","","","1920.7507039618"
"2024-07-11","1029.3256496499","609.8701585717","72.0623266372","50.6734643301","21.178233354","19.2","16.3839925458","17.2091436165","12.988302","9.6338748576","0","4.6074036684","1.548387072","0.235745448","0.08","0","0.0014892971","0.00315","0.0000175217","0.0000124386","0.0000630591","0.0000026396","0.00000057","0.000001127","0.0000010196","","0","0","0","","","1865.0014194239"
"2024-07-12","1055.4864168292","610.0258359332","73.224132595","50.7076814713","20.1672099616","19.2","16.405632948","17.3297400807","12.9763668","9.7508807344","0","4.6940686707","1.548387072","0.236021448","0.55","0","0.0015173992","0.00315","0.0000263141","0.0000151409","0.000018506","0.0000027283","0.0000005856","0.000001127","0.0000010488","","0","0","0","","","1892.307107394"
"2024-07-13","1053.5385421491","603.9599666104","73.0899389961","50.7873990048","20.1488528772","19.2","16.4099614997","17.1065514211","12.9324336","9.7912709243","0","4.7780747514","1.548387072","0.235967448","0.06","0","0.0014436359","0.00315","0.0000154914","0.0000135471","0.0000021375","0.0000028421","0.00000057","0.000001127","0.0000010196","","0","0","0","","","1883.5919767247"
"2024-07-14","1050.619530385","595.5512476431","50.4579365316","50.51936644","19.3249308408","19.2","16.3789993402","17.0673328604","12.8710516","9.799895088","0","4.5702058506","1.548387072","0.235961448","0.06","0","0.0014014852","0.00297","0.000030793","0.0000169953","0.0000018525","0.0000027999","0.0000005388","0.0000009338","0.0000009612","","0","0","0","","","1848.2092714594"
"2024-07-15","1065.6297707908","609.2292656577","69.8411947496","51.0623351481","20.66900106","19.2","16.382647809","17.1615003039","12.9421588","9.8480702926","0","4.7837723366","1.548387072","0.235721448","0.06","0","0.0015209088","0.00306","0.0000375633","0.0000135601","0.00000228","0.0000028325","0.0000005544","0.0000010948","0.0000010196","","0","0","0","","","1898.5984652818"
"2024-07-16","1082.020140822","610.3556057759","69.5371968682","51.7822204898","21.3713238196","19.2","16.3779056815","17.2868264571","12.9528468","9.9704780821","0","4.633835699","1.548387072","0.235994448","0.17","0.4641","0.0016403338","0.00315","0.0000229264","0.0000161671","0.0000569392","0.0000029062","0.0000005544","0.000001127","0.0000010196","","0","0","0","","","1917.9117539889"
"2024-07-17","1077.1949865145","607.0168027666","68.4696273206","51.8235175646","21.4246157892","19.2","16.3760575647","17.1424030492","12.9436268","10.0653484158","0","4.6260349897","1.548387072","0.235982448","0.27","0.4522","0.0016684348","0.00315","0.0000295024","0.0000141303","0.00000171","0.0000028173","0.0000004568","0.0000010948","0.0000009904","","0","0","0","","","1908.7944594317"
"2024-07-18","1068.8760215297","604.9195773081","70.3421722653","51.564962486","20.2571651724","19.2","16.3869352025","17.1787638309","12.9767852","10.1185564223","0","4.5839598381","1.548387072","0.235958448","0.06","0.4046","0.0017140972","0.00288","0.0000192685","0.0000153508","0.0000318858","0.0000027278","0.0000005388","0.0000010304","0.0000009612","","0","0","0","","","1898.6585106358"
"2024-07-19","1083.5897656726","603.3658797186","69.8570792082","51.5997800571","22.2274308312","19.2","16.4076316091","17.1227968024","12.9695964","10.1496325905","0","4.609932699","1.548387072","0.235460448","0.1","0.357","0.0017913689","0.00243","0.0000189691","0.0000152062","0.0000358739","0.0000027186","0.0000010228","0.0000008372","0.0000007862","","0","0","0","","","1913.3446698916"
"2024-07-20","1074.4650349081","587.819778704","67.7408419872","51.499118386","18.8045722452","19.2","16.3796878377","17.0584932223","12.9449008","10.1549271792","0","4.5844404694","1.548387072","0.235958448","0.06","0.2499","0.0016333084","0.00162","0.0000172292","0.0000144146","0.00000171","0.0000029576","0.000001458","0.0000005474","0.0000005238","","0","0","0","","","1882.7493334081"
"2024-07-21","1072.5277520407","582.638432753","50.6809264701","51.2882208026","18.1099886592","19.2","16.3724702271","17.0554011061","12.84744","10.1549271792","0","4.609920337","1.548387072","0.235715448","0.06","0.2023","0.0015595477","0.00126","0.0000198268","0.0000138449","0.000001995","0.000002882","0.0000011183","0.000000483","0.0000004365","","0","0","0","","","1857.5347422292"
"2024-07-22","1075.838357597","596.9349194856","67.4591052006","51.5536619783","18.0080685984","19.2","16.2786251563","17.1706338743","12.9302564","10.2111153656","0","4.7052744632","1.548387072","0.235766448","0.06","0.2142","0.001619258","0.00126","0.0000225089","0.0000150786","0.0000486837","0.0000028326","0.0000013914","0.0000004508","0.0000004074","","0","0","0","","","1892.3513422507"
"2024-07-23","1085.1214178842","602.2054452205","71.4022454182","51.7542148836","20.246717328","19.2","16.2040271529","17.2627843475","12.9917556","10.3292426624","0","4.6751214035","1.548387072","0.235970448","0.06","0.4284","0.0016649204","0.00279","0.0000227842","0.0000135598","0.0001098903","0.0000028808","0.0000016663","0.0000010626","0.0000009028","","0","0","0","","","1913.670337088"
"2024-07-24","1098.3433304609","582.4467248936","69.5094905436","51.8472413289","18.831649404","19.2","16.3339835413","17.1982096282","12.9895016801","10.4206693085","0","4.6720253081","1.548387072","0.235709448","0.07","0.4165","0.0016578967","0.00261","0.0000177474","0.0000153786","0.0000170829","0.0000032118","0.0000013757","0.0000010304","0.0000009612","","0","0","0","","","1904.0677473019"
"2024-07-25","1104.215207331","585.8075284192","71.0469588662","51.9309045032","18.7082453184","19.2","16.2542133076","17.272032291","13.0207398338","10.5386070661","0","4.6789058961","1.548387072","0.235715448","0.2","0.3451","0.0017211198","0.00225","0.0000182928","0.0000130825","0.00000171","0.0000031096","0.0000015873","0.0000008372","0.0000006696","","0","0","0","","","1915.0065557614"
"2024-07-26","1109.1640568628","589.1802379467","68.6038208172","52.0209378615","18.7426904604","19.2","16.2040422881","17.1555431125","12.9532772","10.618080425","0","4.6956984496","1.548387072","0.25952491","0.05","0.3332","0.0016930219","0.00216","0.0000137656","0.000014987","0.00000171","0.0000030961","0.0000015728","0.000000632","0.0000006985","","0","0","0","","","1920.7333868897"
"2024-07-27","1111.6725952711","582.9738780868","62.1935932661","50.2316811472","17.8956639744","19.2","16.2040425543","17.0596989339","12.9383768","10.6514550847","0","4.6647811779","1.548387072","0.267532512","0.05","0.3213","0.0016565864","0.00216","0.0000121269","0.0000139634","0.0000018525","0.0000029838","0.0000015728","0.0000007728","0.0000006986","","0","0","0","","","1907.8768364376"
"2024-07-28","1107.5536522915","582.3311527455","52.6421787599","50.1082340387","18.0919557948","19.2","16.2040424328","17.0573332329","12.9618252","10.6585388055","36.2368271866","4.6630506512","1.548387072","0.265126512","0.05","0.3094","0.0016390358","0.0018","0.0000113386","0.0000146119","0.00000171","0.0000031914","0.0000015561","0.0000007084","0.0000007568","","0","0","0","","","1929.8851776324"
"2024-07-29","1117.0070257135","582.5687954716","60.6691457295","50.3105458088","17.4385291704","19.2","16.2070517912","17.215179562","13.0116548","10.7015689618","51.526105576","4.6424545467","1.548387072","0.269101512","0.42","0.2618","0.0016916795","0.00171","0.0000111625","0.000015537","0.0000797126","0.0000032417","0.0000012013","0.0000007015","0.000000553","","0","0","0","","","1963.0008595046"
"2024-07-30","1152.4495721251","597.4650323894","59.4953898081","50.4388245904","18.9150348816","19.2","16.2040167752","17.1841988477","13.157028","10.7952370539","55.3621569471","4.6421722437","1.548387072","0.267442512","0.03","0.238","0.0018215423","0.00153","0.0000135886","0.0000139788","0.00000171","0.0000029863","0.0000011515","0.0000005474","0.0000005238","","0","0","0","","","2017.3958792749"
"2024-07-31","1163.0897789832","608.2312773271","71.326984262","50.6382560527","18.8966303544","19.2","16.204015519","17.1788327654","13.1668536","10.8813643819","57.3594272234","4.6342741596","1.548387072","0.269080512","0.03","0.238","0.0018425999","0.00144","0.0000191918","0.0000148017","0.00000171","0.0000030895","0.0000014414","0.0000005474","0.0000004947","","0","0","0","","","2052.8964860891"
"2024-08-01","1164.0164408931","603.6836206995","34.1683361345","51.8525733273","19.1567536368","19.2","16.204012114","17.1714706567","19.3550236","10.9327915935","49.6274783753","1.235434038","1.548387072","0.261196512","0.03","0","0.001601698","0.00171","0.0000193177","0.0000139934","0.0000018525","0.0000032126","0.0000011661","0.0000005796","0.0000004075","","0","0","0","","","2008.4468708801"
"2024-08-02","1172.2988825134","602.6483712586","48.2243067675","52.4696439362","17.8494921492","19.2","16.2040120194","17.1263391087","12.8962524","10.9838429295","50.4722504613","4.4064370221","1.548387072","0.261952512","0.03","0","0.0016754595","0.00243","0.0000144957","0.0000060599","0.0000136667","0.0000031043","0.0000016021","0.0000009338","0.0000007861","","0","0","0","","","2026.624316258"
"2024-08-03","1155.0172702697","605.0927070158","53.5348326384","52.5020560422","19.2574430868","19.2","16.2040118349","17.0781250243","12.9112048","10.997987232","53.344459821","4.3954298429","1.548387072","0.261196512","0.03","0","0.0016614116","0.00153","0.0000159933","0.000005589","0.00000171","0.0000030827","0.0000011683","0.0000005474","0.0000004074","","0","0","0","","","2021.3783311017"
"2024-08-04","1161.7527327466","600.1639312623","42.355986026","52.2863967024","18.7100256096","19.2","16.2040118565","17.0531001791","12.8608628","10.997987232","52.1333820286","4.3886430691","1.548387072","0.267640512","0.03","0","0.0015806202","0.00135","0.0000151925","0.0000065386","0.00000171","0.0000032779","0.0000014412","0.0000005152","0.0000005238","","0","0","0","","","2009.9560469156"
"2024-08-05","1185.7894702982","600.2744495243","62.5011477649","52.6625805479","18.7872591624","19.2","16.2040120222","17.2023858441","12.93726","11.0094667208","52.6018913823","4.3981002961","1.548387072","0.269080512","0.37","0","0.0016368187","0.00153","0.0000189239","0.0000059064","0.00000285","0.0000032349","0.0000011681","0.0000005474","0.0000005238","","0","0","0","","","2055.7586911204"
"2024-08-06","1112.4065160059","619.1029310751","65.7059152498","53.529266958","18.9059640312","19.2","16.2622418135","17.2064521974","12.9333708","11.0530246486","54.9605951939","4.4580772599","1.548387072","0.269359512","0.03","0","0.0018510829","0.00153","0.0000187729","0.0000054091","0.00000171","0.0000032594","0.0000014404","0.0000005152","0.0000004947","","0","0","0","","","2007.5755145019"
"2024-08-07","973.2524906905","625.9017025846","70.1439359468","53.666246903","19.6228077096","19.2","16.2805010094","17.2319490805","12.9406624","11.081362355","53.8057161253","4.3843822447","1.548387072","0.269152512","0.03","0","0.0017983982","0.00135","0.0000141036","0.0000058489","0.00000171","0.0000032009","0.0000011515","0.0000005676","0.0000004365","","0","0","0","","","1879.3624720506"
"2024-08-08","989.8117733099","633.816852811","68.6249461247","53.5871706691","18.2646110316","19.2","16.2989695171","17.2187652342","13.0298008","11.1125067349","43.2803554751","4.432656729","1.548387072","0.267802512","0.03","0","0.0016789721","0.00189","0.0000257719","0.0000056384","0.00000171","0.0000030672","0.0000015054","0.000000644","0.0000006112","","0","0","0","","","1890.5282059408"
"2024-08-09","970.5227153078","626.3578712148","68.7459568718","53.7199894429","18.9480847572","19.2","16.2811236767","17.1189028855","12.9395128","11.1608493219","38.1651701074","4.4047775718","1.548387072","0.269086512","0.03","0","0.0016930235","0.00162","0.0000143098","0.0000056134","0.00000171","0.0000032146","0.0000011673","0.0000006118","0.0000005239","","0","0","0","","","1859.4157677161"
"2024-08-10","978.1339283818","620.2903564501","68.0928383548","53.7257703758","18.0311341284","19.2","16.2765402123","17.0991896601","12.8877728","11.1849587592","37.0447759088","4.3961306628","1.548387072","0.269080512","0.03","0","0.001664922","0.00153","0.0000212277","0.0000059207","0.00000171","0.0000031243","0.000001441","0.0000005152","0.0000004947","","0","0","0","","","1858.2140926337"
"2024-08-11","975.4740442225","628.2218140711","49.5801245063","53.577959264","18.1175512356","19.2","16.2853766818","17.0591352133","12.8773428","11.1849587592","37.284737441","4.3962513587","1.548387072","0.269353512","0.03","0","0.0016403341","0.00207","0.0000256575","0.0000053716","0.00000171","0.0000029943","0.0000015386","0.0000007406","0.0000006695","","0","0","0","","","1845.1107851537"
"2024-08-12","982.7881984851","632.9833577317","70.9872606604","54.0224987763","19.098665856","19.2","16.287237421","17.1672217104","12.928348","11.2016728571","38.4637754365","4.4019278126","1.548387072","0.267715512","0.04","0","0.0018089339","0.00153","0.0000239915","0.0000061378","0.00000171","0.000003105","0.0000011015","0.0000005474","0.0000004947","","0","0","0","","","1881.3896433529"
"2024-08-13","987.9115256474","623.651600291","70.1810614584","54.2394750449","18.79917192","19.2","16.2812431893","17.1702167625","12.9336312","11.2301872149","38.175143909","4.4025722892","1.548387072","0.267538512","0.03","0","0.0018616215","0.00162","0.0000131836","0.0000058348","0.00000171","0.0000030905","0.0000014412","0.0000005796","0.0000004947","","0","0","0","","","1876.0252624665"
"2024-08-14","984.4003500397","614.5343362052","67.1689237338","54.251326478","18.5393535612","19.2","16.2828005466","17.1009456295","12.9418624","11.271069545","38.603554592","4.4076021401","1.548387072","0.269146512","0.03","0","0.0017808353","0.00153","0.0000133942","0.000005913","0.00000171","0.0000029798","0.0000011681","0.000000483","0.0000004656","","0","0","0","","","1860.5529954041"
"2024-08-15","936.4578030402","604.8922599044","23.2836829712","52.8654562311","18.1346547276","19.2","16.2744645627","17.0879100998","12.6640316","11.2851171096","21.7224990047","4.4078857682","1.548387072","0.269080512","0.03","0","0.0011626348","0.00144","0.0000187214","0.0000060812","0.00000171","0.0000029125","0.0000011679","0.0000005474","0.0000004656","","0","0","0","","","1740.1258668443"
"2024-08-16","987.1601533595","616.9428282095","69.0043292136","54.1953529246","19.8167031312","19.2","16.2803748012","17.2309990543","12.8789048","11.2857640866","26.2823610301","4.4098629277","1.548387072","0.267553512","0.48","0","0.0017773229","0.00171","0.0000131334","0.000005574","0.00000171","0.0000028833","0.0000014404","0.000000644","0.000000553","","0","0","0","","","1856.9870873833"
"2024-08-17","989.6046738253","621.445571605","63.8895581504","54.2023128426","18.424634832","19.2","16.2844519972","17.1840722301","12.8622394288","11.2859509224","26.0817761952","4.4199745606","1.548387072","0.269080512","0.02","0.2142","0.0017421968","0.00144","0.0000094356","0.0000057957","0.00000171","0.0000030798","0.0000010853","0.0000005152","0.0000004365","","0","0","0","","","1856.9400884285"
"2024-08-18","983.3475568755","622.5749830383","49.4656665748","54.0560879309","18.6887317224","19.2","16.2801974872","17.1708413701","12.8233864","11.2859509224","24.9110614793","4.4702657354","1.548387072","0.269080512","0.03","0.2142","0.0017140976","0.00135","0.0000130142","0.000005725","0.00000171","0.0000033409","0.0000011183","0.000000483","0.0000004365","","0","0","0","","","1836.3394870458"
"2024-08-19","989.9183912591","621.0720629604","44.2941336923","53.9613161963","18.6225286488","19.2","16.2784520356","17.201429778","12.7529076","11.2859509224","25.0298206125","4.5058000608","1.548387072","0.269080512","0.03","0.2261","0.0017773208","0.00144","0.0000147665","0.0000058217","0.00000171","0.0000033854","0.0000011519","0.0000005152","0.0000004947","","0","0","0","","","1836.1996065164"
"2024-08-20","988.0025878852","619.8764707607","58.7007251319","54.1856860265","20.1322038228","19.2","16.2789462146","17.2851716279","12.895252","11.305742504","25.6452938168","4.5227269543","1.548387072","0.269164512","0.03","0.3332","0.0017176084","0.00225","0.0000193281","0.0000060812","0.000001995","0.0000033191","0.0000015386","0.000000805","0.0000006984","","0","0","0","","","1850.2155597025"
