Service,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17
EC2-Other($),4371.0832529602,4275.2599821039,4239.5874539972,4264.9618058839,4203.6277911443,4189.6057612488,4276.1017291479,4025.058365036,3891.4597958695,3851.4446427678,3824.6449805569,3767.7297109818,3752.8797199511,3818.2460599905,3824.7349459367,3829.6061051666,3841.2722444871
EC2-Instances($),1540.3030913342,1487.7830318965,1478.1341250595,1446.1164081381,1346.4938678193,1334.5460423694,1430.6632249005,1430.9062975077,1391.207364066,1371.7460440734,1360.0259521975,1287.9686090653,1278.5404542254,1333.2274241535,1348.5989692203,1336.0792830313,1339.9591546763
S3($),496.6879440167,898.8756601517,782.1152082268,567.9621301732,475.0099824437,445.023967575,458.9849221875,449.6442842765,452.090846105,448.8658403369,440.3668682102,435.6792846131,423.7524624746,431.5049327711,439.7377981333,433.7555008854,434.2573554572
SageMaker($),461.0225590833,445.8536203423,441.7440803426,529.4793228552,398.9511923838,456.2408094645,465.5859609411,412.8926035333,471.7149273141,386.8015436529,435.2174158175,394.3221777257,372.9210530625,446.6227843306,375.3224741307,421.5720610654,400.6789721174
CloudWatch($),296.4368359146,301.5315418175,300.9921862869,314.4873817735,296.1413944671,298.6876431382,309.3889257342,154.9091767042,155.2232246174,155.0644374579,153.894550221,149.2312702842,147.8915189929,153.5239589251,151.8608233989,149.8180865507,151.3707737859
Managed Streaming for Apache Kafka($),135.6564058323,135.6325864504,135.612569932,136.3182512102,135.4263978353,135.4070215482,135.8824176051,135.3891145331,135.7605652209,135.1382020804,135.7526492416,134.9093027876,134.7962600028,134.9453376238,135.2704721826,135.0996816334,135.1405225192
Elastic Load Balancing($),100.4944307416,101.5046776534,112.2859301674,129.6366114547,131.616014241,123.5160033962,106.0102050038,91.5729517981,105.0912299739,96.2540034366,96.1064800924,96.2074529275,91.6383232972,93.5769657932,108.5017704015,99.2071159928,109.9241303802
VPC($),105.1493138428,105.2306862361,105.4755647664,105.2803839237,104.7047122513,104.4051521079,105.4245751265,105.8509995548,106.0534430365,105.9686884847,105.4796617747,104.4510006281,104.3841474937,104.7673678831,106.0942636263,105.4400923014,105.6552988705
Config($),123.375,100.383,123.819,78.372,35.484,67.161,96.988,129.474,83.041,83.573,109.935,47.118,58.371,68.67,78.879,67.587,63.44
Elastic Container Service for Kubernetes($),50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,41.800364165,38.4
QuickSight($),46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712,46.4000003712
GuardDuty($),47.5731252444,45.4877440741,45.5469994021,45.8199985178,42.4064434314,41.7334401386,45.8550790303,45.2921704137,45.3189681041,45.1343538929,45.3875047572,42.3489747187,41.8996645338,44.7700451862,45.3371080555,44.9510345497,45.1072848248
