Service,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17
EC2-Instances($),978.8334315981,965.6613293204,852.9534717392,831.4286060055,801.0223234453,810.0062542786,892.4056159912,951.7204799905,906.1816724434,938.5836039262,863.1558201274,872.6283663461,775.8496802338,713.8577394377,890.7091701604,992.1765963864,1087.6179338738
S3($),647.6410253513,654.2443645873,680.708251666,687.0515390969,665.1589908741,679.9841356605,702.5764501464,712.7142888838,722.1300132391,715.6567517297,711.5149123875,690.1751511453,745.521927586,677.8411102216,695.9475274789,704.2587845545,782.1840983928
Elastic MapReduce($),568.7639396296,567.4953910632,463.065708596,454.42693391,444.879675636,463.2298232552,509.2271250408,546.9620448892,515.8166462244,541.4153903012,492.6661677956,508.5265820028,444.0773398672,388.1167470348,505.2375734332,587.5678730216,675.1831197056
EC2-Other($),530.0459087745,499.8021998014,473.4647730164,453.8115992691,463.9649304969,449.736548192,491.3671724017,513.3165852306,463.2293229753,504.4813226171,454.2945746977,481.6762765306,435.2122739533,410.6836566357,477.6514207756,534.8240522726,579.1747649904
VPC($),47.0437706062,46.8585836477,46.96167742,47.0720945242,46.7309337707,46.7420039102,46.9357748212,46.8977746877,46.9404476121,46.8883189546,47.6321331013,46.7706787522,46.721306271,46.8851572077,47.3331148214,46.9103051473,46.8566652256
Elastic Container Service for Kubernetes($),28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8
CloudWatch($),24.9835555871,23.9495561391,23.4556651705,23.8839806898,23.5925614414,23.2295757424,23.4193343116,23.3531846363,22.6213680667,23.8277763018,22.5101928857,22.8765846757,22.4541462814,22.4636851158,23.2326520932,25.190184281,25.7030006513
Relational Database Service($),7.1119614638,7.1128479079,7.1119255457,7.1107459658,7.1016396482,7.0861865468,7.0819247128,7.0743242466,7.0704923821,7.0639252765,7.066392938,7.0704989493,7.0800171925,7.0807321853,7.0804220353,7.0836388076,7.0852326987
QuickSight($),4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384,4.8000000384
Elastic Load Balancing($),1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472,1.1472004889,1.1472,1.1472,1.1472
Key Management Service($),0.5769026712,0.5979371158,0.6301934494,0.6439623384,0.6445773384,0.6448173384,0.6440943384,0.6440253384,0.6447033384,0.6447063384,0.6450693384,0.6448173384,0.6455223384,0.6452133384,0.6447033384,0.6447063384,0.6444663384
DynamoDB($),0.4688647658,0.4688808374,0.468873001,0.4688647585,0.4688647585,0.4688647582,0.4688647586,0.4688647583,0.4688647586,0.4688647586,0.4688647583,0.4688647586,0.4688647674,0.4688685933,0.4688647584,0.4688671734,0.4688647587
Cost Explorer($),0.07,0.4,0.51,0.23,0.07,0.12,0.1,0.29,0.18,0.2,0.79,0.07,0.08,0.34,0.83,0.18,0.11
EC2 Container Registry (ECR)($),0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486,0.16713486
Glue($),0.1332474,0.20494188,0.1392116,0.1366442,0.12351724,0.1414610008,0.1691174832,0.1451626817,0.1510297625,0.1430860816,0.14570376,0.1106996669,0.1359347999,0.1710572784,0.1314754113,0.1294099182,0.1416606874
