Service,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17
EC2-Instances($),1373.0009596435,1478.3427461607,1330.4505796035,1307.0249379082,1141.7623179471,1115.2897460763,1249.6366034412,1234.2823820793,1222.9875485617,1230.9567791004,1146.9469419218,1077.4205598394,1059.1455953111,1101.9353377413,1124.0769952851,1106.9734993533,1120.1332144009
EC2-Other($),1076.832756437,1093.1917029465,1080.1963733342,1084.0548200952,1091.375227484,1081.752031043,1081.7739030895,1084.3889327473,1084.1810114643,1087.9814386534,1083.2293493274,1085.2496039199,1082.0846825449,1062.3835524661,1049.9842039854,1048.0412450716,1047.0582505577
S3($),426.5977961279,468.4348939116,439.1252109686,421.8992097324,417.3848554605,407.7951626109,427.4264499178,430.257679803,445.4594582547,433.5997747973,428.7283480197,420.1776491537,410.4488811616,409.4645143983,435.2497211462,439.6059665592,439.4158079357
ElastiCache($),251.0422507008,256.8347507006,254.8112506959,251.7937506934,251.6785006884,249.9925006786,249.4490006643,251.7360006524,249.5987506429,248.8647506358,232.7680006313,237.3152506337,240.5720006366,240.0717506509,236.418000663,222.3602506772,226.8320006826
Elastic Load Balancing($),106.1924870857,108.6408033839,106.6603950087,105.9901614643,106.3956204627,104.1092183919,102.948160095,104.3859233098,103.2383105799,103.1525139334,103.9065461242,107.2182595373,106.0857219045,103.891987946,105.2473580699,105.4710261174,105.0438565525
Relational Database Service($),55.1767755451,55.1828966344,55.1830960817,55.1832346239,55.1642571948,55.1819890799,55.1807360035,55.1799990806,55.167541018,55.1567263407,55.1754080233,55.1764386676,55.1774639578,55.178038908,55.1772275886,55.1552547912,55.1739365079
VPC($),28.4233790488,30.1233902411,28.1892819656,27.8639165431,27.005746703,27.2364596054,28.6319401257,28.6425925952,29.2529662449,27.7798961185,27.9583568192,26.7501254581,26.6726208791,26.6262801012,28.86759911,28.0182811643,27.2706808204
Elastic Container Service for Kubernetes($),24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
CloudWatch($),15.910825153,16.4957856135,16.6679927405,16.4474720131,16.6582837154,16.6796380546,17.0960176524,17.0999631944,16.7644539394,17.2104552682,16.92108227,16.8958953995,17.2488408246,17.2932941895,17.6155284858,17.1724684956,17.3219025287
Elastic File System($),12.0611507956,12.417923222,12.6592430612,12.393252576,12.448177481,12.5134607692,13.2981299875,12.4634925866,12.7587374053,13.0555719357,12.8972410612,12.8700151716,12.9259492749,12.8591932188,12.9950940681,13.0469042125,13.0144458741
