"Service","Cost Explorer($)","Service Catalog($)","Key Management Service($)","S3($)","Secrets Manager($)","Simple Workflow Service($)","Step Functions($)","CloudTrail($)","Glue($)","SNS($)","SQS($)","CloudFormation($)","Total costs($)"
"Service total","4.51","1.4581","0.672531","0.4903122472","0.029445","0.0006408955","0.0005558029","0","0","0","0","0","7.1615849456"
"2024-04-01","0.03","0","0.001677","0.0001067222","0.000025","0.0000009862","0.0000007488","0","0","0","0","","0.0318104572"
"2024-04-02","0.07","0","0.001638","0.0001067222","0.00003","0.0000014793","0.0000007488","0","0","0","0","","0.0717769503"
"2024-04-03","0.04","0","0.001638","0.0001067222","0.00004","0.0000019724","0.0000007488","0","0","0","0","","0.0417874434"
"2024-04-04","0.01","0","0.001722","0.0001067222","0.00007","0.0000014793","0.0000009984","0","0","0","0","","0.0119011999"
"2024-04-05","0.01","0","0.00147","0.0001067222","0.00011","0.0000014793","0.0000007488","0","0","0","0","","0.0116889503"
"2024-04-06","0.01","0","0.001722","0.0001067222","0.000105","0.0000019724","0.0000009984","0","0","0","0","","0.011936693"
"2024-04-07","0.01","0","0.001806","0.0001067222","0.00013","0.0000019724","0.0000009984","0","0","0","0","","0.012045693"
"2024-04-08","0.01","0","0.001764","0.0001067222","0.000115","0.0000014793","0.0000007488","0","0","0","0","","0.0119879503"
"2024-04-09","0.01","0","0.00168","0.0001067222","0.000145","0.0000019724","0.0000009984","0","0","0","0","","0.011934693"
"2024-04-10","0.01","0","0.001764","0.0001067222","0.000125","0.0000019724","0.0000007488","0","0","0","0","","0.0119984434"
"2024-04-11","0.01","0","0.001386","0.0001067222","0.00013","0.0000019724","0.0000009984","0","0","0","0","","0.011625693"
"2024-04-12","0.01","0","0.001764","0.0001067222","0.00012","0.0000014793","0.0000009984","0","0","0","0","","0.0119931999"
"2024-04-13","0.01","0","0.001176","0.0001067222","0.00015","0.0000019724","0.0000007488","0","0","0","0","","0.0114354434"
"2024-04-14","0.01","0","0.001722","0.0001067222","0.000145","0.0000014793","0.0000009984","0","0","0","0","","0.0119761999"
"2024-04-15","0.01","0","0.00168","0.0001067222","0.00015","0.0000019724","0.0000009984","0","0","0","0","","0.011939693"
"2024-04-16","0.01","0","0.001176","0.0001067222","0.000135","0.0000019724","0.0000009984","0","0","0","0","","0.011420693"
"2024-04-17","0.01","0","0.00147","0.0001067222","0.000145","0.0000014793","0.0000007488","0","0","0","0","","0.0117239503"
"2024-04-18","0.01","0","0.001722","0.0001067222","0.000135","0.0000019724","0.0000009984","0","0","0","0","","0.011966693"
"2024-04-19","0.01","0","0.001764","0.0001067222","0.00012","0.0000014793","0.0000009984","0","0","0","0","","0.0119931999"
"2024-04-20","0.01","0","0.001722","0.0001067222","0.000125","0.0000019724","0.0000007488","0","0","0","0","","0.0119564434"
"2024-04-21","0.01","0","0.001428","0.0001013101","0.00013","0.0000019724","0.0000009984","0","0","0","0","","0.0116622809"
"2024-04-22","0.01","0","0.001764","0.0001067222","0.00012","0.0000014793","0.0000007488","0","0","0","0","","0.0119929503"
"2024-04-23","0.01","0","0.00168","0.0001067222","0.00011","0.0000019724","0.0000009984","0","0","0","0","","0.011899693"
"2024-04-24","0.01","0","0.001806","0.0001067224","0.000105","0.0000019724","0.0000009984","0","0","0","0","","0.0120206932"
"2024-04-25","0.01","0","0.001428","0.0001067222","0.00012","0.0000014793","0.0000009984","0","0","0","0","","0.0116571999"
"2024-04-26","0.01","0","0.00147","0.0001067224","0.000105","0.0000019724","0.0000007488","0","0","0","0","","0.0116844436"
"2024-04-27","0.01","0","0.001722","0.0001067222","0.000085","0.0000014793","0.0000009984","0","0","0","0","","0.0119161999"
"2024-04-28","0.01","0","0.00147","0.0001067226","0.0001","0.0000019724","0.0000007488","0","0","0","0","","0.0116794438"
"2024-04-29","0.01","0","0.001722","0.0001067222","0.000115","0.0000014793","0.0000009984","0","0","0","0","","0.0119461999"
"2024-04-30","0.01","0","0.001764","0.0001067222","0.000115","0.0000019724","0.0000009984","0","0","0","0","","0.011988693"
"2024-05-01","","0","0.001599","0.0001067222","0.00012","0.0000019724","0.0000007488","0","0","0","0","","0.0018284434"
"2024-05-02","0.01","0","0.001599","0.0001067222","0.0001","0.0000014793","0.0000009984","0","0","0","0","","0.0118081999"
"2024-05-03","0.01","0","0.001287","0.0001067222","0.000125","0.0000019724","0.0000007488","0","0","0","0","","0.0115214434"
"2024-05-04","0.01","0","0.001722","0.0001067222","0.0001","0.0000019724","0.0000009984","0","0","0","0","","0.011931693"
"2024-05-05","0.01","0","0.001554","0.0001067222","0.00011","0.0000014793","0.0000007488","0","0","0","0","","0.0117729503"
"2024-05-06","0.01","0","0.00168","0.0001067222","0.00011","0.0000019724","0.0000009984","0","0","0","0","","0.011899693"
"2024-05-07","0.01","0","0.001764","0.0001067226","0.000135","0.0000014793","0.0000009984","0","0","0","0","","0.0120082003"
"2024-05-08","0.01","0","0.00168","0.0001067224","0.000085","0.0000019724","0.0000009984","0","0","0","0","","0.0118746932"
"2024-05-09","0.01","0","0.001764","0.0001067222","0.00012","0.0000019724","0.0000007488","0","0","0","0","","0.0119934434"
"2024-05-10","0.01","0","0.001722","0.0001067222","0.000145","0.0000014793","0.0000009984","0","0","0","0","","0.0119761999"
"2024-05-11","0.01","0","0.001722","0.0001067222","0.000115","0.0000019724","0.0000009984","0","0","0","0","","0.011946693"
"2024-05-12","0.01","0","0.001722","0.0001067226","0.00012","0.0000019724","0.0000007488","0","0","0","0","","0.0119514438"
"2024-05-13","0.03","0","0.001722","0.0001067222","0.000095","0.0000014793","0.0000009984","0","0","0","0","","0.0319261999"
"2024-05-14","0.01","0","0.001722","0.0001817952","0.00011","0.0000019724","0.0000007488","0","0","0","0","","0.0120165164"
"2024-05-15","0.01","0","0.001722","0.0001517587","0.000125","0.0000019724","0.0000009984","0","0","0","0","","0.0120017295"
"2024-05-16","0.01","0","0.001764","0.0000816893","0.00013","0.0000019724","0.0000009984","0","0","0","0","","0.0119786601"
"2024-05-17","0.01","0","0.00147","0.0001917958","0.00012","0.0000014793","0.0000007488","0","0","0","0","","0.0117840239"
"2024-05-18","0.01","0","0.001722","0.0001917952","0.00013","0.0000019724","0.0000009984","0","0","0","0","","0.012046766"
"2024-05-19","0.01","0","0.001722","0.0001817908","0.000105","0.0000019724","0.0000007488","0","0","0","0","","0.012011512"
"2024-05-20","0.01","0","0.001722","0.0002018057","0.000125","0.0000014793","0.0000009984","0","0","0","0","","0.0120512834"
"2024-05-21","0.01","0","0.001722","0.0001817849","0.00012","0.0000019724","0.0000009984","0","0","0","0","","0.0120267557"
"2024-05-22","0.01","0","0.001722","0.0001067222","0.000115","0.0000019724","0.0000009984","0","0","0","0","","0.011946693"
"2024-05-23","0.01","0","0.001722","0.0001917957","0.00013","0.0000014793","0.0000007488","0","0","0","0","","0.0120460238"
"2024-05-24","0.01","0","0.001764","0.0001917952","0.000115","0.0000014793","0.0000009984","0","0","0","0","","0.0120732729"
"2024-05-25","0.01","0","0.001722","0.0001917953","0.000105","0.0000019724","0.0000009984","0","0","0","0","","0.0120217661"
"2024-05-26","0.01","0","0.001722","0.0001917952","0.0001","0.0000019724","0.0000007488","0","0","0","0","","0.0120165164"
"2024-05-27","0.01","0","0.001764","0.0002017998","0.000115","0.0000014793","0.0000009984","0","0","0","0","","0.0120832775"
"2024-05-28","0.01","0","0.001722","0.0002218231","0.00011","0.0000019724","0.0000009984","0","0","0","0","","0.0120567939"
"2024-05-29","0.01","0","0.001722","0.0012069551","0.000105","0.0000014793","0.0000007488","0","0","0","0","","0.0130361832"
"2024-05-30","0.01","0","0.001722","0.0021320901","0.0001","0.0000019724","0.0000009984","0","0","0","0","","0.0139570609"
"2024-05-31","0.01","0","0.001722","0.0019820818","0.000095","0.0000019724","0.0000007488","0","0","0","0","","0.013801803"
"2024-06-01","0.01","0","0.001599","0.0019920905","0.000115","0.0000014793","0.0000009984","0","0","0","0","","0.0137085682"
"2024-06-02","0.01","0","0.001638","0.0019770766","0.000115","0.0000019724","0.0000009984","0","0","0","0","","0.0137330474"
"2024-06-03","0.01","0","0.001092","0.0019720723","0.000095","0.0000014793","0.0000007488","0","0","0","0","","0.0131613004"
"2024-06-04","0.01","0","0.00168","0.0017820272","0.000095","0.0000019724","0.0000009984","0","0","0","0","","0.013559998"
"2024-06-05","0.01","0","0.001722","0.001902072","0.000095","0.0000014793","0.0000007488","0","0","0","0","","0.0137213001"
"2024-06-06","0.01","0","0.001554","0.001631611","0.0001","0.0000019724","0.0000007488","0","0","0","0","","0.0132883322"
"2024-06-07","","0","0.001512","0.0019770768","0.00008","0.0000014793","0.0000009984","0","0","0","0","","0.0035715545"
"2024-06-08","0.01","0","0.001512","0.0018070498","0.000085","0.0000019724","0.0000009984","0","0","0","0","","0.0134070206"
"2024-06-09","0.01","0","0.001302","0.001722037","0.000105","0.0000014793","0.0000007488","0","0","0","0","","0.0131312651"
"2024-06-10","0.01","0","0.001512","0.0018070502","0.000085","0.0000014793","0.0000009984","0","0","0","0","","0.0134065279"
"2024-06-11","0.01","0","0.001512","0.0017220365","0.000095","0.0000019724","0.0000007488","0","0","0","0","","0.0133317577"
"2024-06-12","0.01","0","0.001512","0.0017320452","0.000085","0.0000014793","0.0000009984","0","0","0","0","","0.0133315229"
"2024-06-13","0.01","0","0.001512","0.0016670508","0.00008","0.0000019724","0.0000009984","0","0","0","0","","0.0132620216"
"2024-06-14","0.01","0","0.00147","0.0012170251","0.00006","0.0000014793","0.0000007488","0","0","0","0","","0.0127492532"
"2024-06-15","0.03","","0.001512","0.0005418592","0.000025","0.0000014793","0.0000004992","0","0","0","0","","0.0320808377"
"2024-06-16","0.04","0","0.001344","0.0006168622","0.00002","0.0000014793","0.0000007488","0","0","0","0","","0.0419830903"
"2024-06-17","0.06","0","0.001386","0.0006168626","0.000025","0.0000014793","0.0000004992","0","0","0","0","","0.0620298411"
"2024-06-18","0.05","0","0.001512","0.0007018766","0.00003","0.0000009862","0.0000007488","0","0","0","0","","0.0522456116"
"2024-06-19","0.04","0","0.001176","0.0006168622","0.000025","0.0000014793","0.0000007488","0","0","0","0","","0.0418200903"
"2024-06-20","0.03","0","0.001008","0.0005418488","0.00002","0.0000014793","0.0000004992","0","0","0","0","","0.0315718273"
"2024-06-21","0.03","0","0.00147","0.000531849","0.00002","0.0000009862","0.0000004992","0","0","0","0","","0.0320233344"
"2024-06-22","0.04","0","0.001512","0.0006168628","0.000025","0.0000014793","0.0000007488","0","0","0","0","","0.0421560909"
"2024-06-23","0.07","0","0.001512","0.0009569158","0.000045","0.0000014793","0.0000007488","0","0","0","0","","0.0725161439"
"2024-06-24","0.01","0","0.001512","0.0027421972","0.000155","0.0000019724","0.0000007488","0","0","0","0","","0.0144119184"
"2024-06-25","0.01","0","0.001176","0.0030822514","0.00017","0.0000019724","0.0000009984","0","0","0","0","","0.0144312222"
"2024-06-26","0.01","0","0.001512","0.0031672642","0.000175","0.0000019724","0.0000009984","0","0","0","0","","0.014857235"
"2024-06-27","0.01","0","0.001218","0.0024021436","0.00013","0.0000014793","0.0000009984","0","0","0","0","","0.0137526213"
"2024-06-28","0.01","0","0.001512","0.0031672642","0.00017","0.0000019724","0.0000007488","0","0","0","0","","0.0148519854"
"2024-06-29","0.01","0","0.001512","0.0030822508","0.000175","0.0000019724","0.0000009984","0","0","0","0","","0.0147722216"
"2024-06-30","0.01","0","0.00147","0.0032522776","0.00018","0.0000019724","0.0000009984","0","0","0","0","","0.0149052484"
"2024-07-01","0.01","0","0.001404","0.0031672648","0.000135","0.0000019724","0.0000009984","0","0","0","0","","0.0147092356"
"2024-07-02","0.01","0","0.001404","0.0030822514","0.00018","0.0000014793","0.0000009984","0","0","0","0","","0.0146687291"
"2024-07-03","0.01","0","0.001365","0.0028272106","0.000175","0.0000019724","0.0000007488","0","0","0","0","","0.0143699318"
"2024-07-04","0.01","0","0.000975","0.0023171302","0.00015","0.0000019724","0.0000009984","0","0","0","0","","0.013445101"
"2024-07-05","","0","0.001218","0.0024021436","0.000115","0.0000019724","0.0000007488","0","0","0","0","","0.0037378648"
"2024-07-06","0.01","0","0.001218","0.0021471036","0.000115","0.0000014793","0.0000009984","0","0","0","0","","0.0134825813"
"2024-07-07","0.01","0","0.001554","0.0022321168","0.000125","0.0000019724","0.0000009984","0","0","0","0","","0.0139140876"
"2024-07-08","0.01","0","0.001218","0.0019770766","0.000115","0.0000019724","0.0000007488","0","0","0","0","","0.0133127978"
"2024-07-09","0.01","0","0.001218","0.0022321168","0.00012","0.0000014793","0.0000009984","0","0","0","0","","0.0135725945"
"2024-07-10","0.01","0","0.001512","0.0030822508","0.00017","0.0000019724","0.0000009984","0","0","0","0","","0.0147672216"
"2024-07-11","0.01","0","0.001512","0.0031672642","0.000175","0.0000019724","0.0000009984","0","0","0","0","","0.014857235"
"2024-07-12","0.01","0","0.001302","0.0031672642","0.00018","0.0000014793","0.0000007488","0","0","0","0","","0.0146514923"
"2024-07-13","0.01","0.0014","0.00147","0.0032522786","0.000145","0.0000019724","0.0000009984","0","0","0","0","","0.0162702494"
"2024-07-14","0.01","0.0252","0.001302","0.0029972374","0.00014","0.0000019724","0.0000009984","0","0","0","0","","0.0396422082"
"2024-07-15","0.01","0.0259","0.001512","0.0025721706","0.00017","0.0000019724","0.0000009984","0","0","0","0","","0.0401571414"
"2024-07-16","0.01","0.0266","0.001512","0.0030822508","0.00017","0.0000019724","0.0000007488","0","0","0","0","","0.041366972"
"2024-07-17","0.01","0.0266","0.001512","0.0030822508","0.00017","0.0000014793","0.0000009984","0","0","0","0","","0.0413667285"
"2024-07-18","0.01","0.0245","0.001512","0.0030822491","0.00016","0.0000019724","0.0000009984","0","0","0","0","","0.0392572199"
"2024-07-19","0.01","0.021","0.001512","0.002487157","0.00013","0.0000019724","0.0000017829","0","0","0","0","","0.0351329123"
"2024-07-20","0.01","0.0147","0.001512","0.0017220364","0.00009","0.0000014793","0.0000017948","0","0","0","0","","0.0280273105"
"2024-07-21","0.01","0.0112","0.001512","0.0014669962","0.000075","0.0000019724","0.0000017823","0","0","0","0","","0.0242577509"
"2024-07-22","0.01","0.0119","0.001512","0.0012969694","0.00007","0.0000019724","0.0000015331","0","0","0","0","","0.0247824749"
"2024-07-23","0.01","0.0238","0.001512","0.0028217985","0.000155","0.0000014793","0.000002044","0","0","0","0","","0.0382923218"
"2024-07-24","0.01","0.0245","0.001512","0.0025571618","0.00016","0.0000019724","0.0000017948","0","0","0","0","","0.038732929"
"2024-07-25","0.01","0.021","0.001218","0.0023671114","0.00013","0.0000019724","0.0000020444","0","0","0","0","","0.0347191282"
"2024-07-26","0.01","0.0189","0.001512","0.0022821042","0.00012","0.0000019724","0.0000017829","0","0","0","0","","0.0328178595"
"2024-07-27","0.01","0.0189","0.001512","0.0020916529","0.000115","0.0000014793","0.0000020444","0","0","0","0","","0.0326221766"
"2024-07-28","0.01","0.0182","0.001512","0.0022020974","0.000115","0.0000019724","0.0000017948","0","0","0","0","","0.0320328646"
"2024-07-29","0.01","0.0154","0.001596","0.0018520291","0.000095","0.0000019724","0.0000017829","0","0","0","0","","0.0289467844"
"2024-07-30","0.01","0.014","0.001512","0.00158698","0.000085","0.0000014793","0.0000017948","0","0","0","0","","0.0271872541"
"2024-07-31","0.01","0.0147","0.001512","0.0016065891","0.000085","0.0000019724","0.0000017829","0","0","0","0","","0.0279073444"
"2024-08-01","0.01","0","0.001404","0.0013569668","0.00007","0.0000014793","0.0000015333","0","0","0","0","","0.0128339794"
"2024-08-02","0.01","0","0.001404","0.0020970626","0.000115","0.0000014793","0.0000017948","0","0","0","0","","0.0136193367"
"2024-08-03","0.01","0","0.001404","0.0016870127","0.00009","0.0000019724","0.0000015331","0","0","0","0","","0.0131845182"
"2024-08-04","0.01","0","0.001404","0.0015965854","0.000085","0.0000014793","0.0000020444","0","0","0","0","","0.0130891091"
"2024-08-05","0.01","0","0.001512","0.0016019963","0.00009","0.0000019724","0.0000015333","0","0","0","0","","0.013207502"
"2024-08-06","0.01","0","0.001512","0.0014668762","0.000085","0.0000014793","0.000002044","0","0","0","0","","0.0130673995"
"2024-08-07","0.01","0","0.001554","0.001396937","0.000085","0.0000019724","0.0000017948","0","0","0","0","","0.0130397042"
"2024-08-08","0.01","0","0.001512","0.0014668762","0.000095","0.0000014793","0.0000017829","0","0","0","0","","0.0130771384"
"2024-08-09","0.01","0","0.001512","0.0016565713","0.00009","0.0000019724","0.0000017829","0","0","0","0","","0.0132623266"
"2024-08-10","0.01","0","0.001512","0.0014668764","0.000085","0.0000019724","0.0000017948","0","0","0","0","","0.0130676436"
"2024-08-11","0.01","0","0.001218","0.0020620309","0.000115","0.0000014793","0.0000017829","0","0","0","0","","0.0133982931"
"2024-08-12","0.01","0.0126","0.001512","0.0015819758","0.000085","0.0000019724","0.0000017948","0","0","0","0","","0.025782743"
"2024-08-13","0.01","0.0133","0.001218","0.0016465653","0.00009","0.0000014793","0.0000015333","0","0","0","0","","0.0262575779"
"2024-08-14","0.01","0.0147","0.001512","0.0015569554","0.000085","0.0000019724","0.0000020444","0","0","0","0","","0.0278579722"
"2024-08-15","","0.0133","0.00105","0.0015219246","0.000085","0.0000019724","0.0000020444","0","0","0","0","","0.0159609414"
"2024-08-16","0.01","0.0154","0.001512","0.001826602","0.000095","0.0000014793","0.0000017829","0","0","0","0","","0.0288368642"
"2024-08-17","0.01","0.0133","0.001512","0.0014819494","0.00008","0.0000019724","0.0000017948","0","0","0","0","","0.0263777166"
"2024-08-18","0.01","0.0133","0.00126","0.0013815157","0.000075","0.0000019724","0.0000017829","0","0","0","0","","0.026020271"
"2024-08-19","0.01","0.0126","0.001512","0.00153693","0.00008","0.0000014793","0.0000017948","0","0","0","0","","0.0257322041"
"2024-08-20","0.01","0.0175","0.001512","0.0021366297","0.000125","0.0000019724","0.0000017825","0","0","0","0","","0.0312773846"
"2024-08-21","0.01","0.0175","0.001512","0.0021170812","0.00012","0.0000019724","0.0000020436","0","0","0","0","","0.0312530972"
"2024-08-22","0.01","0.0175","0.00126","0.0020616226","0.000115","0.0000014793","0.0000020436","0","0","0","0","","0.0309401455"
"2024-08-23","0.01","0.0196","0.00147","0.0022270554","0.00011","0.0000019724","0.0000015327","0","0","0","0","","0.0334105605"
"2024-08-24","0.01","0.0231","0.001512","0.0025721086","0.00014","0.0000014793","0.0000020436","0","0","0","0","","0.0373276315"
"2024-08-25","0.01","0.021","0.001512","0.0025767053","0.000145","0.0000019724","0.0000020442","0","0","0","0","","0.0352377219"
"2024-08-26","0.01","0.0175","0.001512","0.0019870198","0.000105","0.0000019724","0.0000015331","0","0","0","0","","0.0311075253"
"2024-08-27","0.01","0.0196","0.00147","0.0021416343","0.000125","0.0000014793","0.0000020444","0","0","0","0","","0.033340158"
"2024-08-28","0.01","0.0189","0.00147","0.0020670326","0.000115","0.0000019724","0.0000020444","0","0","0","0","","0.0325560494"
"2024-08-29","0.01","0.0161","0.001302","0.0018169977","0.00011","0.0000019724","0.0000017829","0","0","0","0","","0.029332753"
"2024-08-30","0.01","0.0105","0.001386","0.0012168992","0.00006","0.0000009862","0.0000015333","0","0","0","0","","0.0231654187"
"2024-08-31","0.01","0.0077","0.001512","0.0007118225","0.000035","0.0000014793","0.0000012837","0","0","0","0","","0.0199615855"
"2024-09-01","0.01","0","0.001443","0.0010468718","0.000055","0.0000014793","0.0000015333","0","0","0","0","","0.0125478844"
"2024-09-02","0.01","0","0.001443","0.00062681","0.00003","0.0000019724","0.0000015333","0","0","0","0","","0.0121033157"
"2024-09-03","","0","0.001404","0.0007218278","0.000035","0.0000014793","0.0000015333","0","0","0","0","","0.0021638404"
"2024-09-04","0.01","0","0.001404","0.000701816","0.000035","0.0000014793","0.0000015333","0","0","0","0","","0.0121438286"
"2024-09-05","0.01","0","0.001512","0.0006168028","0.00003","0.0000014793","0.0000015333","0","0","0","0","","0.0121618154"
"2024-09-06","0.01","0","0.001554","0.0005150804","0.00003","0.0000014793","0.0000015333","0","0","0","0","","0.012102093"
"2024-09-07","0.01","0","0.001512","0.0006909918","0.00004","0.0000014793","0.0000015331","0","0","0","0","","0.0122460042"
"2024-09-08","0.01","0","0.000966","0.0008718428","0.000035","0.0000014793","0.0000015331","0","0","0","0","","0.0118758552"
"2024-09-09","0.01","0","0.001512","0.0006268078","0.00003","0.0000014793","0.0000012718","0","0","0","0","","0.0121715589"
"2024-09-10","0.01","0","0.00147","0.0011318821","0.00006","0.0000014793","0.0000017948","0","0","0","0","","0.0126651562"
"2024-09-11","0.01","0","0.001554","0.0006168026","0.000035","0.0000014793","0.0000015333","0","0","0","0","","0.0122088152"
"2024-09-12","0.01","0","0.001512","0.0007814179","0.000035","0.0000014793","0.0000017829","0","0","0","0","","0.0123316801"
"2024-09-13","0.01","0","0.001512","0.000701816","0.000035","0.0000014793","0.0000015333","0","0","0","0","","0.0122518286"
"2024-09-14","0.01","0","0.001512","0.000701816","0.000035","0.0000014793","0.0000015331","0","0","0","0","","0.0122518284"
"2024-09-15","0.01","0","0.001512","0.000701816","0.00004","0.0000019724","0.0000015329","0","0","0","0","","0.0122573213"
"2024-09-16","","0","0.00147","0.00078683","0.00003","0.0000014793","0.000002044","0","0","0","0","","0.0022903533"
