"Service","VPC($)","EC2-Instances($)","EC2-Other($)","Cost Explorer($)","Service Catalog($)","Key Management Service($)","S3($)","Secrets Manager($)","Simple Workflow Service($)","Step Functions($)","Glacier($)","CloudTrail($)","Glue($)","SNS($)","SQS($)","CloudFormation($)","Total costs($)"
"2024-09-06","6.1809279525","3.10200433","2.4160535978","0.01","0","0.001512","0.0006005647","0.00003","0.0000014793","0.0000017829","","0","0","0","0","","11.7111317072"
"2024-09-07","6.1432952758","3.1016946551","2.4153622478","0.01","0","0.001512","0.00069099","0.00004","0.0000014793","0.0000015333","","0","0","0","0","","11.6725981813"
"2024-09-08","6.1349222507","3.1016408356","2.4126990592","0.01","0","0.001512","0.000797244","0.000035","0.0000014793","0.0000020438","","0","0","0","0","","11.6616099126"
"2024-09-09","6.1796448793","3.1021985539","2.4130295615","0.01","0","0.001512","0.0006218008","0.00003","0.0000014793","0.0000012837","","0","0","0","0","","11.7070395585"
"2024-09-10","6.1788813381","3.1024975801","2.438327973","0.01","0","0.00147","0.0011422975","0.00006","0.0000014793","0.0000015329","","0","0","0","0","","11.7323822009"
"2024-09-11","6.1804789696","3.1025197556","2.4517454226","0.01","0","0.000966","0.0006222127","0.00003","0.0000014793","0.0000015327","","0","0","0","0","","11.7463653725"
"2024-09-12","6.1744732353","3.1015622883","2.428279614","0.01","0","0.001512","0.0007922391","0.00004","0.0000019724","0.0000017825","","0","0","0","0","","11.7166631316"
"2024-09-13","6.1705134004","3.101605474","2.4289124052","0.01","0","0.001512","0.0007868274","0.000035","0.0000009862","0.000001545","","0","0","0","0","","11.7133676382"
"2024-09-14","6.1464362726","3.1013858124","2.4295668324","0.01","0","0.001512","0.0007072262","0.00004","0.0000019724","0.0000015333","","0","0","0","0","","11.6896516493"
"2024-09-15","6.1385618135","3.1012161753","2.4237313924","0.01","0","0.001512","0.0007072257","0.000035","0.0000014793","0.0000020444","","0","0","0","0","","11.6757671306"
"2024-09-16","6.1774521449","3.1018012721","2.4097127738","0.01","0","0.00147","0.0007068138","0.000035","0.0000019724","0.0000015331","","0","0","0","0","","11.7011815101"
"2024-09-17","6.1737991623","3.101945226","2.4194833079","0.01","0","0.001008","0.0007922393","0.000035","0.0000014793","0.0000015331","","0","0","0","0","","11.7070659479"
"2024-09-18","6.1789671223","3.1018569435","2.4199516479","0.01","0","0.001512","0.0007018138","0.000045","0.0000014793","0.0000017948","","0","0","0","0","","11.7130378016"
"2024-09-19","6.1784968904","3.1018566182","2.4190568768","0.01","0","0.001512","0.0008718406","0.000035","0.0000019724","0.0000015333","","0","0","0","0","","11.7118327317"
"2024-09-20","6.1694866325","3.1018171604","2.4217168575","0.02","0","0.001512","0.0007868272","0.000035","0.0000014793","0.0000015333","","0","0","0","0","","11.7153574902"
"2024-09-21","6.1424463378","3.1014553208","2.4261894595","0.01","0","0.001512","0.0007018138","0.00004","0.0000014793","0.0000015331","","0","0","0","0","","11.6823479443"
"2024-09-22","6.1384981033","3.1015299369","2.4100054702","0.01","0","0.001512","0.0006964031","0.000035","0.0000019724","0.0000020444","","0","0","0","0","","11.6622809303"
"2024-09-23","6.1815805997","3.1020087879","2.4136727877","0.01","0","0.001512","0.0007868278","0.000035","0.0000014793","0.0000015333","","0","0","0","0","","11.7095990157"
"2024-09-24","6.1783798688","3.1019954717","2.4064559158","0.01","0","0.001512","0.0006268029","0.000035","0.0000014793","0.0000020442","","0","0","0","0","","11.6990085827"
"2024-09-25","6.1788276807","3.1021349122","2.40799664","","0.0056","0.001512","0.0006318096","0.00002","0.0000014793","0.0000012718","","0","0","0","0","","11.6967257936"
"2024-09-26","6.1810247394","3.102005784","2.4078898083","0.02","0.0119","0.001512","0.0011268808","0.000065","0.0000019724","0.0000017948","","0","0","0","0","","11.7255279797"
"2024-09-27","6.1819134363","3.101972009","2.4124729167","0.01","0.0161","0.001512","0.0015519479","0.0001","0.0000014793","0.0000017827","","0","0","0","0","","11.7256255719"
"2024-09-28","6.1536678157","3.1018167505","2.4169510372","0.01","0.0175","0.001512","0.0019820201","0.000115","0.0000019724","0.0000015331","","0","0","0","0","","11.703548129"
"2024-09-29","6.1458669046","3.1017732374","2.4186165196","0.01","0.0182","0.001512","0.0020616212","0.000115","0.0000014793","0.0000020444","","0","0","0","0","","11.6981488065"
"2024-09-30","6.1776619194","3.1021003337","2.4213552583","0.01","0.0182","0.001512","0.0020620286","0.00011","0.0000014793","0.0000020444","","0","0","0","0","","11.7330050637"
"2024-10-01","6.0555704406","3.1021220747","2.3871841125","0.01","0","0","0.0021470428","0.000115","0.0000019724","0.0000015331","","0","0","0","0","","11.5571421761"
"2024-10-02","6.1546258144","3.0588623069","2.3794050978","0.01","0","0","0.0020620292","0.000085","0.0000009862","0.000002044","","0","0","0","0","","11.6050432785"
"2024-10-03","6.1885560731","3.102221052","2.3786618789","0.01","0","0","0.0018920024","0.000105","0.0000019724","0.0000020442","","0","0","0","0","","11.681440023"
"2024-10-04","6.1784817691","3.1021169692","2.3781798507","0.01","0","0.001836","0.0020566163","0.000125","0.0000014793","0.0000017447","","0","0","0","0","0","11.6727994293"
"2024-10-05","6.146582136","3.1019014063","2.3778303321","0.02","0","0.001836","0.0019770154","0.0001","0.0000019724","0.0000017328","","0","0","0","0","","11.650230595"
"2024-10-06","6.1388274065","3.0589687925","2.3778143665","0.01","0","0.001836","0.0019820195","0.00011","0.0000014793","0.0000017328","","0","0","0","0","","11.5895417971"
"2024-10-07","6.1779450777","3.1025577046","2.3802718237","0.01","0","0.001836","0.001977015","0.000115","0.0000019724","0.000001728","","0","0","0","0","","11.6747063214"
"2024-10-08","6.1810336806","3.0599944305","2.4508204025","0.01","0.0329","0.001836","0.0020566165","0.0001","0.0000019724","0.0000017328","","0","0","0","0","","11.7387448353"
"2024-10-09","6.1742260219","3.1026500019","2.3939090489","0.01","0.0245","0.001887","0.0015519486","0.00009","0.0000014793","0.000001728","","0","0","0","0","","11.7088172286"
"2024-10-10","6.1767909804","3.1017350406","2.4059350789","0.01","0.0273","0.001836","0.0017273275","0.000095","0.0000019724","0.000001733","","0","0","0","0","","11.7254231328"
"2024-10-11","6.1617043263","3.1016128569","2.4080744682","0.01","0.0392","0.001224","0.002232056","0.00011","0.0000014793","0.000001728","","0","0","0","0","","11.7241609147"
"2024-10-12","6.1371957485","3.1015327963","2.4080382596","0.01","0.0378","0.001836","0.0025775209","0.00013","0.0000019724","0.000001733","","0","0","0","0","","11.6991140307"
"2024-10-13","6.134494445","3.1014200242","2.4017067929","0.01","0.0357","0.001836","0.0024925073","0.000125","0.0000019724","0.0000014832","","0","0","0","0","","11.687778225"
"2024-10-14","6.179478018","3.1018462329","2.3815013322","0.02","0.0385","0.001836","0.0024020824","0.00013","0.0000014793","0.0000019776","","0","0","0","0","","11.7256971224"
"2024-10-15","6.1764087236","3.1019720354","2.3820999684","0.01","0.0392","0.001836","0.0025775205","0.00013","0.0000019724","0.0000019776","","0","0","0","0","","11.7142281979"
"2024-10-16","6.1743788335","3.1018661129","2.3779218125","0.01","0.0392","0.001836","0.0024120895","0.000135","0.0000019455","0.0000017328","","0","0","0","0","","11.7077535267"
"2024-10-17","6.1773126868","3.101797122","2.3767374225","0.01","0.0329","0.001836","0.0019024188","0.000125","0.0000013717","0.000001728","","0","0","0","0","","11.7026137498"
"2024-10-18","6.1734707884","3.1017765553","2.3799504427","0.01","0.0329","0.001836","0.0019024189","0.0001","0.0000019724","0.0000019777","","0","0","0","0","","11.7019401554"
"2024-10-19","6.1346486707","3.1014247579","2.3901313413","0.01","0.0308","0.001224","0.0020670331","0.00012","0.0000014793","0.0000017328","","0","0","0","0","","11.6704190151"
"2024-10-20","6.1404864447","3.1014896226","2.3871227767","0.01","0.0294","0.001836","0.0019824271","0.000115","0.0000019724","0.000001728","","0","0","0","0","","11.6724359715"
"2024-10-21","6.1767878821","3.1019484193","2.38988421","0.01","0.0294","0.001836","0.0017219746","0.000095","0.0000014793","0.0000017328","","0","0","0","0","","11.7116766981"
"2024-10-22","6.1769967097","3.1018475374","2.3953169058","0.01","0.0245","0.001836","0.0016423731","0.00008","0.0000019724","0.000001728","","0","0","0","0","","11.7122232264"
"2024-10-23","6.179929773","3.1018761239","2.3891847249","0.02","0.0245","0.001836","0.0016423736","0.00007","0.0000014793","0.0000017328","","0","0","0","0","","11.7190422075"
"2024-10-24","6.1732761583","3.0158543346","2.3853701203","0.01","0.0231","0.001836","0.0014669344","0.000075","0.0000014793","0.0000014832","","0","0","0","0","","11.6109815101"
"2024-10-25","6.1587995541","3.1020907164","2.3847685618","0.01","0.0224","0.001836","0.0016423731","0.00008","0.0000014793","0.000001728","","0","0","0","0","","11.6816204127"
"2024-10-26","6.1351568721","3.101595482","2.387132626","0.01","0.0217","0.001836","0.0012118948","0.00006","0.0000019724","0.0000017328","","0","0","0","0","","11.6586965801"
"2024-10-27","6.132080344","3.1015225126","2.3886530521","0.01","0.0245","0.001836","0.0011522501","0.000085","0.0000014793","0.000001728","","0","0","0","0","","11.6598323661"
"2024-10-28","6.162686352","3.1020539661","2.3907341157","0.01","0.0091","0.001224","0.0015623649","0.00007","0.0000019724","0.0000017328","","0","0","0","0","","11.6774345039"
"2024-10-29","6.1692449674","3.1023968156","2.423864489","0.01","0.0035","0.001836","0.0018069886","0.00009","0.0000014793","0.0000017282","","0","0","0","0","","11.7127424681"
"2024-10-30","6.1539518798","3.1018961854","2.4273919815","0.01","0.0035","0.001836","0.0018123999","0.0001","0.0000019724","0.0000019777","","0","0","0","0","","11.7004923967"
"2024-10-31","6.1315392582","3.1016795787","2.4435765928","0.01","0.0035","0.001836","0.0018069882","0.000105","0.0000014793","0.0000017328","","0","0","0","0","","11.69404663"
"2024-11-01","6.0140636759","3.1015448497","2.4694481681","0.01","0","0","0.0018123999","0.000085","0.0000019724","0.000001728","","0","0","0","0","","11.596957794"
"2024-11-02","6.1360980444","3.1014544489","2.4621745882","0.01","0","0","0.0015573598","0.00009","0.0000019724","0.0000017328","","0","0","0","0","","11.7113781465"
"2024-11-03","6.1383838246","3.1015710363","2.4432582223","0.02","0","0","0.0012118948","0.00008","0.0000014793","0.000001728","","0","0","0","0","","11.7045081853"
"2024-11-04","6.174889332","3.1019863341","2.4274076454","0.01","0","0.001728","0.0014673413","0.0001","0.0000019724","0.0000017329","","0","0","0","0","","11.7175823581"
"2024-11-05","6.1736953064","3.1022754771","2.4293291073","0.01","0","0.001836","0.0014723463","0.000075","0.0000014793","0.0000014832","","0","0","0","0","","11.7186861996"
"2024-11-06","6.1792852155","3.0591562161","2.4359274662","0.01","0","0.001836","0.001381921","0.000075","0.0000019724","0.0000019778","","0","0","0","0","","11.687665769"
"2024-11-07","6.1774224292","3.1029102755","2.5342405661","0.01","0","0.00102","0.0016369612","0.000105","0.0000014793","0.0000014834","","0","0","0","0","","11.8273381947"
"2024-11-08","6.1685175861","3.1025039246","2.4655258187","0.01","0","","0.0018124009","0.0001","0.0000019724","0.0000019776","","0","0","0","0","0","11.7484636803"
"2024-11-09","6.1421982789","3.1018857364","2.4788012786","0.01","0","","0.0013873328","0.000095","0.0000019724","0.000001728","","0","0","0","0","","11.7343713271"
"2024-11-10","6.1338839435","3.1015150387","2.4753165027","0.01","0","","0.0016369612","0.0001","0.0000014793","0.0000017328","","0","0","0","0","","11.7224556582"
"2024-11-11","6.1643206336","3.1004521733","2.4646403241","0.01","0","0.001326","0.0012173067","0.000045","0.0000019724","0.000001728","","0","0","0","0","","11.7420051381"
"2024-11-12","6.1659111316","3.0563004278","2.4517632475","0.01","0","0.002346","0.0011322932","0.00007","0.0000014793","0.0000017328","","0","0","0","0","","11.6875263122"
"2024-11-13","6.1641439135","3.0993444099","2.4272634518","0.01","0","0.002499","0.001296908","0.00007","0.0000009862","0.0000014832","","0","0","0","0","","11.7046201526"
"2024-11-14","6.1605475936","3.0993262304","2.4214203193","0.02","0","0.001785","0.0011322929","0.000075","0.0000019724","0.0000019776","","0","0","0","0","","11.7042903862"
"2024-11-15","6.1660409185","3.1066483306","2.425791273","0.01","0","0.002499","0.0008772525","0.000075","0.0000014793","0.0000014832","","0","0","0","0","","11.7119347371"
"2024-11-16","6.1326612302","3.1012147213","2.4164001659","0.01","0","0.002397","0.0011318857","0.000075","0.0000019724","0.0000017328","","0","0","0","0","","11.6638837083"
"2024-11-17","6.1314009124","3.1011741884","2.4168505074","0.01","0","0.002601","0.0013023195","0.00007","0.0000014793","0.0000014832","","0","0","0","0","","11.6634018902"
"2024-11-18","6.1663433284","3.1015103381","2.4173004105","0.01","0","0.002499","0.0010418674","0.000075","0.0000014793","0.000001728","","0","0","0","0","","11.6987731517"
"2024-11-19","6.1717989181","3.058693669","2.4181527864","0.01","0","0.002499","0.0014723463","0.00006","0.0000019724","0.0000017329","","0","0","0","0","","11.6626804251"
"2024-11-20","6.1671844115","3.1015861974","2.4206411138","0.01","0","0.002652","0.0011372978","0.000075","0.0000014793","0.0000014832","","0","0","0","0","","11.703278983"
"2024-11-21","6.1645967024","3.1015178999","2.420819302","0.01","0","0.00255","0.0012219033","0.000055","0.0000014793","0.0000019778","","0","0","0","0","","11.7007642647"
"2024-11-22","6.1604792619","3.1015215154","2.427245663","0.01","0","0.002448","0.0011322931","0.00007","0.0000019724","0.000001733","","0","0","0","0","","11.7029004388"
"2024-11-23","6.1319375251","3.1011812597","2.4264723579","0.01","0","0.002448","0.0010522848","0.000065","0.0000019724","0.0000014832","","0","0","0","0","","11.6731598831"
"2024-11-24","6.1316639657","3.1012122021","2.42710694","0.01","0","0.002499","0.001381921","0.00006","0.0000014793","0.0000019777","","0","0","0","0","","11.6739274858"
"2024-11-25","6.1615343156","3.1015237513","2.4277073496","0.01","0","0.002448","0.0012173065","0.00008","0.0000014793","0.0000014832","","0","0","0","0","","11.7045136855"
"2024-11-26","6.1620495868","3.1015029338","2.4333423901","0.01","0","0.002397","0.001137298","0.000065","0.0000014793","0.0000014832","","0","0","0","0","","11.7104971712"
"2024-11-27","6.1652055157","3.101566828","2.4275918911","0.02","0","0.002397","0.0010418676","0.00006","0.0000019724","0.0000019776","","0","0","0","0","","11.7178670524"
"2024-11-28","6.1705946703","3.0586685067","2.4292611861","0.01","0","0.002397","0.0011322927","0.000055","0.0000019724","0.0000017328","","0","0","0","0","","11.672112361"
"2024-11-29","6.160919661","3.1014737153","2.4331330618","0.01","0","0.002397","0.0011372969","0.000055","0.0000014793","0.000001728","","0","0","0","0","","11.7091189423"
"2024-11-30","6.1346463098","3.101317622","2.4350202905","0.01","0","0.002397","0.0010418682","0.00006","0.0000019724","0.0000017328","","0","0","0","0","","11.6844867957"
"2024-12-01","6.0179495231","3.1014557398","2.3986149864","0.01","0","0","0.0011322939","0.000055","0.0000014793","0.0000019778","","0","0","0","0","","11.5292110003"
"2024-12-02","6.1632071135","3.1015484884","2.403046728","0.01","0","0","0.0010468716","0.000055","0.0000019724","0.0000014832","","0","0","0","0","","11.6789076571"
"2024-12-03","6.1708529549","3.1015568151","2.4001249379","0.01","0","0.001128","0.0009672708","0.00006","0.0000019724","0.000001733","","0","0","0","0","","11.6846936841"
"2024-12-04","6.1682145614","3.1016979417","2.3992239291","0.01","0","0.002397","0.0011322933","0.000055","0.0000014793","0.000001728","","0","0","0","0","","11.6827239328"
"2024-12-05","6.1721971966","3.3477232809","2.4383863861","0.01","0","0.002346","0.001041868","0.000055","0.0000019724","0.0000017328","","0","0","0","0","","11.9717534368"
"2024-12-06","6.1633625287","3.6925163","2.4941027958","0.01","0","0.002397","0.0010472793","0.000055","0.0000014793","0.000001728","","0","0","0","0","","12.3634841111"
"2024-12-07","6.1350034104","3.6920735384","2.4958088631","0.01","0","0.002397","0.0010472797","0.000055","0.0000019724","0.0000017328","","0","0","0","0","","12.3363887968"
"2024-12-08","6.1289813139","3.6920160626","2.4937387469","0.01","0","0.002295","0.0010468729","0.000055","0.0000014793","0.0000014832","","0","0","0","0","","12.3281359588"
"2024-12-09","6.1743046203","3.6944761929","2.5911342837","0.01","0","0.002805","0.0018069884","0.000095","0.0000019724","0.0000019776","","0","0","0","0","0","12.4746260353"
"2024-12-10","6.1705261492","3.6930729771","2.5378628221","0.01","0","0.002958","0.0021224594","0.00011","0.0000014793","0.0000017329","","0","0","0","0","","12.41665562"
"2024-12-11","6.1772773813","3.6950337548","2.6725205846","0.01","0","0.00255","0.0012823289","0.000075","0.0000019724","0.0000017281","","0","0","0","0","","12.5587427501"
"2024-12-12","6.1662388107","3.6925963521","2.5884519239","0.02","0","0.002448","0.001197316","0.00006","0.0000014793","0.0000014834","","0","0","0","0","","12.4709953654"
"2024-12-13","6.1806389674","3.6863998723","2.6224928143","0.01","0","0.002346","0.0011869022","0.00006","0.0000019724","0.0000014833","","0","0","0","0","","12.5031280119"
"2024-12-14","6.1397956095","3.6929104178","2.5893026237","0.01","0","0.002397","0.0011873122","0.00006","0.0000014793","0.0000019778","","0","0","0","0","","12.4356564203"
"2024-12-15","6.1370843123","3.692865596","2.5591118022","0.01","0","0.002397","0.0011072997","0.000055","0.0000019724","0.0000017281","","0","0","0","0","","12.4026247107"
"2024-12-16","6.1699650162","3.6934025828","2.5405907675","0.01","0","0.002448","0.0011923162","0.00006","0.0000014793","0.0000017328","","0","0","0","0","","12.4176618948"
"2024-12-17","6.171187621","3.6932532501","2.5324574862","0.01","0","0.002397","0.001102298","0.000055","0.0000019724","0.0000014832","","0","0","0","0","","12.4104561109"
"2024-12-18","6.1707580181","3.6933228307","2.5270642183","0.01","0","0.002346","0.001102298","0.000055","0.0000014793","0.0000019776","","0","0","0","0","","12.404651822"
"2024-12-19","6.1629339424","3.6931622271","2.5295304695","0.01","0","0.002346","0.0011073029","0.00005","0.0000014793","0.000001728","","0","0","0","0","","12.3991331492"
"2024-12-20","6.1604459171","3.6930992576","2.5318264951","0.01","0","0.002346","0.0011022986","0.000055","0.0000019724","0.0000017328","","0","0","0","0","","12.3988786736"
"2024-12-21","6.1354684401","3.6928959864","2.5289450075","0.01","0","0.002397","0.0011022979","0.00006","0.0000014793","0.0000014832","","0","0","0","0","","12.3708716944"
"2024-12-22","6.1340351218","3.6928476231","2.5280028993","0.01","0","0.002397","0.0011023012","0.00005","0.0000019724","0.000001728","","0","0","0","0","","12.3684386458"
"2024-12-23","6.1684010438","3.6932935043","2.5306283503","0.01","0","0.002346","0.0011873126","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.4059091735"
"2024-12-24","6.1732515305","3.6931572786","2.5260959205","0.01","0","0.002397","0.0010118739","0.00005","0.0000019724","0.0000017328","","0","0","0","0","","12.4059673087"
"2024-12-25","6.1447641843","3.6929850301","2.5254676004","0.01","0","0.002346","0.0010972963","0.000045","0.0000014793","0.000001728","","0","0","0","0","","12.3767083184"
"2024-12-26","6.1735898225","3.6933035369","2.5293293909","0.01","0","0.002397","0.0011073035","0.00005","0.0000014793","0.0000017328","","0","0","0","0","","12.4097802659"
"2024-12-27","6.1687564706","3.6939265098","2.5662928474","0.01","0","0.002346","0.0010172889","0.00005","0.0000019724","0.000001728","","0","0","0","0","","12.4423928171"
"2024-12-28","6.1460155404","3.6929057568","2.5528748906","0.01","0","0.002346","0.0011123079","0.000055","0.0000014793","0.0000014832","","0","0","0","0","","12.4053124582"
"2024-12-29","6.1417931653","3.692931563","2.5528899697","0.01","0","0.002346","0.0011823097","0.000065","0.0000019724","0.0000019776","","0","0","0","0","","12.4012119577"
"2024-12-30","6.1741403239","3.693194365","2.5556916318","0.01","0","0.002295","0.0010272889","0.000045","0.0000014793","0.0000014834","","0","0","0","0","","12.4363965723"
"2024-12-31","6.1608296809","3.6931044469","2.5516032346","0.02","0","0.002346","0.0010272941","0.000055","0.0000014793","0.0000014832","","0","0","0","0","","12.428968619"
"2025-01-01","6.0207710021","3.6929467167","2.5370449796","0.01","0","0","0.0011023013","0.00005","0.0000019724","0.000001728","","0","0","0","0","","12.2619187001"
"2025-01-02","6.1800653498","3.6933457701","2.5413884732","0.01","0","0","0.0010272971","0.00004","0.0000014793","0.0000019778","","0","0","0","0","","12.4258703473"
"2025-01-03","6.1728278084","3.6931079266","2.5417612204","0.01","0","0.00141","0.0010068712","0.000055","0.0000014793","0.0000014834","","0","0","0","0","","12.4201717893"
"2025-01-04","6.1453170669","3.6928646406","2.5405346309","0.01","0","0.002244","0.0010222927","0.00005","0.0000014793","0.0000014833","","0","0","0","0","","12.3920355937"
"2025-01-05","6.1395148059","3.6928615847","2.5366340441","0.01","0","0.002295","0.001012287","0.00005","0.0000019724","0.0000019776","","0","0","0","0","","12.3823716717"
"2025-01-06","6.1790387689","3.693185047","2.537901369","0.01","0","0.002346","0.0009272699","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.4234514173"
"2025-01-07","6.1848975208","3.6938960321","2.5454241979","0.01","0","0.002346","0.0010972967","0.00005","0.0000014793","0.0000014832","","0","0","0","0","0","12.43771401"
"2025-01-08","6.179383838","3.6931844957","2.5482549662","0.01","0","0.002397","0.0009222683","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.4341955307"
"2025-01-09","6.1756817161","3.693092671","2.5579166667","0.01","0","0.002346","0.0010172877","0.00005","0.0000019724","0.0000017328","","0","0","0","0","","12.4401080467"
"2025-01-10","6.1835035567","3.6931753675","2.5594997922","0.01","0","0.002295","0.0009222677","0.00005","0.0000014793","0.000001728","","0","0","0","0","","12.4494491914"
"2025-01-11","6.1471231958","3.6928912197","2.5602869801","0.01","0","0.002346","0.0009272695","0.000045","0.0000014793","0.0000014833","","0","0","0","0","","12.4136226277"
"2025-01-12","6.144404844","3.6927705956","2.5534559806","0.01","0","0.002295","0.0010122831","0.00005","0.0000019724","0.0000014832","","0","0","0","0","","12.4039921589"
"2025-01-13","6.185938054","3.6932679342","2.5575296894","0.01","0","0.002346","0.0010068744","0.000045","0.0000014793","0.0000019776","","0","0","0","0","","12.4501370089"
"2025-01-14","6.1726350204","3.693960023","2.6257991935","0.01","0","0.002295","0.0010072812","0.00005","0.0000014793","0.0000014834","","0","0","0","0","","12.5057494808"
"2025-01-15","6.1758026009","3.6938322923","2.5832904082","0.01","0","0.002244","0.0010922972","0.000045","0.0000014793","0.0000014832","","0","0","0","0","","12.4663095611"
"2025-01-16","6.1774090179","3.6932940463","2.5945531964","0.01","0","0.002244","0.0009272729","0.000045","0.0000014793","0.0000017328","","0","0","0","0","","12.4784757456"
"2025-01-17","6.172374521","3.6932486654","2.6022784631","0.01","0","0.002295","0.0009272697","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.4811768817"
"2025-01-18","6.1495429508","3.6930709226","2.6042424902","0.01","0","0.002295","0.0010072815","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.4602116076"
"2025-01-19","6.1443353363","3.6929782885","2.5964102268","0.01","0","0.002346","0.0009322743","0.00005","0.0000019724","0.0000014832","","0","0","0","0","","12.4470555815"
"2025-01-20","6.187654481","3.6933604402","2.5742304563","0.01","0","0.002295","0.00092727","0.000045","0.0000014793","0.000001728","","0","0","0","0","","12.4685158548"
"2025-01-21","6.1794792565","3.6934049142","2.5689169548","0.02","0","0.002346","0.0010072818","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.4652073698"
"2025-01-22","6.1787981589","3.6933512781","2.5655110877","0.01","0","0.002295","0.0009272709","0.000055","0.0000014793","0.0000017328","","0","0","0","0","","12.4509410077"
"2025-01-23","6.1772004757","3.6932307601","2.5697621675","0.01","0","0.002244","0.0010068752","0.00005","0.0000019724","0.0000014832","","0","0","0","0","","12.4534977341"
"2025-01-24","6.1811709138","3.6932358328","2.5731110029","0.01","0","0.002397","0.0011018878","0.000055","0.0000014793","0.000001728","","0","0","0","0","","12.4610748446"
"2025-01-25","6.1506598417","3.6929961252","2.5791060844","0.01","0","0.002346","0.0009218582","0.000055","0.0000014793","0.0000019778","","0","0","0","0","","12.4360883666"
"2025-01-26","6.1381888483","3.6928527805","2.578084109","0.01","0","0.002346","0.0010918869","0.00005","0.0000019724","0.0000014832","","0","0","0","0","","12.4226170803"
"2025-01-27","6.1697041501","3.6506186662","2.5859604505","0.01","0","0.002499","0.0011869038","0.00005","0.0000014793","0.0000019778","","0","0","0","0","","12.4200226277"
"2025-01-28","6.1669850197","3.6933360097","2.5824669435","0.01","0","0.002448","0.0010964759","0.000055","0.0000014793","0.0000014833","","0","0","0","0","","12.4563904114"
"2025-01-29","6.1659812515","3.6507656016","2.5869675335","0.01","0","0.001632","0.0010118731","0.00006","0.0000014793","0.0000014834","","0","0","0","0","","12.4164212224"
"2025-01-30","6.1687781577","3.6933648912","2.5840028715","0.01","0","0.002346","0.0010868833","0.000055","0.0000014793","0.0000017328","","0","0","0","0","","12.4596370158"
"2025-01-31","6.1607403676","3.6931375088","2.5845329135","0.01","0","0.002397","0.001006871","0.000055","0.0000014793","0.0000014833","","0","0","0","0","","12.4518726235"
"2025-02-01","6.1448278333","3.6929794102","2.7139783606","0.01","0","0","0.0011718967","0.000045","0.0000019724","0.0000012384","","0","0","0","0","","12.5630057116"
"2025-02-02","6.1386665867","3.6499250827","2.7083781255","0.01","0","0","0.0009264521","0.000045","0.0000014793","0.000001728","","0","0","0","0","","12.5079444543"
"2025-02-03","6.1723965655","3.6933547704","2.7022012136","0.01","0","0.000135","0.0011218986","0.00005","0.0000019724","0.0000017328","","0","0","0","0","","12.5792631533"
"2025-02-04","6.1731453076","3.6933661563","2.7064535273","0.01","0","0.002346","0.0009118546","0.000045","0.0000014793","0.0000014834","","0","0","0","0","","12.5862708085"
"2025-02-05","6.1623627307","3.6935788704","2.7123708702","0.01","0","0.002397","0.0008318425","0.000055","0.0000014793","0.000001728","","0","0","0","0","","12.5815995211"
"2025-02-06","6.1762427529","3.6935782551","2.733653448","0.01","0","0.002346","0.0010114657","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.6168848842"
"2025-02-07","6.1612577672","3.6933276519","2.7449053042","0.01","0","0.002295","0.0011768984","0.00005","0.0000014793","0.0000017328","","0","0","0","0","","12.6130158338"
"2025-02-08","6.1427096476","3.6931686735","2.7482841324","0.01","0","0.002448","0.000931861","0.000055","0.0000019724","0.0000014833","","0","0","0","0","","12.5976007702"
"2025-02-09","6.1322447075","3.6928632201","2.7388122656","0.01","0","0.002448","0.0010018694","0.00005","0.0000014793","0.0000014832","","0","0","0","0","","12.5774230251"
"2025-02-10","6.1675065249","3.6933165798","2.7255831433","0.01","0","0.002397","0.0010968871","0.000055","0.0000014793","0.0000019777","","0","0","0","0","","12.5999585921"
"2025-02-11","6.1684721895","3.6940265739","2.7799730761","0.01","0","0.002346","0.0011764876","0.00005","0.0000019724","0.0000014834","","0","0","0","0","","12.6560477829"
"2025-02-12","6.1694987888","3.6933659849","2.7306117435","0.01","0","0.002448","0.001091885","0.00006","0.0000014793","0.0000014833","","0","0","0","0","0","12.6070793648"
"2025-02-13","6.1660122675","3.6931752498","2.7455025877","0.01","0","0.002346","0.0010968864","0.000055","0.0000014793","0.0000014832","","0","0","0","0","","12.6181909539"
"2025-02-14","6.1583503253","3.6930728138","2.7521494451","0.01","0","0.002244","0.0008468534","0.000045","0.0000019724","0.000001728","","0","0","0","0","","12.616712138"
"2025-02-15","6.1361260373","3.6929440032","2.7504000247","0.01","0","0.002244","0.0009964574","0.00004","0.0000014793","0.0000017328","","0","0","0","0","","12.5927537347"
"2025-02-16","6.1298366368","3.6928598437","2.7333550091","0.02","0","0.002193","0.0009168559","0.00004","0.0000014793","0.000001728","","0","0","0","0","","12.5792045528"
"2025-02-17","6.17434727","3.6931524764","2.7107553585","0.01","0","0.002295","0.0009218608","0.00004","0.0000014793","0.0000019776","","0","0","0","0","","12.5915154226"
