"Service","VPC($)","EC2-Instances($)","EC2-Other($)","Cost Explorer($)","Service Catalog($)","Key Management Service($)","S3($)","Secrets Manager($)","Simple Workflow Service($)","Step Functions($)","Glacier($)","CloudTrail($)","Glue($)","SNS($)","SQS($)","CloudFormation($)","Total costs($)"
"2025-02-18","6.1642627852","3.6933212446","2.7127835515","0.01","0","0.002244","0.0009268688","0.000045","0.0000014793","0.0000014832","","0","0","0","0","","12.5835864126"
"2025-02-19","6.1611089254","3.6932399418","2.7177534861","0.01","0","0.002346","0.0009218576","0.00004","0.0000014793","0.0000019779","","0","0","0","0","","12.5854136681"
"2025-02-20","6.1650948383","3.6932394501","2.7177695349","0.01","0","0.002295","0.0008264318","0.000045","0.0000019724","0.0000014834","","0","0","0","0","","12.5892737109"
"2025-02-21","6.1587607488","3.6932140646","2.7379909018","0.01","0","0.002295","0.0009172661","0.000035","0.0000014793","0.0000019776","","0","0","0","0","","12.6032164382"
"2025-02-22","6.1369390711","3.6929902032","2.7331217835","0.01","0","0.002193","0.0007518307","0.00004","0.0000019724","0.0000014832","","0","0","0","0","","12.5760393441"
"2025-02-23","6.1321246106","3.6929581803","2.7240555267","0.01","0","0.002193","0.0008322529","0.000035","0.0000014793","0.0000014832","","0","0","0","0","","12.562201533"
"2025-02-24","6.1643953242","3.6932222394","2.722767259","0.01","0","0.002091","0.000827252","0.000035","0.0000014793","0.0000019777","","0","0","0","0","","12.5933415316"
"2025-02-25","6.1650197989","3.6934811341","2.7276932702","0.01","0","0.002193","0.0008264342","0.00003","0.0000014793","0.0000014834","","0","0","0","0","","12.5992466001"
"2025-02-26","6.1412386623","3.6929872676","2.7126781901","0.01","0","0.002142","0.0008214289","0.00003","0.0000014793","0.0000012386","","0","0","0","0","","12.5599002668"
"2025-02-27","6.1712984525","3.6935268688","2.7227900541","0.01","0","0.002193","0.0006468106","0.000035","0.0000014793","0.0000014832","","0","0","0","0","","12.6004931485"
"2025-02-28","6.166716341","3.6931420198","2.726398114","0.01","0","0.002244","0.0008064238","0.000025","0.0000009862","0.0000012336","","0","0","0","0","","12.5993341184"
"2025-03-01","6.1461048266","3.6930618823","2.5899521824","0.01","0","0","0.0006413993","0.00003","0.0000014793","0.0000014834","","0","0","0","0","","12.4397932533"
"2025-03-02","6.1408217016","3.6929274612","2.5865846685","0.01","0","0","0.0006518161","0.00003","0.0000014793","0.0000014832","","0","0","0","0","","12.4310186099"
"2025-03-03","6.1705493403","3.6932350838","2.5844278997","0.01","0","0.000792","0.0006564096","0.000035","0.0000014793","0.0000014833","","0","0","0","0","","12.459698696"
"2025-03-04","6.1619106945","3.6936337574","2.5950765242","0.01","0","0.002142","0.0007418332","0.00003","0.0000014793","0.0000012337","","0","0","0","0","","12.4635375223"
"2025-03-05","6.1631971557","3.6934330124","2.6009430333","0.01","0","0.002091","0.0006514053","0.000025","0.0000014793","0.0000012385","","0","0","0","0","","12.4703433245"
"2025-03-06","6.1645261317","3.6935477344","2.6090122304","0.01","0","0.002142","0.0005663918","0.000025","0.0000009862","0.0000014834","","0","0","0","0","","12.4798219579"
"2025-03-07","6.1644679958","3.6936537732","2.6099756917","","0","0.002142","0.0005567922","0.000025","0.0000014793","0.0000012384","","0","0","0","0","","12.4708239706"
"2025-03-08","6.1407963047","3.6931776628","2.6189216332","0.01","0","0.001581","0.0005563885","0.000025","0.0000009862","0.0000012336","","0","0","0","0","","12.465060209"
"2025-03-09","6.1359812781","3.6933318353","2.6113083834","0.01","0","0.001989","0.000561801","0.000025","0.0000014793","0.0000012384","","0","0","0","0","","12.4532000155"
"2025-03-10","6.1610245415","3.6933056634","2.6134098582","0.01","0","0.002142","0.0005563857","0.000025","0.0000014793","0.0000009888","","0","0","0","0","","12.4804659169"
"2025-03-11","6.1662775928","3.6942153476","2.6589960709","0.01","0","0.00204","0.0006363995","0.000025","0.0000009862","0.0000014832","","0","0","0","0","","12.5321928802"
"2025-03-12","6.1615692632","3.6933520089","2.6031998712","0.01","0","0.002091","0.0006518161","0.000025","0.0000009862","0.0000009888","","0","0","0","0","","12.4708909344"
"2025-03-13","6.1577236817","3.6932328546","2.6592565127","0.01","0","0.002091","0.0006313961","0.00003","0.0000014793","0.0000014833","","0","0","0","0","","12.5229684077"
"2025-03-14","6.1365785176","3.6928460434","2.6583430417","0.01","0","0.002091","0.0004713725","0.000025","0.0000009862","0.0000014833","","0","0","0","0","","12.5003574447"
"2025-03-15","6.1387399901","3.692857595","2.6475162938","0.01","0","0.002142","0.0005567987","0.00002","0.0000009862","0.0000009888","","0","0","0","0","","12.4918346526"
"2025-03-16","6.1364691012","3.6929474262","2.6367671731","0.01","0","0.00204","0.0005563865","0.000025","0.0000014793","0.0000014832","","0","0","0","0","","12.4788080495"
"2025-03-17","6.1630648413","3.6931131891","2.6080577939","0.01","0","0.00153","0.0005518432","0.00002","0.0000009862","0.0000012385","","0","0","0","0","","12.4763398922"
"2025-03-18","6.1625779693","3.693176214","2.58960631","0.01","0","0.000918","0.0004514675","0.00001","0.0000009862","0.0000007393","","0","0","0","0","","12.4567416863"
"2025-03-19","6.1619394561","3.6935605646","2.6064457441","0.03","0","0.000918","0.0004564726","0.00001","0.0000009862","0.000000989","","0","0","0","0","","12.4933322126"
"2025-03-20","6.1608850748","3.6931739103","2.5940134512","0.02","0","0.000918","0.0006369628","0.000015","0.0000014793","0.000000989","","0","0","0","0","","12.4696448674"
"2025-03-21","6.1552345917","3.6930484642","2.6011922881","0.02","0","0.000918","0.0004514659","0.00001","0.0000009862","0.0000004945","","0","0","0","0","","12.4708562906"
"2025-03-22","6.1400849153","3.6928895885","2.6001818209","0.03","0","0.000867","0.0002868026","0.00001","0.0000004931","0.000000989","","0","0","0","0","","12.4643216094"
"2025-03-23","6.1321810677","3.6928577663","2.5979833775","0.01","0","0.000918","0.0006315537","0.000015","0.0000014793","","","0","0","0","0","","12.4345882445"
"2025-03-24","6.1644924039","3.6931562632","2.5918935965","0.01","0","0.000816","0.0002863942","0.00001","0.0000004931","","","0","0","0","0","","12.4606551509"
"2025-03-25","6.164827231","3.6934067571","2.595338851","0.03","0","0.000816","0.0004568795","0.00001","0.0000009862","0.0000014835","","0","0","0","0","","12.4848581883"
"2025-03-26","6.1679905588","3.6933265673","2.5999834769","0.01","0","0.000867","0.000286361","0.00001","0.0000004931","0.0000004945","","0","0","0","0","","12.4724649516"
"2025-03-27","6.1679035704","3.6932047616","2.6006225249","0.02","0","0.000765","0.0002813593","0.000005","0.0000004931","0.000000989","","0","0","0","0","","12.4827836983"
"2025-03-28","6.1667559386","3.693229995","2.604698231","0.03","0","0.001071","0.0004568146","0.00001","0.0000009862","0.0000014835","","0","0","0","0","","12.4962244489"
"2025-03-29","6.1350062005","3.6928992015","2.6030133147","","0","0.001173","0.0002863584","0.000015","0.0000009862","","","0","0","0","0","","12.4323940613"
"2025-03-30","6.1306979312","3.6928431997","2.6014015352","0.02","0","0.001224","0.0006368662","0.000015","0.0000014793","0.0000004945","","0","0","0","0","","12.4468205061"
"2025-03-31","6.1346037748","3.6929516317","2.5971381125","0.02","0","0.001224","0.0004514017","0.00001","0.0000009862","","","0","0","0","0","","12.4463799069"
"2025-04-01","6.1599038053","3.6937744157","2.6681078607","0.01","0","0","0.0002763543","0.000005","0.0000004931","","","0","0","0","0","","12.5320679291"
"2025-04-02","6.1626310134","3.6931795855","2.6855898478","0.02","0","0","0.0004618151","0.000015","0.0000009862","0.000000989","","0","0","0","0","","12.561879237"
"2025-04-03","6.1576212279","3.6930424419","2.6775495495","0.03","0","0","0.0004514007","0.00001","0.0000009862","0.0000014835","","0","0","0","0","","12.5586770897"
"2025-04-04","6.1756587168","3.6931459329","2.6838775087","0.02","0","0","0.0002867688","0.00001","0.0000004931","0.000000989","","0","0","0","0","0","12.5729804093"
"2025-04-05","6.1528636256","3.6930358317","2.6791512898","0.02","0","0.000432","0.0002863614","0.00001","0.0000004931","0.000000989","","0","0","0","0","","12.5457805906"
"2025-04-06","6.1436308559","3.6928118759","2.6687187798","0.03","0","0.001275","0.0004514015","0.00001","0.0000009862","0.0000014835","","0","0","0","0","","12.5369003828"
"2025-04-07","6.1644330484","3.6931615153","2.6462193313","0.02","0","0.001173","0.0002917717","0.000015","0.0000004931","0.000000989","","0","0","0","0","","12.5252951488"
"2025-04-08","6.1797872589","3.6941300457","2.6908521945","0.03","0","0.001224","0.0004564034","0.000015","0.0000009862","0.0000004945","","0","0","0","0","","12.5964663832"
"2025-04-09","6.1691993663","3.6936307938","2.6980967724","0.01","0","0.001071","0.0001063098","0.000005","","0.0000009889","","0","0","0","0","","12.5721102312"
"2025-04-10","6.1732841067","3.6929851548","2.6937763857","0.02","0","0.001224","0.0002867684","0.00001","0.0000004931","0.000000989","","0","0","0","0","","12.5815678977"
"2025-04-11","6.1722933319","3.6930988223","2.6977794534","0.03","0","0.001326","0.0006314527","0.000015","0.0000014793","0.0000014835","","0","0","0","0","","12.5951470231"
"2025-04-12","6.1443307497","3.6928140438","2.6946173635","0.03","0","0.001275","0.000456813","0.00001","0.0000009862","0.0000014835","","0","0","0","0","","12.5635064397"
"2025-04-13","6.1399884401","3.6927840885","2.6713907168","0.02","0","0.001377","0.0006264474","0.000015","0.0000014793","0.000000989","","0","0","0","0","","12.5261841611"
"2025-04-14","6.1455635457","3.6929437553","2.6400042158","0.03","0","0.001326","0.0006214464","0.00001","0.0000014793","0.0000014834","","0","0","0","0","","12.5104719259"
"2025-04-15","6.1683524692","3.6930987679","2.6330293976","0.02","0","0.001275","0.0004568172","0.000005","0.0000009862","0.0000014835","","0","0","0","0","","12.5162199216"
"2025-04-16","6.169011785","3.6929570098","2.6415784724","0.02","0","0.001224","0.0002867683","0.00001","0.0000009862","0.0000014835","","0","0","0","0","","12.5250705052"
"2025-04-17","6.1708719185","3.8782933025","2.7493766998","0.03","0","0.001275","0.0004564028","0.000015","0.0000009862","0.000000989","","0","0","0","0","","12.8302902988"
"2025-04-18","6.1843990886","3.6928836469","2.6439232366","0.03","0","0.001173","0.000201737","0.00001","0.0000004931","0.000000989","","0","0","0","0","","12.5525921912"
"2025-04-19","6.1437095972","3.6926339463","2.6423428464","0.02","0","0.001122","0.0001167245","0.00001","","0.000000989","","0","0","0","0","","12.4999361034"
"2025-04-20","6.1383297303","3.6927437364","2.639814019","0.02","0.0091","0.001377","0.0006264482","0.000015","0.0000014793","0.000000989","","0","0","0","0","","12.5020084022"
"2025-04-21","6.1766256346","3.6929042046","2.6340557908","0.03","0.0105","0.001224","0.000116724","0.00001","","0.0000014835","","0","0","0","0","","12.5454378375"
"2025-04-22","6.173535386","3.6930151636","2.6378814351","0.02","0.0112","0.001275","0.0004568099","0.000015","0.0000009862","0.0000014835","","0","0","0","0","","12.5373812643"
"2025-04-23","6.1668391816","3.6930435794","2.639045051","0.02","0.0084","0.001173","0.0001317353","0.000015","","0.0000004945","","0","0","0","0","","12.5286480418"
"2025-04-24","6.1708938081","3.6929883084","2.6372823685","0.03","0.0105","0.002091","0.0021568218","0.00006","0.0000014793","0.000001978","","0","0","0","0","","12.5459757641"
"2025-04-25","6.1686115966","3.6927999489","2.6400788245","0.01","0.0042","0.003468","0.0060832016","0.000175","0.0000019724","0.0000014835","","0","0","0","0","","12.5254200275"
"2025-04-26","6.1418343734","3.6925995543","2.6367645004","0.01","0.0042","0.003009","0.0050629512","0.000145","0.0000019724","0.000001978","","0","0","0","0","","12.4936193297"
"2025-04-27","6.1368693979","3.692654601","2.632637889","0.01","0.0042","0.002346","0.001996791","0.000055","0.0000009862","0.0000012385","","0","0","0","0","","12.4807619036"
"2025-04-28","6.1643747884","3.6928996978","2.6276943038","0.01","0.0035","0.002601","0.0031824839","0.00009","0.0000019724","0.000001728","","0","0","0","0","","12.5043459743"
"2025-04-29","6.1663285086","3.6930595071","2.6308453448","0.01","0.0042","0.002652","0.0026873704","0.000075","0.0000014793","0.000001728","","0","0","0","0","","12.5098509382"
"2025-04-30","6.1615552693","3.6930785385","2.63037227","0.01","0.0042","0.003111","0.0061828068","0.00018","0.0000014793","0.0000014832","","0","0","0","0","","12.5086828471"
"2025-05-01","6.1729636625","3.6929550545","2.5938971395","0.01","0","0","0.0061632246","0.00018","0.0000019724","0.0000019776","","0","0","0","0","","12.4761630311"
"2025-05-02","6.1673058011","3.6931947748","2.6016859252","0.01","0","0","0.0013970397","0.00004","0.0000014793","0.0000012336","","0","0","0","0","","12.4736262537"
"2025-05-03","6.1443330375","3.6926556775","2.5956409626","0.01","0","0.003168","0.0056531002","0.00016","0.0000019724","0.0000019777","","0","0","0","0","","12.4516147279"
"2025-05-04","6.1366576983","3.6926170579","2.5904602875","0.02","0","0.003621","0.0062478305","0.00018","0.0000019724","0.0000019777","","0","0","0","0","","12.4497878243"
"2025-05-05","6.1714813626","3.6930134419","2.5862944793","0.01","0","0.003111","0.0045478225","0.00013","0.0000019724","0.000001978","","0","0","0","0","","12.4685820567"
