"Service","EC2-Instances($)","EC2-Other($)","Relational Database Service($)","ElastiCache($)","DocumentDB (with MongoDB compatibility)($)","Elastic Container Service for Kubernetes($)","S3($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic MapReduce($)","Elastic File System($)","EC2 Container Registry (ECR)($)","Secrets Manager($)","Transfer Family($)","Route 53($)","DynamoDB($)","Backup($)","WAF($)","Key Management Service($)","Elastic Container Service($)","Cost Explorer($)","Service Catalog($)","SNS($)","Athena($)","SES($)","Lambda($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","SQS($)","CloudFormation($)","X-Ray($)","Total costs($)"
"2024-06-05","321.0421447149","151.7275376115","125.9703437654","55.944","21.6033769567","31.2","22.7047279182","25.9857147278","17.4920722102","3.7725576406","7.2576","4.3779728328","1.9150136303","1.9991966656","7.2000479081","0.7250392","0.74592","0.6816376205","0.5374488672","0.2098700016","","0.15","0","0.0001890215","","0.0000026257","0.000013155","0.000002007","0.0000007808","","0","0","0","","","803.2424298614"
"2024-06-06","323.6448011483","152.6310831168","171.3341312279","55.944","21.6289698788","31.2","23.1720006022","26.1114246767","19.0736667101","3.7854058855","7.2576","4.3779728328","1.9157055414","2.0248566656","7.200126732","0.7506528","0.74592","0.6816376205","0.5560698672","0.2092850016","","0.1","0","0.0001568584","","0.0000243513","0.0000151163","0.0000015065","0.000001032","","0","0","0","","","854.3455091719"
"2024-06-07","316.8968299987","150.1722764027","128.3706154839","55.944","21.6424745485","31.2","23.0495497382","25.9835743064","17.8862623209","5.2885446824","7.2576","4.3779728328","1.9186891813","2.0241716656","7.2","0.6877904","0.74592","0.6816376205","0.5772054672","0.2087540016","","0.11","0","0.0002015606","","0.0000150233","0.0000151719","0.0000020088","0.0000007776","","0","0","0","","","802.2241031929"
"2024-06-08","313.02708407","148.487918746","120.6861534297","55.944","21.6415040102","31.2","22.5485458268","25.6404450743","19.3003659363","5.2009311928","7.2576","4.3779728328","1.923606912","2.0182366656","7.2","0.6206728","0.74592","0.6816376205","0.5562438672","0.2071040016","","0.11","0","0.0001198192","","0.0000129313","0.00001495","0.0000020068","0.0000010256","","0","0","0","","","789.3760937187"
"2024-06-09","312.3631193053","147.413392975","125.5136190659","55.944","21.6406889848","31.2","22.5011739664","25.608160084","20.1506682263","5.2141935072","7.2576","4.3779728328","1.9285396615","1.9988666656","7.2","0.5611816","0.74592","0.6816376205","0.5091474672","0.2075570016","","0.11","0","0.0001554932","","0.0000002156","0.0000152792","0.0000020105","0.0000010272","","0","0","0","","","793.1276129898"
"2024-06-10","319.5593026562","150.7435299327","138.7549367211","55.944","21.641379765","31.2","22.6600406146","25.7415679051","20.6536832914","4.9488916732","7.2576","4.3779728328","1.9290799675","1.8417722212","7.2","0.6829624","0.74592","0.6816376205","0.5299146672","0.2090600016","","0.11","0","0.0001880184","","0.0000031019","0.0000107209","0.0000015083","0.0000007808","","0","0","0","","","817.4134564004"
"2024-06-11","318.6635664409","151.1503733976","123.5608866692","55.944","21.6408187402","31.2","22.7975772991","25.7278628594","20.7042762146","5.064856924","7.2576","4.3779728328","1.9289465908","2.0144016656","7.2","0.7373416","0.74592","0.6816376205","0.5332302672","0.2149520016","","0.11","0","0.0002209533","","0.000020506","0.0000177802","0.0000020049","0.000001024","","0","0","0","","","802.2564833919"
"2024-06-12","321.2899103675","150.7805302388","122.1034854044","55.944","21.6424762282","31.2","22.5943958858","25.718037225","21.4005193155","5.2764554795","7.2576","4.3779728328","1.9315977962","2.0410416656","7.2","0.7421924","0.74592","0.6816376205","0.5527572672","0.2106290016","","0.15","0","0.0019721009","","0.0000085251","0.0000114408","0.0000015099","0.0000010256","","0","0","0","","","803.8431533309"
"2024-06-13","326.8471554362","151.1898960009","123.4035869927","55.944","21.6416516007","31.2","22.7885810337","25.6848183743","21.3615055235","5.1859347143","7.2576","4.3779728328","1.9339155972","2.0317916656","7.2","0.7676148","0.74592","0.6816376205","0.5551476672","0.2150570016","","0.11","0","0.002906444","","0.0000036821","0.0000164945","0.0000019994","0.0000007744","","0","0","0","","","811.1267162556"
"2024-06-14","325.9264600972","150.4811077342","122.1632934057","55.944","21.6407008742","31.2","22.7774266353","25.6415534834","21.0325080272","5.2048814329","7.2576","4.3779728328","1.9343267699","2.0429466656","7.2","0.7385188","0.74592","0.6816376205","0.5349774672","0.2100920016","","0.11","0","0.0034294246","","0.0000039515","0.000010875","0.0000015009","0.0000010176","","0","0","0","","","807.8493706173"
"2024-06-15","320.9416115088","149.8343843405","122.0720066914","55.944","21.6408571642","31.2","22.7299586478","25.5826302807","21.3123552458","5.1869047664","7.2576","4.3779728328","1.93432674","2.0317966656","7.2","0.7298504","0.74592","0.6816376205","0.5487708672","0.2003486682","","0.13","0","0.0034059014","","0.000013923","0.0000167338","0.0000014883","0.0000007568","","0","0","0","","","802.2863712432"
"2024-06-16","321.8918754781","149.0914011011","121.6281066482","55.944","21.6410039602","31.2","22.7170105907","25.5872040126","20.0137714266","5.1952592745","7.2576","4.3779728328","1.93432674","1.9780666656","7.2","0.6244208","1.18992","0.6816376205","0.5296308672","0.2086820016","","0.14","0","0.0032762685","","0.0000002157","0.0000123739","0.0000009934","0.0000005056","","0","0","0","","","801.0351803768"
"2024-06-17","325.7931640005","150.0620340467","123.4335488923","55.944","21.6412922142","31.2","22.7170552868","25.7685867086","19.8241285556","5.193557788","7.2576","4.3779728328","1.9349120352","1.9906522212","7.2","0.6458048","1.63392","0.6816376205","0.5114964672","0.2087090016","","0.16","0","0.0038248363","","0.0000059727","0.0000182005","0.0000014901","0.0000007584","","0","0","0","","","808.1839237292"
"2024-06-18","328.3559491662","151.3571775396","123.1544801846","55.944","21.6416428558","31.2","22.796868417","25.6146255289","20.546838685","5.4503423193","7.2576","4.3779728328","1.9379697585","1.9743422212","7.2","1.1786396","1.63392","0.6816376205","0.5123274672","0.2087810016","","0.15","0","0.0032206749","","0.0000028507","0.0000108964","0.0000014883","0.0000007568","","0","0","0","","","813.1783518653"
"2024-06-19","329.5959236366","149.7763686429","123.9094933192","55.944","21.6410770613","31.2","22.6501080618","25.4870508853","19.0549420941","5.5514390411","7.2576","4.3779728328","1.939073698","2.0262822216","7.2","0.7104288","1.63392","0.6816376205","0.5187942672","0.2067290016","","0.2","0","0.0037753195","","0.0000002157","0.0000177885","0.0000009952","0.0000005072","","0","0","0","","","811.5666360101"
"2024-06-20","328.3418046953","149.5688525186","122.3192600442","55.944","21.6413743921","31.2","22.845276835","25.4778547525","19.6132575424","5.6977129364","7.2576","4.3779728328","1.9497349331","2.0659016672","7.2","0.7396192","1.63392","0.6816376205","0.5270622672","0.2060630016","","0.16","0","0.002902177","","0.0000082949","0.0000112821","0.0000014901","0.0000007584","","0","0","0","","","809.4518292414"
"2024-06-21","329.4657069336","149.4266318518","122.250396106","55.944","21.6406583098","31.2","22.8098020143","25.4299029452","19.4716293263","5.7063782064","7.2576","4.3779728328","1.955160318","2.0153077788","7.2","0.721784","1.63392","0.6816376205","0.5262180672","0.2087240016","","0.13","0","0.0034838246","","0.0000140846","0.000017745","0.0000009916","0.000000504","","0","0","0","","","810.0569474621"
"2024-06-22","328.5235353528","148.137561067","121.8708463028","55.944","21.6406610378","31.2","22.8608652861","25.3604106485","19.6295856539","5.7598479913","7.2576","4.3779728328","1.9557799968","2.0224633344","7.2","0.728186","1.63392","0.6816376205","0.5477964672","0.2086820016","","0.15","0","0.0036066121","","0.0000083341","0.0000112894","0.0000009952","0.0000005072","","0","0","0","","","807.6949793315"
"2024-06-23","328.4864603894","148.1244913158","121.6867045205","55.944","21.6415310605","31.2","22.6676432751","25.5813444379","18.8359480539","5.7698306028","7.2576","4.3779728328","1.9557799968","2.0089633344","7.2","0.6425192","1.63392","0.6816376205","0.5258898672","0.2084570016","","0.18","0","0.0035875658","","0.0000002157","0.0000173692","0.0000019904","0.000001016","","0","0","0","","","806.6143016663"
"2024-06-24","332.297067827","149.6854592063","125.819181374","55.944","21.6422311774","31.2","22.8118346519","25.5272493563","19.393547112","5.7967051325","7.2576","4.3779728328","1.9593083413","2.0737822228","7.2","0.7118656","1.63392","0.6816376205","0.5210940672","0.2089910016","","0.11","0","0.0029524606","","0.0000023785","0.0000119212","0.0000015267","0.0000007984","","0","0","0","","","816.856416609"
"2024-06-25","334.1503395295","151.0930368433","127.0967033312","55.944","21.6431855581","31.2","23.0378780395","25.4671651001","21.5923257084","5.4386049747","7.2576","4.3779728328","1.9640693263","2.09117","7.2","0.7679168","1.6339285405","0.6816376205","0.5554392672","0.2087510016","","0.11","0","0.0032196242","","0.000001179","0.0000165241","0.0000020346","0.0000010528","","0","0","0","","","823.5149648884"
"2024-06-26","334.5549122455","149.4248089033","168.0406955853","55.944","21.6422196932","31.2","22.9917250217","25.4543161869","18.8590580901","5.9081912126","7.2576","4.3779728328","1.9699537806","2.12644","7.2","0.7062444","1.63392","0.6816376205","0.5255160672","0.2087540016","","0.15","0","0.0024322005","","0.0000002157","0.0000121694","0.0000020255","0.000001056","","0","0","0","","","860.8604133084"
"2024-06-27","333.1635250184","149.8841542744","177.2263342126","55.944","21.6414570409","31.2","23.1407235747","25.4615484059","20.0900531513","5.9470717175","7.2576","4.3779728328","1.9715732739","2.142475","7.2","0.7695128","1.63392","0.6816376205","0.5446122672","0.2089850016","","0.15","0","0.0025377841","","0.0000041355","0.0000108033","0.0000020236","0.00000104","","0","0","0","","","870.6397119782"
"2024-06-28","333.2861003512","150.3714974124","122.6340984234","55.944","21.6425563944","31.2","23.1108648605","25.4145870499","20.548863539","5.9239463981","7.2576","4.3779728328","1.9729522629","2.14129","7.2","0.7892904","1.63392","0.6816376205","0.5644884672","0.2087000016","","0.11","0","0.0024183758","","0.0000143189","0.0000108516","0.0000015343","0.0000008064","","0","0","0","","","817.0168119009"
"2024-06-29","330.7476669829","148.5984460635","122.3154285026","55.944","21.643663723","31.2","23.1869909207","25.3482442636","20.050300823","5.9861292225","7.2576","4.3779728328","1.9737371928","2.107905","7.2","0.7543268","1.63392","0.6816376205","0.5417658672","0.2075570016","","0.08","0","0.0027021606","","0.0000123705","0.0000175955","0.0000020346","0.0000010528","","0","0","0","","","811.8400280307"
"2024-06-30","330.7645576098","149.1020977519","122.2062445778","55.944","21.6431409336","31.2","23.1915470521","25.3425335029","20.0994248428","5.9857666372","7.2576","4.3779728328","1.9737371928","2.03611","7.2","0.7127204","1.63392","0.6816376205","0.5368506672","0.2087000016","","0.11","0","0.0024716397","","0.0000002157","0.0000115358","0.0000020384","0.000001056","","0","0","0","","","812.2110481086"
"2024-07-01","333.5612445783","147.7795529684","124.0128799768","55.944","21.6427236499","31.2","22.3443064795","23.3869726498","23.9968742591","1.895689531","7.2576","2.5867479029","1.8598707331","2.0868803232","7.2","7.7588396","0.0000244366","0.6596493102","0.6088493064","0.196608384","","0.11","0","0.0002033648","","0.0000132816","0.0000107001","0.0000020365","0.0000008048","","0","0","0","","","816.089544277"
"2024-07-02","335.0044835471","147.5649283177","122.3387716159","55.944","21.6456533658","31.2","22.6140390421","24.0489489508","17.8872152072","3.9997052312","7.2576","4.2367479024","1.9097022951","2.1759103232","7.2","0.8038496","0","0.6596493102","0.5400029064","0.197118384","","0.11","0","0.000146268","","0.0000009831","0.0000179743","0.0000015434","0.000001056","","0","0","0","","","807.3384938239"
"2024-07-03","335.2127967046","146.3889381583","169.729979607","55.944","21.6434365425","31.2","22.5970225432","25.5156266416","17.516895162","4.2510497947","7.2576","4.2367479024","1.9117534964","2.0770703232","7.2","0.7365172","0","0.6596493102","0.5437337064","0.197322384","","0.15","0","0.0001610405","","0.0000008934","0.0000115054","0.0000020274","0.0000010528","","0","0","0","","","854.970315996"
"2024-07-04","331.9443672904","147.2628639657","151.1260034462","55.944","21.6448785164","31.2","22.626752391","25.4619249254","17.7301099284","4.0812826388","7.2576","4.2367479024","1.915074814","2.1132903232","7.2","0.80951","0.23088","0.6596493102","0.5292053064","0.196608384","","0.1","0","0.0001726283","","0.0000037246","0.0000158644","0.0000015213","0.0000007856","","0","0","0","","","834.2709436667"
"2024-07-05","329.0147067968","147.5049111574","131.8637722162","55.944","21.6459525753","31.2","22.5871054358","25.4869697132","18.4822265507","4.1220652893","7.2576","4.2367479024","1.9152940388","2.1082153232","7.2","0.792126","0.7460267591","0.6596493102","0.5567399064","0.200307384","","0.09","0","0.0002238399","","0.0000072945","0.0000132292","0.0000020197","0.0000010368","","0","0","0","","","813.6146637789"
"2024-07-06","326.2979560988","145.5765900973","121.792794428","55.944","21.6439071154","31.2","22.719496487","25.3491492591","17.592485425","4.2637465692","7.2576","4.2367479024","1.915274688","1.9908582264","7.2","0.784042","0.74592","0.6596493102","0.5306387064","0.202236384","","0.07","0","0.0001576025","","0.0000531171","0.0000160202","0.0000015154","0.0000007792","","0","0","0","","","797.9733217316"
"2024-07-07","324.3428691181","145.9743557018","121.5073703418","55.944","21.641802583","31.2","22.4021274502","25.3445910343","16.8438678996","5.7323231373","7.2576","4.2367479024","1.915274688","1.9814753232","7.2","0.6730908","0.74592","0.6596493102","0.5520875064","0.202275384","","0.11","0","0.0001812255","","0.0000002156","0.000013206","0.0000020177","0.0000010384","","0","0","0","","","796.4676258835"
"2024-07-08","328.9210760053","146.9912650152","168.7045978306","55.944","21.6437439791","31.2","22.414862666","25.4381032034","17.6250464006","5.7355713067","7.2576","4.2367479024","1.915286277","2.0521353232","7.2","0.7613816","0.7459330948","0.6596493102","0.5438435064","0.201567384","","0.11","0","0.0008119326","","0.0000107761","0.0000163279","0.0000020159","0.0000010288","0.000000075","0","0","0","","","850.3032529612"
"2024-07-09","326.7121683593","147.0010245439","122.404179419","55.944","21.6446937195","31.2","22.5222109354","25.4075765673","20.4157800272","5.5391529248","7.2576","4.2367479024","1.9152932927","2.0664982264","7.2","0.8042384","0.74592","0.6596493102","0.5245337064","0.200205384","","0.11","0","0.002430558","","0.000004462","0.0000125131","0.0000015247","0.0000007872","","0","0","0","","","804.5139225635"
"2024-07-10","324.1489048901","145.1095150029","123.5275604317","55.944","21.644390941","31.2","22.3591699797","25.4205390937","19.4483399673","5.7318893009","7.2576","4.2367479024","1.9152964935","2.0971203232","7.2","0.6910064","0.74592","0.6596493102","0.5224769064","0.202473384","","0.11","0","0.0025289944","","0.0000032913","0.000015651","0.0000020365","0.0000010544","","0","0","0","","","800.1751513546"
"2024-07-11","324.3722507309","146.543601022","122.628660816","55.944","21.6419770943","31.2","22.6310623588","25.4174348017","20.8058274649","5.3222208316","7.2576","4.2367479024","1.9152977294","2.0071232264","7.2","0.7430388","0.74592","0.6596493102","0.5570063064","0.201357384","","0.07","0","0.0029978815","","0.0000047199","0.0000134838","0.0000020274","0.000000792","","0","0","0","","","802.1037946836"
"2024-07-12","323.239357112","146.6042934247","122.5515702795","55.944","21.6428384496","31.2","22.521478884","25.3786938504","20.2269251227","5.722061507","7.2576","4.2367479024","1.9153077888","2.0874003232","7.2","0.7291636","0.74592","0.6596493102","0.5095049064","0.202206384","","0.16","0","0.0028900492","","0.0000068332","0.0000153909","0.0000020365","0.000001056","","0","0","0","","","800.7376342107"
"2024-07-13","315.4135633387","146.3899235578","121.6796016065","55.944","21.6424845865","31.2","22.5144732765","25.3470041909","19.8330853485","5.7381543113","7.2576","4.2367479024","1.9153077888","1.9972153232","7.2","0.6822644","0.74592","0.6596493102","0.5339825064","0.202230384","","0.11","0","0.0028320255","","0.000020928","0.0000107433","0.0000020384","0.0000010544","","0","0","0","","","791.2460746213"
"2024-07-14","312.7525304263","145.7184265812","121.6040438704","55.944","21.6416518888","31.2","22.4632513351","25.3425096869","19.8374159365","5.6865487566","7.2576","4.2367479024","1.9153077888","1.9825053232","7.2","0.6225288","0.74592","0.6596493102","0.5096327064","0.202230384","","0.11","0.0259","0.0029194092","","0.0000002157","0.0000182524","0.0000020327","0.0000010528","","0","0","0","","","787.6613416596"
"2024-07-15","322.2956168558","145.6279776855","123.0510109928","55.944","21.6424367678","31.2","22.3694908101","25.4454907593","18.8058370441","5.6939204514","7.2576","4.2367479024","1.9153077978","2.0555703232","7.2","0.6944136","0.74592","0.6596493102","0.4899071064","0.202236384","","0.11","0.0259","0.0023839685","","0.0000816773","0.0000110624","0.0000015415","0.0000008032","","0","0","0","","","797.6715128437"
"2024-07-16","328.4694912798","147.4387446733","122.6705628512","55.944","21.643099822","31.2","22.5752623548","25.4052103086","19.8420514157","5.7238966688","7.2576","4.2367479024","1.9153077864","2.0340053232","7.2","0.7414252","1.18992","0.6596493102","0.5150171064","0.200682384","","0.16","0.0266","0.0025939841","","0.0000055033","0.000017886","0.0000020365","0.0000010544","","0","0","0","","","807.0518948511"
"2024-07-17","330.4537401779","146.0447409342","121.6741680971","55.944","21.642936616","31.2","22.5344971076","25.4317848016","19.0151515033","5.7301571448","7.2576","4.2367479024","1.9153078027","2.0315803232","7.2","0.6651996","1.63392","0.6596493102","0.5279759064","0.202281384","","0.12","0.0266","0.0029257631","","0.0000038627","0.0000106168","0.0000020365","0.0000010544","","0","0","0","","","806.1509819449"
"2024-07-18","330.0179833717","147.8678731061","122.5569589891","55.944","21.6427106972","31.2","22.5735498186","25.4446741615","20.0853184472","5.7302187603","7.2576","4.2367479024","1.9153235176","2.0467582264","7.2","0.746224","1.63392","0.6596493102","0.5228873064","0.202314384","","0.11","0.0252","0.0019404266","","0.0000026527","0.000016053","0.0000020327","0.0000010528","","0","0","0","","","809.6218742165"
"2024-07-19","327.7521569019","146.3102268272","122.1040407559","55.944","21.6427644288","31.2","22.6191017209","25.4343480336","19.9845573184","5.7199961436","7.2576","4.2367479024","1.9153478976","2.0602903232","7.2","0.7819104","1.63392","0.6596493102","0.5271359064","0.200895384","","0.11","0.0203","0.002422032","","0.0000045711","0.0000135198","0.0000015267","0.0000016601","","0","0","0","","","805.3174325638"
"2024-07-20","325.1308212976","149.1856175948","123.1381632272","55.944","21.6423366322","31.2","22.5519300519","25.3470761911","25.4843322978","5.8411491908","7.2576","4.2367479024","1.9153624728","2.0143903232","7.2","0.7566192","1.63392","0.6596493102","0.5463167064","0.202230384","","0.07","0.0154","0.0027751076","","0.0000080102","0.0000143698","0.0000020066","0.0000018985","","0","0","0","","","811.9764641751"
"2024-07-21","328.2699875047","149.7989694889","122.3175506244","55.944","21.6414514033","31.2","22.5320341881","25.3472864892","26.587267141","5.8971544698","7.2576","4.2367479024","1.9153624728","1.9825803232","7.2","0.6521564","1.6339274024","0.6596493102","0.5092007064","0.201273384","","0.07","0.0098","0.002693494","","0.0000002157","0.0000154716","0.0000019994","0.0000019308","","0","0","0","","","815.8667123223"
"2024-07-22","332.217113086","156.0244317806","122.9335924749","55.944","21.6434284421","31.2","22.4792910582","25.4400509051","39.1970718951","6.2332289216","7.2576","4.2367479024","1.9153624728","2.0427503232","7.2","0.8597896","1.63392","0.6596493102","0.7555787064","0.202023384","","0.11","0.0119","0.0031909128","","0.0000680473","0.0000136984","0.0000015045","0.0000018921","","0","0","0","","","840.2008063177"
"2024-07-23","333.269974518","154.9626805664","122.83812179","55.944","21.6425858754","31.2","22.6066838747","25.6315562174","35.3674548394","5.7681373234","7.2576","4.2367479024","1.9153133221","2.0619403232","7.2","0.7754928","1.63392","0.6596493102","0.7516481064","0.200982384","","0.07","0.0252","0.0027185063","","0.000002235","0.000014753","0.0000015305","0.0000019532","","0","0","0","","","836.022428131"
"2024-07-24","336.3164952163","152.6737927617","122.1707338626","55.944","21.6436286085","31.2","22.4435839532","25.5301160941","19.2346477685","5.921608818","7.2576","4.2367479024","1.9151524719","2.0352003232","7.2","0.7041692","1.63392","0.6596493102","0.5056151064","0.202623384","","0.11","0.021","0.0024710926","","0.000002999","0.0000137759","0.0000020308","0.0000019193","","0","0","0","","","819.5627765986"
"2024-07-25","334.8344576488","152.3667411789","177.7681740314","55.944","21.6434289281","31.2","22.6541807206","25.4605805679","21.6597400517","5.9603042604","7.2576","4.2367479024","1.9151373071","2.0386003232","1.792735251","0.7725348","1.63392","0.6596493102","0.5412557064","0.202038384","","0.06","0.0203","0.0023438837","","0.0000058694","0.0000151979","0.0000020195","0.0000019516","","0","0","0","","","870.6244952942"
"2024-07-26","327.5807288415","152.0885877155","124.5554960344","55.944","21.6436898571","31.2","22.5393000035","25.4331098981","19.8580620905","5.8900979196","7.2576","4.2367479024","1.9153636844","2.0430453232","","0.8133604","1.63392","0.6596493102","0.5229749064","0.202326384","","0.19","0.0196","0.0022467377","","0.0000051813","0.0000138584","0.0000020157","0.0000021908","","0","0","0","","","806.2299302547"
"2024-07-27","315.2903051981","149.256334364","122.1720240463","55.944","21.6422486278","31.2","22.5005072367","25.3509178037","20.3336021432","5.696055475","7.2576","4.2367479024","1.9156493592","2.0031203232","","0.7591396","1.63392","0.6596493102","0.5577485064","0.200880384","","0.19","0.0189","0.0021930898","","0.0000101288","0.0000147225","0.0000015227","0.0000021978","","0","0","0","","","788.8215719418"
"2024-07-28","314.9137965068","147.8803167944","121.7239058768","55.944","21.6410925629","31.2","22.484130102","25.3513565839","19.0964334375","5.8950860479","7.2576","4.2367479024","1.9156493592","1.9784553232","","0.6757016","1.63392","0.6596493102","0.5321369064","0.202230384","","0.19","0.0189","0.0026364637","","0.0000002157","0.0000154868","0.0000020138","0.0000019452","","0","0","0","","","785.4337648228"
"2024-07-29","299.6025457116","149.0726736229","122.6224415658","55.944","21.6447931762","31.2","22.5614128554","25.4616073776","20.3888005054","5.6726999009","7.2576","4.2367479024","1.9166290225","2.0772853232","","0.73932","1.6339299636","0.6596493102","1.3178981064","0.202419384","","0.11","0.0154","0.0025200084","","0.0000268651","0.0000140888","0.0000020066","0.0000018999","","0","0","0","","","774.3404185969"
"2024-07-30","281.2607001171","147.3581471022","123.2581336646","55.944","21.6426720265","31.2","22.6653819826","25.4411345334","20.8791908788","5.4314142071","7.2576","4.2367479024","1.9170891987","2.1121653232","","0.7985748","1.63392","0.6596493102","1.5653099064","0.202254384","","0.1","0.014","0.0020358759","","0.0000145324","0.0000152132","0.0000015099","0.0000021844","","0","0","0","","","755.580154653"
"2024-07-31","278.0640585636","144.6931043535","127.0791566083","55.944","21.6438746144","31.2","22.6959482944","25.4096474723","19.6684368814","5.4448293308","7.2576","4.2367479024","1.9170356992","2.0766753232","","0.760486","1.6340515275","0.6596493102","1.0339889064","0.200736384","","0.1","0.0147","0.0028684747","","0.0000553129","0.0000136521","0.000002003","0.0000016451","","0","0","0","","","751.7376682594"
"2024-08-01","273.4358127293","143.1680903733","128.9966072607","55.944","21.6436730137","31.2","22.9119069192","23.536450254","17.4860188489","1.1838553607","7.2576","2.5867479029","1.8672388868","2.0770553232","","7.829714","0.0000244366","0.6596493102","0.5534903064","0.197220384","","0.06","0","0.0001861713","","0.0016428097","0.0000156632","0.0000015119","0.0000016441","","0","0","0","","","742.5970031101"
"2024-08-02","271.5966399382","144.1312231366","128.0957584403","55.944","21.6500761802","31.2","22.7908069802","23.6939175275","17.6820869067","3.7016196782","7.2576","4.2367479024","1.9174455023","2.2334053232","","0.8195404","0","0.6596493102","0.5288063064","0.196506384","","0.06","0","0.0002136829","","0.0015063161","0.0000058327","0.0000020233","0.0000021996","","0","0","0","","","738.397559971"
"2024-08-03","267.2666365344","145.1477895141","122.8639316318","55.944","21.6642040478","31.2","22.8732568082","25.3541533302","18.9876695209","3.67866718","7.2576","4.2367479024","1.9174764408","2.4401203232","","0.7846984","0.0000130948","0.6596493102","0.5745251064","0.196200384","","0.06","0","0.0001759927","","0.0009025419","0.0000060339","0.0000020048","0.0000016425","","0","0","0","","","733.108427745"
"2024-08-04","267.6772727866","143.7233732482","122.1745408032","55.944","21.6414673886","31.2","22.6527047004","25.3484686852","17.1684830115","3.6882323317","7.2576","4.2367479024","1.9174764408","2.0262103232","","0.6813752","0.230929818","0.6596493102","0.5288819064","0.196812384","","0.07","0","0.0001683299","","0.0002002156","0.0000061941","0.0000015099","0.0000021868","","0","0","0","","","729.0246046767"
"2024-08-05","269.9143094868","145.2665005394","123.2904785079","55.944","21.6673478239","31.2","22.7901158347","25.4386893564","20.1416713615","3.7279060246","7.2576","4.2367479024","1.9175327074","2.8743432264","","1.2739776","0.74592","0.6596493102","0.6071981064","0.199317384","","0.07","0","0.0002044783","","0.000707155","0.0000059763","0.0000019994","0.0000018969","","0","0","0","","","739.2242266779"
"2024-08-06","268.0335544412","145.6682348272","123.8888331359","55.944","21.6661763669","31.2","23.0381957979","25.4192188903","20.8221601478","3.731013138","7.2576","4.2367479024","1.9175613968","2.4885103232","","0.8306084","0.74592","0.6596493102","0.7412207064","0.202242384","","0.06","0","0.0002181821","","0.0002002156","0.0000057703","0.0000015099","0.0000019306","","0","0","0","","","738.5518747767"
"2024-08-07","267.407158374","141.2750139796","123.0846133709","55.944","21.6587436874","31.2","22.9057935283","25.4195342974","17.8735337121","4.8791000499","7.2576","4.2367479024","1.9175339435","2.2703803232","","0.784078","0.74592","0.6596493102","0.5483651064","0.202236384","","0.1","0","0.0024208519","","0.0015116012","0.0000059041","0.0000020067","0.0000016451","","0","0","0","","","730.3739439783"
"2024-08-08","269.9636804822","153.2594307541","123.6528699603","55.944","21.6576576695","31.2","23.1633891814","25.6933788943","30.2148076149","5.2259364491","7.2576","4.2367479024","1.9175335756","2.2902703232","","0.8665456","0.74592","0.6596493102","0.9125435064","0.202230384","","0.06","0","0.0039873316","","0.0014087039","0.0000061351","0.0000020104","0.0000021862","","0","0","0","","","759.1295979748"
"2024-08-09","273.9915355678","161.4909242557","147.3353806003","55.944","21.6451443554","31.2","23.0487018719","25.7308000936","45.8999736353","5.2255636599","7.2576","4.2367479024","1.9175214422","2.1108503232","","0.8292688","0.74592","0.6596493102","1.6495103064","0.202278384","","0.06","0","0.003001149","","0.0011044296","0.0000059407","0.0000015064","0.0000021864","","0","0","0","","","811.1854857204"
"2024-08-10","278.2363893599","160.7921215814","142.7165255631","55.944","21.6442635646","31.2","23.0161805157","25.6778334202","33.1666403238","5.2060859729","7.2576","4.2367479024","1.9175213376","2.0800453232","","0.7619872","0.7459248393","0.6596493102","1.0256621064","0.202230384","","0.06","0","0.002002759","","0.0018110662","0.0000057528","0.0000015027","0.0000016469","","0","0","0","","","796.5512314323"
"2024-08-11","281.940048954","150.1853009405","137.1822687543","55.944","21.6423558789","31.2","22.8696199943","25.6558122591","23.3833918384","5.2064230012","7.2576","4.2367479024","1.9175213376","2.0422653232","","0.667482","0.74592","0.6596493102","0.6979607064","0.198405384","","0.06","0","0.0025383043","","0.0002002157","0.0000057986","0.0000015118","0.0000021946","","0","0","0","","","773.6955216095"
"2024-08-12","286.8737567108","157.3198372003","133.1838492632","55.944","21.6477385887","31.2","22.8517756724","25.7038416074","26.3651363129","5.217209272","7.2576","4.2367479024","1.9181573654","2.1059603232","","0.7534028","0.74592","0.6596493102","0.8661383064","0.199767384","","0.1","0","0.0035985128","","0.0012119834","0.000005799","0.000002003","0.0000016457","","0","0","0","","","785.1553079632"
"2024-08-13","291.86327585","148.4649668992","124.6915188587","55.944","21.6451549299","31.2","23.0209013926","25.588953738","27.4125405399","5.1948923765","7.2576","4.2367479024","1.9188785653","2.1705253232","","0.8178224","0.74592","0.6596493102","0.9692909064","0.200463384","","0.06","0.0147","0.0032786513","","0.0009052184","0.000005939","0.0000015117","0.0000021814","","0","0","0","","","774.0819958781"
"2024-08-14","292.0091400018","142.2220518726","123.3226334152","55.944","21.6444502972","31.2","22.8356946982","25.6322440551","20.6677463258","5.1944242042","7.2576","4.2367479024","1.9193606034","2.2675503232","","0.7675484","0.74592","0.6596493102","0.5839073064","0.201126384","","0.1","0.0126","0.0033725179","","0.0003008829","0.0000059016","0.0000015046","0.0000016439","","0","0","0","","","759.4280775506"
