"Service","EC2-Instances($)","EC2-Other($)","Relational Database Service($)","ElastiCache($)","DocumentDB (with MongoDB compatibility)($)","Elastic Container Service for Kubernetes($)","S3($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic MapReduce($)","Elastic File System($)","EC2 Container Registry (ECR)($)","Secrets Manager($)","Transfer Family($)","Route 53($)","DynamoDB($)","Backup($)","WAF($)","Key Management Service($)","Elastic Container Service($)","Cost Explorer($)","Service Catalog($)","SNS($)","Athena($)","SES($)","Lambda($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","SQS($)","CloudFormation($)","X-Ray($)","Total costs($)"
"2024-08-15","292.1429300821","141.3903562386","123.2591058244","55.944","21.641522974","31.2","22.9512883328","25.3723329166","19.041643875","5.1913195579","7.2576","4.2367479024","1.9200099687","2.1541853232","","0.690942","0.74592","0.6596493102","0.5072447064","0.200655384","","0.06","0.014","0.0035201697","","","0.0000061598","0.0000020049","0.0000021882","","0","0","0","","","756.5849849189"
"2024-08-16","291.807874322","141.9761301742","123.8158128521","55.944","21.6443947557","31.2","22.9643971575","25.368653469","20.4665112592","5.1954021676","7.2576","4.2367479024","1.9214288136","2.2354953232","","0.8076292","1.18992","0.6596493102","0.5392103064","0.202236384","","0.07","0.0161","0.002377999","","","0.0000064295","0.0000015173","0.0000016471","","0","0","0","","","759.52158099"
"2024-08-17","287.9758242763","148.8220588531","123.1995182026","55.944","21.6427546904","31.2","23.027707666","25.3558765248","33.218418782","5.2085466174","7.2576","4.2367479024","1.9214288136","2.2119453232","","0.7862688","1.63392","0.6596493102","0.6183533064","0.202230384","","0.06","0.0133","0.0020021118","","","0.0000058962","0.0000020012","0.0000018937","","0","0","0","","","775.1981613553"
"2024-08-18","287.3091657497","142.3651267925","122.8771763219","55.944","21.6413209077","31.2","22.844627375","25.3429878472","21.2436068212","5.2050157435","7.2576","4.2367479024","1.9214288136","2.1679253232","","0.6763636","1.63392","0.6596493102","0.5433419064","0.202230384","","0.06","0.0126","0.0020097591","","","0.0000064728","0.0000020012","0.000001934","","0","0","0","","","755.3468549656"
"2024-08-19","291.0754524753","139.4030567592","122.6368132666","55.944","21.6425311965","31.2","22.7131410078","25.3437826129","18.3429206175","5.2008143396","7.2576","4.2367479024","1.9214288136","2.1657753232","","0.6899212","1.63392","0.6596493102","0.4877015064","0.202230384","","0.06","0.014","0.0025706749","","","0.0000062957","0.0000015081","0.000002183","","0","0","0","","","752.8340673769"
"2024-08-20","288.3516853045","142.9384915466","124.210568601","55.944","21.6445676362","31.2","23.0660230526","25.4316108162","20.0118054371","5.2859469605","7.2576","4.2367479024","1.9212061775","2.2622903232","","0.8204364","1.63392","0.6596493102","0.5454773064","0.202248384","","0.1","0.0196","0.0028153453","","","0.0000057463","0.0000020157","0.0000016601","","0","0","0","","","757.7466999258"
"2024-08-21","283.3728465793","140.9694584871","123.8743117714","55.944","21.6436967125","31.2","23.0661356733","25.4120986709","19.3381212063","5.343746519","7.2576","4.2367479024","1.9208473161","2.2308203232","","0.8055644","1.63392","0.6596493102","0.5034725064","0.202242384","","0.1","0.0154","0.0032264001","","","0.0000057403","0.0000015207","0.0000021948","","0","0","0","","","749.733915618"
"2024-08-22","282.3710729143","144.2919787522","127.429238308","55.944","21.6437925067","31.2","23.1702197595","25.4574600979","21.3217383963","5.6783384137","7.2576","4.2367479024","1.9210519543","2.2304703232","","0.8576032","1.63392","0.6596493102","0.5640077064","0.202266384","","0.06","0.0189","0.0028697695","","","0.0000080759","0.0000020157","0.0000021944","","0","0","0","","","758.1529379846"
"2024-08-23","279.8698430894","162.136679892","123.9356375307","55.944","21.644136084","31.2","23.0564364956","25.4659549015","58.7246186102","5.7254366396","7.2576","4.2367479024","1.9214145168","2.2412053232","","0.9895312","1.63392","0.6596493102","0.8569175064","0.202020384","","0.11","0.0203","0.0029221682","","","0.0000083975","0.0000020179","0.0000016569","","0","0","0","","","807.8349836265"
"2024-08-24","275.5367215851","143.2852860857","123.1522033009","55.944","21.6435432262","31.2","23.029684915","25.4430768606","23.9317347214","5.709043153","7.2576","4.2367479024","1.9214145168","2.2428803232","","0.7603076","1.63392","0.6596493102","0.5348495064","0.202230384","","0.06","0.0224","0.003044786","","","0.0000078966","0.000001532","0.0000022044","","0","0","0","","","748.4103498099"
"2024-08-25","275.4659055402","139.3670187059","122.7696720831","55.944","21.641836502","31.2","23.0017605744","25.4317408573","18.999238529","5.7069193567","7.2576","4.2367479024","1.9214145168","2.1765153232","","0.6477224","1.63392","0.6596493102","0.5055431064","0.202230384","","0.06","0.021","0.0036841219","","","0.0000171922","0.0000020271","0.0000022044","","0","0","0","","","738.8541406372"
"2024-08-26","279.5056635044","137.0961389911","123.891200749","55.944","21.6442056454","31.2","22.9403415982","25.2658607754","18.0692215873","5.7028853573","7.2576","4.2367479024","1.92141178","2.2161153232","","0.7155556","1.63392","0.6596493102","0.4841507064","0.202275384","","0.07","0.0175","0.0031452021","","","0.0000247274","0.000002014","0.000001942","","0","0","0","","","740.6776180998"
"2024-08-27","280.2964155359","138.4886665729","123.7501951186","55.944","21.6433679629","31.2","23.18368927","25.2145200078","18.746164605","5.7837004879","7.2576","4.2367479024","1.927889787","2.2120903232","","0.8138776","1.63392","0.6596493102","0.5175587064","0.202020384","","0.06","0.0196","0.0031637062","","","0.0000123556","0.0000015244","0.0000019081","","0","0","0","","","743.7948530685"
"2024-08-28","277.8819553587","136.5281826601","124.093866862","55.944","21.6423223313","31.2","23.2458245005","25.1485861349","19.6352199967","5.7404998141","7.2576","4.2367479024","1.9335155229","2.0100232264","","0.832842","1.63392","0.6596493102","0.5568929064","0.202059384","","0.25","0.0189","0.0040191257","","","0.0000167084","0.0000020157","0.0000021964","","0","0","0","","","740.6566479568"
"2024-08-29","277.6588807165","138.5764267763","124.2008811973","55.944","21.6408512004","31.2","23.308376532","25.1512333934","20.3454759203","5.7041689416","7.2576","4.2367479024","1.9347400003","2.0295203232","","0.8471792","1.63392","0.6596493102","0.5247917064","0.200886384","","0.08","0.0175","0.0055221811","","","0.0000123562","0.0000015171","0.0000016489","","0","0","0","","","743.1583672076"
"2024-08-30","278.6858119971","140.1669887171","123.8155502179","55.944","21.6477781676","31.2","23.3474463222","25.1341601357","21.0028323582","5.8069277243","7.2576","4.2367479024","1.9353295669","2.0518753232","","0.8394328","1.63392","0.6596493102","0.5223629064","0.201873384","","0.08","0.0112","0.00407031","","","0.0000158415","0.0000015027","0.0000019276","","0","0","0","","","746.185576415"
"2024-08-31","275.1312080289","135.8019527605","123.3537798425","55.944","21.6415181201","31.2","23.2482220654","25.1050451156","19.983901192","5.745638852","7.2576","4.2367479024","1.9353083088","2.0369903232","","0.8385996","1.63392","0.6596493102","0.5260391064","0.202680384","","0.08","0.0077","0.0028878461","","","0.0000127938","0.0000009988","0.0000010902","","0","0","0","","","736.5734036409"
"2024-09-01","274.4108989216","136.9358979239","124.0250325498","55.944","21.6420513473","31.2","23.9444474144","23.182150132","16.4921985529","1.4569638236","7.2576","2.7279728328","1.9498185849","2.053215","","8.2646668","0.0000244366","0.6816376205","0.5297916672","0.2036720016","","0.08","0","0.0001678994","","","0.0000163792","0.0000014992","0.0000021756","","0","0","0","","","732.9822275625"
"2024-09-02","278.3638985835","139.8890241133","126.7442268317","55.944","21.6432976254","31.2","24.0541662437","23.4128103773","16.9271769588","4.1688160647","7.2576","4.3779728328","1.9997910409","2.09574","","0.8943056","0","0.6816376205","0.5376294672","0.2036720016","","0.07","0","0.0001682064","","","0.0000126189","0.0000014919","0.0000016277","","0","0","0","","","740.4659493063"
"2024-09-03","280.5439693585","140.9334081931","128.6863746811","55.944","21.6427129678","31.2","24.0133690198","25.1444178334","17.6178606333","4.1710134514","7.2576","4.3779728328","1.9997729136","2.101925","","0.8837504","0.0000483968","0.6816376205","0.5289720672","0.2036720016","","0.08","0","0.0001603452","","","0.0000164852","0.0000014919","0.0000016291","","0","0","0","","","748.0126573223"
"2024-09-04","287.419917463","140.7431617787","128.6053634072","55.944","21.6428582512","31.2","23.9792451739","25.1649123348","17.9059770284","4.1531592258","7.2576","4.3779728328","1.9996887677","2.100975","","0.9156024","0.2309073296","0.6816376205","0.5529726672","0.2040650016","","0.12","0","0.0001994708","","","0.0000128115","0.0000014919","0.0000018791","","0","0","0","","","755.2002319357"
"2024-09-05","289.1984808598","143.1707468522","127.0168988839","55.944","21.6415073333","31.2","24.0603952289","25.1767533932","19.7004197217","4.2351909701","7.2576","4.3779728328","2.0001737453","2.365995","","0.9245888","0.7459282555","0.6816376205","1.4601228672","0.2091860016","","0.08","0","0.0001832332","","","0.0000159873","0.0000014901","0.0000013785","","0","0","0","","","761.4478004551"
"2024-09-06","284.6310050636","149.3866374528","126.2445334582","55.944","21.6430113229","31.2","23.9145833426","25.181116354","24.6703703517","4.253752043","7.2576","4.3779728328","2.0037917189","2.1735516659","","0.8425408","0.74592","0.6816376205","2.6452482672","0.2063600016","","0.09","0","0.0001517788","","","0.0000138102","0.0000014901","0.0000018793","","0","0","0","","","768.0938012541"
"2024-09-07","278.1441708361","155.3702778677","124.1303897283","55.944","21.6420698705","31.2","23.8376236301","25.1046766014","29.8972983884","5.7913163239","7.2576","4.3779728328","2.0066834592","2.1871466656","","0.7262116","0.74592","0.6816376205","2.4148092672","0.2095820016","","0.08","0","0.0001187146","","","0.0000141538","0.0000014937","0.0000016313","","0","0","0","","","771.7495226867"
"2024-09-08","277.9552862493","143.6160564903","124.1822591282","55.944","21.6422821359","31.2","23.851061649","25.1661148993","20.0883091339","5.7910354519","7.2576","4.3779728328","2.0066834592","2.1765266656","","0.69797","0.74592","0.6816376205","1.0797948672","0.2098070016","","0.12","0","0.0009078256","","","0.0000146174","0.0000019868","0.0000019212","","0","0","0","","","748.7912439357"
"2024-09-09","285.5714361384","143.8579009374","126.4410930664","55.944","21.6427796635","31.2","23.9465664829","25.3169306807","20.047498937","5.9999191587","7.2576","4.3779728328","2.0126167516","2.1829416656","","0.8215472","0.74592","0.6816376205","0.5373822672","0.2098910016","","0.12","0","0.0026785804","","","0.0000144377","0.0000009952","0.0000013785","","0","0","0","","","758.9183297961"
"2024-09-10","288.7107558172","159.9247054321","126.743943759","55.944","21.6420473443","31.2","23.9269656006","25.3825276871","20.2620554287","8.223135288","7.2576","4.3779728328","2.0241195362","2.1943588884","","0.8676024","0.7459419203","0.6816376205","0.5584662672","0.2094470016","","0.12","0","0.0027598019","","","0.000014636","0.000001996","0.0000018889","","0","0","0","","","781.0000611468"
"2024-09-11","289.9113961891","164.5694554063","179.4626124076","55.944","21.6424247694","31.2","23.9207710441","25.243441909","21.6079248833","8.2161170287","7.2576","4.3779728328","2.040235912","2.17187","","0.8933036","0.74592","0.6816376205","0.5633502672","0.2107190016","","0.16","0","0.002708888","","","0.0000153841","0.0000014901","0.0000016281","","0","0","0","","","840.8234802619"
"2024-09-12","287.2169288795","157.4909404511","133.1170247823","55.944","21.6423527307","31.2","24.0379048089","25.2534354959","29.8445803345","6.1315673059","7.2576","4.3779728328","2.0588314661","2.13506","","0.8696968","0.7459419203","0.6816376205","0.9536892672","0.2122610016","","0.12","0","0.0025981748","","","0.0000138121","0.0000014937","0.0000019212","","0","0","0","","","791.2940410991"
"2024-09-13","283.0470271528","147.7957801384","125.0711730088","55.944","21.6424160042","31.2","23.8975116623","25.2284936202","31.2378190928","5.9496427818","7.2576","4.3779728328","2.0809326974","2.184715","","0.8462284","0.7459792173","0.6816376205","0.9638106672","0.2369551129","","0.12","0","0.0023691958","","","0.0000155353","0.0000014919","0.0000013398","","0","0","0","","","770.5120825722"
"2024-09-14","278.1190230545","141.2287414829","124.5626050793","55.944","21.6423054417","31.2","23.8690201814","25.2591847994","20.3684714308","5.5331897341","7.2576","4.3779728328","2.092644338","2.187405","","0.7746624","0.74592","0.6816376205","0.5404290672","0.2464433352","","0.08","0","0.0023714922","","","0.0000138748","0.0000014919","0.0000019196","","0","0","0","","","746.7136445763"
"2024-09-15","278.1711426136","140.6612599545","124.5463787232","55.944","21.6416641573","31.2","23.8116303767","25.1201828531","20.0546341296","5.8519108608","7.2576","4.3779728328","2.0983665837","2.17833","","0.7195244","0.74592","0.6816376205","0.5215986672","0.2422673352","","0.13","0","0.0022499301","","","0.0000156484","0.0000014937","0.0000016295","","0","0","0","","","745.9582898099"
"2024-09-16","282.3062163069","141.6202391274","126.8801482711","55.944","21.6425756255","31.2","23.9927429581","25.2424969236","20.4323334284","5.8700241722","7.2576","4.3779728328","2.1036277605","2.20241","","0.8302424","1.18992","0.6816376205","0.5343462672","0.2460263352","","0.12","0","0.0021712497","","","0.0000137067","0.0000014937","0.0000016295","","0","0","0","","","754.676748109"
"2024-09-17","281.2286637343","142.5796531954","125.6127834755","55.944","21.6437944709","31.2","24.1745070305","25.2296823455","20.7264613424","5.9154307216","7.2576","4.3779728328","2.1201046881","2.21049","","0.8981492","1.63392","0.6816376205","0.5357952672","0.2465123352","","0.13","0","0.0026228368","","","0.0000153742","0.0000014919","0.0000019178","","0","0","0","","","754.3497998806"
"2024-09-18","280.9317740068","141.2114919882","126.9991137659","55.944","21.6424741801","31.2","24.1196522371","25.3045627981","20.077366842","5.9097522336","7.2576","4.3779728328","2.1464197804","2.17332","","0.8516952","1.6339548783","0.6816376205","0.5278872672","0.2466053352","","0.16","0","0.0026145446","","0.0002003004","0.000015088","0.0000014937","0.0000016295","","0","0","0","","","753.4001140224"
"2024-09-19","280.276607937","142.4952218539","132.30259584","55.944","21.6409597801","31.2","24.3415932341","25.2624486998","20.8890266904","5.9709287406","7.2576","4.3779728328","2.176596133","2.141745","","0.8505016","1.6339372425","0.6816376205","0.5352426672","0.2468153352","","0.12","0","0.0024577399","0.02429","0.0017037664","0.0000140798","0.0000014919","0.0000018809","","0","0","0","","","760.373900166"
"2024-09-20","281.4498406485","143.2946818838","125.837713897","55.944","21.6411848883","31.2","24.3024512057","25.2274919666","20.649189642","6.0896010181","7.2576","4.3779728328","2.192244174","2.1074","","0.7903696","1.633953345","0.6816376205","0.5106624672","0.2471633352","","0.12","0","0.0040987511","0.10676","0.0014116323","0.000015601","0.0000019868","0.0000016295","","0","0","0","","","755.6674481254"
"2024-09-21","278.0518575279","142.545696426","124.8356195043","55.944","21.6406190046","31.2","24.2250184003","25.1109947085","20.7435805062","5.991393653","7.2576","4.3779728328","2.196352692","2.11889","","0.823298","1.63392","0.6816376205","0.5209572672","0.2461823352","","0.12","0","0.0052938009","","0.0010058324","0.0000134282","0.0000014937","0.0000016311","","0","0","0","","","750.2719066648"
"2024-09-22","277.7002168916","142.3979844951","125.0623297802","55.944","21.6420310248","31.2","24.1187470772","25.0999379135","20.2016751722","5.9415052739","7.2576","4.3779728328","2.196352692","2.08687","","0.7925868","1.63392","0.6816376205","0.5213670672","0.2422673352","","0.12","0","0.0039716041","","0.0002002157","0.0000152836","0.0000014919","0.000001921","","0","0","0","","","749.2231924925"
"2024-09-23","280.9930825964","143.6550628906","126.3935846729","55.944","21.6454840613","31.2","24.1101489761","25.2723061953","21.6802510442","6.1395601693","7.2576","4.3779728328","2.207103694","2.11805","","0.8990068","1.6339426575","0.6816376205","0.5228442672","0.2469203352","","0.12","0","0.0036271754","","0.00131314","0.0000138008","0.0000014937","0.0000018793","","0","0","0","","","757.1035163025"
"2024-09-24","281.6261831149","144.8470791474","132.8058500064","55.944","21.6410114638","31.2","24.3753905409","25.2170283948","23.0116603758","6.1328305811","7.2576","4.3779728328","2.2183742773","2.14767","","0.9853308","1.6339486425","0.6816376205","0.5356110672","0.2471303352","","0.12","0","0.0025682125","","0.0006057818","0.0000146315","0.0000014919","0.0000013785","","0","0","0","","","767.0095006968"
"2024-09-25","280.398882507","141.6856787707","125.9371078753","55.944","21.6423622082","31.2","24.1817853326","25.1778677306","20.6988971226","6.0215383584","7.2576","4.3779728328","2.2266296506","2.098175","","1.0070972","1.6339355325","0.6816376205","0.5582850672","0.2467373352","","0.16","0.0042","0.0027071976","0.01801","0.0004018465","0.0000160582","0.0000014865","0.0000016265","","0","0","0","","","753.1615283595"
"2024-09-26","281.8218987013","140.4017802197","126.005972456","55.634","21.6413607082","31.2","24.2448734757","25.2216856045","20.1323627543","5.9539299038","7.2576","4.3779728328","2.2340509063","2.160635","","1.0165068","1.6339366725","0.6816376205","0.5278776672","0.2455013352","","0.12","0.0119","0.0028124092","0.045625","0.000401845","0.0000133001","0.0000019959","0.0000018905","","0","0","0","","","752.5743390987"
"2024-09-27","280.0065063579","141.6622098202","127.0595721098","55.944","21.6424713896","31.2","24.1947107161","25.2003948328","19.5110713457","6.1565537405","7.2576","4.3779728328","2.2415084287","2.1712294452","","0.997062","1.63393596","0.6816376205","0.5425938672","0.2439623352","","0.08","0.0161","0.0026167345","","0.0014102451","0.0000156513","0.0000020123","0.00000219","","0","0","0","","","752.8251396354"
"2024-09-28","275.1195965242","139.6233803144","125.3786970444","55.944","21.6431556437","31.2","24.1369754316","25.1039281193","19.6483612179","6.0266609111","7.2576","4.3779728328","2.2440394776","2.1182077788","","0.9515","1.6339204275","0.6816376205","0.5130252672","0.2464583352","","0.08","0.0182","0.0029311643","","0.0015098307","0.0000129623","0.0000015208","0.0000019436","","0","0","0","","","743.9517743679"
"2024-09-29","276.102002035","139.3424565419","125.0569189635","55.944","21.6416834566","31.2","24.0870920421","25.2298901128","19.394364087","5.9790737311","7.2576","4.3779728328","2.2440561602","2.1536183344","","0.917694","1.6339207125","0.6816376205","0.5092182672","0.2422823352","","0.07","0.0175","0.0023938964","","0.0002002157","0.0000164227","0.0000020138","0.0000019081","","0","0","0","","","744.0855956895"
"2024-09-30","287.1722579947","141.1872797377","131.9799459429","55.944","21.6413880779","31.2","24.2101495927","25.2678733034","20.568647356","6.0942502028","7.2576","4.3779728328","2.2491038393","2.1684933344","","1.0408864","1.6339477875","0.6816376205","0.5193270672","0.2435633352","","0.12","0.0175","0.0025684747","","0.0014125269","0.0000127858","0.000001519","0.0000021914","","0","0","0","","","765.5798219228"
"2024-10-01","294.8728819295","149.0153706249","148.2238111567","55.944","21.6418550937","31.2","23.5809054634","23.1622245651","44.4815374183","0.121247147","7.2576","2.5867479029","2.1360440497","2.1202075816","","8.6538376","0.0000480916","0.6596493102","1.3147877064","0.225806448","","0.12","0","0.0001896148","","0.0009066855","0.0000154674","0.0000020102","0.0000016535","","0","0","0","","","817.3196775204"
"2024-10-02","294.8231328589","135.5312188517","146.9916513737","55.944","21.6420646375","31.2","23.5915232965","23.8509318361","19.7520887834","4.399970294","7.2576","4.2367479024","2.1894036792","2.1081975816","","0.9621656","0.000001425","0.6596493102","0.8151269064","0.225806448","","0.16","0","0.0001572363","","0.0015056527","0.000013796","0.0000020178","0.0000021924","","0","0","0","","","776.3429616798"
"2024-10-03","293.5164347402","135.3775584832","204.2455003917","55.944","21.6482230401","31.2","23.6282981138","25.3684033067","17.6009867212","4.396126727","7.2576","4.2367479024","2.1919955015","2.1342325816","","1.0090352","0.000022515","0.6596493102","0.5403587064","0.225806448","","0.12","0","0.0001690194","","0.0004015605","0.000014884","0.0000015208","0.0000021928","","0","0","0","","","831.3015688665"
"2024-10-04","294.7783841485","135.9814383348","147.0856905896","55.944","21.6415594255","31.2","23.7907043503","25.2144601257","17.5471327469","4.5030143375","7.2576","4.2367479024","2.2015757674","2.1122475816","","1.0324532","0.2308992375","0.6596493102","0.5042543064","0.233612448","","0.13","0","0.0001753738","","0.0011041304","0.0000155196","0.0000020178","0.0000018287","","0","0","0","0","","776.2867226826"
"2024-10-05","291.0553857694","134.3132854964","149.2581103552","55.944","21.6415701582","31.2","23.7333932223","25.1052019222","18.2318553604","4.3792300256","7.2576","4.2367479024","2.205877476","2.1428375816","","1.0253112","0.74592","0.6596493102","0.5517671064","0.235031448","","0.12","0","0.0001417563","","0.0014227417","0.0000131283","0.0000020194","0.0000017938","","0","0","0","","","774.0443557738"
"2024-10-06","290.9924834293","133.2583477021","146.2659585962","55.944","21.6411341832","31.2","23.6487334125","25.1005777847","16.710847224","4.408023643","7.2576","4.2367479024","2.205877476","2.0975375816","","0.9071704","0.74592","0.6596493102","0.4983455064","0.239348448","","0.12","0","0.0001256201","","0.0002002156","0.0000162123","0.0000015176","0.0000020376","","0","0","0","","","768.1386482028"
"2024-10-07","296.8778496378","135.2981068107","150.4232716727","55.944","21.6416383208","31.2","23.6440917829","25.3299629385","17.8674353633","5.888965399","7.2576","4.2367479024","2.2075696711","2.1120075816","","0.9889148","0.7459550303","0.6596493102","0.5080601064","0.235046448","","0.12","0","0.0001984918","","0.0018179526","0.0000130008","0.0000020048","0.0000017928","","0","0","0","","","783.1889060185"
"2024-10-08","300.653547142","139.4205191823","155.6223979676","55.944","21.6412397329","31.2","23.5510693518","25.4462272712","18.831263155","6.2836970905","7.2576","4.2367479024","2.2133213161","2.1149775816","","0.96463","0.7459369575","0.6596493102","0.5022701064","0.239723448","","0.12","0.0266","0.0013945299","","0.0009040727","0.0000164382","0.0000020067","0.0000017864","","0","0","0","","","797.6777363494"
"2024-10-09","292.7440180019","141.3526573441","151.5020476855","55.944","21.6424699671","31.2","22.4105898657","25.3978351545","20.7463898592","6.1669964161","7.2576","4.2367479024","2.2181627088","2.1125325816","","0.9579752","0.7459312575","0.6596493102","0.5092601064","0.239609448","","0.16","0.0287","0.0029727898","","0.0011076846","0.0000127633","0.0000015063","0.0000015342","","0","0","0","","","788.2372690872"
"2024-10-10","300.311760047","139.6549521279","150.2346769161","55.944","21.6417799536","31.2","22.2887098233","25.4330451198","20.7547386885","6.149723019","7.2576","4.2367479024","2.2245989669","2.1081425816","","0.9625672","0.74593653","0.6596493102","0.6139769064","0.240011448","","0.12","0.028","0.0029385046","","0.0014408351","0.0000160756","0.0000015137","0.0000020315","","0","0","0","","","792.8150155012"
"2024-10-11","301.2698176053","139.737541559","150.1438895143","55.944","21.6409288669","31.2","22.1727857972","25.4005096631","19.197351185","6.0377023258","7.2576","4.2367479024","2.2278914302","2.1097875816","","0.8995056","0.7459292625","0.6596493102","0.4935353064","0.236843448","","0.14","0.0371","0.0029812415","","0.0016274803","0.0000129342","0.0000020234","0.0000013002","","0","0","0","","","791.7937413375"
"2024-10-12","296.0989333081","139.771998285","149.3381884486","55.944","21.6414853274","31.2","22.219018643","25.4800878043","19.6460700307","6.0618621398","7.2576","4.2367479024","2.2281548856","2.1039525816","","0.8334648","0.74592","0.6596493102","0.4853237064","0.236774448","","0.12","0.0427","0.0026544338","","0.0009026154","0.0000154001","0.0000020177","0.0000020496","","0","0","0","","","786.3555081377"
"2024-10-13","287.0177295246","141.0700288117","149.4543153121","55.944","21.6415511565","31.2","23.3989595516","25.3834021782","19.5857239226","6.027055662","7.2576","4.2367479024","2.2281548856","2.0448191407","","0.8250944","0.74592","0.6596493102","0.4850849064","0.238484448","","0.12","0.0385","0.0022079673","","0.0002002157","0.0000132761","0.0000015285","0.0000018073","","0","0","0","","","779.6052459075"
"2024-10-14","294.0718799769","143.6953440043","153.7967556343","55.944","21.6425114422","31.2","23.6764133796","25.401838782","20.6656724667","6.0424622657","7.2576","4.2367479024","2.2282768686","2.2600491407","","0.97825","0.7459335375","0.6596493102","0.4983251064","0.238835448","","0.12","0.0385","0.0028096594","","0.0003002157","0.0000162056","0.0000020159","0.000001805","","0","0","0","","","795.4021751671"
"2024-10-15","296.5038909592","144.1864792863","159.3749040637","55.944","32.5414040144","31.2","23.8354851034","25.4335214962","20.7493082801","5.8445590031","7.2576","4.2367479024","2.2333654353","2.4868269352","","1.0007596","0.7461634318","0.6596493102","0.5026883064","0.239066448","","0.12","0.0392","0.0028361777","","0.0011152549","0.0000127539","0.0000020196","0.0000020536","","0","0","0","","","815.1395878354"
"2024-10-16","301.4409839246","145.5943731311","151.7268237574","55.944","43.2805053416","32.877439667","23.7929201078","25.4613044928","20.7658360654","6.4956306747","7.2576","4.2367479024","2.2408487825","2.527516612","","0.991656","1.1901214228","0.6596493102","0.5200097064","0.232022448","","0.17","0.042","0.0024354313","","0.0012040142","0.0000163905","0.0000015192","0.0000017952","","0","0","0","","","827.4516484971"
"2024-10-17","308.8434493829","145.575986632","154.8411195433","55.944","43.2816138657","33.6","23.6817594755","25.5097796907","20.2086735276","6.7356677981","7.2576","4.2367479024","2.2553180357","2.4592194615","","0.988854","1.6345239511","0.6596493102","0.5022335064","0.236765448","","0.13","0.0322","0.0027922738","","0.0015412838","0.0000128723","0.0000018528","0.0000017942","","0","0","0","","","838.619511608"
"2024-10-18","317.5776400974","144.2673121974","151.6379992188","55.944","43.2816437223","33.6","23.8262487246","25.5134174438","22.0895519139","7.37112579","7.2576","4.2367479024","2.2721111413","2.512016612","","0.983484","1.634007552","0.6596493102","0.5302325064","0.240251448","","0.12","0.0336","0.0029578676","","0.0012042881","0.000015466","0.000001519","0.0000020405","","0","0","0","","","845.5928207617"
"2024-10-19","316.6665895691","142.5873040812","204.8720009503","55.944","43.2808815254","33.6","23.745798792","25.5818675846","21.774655761","8.1639726626","7.2576","4.2367479024","2.2828742525","2.507056612","","0.9609736","1.6340415563","0.6596493102","0.5024597064","0.238493448","","0.12","0.0301","0.0020793586","","0.0010058521","0.0000138639","0.0000020104","0.0000015404","","0","0","0","","","896.6501699394"
"2024-10-20","318.0307200234","143.9942314601","149.7197511712","55.944","43.2793471814","33.6","23.526765278","25.6479720107","21.277676542","7.9912889033","7.2576","4.2367479024","2.2834651548","2.503681612","","0.8856488","1.6339282555","0.6596493102","0.5032991064","0.238484448","","0.12","0.0329","0.0026826948","","0.0002002157","0.0000153186","0.0000020122","0.0000020479","","0","0","0","","","843.3700594486"
"2024-10-21","325.3581883919","147.9509160184","161.0365567863","55.944","43.284864704","33.6","23.7828338921","25.8420312867","25.0180653053","8.0256543274","7.2576","4.2367479024","2.3013876473","2.4528844615","","0.9963308","1.6340603644","0.6596493102","0.5503049064","0.25688148","","0.12","0.0266","0.0015074672","","0.0009044824","0.0000142805","0.0000015136","0.0000020251","","0","0","0","","","870.3379873531"
"2024-10-22","324.1745771833","145.5895177597","151.4080337749","55.944","47.712914645","33.6","23.7290750769","25.8185951386","22.448385489","7.8847226905","7.2576","4.2367479024","2.3194750142","2.5191113985","","5.2859648","1.6339611825","0.6596493102","0.4966817064","0.272632512","","0.13","0.0245","0.0026727186","","0.0004015384","0.0000147323","0.0000019995","0.00000153","","0","0","0","","","863.1492381029"
"2024-10-23","326.2820813044","146.7241721709","155.0749167556","55.944","51.2663739543","33.6","23.7018680927","25.7879183414","22.7774430279","8.1147382932","7.2576","4.2367479024","2.341339887","2.521034356","","0.9625532","1.63394622","0.6596493102","0.4924691064","0.272404512","","0.16","0.0231","0.0035163433","","","0.0000152727","0.0000015102","0.0000017778","","0","0","0","","","869.8378913384"
"2024-10-24","326.1932179658","149.0039905973","151.1786657879","55.944","51.2667235502","33.6","23.6844927945","25.7302277231","22.4498079812","8.1656290689","7.2576","4.2367479024","2.3543448118","2.4766306462","","0.9976992","1.63395249","0.6596493102","0.4944005064","0.272347512","","0.12","0.0462","0.0038266428","","","0.0000134186","0.000002003","0.0000017788","","0","0","0","","","867.7701716911"
"2024-10-25","326.6012120475","148.4270614815","154.8294762009","55.944","51.2707495145","33.6","23.6866457466","25.6607799704","22.1053032632","7.8799337934","7.2576","4.2367479024","2.3619828703","2.5275980656","","0.9768376","1.6339429425","0.6596493102","0.5169149064","0.272128512","","0.12","0.0462","0.0038586069","","","0.0000158171","0.0000015117","0.0000017791","","0","0","0","","","870.6186418422"
