Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
EC2-Instances($),1197.6240217561,1133.5307690856,1167.7613166603,1158.8252307519,1149.9451124691,1070.9481924545,1103.7811658037,1152.9790548788,1123.571750049,1126.0152630645,1114.2624250693,1192.5010017006,1130.5881927232,1098.3952720742,1211.9369658207,1188.7421626134,1228.9115160712
S3($),746.1110287548,752.0423689215,744.9473530283,753.2746436444,750.5961474224,724.1540693029,733.5759324274,752.425538681,744.017408057,771.5370545517,743.3640709533,754.988974353,769.6805480545,742.013023038,744.1260865891,799.5027351351,777.2544843021
Elastic MapReduce($),531.9058250954,484.5545877116,524.5713229148,501.2390813724,476.6838782636,419.91220894,453.57370835,498.9920929308,472.0912739648,479.0674093072,468.3929266604,528.2547982236,496.7943263612,480.6870101628,519.5335331312,510.3098041384,545.5508822512
EC2-Other($),386.4996321071,381.6256582087,405.7159157551,394.7507330352,390.8830046244,365.9911947711,373.4315801224,387.1334855601,390.7437265398,390.9740371813,382.712890191,399.6457569422,384.0223199893,375.5027395455,407.7674072126,404.8771182052,418.243739964
ElastiCache($),283.918,284.868,282.014,281.75,282.2,282.144,283.082,282.448,281.132,282.94,281.098,281.74,280.774,281.214,281.394,282.694,282.084
Managed Streaming for Apache Kafka($),152.093624934,156.8983886282,159.5511632625,158.4802684639,156.5152800261,156.5374176131,156.2253445667,156.8585637876,158.5594437886,158.5814425867,156.5244039994,157.3728916299,157.087151753,156.6738475596,157.1075961485,156.5611031922,156.3918768502
Relational Database Service($),163.9938336314,150.5746134706,150.737672318,145.8221483035,143.9933402528,137.1397434746,137.1193552032,147.0889316921,143.1443184677,144.78939784,144.5660894539,144.5700774357,137.3952643214,137.2030270025,144.9366058858,144.729056176,144.5993221584
Elastic Load Balancing($),84.3315881211,110.669582387,112.5153552153,128.9027927074,141.5907840838,142.3600090859,143.388316318,150.9024639583,150.22630876,156.06730839,146.6414614425,148.5079963531,144.2933277474,141.4280910843,142.9217981357,139.7285694013,137.8410552191
Athena($),58.54992,70.67624,70.25599,68.506775,61.124165,51.76442,52.968485,66.300455,61.55492,58.72082,40.64712,46.165245,68.629945,53.524305,32.04289,79.47731,29.693395
DynamoDB($),46.350932849,52.9922952104,51.6095176756,49.7287740113,53.0407365504,49.9790045599,50.0177284966,50.250698609,50.1177881988,50.7762351347,49.6199187209,48.5985394423,47.2494608899,46.5301994827,50.2570975387,53.1370595567,49.9771348227
EC2 Container Registry (ECR)($),37.954856289,38.369623038,38.6772498619,38.9507900802,39.1957488053,39.3179369375,39.3195657308,39.4244678391,39.6880669083,39.8988461808,39.9667826549,39.8677605312,39.71213208,39.7318355145,39.9340101317,40.1890317958,40.4956666725
CloudWatch($),46.8743564504,45.7508755133,46.5950704789,45.8698514101,46.4826203352,44.9597103286,45.1236210245,45.2834608913,46.3294376497,47.8733557659,26.7284838153,26.9149713138,26.7375673856,26.752634196,28.2784329806,27.0645368257,27.1158817645
VPC($),22.1527498123,21.963915768,21.860613701,21.720685604,21.7905980739,21.6046556546,21.6204487015,21.5920542264,21.4691675167,21.4974673261,21.3942858612,21.478686708,21.2716254803,21.2957544962,21.513204846,21.4190514513,21.5921603709
Transfer Family($),7.2000000041,7.2,7.2000007321,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Elastic Container Service for Kubernetes($),7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Glue($),1.35338792,1.6399308,1.37998008,1.43172492,1.38400468,1.37060568,1.3420932676,1.3732761905,1.4304174927,1.5083325805,1.3896207498,1.8080703466,1.4189321398,1.4755866997,1.5685469292,1.4268872592,1.5099542016
CloudTrail($),1.2679353583,1.2565441108,1.2581281346,1.2802824292,1.3746710312,1.2895031132,1.2640357647,1.2029837125,1.2044012174,1.1363918478,1.1413475781,1.1620060404,1.0919534858,1.0485676004,1.2171733217,1.2056818168,1.192129436
Key Management Service($),0.6494193384,0.6472683384,0.6497493384,0.6517383384,0.6478713384,0.6465123384,0.6472983384,0.6499233384,0.6498903384,0.6497463384,0.6481443384,0.6489753384,0.6501093384,0.6496923384,0.6500013384,0.6497643384,0.6473583384
WAF($),0.4035005352,0.3321449352,0.2797139352,0.2728343352,0.2594525352,0.2607359352,0.2568845352,0.2609201352,0.2613905352,0.2550887352,0.2591945352,0.2564075352,0.2646497352,0.2630483352,0.2661839352,0.2601467352,0.2421011352
Route 53($),0.8147464,0.4340808,0.4193796,0.215433,0.2167676,0.2030232,0.1906766,0.2155874,0.20672,0.2085452,0.2136308,0.2253478,0.2046442,0.2209444,0.2238038,0.225918,0.2112598
Secrets Manager($),0.2000933328,0.2004883328,0.2002483328,0.1939611106,0.2016083328,0.2091333328,0.2099233328,0.2025533328,0.2013383328,0.2013333328,0.2016983328,0.2223522215,0.2288549992,0.2286249992,0.2295599992,0.2287599992,0.2287699992
CodePipeline($),0.0,,,,2.0,,,,,,,,,,,,
Cost Explorer($),0.06,0.14,0.13,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.17,0.09,0.09,0.09,0.09,0.17
DevOps Guru($),0.30268,0.30268,0.30272,0.1534,0.00088,0.00092,0.001,0.001,0.00108,0.001,0.00108,0.00112,0.00112,0.00116,0.00124,0.00116,0.001
Lambda($),0.0386006102,0.0486912375,0.0723037297,0.0531971412,0.050291951,0.0388780402,0.0388874303,0.0510830534,0.056106896,0.0528501304,0.04088891,0.0598987813,0.0401182462,0.0368661727,0.0845289878,0.0844722262,0.0712679114
CodeBuild($),0.0,0.092,0.042,0.048,0.016,,,0.158,0.048,0.024,,,,,0.024,0.028,
Elastic File System($),0.0259190007,0.0284981841,0.0206010162,0.0207627112,0.0199272996,0.0200744764,0.0185622269,0.0177693861,0.017913582,0.0515814716,0.0226124928,0.0236456907,0.0203407793,0.0203529161,0.0208009303,0.0204622859,0.0231074685
API Gateway($),0.0170709523,0.0176166086,0.0169414602,0.0161677345,0.0156469072,0.0135759411,0.0140128902,0.0158179872,0.0156468618,0.0151028309,0.0106756908,0.0092304685,0.0148921995,0.0138767883,0.0129603866,0.0224780137,0.0121334155
Backup($),0.0135370688,0.0135387234,0.0135413529,0.0135438824,0.0135535522,0.0135546343,0.0135703207,0.0135715547,0.013572841,0.0141702221,0.0143793936,0.0143797514,0.0143943371,0.0143954849,0.0144062102,0.0144062646,0.0144173099
Compute Optimizer($),0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516,0.008064516
CloudFront($),0.00323215,0.0036938425,0.00258005,0.0121950451,0.0025353,0.00265595,0.00306525,0.00257625,0.00350335,0.00593335,0.0041006,0.00590535,0.01091475,0.006836,0.0078689,0.01526065,0.0111998116
Service Catalog($),0.0035,0.0091,0.0035,0.0014,0.0007,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
