Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
EC2-Other($),898.7305233061,896.7989258903,896.5048212916,887.1586261045,900.0548128187,905.8032845376,894.2973876565,902.1212669725,885.1284054268,889.755926027,885.0844852751,891.1522179253,891.024456242,888.5124012311,891.8600549065,887.7842961642,888.8677757066
EC2-Instances($),494.273727781,496.2574801976,493.8648606113,491.0085849388,494.5941406909,493.8385847982,491.2084155452,494.6592445252,495.8093293397,495.5882140029,494.6953208629,491.5555923839,489.450742713,488.9395855911,489.4125744614,486.779663258,475.6718411737
S3($),358.371597247,223.8495265391,209.9741729703,208.4787852117,207.3499101304,205.6950714638,205.6344962461,211.3808698509,203.8570233541,204.9755814859,212.7134071621,210.7374730809,207.9126074203,207.4745808794,212.0489953743,211.8567126592,207.3468154729
Elastic Load Balancing($),205.0725840938,204.9641599926,184.9710898347,182.9397140429,181.8555494855,178.1755679058,174.8461799754,175.9470381433,161.3120003841,169.169908245,162.9104912041,170.6797099551,173.6855731335,168.4959436479,174.8667634262,172.2302136625,169.0608892489
Elastic File System($),51.8509936452,51.8528757687,51.8422748545,51.8743689719,51.8416479378,51.8523092466,51.8433275682,51.8426429961,51.8722967224,51.8580392995,51.8339859525,51.8528614731,51.8425503199,51.8426478702,51.8568251433,51.852740821,51.8516477007
ElastiCache($),49.9395545304,48.5995545304,48.3315545304,48.7335545304,49.0015545304,49.1235545304,49.2695545304,47.6615545304,48.7335545304,48.1975545304,48.3315545304,48.8675545304,48.8675545304,49.5375545304,48.8675545304,47.9295545304,48.4655545304
VPC($),47.9862373397,47.3252036225,47.3518604103,47.442583377,47.5069305481,47.3249917045,47.2728454246,47.3321918768,47.5505958298,47.3420169239,47.1659036262,47.2134494486,47.2787164169,47.3375029527,47.3692926678,47.3413301586,47.3559421632
Transfer Family($),21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
Elastic Container Service for Kubernetes($),21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
Rekognition($),0.01,0.0325,0.015,0.02625,0.58125,8.09125,6.88375,9.01375,8.855,8.455,7.96125,7.84125,8.265,7.47875,7.6675,7.58625,7.21125
CloudWatch($),5.5959317016,5.6112465934,5.6616047725,5.5512596316,5.6997469591,5.6911447102,5.5673266093,5.6109680177,5.6275085961,5.6392258798,5.5262810753,3.2884420196,3.2791116786,3.278634172,3.3119626899,3.3227136923,3.2101370507
EC2 Container Registry (ECR)($),3.7217979897,3.7317927474,3.7417611947,3.7703133795,3.7962706426,3.8068086648,3.8068086648,3.8138547371,3.8243231896,3.8305605214,3.832834752,3.8352324794,3.837786204,3.8378386115,3.8423992175,3.8515096411,3.8688177836
Cost Explorer($),0.27,0.26,0.25,0.22,0.22,0.22,0.2,0.2,0.2,0.2,0.2,2.11,0.2,0.2,34.22,2.22,6.39
QuickSight($),1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096,1.2000000096
DynamoDB($),0.5151694426,0.5151945606,0.5152628804,0.5152401875,0.5152686453,0.5152019604,0.5157551231,0.5151703832,0.5152373284,0.5151746854,0.5151701265,0.5151695554,0.5151698415,0.5151698415,0.5151709815,0.5151725953,0.5151705787
Secrets Manager($),0.4144433328,0.4144633328,0.4149283328,0.3985711106,0.4172133328,0.4172983328,0.4176283328,0.4177183328,0.4178233328,0.4175733328,0.4176283328,0.4183283328,0.4177883328,0.4181333328,0.4175533328,0.4183583328,0.4175733328
Route 53($),1.5025876,0.0026236,0.0013298,0.00132,0.0015152,0.0016918,0.0016704,0.0014988,0.0013252,0.0012726,0.0012586,0.0013086,0.0012742,0.0012836,0.0013766,0.0014322,0.0015742
Key Management Service($),0.0406353336,0.0406173336,0.0394713336,0.062119556,0.0725076672,0.0742596672,0.0727896672,0.0742656672,0.0742386672,0.0740466672,0.0729696672,0.0740496672,0.0744066672,0.0729696672,0.0741156672,0.0722496672,0.0733356672
Glue($),0.13577716,0.01734968,0.01719052,0.017045,0.024758,0.02556196,0.0273998128,0.0242665328,0.0247079728,0.0360130128,0.0268486928,0.0311714528,0.0256358128,0.0330463328,0.0261279728,0.0276243328,0.0317508528
Backup($),0.0083480489,0.0085756521,0.0088032552,0.009030858,0.0090308582,0.0090308583,0.0090302984,0.0090302989,0.0090302989,0.0092443312,0.0091431177,0.0089832354,0.0089396302,0.0089396196,0.0089390487,0.0090523018,0.0090528619
SQS($),0.0051968,0.0051968,0.0052028,0.0052168,0.0052304,0.0052432,0.0052404,0.0052452,0.005252,0.00524,0.0052432,0.0052528,0.0052568,0.0052552,0.0052544,0.0052524,0.005252
Relational Database Service($),0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112,0.0034553112
Service Catalog($),0.0,0.0056,0.0042,0.0014,0.0014,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028
SNS($),0.0011870735,0.0013472552,0.0016050672,0.0021010915,0.0021459399,0.002468193,0.0022165738,0.0024710024,0.0024930079,0.0025604766,0.0019399946,0.0026041676,0.002047597,0.0027483432,0.0027395688,0.0027632126,0.0026428809
Lambda($),0.0010112422,0.0012301652,0.0010963977,0.0012067719,0.0013568541,0.0008809431,0.0007240449,0.0012159237,0.0010978674,0.0011151244,0.0009971057,0.0011092268,0.0008364328,0.0007678364,0.0012238682,0.0011165227,0.0010315171
CloudWatch Events($),0.000352,0.000414,0.000468,0.000322,0.000682,0.000384,0.000276,0.00048,0.00027,0.000234,0.000216,0.00027,0.000258,0.000262,0.000458,0.000456,0.0004
