account_id,month,spend_x,spend_y
9124235587,2024-04-01,100.0,
9124235587,2024-05-01,200.0,
9124235587,2024-06-01,200.0,
9124235587,2024-07-01,200.0,
9124235587,2024-08-01,200.0,
9124235587,2024-09-01,200.0,
9124235587,2024-10-01,100.0,
9124235587,2024-11-01,100.0,
9124235587,2024-12-01,0.0,
9124235587,2025-01-01,0.0,
9124235587,2025-02-01,0.0,
9124235587,2025-03-01,0.0,
11420223908,2024-04-01,1600.0,
11420223908,2024-05-01,1500.0,
11420223908,2024-06-01,1400.0,
11420223908,2024-07-01,1700.0,
11420223908,2024-08-01,2900.0,
11420223908,2024-09-01,2900.0,
11420223908,2024-10-01,2600.0,
11420223908,2024-11-01,1700.0,
11420223908,2024-12-01,0.0,
11420223908,2025-01-01,0.0,
11420223908,2025-02-01,0.0,
11420223908,2025-03-01,0.0,
15680176265,2024-04-01,0.0,
15680176265,2024-05-01,0.0,
15680176265,2024-06-01,0.0,
15680176265,2024-07-01,100.0,
15680176265,2024-08-01,100.0,
15680176265,2024-09-01,0.0,
15680176265,2024-10-01,0.0,
15680176265,2024-11-01,0.0,
15680176265,2024-12-01,0.0,
15680176265,2025-01-01,0.0,
15680176265,2025-02-01,0.0,
15680176265,2025-03-01,0.0,
58264205572,2024-04-01,1000.0,
58264205572,2024-05-01,1000.0,
58264205572,2024-06-01,900.0,
58264205572,2024-07-01,1000.0,
58264205572,2024-08-01,1000.0,
58264205572,2024-09-01,1000.0,
58264205572,2024-10-01,1100.0,
58264205572,2024-11-01,1300.0,
58264205572,2024-12-01,2000.0,
58264205572,2025-01-01,2000.0,
58264205572,2025-02-01,2000.0,
58264205572,2025-03-01,2000.0,
58264391305,2024-04-01,5000.0,
58264391305,2024-05-01,5000.0,
58264391305,2024-06-01,4900.0,
58264391305,2024-07-01,5000.0,
58264391305,2024-08-01,4800.0,
58264391305,2024-09-01,4600.0,
58264391305,2024-10-01,4700.0,
58264391305,2024-11-01,4600.0,
58264391305,2024-12-01,0.0,
58264391305,2025-01-01,0.0,
58264391305,2025-02-01,0.0,
58264391305,2025-03-01,0.0,
65278587813,2024-04-01,5300.0,
65278587813,2024-05-01,5100.0,
65278587813,2024-06-01,4900.0,
65278587813,2024-07-01,4900.0,
65278587813,2024-08-01,4800.0,
65278587813,2024-09-01,4800.0,
65278587813,2024-10-01,4800.0,
65278587813,2024-11-01,4800.0,
65278587813,2024-12-01,4800.0,
65278587813,2025-01-01,4800.0,
65278587813,2025-02-01,4800.0,
65278587813,2025-03-01,4800.0,
123964038738,2024-04-01,17100.0,
123964038738,2024-05-01,17600.0,
123964038738,2024-06-01,16100.0,
123964038738,2024-07-01,16100.0,
123964038738,2024-08-01,15200.0,
123964038738,2024-09-01,14700.0,
123964038738,2024-10-01,15100.0,
123964038738,2024-11-01,14600.0,
123964038738,2024-12-01,14900.0,
123964038738,2025-01-01,14800.0,
123964038738,2025-02-01,14800.0,
123964038738,2025-03-01,14800.0,
128131020113,2024-04-01,2300.0,
128131020113,2024-05-01,2800.0,
128131020113,2024-06-01,4300.0,
128131020113,2024-07-01,5100.0,
128131020113,2024-08-01,2500.0,
128131020113,2024-09-01,2500.0,
128131020113,2024-10-01,2600.0,
128131020113,2024-11-01,2400.0,
128131020113,2024-12-01,2400.0,
128131020113,2025-01-01,5100.0,
128131020113,2025-02-01,5200.0,
128131020113,2025-03-01,5200.0,
155772818492,2024-04-01,30800.0,
155772818492,2024-05-01,29300.0,
155772818492,2024-06-01,20000.0,
155772818492,2024-07-01,22200.0,
155772818492,2024-08-01,21000.0,
155772818492,2024-09-01,0.0,
155772818492,2024-10-01,0.0,
155772818492,2024-11-01,0.0,
155772818492,2024-12-01,0.0,
155772818492,2025-01-01,0.0,
155772818492,2025-02-01,0.0,
155772818492,2025-03-01,0.0,
159245624542,2024-04-01,2300.0,
