"Service","EC2-Instances($)","S3($)","Elastic MapReduce($)","EC2-Other($)","Relational Database Service($)","Elastic Container Service for Kubernetes($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic File System($)","Transfer Family($)","Lambda($)","MongoDB on Hardened  Linux 2 (ARM)($)","DynamoDB($)","ElastiCache($)","Secrets Manager($)","Cost Explorer($)","Key Management Service($)","API Gateway($)","SES($)","EC2 Container Registry (ECR)($)","Service Catalog($)","SQS($)","Route 53($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Backup($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-06-09","2915.8910429093","2647.1068245315","1676.9852221324","487.8489250256","39.2364178126","4.8","9.0038268382","7.493200895","5.8599350975","1.8742692704","","1.3168667694","1.2","1.1176845409","0.576","0.3115616672","0.25","0.2466726672","0.1778957154","0.1047602406","0.0178863768","0","0.0037348","","0","0.0000019128","0.0000007602","","","0","0","","7801.422729963"
"2024-06-10","3116.613066853","2734.363389005","1789.2298723404","510.960021949","39.236417404","4.8","9.0428423796","7.5185570662","6.435955031","1.8926442811","","1.2995400568","1.2","1.1180078918","0.576","0.2988088894","0.25","0.2462226672","0.1777930201","0.1128246345","0.0178863768","0","0.0045744","","0","0.0000019128","0.0000010136","","","0","0","","8225.3944271723"
"2024-06-11","3228.4613848564","2760.8308433302","1892.6832054288","534.9063579412","39.2364173876","4.8","9.2086369871","7.5338666145","6.3653936676","1.9126206274","","1.2998691006","1.2","1.118326745","0.576","0.3112066672","0.25","0.2451606672","0.1756762142","0.1250566003","0.0178863768","0","0.0052464","","0","0.0000014349","0.0000007602","","","0","0","","8491.2631578072"
"2024-06-12","3313.3888421989","2761.7143364076","1973.339578906","536.4400743225","39.2364173951","4.8","9.0540817547","7.5116668332","6.151186348","1.9292044748","","1.2803748223","1.2","1.1186441148","0.576","0.3107616672","0.91","0.2414646672","0.1741275096","0.122887285","0.0178863768","0","0.0046732","","0","0.0000014349","0.0000010136","","","0","0","","8659.5222107322"
"2024-06-13","3577.4905347627","2765.1422464121","2108.62737569","558.9058049711","39.236417384","4.8","9.1292802323","7.528803422","6.0428353255","1.9459192639","","1.3184416879","1.2","1.118959014","0.576","0.3109566672","0.25","0.2438136672","0.1764067726","0.1482370613","0.0178863768","0","0.0045064","","0","0.0000019128","0.0000007602","","","0","0","","9084.2144277836"
"2024-06-14","3614.9867274137","2742.8233926906","2118.902391182","578.3403922205","39.2364173866","4.8","9.0238308403","7.5106760937","6.252644006","1.9635093182","","1.3903488561","1.2","1.1192855224","0.576","0.3105266672","0.25","0.2448336672","0.1785828891","0.1085743026","0.0178863768","0","0.0051876","","0.0000000111","0.0000014349","0.0000010136","","","0","0","","9129.2412094926"
"2024-06-15","3265.7933120615","2686.9290701264","1929.7729430656","530.7763409976","39.2364173896","4.8","9.0100798795","7.4983704539","5.9604344629","1.9813369689","","1.413716658","1.2","1.1196125675","0.576","0.3096416672","0.26","0.2401688894","0.1773629091","0.1030032134","0.0178863768","0","0.0047","","0","0.0000009566","0.0000005068","","","0","0","","8487.1803991507"
"2024-06-16","3126.976818341","2637.9438541694","1839.378956724","531.2196893335","39.2364173973","4.8","9.00495612","7.4937457832","5.9096678815","1.9978936135","","1.4120683833","1.2","1.1199366357","0.576","0.3092716672","0.25","0.2473686672","0.1787047069","0.1414336075","0.0178863768","0","0.0043912","","0","0.0000009566","0.0000002534","","","0","0","","8209.419061818"
"2024-06-17","3365.3662788575","2718.4628116126","1977.9997730364","540.2604508546","39.236417388","4.8","9.3998022647","7.5633628777","6.2420882768","2.0181932054","","1.4142190191","1.2","1.1202647736","0.576","0.2964088894","0.24","0.2466366672","0.1771970338","0.1095113519","0.0178863768","","0.0049144","","","","","","","0","","","8676.7522168855"
"2024-06-18","3511.8505953648","2742.2278810589","2078.4714991452","560.3910928105","39.2364173878","4.8","9.0725670348","7.5139401683","6.1437250491","2.0375732791","","1.3531522705","1.2","1.1205909252","0.576","0.2964338894","0.24","0.2416926672","0.1782040622","0.1213988705","0.0178863768","","0.0048532","","","","","","","0","","","8967.0955035603"
"2024-06-19","3259.2044420761","2733.6078032856","1982.9584731568","550.6340285085","39.2364172633","4.8","9.2189954528","7.5549295659","6.1493077524","2.0542981788","","1.4129311771","1.2","1.1209172176","0.576","0.3091966672","0.42","0.2447586672","0.1786946909","0.1322486927","0.0178863768","","0.0048968","","","","0.0000002534","","","0","0","","8601.0362257831"
"2024-06-20","3229.3206793207","2748.9284867396","1941.1976192872","531.3672616923","39.2364171075","4.8","9.0409374339","7.5269105044","6.2682226764","2.0708826478","","1.3674968085","1.2","1.1212454113","0.576","0.3092216672","0.24","0.2454816672","0.1806245593","0.1299483727","0.0178863768","","0.0050568","","","","","","","0","","","8525.1503790728"
"2024-06-21","3565.5163560622","2740.6400268009","2134.7952698552","593.4892961327","39.2364171112","4.8","9.4222466964","7.5171745841","6.2947358358","2.0875829494","","1.3629118742","1.2","1.121576769","0.576","0.2966438894","0.26","0.2436426672","0.1794263533","0.1374132994","0.0178863768","0","0.0053768","","0","0.0000004782","0.0000005068","","","0","0","","9109.1999850422"
"2024-06-22","3541.1308489079","2708.3571469786","2149.7605017572","598.1769095384","39.2364171007","4.8","9.0898603345","7.4998528","6.1034671697","2.1044034016","","1.4001084379","1.2","1.1219034578","0.576","0.3094066672","0.24","0.2424066672","0.17778954","0.1234950446","0.0178863768","0","0.0047396","","0","0.0000009566","0.0000002534","","","0","0","","9071.6731449901"
"2024-06-23","3331.6376239895","2691.840465862","1977.49286564","558.9651199538","39.2364171117","4.8","9.0074852293","7.4941465379","6.1521747795","2.1209561704","","1.4231608699","1.2","1.1222323058","0.576","0.3101166672","0.3","0.2468166672","0.1818134901","0.1434244709","0.0178863768","0.0077","0.0052024","","0","0.0000014349","0.0000007602","","","0","0","","8634.2816107171"
"2024-06-24","3522.1469453928","2819.2339608328","2113.1527690224","615.2483340895","39.236417115","4.8","9.1874117736","7.5420815812","6.5917881611","2.139145224","","1.415105041","1.2","1.1225601306","0.576","0.3124166672","0.25","0.2455026672","0.178088466","0.1316538922","0.0178863768","0.0021","0.0060524","","0","0.0000014349","0.0000007602","","","0","0","","9144.7362210285"
"2024-06-25","3468.385448686","2802.3044542033","2058.0607471584","560.5392623579","39.2364171007","4.8","9.0648713667","7.519059703","6.553736618","2.1572489059","","1.3973189667","1.2","1.1228872625","0.576","0.3116266672","0.25","0.2469126672","0.178379444","0.1344674619","0.0178863768","0.0014","0.0050948","","0","0.0000019128","0.0000007602","","","0","0","","8964.0632224192"
"2024-06-26","3269.4945306278","2791.5169862424","1932.0513697292","518.1909873915","39.2364171079","4.8","9.0710168346","7.5135493568","6.6698731818","2.1749156746","","1.4148588688","1.2","1.1232132088","0.576","0.3123016672","0.43","0.2440836672","0.1774369024","0.1354656441","0.0178863768","0.0021","0.0049976","","0","0.0000019128","0.0000007602","","","0","0","","8586.3579927549"
"2024-06-27","3320.6593952878","2804.678223997","1979.0818439596","507.4889362178","39.2364171111","4.8","9.0702765791","7.522713063","6.6256529875","2.1919705827","","1.3990682223","1.2","1.1235365366","0.576","0.3118116672","0.25","0.2436876672","0.1763916914","0.1445173406","0.0178863768","0.0014","0.004798","","0","0.0000014349","0.0000010136","","","0","0","","8686.8045297362"
"2024-06-28","3752.5273623457","2820.6341632101","2229.9341750888","583.1383755124","39.2364171085","4.8","9.1811812098","7.4963237898","6.5443641205","2.2110590273","","1.3880561043","1.2","1.1238590772","0.576","0.3128866672","0.24","0.2435496672","0.1774564881","0.1596878929","0.0178863768","0.0021","0.005246","","0","0.0000019128","0.0000010136","","","0","0","","9461.150152613"
"2024-06-29","3946.943680789","2781.7385511134","2286.2763279516","633.9532798622","39.2364171173","4.8","9.0158615709","7.4536463354","6.5344459573","2.2290120361","","1.4288469017","1.2","1.1241857284","0.576","0.3130016672","0.25","0.2461506672","0.1783874004","0.1513166756","0.0178863768","0.0021","0.0048976","","0","0.0000014349","0.0000007602","","","0","0","","9723.6739979456"
"2024-06-30","3751.1930930997","2731.4141367791","2150.2945030952","583.4113862355","39.2364171105","4.8","9.004413948","7.4451617279","6.264183673","2.2455154869","","1.4163380163","1.2","1.1245137196","0.576","0.3122766672","0.25","0.2431746672","0.1803202529","0.160661474","0.0178863768","0.0014","0.0044476","","0","0.0000019128","0.0000010136","","","0","0","","9290.7958328562"
"2024-07-01","3166.231053325","2720.2151774961","1862.8892441856","507.3820190792","39.1025974423","4.8","10.1811733504","7.5047347731","6.4837787364","2.1903655912","","0.0216812573","1.2","1.086912","0.576","0.3023891936","0.25","0.239146128","0.2557798757","0.1420993613","0.0173093952","0","0.005108","0.1","0","0.0000019128","0.0000010136","","","0","0","","8331.1765721168"
"2024-07-02","3271.7411169472","2730.3150217359","1977.3593910932","527.9219321437","39.1025974418","4.8","9.521777164","7.4757187761","6.7013333758","2.2092813624","","1.0110258479","1.2","1.1239244366","0.576","0.3031191936","0.25","0.241360128","0.2055646106","0.1206610832","0.0173093952","0","0.0049696","","0","0.0000019128","0.0000010136","","","0","0","","8582.2021072616"
"2024-07-03","3423.4153769958","2742.6460399443","2026.099452544","543.4030399011","39.10259738","4.8","9.1936181785","7.4910037091","6.6627656381","2.2288919183","","1.4285146203","1.2","1.1242339212","0.576","0.3028791936","0.61","0.239992128","0.2065177347","0.1331851477","0.0173093952","0","0.0046708","","0","0.0000019128","0.0000007602","","","0","0","","8810.8860918229"
"2024-07-04","3934.4371064268","2872.01648383","2266.056450688","572.7162090459","39.1025971676","4.8","9.0681245631","7.4772878015","6.5623418867","2.2453441451","","1.4250753565","1.2","1.1245471682","0.576","0.3027741936","0.25","0.237940128","0.2077644534","0.1218260359","0.0173093952","0","0.0050376","","0","0.0000014349","0.0000010136","","","0","0","","9719.950222334"
"2024-07-05","3975.9308483683","2890.9821890129","2387.9872580544","559.1061912869","39.1025974357","4.8","9.0501857988","7.4598515527","6.4398774626","2.2612527694","","1.4111113095","1.2","1.1248533883","0.576","0.3020341936","0.25","0.235738128","0.2037821997","0.1310080868","0.0173093952","0","0.0045868","","0","0.0000019128","0.0000010136","","","0","0","","9888.5766781692"
"2024-07-06","3522.8892497652","2690.8587672388","2057.0298618856","522.3606404823","39.1025971609","4.8","9.0202939814","7.4569875342","6.2576676398","2.277090039","","1.4102721783","1.2","1.1251680617","0.576","0.2894336022","0.25","0.243400128","0.1820675811","0.1548316098","0.0173093952","0","0.0047496","","0","0.0000014349","0.0000007602","","","0","0","","8867.5063900786"
"2024-07-07","3607.5665218396","2659.3401735837","2125.9469870736","536.3525537965","39.1025971648","4.8","9.0180462432","7.4507524098","6.2505412646","2.2932220071","","1.4231468215","1.2","1.1254932298","0.576","0.3015391936","0.25","0.248029128","0.1845995923","0.1435787928","0.0173093952","0","0.004656","","0","0.0000019128","0.0000010136","","","0","0","","9003.5957504625"
"2024-07-08","3444.6690304553","2774.5397925288","2060.555852344","524.3253591428","39.1025971617","4.8","9.0822636258","7.4820456056","6.5270282007","2.3100559657","","1.3936551862","1.2","1.1258150805","0.576","0.3019991936","0.25","0.241135128","0.1779017472","0.131368621","0.0173093952","0","0.0046708","","0","0.0000019128","0.0000007602","","","0","0","","8878.8138828551"
"2024-07-09","3509.0493437247","2804.2711019755","2122.6240939484","536.8254822411","39.1025977786","4.8","9.0543197735","7.4767772403","6.3649150699","2.3285585501","","1.4172722758","1.2","1.1261274268","0.576","0.3019341936","0.25","0.241048128","0.1772476759","0.1274894833","0.0173093952","0","0.0048136","","0","0.0000014349","0.0000010136","","","0","0","","9047.3364349292"
"2024-07-10","3228.243391279","2755.861343842","1956.3699839488","483.3900659355","39.1025971576","4.8","9.0831383256","7.4793143529","6.4831403972","2.3480991962","","1.4452071019","1.2","1.1264399987","0.576","0.2905086022","0.43","0.242380128","0.1764604706","0.1148453054","0.0173093952","0","0.0044024","","0","0.0000019128","0.0000007602","","","0","0","","8498.7846305098"
"2024-07-11","3734.5496512364","2792.9129510526","2341.9847880444","570.091514601","39.1025972744","4.8","9.2029921101","7.4964065875","6.6002499784","2.3646245608","","1.4129751855","1.2","1.1267548009","0.576","0.2906786022","0.25","0.243262128","0.1792375811","0.3473900406","0.0173093952","0.0119","0.0047344","","0","0.0000019128","0.0000010136","","","0","0","","9514.7660205055"
"2024-07-12","3711.8739625441","2769.0560640942","2232.7861378652","548.8541985891","39.1025976219","4.8","9.0575044804","7.4727342435","6.5461737819","2.3807131844","","1.3651835625","1.2","1.127072733","0.576","0.3025141936","0.25","0.244438128","0.1799867762","0.1412073605","0.0173093952","0.0252","0.0048672","","0","0.0000019128","0.0000010136","","","0","0","","9337.3638686801"
"2024-07-13","3758.9834011966","2707.1339709666","2290.123523776","561.0427081852","39.1025976251","4.8","9.0055828058","7.4539939806","6.3075442063","2.396556356","","1.3215047963","1.2","1.127389262","0.576","0.3029941936","0.25","0.243832128","0.1813921609","0.1308761858","0.0173093952","0.0245","0.0047976","","0","0.0000019128","0.0000010136","","","0","0","","9391.7304777464"
"2024-07-14","3706.3649701558","2693.1808649032","2195.917859786","561.6939152326","39.1025976282","4.8","9.0799159655","7.4905759094","6.281153734","2.4123940068","","1.3226800835","1.2","1.1277041281","0.576","0.3028891936","0.25","0.244054128","0.1812162067","0.1597735874","0.0173093952","0.0238","0.0046168","","0","0.0000014349","0.0000007602","","","0","0","","9231.7342930391"
"2024-07-15","3359.5895506825","2797.0272529528","2038.6630848008","487.6930976054","39.102597636","4.8","9.0636553","7.5105829468","6.6873308936","2.429899196","","1.3233139642","1.2","1.1280179345","0.576","0.3028841936","0.25","0.242203128","0.1764812217","0.1266800484","0.0173093952","0.0238","0.0047136","","0","0.0000019128","0.0000010136","","","0","0","","8757.9384584259"
"2024-07-16","3323.5020274349","2812.8311963022","1960.6663357504","490.8220161088","39.1025976258","4.8","9.0850861214","7.5458329813","6.839133337","2.4528938249","","1.3171619193","1.2","1.1283255161","0.576","0.3028791936","0.25","0.242872128","0.1775207466","0.1452268156","0.0173093952","0.0238","0.0040844","","0","0.0000014349","0.0000010136","","","0","0","","8663.0323020496"
"2024-07-17","3475.2976967561","2774.6758635868","2068.0987092292","538.5064141139","39.102597643","4.8","9.0418439885","7.5201435219","6.8209829676","2.4717859949","","1.2923668626","1.2","1.1286332627","0.576","0.3028791936","0.43","0.241564128","0.1754044473","0.1318331873","0.0173093952","0.0231","0.0047268","","0","0.0000019128","0.0000007602","","","0","0","","8931.8598577516"
"2024-07-18","3599.3091663815","2805.3301557672","2196.989512234","532.9222114385","39.1025976223","4.8","9.0409263919","7.5080663297","6.5666424439","2.4882525285","","1.3064298856","1.2","1.1289379005","0.576","0.2902736022","0.25","0.239107128","0.1745824313","0.1314986786","0.0173093952","0.0224","0.0048396","","0","0.0000019128","0.0000010136","","","0","0","","9209.3989126853"
"2024-07-19","3451.1093999993","2875.4317200261","2090.5277372868","504.272751129","39.102597695","4.8","9.105675555","7.5081763349","6.6729915565","2.5086652317","","1.2965541842","1.2","1.1292468373","0.576","0.3023141936","0.25","0.244198128","0.1780071336","0.2677731256","0.0173093952","0.0189","0.0048184","","0","0.0000014349","0.0000018083","","","0","0","","8996.524839455"
"2024-07-20","3742.0898642884","2828.3898386867","2234.384295734","576.0377910958","39.1025976399","4.8","9.1055826968","7.5141000279","6.3405167473","2.5267540235","","1.3164561861","1.2","1.1295573875","0.576","0.3011741936","0.25","0.241561128","0.1779019667","0.1773167093","0.0173093952","0.0119","0.004806","","0","0.0000019128","0.0000018198","","","0","0","","9455.6953276393"
"2024-07-21","3602.6127043462","2813.3619029409","2089.7600500452","545.6625427941","39.1025976293","4.8","9.0038479565","7.4869471305","6.3749355577","2.542999833","","1.3171736763","1.2","1.1298757302","0.576","0.3008241936","0.25","0.244948128","0.1840322703","0.1375108439","0.0173093952","0.0112","0.0046136","","0","0.0000014349","0.0000018083","","","0","0","","9126.0820193141"
"2024-07-22","3589.6053596488","2871.7354443938","2129.0150889428","541.8643597532","39.1025976841","4.8","9.0922440986","7.5147081122","6.5665854566","2.5616237374","","1.3308238904","1.2","1.1301930247","0.576","0.3009841936","0.25","0.240838128","0.1782583948","0.1397369834","0.0173093952","0.0126","0.004956","","0","0.0000019128","0.0000015549","","","0","0","","9207.2397153053"
"2024-07-23","3750.4214715528","2929.1626786274","2154.9263767412","543.1994076123","39.1025976247","4.8","9.4292544425","7.6120769984","6.7396564423","2.5795751968","","1.33312826","1.2","1.1305062593","0.576","0.3029341936","0.25","0.246859128","0.1816311741","0.1451138768","0.0173093952","0.0217","0.0049336","","0","0.0000014349","0.0000020732","","","0","0","","9453.3832146335"
"2024-07-24","3975.156707518","2978.6665294978","2388.707274156","616.4465491542","39.102597625","4.8","9.1181835411","7.5264377673","6.8067869653","2.6055307706","","1.3270900879","1.2","1.130819312","0.576","0.3026391936","0.43","0.243778128","0.1755913512","0.1357013324","0.0173093952","0.0224","0.005522","","0.000042","0.0000019128","0.0000020732","","","0","0","","10034.5034937816"
"2024-07-25","3843.2148797111","2948.8344712151","2274.878598336","592.7237451094","39.102597632","4.8","9.1261241748","7.5240749282","6.6344113067","2.6292919258","","1.3059120366","1.2","1.131125794","0.576","0.3021891936","0.25","0.243286128","0.1752627327","0.1344002832","0.0173093952","0.0189","0.0056456","","0.000036","0.0000019128","0.0000015549","","","0","0","","9734.8282649701"
"2024-07-26","3770.2806893379","2934.4237891346","2270.8351897952","586.6448968731","39.1025976258","4.8","9.073514015","7.5144174567","6.5837411838","2.6459328144","","1.3238369769","1.2","1.1314303284","0.576","0.3019341936","0.25","0.243358128","0.1749615796","0.1367001445","0.0173093952","0.0175","0.0053404","","0.000033","0.0000014349","0.0000020736","","","0","0","","9637.2831758912"
"2024-07-27","3741.96033553","2847.966717785","2175.8400088516","577.9384770476","39.1025980851","4.8","9.0136376014","7.5002289277","6.4038550225","2.6621654484","","1.2787758019","1.2","1.1317369821","0.576","0.3018991936","0.25","0.241930128","0.1761720568","0.1300962675","0.0173093952","0.0175","0.0052556","","0.0000315","0.0000019128","0.0000018085","","","0","0","","9418.5147349457"
"2024-07-28","3742.3569921527","2827.0806762985","2178.8012354992","574.3287863391","39.1025978237","4.8","9.0051686022","7.4964452939","6.4327207974","2.6778789836","","1.3235304876","1.2","1.1320478097","0.576","0.3017791936","0.25","0.245392128","0.1777106874","0.1294973437","0.0173093952","0.0189","0.004896","","0.000033","0.0000014349","0.00000182","","","0","0","","9397.4596010904"
"2024-07-29","4138.897705006","2908.27234835","2474.3258719904","665.1863384251","39.1025976336","4.8","9.1007473699","7.5266315011","6.5790443778","2.6937155378","","1.3117736252","1.2","1.132358099","0.576","0.3014441936","0.25","0.244510128","0.1768348863","0.1372746833","0.0173093952","0.0147","0.0050804","","0.000027","0.0000019128","0.0000020736","","","0","0","","10261.8523165887"
"2024-07-30","3734.857504861","2933.8562421493","2226.7338024056","560.311694962","39.1025977323","4.8","9.092422239","7.5277514804","6.5175949851","2.7104608093","","1.2940079077","1.2","1.1326622151","0.576","0.3012191936","0.25","0.239380128","0.1732924758","0.1433807479","0.0173093952","0.014","0.0052152","","0.000024","0.0000014349","0.0000015551","","","0","0","","9530.8565658773"
"2024-07-31","4080.3908875574","2976.2433214976","2380.625778318","621.0338108024","39.1025977756","4.8","9.2118897022","7.55284712","6.7749692532","2.7270024844","","1.3114594616","1.2","1.1329652149","0.576","0.3012041936","0.43","0.242218128","0.1745678276","0.2561291208","0.0173093952","0.0133","0.0057092","","0.000024","0.0000019128","0.0000020734","","","0","0","","10134.1239950387"
"2024-08-01","3612.4174947819","2922.227713049","2111.6493467216","557.2803090411","39.1025978591","4.8","9.3306130052","7.5741223599","6.7038609169","2.7472146554","","0.021637557","1.2","1.1332706936","0.576","0.3013841936","0.25","0.240388128","0.2553251419","0.1479085555","0.0173093952","0","0.005026","0.1","0","0.0000014349","0.0000015549","","","0","0","","9278.0815250447"
"2024-08-02","3465.7290484475","2876.3690354888","2013.1607724464","547.5899924796","39.1025976391","4.8","9.1217135973","7.5518048062","6.5738678659","2.7644332772","","1.1595127287","1.2","1.1335785135","0.576","0.3019391936","0.25","0.240226128","0.2044491529","0.1412673834","0.0173093952","0","0.0051384","","0","0.0000019128","0.0000020734","","","0","0","","8977.9926909295"
"2024-08-03","3989.7909233076","2858.7178671657","2255.5380467604","605.330511581","39.1025982594","4.8","9.0527230791","7.4893920971","6.4293361772","2.7802067789","","1.3955583364","1.2","1.1338931284","0.576","0.3012991936","0.43","0.245398128","0.2096011728","0.1362142065","0.0173093952","0.014","0.0040324","","0","0.0000014349","0.0000015549","","","0","0","","9784.6949141571"
"2024-08-04","4197.7955946235","2845.7083044823","2403.8531916128","627.7936681025","39.1025976355","4.8","9.0292001493","7.4851770516","6.4097746771","2.7961768786","","1.3977055456","1.2","1.1342123475","0.576","0.3010541936","0.25","0.247396128","0.21299569","0.1421950496","0.0173093952","0.0133","0.0043008","","0","0.0000019128","0.0000020734","","","0","0","","10150.2701583489"
"2024-08-05","4066.3701476991","2939.0633329279","2361.88782379","608.3778212627","39.1025976385","4.8","9.1497550014","7.5158616151","6.8288435771","2.812635099","","1.4393320192","1.2","1.1345292061","0.576","0.2888286022","0.25","0.244726128","0.1760401494","0.1422594903","0.0173093952","0.0126","0.0053176","","0","0.0000014349","0.0000015555","","","0","0","","10051.3957641916"
"2024-08-06","3586.3950235593","2924.3649136962","2055.0004191576","550.5848108685","39.1025976419","4.8","9.133424644","7.5186080252","6.6991241411","2.827939022","","1.4123562777","1.2","1.1348408565","0.576","0.3012191936","0.24","0.245230128","0.176595121","0.1389896802","0.0173093952","0.0126","0.0051844","","0","0.0000019128","0.0000020738","","","0","0","","9191.8871897946"
"2024-08-07","3487.9927770839","2907.2317165371","2014.9556468084","554.7460925115","39.1025976248","4.8","9.2262271845","7.5038321867","6.6522556236","2.8453619483","","1.4056830628","1.2","1.135158308","0.576","0.3010641936","0.43","0.245212128","0.1771906892","0.1400064673","0.0173093952","0.0112","0.0052972","","0.0000225","0.0000014349","0.0000015551","","","0","0","","9040.7006544429"
"2024-08-08","3585.9228850791","2962.0368634332","2135.2888980592","572.957028854","39.1025976186","4.8","9.1874454078","7.5164432331","6.5337192467","2.8653448861","","1.3211189566","1.2","1.1354733711","0.576","0.3016591936","0.25","0.245452128","0.1774767856","0.1497534567","0.0173093952","0.0154","0.0047652","","0.00003","0.0000019128","0.0000020732","","","0","0","","9331.6056682906"
"2024-08-09","3457.8027675718","2924.4334926571","2020.6302627444","526.5175689155","39.1025975289","4.8","9.0786879222","7.5164069374","6.5943533937","2.8839507509","","1.3461750929","1.2","1.1357893473","0.576","0.3013341936","0.25","0.248449128","0.1794549581","0.1489834328","0.0173093952","0.014","0.004212","","0.0000255","0.0000014349","0.0000018198","","","0","0","","9004.7818247245"
"2024-08-10","3556.349166301","2885.8812350703","2174.1340961684","556.6257568474","39.1025971603","4.8","9.2461828587","7.4919229609","6.4983612225","2.9001722931","","1.3118614569","1.2","1.1361103439","0.576","0.3011991936","0.25","0.249538128","0.1818186663","0.1413893609","0.0173093952","0.0133","0.0045912","","0.000024","0.0000019128","0.0000018083","","","0","0","","9248.4126363485"
"2024-08-11","3406.9485689994","2870.1641443731","2105.5557775176","541.2446411791","39.1025971743","4.8","9.013427847","7.4882199883","6.4793504458","2.9163543871","","1.3237267981","1.2","1.1364344259","0.576","0.3017841936","0.25","0.248740128","0.1821641915","0.1350642206","0.0173093952","0.0168","0.0037468","","0.0000315","0.0000014349","0.0000018198","","","0","0","","8999.1048868193"
"2024-08-12","3256.7087504133","2999.0529953792","2114.9808179348","545.1170410498","39.1025971576","4.8","9.1620581324","7.5318642605","6.6653115973","2.9327043704","","1.3133895913","1.2","1.1367544722","0.576","0.3012241936","0.25","0.248620128","0.1802826926","0.154253463","0.0173093952","0.014","0.004736","","0.000024","0.0000019128","0.0000015549","","","0","0","","8991.4507376989"
"2024-08-13","3109.2197777998","2991.2438238095","2000.4408251308","525.5287569126","39.1025971642","4.8","9.1022970809","7.5132309004","6.678183017","2.9494398183","","1.3609276299","1.2","1.1370653769","0.576","0.3011941936","0.25","0.245149128","0.1734309615","0.1440700831","0.0173093952","0.0133","0.0044328","","0.0000255","0.0000019128","0.0000018083","","","0","0","","8702.0018404228"
"2024-08-14","3277.9368438365","2966.3290513269","2140.4990903108","556.2052045566","39.1025971507","4.8","9.0980359014","7.5483690278","6.6061097235","2.9661955667","","1.3395961413","1.2","1.1373777747","0.576","0.3013091936","0.43","0.248908128","0.1763889561","0.1443535763","0.0192871269","0.014","0.0043416","","0.0000255","0.0000014349","0.0000015549","","","0","0","","9016.6830883876"
"2024-08-15","2848.9284075071","2840.5525887267","1770.0538052896","482.7735438343","39.1025972887","4.8","9.1590141565","7.481870668","6.3798647021","2.9824220757","","1.3119729109","1.2","1.1376882962","0.576","0.3010641936","0.25","0.249124128","0.1761445163","0.1425638396","0.0209660616","0.0133","0.0041792","","0.000024","0.0000019128","0.0000020734","","","0","0","","8017.5971453811"
"2024-08-16","3013.7953139515","2909.7900740981","1929.5955563516","515.1420209611","39.1025978476","4.8","9.1756272066","7.5086077153","6.5905606577","2.9997440128","","1.3034360709","1.2","1.1379989543","0.576","0.3016991936","0.25","0.247918128","0.1745857999","0.1397426516","0.0209660616","0.0154","0.0048304","","0.0000285","0.0000014349","0.0000018083","","","0","0","","8443.8727118054"
"2024-08-17","3487.4226798883","2916.2312120794","2202.296126316","622.2020607652","39.1025972085","4.8","9.0069794748","7.4828249107","6.3625417842","3.0196688794","","1.3151710005","1.2","1.1383118745","0.576","0.3010741936","0.25","0.249214128","0.178394816","0.13946749","0.0209660616","0.0126","0.0045072","","0.0000225","0.0000019128","0.0000018198","","","0","0","","9303.3124243033"
"2024-08-18","3157.4486038887","2881.8475334362","1950.79637901","547.0536786664","39.1025974635","4.8","9.0128350289","7.479312382","6.3389531432","3.0368999","","1.3387922634","1.2","1.1386283144","0.576","0.3011091936","0.25","0.247924128","0.1781887017","0.1537271381","0.0209660616","0.0126","0.0043584","","0.0000225","0.0000014349","0.0000020732","","","0","0","","8612.3391131278"
"2024-08-19","3118.8004105195","2894.678389944","2027.8554901932","521.0247633009","39.1025971649","4.8","9.0060874707","7.4872095101","6.4168902346","3.0531620028","","1.3194089994","1.2","1.1389446377","0.576","0.3010841936","0.25","0.251278128","0.1791802201","0.1445073134","0.0209660616","0.0133","0.0038912","","0.0000225","0.0000019128","0.0000015549","","","0","0","","8637.6235870622"
"2024-08-20","3590.5877379625","3194.775293317","2287.9924103332","640.1698717472","39.1025972509","4.8","9.1915887906","7.51032155","6.748913949","3.0704447567","","1.3685162686","1.2","1.1392619262","0.576","0.3019141936","0.25","0.253852128","0.1787746167","0.1429480437","0.0209660616","0.0182","0.0052236","","0.0000345","0.0000014349","0.0000020732","","","0","0","","9789.4048745036"
"2024-08-21","3527.4840832856","3208.247943147","2391.3467590864","740.5995218067","39.1025976209","4.8","9.3294514824","7.5449252273","6.2849886907","3.0886793675","","1.265569057","1.2","1.1395661494","0.576","0.3109889784","0.43","0.260240676","0.1620763261","0.1440421485","0.0209660616","0.014","0.0059328","","0.00003","0.0000019128","0.0000020732","","","0","0","0","9943.3583658975"
"2024-08-22","4096.6226203833","3121.980717911","2662.9368995236","827.8448135933","39.1025972536","4.8","9.2305277877","7.5287019949","6.5877092163","3.1155817667","","1.29408614","1.2","1.1398640453","0.576","0.3020291934","0.25","0.279381192","0.1753010039","0.1499514356","0.0209660616","0.0175","0.00577","","0.0000315","0.0000014349","0.0000015549","","","0","0","","10785.161052992"
