"Service","EC2-Instances($)","S3($)","Elastic MapReduce($)","EC2-Other($)","Relational Database Service($)","Elastic Container Service for Kubernetes($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic File System($)","Transfer Family($)","Lambda($)","MongoDB on Hardened  Linux 2 (ARM)($)","DynamoDB($)","ElastiCache($)","Secrets Manager($)","Cost Explorer($)","Key Management Service($)","API Gateway($)","SES($)","EC2 Container Registry (ECR)($)","Service Catalog($)","SQS($)","Route 53($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Backup($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-08-23","3855.0262221671","3132.7769521343","2417.5377369948","678.3179951767","39.1025972684","4.8","9.1501162895","7.5173875903","6.9444297962","3.1407290084","5.5432928184","1.323074235","1.2","1.1401740795","0.576","0.3152274192","0.25","0.281835192","0.1746963087","0.1489312662","0.0209660616","0.0175","0.0050272","","0.0000285","0.0000019128","0.0000020732","0.0000000008","0.0000000119","0","0","","10165.310923505"
"2024-08-24","4383.3277047447","3060.0464064725","2585.248356086","640.6631052741","39.1025971567","4.8","9.3019189092","7.5076243393","6.4554722909","3.1626953721","7.2","1.3286842616","1.2","1.1404850846","0.576","0.3149124192","0.25","0.281169192","0.17558135","0.141917234","0.0209660616","0.0203","0.0040724","","0.0000375","0.0000019128","0.0000020732","0.0000000008","","0","0","","10752.2700101353"
"2024-08-25","4003.4107957974","3030.207923441","2381.2844689544","602.7611213953","39.1025971668","4.8","9.1366706268","7.5007725216","6.5129705486","3.1801618347","7.2","1.3129092946","1.2","1.1407962546","0.576","0.3155524192","0.25","0.284892192","0.1747711835","0.1451885926","0.0209660616","0.0203","0.0040912","","0.0000375","0.0000019128","0.0000015551","0.0000000008","","0","0","","10100.5429904534"
"2024-08-26","4458.9268814957","3244.4181913349","2612.0414949628","686.0618341026","39.102597455","4.8","9.4277444201","7.5326268651","6.9431347777","3.2029170567","7.2","1.3244523511","1.2","1.141105212","0.576","0.3150824192","0.25","0.283302192","0.1729058369","0.1450872036","0.0246361079","0.0161","0.0057228","","0.00003","0.0000014349","0.0000020734","0.0000000008","","0","0","","11085.1118501024"
"2024-08-27","4757.4132478487","3513.3334840591","2781.3175689236","815.0123873082","39.1025976707","4.8","9.2434095167","7.5401947739","7.0146555236","3.2270336598","7.2","1.2923854499","1.2","1.1414069501","0.576","0.3151674192","0.25","0.277416192","0.1693515752","0.1531498794","0.0298841664","0.0175","0.005912","","0.000036","0.0000019128","0.0000020734","0.0000000008","","0","0","","11950.6327929035"
"2024-08-28","4332.1699197797","3533.2850148137","2565.2802339756","661.5536226246","39.1025981473","4.8","9.84452991","7.66913105","6.6923554788","3.2509628394","7.2","1.3209131648","1.2","1.1417049973","0.576","0.3020191934","0.43","0.279411192","0.1686371656","0.1451749085","0.0314704224","0.0175","0.0052236","","0.000033","0.0000019128","0.0000018083","0.0000000008","","0","0","","11176.466459985"
"2024-08-29","6122.4859121931","4005.5545540664","3405.0727488068","760.2676154812","39.1025977567","4.8","12.7871540099","8.1234166234","6.7769506516","3.2688709317","7.2","1.3138898232","1.2","1.1420020479","0.576","0.3146774192","0.25","0.276609192","0.1652965996","0.1413888926","0.0314704224","0.0161","0.0050152","","0.00003","0.0000019128","0.0000018198","0.0000000008","","0","0","","14380.8723038511"
"2024-08-30","6027.922907125","3636.0993119739","3207.800345826","748.4831942932","39.1025976408","4.8","9.2125637555","7.53243311","6.7788279602","3.2880471099","7.2","1.3039081134","1.2","1.1422983252","0.576","0.3137974192","0.24","0.276840192","0.1682420811","0.1403906841","0.0330687282","0.0077","0.005284","","0.000018","0.0000009566","0.0000015549","0.0000000008","","0","0","","13703.62777885"
"2024-08-31","6306.1801996043","3714.6710369673","3296.9675884852","743.7675646561","39.102597624","4.8","9.1565845996","7.5033428521","6.6759426921","3.3059206232","7.2","1.3011393425","1.2","1.1425991494","0.576","0.3130524192","0.26","0.281091192","0.1717416313","0.140150945","0.0334348536","0.0091","0.0047516","","0.0000105","0.0000014349","0.0000012902","0.0000000008","","0","0","","14144.7638524628"
"2024-09-01","6256.1014628417","3650.4513625996","3208.7648342424","741.0486685343","39.236417308","4.8","9.1433546829","7.5133794553","5.9703744256","3.4329922391","7.2","0.0217052306","1.2","1.1447724022","0.576","0.3239849992","0.25","0.2851570008","0.2533834544","0.1651421704","0.0345493536","0","0.0040652","0.1","0","0.0000014349","0.00000129","0.0000000009","","0","0","","13938.0216088659"
"2024-09-02","5816.5752186763","3676.9961140912","2971.3472004548","721.3999019842","39.2364176104","4.8","9.2651588225","7.5295786889","6.9604198692","3.4497490414","7.2","0.7195245559","1.2","1.1450853742","0.576","0.3234099992","0.25","0.2840020008","0.2005049347","0.1528719914","0.0345493536","0","0.0053384","","0","0.0000014349","0.0000015551","0.0000000009","","0","0","","13269.6510488396"
"2024-09-03","5249.0323628776","3655.8958589055","2850.7571245052","782.0228726281","39.2364173004","4.8","10.5108029181","7.7180177469","6.8967726289","3.4692483826","7.2","1.2938616171","1.2","1.1453927302","0.576","0.3233949992","0.43","0.2811460008","0.1951681169","0.1619993827","0.0345493536","0","0.0055664","","0","0.0000014349","0.0000015549","0.0000000009","","0","0","","12623.1865594845"
"2024-09-04","5159.5977667264","3816.540060843","2995.281597756","927.4613619244","39.2364173282","4.8","9.2399928344","7.5235247678","6.9359449463","3.4869270696","7.2","1.3129171988","1.2","1.1457021973","0.576","0.3235299992","0.42","0.2856040008","0.1992635941","0.1544378671","0.0345493536","0","0.0051856","","0","0.0000014349","0.0000015549","0.0000000009","","0","0","","12982.9607869977"
"2024-09-05","5459.2202142039","3879.3191688568","3190.7973380864","965.9974925312","39.2364174251","4.8","9.4903909638","7.597908347","6.8704443156","3.5046942333","7.2","1.3098870667","1.2","1.1460142718","0.576","0.3233649992","0.25","0.2846980008","0.2016207013","0.152013137","0.0345493536","0","0.0051296","","0","0.0000014349","0.0000015549","0.0000000009","","0","0","","13579.5173490842"
"2024-09-06","5390.2453244159","3782.5607864026","3123.8610754264","968.6306180994","39.2364173735","4.8","9.2564097941","7.5354081912","6.9748463273","3.5239407672","7.2","1.3141684802","1.2","1.1463268999","0.576","0.3233949992","0.25","0.2843260008","0.1706440497","0.1502359028","0.0345493536","0.0077","0.0055068","","0","0.0000014349","0.0000015549","0.0000000009","","0","0","","13349.2876822745"
"2024-09-07","4140.2256965566","3627.5971416324","2688.912866494","907.1080735999","39.2364173429","4.8","9.1257571359","7.501244128","6.7093092141","3.5411399862","7.2","1.3054742509","1.2","1.1466446031","0.576","0.3234849992","0.26","0.2860300008","0.1734152571","0.1357020041","0.0345493536","0.0091","0.0043996","","0","0.0000014349","0.0000018198","0.0000000009","","0","0","","11447.4124494144"
"2024-09-08","5116.908720103","3752.6240326702","2831.678573866","696.365672324","39.2364172987","4.8","9.1282241452","7.5029020169","6.6802849978","3.5580325741","7.2","1.3229177495","1.2","1.1469644273","0.576","0.3235999992","0.25","0.2906320008","0.1760821587","0.1645455225","0.0345493536","0.007","0.0039848","","0","0.0000014349","0.0000018083","0.0000000009","","0","0","","12481.1791392516"
"2024-09-09","3698.4610288445","3733.7121218127","2342.492125618","791.1092851644","39.2364173154","4.8","9.3183548433","7.5399363537","6.9379405497","3.5761844871","7.2","1.3392847928","1.2","1.1472818449","0.576","0.3233649992","0.24","0.2849020008","0.1705241394","0.1463520422","0.0345493536","0.0049","0.0046876","","0","0.0000019128","0.0000013015","0.0000000009","","0","0","","10649.8552449769"
"2024-09-10","3187.1581759349","3724.1065124318","2008.0671685676","609.0302559211","39.236417353","4.8","9.1958874261","7.5173363753","6.91170762","3.5943252567","7.2","1.3382572372","1.2","1.1475914841","0.576","0.3240699992","0.26","0.2813380008","0.1666854848","0.1452397302","0.0323031902","0.0105","0.0043256","","0","0.0000014349","0.0000015549","0.0000000009","","0","0","","9612.3041006037"
"2024-09-11","3264.1830353229","3750.8199291767","2003.6996586612","594.1741835007","39.2364173939","4.8","9.2363833365","7.5231427767","6.8422464634","3.6145069732","7.2","1.3098748833","1.2","1.1478975025","0.576","0.3234049992","0.43","0.2819110008","0.1674736772","0.1520321099","0.0353678749","0.0063","0.004526","","0","0.0000014349","0.0000015549","0.0000000009","","0","0","","9696.9642946437"
"2024-09-12","3021.285234774","3794.8262465398","1828.6786810648","515.0195666938","39.2364175891","4.8","9.2712030679","7.5310157732","6.8678284637","3.6365443469","7.2","1.3389701116","1.2","1.1482259822","0.576","0.3103216659","0.25","0.3103810008","0.1906270358","0.1390950176","0.038207688","0.0077","0.0043052","","0","0.0000019128","0.0000020732","0.0000000009","","0","0","","9243.866576002"
"2024-09-13","3267.5894302839","3807.7730308642","1927.2968770808","559.0531699507","39.2364172914","4.8","9.2830130586","7.5315963524","6.8738802903","3.6574983494","7.2","1.2848689125","1.2","1.1485553015","0.576","0.3234999992","0.25","0.2838640008","0.171242991","0.1373796913","0.038207688","0.0077","0.0043232","","0.0000105","0.0000009566","0.0000010368","0.0000000009","","0","0","","9645.7205678003"
"2024-09-14","3368.6125924228","3739.8447594741","2082.8260910336","572.1866200845","39.2364173769","4.8","9.1241809147","7.4985105391","6.670597174","3.6751646872","7.2","1.3044521758","1.2","1.1488732805","0.576","0.3234799992","0.25","0.2823820008","0.1727342222","0.1310830795","0.038207688","0.007","0.0036796","","0.000009","0.0000019128","0.0000018083","0.0000000009","","0","0","","9847.1128384749"
"2024-09-15","2874.1850863668","3667.1203419022","1733.7717192892","506.9202799618","39.2364172865","4.8","9.1231698276","7.4979760465","6.6426281069","3.6918746782","7.2","1.3147811779","1.2","1.1491880734","0.576","0.3234799992","0.25","0.2866960008","0.171133298","0.1535133538","0.038207688","0.007","0.0036764","","0.000012","0.0000014349","0.00000182","0.0000000009","","0","0","","8865.6631847126"
"2024-09-16","2972.1453615002","3758.6002390079","1780.7955108104","508.2640462529","39.2364172896","4.8","9.228130835","7.5603390799","6.7579254532","3.7084737899","7.2","1.2878369848","1.2","1.1495008944","0.576","0.3236449992","0.24","0.2820100008","0.169256566","0.1450698633","0.038207688","0.007","0.004286","","0.000009","0.0000019128","0.0000020732","0.0000000009","","0","0","","9103.7192700024"
"2024-09-17","3045.3879178202","3753.0628820482","1845.3583308564","541.7712085225","39.2364173697","4.8","9.242454421","7.5349963846","6.8900971989","3.7266828895","7.2","1.3135984972","1.2","1.1498108058","0.576","0.3235349992","0.25","0.2827450008","0.1685761876","0.1437643906","0.038207688","0.0063","0.0046924","","0.0000105","0.0000014349","0.0000015549","0.0000000009","","0","0","","9269.6682309709"
"2024-09-18","4430.3615381132","3832.8463394107","2450.1795585588","621.438572981","39.2364173012","4.8","9.2265877274","7.5278323588","6.9100992176","3.7510866078","7.2","1.3907343146","1.2","1.1501246812","0.576","0.3236599992","0.43","0.2891440008","0.1735626193","0.137527717","0.038207688","0.007","0.004824","","0.000013005","0.0000014349","0.0000015549","0.0000000009","","0","0","","11419.1988332923"
"2024-09-19","3040.2295583741","3815.056046731","1864.3185212784","511.1970176561","39.2364173184","4.8","9.6037205861","7.5692587955","6.8788300951","3.774177473","7.2","1.3253831457","1.2","1.1504437331","0.576","0.3235699992","0.25","0.2869090008","0.172464999","0.158091496","0.038207688","0.007","0.0043352","","0.0000105","0.0000014349","0.0000018198","0.0000000009","","0","0","","9315.3559673251"
"2024-09-20","4045.6424542495","3843.5375774295","2241.0791042928","558.2307872343","39.2364172971","4.8","9.2815276161","7.5303660756","6.8486228222","3.793335683","7.2","1.3399228008","1.2","1.1507620323","0.576","0.3234949992","0.25","0.2871010008","0.1725792856","0.1355844446","0.038207688","0.0077","0.004276","","0.0000105","0.0000019128","0.0000018083","0.0000000009","","0","0","","10772.6658351734"
"2024-09-21","3122.5478696127","3775.8933816972","1878.570161998","511.3106040945","39.2364178276","4.8","9.1668720566","7.4935680689","6.5822568234","3.8105590938","7.2","1.2846972036","1.2","1.1510740501","0.576","0.3234849992","0.25","0.2831080008","0.1697384241","0.1374837033","0.038207688","0.0077","0.004038","","0.0000105","0.0000014349","0.0000015549","0.0000000009","","0","0","","9372.0372368325"
"2024-09-22","3124.2692414315","3765.2260871863","1873.8506815488","523.0127148801","39.236417304","4.8","9.1433229817","7.4959005877","6.5536930056","3.8272422638","7.2","1.3185424426","1.2","1.1513917867","0.576","0.3234849992","0.25","0.2881600008","0.1761796665","0.1493066343","0.038207688","0.007","0.0038276","","0.000012","0.0000014349","0.0000015549","0.0000000009","","0","0","","9370.0974169983"
"2024-09-23","5509.1179570845","3863.3769723281","2806.1754713912","657.0421158304","39.2364173003","4.8","9.210458296","7.5773968098","6.7213773991","3.8462230256","7.2","1.2925768239","1.2","1.1517111772","0.576","0.3236799992","0.25","0.2837320008","0.170848675","0.1467775597","0.0369550419","0.0063","0.0047236","","0.0000105","0.0000014349","0.0000015551","0.0000000009","","0","0","","12919.7477078336"
"2024-09-24","6466.7764266292","3858.2465174734","3250.662423434","704.2957165202","39.2364173212","4.8","9.1932227607","7.8811367907","6.7107251777","3.8657803209","7.2","1.1258804666","1.2","1.1520167671","0.576","0.3233749992","0.24","0.2875540008","0.1684647071","0.1432533058","0.0348905592","0.007","0.0045888","","0.000009","0.0000019128","0.0000015553","0.0000000014","","0","0","","14364.1314025033"
"2024-09-25","3171.1810333312","3856.8107941337","1899.85899982","486.0919509111","39.2364173065","4.8","9.6922537526","8.1687721315","6.6867740188","3.9571239299","7.2","1.2596006327","1.2","1.152314502","0.576","0.3098566659","0.43","0.2834080008","0.1694893275","0.1601749911","0.0413785224","0.0042","0.0043892","","0.000006","0.0000014349","0.0000015549","0.0000000015","","0","0","","9499.274940169"
"2024-09-26","3163.8388434598","3825.9607217785","1903.8002710848","531.4695960703","39.2364172961","4.8","9.2256250134","8.1598084118","6.6599104837","4.1101111573","7.2","1.3215558197","1.2","1.1526273648","0.576","0.3242449992","0.25","0.2837110008","0.1718021267","0.1579246375","0.0614701349","0.0112","0.005172","","0.0000195","0.0000014349","0.0000018198","0.0000000016","","0","0","","9509.9770355956"
"2024-09-27","5122.9872165167","4868.8203396319","2732.8679993768","633.5392382627","39.2364173063","4.8","9.2209180402","8.223376303","6.6930898527","4.2256490244","7.2","1.2846579871","1.2","1.1529465909","0.576","0.3249999992","0.25","0.2868820008","0.1762171679","0.1685665341","0.0664837732","0.0147","0.0046532","","0.000027","0.0000019128","0.0000018083","0.0000000015","","0","0","","13443.3203822905"
"2024-09-28","3625.3668338403","3647.6482900739","2137.263578538","580.2340607289","39.236417296","4.8","9.1458676986","8.0771108415","6.5404348524","4.2490432142","7.2","1.2970587683","1.2","1.1532785461","0.576","0.3120366659","0.25","0.2941540008","0.1827371111","0.149204897","0.0704248829","0.0168","0.0036988","","0.00003","0.0000019128","0.0000020732","0.0000000016","","0","0","","10075.2670647435"
"2024-09-29","3694.6795419206","3605.8952363695","2258.8837120052","606.1985023062","39.2364173065","4.8","9.1264729242","8.0690586401","6.5032011417","4.2665656667","7.2","1.3225041753","1.2","1.1536104076","0.576","0.3252399992","0.25","0.2949190008","0.1825435915","0.1440522453","0.0721264752","0.0168","0.0041912","","0.0000315","0.0000014349","0.0000018198","0.0000000016","","0","0","","10250.4007301319"
"2024-09-30","3316.5614512177","3712.6707571024","2059.361245338","555.9086242027","39.2364173167","4.8","9.302714535","8.1013274622","6.6878565858","4.2846918753","7.2","1.3042984867","1.2","1.1539400786","0.576","0.3253999992","0.25","0.2940610008","0.1791158208","0.1524183568","0.0721264752","0.0168","0.0046488","","0.0000315","0.0000019128","0.0000015549","0.0000000018","","0","0","","9729.6439296234"
"2024-10-01","3483.6734287614","3835.8032053171","2070.2404024716","529.2959358434","39.1025976416","4.8","9.2400965613","8.1022483171","5.8776576417","4.1723292659","7.2","0.0219314573","1.2","1.1520885659","0.576","0.3149524192","0.25","0.254880192","0.2559623432","0.1666632468","0.069799812","0","0.0044688","0.1","0","0.0000019128","0.0000020736","0.0000000018","","0","0","","10001.8746526457"
"2024-10-02","4145.3887442422","3574.0734379505","2316.572230816","554.4133533532","39.1025978232","4.8","9.1400713258","8.1099158037","6.4015362185","4.197814475","7.2","0.4927387812","1.2","1.1523913297","0.576","0.3148224192","0.43","0.277869192","0.2479783249","0.1532489708","0.069799812","0","0.004448","","0","0.0000014349","0.0000020736","0.0000000019","","0","0","","10674.3190023483"
"2024-10-03","3061.9973585198","3586.8498438953","1900.8660641656","505.7564573777","39.1025978869","4.8","9.2141381504","8.1005751146","6.5251987311","4.2221833936","7.2","1.3083538813","1.2","1.1526954069","0.576","0.3148074192","0.43","0.276873192","0.198495058","0.1621334533","0.069799812","0.0161","0.0044284","","0","0.0000019128","0.0000015551","0.0000000019","","0","0","","9140.3441073275"
"2024-10-04","3046.8060719892","3554.1907725841","1857.0573551112","482.11555745","39.1025976248","4.8","9.2245788165","8.0737489528","6.5156050517","4.2461345041","7.2","1.2932340554","1.2","1.1529955191","0.576","0.3148674192","0.25","0.276873192","0.2001564538","0.1523296185","0.069799812","0.0273","0.0039864","","0","0.0000019128","0.000002024","0.0000000021","","0","0","0","9024.8499684933"
"2024-10-05","3479.5596024217","3339.3412936063","2206.286702198","567.3176441412","39.1025976867","4.8","9.1380095314","8.0719959831","6.4633198086","4.2688994087","7.2","1.2874083671","1.2","1.1533001382","0.576","0.3147824192","0.25","0.277653192","0.2030968562","0.155537313","0.069799812","0.0294","0.0036768","","0","0.0000014349","0.0000020076","0.0000000022","","0","0","","9677.0707231281"
"2024-10-06","3279.1098831937","3085.7368099261","1987.0930862368","536.1653676218","39.1025976392","4.8","9.1306564815","8.0621576649","6.4844350601","4.2916416673","7.2","1.3290683051","1.2","1.1536106764","0.576","0.3150324192","0.25","0.283968192","0.2055721951","0.1519412466","0.069799812","0.0294","0.0038452","","0","0.0000019128","0.0000017591","0.0000000023","","0","0","","8972.744877212"
"2024-10-07","3274.4055846699","3071.5965799998","2067.169656794","554.0145060501","39.1025976182","4.8","9.243402909","8.1082564192","6.5807597815","4.3143673256","7.2","1.2899815745","1.2","1.1539182149","0.576","0.3145824192","0.25","0.278544192","0.2005586099","0.1551279778","0.069799812","0.0287","0.005012","","0","0.0000019128","0.0000020071","0.0000000023","","0","0","","9052.0579402898"
"2024-10-08","2934.8265670013","3085.9162323551","1833.9420481652","479.2754307945","39.1025976659","4.8","9.196591487","8.1009315466","6.6319089246","4.337983719","7.2","1.3819739834","1.2","1.1542170214","0.576","0.3145574192","0.25","0.280320192","0.167888936","0.1669958092","0.069799812","0.0294","0.0042616","","0","0.0000014349","0.0000015047","0.0000000025","","0","0","","8418.9257093745"
"2024-10-09","3244.8578805057","3039.908164841","2046.8363218184","550.6139408463","39.1025976414","4.8","9.2269049317","8.108599608","6.5963631249","4.3620308557","7.2","1.3318191478","1.2","1.1545173815","0.576","0.3141624192","0.43","0.279846192","0.1689043079","0.1602824051","0.069799812","0.0259","0.0053192","","0.000024","0.0000019128","0.0000017586","0.0000000026","","0","0","","8967.3293827126"
"2024-10-10","2941.6638698031","2978.5976410569","1781.455243662","477.4048103491","39.1025976242","4.8","9.1941647561","8.1330236262","6.5859390054","4.3858934763","7.2","1.3430687367","1.2","1.1548195262","0.576","0.3142924192","0.24","0.278445192","0.169450475","0.1518241877","0.069799812","0.0266","0.0046148","","0.000027","0.0000014349","0.0000020076","0.0000000027","","0","0","","8264.0521289533"
"2024-10-11","3635.1337679877","3154.8405383153","2128.6352383448","524.4152387858","39.1025983394","4.8","9.1579931746","8.0764952438","6.5206167995","4.4119607357","7.2","1.3031260869","1.2","1.1551217444","0.576","0.3149074192","0.25","0.278625192","0.1700206699","0.1488900655","0.069799812","0.0308","0.0041696","","0.0000265","0.0000019128","0.0000015057","0.0000000027","","0","0","","9527.7959382377"
"2024-10-12","3353.9923561072","2878.5440825493","2046.3736324552","530.8401506722","39.1025976387","4.8","9.139821231","8.0606204539","6.4405920602","4.4346754956","7.2","1.2896042992","1.2","1.1554265318","0.576","0.3145174192","0.25","0.279741192","0.1723619366","0.1450121295","0.069799812","0.0329","0.0037248","","0.000033","0.0000014349","0.0000017591","0.0000000029","","0","0","","8894.4176529805"
"2024-10-13","3377.9645604467","2834.1584171975","2014.933651852","540.6480398919","39.1025976152","4.8","9.1327560562","8.0600605565","6.4554206894","4.4574037857","7.2","1.3073971743","1.2","1.1557345129","0.576","0.3150274192","0.25","0.280092192","0.1733202142","0.1382629715","0.069799812","0.0385","0.0034992","","0.0000345","0.0000019128","0.0000017591","0.000000003","","0","0","","8852.4205797621"
"2024-10-14","2923.3546823145","2788.7931119461","1776.7464547116","492.7715155342","39.102597635","4.8","9.6313098672","8.0823144507","6.6366498644","4.480073002","7.2","1.3212153253","1.2","1.1560408889","0.576","0.3024891934","0.25","0.280638192","0.1702973064","0.1494977859","0.069799812","0.0336","0.0047992","","0.00003","0.0000014349","0.0000017537","0.0000000031","","0","0","","8067.1131202213"
"2024-10-15","3866.843941202","2777.5722704104","2225.009693142","472.8258301647","39.1025976245","4.8","9.2692864509","8.0900226613","6.6908828275","4.5029135973","7.2","1.3161018719","1.2","1.1563460937","0.576","0.3152824192","0.25","0.284634192","0.1768578888","0.1491102791","0.069799812","0.0357","0.004488","","0.0000315","0.0000019128","0.0000020076","0.0000000031","","0","0","","9427.4417940608"
"2024-10-16","3901.35111254","2742.6656530206","2140.4147091284","398.9934892264","39.1025976352","4.8","9.2265635627","8.1029652596","6.5465923733","4.5256336432","7.2","1.3610426679","1.2","1.1566613743","0.576","0.3152824192","0.43","0.284238192","0.1755707589","0.1597587241","0.069799812","0.0343","0.0040344","","0.0000345","0.0000018855","0.0000017591","0.0000000033","","0","0","","9268.6960428857"
"2024-10-17","3977.7805057956","2743.9648139124","2174.2100336332","449.6472846043","39.102597636","4.8","9.1977037298","8.0857081284","6.533143259","4.5485409373","7.2","1.3235784692","1.2","1.1569703665","0.576","0.3019991934","0.25","0.281802192","0.174103856","0.1478443201","0.069799812","0.0315","0.0041716","","0.000033","0.0000012984","0.0000017542","0.0000000034","","0","0","","9430.5881375012"
"2024-10-18","3918.4673284106","2665.854935543","2204.739191062","423.1762380407","39.1025976331","4.8","9.3601328012","8.106566917","6.5044200187","4.5711529313","7.2","1.2981591783","1.2","1.1572795632","0.576","0.3149074192","0.25","0.281325192","0.1754809912","0.1558842038","0.069799812","0.0315","0.0039528","","0.0000285","0.0000019128","0.0000015042","0.0000000035","","0","0","","9297.3968844378"
"2024-10-19","4134.4624059932","2568.6382002745","2302.1303721128","476.6076851709","39.1025976411","4.8","9.2840012144","8.0624081546","6.4422417847","4.5938755639","7.2","1.3187366927","1.2","1.1575924283","0.576","0.3147724192","0.25","0.283968192","0.1776571936","0.1531898151","0.069799812","0.0301","0.0039928","","0.000033","0.0000014349","0.0000020076","0.0000000035","","0","0","","9566.859633709"
"2024-10-20","3883.8864817819","2471.7504673758","2138.7663292496","420.8552515212","39.1025976372","4.8","9.1243660552","8.077679314","6.4262251676","4.6166332071","7.2","1.3210907479","1.2","1.1579161431","0.576","0.3148924192","0.25","0.285792192","0.1832679027","0.1518586511","0.069799812","0.0308","0.0032432","","0.0000285","0.0000019128","0.0000015057","0.0000000037","","0","0","","9000.1507242998"
"2024-10-21","4033.3603896507","2616.9253354429","2207.6670349064","438.2264858935","39.1025976429","4.8","9.2357205751","8.096456085","6.6225573338","4.6393368557","7.2","1.3515252508","1.2","1.1582360994","0.576","0.3013941934","0.25","0.287622192","0.1801517688","0.162288774","0.069799812","0.0252","0.00413","","0.0000185","0.0000014349","0.0000020071","0.0000000038","","0","0","","9381.4422844222"
"2024-10-22","4134.1517583833","2669.9781074058","2245.481231012","458.4111882777","39.1025978863","4.8","9.2085527435","8.1016527264","6.5584375651","4.662717298","7.2","1.3049510713","1.2","1.1585526312","0.576","0.3140474192","0.25","0.284607192","0.1779426342","0.174690748","0.069799812","0.0259","0.0043424","","0.0000225","0.0000019128","0.0000017542","0.0000000039","","0","0","","9593.1971033769"
"2024-10-23","4146.4540557978","2614.2800510294","2296.0582553548","451.2213947487","39.1025976502","4.8","9.2036917735","8.1165124218","6.641687633","4.6869566789","7.2","1.3123412029","1.2","1.1588647341","0.576","0.3140174192","0.43","0.286071192","0.1759368791","0.1626211602","0.069799812","0.0252","0.0041224","","0.000021","0.0000014349","0.0000017586","0.0000000039","","0","0","","9593.480202085"
"2024-10-24","4160.0390136243","2500.1386611044","2268.9847248652","415.3376180524","39.1025976402","4.8","9.1673513849","8.0963108017","6.6097218748","4.7096774752","7.2","1.3463092337","1.2","1.1591770527","0.576","0.3016591934","0.25","0.285630192","0.1757093944","0.1609971933","0.069799812","0.0238","0.0045608","","0.0000165","0.0000019128","0.0000017542","0.0000000041","","0","0","","9429.7393398657"
"2024-10-25","4304.2348181821","2450.8419904249","2382.8471226964","440.0110103082","39.1025976296","4.8","9.3246801747","8.193304489","6.663732506","4.7324899333","7.2","1.3400554679","1.2","1.1594858348","0.576","0.3143524192","0.25","0.279288192","0.1726941572","0.1632929346","0.069799812","0.0203","0.0046088","","0.000024","0.0000014349","0.0000017591","0.0000000042","","0","0","","9663.5016511601"
"2024-10-26","4539.586786653","2351.5288310172","2529.6575863464","486.4179086389","39.1025976505","4.8","9.1248425671","8.0610296817","6.5258565012","4.755350218","7.2","1.3065851246","1.2","1.1597925881","0.576","0.3140124192","0.25","0.281202192","0.1721554521","0.1496763015","0.069799812","0.0224","0.0032904","","0.0000195","0.0000014349","0.0000017542","0.0000000043","","0","0","","9992.2657262569"
"2024-10-27","4524.9644174231","2326.2171005847","2573.6947824472","496.1035268827","39.1025976892","4.8","9.1560732641","8.0617489855","6.5644556837","4.7782727178","7.2","1.3465556361","1.2","1.160103706","0.576","0.3009941934","0.25","0.285777192","0.1750321159","0.1448447351","0.069799812","0.021","0.0033228","","0.0000195","0.0000019128","0.0000015052","0.0000000043","","0","0","","10006.1764287908"
"2024-10-28","4416.8325136101","2439.7560350059","2459.5635702136","473.6821905157","39.1025976345","4.8","9.1765826671","8.0833691834","6.7147922496","4.8009141621","7.2","1.3559811147","1.2","1.1604127522","0.576","0.3142724192","0.25","0.283824192","0.1737158519","0.1498131255","0.069799812","0.0091","0.0046016","","0.0000225","0.0000014349","0.0000020071","0.0000000045","","0","0","","9875.260112056"
"2024-10-29","4216.7093455239","2439.4725389681","2294.0690128702","447.9008086334","39.1025976467","4.8","9.1828090704","8.1162098233","6.6620794506","4.8235749539","7.2","1.2750983162","1.2","1.1607197216","0.576","0.3152474192","0.24","0.279120192","0.1720414474","0.1681582393","0.069799812","0.0035","0.0053136","","0.0000285","0.0000014349","0.0000012572","0.0000000042","","0","0","","9483.5040068845"
"2024-10-30","4167.9778966765","2405.7826939226","2261.436332948","454.1092568652","39.102597777","4.8","9.1529278223","8.1255613484","6.504301201","4.8463033745","7.2","1.2105406115","1.2","1.1610213307","0.576","0.3162424192","0.43","0.272096934","0.1709383989","0.1662750323","0.069799812","0.0042","0.004808","","0.0000255","0.0000019128","0.0000017591","0.0000000043","","0","0","","9374.6198236503"
"2024-10-31","4285.1608532527","2361.4901980377","2347.226636016","471.1733497696","39.10259763","4.8","9.1432454757","8.0617581671","6.4564824178","4.868945532","7.2","1.217728395","1.2","1.1613201803","0.576","0.3146624192","0.25","0.278079192","0.1709078293","0.175024793","0.069799812","0.0028","0.0037096","","0.0000255","0.0000019128","0.0000017532","0.0000000042","","0","0","","9550.1041276896"
"2024-11-01","4201.3627170208","2357.3285382555","2241.5411739028","461.8230477974","39.2364173103","4.8","9.2009024239","8.0732980149","6.4935666487","5.0542222185","7.2","0.0215355853","1.2","1.1005334997","0.576","0.3248549992","0.25","0.2759290008","0.2480342713","0.1726175071","0.0721264752","0","0.0040776","0.1","0","0.0000014349","0.0000020076","0.0000000044","","0","0","","9346.4595959783"
