"Service","EC2-Instances($)","VPC($)","EC2-Other($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","Elastic Load Balancing($)","ElastiCache($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","Service Catalog($)","Cost Explorer($)","DynamoDB($)","Route 53($)","Key Management Service($)","S3($)","SQS($)","SNS($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-07-14","6.5048700109","9.3607401073","7.9964904155","2.4","1.3487987368","1.7756650861","","0.0807893536","0.0384474864","0.4046","0.01","0.021312","","0.002046","0.0029646494","0.000144","0","0.0000027735","0.000000444","0.000000783","","0","0","","29.9468718465"
"2024-07-15","6.7832927676","9.3608254249","8.0105513619","2.4","1.3505751852","1.7760813453","","0.0810193536","0.0384474864","0.4046","0.01","0.021312","","0.002376","0.0029646494","0.0001536","0","0.0000028564","0.000000458","0.0000008091","","0","0","","30.2422032978"
"2024-07-16","6.7184068957","9.3607720133","8.029033533","2.4","2.8335122163","1.7769620136","","0.0810093536","0.0384474864","0.3927","0.02","0.021312","","0.002376","0.0030496628","0.000144","0","0.0000028681","0.000000444","0.000000783","","0","0","","31.6777292698"
"2024-07-17","6.7856757095","9.3607318568","8.0735520498","2.4","5.3786750062","1.7748773238","","0.0809843536","0.0384474864","0.3927","0.01","0.021312","","0.00231","0.0030496634","0.000144","0","0.000002883","0.000000444","0.0000006003","","0","0","","34.3224633768"
"2024-07-18","6.7908714608","9.3607786639","8.0753744651","2.4","5.3749868608","1.7765845792","","0.0775285472","0.0384474864","0.3808","0.01","0.021312","","0.00231","0.0028503297","0.0001392","0","0.0000027742","0.00000043","0.0000007569","","0","0","","34.3119875542"
"2024-07-19","6.9233834843","9.3607702313","8.0716377019","2.4","5.3884070528","1.7777597537","","0.0801793536","0.0384474864","0.3332","0.01","0.021312","","0.00231","0.0023737311","0.0001104","0","0.0000028055","0.0000011651","0.0000004959","","0","0","","34.4098956616"
"2024-07-20","6.9027384079","9.3607933092","8.0700179916","2.4","5.4989602147","1.7786160417","","0.0793743536","0.0384474864","0.238","0.01","0.021312","","0.00231","0.0018594758","0.0000816","0","0.000002976","0.0000010497","0.0000004437","","0","0","","34.4025153503"
"2024-07-21","6.8491756164","9.3607899822","8.0787315699","2.4","5.540811638","1.7785524657","","0.0758035472","0.0384474864","0.1904","0.01","0.021312","","0.002376","0.0016044356","0.0000528","0","0.0000029798","0.0000012546","0.0000003915","","0","0","","34.3480621673"
"2024-07-22","6.9030178914","9.3608155596","8.0948706026","2.4","5.4150044479","1.7772875992","","0.0789143536","0.0384474864","0.1904","0.01","0.021312","","0.002376","0.0016006153","0.0000672","0","0.0000028386","0.0000010047","0.0000003393","","0","0","","34.2941179386"
"2024-07-23","6.9032472579","9.3607911417","8.0979562101","2.4","5.418084855","1.7775254114","","0.0808693536","0.0384474864","0.3808","0.01","0.021312","","0.002046","0.0028959124","0.0001392","0","0.0000027406","0.0000014156","0.0000007569","","0","0","","34.4941197416"
"2024-07-24","6.9030278667","9.3607898501","8.0756900698","2.4","5.5079095767","1.7765963505","","0.0807543536","0.0384474864","0.3808","0.01","0.021312","","0.002178","0.0029019124","0.0001152","0.0000285","0.0000029375","0.0000012237","0.0000007308","","0","0","","34.5605560582"
"2024-07-25","7.0017256625","9.3607946844","8.0845302273","2.4","5.3287027487","1.7780699989","","0.0800643536","0.0384474864","0.3213","0.01","0.021312","","0.002376","0.0024310168","0.0001104","0.0000235","0.0000029039","0.0000011527","0.0000006264","","0","0","","34.4298927616"
"2024-07-26","6.9883269178","9.3607982809","8.0723820825","2.4","5.3978941509","1.776809318","","0.0794893536","0.0384474864","0.2618","0.01","0.021312","","0.00231","0.0023273918","0.0001056","0.0000225","0.0000028636","0.0000014036","0.0000006003","","0","0","","34.4120299494"
"2024-07-27","6.97933655","9.360792839","8.0718559778","2.4","5.4775938113","1.776963354","","0.0798343536","0.0384474864","0.2856","0.01","0.021312","","0.002376","0.0021401889","0.0001056","0.000021","0.0000029708","0.0000013746","0.0000005481","","0","0","","34.5063840545"
"2024-07-28","6.9345565663","9.3607955215","8.0744112272","2.4","5.4571971424","1.7788421698","","0.0799493536","0.0384474864","0.2975","0.01","0.021312","","0.00207","0.0021678148","0.0001056","0.0000225","0.0000029061","0.0000011231","0.0000005742","","0","0","","34.4573819854"
"2024-07-29","7.0017793561","9.3607923562","8.0767413278","2.4","5.4778703321","1.7760449627","","0.0794893536","0.0384474864","0.2618","0.01","0.021312","","0.002484","0.0018717721","0.0000816","0.000018","0.0000029722","0.0000013296","0.0000004959","","0","0","","34.5087373447"
"2024-07-30","9.2712822363","9.3614849653","8.1121400625","2.4","2.3327164072","1.7780718463","","0.0794093536","0.0384474864","0.2261","","0.021312","","0.002484","0.0017909663","0.0000816","0.0000165","0.0000029638","0.0000010347","0.0000003915","","0","0","","33.6253418139"
"2024-07-31","9.9290876376","9.3608291815","7.970870131","2.4","1.3407984093","1.7769948519","","0.0791793536","0.0384474864","0.2142","0.01","0.021312","","0.002484","0.0017386189","0.0000768","0.0000155","0.0000030473","0.0000012996","0.0000004176","","0","0","","33.1460387347"
"2024-08-01","9.9158016715","9.3608533585","7.9753536731","2.4","1.3395811296","1.7754313952","","0.0788343536","0.0384474864","0","0.01","0.021312","0.1","0.002376","0.0014550845","0.0000576","0","0.0000030592","0.0000007248","0.0000003132","","0","0","","33.0195078496"
"2024-08-02","9.9156762643","9.3606828811","7.9669147295","2.4","1.3404684011","1.7780504526","","0.0803293536","0.0384474864","0","0.01","0.021312","","0.002376","0.0025161718","0.00012","0","0.0000028611","0.0000013716","0.0000005742","","0","0","","32.9168985473"
"2024-08-03","9.9022578143","9.3606700706","7.9668453137","2.4","1.3412854508","1.7766080768","","0.0794093536","0.0384474864","0.0133","0.01","0.021312","","0.002376","0.0018081443","0.0000816","0","0.0000029506","0.0000010497","0.0000004176","","0","0","","32.9144057284"
"2024-08-04","10.1174234367","9.3606842514","7.9707406432","2.4","1.3406110048","1.7773072914","","0.0792943536","0.0384474864","0.0126","0.01","0.021312","","0.002376","0.0017405994","0.0000816","0","0.0000030136","0.0000010347","0.0000004437","","0","0","","33.1326231589"
"2024-08-05","10.2384542484","9.3607385232","7.9740555602","2.4","1.3401003735","1.7777713008","","0.0790643536","0.0384474864","0.014","0.01","0.021312","","0.002376","0.0017126127","0.0000768","0","0.000003127","0.0000012996","0.0000004437","","0","0","","33.2581141291"
"2024-08-06","9.9157226936","9.3607388985","7.9755257433","2.4","1.3426044647","1.7758041367","","0.0792943536","0.0384474864","0.1904","0.01","0.021312","","0.002376","0.0017381868","0.0000768","0","0.000003101","0.0000010347","0.0000004176","","0","0","","33.1140453169"
"2024-08-07","9.9156584017","9.3607476176","7.97150452","2.4","1.3485735226","1.7776363115","","0.0792943536","0.0384474864","0.238","0.01","0.021312","","0.002376","0.0016573353","0.0000768","0.0000165","0.0000029778","0.0000013146","0.0000004176","","0","0","","33.1653055587"
"2024-08-08","9.9156578844","9.3607344537","7.9718930742","2.4","1.3435305018","1.7780481804","","0.0796393536","0.0384474864","0.2618","0.01","0.021312","","0.002376","0.0018885414","0.0000864","0.000017","0.0000029896","0.0000010487","0.000000522","","0","0","","33.1854354362"
"2024-08-09","9.9022651737","9.3607031692","7.9712966775","2.4","1.3442321023","1.7774075242","","0.0794093536","0.0384474864","0.2499","0.01","0.021312","","0.002376","0.001730338","0.0000816","0.0000155","0.0000029064","0.000001329","0.0000004437","","0","0","","33.159181604"
"2024-08-10","9.902245271","9.3607684546","7.9685951756","2.4","1.344670712","1.7783911694","","0.0794093536","0.0384474864","0.2261","0.01","0.021312","","0.002376","0.0016066009","0.0000768","0.000016","0.000002928","0.0000012996","0.0000004176","","0","0","","33.1340196687"
"2024-08-11","9.8415658639","9.3607970528","7.9693220499","2.4","1.344747573","1.7791115731","","0.0798693536","0.0384474864","0.2856","0.01","0.021312","","0.002376","0.0020728441","0.000096","0.0000215","0.0000028178","0.0000011077","0.0000005742","","0","0","","33.1353437965"
"2024-08-12","9.9156745805","9.3607992107","7.9675283555","2.4","1.3437014413","1.7770970151","","0.0791793536","0.0384474864","0.2261","0.01","0.021312","","0.001584","0.0016695463","0.0000768","0.000016","0.0000030614","0.0000012996","0.0000003915","","0","0","","33.1431905419"
"2024-08-13","9.9291561298","9.3607949584","7.9825790018","2.4","1.3433307722","1.7776651094","","0.0792943536","0.0384474864","0.2261","0.01","0.021312","","0.002376","0.0016278194","0.0000768","0.000016","0.000002973","0.0000010347","0.0000004437","","0","0","","33.1727808824"
"2024-08-14","9.9156758422","9.3607975419","7.9790681657","2.4","1.3451501539","1.7776942357","","0.0790643536","0.0384474864","0.238","0.01","0.021312","","0.00231","0.0016716768","0.0000768","0.0000165","0.0000028739","0.0000012996","0.0000004176","","0","0","","33.1692893473"
"2024-08-15","9.9022482365","9.3608393888","7.9743347037","2.4","1.3441578439","1.7764508044","","0.0792943536","0.0384474864","0.2023","0.01","0.021312","","0.002376","0.0017988365","0.0000768","0.0000155","0.0000026411","0.0000010497","0.0000004176","","0","0","","33.1136560622"
"2024-08-16","9.7946623898","9.3608706269","7.9647557706","2.4","1.3440045148","1.7763587672","","0.0796393536","0.0384474864","0.2975","0.01","0.021312","","0.002376","0.0018416893","0.0000912","0.000014","0.0000026169","0.0000013286","0.000000522","","0","0","","33.0918782661"
"2024-08-17","9.9022232572","9.3609204262","7.9699774798","2.4","1.34427786","1.7771911368","","0.0791793536","0.0384474864","0.2142","0.01","0.021312","","0.002376","0.0016108843","0.000072","0.000015","0.0000027502","0.0000010347","0.0000003915","","0","0","","33.1218070607"
"2024-08-18","9.9022100044","9.3608710349","7.9683377133","2.4","1.3434070571","1.7789774453","","0.0791793536","0.0384474864","0.1785","0.01","0.021312","","0.002376","0.0015856042","0.000072","0.000015","0.0000027249","0.0000012846","0.0000003654","","0","0","","33.0852950741"
"2024-08-19","9.8067497389","9.3609246143","7.9677017944","2.4","1.3445755301","1.7767649883","","0.0791793536","0.0384474864","0.2023","0.01","0.021312","","0.002376","0.0017158681","0.000072","0.0000155","0.0000027064","0.0000012846","0.0000003915","","0","0","","33.0121392566"
"2024-08-20","9.9023133952","9.3608625881","7.9874158217","2.4","1.3442846302","1.7781846827","","0.0799843536","0.0384474864","0.3094","0.01","0.021312","","0.002442","0.0021234921","0.000096","0.0000215","0.0000027281","0.0000010937","0.0000005742","","0","0","","33.236892346"
"2024-08-21","9.9156903185","9.3610295198","7.9765908438","2.4","1.343527647","1.7770916865","","0.0798693536","0.0384474864","0.2856","0.01","0.021312","","0.00231","0.0020815981","0.000096","0.0000195","0.0000028074","0.0000013746","0.000000522","","0","0","","33.2136706577"
"2024-08-22","9.9155833636","9.3614087708","7.9761227219","2.4","1.3454055089","1.7773540554","","0.0797543536","0.0384474864","0.2982","0.01","0.021312","","0.002376","0.0020131696","0.0001008","0.0000215","0.0000026638","0.0000013746","0.0000005742","","0","0","","33.2281043428"
"2024-08-23","9.9156564144","9.3608188601","7.9728823043","2.4","1.3452036157","1.7773857108","","0.0800993536","0.0384474864","0.2975","0.01","0.021312","","0.00198","0.0022787734","0.0001056","0.0000205","0.0000026391","0.0000010787","0.0000006003","","0","0","","33.2236949368"
"2024-08-24","9.9156464628","9.3608185283","7.9703922185","2.4","1.3482254973","1.7770746136","","0.0805593536","0.0384474864","0.3332","0.01","0.021312","","0.001716","0.0024751528","0.00012","0.000026","0.0000027354","0.000001418","0.0000007047","","0","0","","33.2600181714"
"2024-08-25","9.9156250715","9.3608064346","7.9750382126","2.4","1.3390570818","1.7780527261","","0.0803293536","0.0384474864","0.357","0.01","0.021312","","0.002112","0.0025622105","0.0001344","0.000026","0.0000027195","0.0000014606","0.0000007047","","0","0","","33.2805078619"
"2024-08-26","9.9424528784","9.3608042327","7.9766584999","2.4","1.3410283705","1.7770865717","","0.0797543536","0.0384474864","0.2737","0.01","0.021312","","0.002046","0.0021145851","0.000096","0.0000205","0.0000027149","0.0000013746","0.000000522","","0","0","","33.2255260898"
"2024-08-27","9.9425518562","9.360782586","7.9857354965","2.4","1.3444017737","1.7779909508","","0.0799843536","0.0384474864","0.3094","0.01","0.021312","","0.00198","0.0023121968","0.0001104","0.0000225","0.0000027186","0.0000011247","0.0000006003","","0","0","","33.2750360436"
"2024-08-28","9.9424477861","9.3607407846","7.9705809724","2.4","1.3447789661","1.7768153724","","0.0766435472","0.0384474864","0.2856","0.01","0.021312","","0.002139","0.0020166627","0.0001008","0.000021","0.0000027383","0.0000013896","0.0000005742","","0","0","","33.23164908"
"2024-08-29","10.5608599674","9.3607361654","7.9722299209","2.4","1.3431125214","1.7773936609","","0.0796393536","0.0384474864","0.2737","","0.021312","","0.001863","0.0018486812","0.0000864","0.000019","0.0000026617","0.0000013596","0.0000004698","","0","0","","33.8312526483"
"2024-08-30","10.6684341115","9.3607508733","7.9686325954","2.4","1.3448962066","1.7770360489","","0.0781943536","0.0384474864","0.0525","0.01","0.021312","","0.002208","0.0013436267","0.0000268","0.0000115","0.0000005962","0.0000010966","0.0000015393","","0","0","","33.7237968345"
"2024-08-31","10.5474384395","9.3607834262","7.9698750325","2.4","1.3451046048","1.7781707284","","0.0776643536","0.0384474864","0.0105","0.02","0.021312","","0.002415","0.0009136043","0.0000024","0.0000065","","0.0000013015","0.0000009566","","0","0","","33.5726358338"
"2024-09-01","10.646186773","9.3608124452","8.1015950112","2.4","1.3266556836","1.7775883659","","0.0803849992","0.0397290696","0","0.01","0.021312","0.5","0.002442","0.0011775499","0","0","","0.0000015549","0.0000014349","","0","0","","34.2678868874"
"2024-09-02","10.5474406335","9.3609569201","8.0986924671","2.4","2.017766512","1.7766779227","","0.0802449992","0.0397290696","0","0.01","0.021312","","0.00231","0.0009373773","0.0000028","0","","0.0000015551","0.0000019128","","0","0","","34.3560741694"
"2024-09-03","10.0636096499","9.3608220162","8.1166933313","2.4","1.3492533595","1.7775469218","","0.0802799992","0.0397290696","0","","0.021312","","0.002376","0.0009518046","0.0000024","0","","0.0000015551","0.0000014349","","0","0","","33.2125795421"
"2024-09-04","9.9424631985","9.3608388431","8.1013008983","2.4","2.0192411146","1.7764978992","","0.0802449992","0.0397290696","0","0.01","0.021312","","0.002442","0.0009368459","0.0000028","0","","0.0000015549","0.0000009566","","0","0","","33.7550121799"
"2024-09-05","9.9424600822","9.3608323768","8.1042704489","2.4","1.3512603308","1.7787073795","","0.0802799992","0.0397290696","0","0.01","0.021312","","0.001914","0.0008701664","0.0000024","0","","0.0000015549","0.0000014349","","0","0","","33.0916412432"
"2024-09-06","9.9425080662","9.360832843","8.1053508595","2.4","1.352077586","1.7766685653","","0.0802449992","0.0397290696","0.007","0.01","0.021312","","0.00198","0.0007422417","0.0000024","0","","0.0000015549","0.0000014349","","0","0","","33.0984516203"
"2024-09-07","9.9290214263","9.3608288388","8.0945264921","2.4","1.3519609248","1.7769280836","","0.0802799992","0.0397290696","0.0077","0.01","0.021312","","0.002376","0.0009512933","0.0000032","0","","0.0000015549","0.0000014349","","0","0","","33.0756203175"
"2024-09-08","9.9290322966","9.3608665027","8.1019216526","2.4","1.3515271949","1.7775863913","","0.0803499992","0.0397290696","0.0077","0.01","0.021312","","0.00231","0.0009443307","0.0000032","0","","0.0000015551","0.0000019128","","0","0","","33.0832861055"
"2024-09-09","9.9290599702","9.3609044527","8.1043535432","2.4","1.3513704313","1.7768275305","","0.0802099992","0.0397290696","0.0049","0.01","0.021312","","0.00231","0.0008560161","0.0000024","0","","0.0000018083","0.0000009566","","0","0","","33.0818381777"
"2024-09-10","9.9291611181","9.3608461768","8.111339675","2.4","1.3511711193","1.7790112571","","0.0804549992","0.0397290696","0.0112","0.01","0.021312","","0.002376","0.0012843831","0.0000044","0","","0.0000015549","0.0000014349","","0","0","","33.097893188"
"2024-09-11","9.9425577245","9.3608478132","8.0978051566","2.4","1.3525499101","1.7774323285","","0.0802449992","0.0397290696","0.0063","0.01","0.021312","","0.00231","0.0008561052","0.0000024","0","","0.0000015549","0.0000014349","","0","0","","33.0919504967"
"2024-09-12","9.9425680508","9.3609823424","8.0972070815","2.4","1.3539136623","1.7786413403","","0.0769816659","0.0397290696","0.0077","0.01","0.021312","","0.002376","0.0009997587","0.0000032","0","","0.0000020738","0.0000019128","","0","0","","33.0924181581"
"2024-09-13","9.9291926815","9.3612335928","8.1057008897","2.4","1.3518127449","1.7780807359","","0.0802799992","0.0397290696","0.007","0.01","0.021312","","0.002178","0.0009293795","0.0000028","0.000007","","0.00000129","0.0000014349","","0","0","","33.087461618"
"2024-09-14","9.9291354409","9.3607657819","8.0947529122","2.4","1.353458947","1.7780579087","","0.0802799992","0.0397290696","0.0063","","0.021312","","0.001848","0.0009517961","0.0000024","0.000007","","0.0000018198","0.0000014349","","0","0","","33.0666045103"
"2024-09-15","9.9291351978","9.3607359016","8.1065367547","2.4","1.3516824066","1.7767344803","","0.0802799992","0.0397290696","0.007","0.01","0.021312","","0.00198","0.0009255113","0.0000032","0.000007","","0.0000018085","0.0000014349","","0","0","","33.0860647645"
"2024-09-16","9.9425664264","9.3608045939","8.0969393668","2.4","1.3534924221","1.7781291526","","0.0803149992","0.0397290696","0.007","0.01","0.021312","","0.002244","0.0009123608","0.0000028","0.000007","","0.0000015553","0.0000014349","","0","0","","33.0934571816"
"2024-09-17","10.4288621586","9.3610462952","8.1236276365","2.4","1.3591993641","1.7759521832","","0.0802099992","0.0397290696","0.007","0.01","0.021312","","0.002376","0.0009432894","0.0000028","0.000007","","0.0000018085","0.0000014349","","0","0","","33.6102710392"
"2024-09-18","10.7203888294","9.3607685831","8.0953545155","2.4","1.3526519761","1.7776213772","","0.0803149992","0.0397290696","0.007","","0.021312","","0.002376","0.0011052104","0.0000028","0.000008","","0.0000015549","0.0000019128","","0","0","","33.8586368282"
"2024-09-19","10.7203635189","9.3618090033","8.101472705","2.4","1.3554015532","1.7761509474","","0.0802799992","0.0397290696","0.007","0.01","0.021312","","0.002376","0.0009368459","0.0000032","0.0000075","","0.0000018198","0.0000014349","","0","0","","33.8768455972"
"2024-09-20","10.720744014","9.363909131","8.2797493212","2.4","1.3567874054","1.778235927","","0.0802799992","0.0403537914","0.0077","0.01","0.021312","","0.00231","0.0010318995","0.0000028","0.0000075","","0.0000015549","0.0000014349","","0","0","","34.0624267785"
"2024-09-21","10.7203311178","9.3607757029","8.0975894039","2.4","1.3565096644","1.7775217586","","0.0802799992","0.0407377776","0.007","0.01","0.021312","","0.002244","0.0009443301","0.0000032","0.000007","","0.0000015549","0.0000014349","","0","0","","33.8752589443"
"2024-09-22","10.7095206916","9.3608333641","8.0990769028","2.4","1.6899367467","1.7774792248","","0.0802799992","0.0407377776","0.007","0.01","0.021312","","0.002046","0.001021859","0.0000028","0.000007","","0.0000015551","0.0000019128","","0","0","","34.1992578337"
"2024-09-23","11.3401255909","9.3642318366","8.6090906404","2.4","1.359873802","1.7775288883","","0.0803249992","0.0426667838","0.007","","0.021312","","0.002121","0.0009857543","0.0000032","0.0000075","","0.0000015549","0.0000014349","","0","0","","35.0052749853"
"2024-09-24","11.4597775546","9.3608792817","8.0958669011","2.4","1.3580529521","1.7780374493","","0.0802799992","0.0442679424","0.007","0.01","0.021312","","0.00231","0.0009275915","0.0000028","0.000007","","0.0000020736","0.0000014349","","0","0","","34.6187249804"
"2024-09-25","11.4597957797","9.3608283734","8.1024378246","2.4","1.3574837028","1.7772902194","","0.0768416659","0.0442679424","0.0049","0.01","0.021312","","0.001452","0.0008295154","0.0000016","0.0000045","","0.0000010366","0.0000014349","","0","0","","34.6174475951"
"2024-09-26","11.4597851512","9.3608104484","8.1002595072","2.4","1.3574291265","1.7776895863","","0.0804899992","0.0442679424","0.0105","0.01","0.021312","","0.002376","0.0013572341","0.0000052","0.000012","","0.0000018198","0.0000014349","","0","0","","34.62629745"
"2024-09-27","11.4489824353","9.3608336789","8.0955546578","2.4","1.3586703988","1.7761716759","","0.0806649992","0.0442679424","0.0154","0.01","0.021312","","0.002376","0.001865331","0.0000076","0.0000175","","0.0000020732","0.0000019128","","0","0","","34.6161282053"
"2024-09-28","11.4597073737","9.3608453995","8.0967413035","2.4","1.3603248811","1.7763393694","","0.0807699992","0.0442679424","0.0175","","0.021312","","0.002376","0.0020495037","0.0000084","0.00002","","0.0000018083","0.0000014349","","0","0","","34.6222654157"
"2024-09-29","11.4596923376","9.3608542354","8.1019685153","2.4","1.3612772734","1.7768975818","","0.0807699992","0.0442679424","0.0168","0.01","0.021312","","0.001587","0.0021345177","0.0000088","0.00002","","0.0000018198","0.0000019128","","0","0","","34.6375939354"
"2024-09-30","11.3927636393","9.3608209663","8.1047761951","2.4","1.3609847098","1.7780563011","","0.0807699992","0.0442679424","0.0168","0.01","0.021312","","0.002484","0.0021345171","0.000008","0.000019","","0.0000018083","0.0000019128","","0","0","","34.5752009914"
"2024-10-01","11.3794301901","9.3607634247","7.9864268837","2.4","1.2956312716","1.7786999039","","0.0781543536","0.0428399448","0","0.01","0.021312","0.5","0.00231","0.0019644062","0","0","","0.0000018198","0.0000014349","","0","0","","34.8575356333"
"2024-10-02","11.4463235291","9.3607574228","7.9768379394","2.4","1.360009837","1.7765008768","","0.0782243536","0.0428399448","0","0.01","0.021312","","0.002415","0.0022177112","0.0000088","0","","0.0000020732","0.0000019128","","0","0","","34.4774514007"
"2024-10-03","11.3927725718","9.3607703291","7.9797792548","2.4","1.3542677594","1.7773375203","","0.0781543536","0.0428399448","0.0175","0.01","0.021312","","0.002484","0.002132698","0.0000084","0","","0.0000018083","0.0000019128","","0","0","","34.4393625529"
"2024-10-04","11.29039333","9.3607465276","7.9748000169","2.4","1.3458030849","1.7762799244","","0.0781193536","0.0428399448","0.0238","","0.021312","","0.002346","0.0019489353","0.000008","0","","0.0000017706","0.0000014349","","0","0","0","34.318400323"
"2024-10-05","11.365912628","9.3607550242","7.9721550046","2.4","1.3465739053","1.7766060246","","0.0781543536","0.0428399448","0.0301","0.01","0.021312","","0.002415","0.0018776582","0.0000084","0","","0.0000020076","0.0000014349","","0","0","","34.4087133858"
"2024-10-06","11.365921336","9.3608215498","7.9690424384","2.4","1.3561645895","1.777666434","","0.0782243536","0.0428399448","0.0301","0.01","0.021312","","0.002415","0.0020476848","0.0000076","0","","0.0000015057","0.0000019128","","0","0","","34.4165663494"
"2024-10-07","11.3659365823","9.3607501277","7.9800652014","2.4","1.3532847317","1.7779947736","","0.0781543536","0.0428399448","0.0301","0.01","0.021312","","0.002346","0.0020477562","0.0000088","0","","0.0000020076","0.0000014349","","0","0","","34.4248437138"
"2024-10-08","11.3725405581","9.3606939901","7.9878901818","2.4","1.355423104","1.7774887645","","0.0781893536","0.0428399448","0.028","0.01","0.021312","","0.002277","0.0019739437","0.0000072","0","","0.0000017591","0.0000019128","","0","0","","34.4386397125"
"2024-10-09","11.3793664878","9.3607470515","7.9801737374","2.4","1.353435734","1.7768377532","","0.0779443536","0.0428399448","0.0252","","0.021312","","0.002346","0.0019568311","0.0000072","0.000017","","0.0000017542","0.0000014349","","0","0","","34.4221872825"
"2024-10-10","11.3928007708","9.3607747619","7.9799790554","2.4","1.3526657594","1.7768929238","","0.0780843536","0.0428399448","0.0266","0.01","0.021312","","0.002415","0.0015844798","0.0000056","0.0000155","","0.0000017591","0.0000019128","","0","0","","34.4459738214"
"2024-10-11","11.312732712","9.3607960891","7.978924333","2.4","1.3526837931","1.7756701294","","0.0782593536","0.0428399448","0.0343","0.01","0.021312","","0.002484","0.0021766306","0.0000088","0.0000165","","0.0000017542","0.0000019128","","0","0","","34.3722079526"
"2024-10-12","11.3792976598","9.3607958321","7.9755172477","2.4","1.3533956876","1.7767126721","","0.0782943536","0.0428399448","0.0343","0.01","0.021312","","0.002481","0.0023027422","0.0000092","0.0000225","","0.0000020076","0.0000019128","","0","0","","34.4372847603"
"2024-10-13","11.379304847","9.360827256","7.9808893453","2.4","1.3513788335","1.7773203725","","0.0782593536","0.0428399448","0.0357","0.01","0.021312","","0.002484","0.0024896883","0.0000096","0.0000215","","0.0000015106","0.0000014349","","0","0","","34.4428396865"
"2024-10-14","11.3793709978","9.3607694297","7.9805504125","2.4","1.3527695925","1.7770345811","","0.0749985472","0.0428399448","0.0364","0.01","0.021312","","0.002484","0.0024652845","0.000008","0.0000235","","0.0000017542","0.0000019128","","0","0","","34.4410299571"
"2024-10-15","11.4598302237","9.3607565387","7.9931940482","2.4","1.3542938942","1.778072649","","0.0782593536","0.0428399448","0.0357","","0.021312","","0.002346","0.0025601842","0.0000096","0.0000235","","0.0000020076","0.0000019128","","0","0","","34.5292018568"
"2024-10-16","11.4598144247","9.3607835362","7.9800895169","2.4","2.0265010432","1.7773766271","","0.0781893536","0.0428399448","0.0322","0.01","0.021312","","0.002346","0.002333872","0.0000108","0.0000215","","0.0000017591","0.0000014349","","0","0","","35.1938218125"
"2024-10-17","11.4598379445","9.3607222951","7.978285853","2.4","1.3491322576","1.7789191918","","0.0749285472","0.0428399448","0.0315","0.01","0.021312","","0.002415","0.002303976","0.0000084","0.0000185","","0.0000017542","0.0000017763","","0","0","","34.5122274405"
"2024-10-18","11.4597027644","9.3607040194","7.9859721375","2.4","1.34549143","1.7790071764","","0.0780843536","0.0428399448","0.028","0.01","0.021312","","0.001656","0.0019677848","0.0000068","0.0000195","","0.0000017591","0.0000014349","","0","0","","34.5147671049"
"2024-10-19","11.459712565","9.3607684575","7.9745786983","2.4","1.3507719788","1.7766994865","","0.0781193536","0.0428399448","0.028","0.01","0.021312","","0.002277","0.0019129191","0.000006","0.0000205","","0.0000020076","0.0000019128","","0","0","","34.507022824"
"2024-10-20","11.4596966997","9.3607803921","7.9738437396","2.4","1.3496521794","1.777562744","","0.0781193536","0.0428399448","0.0287","0.01","0.021312","","0.002415","0.0017926772","0.0000076","0.000018","","0.0000020076","0.0000014349","","0","0","","34.5067437729"
"2024-10-21","11.4597410325","9.3607516914","7.9748341901","2.4","1.3516010545","1.7774617959","","0.0780143536","0.0428399448","0.0252","","0.021312","","0.002277","0.0019142837","0.0000064","0.000017","","0.0000015052","0.0000019128","","0","0","","34.4959741645"
"2024-10-22","11.4597844034","9.3607436688","7.9878791975","2.4","2.750158374","1.7779569238","","0.0780493536","0.0428399448","0.0245","0.01","0.021312","","0.002208","0.0017076983","0.0000068","0.000016","","0.0000017527","0.0000019128","","0","0","","35.9171660297"
"2024-10-23","11.4597600732","9.3607746222","8.0322724204","2.4","7.900690837","1.778447058","","0.0779793536","0.0428399448","0.0175","0.01","0.021312","","0.002484","0.0016226861","0.0000064","0.0000145","","0.0000017591","0.0000014349","","0","0","","41.1057070893"
"2024-10-24","11.4597575468","9.3608282879","8.0335987361","2.4","8.0885350932","1.7772759155","","0.0747885472","0.0428399448","0.0238","0.01","0.021312","","0.002346","0.0015771073","0.0000072","0.0000175","","0.0000017532","0.0000019128","","0","0","","41.2966875448"
"2024-10-25","11.4597107833","9.360819597","8.0326349397","2.4","7.8188695729","1.7757321411","","0.0779793536","0.0428399448","0.0203","0.01","0.021312","","0.000759","0.001706465","0.000006","0.0000145","","0.0000015057","0.0000014349","","0","0","","41.022687238"
"2024-10-26","11.4596862175","9.3607436669","8.0630407787","2.4","8.1306783409","1.7768375313","","0.0778393536","0.0428399448","0.0203","0.01","0.021312","","0.002277","0.0014066703","0.000006","0.0000135","","0.0000017591","0.0000014349","","0","0","","41.366984198"
"2024-10-27","11.459723284","9.3608020183","8.0831798359","2.4","7.7293769328","1.7784540524","","0.0747535472","0.0428399448","0.021","","0.021312","","0.002484","0.0015040812","0.0000048","0.000012","","0.0000017537","0.0000019128","","0","0","","40.9754501631"
