"Service","EC2-Instances($)","VPC($)","EC2-Other($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","Elastic Load Balancing($)","ElastiCache($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","Service Catalog($)","Cost Explorer($)","DynamoDB($)","Route 53($)","Key Management Service($)","S3($)","SQS($)","SNS($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-10-28","11.4597440765","9.3607993687","8.0783326447","2.4","7.610656611","1.7786806998","","0.0779093536","0.0428399448","0.0091","0.01","0.021312","","0.001725","0.0017147759","0.000006","0.0000155","","0.0000017591","0.0000014349","","0","0","","40.852839169"
"2024-10-29","11.4597910888","9.3607070658","8.0870796947","2.4","7.4648271533","1.7768315983","","0.0780493536","0.0428399448","0.0035","0.01","0.021312","","0.002277","0.0017471349","0.0000076","0.000017","","0.0000017537","0.0000019128","","0","0","","40.7089903007"
"2024-10-30","11.4597805453","9.3607433096","8.0844964369","2.4","7.7451021479","1.7779961703","","0.0780143536","0.0428399448","0.0028","0.01","0.021312","","0.002346","0.0019544275","0.0000072","0.0000165","","0.0000020071","0.0000014349","","0","0","","40.9874124779"
"2024-10-31","11.4597364961","9.360689926","8.0954640922","2.4","8.2855052878","1.7774765368","","0.0780493536","0.0428399448","0.0035","0.01","0.021312","","0.002346","0.0019627385","0.0000076","0.000017","","0.0000015052","0.0000019128","","0","0","","41.5389103938"
"2024-11-01","11.4597491523","9.3606945487","8.222125886","2.4","8.4930945669","1.7757353732","","0.0808049992","0.0442679424","0","0.01","0.021312","0.1","0.001287","0.0020061396","0","0","","0.0000020071","0.0000019128","","0","0","","41.9710815282"
"2024-11-02","11.4597082102","9.3607686108","8.2186484674","2.4","8.4711788695","1.7783654038","","0.0805949992","0.0442679424","0","","0.021312","","0.002415","0.0017945316","0.0000064","0","","0.0000015052","0.0000014349","","0","0","","41.839063375"
"2024-11-03","11.459710981","9.3607346933","8.2197695771","2.4","8.451411438","1.7768423023","","0.0805249992","0.0442679424","0","0.01","0.021312","","0.002277","0.0016635292","0.000006","0","","0.0000020076","0.0000019128","","0","0","","41.8285243829"
"2024-11-04","11.4597367463","9.3607206302","8.2180451824","2.4","8.1527310562","1.7765392747","","0.0804899992","0.0442679424","0","0.01","0.021312","","0.002208","0.001369464","0.0000064","0","","0.0000015042","0.0000014349","","0","0","","41.5274296345"
"2024-11-05","11.460002522","9.3607686046","8.2214925899","2.4","8.1704642548","1.7782068339","","0.0805249992","0.0442679424","0","0.01","0.021312","","0.002277","0.0013769526","0.0000076","0","","0.0000020061","0.0000019128","","0","0","","41.5507052183"
"2024-11-06","11.4601486555","9.3607285337","8.2233446754","2.4","8.2005414068","1.7775376458","","0.0804549992","0.0442679424","0","0.01","0.021312","","0.002346","0.0014947358","0.0000052","0","","0.0000015057","0.0000014349","","0","0","","41.5821847352"
"2024-11-07","11.4600795631","9.3607054388","8.2207087202","2.4","8.2422907722","1.7750628632","","0.0804899992","0.0442679424","0","","0.021312","","0.001518","0.0015298572","0.0000068","0.0000155","","0.0000020076","0.0000019128","","0","0","","41.6079913767"
"2024-11-08","11.4600474369","9.3606750092","8.2178977948","2.4","8.0993134785","1.7772769124","","0.0805949992","0.0442679424","0","0.01","0.021312","","","0.0019256466","0.0000068","0.0000175","","0.0000017542","0.0000014349","","0","0","0","41.4733387091"
"2024-11-09","11.4600139978","9.3607202935","8.2191544097","2.4","8.3461600076","1.7767569222","","0.0806649992","0.0442679424","0","0.01","0.021312","","","0.0019645578","0.0000068","0.0000195","","0.0000017581","0.0000014349","","0","0","","41.7210446232"
"2024-11-10","11.4600162095","9.3607359253","8.2181082265","2.4","8.1930833396","1.7769307728","","0.0806649992","0.0442679424","0","0.01","0.021312","","","0.0021283288","0.0000068","0.0000165","","0.0000020071","0.0000019128","","0","0","","41.567274964"
"2024-11-11","11.4600729779","9.3607494812","8.2151417014","2.4","7.9040450043","1.7765888824","","0.0771566659","0.0442679424","0","0.01","0.021312","","0.001608","0.0013720206","0.0000048","0.000014","","0.0000015052","0.0000014349","","0","0","","41.2723364162"
"2024-11-12","11.4607408487","9.3610493417","8.3308475453","2.4","8.0214901151","1.7780748525","","0.0804199992","0.0442679424","0.0035","","0.021312","","0.002973","0.0013548436","0.0000044","0.000011","","0.0000020061","0.0000014349","","0","0","","41.5060493295"
"2024-11-13","11.4601025077","9.3608011393","8.2170031942","2.4","7.9334081433","1.7763196734","","0.0804199992","0.0442679424","0.0042","0.01","0.021312","","0.002079","0.0013694658","0.0000048","0.0000115","","0.0000015042","0.0000019128","","0","0","","41.3113027823"
"2024-11-14","11.4600580543","9.3607957093","8.2120528686","2.4","7.8989973483","1.7784071861","","0.0803849992","0.0442679424","0.0042","0.01","0.021312","","0.003168","0.0013619758","0.0000052","0.0000115","","0.0000020076","0.0000014349","","0","0","","41.2750262265"
"2024-11-15","11.4600759905","9.3607960699","8.1672099503","2.4","7.3653690901","1.7768375801","","0.0804549992","0.0442679424","0.0035","0.01","0.021312","","0.002547","0.0015544072","0.0000048","0.000014","","0.0000015057","0.0000019128","","0","0","","40.6939472482"
"2024-11-16","13.2376571134","9.3607954563","8.1475120169","2.4","7.8668084835","1.7762590156","","0.0804549992","0.0442679424","0.0049","0.01","0.021312","","0.002988","0.0014469892","0.0000048","0.0000115","","0.0000015057","0.0000014349","","0","0","","42.9544212571"
"2024-11-17","15.3384404103","9.3607533019","8.1542919144","2.4","8.2072043239","1.7769886334","","0.0804899992","0.0442679424","0.0035","0.01","0.021312","","0.00303","0.0016270612","0.0000036","0.000012","","0.0000020071","0.0000019128","","0","0","","45.4019251066"
"2024-11-18","15.3384358749","9.3607668733","8.1561428584","2.4","8.107770554","1.7780676033","","0.0804549992","0.0442679424","0.0042","","0.021312","","0.00327","0.0016286144","0.0000056","0.0000135","","0.0000015057","0.0000014349","","0","0","","45.2963393605"
"2024-11-19","15.3386583238","9.3620994535","8.1736637336","2.4","8.6272293842","1.7784666318","","0.0803499992","0.0442679424","0.0042","0.01","0.021312","","0.00303","0.0013769514","0.0000048","0.000011","","0.0000017586","0.0000019128","","0","0","","45.8446738913"
"2024-11-20","15.3384921781","9.3612022368","8.1608091153","2.4","8.6468443581","1.7773081681","","0.0803849992","0.0442679424","0.0035","0.01","0.021312","","0.002997","0.0012018916","0.0000048","0.000013","","0.0000017542","0.0000014349","","0","0","","45.8483408787"
"2024-11-21","15.3385123889","9.3607379217","8.1822004946","2.4","8.6544763458","1.7786303019","","0.0804899992","0.0442679424","0.0035","0.01","0.021312","","0.003087","0.0015747148","0.0000056","0.0000115","","0.0000015057","0.0000019128","","0","0","","45.8788096278"
"2024-11-22","15.3384364976","9.3607174655","8.206254515","2.4","7.844648712","1.7777534978","","0.0804549992","0.0442679424","0.0049","0.01","0.021312","","0.003258","0.0012061026","0.0000044","0.000011","","0.0000015057","0.0000014349","","0","0","","45.0932280727"
"2024-11-23","15.3384558758","9.3607171063","8.2021143676","2.4","8.0412717211","1.7784710726","","0.0804899992","0.0442679424","0.0042","","0.021312","","0.002802","0.001284451","0.0000048","0.0000105","","0.0000017542","0.0000014349","","0","0","","45.2754050251"
"2024-11-24","15.3384568588","9.3607403189","8.2042550152","2.4","7.6963345113","1.7772475058","","0.0804549992","0.0442679424","0.0049","0.01","0.021312","","0.003042","0.001454478","0.0000052","0.0000115","","0.0000015057","0.0000019128","","0","0","","44.9424857481"
"2024-11-25","15.3385194394","9.3607469842","8.2078452914","2.4","7.7061391055","1.7789931758","","0.0803499992","0.0442679424","0.0042","0.01","0.021312","","0.003111","0.0013544882","0.0000048","0.0000115","","0.0000017542","0.0000014349","","0","0","","44.9568589152"
"2024-11-26","15.3385431616","9.3607389683","8.2197484463","14.4","7.6272567869","1.7781844645","","0.0770866659","0.0442679424","0.0042","0.01","0.021312","","0.003111","0.0013761302","0.0000048","0.00001","","0.0000015057","0.0000019128","","0","0","","56.8858437846"
"2024-11-27","10.8169410445","9.3607607225","8.212599946","14.4","7.8016084118","1.7784236981","","0.0803499992","0.0442679424","0.0042","0.01","0.021312","","0.00222","0.0013335202","0.0000044","0.000011","","0.0000020076","0.0000014349","","0","0","","52.5340361272"
"2024-11-28","9.1213094432","9.3608096268","8.2057637369","14.4","7.8478915413","1.7780835376","","0.0803849992","0.0442679424","0.0042","","0.021312","","0.002973","0.0012943934","0.0000044","0.00001","","0.0000015057","0.0000019128","","0","0","","50.8683080393"
"2024-11-29","9.1212885662","9.3608149254","8.2083736628","14.4","7.8762427303","1.7769578255","","0.0803849992","0.0442679424","0.0028","0.01","0.021312","","0.002802","0.0013619764","0.0000044","0.000011","","0.0000020076","0.0000019128","","0","0","","50.9066259486"
"2024-11-30","9.089859173","9.3607924075","8.2076657215","14.4","7.9163541545","1.7769859453","","0.0803849992","0.0442679424","0.0042","0.01","0.021312","","0.00264","0.0012919388","0.0000044","0.0000105","","0.0000017591","0.0000014349","","0","0","","50.9157723762"
"2024-12-01","9.0898461317","9.3607909166","8.0844024455","14.4","7.8930249587","1.7777632767","","0.0778043536","0.0428399448","0","0.01","0.01776","0.5","0.00132","0.0012717213","0.0000044","0","","0.0000017542","0.0000019128","","0","0","","51.2568318159"
"2024-12-02","9.1212954492","9.3607981176","8.0750101468","14.4","7.8504386903","1.7779821046","","0.0778043536","0.0428399448","0","0.01","0.021312","","0.002973","0.0012751433","0.0000044","0","","0.0000017532","0.0000014349","","0","0","","50.7417365383"
"2024-12-03","9.1213533157","9.3607930625","8.0841983926","14.4","7.848055097","1.7779503676","","0.0777693536","0.0428399448","0","","0.021312","","0.003042","0.0012125834","0.0000044","0","","0.0000017581","0.0000019128","","0","0","","50.7385341881"
"2024-12-04","9.1212771896","9.3608159728","8.0801491276","14.4","7.8417607225","1.776438783","","0.0778043536","0.0428399448","0","0.01","0.021312","","0.002709","0.0014024689","0.000004","0","","0.0000020056","0.0000014349","","0","0","","50.7365170033"
"2024-12-05","9.0899017671","9.3608199733","8.0763599537","14.4","7.820077446","1.7785555915","","0.0778043536","0.0428399448","0","0.01","0.021312","","0.002835","0.0013909179","0.0000044","0","","0.0000015052","0.0000019128","","0","0","","50.6819047659"
"2024-12-06","9.4039693586","9.3606641807","8.081018164","14.4","7.9633999533","1.7772678667","","0.0777693536","0.0428399448","0","0.01","0.021312","","0.002778","0.0012051059","0.000004","0","","0.0000017586","0.0000014349","","0","0","","51.1422311211"
"2024-12-07","9.3724723773","9.3604212203","8.0816019388","14.4","7.9744370062","1.7784607323","","0.0777693536","0.0428399448","0","0.01","0.021312","","0.002766","0.0012926759","0.0000044","0","","0.0000017542","0.0000014349","","0","0","","51.1233808383"
"2024-12-08","9.1212943319","9.3604218458","8.0826077739","14.4","7.9396066843","1.7775587361","","0.0777693536","0.0428399448","0","0.01","0.021312","","0.002709","0.0011121938","0.000004","0","","0.0000015057","0.0000019128","","0","0","","50.8372392827"
"2024-12-09","9.121365674","9.3604157117","8.0801829474","14.4","7.84327943","1.7766551486","","0.0780843536","0.0428399448","0.0035","","0.021312","","0.003246","0.0019155175","0.0000072","0.0000165","","0.0000020061","0.0000019128","","0","0","","50.7328243465"
"2024-12-10","9.0908817916","9.3603833365","8.0815515305","14.4","7.8825352284","1.7774383171","","0.0781543536","0.0428399448","0.0042","0.01","0.021312","","0.003279","0.002305214","0.0000084","0.00002","","0.0000015047","0.0000014349","","0","0","","50.7549120561"
"2024-12-11","9.1214014308","9.3603764142","8.0691916467","14.4","7.9042629738","1.776519466","","0.0778393536","0.0428399448","0.0035","0.01","0.021312","","0.001563","0.0014857318","0.0000052","0.0000125","","0.0000020071","0.0000019128","","0","0","","50.7903135816"
"2024-12-12","9.1213692523","9.3603678491","8.0736715139","14.4","7.9151889216","1.7769525839","","0.0778393536","0.0428399448","0.0042","0.01","0.021312","","0.000864","0.001506423","0.0000048","0.0000115","","0.0000017591","0.0000014349","","0","0","","50.8061313362"
"2024-12-13","9.1214170624","9.3603649901","8.0597795936","14.4","8.1123973661","1.7759259152","","0.0778043536","0.0428399448","0.0042","0.01","0.021312","","0.000804","0.0013313959","0.0000044","0.000011","","0.0000017542","0.0000019128","","0","0","","50.9881956887"
"2024-12-14","9.0899436063","9.3603684981","8.0219702281","14.4","8.1016541126","1.7758295447","","0.0778393536","0.0428399448","0.0035","","0.021312","","0.000825","0.0013571115","0.0000044","0.00001","","0.0000017591","0.0000014349","","0","0","","50.8974569937"
"2024-12-15","9.0899154792","9.3603809179","8.019281781","14.4","8.1525868403","1.7763268899","","0.0777693536","0.0428399448","0.0056","0.01","0.021312","","0.00075","0.0013509619","0.0000044","0.000011","","0.0000017542","0.0000019128","","0","0","","50.9581332356"
"2024-12-16","9.0899779986","9.360356649","8.0220663458","14.4","8.3156079946","1.7761320137","","0.0778393536","0.0428399448","0.0042","0.01","0.021312","","0.000771","0.0012376603","0.0000044","0.0000105","","0.0000020071","0.0000019128","","0","0","","51.1223597803"
"2024-12-17","9.1214029899","9.3603636654","8.0283733495","14.4","7.9945376457","1.7765662988","","0.0777693536","0.0428399448","0.0042","0.01","0.021312","","0.000789","0.0012993319","0.0000072","0.00001","","0.0000015221","0.0000014397","","0","0","","50.8394737414"
"2024-12-18","9.1214082802","9.3603942229","8.0212411896","14.4","7.9957282737","1.7763577345","","0.0746335472","0.0428399448","0.0042","0.01","0.021312","","0.000828","0.0013502443","0.000008","0.0000105","","0.0000017837","0.0000019208","","0","0","","50.8303156417"
"2024-12-19","9.1213925008","9.3603935845","8.0189401622","14.4","7.7394753331","1.7756965332","2.592","0.0778193536","0.0428399448","0.007","","0.021312","","0.000828","0.0016395862","0.000008","0.0000185","","0.0000017905","0.0000014429","","0","0","","53.1593667318"
"2024-12-20","9.1221730189","9.3603625682","8.292952091","14.4","7.3567767646","1.7758150154","2.592","0.0777793536","0.0440150465","0.007","0.01","0.021312","0.1","0.00084","0.0014949181","0.000008","0.0000115","","0.0000017858","0.0000014429","","0","0","","53.162543505"
"2024-12-21","9.0899656075","9.3603629879","8.0070737015","14.4","7.5289663791","1.7755600888","1.944","0.0778593536","0.044565396","0.007","0.01","0.021312","","0.000852","0.0014253531","0.000008","0.00001","","0.0000017921","0.0000019208","","0","0","","52.2689645804"
"2024-12-22","9.1213301349","9.3604090993","8.0128028081","14.4","7.4877608512","1.7753656329","1.944","0.0778193536","0.044565396","0.007","0.01","0.021312","","0.00084","0.0014251938","0.000008","0.0000105","","0.0000017856","0.0000014437","","0","0","","52.2646521991"
"2024-12-23","8.9278023882","9.360362107","8.0039747091","14.4","7.312956968","1.7735785227","1.944","0.0778193536","0.044565396","0.0098","0.01","0.021312","","0.000816","0.0014809784","0.000008","0.0000105","","0.0000017891","0.0000019208","","0","0","","51.8884906329"
"2024-12-24","11.1117602076","9.3603636382","8.0106449234","14.4","7.3322783415","1.7747413814","1.944","0.0746335472","0.044565396","0.0084","","0.021312","","0.000852","0.0013527864","0.000008","0.00001","","0.0000015373","0.0000014429","","0","0","","54.0849252019"
"2024-12-25","8.8617601602","9.360364128","8.0103905013","14.4","7.2521122409","1.7743420639","1.944","0.0777793536","0.044565396","0.0084","0.01","0.021312","","0.000816","0.0013009801","0.0000072","0.0000095","","0.000002039","0.0000014429","","0","0","","51.7671630059"
"2024-12-26","8.8618053312","9.3604347551","8.0154200154","14.4","7.8112002066","1.7742447848","1.944","0.0778593536","0.044565396","0.0056","0.01","0.021312","","0.000816","0.0013418747","0.0000088","0.0000105","","0.0000015357","0.0000019208","","0","0","","52.3286224739"
"2024-12-27","8.8618020387","9.3604562966","8.0162910858","14.4","8.0747262544","1.7765086942","1.944","0.0777393536","0.044565396","0.0084","0.01","0.021312","","0.00084","0.001254459","0.0000088","0.0000095","","0.0000017842","0.0000014437","","0","0","","52.5979171062"
"2024-12-28","8.8617716613","9.3603941378","8.0140751976","14.4","7.856094738","1.7755071548","1.944","0.0778593536","0.044565396","0.0084","0.01","0.021312","","0.000816","0.0014161613","0.000008","0.0000095","","0.0000017877","0.0000019208","","0","0","","52.3762330089"
"2024-12-29","8.8509412317","9.3604961362","8.0120276301","14.4","7.8474528224","1.7750488538","1.944","0.0778193536","0.044565396","0.007","0.01","0.021312","","0.000852","0.0014385433","0.000008","0.0000095","","0.0000017856","0.0000014437","","0","0","","52.3529746964"
"2024-12-30","8.8617863917","9.3604184814","8.015919204","14.4","7.8637077936","1.7756878236","1.944","0.0778193536","0.044565396","0.007","","0.021312","","0.000816","0.0013439565","0.000008","0.00001","","0.0000015357","0.0000019208","","0","0","","52.3743978569"
"2024-12-31","12.2529462622","9.3604172772","8.0338324495","14.4","7.6165317378","1.7748141077","1.944","0.0777793536","0.044565396","0.0084","0.01","0.021312","","0.000816","0.0014394891","0.000008","0.0000095","","0.0000015361","0.0000014437","","0","0","","55.5468745529"
"2025-01-01","12.7553519196","9.360437504","8.0608400371","14.4","7.164274219","1.7758934867","1.944","0.0778593536","0.044565396","0","0.02","0.021312","1","0.000081","0.0013907887","0.000008","0","","0.0000020362","0.0000014429","","0","0","","56.6260171838"
"2025-01-02","8.8617794082","9.3604227073","8.0560325943","14.4","7.2184768732","1.7746704324","1.944","0.0778193536","0.044565396","0","0.06","0.021312","","0.000816","0.001338651","0.0000064","0","","0.0000015357","0.0000019208","","0","0","","51.8212432725"
"2025-01-03","8.8617719176","9.3604365717","8.0586711752","14.4","7.2806784022","1.7766535056","1.944","0.0777793536","0.044565396","0","0.05","0.021312","","0.000804","0.001088522","0.000008","0","","0.0000015357","0.0000014421","","0","0","","51.8777718217"
"2025-01-04","8.8617557237","9.36039175","8.0515858707","14.4","7.2855495828","1.7754880693","1.944","0.0777393536","0.044565396","0","0.04","0.021312","","0.000816","0.0013513303","0.0000072","0","","0.0000017826","0.0000014429","","0","0","","51.8645655019"
"2025-01-05","8.8617480923","9.360440764","8.0557344291","14.4","7.3146867342","1.7747275706","1.944","0.0777793536","0.044565396","0","0.06","0.021312","","0.000828","0.0012544822","0.0000072","0","","0.000001532","0.0000014421","","0","0","","51.9170869961"
"2025-01-06","8.8617139516","9.3604183456","8.0621212972","14.4","7.3199277974","1.7755590372","1.944","0.0778193536","0.044565396","0","0.05","0.021312","","0.000852","0.0013491118","0.0000072","0","","0.0000017872","0.0000014421","","0","0","","51.9196487197"
"2025-01-07","8.8618730872","9.36043432","8.0627143675","14.4","7.2835781093","1.7752254501","1.944","0.0777793536","0.044565396","0","0.05","0.021312","","0.000828","0.001278947","0.000008","0","","0.0000017828","0.0000019208","","0","0","","51.8836007343"
"2025-01-08","8.8618330372","9.3605592968","8.059424312","14.4","7.2361296077","1.7750817638","1.944","0.0777793536","0.044565396","0","0.06","0.021312","","0.000864","0.0011969279","0.0000072","0","","0.0000015341","0.0000014421","","0","0","","51.8427558712"
"2025-01-09","8.8617747723","9.3604704396","8.0244202914","14.4","7.2815000582","1.77436603","1.944","0.0778193536","0.044565396","0","0.04","0.021312","","0.00084","0.0013248788","0.000008","0","","0.0000017891","0.0000014429","","0","0","","51.8324044519"
"2025-01-10","8.8617985089","9.3603715288","8.017475396","14.4","7.4418621541","1.7757243867","1.944","0.0778593536","0.044565396","0.0042","0.05","0.021312","","0.000816","0.0013394491","0.000008","0","","0.0000015343","0.0000014421","","0","0","","52.0013351496"
"2025-01-11","8.8617630317","9.3603923484","8.0180382092","14.4","7.600434493","1.7756650045","1.944","0.0778193536","0.044565396","0.0042","0.05","0.021312","","0.000888","0.001263618","0.0000072","0","","0.0000015244","0.0000019208","","0","0","","52.1603520996"
"2025-01-12","8.8617615138","9.3603737662","8.0077845007","14.4","7.4827792014","1.7754255544","1.944","0.0778193536","0.044565396","0.0042","0.06","0.021312","","0.00084","0.001246146","0.000008","0","","0.0000017877","0.0000014429","","0","0","","52.0421186627"
"2025-01-13","8.8617878109","9.360289979","8.0106017252","14.4","7.3859178282","1.7763481634","1.944","0.0777793536","0.044565396","0.0035","0.05","0.021312","","0.000852","0.0013398477","0.0000072","0","","0.0000015341","0.0000014421","","0","0","","51.9383042802"
"2025-01-14","8.8617639378","9.3603148338","8.0074368449","14.4","7.472181457","1.7757061388","1.944","0.0777793536","0.044565396","0.0028","0.04","0.021312","","0.000828","0.0011935478","0.000008","0.0000085","","0.0000015336","0.0000014421","","0","0","","52.0099009854"
"2025-01-15","8.8618737215","9.3605123016","8.0254815758","14.4","7.7319887324","1.7758739346","1.944","0.0777793536","0.044565396","0.0084","0.05","0.021312","","0.000816","0.0012453464","0.0000072","0.0000085","","0.0000015327","0.0000019208","","0","0","","52.3038675154"
"2025-01-16","8.8617673747","9.3604700902","8.0134450742","14.4","7.915910091","1.7758707204","1.944","0.0777393536","0.044565396","0.0084","0.05","0.021312","","0.000828","0.0012413851","0.0000072","0.000009","","0.0000017812","0.0000014421","","0","0","","52.4755689085"
"2025-01-17","8.8617615449","9.3605777694","8.0206496441","14.4","8.0607759193","1.774764545","1.944","0.0778193536","0.044565396","0.0098","0.06","0.021312","","0.000816","0.0012240998","0.0000064","0.000009","","0.0000015343","0.0000014421","","0","0","","52.6380846485"
"2025-01-18","8.8617608678","9.3606226142","8.011524966","14.4","7.9019339882","1.7755771719","1.944","0.0777793536","0.044565396","0.007","0.04","0.021312","","0.000804","0.0013332807","0.0000072","0.0000095","","0.0000015327","0.0000014429","","0","0","","52.448233314"
"2025-01-19","8.8617406699","9.3606355639","8.011457684","14.4","7.8314283611","1.7750434064","1.944","0.0778193536","0.044565396","0.0084","0.06","0.021312","","0.000804","0.0012532508","0.0000072","0.000008","","0.0000017891","0.0000014421","","0","0","","52.3984781169"
"2025-01-20","9.1129666125","9.3606402402","8.0131852535","14.4","7.9192156644","1.7768672891","1.944","0.0777793536","0.044565396","0.007","0.05","0.021312","","0.000816","0.0012457589","0.000008","0.0000095","","0.0000017812","0.0000014421","","0","0","","52.7296142915"
"2025-01-21","8.8618398063","9.3606405799","8.0253377407","14.4","7.5234166503","1.7746480029","1.944","0.0778193536","0.044565396","0.0084","0.05","0.021312","","0.000804","0.0012035284","0.0000072","0.0000105","","0.0000015352","0.0000014421","","0","0","","52.0940077354"
"2025-01-22","9.8503475074","9.3606204847","8.0082794108","14.4","7.1992118892","1.7751697402","1.944","0.0777793536","0.044565396","0.0084","0.05","0.021312","","0.000828","0.0012657184","0.000008","0.0000095","","0.0000015322","0.0000014421","","0","0","","52.7417999746"
"2025-01-23","10.6202418542","9.3606321073","8.0139234901","14.4","7.5094092417","1.7762679139","1.944","0.0777393536","0.044565396","0.0056","0.06","0.021312","","0.00084","0.0015056486","0.0000064","0.000009","","0.0000017825","0.0000019224","","0","0","","53.8360561103"
"2025-01-24","10.8713799648","9.3606268828","8.0167931149","14.4","7.65698668","1.775905699","1.944","0.0778193536","0.044565396","0.0084","0.07","0.021312","","0.000948","0.0013851262","0.000008","0.00001","","0.0000015387","0.0000014437","","0","0","","54.2501431997"
"2025-01-25","9.866538513","9.3606209532","8.0119153842","14.4","7.6234121554","1.7727814503","1.944","0.0777793536","0.044565396","0.0084","0.09","0.021312","","0.00096","0.0014663453","0.000008","0.000009","","0.0000015347","0.0000019208","","0","0","","53.2237720065"
"2025-01-26","9.8458403071","9.3606544234","8.0142380987","14.4","7.6717263575","1.7758191549","1.944","0.0778993536","0.044565396","0.007","0.11","0.021312","","0.000996","0.0013916615","0.000008","0.00001","","0.0000020406","0.0000014429","","0","0","","53.2754642362"
"2025-01-27","10.7467009261","9.3606351281","8.0385140499","14.4","7.2534021814","1.7743074411","1.944","0.0778193536","0.044565396","0.0084","0.09","0.021312","","0.000984","0.0014730594","0.0000088","0.000011","","0.0000015366","0.0000014445","","0","0","","53.7621363167"
"2025-01-28","10.117799795","9.3606520208","8.0588784593","14.4","7.003327055","1.7755319614","1.944","0.0778593536","0.044565396","0.007","0.15","0.021312","","0.001008","0.0014776068","0.0000088","0.0000105","","0.0000017919","0.0000014445","","0","0","","52.9634341843"
"2025-01-29","11.3739426488","9.360649972","8.0676923341","14.4","7.0440464931","1.7757291212","1.944","0.0778593536","0.044565396","0.0084","0.08","0.021312","","0.000972","0.0012821357","0.0000088","0.00001","","0.0000017837","0.0000014437","","0","0","","54.2004734819"
"2025-01-30","11.9076095536","9.3606323079","8.056912913","14.4","7.0509724328","1.7744974332","1.944","0.0777793536","0.044565396","0.0084","0.11","0.021312","","0.000972","0.0015133242","0.0000072","0.000009","","0.0000015357","0.0000014421","","0","0","","54.7591858921"
"2025-01-31","11.8433270931","9.3605718702","8.0608114541","14.4","7.0403653155","1.7765243562","1.944","0.0778593536","0.044565396","0.0084","0.09","0.021312","","0.000972","0.0014554937","0.0000072","0.0000095","","0.0000015343","0.00000192","","0","0","","54.6701844867"
"2025-02-01","10.432602607","9.3605981703","8.4340139436","14.4","7.1770459458","1.7741117977","1.944","0.0860342864","0.0493402608","0","0.09","0.021312","0.2","0.000819","0.0016775917","0.0000072","0","","0.0000015327","0.0000014429","","0","0","","53.9715657789"
"2025-02-02","10.2674150839","9.3605713262","8.4237087014","14.4","7.3432168766","1.7757913824","1.944","0.0861142864","0.0493402608","0","0.11","0.021312","","0.000984","0.0015627538","0.0000088","0","","0.0000020366","0.0000014413","","0","0","","53.7840289494"
"2025-02-03","11.6249882882","9.3606039174","8.4201291888","14.4","7.120095493","1.7763184055","1.944","0.0860742864","0.0493402608","0","0.08","0.021312","","0.000972","0.0015097089","0.0000088","0","","0.0000015368","0.0000014429","","0","0","","54.8853553287"
"2025-02-04","11.9076788026","9.3605496871","8.4319739415","14.4","7.0278400308","1.776249096","1.944","0.0860742864","0.0493402608","0","0.09","0.021312","","0.000972","0.0013867135","0.000008","0","","0.0000015371","0.0000019208","","0","0","","55.0973882766"
"2025-02-05","11.6563850756","9.360592211","8.4195749328","14.4","6.9084175728","1.7735096323","1.944","0.0860742864","0.0493402608","0","0.09","0.021312","","0.000984","0.0074830065","0.0000072","0","","0.0000015304","0.0000014429","","0","0","","54.7176831515"
"2025-02-06","11.9076648738","9.3605846828","8.4248651659","14.4","6.9455496319","1.7749692103","1.944","0.0860742864","0.0493402608","0","0.11","0.021312","","0.000972","0.0015092453","0.0000088","0","","0.0000017851","0.0000014429","","0","0","","55.0268533852"
"2025-02-07","12.1587824418","9.360581791","8.4197146216","14.4","7.0250098466","1.7740429035","1.944","0.0861142864","0.0493402608","0","0.09","0.021312","","0.000996","0.0012946754","0.000008","0","","0.0000017907","0.0000014438","","0","0","","55.3312000616"
"2025-02-08","12.1273669407","9.3605814517","8.4207756531","14.4","7.2301280892","1.7758905637","1.944","0.0861542864","0.0493402608","0","0.12","0.021312","","0.000996","0.0014698205","0.0000064","0","","0.000001534","0.0000019192","","0","0","","55.5380249193"
"2025-02-09","12.2469273171","9.3606314023","8.4234366845","14.4","7.2288990045","1.7753786235","1.944","0.0860742864","0.0493402608","0.0035","0.09","0.021312","","0.000972","0.0014480126","0.0000064","0","","0.0000017814","0.0000014437","","0","0","","55.6319292168"
"2025-02-10","12.5356053084","9.3606184147","8.4353421992","14.4","6.9180308412","1.7760844903","1.944","0.0825828578","0.0493402608","0.0042","0.09","0.021312","","0.000996","0.001358947","0.0000096","0.0000105","","0.0000015401","0.0000019224","","0","0","","55.6194948819"
"2025-02-11","12.4100319265","9.3606817707","8.4751907745","14.4","6.9529414569","1.7764499703","1.944","0.0860742864","0.0493402608","0.0035","0.09","0.021312","","0.000996","0.0015482303","0.0000088","0.00001","","0.0000017908","0.0000014422","","0","0","","55.5720887094"
"2025-02-12","12.4413204887","9.3606137966","8.4613549153","14.4","6.8716668737","1.7755803019","1.944","0.0826228578","0.0493402608","0.0035","0.11","0.021312","","0.000972","0.0015634896","0.000008","0.0000095","","0.000001537","0.0000014429","","0","0","","55.5238674643"
