"Service","EC2-Other($)","EC2-Instances($)","VPC($)","Elastic Container Service for Kubernetes($)","Elastic Load Balancing($)","CloudWatch($)","Secrets Manager($)","Cost Explorer($)","Service Catalog($)","EC2 Container Registry (ECR)($)","Route 53($)","S3($)","Key Management Service($)","SQS($)","SNS($)","Step Functions($)","Glacier($)","Simple Workflow Service($)","DynamoDB($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-07-09","14.9158510254","8.4688355322","5.4022542477","2.4","1.8280878144","1.8707941461","0.0768385472","0.05","0","0.0167227403","","0.0031417506","0.002376","0.0001056","0","0.000000328","0.0000025723","0.0000006003","0.0000000504","","0","0","","35.0350109549"
"2024-07-10","14.8591254029","8.4695443155","5.4011933122","2.4","1.8367042993","1.8595896177","0.0775585472","0.05","0","0.0168159144","","0.0039710998","0.002376","0.0001152","0","0.000000444","0.0000025718","0.000000783","0.0000000504","","0","0","","34.9769975582"
"2024-07-11","14.791081697","8.5098776678","5.4007664028","2.4","1.8401265691","1.8428748634","0.0810993536","0.05","0","0.0168159144","","0.0041403272","0.00231","0.0001392","0","0.000000458","0.000002683","0.0000008091","0.0000000504","","0","0","","34.9392359958"
"2024-07-12","14.7993148081","8.4965232132","5.4015830312","2.4","1.8365409934","1.84625032","0.0812443536","0.05","0.0224","0.0169526075","","0.0043724572","0.002442","0.0001392","0","0.0000005","0.000002795","0.0000008352","0.0000000504","","0","0","","34.9577671648"
"2024-07-13","14.7752260856","8.458776471","5.4005049513","2.4","1.8366453102","1.8460425388","0.0809843536","0.05","0.0245","0.0170150424","","0.0042587559","0.00231","0.0001536","0","0.000000458","0.0000027281","0.0000008352","0.0000000504","","0","0","","34.8964211805"
"2024-07-14","14.7763124015","8.4294882152","5.40039686","2.4","1.8396267489","1.8451988994","0.0809843536","0.05","0.3808","0.0170150424","","0.0040037151","0.002376","0.000144","0","0.000000444","0.0000028601","0.000000783","0.0000000504","","0","0","","35.2263503736"
"2024-07-15","14.8128627659","8.5100483774","5.4022847321","2.4","1.8344468835","1.8642818038","0.0808693536","0.05","0.4165","0.0170150424","","0.0041737419","0.002376","0.000144","0","0.000000458","0.0000027746","0.0000008091","0.0000000504","","0","0","","35.3950067927"
"2024-07-16","14.8139170092","8.5099272196","5.4014645132","2.4","1.8411622074","1.860673961","0.0810143536","0.05","0.3451","0.0171366503","","0.0042865995","0.00231","0.0001248","0","0.000000444","0.000002706","0.0000008091","0.0000000504","","0","0","","35.3271213233"
"2024-07-17","14.7836392709","8.5099313291","5.4003391472","2.4","1.8369140416","1.8528055805","0.0808693536","0.05","0.4046","0.017205876","","0.0041685077","0.002376","0.0001392","0","0.00000043","0.000002731","0.000000783","0.0000000504","","0","0","","35.342992301"
"2024-07-18","14.7820177145","8.5232425933","5.4003438094","2.4","1.8397281166","1.848639605","0.0775285472","0.05","0.3808","0.017205876","","0.0041550237","0.002376","0.0001344","0","0.00000043","0.0000027179","0.0000007569","0.0000000504","","0","0","","35.3261756409"
"2024-07-19","14.7828774996","8.5366098952","5.4003372139","2.4","1.8338820758","1.8373020576","0.0801793536","0.05","0.3213","0.017205876","","0.0036428273","0.002376","0.00012","0","0.0000011657","0.000002692","0.0000006264","0.0000000504","","0","0","","35.2658373335"
"2024-07-20","14.7800908782","8.5365608785","5.4003426642","2.4","1.8390875472","1.8390861643","0.0793743536","0.05","0.238","0.017205876","","0.003049864","0.002376","0.0000768","0","0.0000010197","0.0000027858","0.0000004437","0.0000000504","","0","0","","35.1852553256"
"2024-07-21","14.781334671","8.5365745292","5.4003438972","2.4","1.8412020533","1.8434926681","0.0787993536","0.05","0.1904","0.017205876","","0.0027076803","0.00231","0.0000672","0","0.0000012696","0.0000028485","0.0000003654","0.0000000504","","0","0","","35.1444424626"
"2024-07-22","14.7957030424","8.5366143323","5.4003609391","2.4","1.840791785","1.8412799013","0.0789143536","0.85","0.1904","0.017205876","","0.0027926933","0.00231","0.0000624","0","0.0000010047","0.0000026814","0.0000003393","0.0000000504","","0","0","","35.9564393988"
"2024-07-23","14.8168513575","8.5368161879","5.4003399442","2.4","1.837891773","1.8528615993","0.0807543536","1.65","0.3808","0.017205876","","0.0035618139","0.00231","0.0001392","0","0.0000014886","0.0000025753","0.0000007569","0.0000000504","","0","0","","36.9795369766"
"2024-07-24","14.7841476739","8.5366221518","5.4003441841","2.4","1.8353355898","1.8467039438","0.0807543536","1.73","0.3689","0.017205876","","0.004109318","0.002244","0.0001392","0.000028","0.0000012247","0.0000027133","0.0000007308","0.0000000504","","0","0","","37.0065390102"
"2024-07-25","14.7836811428","8.5500398468","5.4003445156","2.4","1.8386898133","1.8485701158","0.0800643536","0.05","0.3213","0.017205876","","0.0036705211","0.002376","0.0001104","0.000024","0.0000014026","0.0000026547","0.0000006264","0.0000000504","","0","0","","35.2960813191"
"2024-07-26","14.8211484365","8.5501846749","5.4018075827","2.4","1.8366710313","1.8492684592","0.0799493536","0.05","0.2975","0.0175185912","","0.0036344491","0.002376","0.0001056","0.000022","0.0000014026","0.0000026169","0.0000005742","0.0000000504","","0","0","","35.3101908226"
"2024-07-27","14.7830640169","8.5633939241","5.4003408498","2.4","1.8418510068","1.8534066789","0.0801793536","0.05","0.3094","0.0177316152","","0.0035562805","0.002376","0.0001056","0.0000225","0.0000010797","0.0000027046","0.0000006003","0.0000000504","","0","0","","35.3054322608"
"2024-07-28","14.7816155828","8.5500050618","5.4003411842","2.4","1.8404286859","1.8463247158","0.0798343536","0.05","0.2856","0.0177316152","","0.0034603865","0.002484","0.0001104","0.0000205","0.0000013746","0.0000025962","0.000000522","0.0000000504","","0","0","","35.257961029"
"2024-07-29","14.7953817598","8.5500284828","5.4006219881","2.4","1.8419152721","1.8483935807","0.0793743536","0.05","0.2499","0.0178497848","","0.0032633301","0.002484","0.0000864","0.0000185","0.0000013296","0.0000027045","0.0000004437","0.0000000504","","0","0","","35.2393219802"
"2024-07-30","14.8682238654","8.5638224945","5.4015968276","2.4","1.8371297842","1.8509922952","0.0792593536","0.05","0.2261","0.0179224464","","0.0031782698","0.002484","0.0000816","0.0000165","0.0000010347","0.000002841","0.0000004176","0.0000000504","","0","0","","35.3008117804"
"2024-07-31","14.7856134065","8.5635244568","5.4004749375","2.4","1.8404631862","1.8498840115","0.0792593536","0.04","0.2261","0.0179224464","","0.0030778832","0.002484","0.0000672","0.000016","0.0000012996","0.0000028176","0.0000004176","0.0000000504","","0","0","","35.2088914669"
"2024-08-01","14.7856240432","8.5501283591","5.4003946889","2.4","1.838458378","1.7856159262","0.0787993536","0.05","0","0.0179224464","1","0.0031529484","0.002376","0.0000576","0","0.0000007688","0.0000028172","0.0000004176","0.0000000504","","0","0","","35.9125337978"
"2024-08-02","14.7988750066","8.5634959432","5.4005507789","2.4","1.8389648859","1.8479821093","0.0802943536","0.05","0","0.0179224464","","0.003883306","0.002376","0.0001008","0","0.000001431","0.0000027945","0.0000006525","0.0000000504","","0","0","","35.0044505583"
"2024-08-03","14.7838981478","8.5634883685","5.4003460612","2.4","1.8355651121","1.8470710614","0.0793743536","0.05","0.0112","0.0179224464","","0.0032479072","0.002376","0.0000624","0","0.0000010497","0.0000028401","0.0000004437","0.0000000504","","0","0","","34.9945562421"
"2024-08-04","14.7837955691","8.5392627251","5.4003370648","2.4","1.8361811935","1.8486527739","0.0792593536","0.05","0.0133","0.0179224464","","0.003148249","0.002376","0.0000768","0","0.0000012696","0.000002787","0.0000004176","0.0000000504","","0","0","","34.9743167"
"2024-08-05","14.7859493113","8.5768862019","5.4003397489","2.4","1.8376620459","1.8495688728","0.0760335472","0.05","0.014","0.0179224464","","0.0031599244","0.00198","0.0000672","0","0.0000013146","0.0000027812","0.0000004437","0.0000000504","","0","0","","35.0135738887"
"2024-08-06","14.9532856473","8.5637259197","5.4023342063","2.4","1.8394513127","1.8522913531","0.0792593536","0.05","0.0532","0.0180492327","","0.004742451","0.002376","0.0000768","0","0.0000010347","0.0000026392","0.0000004176","0.0000000504","","0","0","","35.2187964183"
"2024-08-07","14.794571427","8.5525951627","5.4011786154","2.4","1.8376796066","1.8573962465","0.0792593536","0.05","0.1904","0.0181132752","","0.0038787206","0.002376","0.000072","0.0000165","0.0000010347","0.0000027285","0.0000004437","0.0000000504","","0","0","","35.1875411649"
"2024-08-08","14.7903403131","8.5635025648","5.4003588771","2.4","1.8326545332","1.8536247873","0.0762635472","0.05","0.2618","0.0181132752","","0.0042092839","0.002376","0.000096","0.0000195","0.000001329","0.0000026612","0.0000004698","0.0000000504","","0","0","","35.2533631922"
"2024-08-09","14.7898621377","8.5500695678","5.4004237731","2.4","1.8393216405","1.8514732358","0.0793743536","0.05","0.238","0.0181132752","","0.0041929665","0.002376","0.0000864","0.000017","0.0000013136","0.0000027704","0.0000004437","0.0000000504","","0","0","","35.2233149283"
"2024-08-10","14.7899787756","8.5391885783","5.4003382825","2.4","1.8389956483","1.8548923962","0.0792593536","0.01","0.2261","0.0181132752","","0.0038174649","0.002376","0.0000768","0.0000165","0.0000010497","0.0000027751","0.0000004176","0.0000000504","","0","0","","35.1631573674"
"2024-08-11","14.790240696","8.550063166","5.4003390546","2.4","1.8393321503","1.8539890734","0.0792593536","0.01","0.238","0.0181132752","","0.0044386779","0.001914","0.0000912","0.00002","0.0000013586","0.0000027507","0.0000005481","0.0000000504","","0","0","","35.1858053548"
"2024-08-12","14.7910523477","8.5634912072","5.4003403842","2.4","1.8356929061","1.858339036","0.0792593536","0.01","0.2261","0.0181132752","","0.0040733858","0.002376","0.000072","0.000016","0.0000012996","0.0000028175","0.0000004176","0.0000000504","","0","0","","35.1889304809"
"2024-08-13","14.8654811155","8.5636418706","5.4014133124","2.4","1.8400295571","1.8554047234","0.0790293536","0.01","0.2142","0.0182329512","","0.0044171638","0.002442","0.0000768","0.000016","0.0000010497","0.0000027952","0.0000004176","0.0000000504","","0","0","","35.2543891605"
"2024-08-14","14.8006938082","8.5634967226","5.4003962447","2.4","1.8376374789","1.855793187","0.0793743536","0.01","0.238","0.0183194304","","0.0043273924","0.002376","0.0000816","0.0000165","0.0000012996","0.0000026616","0.0000004176","0.0000000504","","0","0","","35.210517147"
"2024-08-15","14.7934214195","8.5500864259","5.4003964256","2.4","1.83775715","1.8578454886","0.0792593536","0.01","0.2261","0.0183194304","","0.0040384421","0.002376","0.0000768","0.0000155","0.0000010347","0.0000028188","0.0000004176","0.0000000504","","0","0","","35.1796967572"
"2024-08-16","14.7903479401","8.563476477","5.4004015663","2.4","1.8370727032","1.8582939258","0.0794893536","0.01","0.2618","0.0183194304","","0.0044278702","0.00231","0.0000912","0.0000185","0.0000010487","0.0000025284","0.000000522","0.0000000504","","0","0","","35.2260531161"
"2024-08-17","14.7901015648","8.5500421274","5.4003942341","2.4","1.8388911585","1.8576351877","0.0791443536","0.01","0.2142","0.0183194304","","0.0041147411","0.002376","0.000072","0.000014","0.0000012846","0.0000024527","0.0000003915","0.0000000504","","0","0","","35.1653089768"
"2024-08-18","14.790550099","8.5067367599","5.4003924949","2.4","1.8371921102","1.8574383927","0.0791443536","0.01","0.2142","0.0183194304","","0.0039939935","0.002376","0.000072","0.000015","0.0000010197","0.000002581","0.0000003915","0.0000000504","","0","0","","35.1204346768"
"2024-08-19","14.7915111726","8.5500643677","5.4003965369","2.4","1.8400429671","1.8529371511","0.0791443536","0.01","0.2142","0.0183194304","","0.0041079042","0.002376","0.000072","0.000015","0.0000012996","0.0000025542","0.0000003915","0.0000000504","","0","0","","35.1631911793"
"2024-08-20","14.8211666852","8.550174678","5.4009067416","2.4","1.8395497283","1.8518708375","0.0794893536","0.01","0.2618","0.0183194304","","0.0046784403","0.002376","0.0001152","0.000022","0.0000013876","0.0000025904","0.0000005742","0.0000000504","","0","0","","35.2404736975"
"2024-08-21","15.0543841911","8.5684809257","5.4036001832","2.4","1.8399317736","1.8650680183","0.0800143536","0.01","0.2856","0.0195370849","","0.0061342881","0.002442","0.0001008","0.000021","0.0000011097","0.0000026016","0.0000005742","0.0000000504","","0","0","","35.5353189544"
"2024-08-22","14.7776251586","8.5635454042","5.4012489069","2.4","1.8416609091","1.8664281123","0.0798343536","0.01","0.2737","0.0208300224","","0.0051747335","0.00231","0.0001008","0.000021","0.0000013746","0.0000024232","0.000000522","0.0000000504","","0","0","","35.2424837708"
"2024-08-23","14.8072572292","8.5530370782","5.4016290977","2.4","1.8351084137","1.8678650061","0.0796043536","0.01","0.3094","0.0209545116","","0.0055644224","0.002046","0.0001056","0.000022","0.0000010791","0.0000024242","0.0000005742","0.0000000504","","0","0","","35.2925978404"
"2024-08-24","14.7778802233","8.5529099876","5.4004399921","2.4","1.8355201898","1.8722480175","0.0805243536","0.01","0.3332","0.021073152","","0.0054968353","0.00198","0.0001248","0.0000265","0.0000014316","0.00000255","0.0000006786","0.0000000504","","0","0","","35.2914287618"
"2024-08-25","14.7753695988","8.5204875577","5.4004725407","2.4","1.8384707187","1.8680399792","0.0771835472","0.01","0.3451","0.021073152","","0.0055653731","0.002046","0.0001248","0.000026","0.000001433","0.0000025502","0.0000007047","0.0000000504","","0","0","","35.2639640057"
"2024-08-26","15.3759574962","8.9039361061","5.405905771","2.4","1.8400468433","1.9422471955","0.0801293536","0.01","0.2737","0.0210732117","","0.0059066941","0.002046","0.000096","0.0000245109","0.0000013736","0.000002395","0.0000005481","0.0000000504","","0","0","","36.2610735495"
"2024-08-27","15.2940764503","9.616692554","5.4032177072","2.4","1.8405910081","1.9901601708","0.0799943536","0.01","0.2261","0.0210733348","","0.0155756536","0.001392","0.0001056","0.000023","0.0000011397","0.0000024168","0.0000005742","0.0000000504","","0","0","","36.8990060135"
"2024-08-28","15.2650285259","9.5947093366","5.400605586","2.4","1.8456839323","1.9896313366","0.0767235472","0.01","0.2975","0.0210733464","","0.0052265527","0.002046","0.0001008","0.000022","0.0000013896","0.0000025724","0.0000005481","0.0000000504","","0","0","","36.9083555242"
"2024-08-29","15.2797858638","9.6969543227","5.4008325824","2.4","1.8496482646","1.9940002976","0.0794993536","0.01","0.2499","0.0210733538","","0.005251672","0.001932","0.0000912","0.0000185","0.0000013746","0.0000025804","0.0000004959","0.0000000504","","0","0","","36.9889919118"
"2024-08-30","15.2817525097","9.6969183729","5.4004930336","2.4","1.8480058451","2.3272253929","0.0781243536","","0.0539","0.0210733608","","0.0044265303","0.002208","0.000022","0.000011","0.0000013619","0.0000004957","0.0000015393","0.0000000504","","0","0","","37.1141638462"
"2024-08-31","15.2871943843","9.683512706","5.4004471038","2.4","1.8446715525","1.985748039","0.0776643536","0.02","0.0077","0.0210733608","","0.0037598673","0.002484","0.0000032","0.000007","0.0000013017","","0.0000009566","0.0000000504","","0","0","","36.734267876"
"2024-09-01","15.5165502203","9.6835115766","5.4004816194","2.4","1.8450267243","1.9971329041","0.0803499992","0.01","0","0.0217758096","0.2","0.0041729572","0.002376","0","0","0.0000015549","","0.0000014349","0.0000000528","","0","0","","37.1613808533"
"2024-09-02","15.5180834558","9.6835054791","5.4010478235","2.4","1.8424799716","1.9935967901","0.0802099992","0.01","0","0.0217758096","","0.0039933177","0.002376","0.0000028","0","0.0000015549","","0.0000014349","0.0000000528","","0","0","","36.9570744892"
"2024-09-03","15.5719887927","9.6301938537","5.4010699218","2.4","1.8458244978","2.0009790892","0.0802899992","","0","0.0217758318","","0.004247045","0.002376","0.0000024","0","0.0000013015","","0.0000014349","0.0000000528","","0","0","","36.9587502204"
"2024-09-04","15.5200262089","9.6165454727","5.4010606919","2.4","1.8457938613","1.9982699351","0.0802449992","0.01","0","0.0217758432","","0.0040754635","0.002376","0.0000024","0","0.0000020732","","0.0000014349","0.0000000528","","0","0","","36.9001744367"
"2024-09-05","15.5454730961","9.6165672433","5.409908557","2.4","1.8435162467","1.9995303886","0.0802599992","0.01","0","0.0217758548","","0.0092324325","0.00231","0.0000024","0","0.0000010366","","0.0000014349","0.0000000528","","0","0","","36.9385787425"
"2024-09-06","15.5644302319","9.6166855703","5.4015483423","2.4","1.8451237602","1.996204994","0.0802499992","0.01","0.0063","0.0219726308","","0.0045131745","0.002244","0.0000024","0","0.0000018198","","0.0000014349","0.0000000528","","0","0","","36.9492784107"
"2024-09-07","15.4791495812","9.6165213706","5.4004000816","2.4","1.8471186775","1.9902538929","0.0802449992","0.01","0.0077","0.0220864656","","0.0040707069","0.00231","0.0000028","0","0.0000018085","","0.0000019128","0.0000000528","","0","0","","36.8598623496"
"2024-09-08","15.480544533","9.6031492106","5.4005445309","2.4","1.8438976311","1.9878195826","0.0802799992","0.01","0.007","0.0220864656","","0.0041524765","0.002376","0.0000032","0","0.0000015549","","0.0000014349","0.0000000528","","0","0","","36.8418566721"
"2024-09-09","15.4812000001","9.616605568","5.4006815727","2.4","1.8476453083","1.9898917279","0.0802099992","0.01","0.0063","0.0220864656","","0.0041583119","0.00231","0.000002","0","0.0000015549","","0.0000009566","0.0000000528","","0","0","","36.861093518"
"2024-09-10","15.4957297691","9.6166227926","5.4006350852","2.4","1.8412178711","1.9928298781","0.0804199992","0.01","0.0105","0.0220864656","","0.0045137059","0.002376","0.0000044","0","0.0000015549","","0.0000019128","0.0000000528","","0","0","","36.8769394873"
"2024-09-11","15.4805418844","9.6164733107","5.4005243193","2.4","1.8454016524","1.9924466804","0.0802099992","0.01","0.0063","0.0220864656","","0.0041325028","0.00231","0.0000028","0","0.0000015549","","0.0000014349","0.0000000528","","0","0","","36.8604326574"
"2024-09-12","15.4998583355","9.6166938038","5.4009844869","2.4","1.8444447107","1.9890672935","0.0769466659","0.01","0.0077","0.0220864656","","0.0041423557","0.002376","0.0000028","0","0.0000018198","","0.0000014349","0.0000000528","","0","0","","36.8743062251"
"2024-09-13","15.4823195422","9.6164750808","5.4004514868","2.4","1.8441519391","1.9820688825","0.0802449992","0.01","0.007","0.0220864656","","0.0041491072","0.00231","0.0000028","0.0000075","0.00000129","","0.0000014349","0.0000000528","","0","0","","36.8512705811"
"2024-09-14","15.486099111","9.6164962364","5.4004556678","2.4","1.8441691051","1.9927878132","0.0802449992","","0.0056","0.0220864656","","0.0041587698","0.00132","0.0000028","0.000007","0.0000015549","","0.0000014349","0.0000000528","","0","0","","36.8534310107"
"2024-09-15","15.4823750841","9.6164873479","5.4003996582","2.4","1.8486882585","1.9910009474","0.0802449992","0.01","0.0077","0.0220864656","","0.0041458186","0.002046","0.0000028","0.000007","0.0000018085","","0.0000019128","0.0000000528","","0","0","","36.8651881536"
"2024-09-16","15.4841096349","9.6165102757","5.4004558302","2.4","1.8460842807","1.9869404334","0.0802449992","0.01","0.0063","0.0220864656","","0.0042374893","0.00231","0.0000032","0.0000075","0.0000018198","","0.0000014349","0.0000000528","","0","0","","36.8592934165"
"2024-09-17","15.5073803812","9.6166601447","5.4005371546","2.4","1.8438719433","1.9956217301","0.0802449992","0.01","0.007","0.0220864656","","0.0041246551","0.002376","0.0000028","0.000007","0.0000020732","","0.0000019128","0.0000000528","","0","0","","36.8899173126"
"2024-09-18","15.4938172247","9.6165312938","5.4003937745","2.4","1.8444744444","1.9933672164","0.0802799992","0.01","0.0063","0.0220864656","","0.0042391333","0.002376","0.0000028","0.0000075","0.0000015549","","0.0000009566","0.0000000528","","0","0","","36.8738784162"
"2024-09-19","15.4952504748","9.616509757","5.4004556982","2.4","1.8468458275","1.9904296716","0.0802449992","","0.007","0.0220864656","","0.0040674625","0.002442","0.0000024","0.0000075","0.0000018083","","0.0000019128","0.0000000528","","0","0","","36.8653460303"
"2024-09-20","15.4845532562","9.5732107924","5.400394254","2.4","1.8455115048","1.9950955159","0.0802099992","0.01","0.0077","0.0220864656","","0.0041462302","0.002376","0.0000032","0.0000075","0.0000015553","","0.0000014349","0.0000000528","","0","0","","36.8252977613"
"2024-09-21","15.4840371327","9.6165058421","5.4004404805","2.4","1.8400686627","1.995412569","0.0802449992","0.01","0.007","0.0220864656","","0.0042379003","0.002376","0.0000028","0.000007","0.0000018198","","0.0000014349","0.0000000528","","0","0","","36.8624231596"
"2024-09-22","15.4852333568","9.6165046031","5.4003927305","2.4","1.845062338","2.3342212441","0.0802449992","0.01","0.007","0.0220864656","","0.004230831","0.002376","0.0000028","0.0000075","0.0000015549","","0.0000014349","0.0000000528","","0","0","","37.2073659109"
"2024-09-23","15.4874322447","9.6969319281","5.4004777105","2.4","1.8478938721","1.9985289481","0.0802699992","0.01","0.0077","0.0220864656","","0.0041553201","0.002382","0.0000028","0.0000075","0.0000018083","","0.0000019128","0.0000000528","","0","0","","36.9578725623"
"2024-09-24","15.5047408774","9.7105436718","5.4018109015","2.4","1.8480361171","2.0006602405","0.0802449992","","0.0049","0.0220864656","","0.00400736","0.002376","0.0000032","0.0000065","0.0000015549","","0.0000014349","0.0000000528","","0","0","","36.9794193757"
"2024-09-25","15.503492977","9.6869408624","5.4006118523","2.4","1.8461387624","1.9964501809","0.0801399992","0.01","0.0056","0.0220864656","","0.0039890936","0.002376","0.0000016","0.0000045","0.0000012902","","0.0000014349","0.0000000528","","0","0","","36.9578350713"
"2024-09-26","15.4880816732","9.7102870248","5.4003973233","2.4","1.8460330487","1.9973489085","0.0804549992","0.01","0.0112","0.0220864656","","0.0046692137","0.002442","0.0000048","0.0000125","0.0000018085","","0.0000014349","0.0000000528","","0","0","","36.9730212532"
"2024-09-27","15.4885698052","9.7103016705","5.4003980836","2.4","1.8439306134","1.9966227651","0.0806649992","0.01","0.0154","0.0220864656","","0.0050747187","0.002442","0.000008","0.0000185","0.0000020732","","0.0000019128","0.0000000528","","0","0","","36.9755216601"
"2024-09-28","15.4867209897","9.7102638452","5.4004635251","2.4","1.8468472151","1.9958300318","0.0773666659","0.01","0.0154","0.0220864656","","0.0053704847","0.002484","0.0000084","0.0000215","0.0000018198","","0.0000014349","0.0000000528","","0","0","","36.9728664306"
"2024-09-29","15.4862217377","9.7102782739","5.4005100242","2.4","1.8475781074","1.9935272543","0.0807699992","0.01","0.0161","0.0220864656","","0.0054160661","0.002484","0.0000092","0.0000215","0.0000020732","","0.0000019128","0.0000000528","","0","0","","36.9750066672"
"2024-09-30","15.4863403339","9.6433133942","5.4012502426","2.4","1.8424863255","1.9955592561","0.0807349992","0.01","0.0154","0.0220864656","","0.0053426635","0.002484","0.0000084","0.000021","0.0000018083","","0.0000019128","0.0000000528","","0","0","","36.9050308545"
"2024-10-01","15.2668529914","9.6300263063","5.4007189595","2.4","1.8474260277","1.959063294","0.0781193536","","0","0.0213739968","0.2","0.005155355","0.001944","0.0000084","0","0.0000018198","","0.0000014349","0.0000000504","","0","0","","36.8106919894"
"2024-10-02","15.262835494","9.6994914134","5.4005033951","2.4","1.8445350072","1.9769950591","0.0781893536","0.01","0","0.0213739968","","0.0053519377","0.002484","0.0000084","0","0.0000018083","","0.0000019128","0.0000000504","","0","0","","36.7017718284"
"2024-10-03","15.4074112628","9.6603257191","5.4033203694","2.4","1.8446660631","1.9899905636","0.0784093536","0.01","0.0161","0.0219475928","","0.0064180683","0.002484","0.000008","0","0.0000018198","","0.0000014349","0.0000000504","","0","0","","36.8410842978"
"2024-10-04","15.2504535929","9.6299074539","5.4008162794","2.4","1.846148121","1.9827115834","0.0781893536","0.01","0.0259","0.0223282128","","0.0054324832","0.002484","0.0000088","0","0.0000020232","","0.0000019128","0.0000000504","","0","0","0","36.6543838666"
"2024-10-05","15.2497572693","9.6190856086","5.4005033198","2.4","1.841677855","1.9856346886","0.0781893536","0.01","0.0294","0.0223282128","","0.0054512837","0.001656","0.0000064","0","0.0000015052","","0.0000019128","0.0000000504","","0","0","","36.6436934598"
"2024-10-06","15.2495499787","9.6299270645","5.4005030239","2.4","1.8457359852","1.9814324613","0.0780493536","0.01","0.0287","0.0223282128","","0.0054391413","0.002484","0.000008","0","0.0000017542","","0.0000014349","0.0000000504","","0","0","","36.6541604608"
"2024-10-07","15.2493294933","9.6298963164","5.4007393832","2.4","1.8432179904","1.9819635543","0.0781193536","0.01","0.0301","0.0223282128","","0.0053881617","0.002484","0.000008","0","0.0000020076","","0.0000019128","0.0000000504","","0","0","","36.6535784365"
"2024-10-08","15.6160681207","9.6341990055","5.4043441959","2.4","1.8482527999","1.9973111447","0.0782243536","0.01","0.0315","0.023671145","","0.0070941146","0.002484","0.000008","0","0.0000017591","","0.0000019128","0.0000000504","","0","0","","37.0531606022"
"2024-10-09","15.3644160137","9.639380187","5.4020758393","2.4","1.8500580889","1.9906094218","0.0781493536","","0.0252","0.0261886022","","0.0063229487","0.002484","0.0000068","0.0000175","0.0000015057","","0.0000014349","0.0000000504","","0","0","","36.7849117462"
"2024-10-10","15.2481088791","9.6433606115","5.400774503","2.4","1.8473442358","1.9702232487","0.0780493536","0.01","0.0238","0.0263725152","","0.0061734825","0.002484","0.0000064","0.0000185","0.0000020076","","0.0000014349","0.0000000504","","0","0","","36.6567192223"
"2024-10-11","15.2448706443","9.6433072284","5.4004906839","2.4","1.8465832945","1.9688244965","0.0781893536","0.01","0.0364","0.0263725152","","0.0067475327","0.002484","0.0000088","0.000024","0.0000017591","","0.0000014349","0.0000000504","","0","0","","36.6643057935"
"2024-10-12","15.2457247415","9.6299077877","5.4004593454","2.4","1.8435383514","1.96937434","0.0782593536","0.01","0.0343","0.0263725152","","0.0067193122","0.002484","0.0000108","0.000024","0.0000015057","","0.0000019128","0.0000000504","","0","0","","36.6471780159"
"2024-10-13","15.2474350726","9.6131284362","5.4004601372","2.4","1.8427850462","1.9691183763","0.0749635472","0.01","0.0329","0.0263725152","","0.0067929815","0.002484","0.0000092","0.000022","0.0000020061","","0.0000019128","0.0000000504","","0","0","","36.6264752817"
"2024-10-14","15.2552200746","9.6299688916","5.4009388648","2.4","1.8462497374","1.9740137486","0.0750335472","0.01","0.0343","0.0264751427","","0.006862598","0.002484","0.0000092","0.0000225","0.0000017591","","0.0000014349","0.0000000504","","0","0","","36.6615815493"
"2024-10-15","15.2715054931","9.710513175","5.400566424","2.4","1.8478619193","1.9729283766","0.0782593536","0.01","0.0364","0.0265166592","","0.0066641377","0.002484","0.0000096","0.000026","0.0000017542","","0.0000019128","0.0000000504","","0","0","","36.7637388559"
"2024-10-16","15.2628334972","9.7103602896","5.4004489392","2.4","1.8471546027","1.9747835515","0.0781893536","0.01","0.035","0.0265166592","","0.0068387674","0.002484","0.0000092","0.0000215","0.0000020066","","0.0000018855","0.0000000504","","0","0","","36.7546443029"
"2024-10-17","15.2566608123","9.7103541488","5.400416168","2.4","1.8455804538","1.9715441743","0.0749285472","","0.0301","0.0265166592","","0.0066852974","0.002484","0.0000084","0.0000205","0.0000017542","","0.0000013257","0.0000000504","","0","0","","36.7253022913"
"2024-10-18","15.2517501045","9.710333859","5.4003402947","2.4","1.8490094206","1.9735422204","0.0781193536","0.01","0.0294","0.0265166592","","0.0063291409","0.002484","0.0000072","0.0000185","0.0000015106","","0.0000019128","0.0000000504","","0","0","","36.7378542267"
"2024-10-19","15.2504760549","9.7103320054","5.4003420266","2.4","1.8471558182","1.9728337169","0.0781893536","0.01","0.0294","0.0265166592","","0.0066014948","0.002484","0.000008","0.0000185","0.0000017542","","0.0000019128","0.0000000504","","0","0","","36.734361347"
"2024-10-20","15.2503408697","9.7103086724","5.4003423035","2.4","1.8455147928","1.9724654221","0.0780493536","0.01","0.0308","0.0265166592","","0.0064895754","0.001587","0.0000072","0.000019","0.0000017591","","0.0000014349","0.0000000504","","0","0","","36.7324440931"
"2024-10-21","15.2519870576","9.7103066757","5.4003470746","2.4","1.8487021995","1.9742268222","0.0746835472","0.01","0.0266","0.0265166592","","0.0061474296","0.002484","0.000006","0.0000175","0.0000015057","","0.0000019128","0.0000000504","","0","0","","36.7320284345"
