"Service","EC2-Other($)","EC2-Instances($)","VPC($)","Elastic Container Service for Kubernetes($)","Elastic Load Balancing($)","CloudWatch($)","Secrets Manager($)","Cost Explorer($)","Service Catalog($)","EC2 Container Registry (ECR)($)","Route 53($)","S3($)","Key Management Service($)","SQS($)","SNS($)","Step Functions($)","Glacier($)","Simple Workflow Service($)","DynamoDB($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-10-22","15.2549550492","9.7103503953","5.4006840494","2.4","1.8496601063","1.9754421228","0.0779093536","0.01","0.0203","0.0265166592","","0.0062602646","0.002484","0.000006","0.000018","0.0000017542","","0.0000014349","0.0000000504","","0","0","","36.7345892399"
"2024-10-23","15.2550351109","9.7103449793","5.4007201497","2.4","1.8457166742","1.9744133383","0.0779443536","0.01","0.0245","0.0265166592","","0.006232443","0.002484","0.0000064","0.000015","0.0000017591","","0.0000014349","0.0000000504","","0","0","","36.7339323526"
"2024-10-24","15.2558910359","9.7103631611","5.4003414356","2.4","1.8479348759","1.9748579693","0.0748585472","","0.0231","0.0265166592","","0.0062324435","0.002553","0.0000076","0.000014","0.0000017542","","0.0000019128","0.0000000504","","0","0","","36.7226744451"
"2024-10-25","15.2537697663","9.7103089668","5.4003412949","2.4","1.8490209332","1.9742972839","0.0779443536","0.01","0.0217","0.0265166592","","0.0060902376","0.002484","0.0000068","0.000016","0.0000017591","","0.0000014349","0.0000000504","","0","0","","36.7324995399"
"2024-10-26","15.2515620857","9.7103167069","5.4003714955","2.4","1.8459830214","1.978999265","0.0778743536","0.01","0.021","0.0265166592","","0.0059911348","0.002484","0.0000072","0.000016","0.0000017532","","0.0000019128","0.0000000504","","0","0","","36.7311256385"
"2024-10-27","15.2518965612","9.6994153315","5.4003963932","2.4","1.8471650061","1.9748464652","0.0747185472","0.01","0.0203","0.0265166592","","0.0058844405","0.002484","0.0000068","0.000015","0.0000015057","","0.0000014349","0.0000000504","","0","0","","36.7136481951"
"2024-10-28","15.2512046395","9.7103217207","5.4003953146","2.4","1.8443212114","1.9756072063","0.0779093536","0.01","0.0105","0.0265166592","","0.0061023152","0.001863","0.0000064","0.000016","0.0000017591","","0.0000019128","0.0000000504","","0","0","","36.7147675428"
"2024-10-29","15.269876411","9.7104689993","5.4003471921","2.4","1.8437884508","1.9744828765","0.0781193536","0.01","0.0035","0.0265166592","","0.0064874832","0.002415","0.0000068","0.0000185","0.0000020076","","0.0000019128","0.0000000504","","0","0","","36.7260316965"
"2024-10-30","15.2529488182","9.7103226188","5.4003384605","2.4","1.8443411501","1.9756443835","0.0781193536","0.01","0.0049","0.0265166592","","0.0063378033","0.002484","0.0000072","0.00002","0.0000017537","","0.0000014349","0.0000000504","","0","0","","36.7119836862"
"2024-10-31","15.2573144065","9.7103209804","5.4003384034","2.4","1.8483630993","1.9727133715","0.0780143536","","0.0035","0.0265166592","","0.0062274875","0.002484","0.000008","0.0000175","0.0000017591","","0.0000019128","0.0000000504","","0","0","","36.7058219837"
"2024-11-01","15.5103096303","9.7103122738","5.4003356596","2.4","1.8451972157","1.509314591","0.0805599992","0.01","0","0.0274005456","0.2","0.0065569203","0.001602","0.0000076","0","0.0000020071","","0.0000019128","0","","0","0","","36.7016003554"
"2024-11-02","15.4878788792","9.7103096783","5.4003385212","2.4","1.8445868844","1.9904946926","0.0806649992","0.01","0","0.0274005456","","0.006498084","0.002484","0.0000068","0","0.0000015047","","0.0000014349","0.0000000528","","0","0","","36.9606660769"
"2024-11-03","15.4872616465","9.7103097251","5.4003359029","2.4","1.8426809618","1.9903466752","0.0805949992","0.01","0","0.0274005456","","0.0060451958","0.002484","0.000006","0","0.0000017542","","0.0000019128","0.0000000528","","0","0","","36.9574693719"
"2024-11-04","15.4863364827","9.6994092091","5.4004606381","2.4","1.8450724923","1.992597412","0.0805599992","0.01","0","0.0274005456","","0.0063719286","0.002553","0.0000052","0","0.0000017591","","0.0000014349","0.0000000528","","0","0","","36.9507701544"
"2024-11-05","15.4901751702","9.7108820293","5.4003407022","2.4","1.8468183544","1.9921027799","0.0805599992","0.01","0","0.0274005456","","0.0062430434","0.002484","0.0000064","0","0.0000020076","","0.0000019128","0.0000000528","","0","0","","36.9670169974"
"2024-11-06","15.5049911893","9.7111261277","5.4003438666","2.4","1.8410613028","1.9897998699","0.0806099992","0.01","0","0.0274005456","","0.0060402398","0.002553","0.0000056","0.0000125","0.0000015057","","0.0000014349","0.0000000528","","0","0","","36.9739472343"
"2024-11-07","15.4928324497","9.7110043553","5.4003820171","2.4","1.8483135934","1.9909258561","0.0805249992","","0","0.0274005456","","0.0064930676","0.001035","0.0000064","0.0000145","0.0000020066","","0.0000014349","0.0000000528","","0","0","","36.9589362783"
"2024-11-08","15.4923957553","9.711026619","5.4003394827","2.4","1.8501826922","1.9931215711","0.0807349992","0.01","0","0.0274005456","","0.0065842974","","0.0000064","0.0000185","0.0000017542","","0.0000019128","0.0000000528","","0","0","0","36.9718145823"
"2024-11-09","15.4880241362","9.7110050338","5.4003406429","2.4","1.8436856504","1.9890077422","0.0806299992","0.01","0","0.0274005456","","0.0064702627","","0.0000084","0.000019","0.0000017591","","0.0000014349","0.0000000528","","0","0","","36.9565946598"
"2024-11-10","15.488931828","9.7110201553","5.4003399418","2.4","1.8447873063","1.9895981034","0.0807699992","0.01","0","0.0274005456","","0.0064055873","","0.0000068","0.0000185","0.0000017542","","0.0000019128","0.0000000528","","0","0","","36.9592824867"
"2024-11-11","15.4915264331","9.7110434509","5.4003461631","2.4","1.8471922454","1.99116455","0.0737883326","0.01","0","0.0274005456","","0.0060522592","0.001722","0.0000048","0.0000135","0.0000017586","","0.0000014349","0.0000000528","","0","0","","36.9602575262"
"2024-11-12","15.504510333","9.700261847","5.4004835524","2.4","1.8492603937","1.9905917991","0.0803499992","0.01","0.0042","0.0274005456","","0.0059761878","0.003111","0.0000044","0.000011","0.0000015057","","0.0000014349","0.0000000528","","0","0","","36.9761640512"
"2024-11-13","15.4889565546","9.7109860826","5.4003413166","2.4","1.8480964551","1.9894273277","0.0804199992","0.01","0.0035","0.0274005456","","0.0059880031","0.003111","0.0000052","0.000012","0.0000017542","","0.0000019128","0.0000000528","","0","0","","36.9682482043"
"2024-11-14","15.491555003","9.7110771743","5.400371197","2.4","1.8458411604","1.9889516925","0.0771216659","","0.0028","0.0274005456","","0.0061235485","0.00294","0.0000052","0.0000125","0.0000017586","","0.0000014349","0.0000000528","","0","0","","36.9542029335"
"2024-11-15","15.4995852608","9.711079413","5.4003385771","2.4","1.8473442027","1.9938481132","0.0803149992","0.01","0.0042","0.0274005456","","0.0058825967","0.003339","0.0000056","0.0000135","0.0000017542","","0.0000014349","0.0000000528","","0","0","","36.9833550502"
"2024-11-16","15.498802777","9.9090800015","5.4003383607","2.4","1.846569671","1.9910377936","0.0804899992","0.01","0.0042","0.0274005456","","0.0060730158","0.003282","0.0000036","0.000011","0.0000017591","","0.0000014349","0.0000000528","","0","0","","37.1772920112"
"2024-11-17","15.4934284607","10.143058284","5.4003384505","2.4","1.8473932688","1.9873981019","0.0804199992","0.01","0.0049","0.0274005456","","0.0060456069","0.003111","0.0000052","0.0000115","0.0000017532","","0.0000014349","0.0000000528","","0","0","","37.4035136585"
"2024-11-18","15.4935632485","10.1430674234","5.4003399582","2.4","1.8465046985","1.9895712881","0.0804549992","0.01","0.0042","0.0274005456","","0.0060796765","0.003168","0.0000052","0.000013","0.0000015052","","0.0000019128","0.0000000528","","0","0","","37.4043715088"
"2024-11-19","15.5111991336","10.1432505493","5.4009944899","2.4","1.8467894327","1.991400366","0.0804749992","0.01","0.0035","0.0274005456","","0.0060502543","0.003117","0.0000052","0.0000135","0.0000015057","","0.0000014349","0.0000000528","","0","0","","37.424198464"
"2024-11-20","15.4950495232","10.1430938869","5.4003429047","2.4","1.8485944862","1.9921957913","0.0804549992","0.03","0.0028","0.0274005456","","0.0061585016","0.003453","0.000006","0.000014","0.0000017542","","0.0000019128","0.0000000528","","0","0","","37.4295673585"
"2024-11-21","15.4952962671","10.1430980075","5.4003377016","2.4","1.8460824804","1.9924885156","0.0803849992","0.05","0.0042","0.0274005456","","0.0060746614","0.003111","0.0000044","0.0000115","0.0000015052","","0.0000014349","0.0000000528","","0","0","","37.4484930713"
"2024-11-22","15.4947992398","10.1430942711","5.4003360856","2.4","1.8460484405","1.9929143775","0.0803499992","0.05","0.0042","0.0274005456","","0.0059660205","0.003054","0.0000048","0.0000105","0.0000020066","","0.0000014349","0.0000000528","","0","0","","37.4481817741"
"2024-11-23","15.4945326649","10.1430580558","5.4003443039","2.4","1.848096636","1.9938227938","0.0804199992","0.05","0.0042","0.0274005456","","0.0059021675","0.003168","0.0000056","0.0000115","0.0000015052","","0.0000014349","0.0000000528","","0","0","","37.4509652596"
"2024-11-24","15.493014612","10.1430805884","5.4003978592","2.4","1.8460425981","1.991451211","0.0804549992","0.06","0.0042","0.0274005456","","0.0061302091","0.003054","0.0000048","0.0000115","0.0000015052","","0.0000019128","0.0000000528","","0","0","","37.4552463934"
"2024-11-25","15.5512109783","10.1431507034","5.4003897915","2.4","1.8429580927","2.5687719458","0.0804899992","0.05","0.0049","0.0274005456","","0.0058904902","0.003225","0.0000044","0.0000115","0.0000020071","","0.0000014349","0.0000000528","","0","0","","38.0784069415"
"2024-11-26","15.5064096115","10.1431977083","5.4003474815","2.4","1.8450247765","2.0075726178","0.0770766659","0.05","0.0028","0.0274005456","","0.0060568785","0.003117","0.000006","0.000012","0.0000015261","","0.0000014381","0.0000088628","","0","0","","37.4690331126"
"2024-11-27","15.5094656304","9.6407213768","5.4003463917","2.4","1.8460946326","2.0113239135","0.0804399992","0.07","0.0049","0.0274005456","","0.005944313","0.003252","0.0000088","0.0000105","0.0000017867","","0.0000014437","0.0000000528","","0","0","","36.999911386"
"2024-11-28","15.4917259206","9.4522937103","5.4003460092","2.4","1.8471934371","2.0093958307","0.0804399992","0.06","0.0042","0.0274005456","","0.0059730243","0.003252","0.0000088","0.0000115","0.0000017921","","0.0000019216","0.0000000528","","0","0","","36.7822445435"
"2024-11-29","15.4920451522","9.4522727136","5.4003425233","2.4","1.8525064403","2.0070980924","0.0771066659","0.05","0.0042","0.0274005456","","0.0059600335","0.003252","0.0000056","0.00001","0.0000020406","","0.0000014437","0.0000000528","","0","0","","36.7722033039"
"2024-11-30","15.4910366509","9.4208577472","5.4003388755","2.4","1.8501891989","2.0061347789","0.0804399992","0.05","0.0042","0.0274005456","","0.0059434997","0.003252","0.0000088","0.000011","0.0000017856","","0.0000019216","0.0000000528","","0","0","","36.7398168559"
"2024-12-01","15.2557885477","9.4208698935","5.4003390045","2.4","1.8463939809","1.994090566","0.0778593536","0.05","0","0.0265166592","1","0.0057268551","0.002115","0","0","0.0000017937","","0.0000019224","0","","0","0","","37.4797035766"
"2024-12-02","15.2562322449","9.4522802193","5.4003386295","2.4","1.8457481546","1.9950967723","0.0778993536","0.05","0","0.0265166592","","0.005881908","0.003312","0.0000088","0","0.0000017856","","0.0000014437","0.0000000504","","0","0","","36.5133180211"
"2024-12-03","15.2744007631","9.4524259371","5.4003385212","2.4","1.8480137025","1.9946582379","0.0778593536","0.05","0","0.0265166592","","0.0058118535","0.003192","0.0000088","0","0.0000017907","","0.0000014437","0.0000000504","","0","0","","36.5332291129"
"2024-12-04","15.2616475986","9.4523028921","5.4003882302","2.4","1.846604343","1.9965978683","0.0778593536","0.05","0","0.0265166592","","0.0057160007","0.003192","0.0000088","0","0.0000017872","","0.0000014429","0.0000000504","","0","0","","36.5208370262"
"2024-12-05","15.3852559733","9.4564446283","5.4003973655","2.4","1.8489429225","2.0155526687","0.0866515056","0.05","0","0.0265166592","","0.0059104215","0.003273","0.0000088","0","0.0000017891","","0.0000019216","0.0000219318","","0","0","","36.6789795871"
"2024-12-06","15.2699578011","9.4837055406","4.9297484753","2.4","1.8458703352","1.9922702335","0.0908175816","0.05","0","0.0265166592","","0.005721856","0.003312","0.0000088","0","0.0000015373","","0.0000019216","0.0000000528","","0","0","","36.0979327942"
"2024-12-07","15.2673026586","9.4522902316","3.9602809524","2.4","1.8502708251","1.9887146711","0.0907275816","0.06","0","0.0265166592","","0.005707826","0.003192","0.000008","0","0.000002039","","0.0000014437","0.0000000528","","0","0","","35.1050149411"
"2024-12-08","15.2673355493","9.4523022409","3.9602807225","2.4","1.8467398259","1.9870624209","0.0908175816","0.04","0","0.0265166592","","0.0057276939","0.003132","0.0000088","0","0.0000015373","","0.0000014429","0.0000000528","","0","0","","35.0799265272"
"2024-12-09","15.2680343784","9.4523238294","3.9602769171","2.4","1.8510295035","1.9917009784","0.0911775816","0.05","0.0042","0.0265166592","","0.0066107526","0.003552","0.0000144","0.0000185","0.0000017934","","0.0000019273","0.0000000528","","0","0","","35.1054592737"
"2024-12-10","15.2721768901","9.4523457166","3.9603125475","2.4","1.8490989639","1.994315557","0.0912675816","0.05","0.0042","0.0265166592","","0.0067898504","0.003972","0.0000176","0.0000215","0.0000020689","","0.0000014534","0.0000000528","","0","0","","35.1110384414"
"2024-12-11","15.2720268794","9.4523397624","3.9603353952","2.4","1.8458906036","1.9927444811","0.0909525816","0.06","0.0042","0.0265166592","","0.006057332","0.00174","0.0000104","0.000013","0.0000015446","","0.0000019233","0.0000000528","","0","0","","35.1128306152"
"2024-12-12","15.2757133629","9.4523628352","3.9603357446","2.4","1.8494297041","2.0504241508","0.0908625816","0.05","0.0035","0.0265166592","","0.0060809735","0.001008","0.0000096","0.000012","0.0000020422","","0.0000014445","0.0000000528","","0","0","","35.1662591514"
"2024-12-13","15.2721993542","9.4523469753","3.9603404776","2.4","1.8492728388","1.9964534943","0.0908175816","0.05","0.0028","0.0265166592","","0.0058035223","0.000996","0.0000088","0.000011","0.0000015373","","0.0000014437","0.0000000528","","0","0","","35.1075697371"
"2024-12-14","15.2734179478","9.4209349077","3.9603505852","2.4","1.8495603233","1.9929155944","0.0907725816","0.05","0.0042","0.0265166592","","0.0059005482","0.000996","0.0000088","0.000011","0.0000020401","","0.0000019216","0.0000000528","","0","0","","35.0755889619"
"2024-12-15","15.2725244092","9.4209254529","3.9603729203","2.4","1.8476554283","1.9948247412","0.0908175816","0.05","0.0042","0.0265166592","","0.0059122167","0.000996","0.0000088","0.000011","0.0000015393","","0.0000014445","0.0000000528","","0","0","","35.074768246"
"2024-12-16","15.4236961107","9.0544728084","3.9603502564","2.4","1.8426535735","1.8023242386","0.0911325816","0.05","0.0042","0.0265166592","","0.0059055984","0.001008","0.0000088","0.0000115","0.0000020391","","0.0000019216","0.0000000528","","0","0","","34.6622841403"
"2024-12-17","14.5590823634","8.3697610727","3.9603434118","2.4","1.8389927663","1.5674550086","0.0908175816","0.07","0.0042","0.0265166592","","0.0058055179","0.000984","0.0000088","0.00001","0.0000015371","","0.0000014437","0.0000000528","","0","0","","32.8939802151"
"2024-12-18","14.5609262765","8.4130415377","3.9603391376","2.4","1.8439737692","1.5703801568","0.0870091407","0.05","0.0028","0.0265166592","","0.0058080578","0.000984","0.000008","0.000011","0.0000017893","","0.0000019208","0.0000000528","","0","0","","32.9218014984"
"2024-12-19","14.5641729309","8.4130369293","3.9603366158","2.4","1.84047427","1.5750463976","0.0907725816","0.05","0.0042","0.0265166592","","0.0057996938","0.000984","0.000008","0.0000095","0.000001784","","0.0000014429","0.0000000528","","0","0","","32.9313608579"
"2024-12-20","14.5887077953","8.4130473027","3.9603384895","2.4","1.840721051","1.575759918","0.0908175816","0.05","0.0084","0.0265166592","","0.0058059441","0.000984","0.000008","0.000011","0.0000017888","","0.0000019216","0.0000000528","","0","0","","32.9611215046"
"2024-12-21","14.5661091296","8.41303094","3.9603407229","2.4","1.8356437424","1.5736542025","0.0870091407","0.05","0.0084","0.0265166592","","0.005812177","0.000996","0.0000088","0.0000105","0.0000015343","","0.0000014413","0.0000000528","","0","0","","32.9275350427"
"2024-12-22","14.56659142","8.3697196014","3.9603341454","2.4","1.8405603206","1.9038964889","0.0908175816","0.05","0.0084","0.0265166592","","0.0058959571","0.000984","0.0000088","0.000011","0.0000017921","","0.0000014437","0.0000000528","","0","0","","33.2237392628"
"2024-12-23","14.5645324121","8.4130214344","3.9602373434","2.4","1.8354073638","1.5682814312","0.0908175816","0.05","0.007","0.0265166592","","0.0059072089","0.000972","0.000008","0.00001","0.0000015382","","0.0000019208","0.0000000528","","0","0","","32.9227149464"
"2024-12-24","14.5663401597","8.4130094871","3.9602350015","2.4","1.8402979324","1.5736722186","0.0870541407","0.05","0.0056","0.0265166592","","0.0058830408","0.000984","0.0000088","0.0000105","0.0000017888","","0.0000014437","0.0000000528","","0","0","","32.9296152253"
"2024-12-25","14.5651620627","8.3696989685","3.9602246841","2.4","1.8412386572","1.5736187992","0.0907275816","0.06","0.0084","0.0265166592","","0.0058955455","0.000996","0.000008","0.00001","0.0000017856","","0.0000019208","0.0000000528","","0","0","","32.9025007172"
"2024-12-26","14.5683163834","8.4130214623","3.9602566935","2.4","1.8440203026","1.5777287213","0.0907725816","0.05","0.0084","0.0265166592","","0.0058113704","0.000996","0.0000072","0.0000105","0.0000017891","","0.0000014429","0.0000000528","","0","0","","32.9458611591"
"2024-12-27","14.5715088103","8.4130206329","3.9602383159","2.4","1.8416050651","1.5711599694","0.0907725816","0.04","0.0084","0.0265166592","","0.0058126049","0.000984","0.0000088","0.000009","0.0000017842","","0.0000014429","0.0000000528","","0","0","","32.9300397192"
"2024-12-28","14.5693239849","8.4130222328","3.9602641622","2.4","1.8399287498","1.569292956","0.0908625816","0.05","0.0084","0.0265166592","","0.0057939226","0.000972","0.0000072","0.00001","0.0000017875","","0.0000014421","0.0000000528","","0","0","","32.9343977315"
"2024-12-29","14.569792993","8.413006877","3.9602599706","2.4","1.8437925547","1.5663247773","0.0907725816","0.06","0.0042","0.0265166592","","0.0059051527","0.000984","0.0000088","0.0000105","0.0000017872","","0.0000019216","0.0000000528","","0","0","","32.9415786277"
"2024-12-30","14.5715838511","8.4130188818","3.9602602413","2.4","1.8406180852","1.5663997433","0.0908175816","0.05","0.0084","0.0265166592","","0.0059076122","0.000984","0.000008","0.00001","0.0000015341","","0.0000014429","0.0000000528","","0","0","","32.9345276855"
"2024-12-31","14.570083203","8.7897963483","3.9602559305","2.4","1.8382655205","1.5670763961","0.0907725816","0.06","0.0098","0.0265166592","","0.0058079975","0.000972","0.000008","0.00001","0.0000017856","","0.0000019208","0.0000000528","","0","0","","33.3193683959"
"2025-01-01","14.5722150636","8.8212175881","3.9602558672","2.4","1.8418491357","1.9016548352","0.0908175816","0.05","0","0.0265166592","1","0.0058042994","0.000198","0.0000088","0","0.0000015343","","0.0000019208","0","","0","0","","34.6705412851"
"2025-01-02","14.5768053251","8.4130149109","3.9602558352","2.4","1.8404298766","1.5651718864","0.0870541407","0.06","0","0.0265166592","","0.0057117343","0.000972","0.000008","0","0.0000012825","","0.0000014429","0.0000000528","","0","0","","32.9359431466"
"2025-01-03","14.5801670026","8.4130241669","3.9602558836","2.4","1.8409430343","1.571646858","0.0907275816","0.05","0","0.0265166592","","0.0058130044","0.000984","0.0000072","0","0.0000020385","","0.0000014413","0.0000000528","","0","0","","32.9400889232"
"2025-01-04","14.5803660192","8.4130240079","3.9602512164","2.4","1.8391866971","1.5686596279","0.0907275816","0.05","0","0.0265166592","","0.0057171763","0.000972","0.0000072","0","0.000001784","","0.0000014421","0.0000000528","","0","0","","32.9354314645"
"2025-01-05","14.5819958085","8.4130429041","3.9602756343","2.4","1.8406990052","1.5665715699","0.0907275816","0.06","0","0.0265166592","","0.00571882","0.000984","0.0000072","0","0.0000015322","","0.0000019192","0.0000000528","","0","0","","32.946542687"
"2025-01-06","14.5841155147","8.4130160071","3.9602805859","2.4","1.8384097421","1.5690627313","0.0907725816","0.05","0","0.0265166592","","0.0057776039","0.000972","0.0000064","0","0.0000015322","","0.0000014429","0.0000000528","","0","0","","32.9389328537"
"2025-01-07","14.5993547856","8.4131587799","3.9602563604","2.4","1.8385697101","1.5702629355","0.0907275816","0.05","0","0.0265166592","","0.0056678087","0.000972","0.0000072","0","0.00000178","","0.0000019216","0.0000000528","","0","0","","32.9554975754"
"2025-01-08","14.585321182","8.413057334","3.9602686154","2.4","1.8397602453","1.5707952621","0.0907725816","0.05","0","0.0265166592","","0.0057955736","0.000984","0.0000072","0","0.0000017891","","0.0000014429","0.0000000528","","0","0","","32.943281938"
"2025-01-09","14.5876047381","8.4130656981","3.9601350238","2.4","1.8383170949","1.5724818514","0.0907725816","0.05","0","0.0265166592","","0.0057835503","0.000984","0.000008","0","0.0000015341","","0.0000019216","0.0000000528","","0","0","","32.9456727059"
"2025-01-10","14.6051786486","8.4130637219","3.9600349919","2.4","1.8364290061","1.5701551459","0.0907725816","0.05","0.0042","0.0265166592","","0.005706322","0.000984","0.0000072","0","0.0000017862","","0.0000014421","0.0000000528","","0","0","","32.9630515583"
"2025-01-11","14.5869849426","8.4130476725","3.9600028328","2.4","1.8409094926","1.569753852","0.0907275816","0.05","0.0042","0.0265166592","","0.0056096612","0.000984","0.0000072","0","0.0000015327","","0.00000192","0.0000000528","","0","0","","32.9487474"
"2025-01-12","14.5868192296","8.4130288162","3.9600315985","2.4","1.8382784134","1.5694658365","0.0907275816","0.06","0.0049","0.0265166592","","0.0057863723","0.000984","0.000008","0","0.0000017842","","0.0000014421","0.0000000528","","0","0","","32.9565497864"
"2025-01-13","14.5875527812","8.4130628627","3.9600500581","2.4","1.8440219399","1.5723408773","0.0907275816","0.04","0.0042","0.0265166592","","0.005634185","0.000972","0.000008","0","0.0000017891","","0.0000014421","0.0000000528","","0","0","","32.945090229"
"2025-01-14","14.5827593521","8.4130316005","3.96005173","2.4","1.8383504715","1.5553066695","0.0907275816","0.05","0.0028","0.0265166592","","0.0059038213","0.000984","0.000008","0.000009","0.0000015327","","0.0000014429","0.0000000528","","0","0","","32.9264519141"
"2025-01-15","14.6488265072","8.4132892428","3.9600053675","2.4","1.8433971182","1.5552620084","0.0907275816","0.05","0.007","0.0265166592","","0.0056046978","0.000972","0.0000072","0.00001","0.0000017768","","0.0000014421","0.0000000528","","0","0","","33.0016216544"
"2025-01-16","14.584328038","8.4129932573","3.9600010374","2.4","1.8407298204","1.5561322319","0.0869641407","0.05","0.0084","0.0265166592","","0.0057130414","0.00096","0.0000064","0.0000085","0.0000015327","","0.00000192","0.0000000528","","0","0","","32.9327566318"
"2025-01-17","14.6050100932","8.3697297788","3.9600010223","2.4","1.8419246507","1.8896809555","0.0907275816","0.06","0.0084","0.0265166592","","0.0057095735","0.000984","0.000008","0.0000095","0.0000017891","","0.0000014429","0.0000000528","","0","0","","33.2587050996"
"2025-01-18","14.584938382","8.369725003","3.9600008678","2.4","1.83828409","1.5582976859","0.0907725816","0.05","0.0084","0.0265166592","","0.0057942666","0.000972","0.0000072","0.0000095","0.0000015297","","0.0000014421","0.0000000528","","0","0","","32.8937212607"
"2025-01-19","14.5871163248","8.4130337475","3.9600010916","2.4","1.840438267","1.556480674","0.0907725816","0.06","0.007","0.0265166592","","0.0056913562","0.000972","0.000008","0.000009","0.0000015341","","0.0000014429","0.0000000528","","0","0","","32.9480427317"
"2025-01-20","14.587508333","8.4130392201","3.9600013856","2.4","1.8416060143","1.5569618551","0.0907725816","0.04","0.0056","0.0265166592","","0.0057137716","0.000972","0.0000072","0.0000095","0.0000015313","","0.00000192","0.0000000528","","0","0","","32.9287120246"
"2025-01-21","14.6028185833","8.4131974766","3.9600036021","2.4","1.8429262912","1.5583939902","0.0907275816","0.05","0.0084","0.0265166592","","0.0057013052","0.000984","0.0000072","0.000009","0.0000015325","","0.0000014421","0.0000000528","","0","0","","32.9596887168"
"2025-01-22","14.5903624659","8.4130342772","3.9600051789","2.4","1.8375985987","1.5571172783","0.0907275816","0.05","0.0084","0.0265166592","","0.0058855278","0.000984","0.0000064","0.0000085","0.0000017791","","0.0000014429","0.0000000528","","0","0","","32.9406497424"
"2025-01-23","14.5907733905","8.4130443085","3.9600086102","2.4","1.844494636","1.5636019855","0.0907275816","0.06","0.0084","0.0265166592","","0.0057926215","0.000924","0.000008","0.00001","0.0000015313","","0.0000014421","0.0000000528","","0","0","","32.9643048192"
"2025-01-24","14.6086465882","8.4130314425","3.9600112812","2.4","1.8427693323","1.5596431867","0.0908175816","0.08","0.0084","0.0265166592","","0.0060527602","0.000996","0.000008","0.000011","0.0000015357","","0.0000014437","0.0000000528","","0","0","","32.9969068641"
"2025-01-25","14.597259018","8.4130392306","3.9600020789","2.4","1.8359113908","1.5599788999","0.0907725816","0.08","0.0056","0.0265166592","","0.0057630876","0.000972","0.0000064","0.0000095","0.0000020422","","0.0000014437","0.0000000528","","0","0","","32.9758343853"
"2025-01-26","14.59257366","8.413022715","3.9600015337","2.4","1.8350048758","1.557704504","0.0907725816","0.11","0.0084","0.0265166592","","0.0058964139","0.000996","0.0000088","0.0000095","0.0000015373","","0.0000019208","0.0000000528","","0","0","","33.0009107541"
"2025-01-27","14.5941622402","8.4130325894","3.9600019319","2.4","1.8433625698","1.5609232577","0.0907725816","0.09","0.0098","0.0265166592","","0.0059673302","0.001008","0.000008","0.000009","0.0000017891","","0.0000014429","0.0000000528","","0","0","","32.9955674448"
"2025-01-28","14.5992378831","8.4130646866","3.9600046841","2.4","1.8402326036","1.5647879422","0.0907725816","0.15","0.0084","0.0265166592","","0.0058735503","0.000996","0.0000088","0.000012","0.0000015366","","0.0000014429","0.0000000528","","0","0","","33.059910423"
"2025-01-29","14.6165905067","8.4131867278","3.9600013432","2.4","1.8441959956","1.5559464803","0.0907725816","0.09","0.0084","0.0265166592","","0.005888015","0.000972","0.0000088","0.0000115","0.0000015331","","0.0000014445","0.0000000528","","0","0","","33.0124936398"
"2025-01-30","14.6016275776","8.4444358838","3.9600013735","2.4","1.8398899329","1.5560977688","0.0908625816","0.11","0.0056","0.0265166592","","0.0058560394","0.000984","0.0000064","0.00001","0.0000017872","","0.0000019208","0.0000000528","","0","0","","33.0418919776"
"2025-01-31","14.6022576012","8.4130227742","3.9600014292","2.4","1.8440223738","1.5564734248","0.0908175816","0.08","0.0084","0.0265166592","","0.0057639799","0.000972","0.0000072","0.00001","0.000001784","","0.0000014421","0.0000000528","","0","0","","32.9882683028"
"2025-02-01","15.2858598275","8.4444358803","3.9600028225","2.4","1.8379024348","1.5583491992","0.1004950008","0.09","0","0.029357724","0.2","0.0061887549","0.000462","0.0000088","0","0.0000017877","","0.0000014421","0.0000000576","","0","0","","33.9130657314"
"2025-02-02","15.2860179475","8.4130230681","3.9600047339","2.4","1.8387870431","1.5569386714","0.1005400008","0.11","0","0.029357724","","0.0063351256","0.000984","0.000008","0","0.0000015357","","0.0000019216","0.0000000576","","0","0","","33.7019998293"
"2025-02-03","15.2872973974","8.4444445156","3.9600062374","2.4","1.8411764826","1.5533318328","0.1004050008","0.09","0","0.029357724","","0.0061734345","0.000972","0.0000088","0","0.0000017826","","0.0000014453","0.0000000576","","0","0","","33.7131767106"
"2025-02-04","15.3257108043","8.4446092086","3.9600043874","2.4","1.8414785958","1.5597949992","0.1005400008","0.09","0","0.029357724","","0.0060834198","0.000972","0.0000088","0","0.0000015369","","0.0000014421","0.0000000576","","0","0","","33.7585629765"
"2025-02-05","15.2968830282","8.4444220858","3.9600021229","2.4","1.8421624828","1.5582433351","0.1003600008","0.09","0","0.029357724","","0.0061283924","0.000996","0.0000088","0","0.0000020372","","0.0000019216","0.0000000576","","0","0","","33.7285679884"
"2025-02-06","15.2918439584","8.475839029","3.9600034416","2.4","1.839495926","1.5557781259","0.1004950008","0.1","0","0.029357724","","0.0063518199","0.000996","0.000008","0","0.0000015375","","0.0000014445","0.0000000576","","0","0","","33.7601720652"
