"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Relational Database Service($)","Route 53($)","Elastic Load Balancing($)","OpenSearch Service($)","DocumentDB (with MongoDB compatibility)($)","DynamoDB Accelerator (DAX)($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","Secrets Manager($)","DynamoDB($)","ElastiCache($)","EC2 Container Registry (ECR)($)","S3($)","Cost Explorer($)","Service Catalog($)","Key Management Service($)","API Gateway($)","SQS($)","SNS($)","Lambda($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","X-Ray($)","CloudWatch Events($)","Total costs($)"
"2024-09-07","90.8399751731","43.1879505608","9.5527054443","6.089639746","6.0012332","5.1751954829","3.3120839479","2.724467508","2.808","2.4","1.8600430061","1.4506816672","1.1926295579","1.152","0.2693442144","0.054925248","0.02","0.0077","0.0368853336","","0.0017372","0","","","0.0000015549","0.0000014349","","0","0","","","","178.13720028"
"2024-09-08","94.3269534663","43.1516766849","9.6634512476","6.1405838329","6.0012336","5.1752829264","3.3120839179","2.725153468","2.808","2.4","1.8600430061","1.4506266672","1.1926295222","1.152","0.2693442144","0.0552271434","0.01","0.0084","0.0367893336","","0.0017372","0","","","0.0000015549","0.0000019128","","0","0","","","","181.7412196986"
"2024-09-09","90.9023779569","43.2154102487","9.6647436951","6.1346302809","6.001606","5.1799723336","3.312083772","2.725589068","2.808","2.4","1.8600674208","1.4505116672","1.1926296107","1.152","0.2715076309","0.0588297999","","0.0049","0.0367893336","0.0006330253","0.00175","0","","","0.0000015434","0.0000009566","","0","0","","","","178.3740343436"
"2024-09-10","90.9025062159","43.3978666761","9.6619320484","6.1126215904","6.0016064","5.1805445359","3.312058728","2.7244999234","2.808","2.4","1.8600430189","1.4515566672","1.1926298068","1.152","0.2758131192","0.0581803242","0.02","0.0112","0.0367893336","0.0007208042","0.001774","0","","","0.0000015549","0.0000014349","","0","0","","","","178.562346182"
"2024-09-11","91.0318463764","43.4409756871","9.5454379812","6.104672931","6.001574","5.1785111229","3.3120557189","2.7255612864","2.808","2.4","1.8600443948","1.4504266672","1.1926300002","1.152","0.2758131192","0.0574184716","0.01","0.0063","0.0366933336","0.0002792556","0.0017548","0","","","0.0000015553","0.0000019128","","0","0","","","","178.5919986142"
"2024-09-12","110.1313656005","43.7011248056","9.5446218471","6.1497719987","6.001738","5.1780753633","3.3120559823","2.725535336","2.808","2.4","1.8600825129","1.4176288894","1.1926300457","1.152","0.2758131192","0.0585189329","0.01","0.0077","0.0368853336","0.000525301","0.0017456","0","","","0.0000018087","0.0000009566","","0","0","","","","197.9658214335"
"2024-09-13","91.1611721591","43.8012953534","9.5936360621","6.1095411381","6.0015328","5.1785791767","3.3120565554","2.725403556","2.808","2.4","1.8602137536","1.4508766672","1.1926301186","1.152","0.278985925","0.0565046272","0.01","0.007","0.0367893336","0.0001925538","0.0017384","0.000007","","","0.0000018202","0.0000014349","","0","0","","","","179.1381584349"
"2024-09-14","91.1089983921","43.6045307904","9.5494526887","6.121004422","6.0013672","5.1767213561","3.3120563974","2.724992608","2.808","2.4","1.8601176134","1.4501266672","1.1926300628","1.152","0.2823130776","0.0553350729","0.01","0.007","0.0367893336","0.00003808","0.0017356","0.000007","","","0.0000015549","0.0000019128","","0","0","","","","178.8552198299"
"2024-09-15","91.1614388702","43.6230185248","9.6633465781","6.1309872612","6.00134","5.1757025911","3.3120566799","2.7248791048","2.808","2.4","1.8601966344","1.4510416672","1.192630064","1.152","0.2823130776","0.0554202765","0.01","0.007","0.0367893336","0.00008092","0.001736","0.0000075","","","0.0000015549","0.0000014349","","0","0","","","","179.0499880732"
"2024-09-16","91.2235419038","43.6808790455","9.6638299377","6.0907073314","6.0016808","5.1837980151","3.3120559859","2.7248054048","2.808","2.4","1.8600686431","1.4503116672","1.1926300894","1.152","0.2988499684","0.0568907786","0.01","0.0063","0.0366933336","0.0002206612","0.0017444","0.000007","","","0.0000018198","0.0000019128","","0","0","","","","179.1550186983"
"2024-09-17","91.4418524537","43.844471506","9.6638188358","6.1325023953","6.0015724","5.1777862506","3.312055877","2.725840004","2.808","2.4","1.8602126277","1.4506716672","1.1926305039","1.152","0.3106367376","0.0579742101","0.01","0.0077","0.0367893336","0.0006265094","0.001758","0.000007","","","0.0000018083","0.0000014349","","0","0","","","","179.5889095551"
"2024-09-18","94.9403146954","43.762024899","9.6662382624","6.1296337598","6.0014768","5.1777265578","3.3120551279","2.7256219536","2.808","2.4","1.8600715002","1.4504166672","1.192630702","1.152","0.3106367376","0.0574192978","0.01","0.007","0.0367893336","0.0001885347","0.0017752","0.000007","","","0.0000013015","0.0000014349","","0","0","","","","183.0020297654"
"2024-09-19","91.2034364818","43.6327137664","9.6148833787","6.1448145341","6.0016188","5.1781951052","3.3120549289","2.7251479642","2.808","2.4","1.8604136687","1.4510416672","1.1926309427","1.152","0.3111251316","0.0581899693","0.01","0.0056","0.0367953336","0.000722279","0.0017816","0.000007","","","0.0000018204","0.0000019128","","0","0","","","","179.1011762846"
"2024-09-20","100.1038456068","43.5589341358","9.5422958809","6.1160669306","6.0015448","5.1785172397","3.3120550594","2.7256107544","2.808","2.4","1.8601839793","1.4505616672","1.192631078","1.152","0.3115002144","0.0570934305","","0.007","0.0367893336","0.0002718896","0.0017592","0.000008","","","0.0000018083","0.0000014349","","0","0","","","","187.8166724434"
"2024-09-21","91.1615256759","43.5743076433","9.4242011728","6.1384472104","6.0013212","5.1757318357","3.3120557323","2.7244258344","2.808","2.4","1.8601159496","1.4507166672","1.1926309953","1.152","0.3115002144","0.0562987702","0.01","0.0077","0.0367893336","0.00003808","0.0017356","0.0000075","","","0.0000013015","0.0000014349","","0","0","","","","178.7995521515"
"2024-09-22","91.1616359013","43.6175477486","9.6202939656","6.1115826086","6.0014072","5.178580896","3.3120556597","2.7260393144","2.808","2.4","1.8601340581","1.4504116672","1.1926310583","1.152","0.3115002144","0.0560966202","0.01","0.007","0.0367893336","0.0000562147","0.0017488","0.000008","","","0.0000018083","0.0000014349","","0","0","","","","179.0155225039"
"2024-09-23","98.1134940176","43.6428402249","9.6652143409","6.1265884792","6.0017208","5.1852514147","3.3120560537","2.7252046686","2.808","2.4","1.8601098034","1.4506066672","1.1926312084","1.152","0.3176970982","0.0586880601","0.01","0.0077","0.0367893336","0.0009198184","0.0017824","0.0000075","","","0.0000015549","0.0000014349","","0","0","","","","186.0693048787"
"2024-09-24","119.6221618854","43.9475405912","9.6666503322","6.1320664832","6.0016228","5.1769077565","3.3120549085","2.7245160896","2.808","2.4","1.8600437707","1.4504116672","1.1926312288","1.152","0.3202191168","0.0591188638","0.01","0.0056","0.0367893336","0.0003384747","0.0017724","0.0000065","","","0.0000015549","0.0000014349","","0","0","","","","207.880455192"
"2024-09-25","136.6141813956","44.1098540304","9.6693724264","6.1410336222","6.0016768","5.1750735673","3.3120543925","2.7262662844","2.808","2.4","1.8600488187","1.4173788894","1.1926317706","1.152","0.3212770892","0.0599425495","0.01","0.0056","0.0367893336","0.0004360542","0.00177","0.0000045","","","0.0000015551","0.0000014349","","0","0","","","","225.015394514"
"2024-09-26","137.6927206056","43.8927650644","9.666751316","6.104396653","6.0018068","5.1744189315","3.3120460316","2.7249144258","2.808","2.4","1.8601110976","1.4516916672","1.1926321066","1.152","0.3215674488","0.0623641296","0.01","0.0105","0.0355413336","0.001763072","0.0017616","0.000013","","","0.0000015551","0.0000019128","","0","0","","","","225.8777687512"
"2024-09-27","127.251244024","44.0628579172","9.666021996","6.168044951","6.0017308","5.173768272","3.3120378725","2.7261855357","2.808","2.4","1.8600539051","1.4541616672","1.1926331556","1.152","0.3215674488","0.0662094545","0.01","0.0154","0.0367893336","0.0032062577","0.0017612","0.0000195","","","0.0000020736","0.0000019128","","0","0","","","","215.6836972773"
"2024-09-28","101.537845069","44.020548239","9.468372272","6.0894182896","6.001282","5.1725241917","3.3120337699","2.7253273576","2.808","2.4","1.8600438137","1.4221388894","1.1926336674","1.152","0.3215674488","0.0593255371","0.01","0.0168","0.0368853336","","0.0017516","0.00002","","","0.0000015549","0.0000014349","","0","0","","","","189.6085204686"
"2024-09-29","104.1382431957","44.0064451952","9.477941875","6.1529096722","6.0013036","5.1718427635","3.3120338851","2.7251143976","2.808","2.4","1.8600438137","1.4549216672","1.1926336674","1.152","0.3215674488","0.058620966","0.01","0.0168","0.0368973336","","0.0017536","0.000018","","","0.0000020736","0.0000019128","","0","0","","","","192.2990950674"
"2024-09-30","105.4275518599","43.9358121242","9.596976012","6.1323695739","6.0047596","5.1740312359","3.3120335887","2.7250805176","2.808","2.4","1.8600438137","1.4547266672","1.1926338074","1.152","0.3215674488","0.0632677256","0.01","0.0154","0.0368973336","0.0007295281","0.0017668","0.000021","","","0.000002074","0.0000019128","","0","0","","","","193.6256726234"
"2024-10-01","101.9329812888","43.1834099658","9.6672330816","6.1134738019","6.999179595","5.1741931572","3.2872647321","2.7255343045","2.808","2.4","1.8000000144","1.4293103224","1.18992","1.152","0.3172174526","0.0614131777","0.01","0","0.035810064","0.0026648453","0.0017676","0","","","0.0000015555","0.0000014349","","0","0","","","","190.2913763937"
"2024-10-02","114.114788426","44.4208392787","9.6637992785","6.0967663163","6.0012472","5.1731857284","3.2872648047","2.7257771344","2.808","2.4","1.8000474065","1.4266003224","1.1925469152","1.152","0.319652064","0.0578981597","0.01","0","0.035822064","0.0000010769","0.001754","0.000000039","","","0.0000020738","0.0000019128","","0","0","","","","202.6879942013"
"2024-10-03","116.2454436505","42.795733439","9.6643002802","6.1329877237","5.99970992","5.1739815113","3.2872652267","2.7247660144","2.808","2.4","1.8000424273","1.4295403224","1.1925471281","1.152","0.3201228631","0.0612647013","0.01","0.0175","0.035822064","0.0006700599","0.0017784","0","","","0.000002074","0.0000019128","","0","0","","","","203.2534797187"
"2024-10-04","89.1777768521","42.7683401715","9.6669743698","6.1169180821","6.0013884","5.1739703298","3.2872651551","2.7250797465","2.808","2.4","1.8000424273","1.4291353224","1.1925472694","1.152","0.3213360648","0.0596971018","0.01","0.0252","0.035822064","0.0002354146","0.00176","0","","","0.0000015213","0.0000014349","","0","0","0","","","176.1534917274"
"2024-10-05","86.9217181182","42.7585078526","9.6108030804","6.1039875165","6.0012228","5.1734839303","3.2872659229","2.7258838999","2.808","2.4","1.8000424273","1.4292803224","1.1925472731","1.152","0.3213360648","0.0582179707","0.01","0.028","0.035822064","","0.0017528","0","","","0.0000020076","0.0000019128","","0","0","","","","173.8198759635"
"2024-10-06","86.751707638","42.7315844143","9.4945328665","6.1411822267","6.0012708","5.1719711057","3.287265471","2.7252019168","2.808","2.4","1.8000425103","1.4292253224","1.1925473048","1.152","0.3213360648","0.0587829594","0.01","0.0308","0.035822064","0.0002436","0.0017528","0","","","0.0000017591","0.0000019128","","0","0","","","","173.5452727366"
"2024-10-07","86.9095532164","42.7539444818","9.4963436519","6.1460272747","6.0014652","5.1758728399","3.2872931852","2.7251710072","2.808","2.4","1.8001417723","1.4292453224","1.1925475809","1.152","0.3213360648","0.0607468909","0.01","0.0294","0.034931064","0.0010465525","0.001772","0","","","0.0000017537","0.0000014349","","0","0","","","","173.7368412935"
"2024-10-08","87.4999012341","42.9113277674","9.6193321987","6.1030100588","6.0018132","5.1777225653","3.287296988","2.7248674534","2.808","2.4","1.8003293046","1.4292853224","1.1925480591","1.152","0.3236454638","0.0619363029","0.01","0.0287","0.035426064","0.0018580465","0.0017716","0","","","0.0000020076","0.0000019128","","0","0","","","","174.5707755494"
"2024-10-09","86.9353354225","43.1516368727","9.6669675385","6.1034940645","6.0019004","5.1775307559","3.2872966254","2.7272137252","2.808","2.4","1.8002440764","1.4277053224","1.1925485842","1.152","0.3314708803","0.0630270643","0.01","0.0266","0.035822064","0.0016330228","0.0017744","0","","","0.0000015057","0.0000014349","","0","0","","","","174.3022037597"
"2024-10-10","87.2514904678","42.753075083","9.6644974189","6.1183787133","6.0018228","5.1775857219","3.2872964244","2.7263564976","2.808","2.4","1.8003596174","1.4292453224","1.1925491859","1.152","0.3384362176","0.0637642119","0.01","0.0252","0.035822064","0.0010886271","0.0017808","0.0000175","","","0.0000017591","0.0000019128","","0","0","","","","174.2387703451"
"2024-10-11","93.482961401","42.6135266983","9.6645589641","6.1426569623","6.0016504","5.1759537001","3.2872968137","2.7245301624","2.808","2.4","1.8002689849","1.4295403224","1.192549334","1.152","0.338828328","0.0629272297","0.01","0.0301","0.035822064","0.0011862624","0.001772","0.0000225","","","0.0000020076","0.0000014349","","0","0","","","","180.3561555698"
"2024-10-12","86.8165147183","42.6866170032","9.6642395957","6.0995585152","5.99984651","5.1741857679","3.2872968654","2.7251851024","2.808","2.4","1.8002956353","1.4301303224","1.192549322","1.152","0.338828328","0.0594046811","0.01","0.0364","0.035822064","0.00023324","0.0017612","0.000023","","","0.0000017542","0.0000019128","","0","0","","","","173.7188955379"
"2024-10-13","86.7544401267","42.715663989","9.5954173821","6.1397836079","6.0013224","5.1729333617","3.2872968648","2.7256644824","2.808","2.4","1.8001424534","1.3983048923","1.1925493608","1.152","0.338828328","0.0596244893","0.01","0.0343","0.035822064","0.00027608","0.0017572","0.000024","","","0.0000017591","0.0000019128","","0","0","","","","173.6241547543"
"2024-10-14","87.1272221694","42.7271523765","9.4726870023","6.1243195545","6.0016344","5.1766806719","3.2872972862","2.7267493958","2.808","2.4","1.800237199","1.3986998923","1.192549681","1.152","0.3399558298","0.0625111745","0.01","0.0364","0.035822064","0.0012952896","0.0017788","0.000025","","","0.0000020076","0.0000014349","","0","0","","","","173.8830212293"
"2024-10-15","87.2225945613","42.838713766","9.4742109289","6.1220437128","6.0019864","5.1770430799","3.2872975921","2.7288160341","2.808","2.4","1.8003330331","1.4301553224","1.1925504416","1.152","0.3409365096","0.0652403509","0.01","0.035","0.035822064","0.0020575131","0.0017856","0.0000235","","","0.0000017542","0.0000019128","","0","0","","","","174.1266140768"
"2024-10-16","87.1645290365","42.8298401063","9.5929807965","6.1175606656","6.001894","5.1774442351","3.2872969925","2.7251385608","2.808","2.4","1.8001247038","1.4295253224","1.1992111117","1.152","0.3409365096","0.0631862636","0.01","0.0364","0.035822064","0.0014970817","0.0017988","0.0000225","","","0.0000017591","0.0000014349","","0","0","","","","174.1752119441"
"2024-10-17","87.3463280506","42.7411146135","9.6636764521","6.1594517817","6.001822","5.1775031209","3.287297006","2.7248704094","2.808","2.4","1.8002422459","1.3979948923","1.1925515786","1.152","0.3409365096","0.063876765","0.01","0.0315","0.035822064","0.0022018429","0.001778","0.000022","","","0.0000017542","0.0000017763","","0","0","","","","174.338992863"
"2024-10-18","86.9113943462","42.7397891912","9.6635327687","6.1009861848","6.0018024","5.1766808667","3.2872970008","2.7254204336","2.808","2.4","1.8000936105","1.4286103224","1.1925528064","1.152","0.3409365096","0.0645367654","0.01","0.0308","0.035822064","0.0034061226","0.0017776","0.000019","","","0.0000017591","0.0000019128","","0","0","","","","173.8754616648"
"2024-10-19","86.9184097635","42.7804416914","9.6640643042","6.155741069","6.0015436","5.175496025","3.2872969151","2.7247410736","2.808","2.4","1.8001611636","1.4292503224","1.1925536993","1.152","0.3409365096","0.0628546182","0.01","0.0294","0.035822064","0.0027809168","0.0017528","0.000019","","","0.0000020076","0.0000014349","","0","0","","","","173.9732689782"
"2024-10-20","86.9733738065","42.7734761364","9.6649664273","6.123237981","6.0015116","5.1747199109","3.2872961956","2.7243386936","2.808","2.4","1.8000797306","1.4280353224","1.1925545921","1.152","0.3409365096","0.0618203298","0.01","0.0308","0.035822064","0.00240856","0.0017504","0.0000225","","","0.0000015057","0.0000019128","","0","0","","","","173.9871541783"
"2024-10-21","87.5738144454","43.1071743387","9.6158622347","6.1152937126","6.0017828","5.176469485","3.2872969723","2.7261679936","2.808","2.4","1.8004055971","1.4007198923","1.1925555334","1.152","0.3443028306","0.0643097292","0.01","0.0266","0.035822064","0.0031304953","0.0017672","0.0000200043","","","0.0000020066","0.0000014349","","0","0","","","","174.84349877"
"2024-10-22","87.7988488083","42.7503981152","9.5229568819","6.1205464743","6.0019148","5.176210397","3.2872968803","2.7250930736","2.808","2.4","1.8001702529","1.4352103224","1.192556487","1.152","0.3459754656","0.0648107677","0.01","0.0252","0.035822064","0.0029281404","0.0017828","0.0000155","","","0.0000015052","0.0000019128","","0","0","","","","174.6577406486"
"2024-10-23","87.3337656638","43.0730498365","9.5597922655","6.1337853841","6.0020152","5.1759432895","3.2872969592","2.7251878376","2.808","2.4","1.8002879754","1.4359853224","1.1925576136","1.152","0.3459754656","0.0652099398","0.01","0.0231","0.035921064","0.0032578837","0.0017836","0.000018","","","0.0000020071","0.0000014349","","0","0","","","","174.5649367427"
"2024-10-24","87.5308514592","43.4132389133","9.6648381428","6.1363840984","6.002588","5.1763683015","3.2873110876","2.7252792044","2.808","2.4","1.8005960169","1.4036798923","1.1925587396","1.152","0.3494516689","0.0672724989","0.01","0.0245","0.035822064","0.0037469153","0.0017648","0.0000165","","","0.0000015052","0.0000019128","","0","0","","","","175.1862717211"
"2024-10-25","87.5497902876","43.3603849938","9.6656215909","6.1420597598","6.0026632","5.17677906","3.2873135977","2.7254596352","2.808","2.4","1.8001527974","1.4353553224","1.1925598392","1.152","0.3532663944","0.0656914987","0.01","0.021","0.035822064","0.0032419577","0.0017556","0.0000165","","","0.0000020076","0.0000014349","","0","0","","","","175.1889375413"
"2024-10-26","87.4685763905","43.33612163","9.6642325341","6.1493331557","6.0017936","5.1753181337","3.2873138432","2.7249569352","2.808","2.4","1.8001439328","1.4358903224","1.1925609676","1.152","0.3532663944","0.0636790046","0.01","0.0238","0.035822064","0.00245378","0.001744","0.000013","","","0.0000015057","0.0000019128","","0","0","","","","175.0870231067"
"2024-10-27","87.4684136755","43.311439634","9.6633945887","6.1073533427","6.00149","5.1742650644","3.2873009733","2.7258351752","2.808","2.4","1.8001754194","1.4030698923","1.1925618587","1.152","0.3532663944","0.0626317958","0.01","0.0224","0.035822064","0.00226576","0.0017444","0.000014","","","0.0000020061","0.0000019128","","0","0","","","","174.9834479573"
"2024-10-28","87.7744080697","43.3283008667","9.640054381","6.1430315626","6.0021664","5.1766073229","3.2872944288","2.7252102793","2.808","2.4","1.8000990646","1.4356903224","1.1925628875","1.152","0.3532663944","0.0653534509","0.01","0.0077","0.035822064","0.0031653449","0.0017596","0.0000155","","","0.0000015057","0.0000014349","","0","0","","","","175.3425108803"
"2024-10-29","87.4256543149","43.5065453928","9.533712879","6.1528189273","6.0022552","5.1760956405","3.2872943744","2.7269767915","2.808","2.4","1.800135068","1.4342953224","1.1925642597","1.152","0.3532663944","0.0659481803","0.02","0.0035","0.035840064","0.0027564377","0.001758","0.000018","","","0.0000020066","0.0000014349","","0","0","","","","175.0814386884"
"2024-10-30","87.469086166","43.8307929008","9.489328489","6.1283467774","6.002488","5.1760773328","3.2872940734","2.7251427464","2.808","2.4","1.8003251659","1.4372403224","1.1925654518","1.152","0.3559935","0.0671676781","0.01","0.0042","0.034576978","0.0032125472","0.001758","0.000021","","","0.0000015057","0.0000019128","","0","0","","","","175.3756205477"
"2024-10-31","87.3443343878","43.6338309209","9.5912558304","6.1191672705","6.0016852","5.1737759104","3.287293048","2.7248717064","2.808","2.4","1.8000627811","1.4362603224","1.1925664472","1.152","0.357902736","0.0648138633","0.01","0.0035","0.035822064","0.0022491","0.0017488","0.0000175","","","0.0000020076","0.0000019128","","0","0","","","","175.1411618088"
"2024-11-01","85.2034265244","44.4399052614","9.6635405287","6.1323341964","7.0016664","5.1744814415","3.3120622999","2.7252656","2.808","2.4","1.860045064","1.4616666672","1.01232","1.152","0.3698328336","0.0669074998","0.01","0","0.0349533336","0.003248","0.0017504","0","","","0.0000015057","0.0000014349","","0","0","","","","174.8334089911"
"2024-11-02","87.4651187089","44.3798491607","9.6635100174","6.1298092759","6.0014872","5.1741939151","3.312061523","2.7255494","2.808","2.4","1.8601188146","1.4607916672","1.1926565118","1.152","0.3698328336","0.0658216187","0.01","0","0.0368973336","0.0030695","0.0017464","0","","","0.0000017542","0.0000019128","","0","0","","","","176.2125175475"
"2024-11-03","88.3149769005","44.4582302788","9.6654390665","6.157901921","6.001466","5.174584302","3.3120620147","2.72458844","2.808","2.4","1.8600732891","1.4615366672","1.1926574151","1.152","0.3698328336","0.0665247673","0.01","0","0.0368973336","0.00245","0.0017468","0","","","0.0000020076","0.0000019128","","0","0","","","","177.1709719498"
"2024-11-04","93.5590833599","45.2299379071","9.6654799961","6.0442809206","6.0026296","5.179839514","3.3120633916","2.7257253236","2.808","2.4","1.8603091353","1.4572766672","1.192658605","1.152","0.3698328336","0.0697441831","0.01","0","0.0368973336","0.0037735368","0.0016656","0","","","0.0000015057","0.0000014349","","0","0","","","","183.0812008481"
"2024-11-05","99.8442477594","44.8198081898","9.6040788069","6.1468882452","6.0021752","5.1762968323","3.3120640806","2.7255722352","2.808","2.4","1.8601459943","1.4619566672","1.1926599747","1.152","0.3698328336","0.0713946478","0.02","0","0.0368973336","0.0045614146","0.0017544","0","","","0.0000017591","0.0000014349","","0","0","","","","189.0103378092"
"2024-11-06","98.3169939125","44.7786889712","9.5025316874","6.1795275426","6.0024944","5.1762384068","3.312063034","2.7253242952","2.808","2.4","1.8601954845","1.4605466672","1.1926612944","1.152","0.3698328336","0.0757745706","0.05","0","0.0369093336","0.0036115684","0.001758","0.0000025108","","","0.0000017542","0.0000019128","","0","0","","","","187.4051581798"
"2024-11-07","100.3985248199","38.3031245769","9.478704347","6.1110052135","6.0028632","5.176113749","3.3120618158","2.7254032752","2.808","2.4","1.8602435655","1.4647366672","1.1926623982","1.152","0.3764427211","0.0760463345","0.06","0","0.0353133336","0.0032591989","0.0017596","0.0000165","","","0.0000017591","0.0000014349","","0","0","","","","182.9382845103"
"2024-11-08","96.4689836479","39.0820383967","9.5832860253","6.1653333904","6.0028048","5.1765272758","3.3120628812","2.7247201752","2.808","2.4","1.8602599579","1.4654916672","1.1926634255","1.152","0.3900858506","0.0732757014","0.05","0","0.0333333336","0.0031028305","0.0017568","0.0000175","","","0.0000017542","0.0000019128","","0","0","0","","","179.9457473262"
"2024-11-09","96.7936846752","38.9871197571","9.6643859411","6.1495972617","6.0022752","5.1750881032","3.3120629023","2.7269678142","2.808","2.4","1.8601098856","1.4665016672","1.192664265","1.152","0.3902995536","0.069355801","0.05","0","0.0333333336","0.00203252","0.0017516","0.000018","","","0.0000017591","0.0000014349","","0","0","","","","180.2372514748"
"2024-11-10","96.3761407095","39.0409900509","9.6636675053","6.131280663","6.002254","5.1752035515","3.3120627537","2.7251577153","2.808","2.4","1.8602366932","1.4650016672","1.1926651121","1.152","0.3902995536","0.0694406112","0.07","0","0.0319444447","0.002023","0.0017512","0.0000175","","","0.0000017542","0.0000019128","","0","0","","","","179.8701403982"
"2024-11-11","97.5000484484","39.1618726259","9.6721057746","6.1698937471","6.0025656","5.1769716255","3.3120616857","2.7248310768","2.808","2.4","1.8602459498","1.4316488894","1.1926659521","1.152","0.3902995536","0.0745514923","0.05","0","0.0357093336","0.0022747727","0.001764","0.000014","","","0.0000017591","0.0000019128","","0","0","","","","181.1195281994"
"2024-11-12","96.4475200458","39.1373592158","9.6674121199","6.1216149722","6.0024556","5.1770836738","3.3120627935","2.7250589496","2.808","2.4","1.860155361","1.4640016672","1.1926669336","1.152","0.3902995536","0.0733991056","0.05","0.0042","0.0376893336","0.0031238084","0.001758","0.0000105","","","0.0000017542","0.0000014349","","0","0","","","","180.0278748227"
"2024-11-13","82.100427753","35.82929798","9.6207106875","5.7596506107","6.0027092","5.1770895597","3.3120524115","2.7256514552","2.808","2.4","1.8602275249","1.4638016672","1.1370199425","1.152","0.3921281545","0.0724628461","0.06","0.0049","0.0376233336","0.0022868984","0.0011516","0.0000115","","","0.0000015052","0.0000014349","","0","0","","","","161.9192060649"
"2024-11-14","80.1186237149","36.3690751566","9.5090238712","5.5837812243","6.0025828","5.1767170312","3.3120489085","2.7245081912","2.808","2.4","1.8601404719","1.4305288894","1.1223688807","1.152","0.3945698782","0.0723131752","0.05","0.0042","0.0377223336","0.0026455995","0.0009668","0.000013","","","0.0000020061","0.0000019128","","0","0","","","","160.1318338453"
"2024-11-15","82.5610392902","36.5452644062","9.424628848","5.5904829592","5.9981697488","5.1749728319","3.3120545732","2.7262421584","2.808","2.4","1.8602685141","1.4645116672","1.1163017947","1.152","0.3954063784","0.0730121277","0.05","0.0042","0.0377553336","0.0023297936","0.0009684","0.0000125","","","0.0000015057","0.0000014349","","0","0","","","","162.6976242658"
"2024-11-16","55.613571864","30.1096504324","9.4251809688","4.9175257742","6.0019524","5.174436162","3.3120548135","2.7244227104","2.808","2.4","1.860255344","1.4645816672","1.0257260883","1.152","0.4001881176","0.0667165939","0.05","0.0042","0.0376893336","0.00010948","0.0000168","0.000013","","","0.0000017591","0.0000019128","","0","0","","","","128.5482952218"
"2024-11-17","55.6136243486","30.1029835119","9.4900768669","4.9161624274","6.0018468","5.1737575707","3.3120548345","2.7256890304","2.808","2.4","1.8601378941","1.4650216672","1.0257260563","1.152","0.4001881176","0.066834639","0.06","0.0042","0.0378543336","0.0000476","0.0000156","0.0000125","","","0.0000017542","0.0000014349","","0","0","","","","128.6162369873"
"2024-11-18","79.5997261588","36.2282466161","9.5492206466","5.5851695597","6.0024408","5.1767469991","3.3120545804","2.7260366111","2.808","2.4","1.8601943212","1.4638966672","1.1170427187","1.152","0.4018206208","0.0723930895","0.04","0.0035","0.0376893336","0.0021845587","0.0009628","0.0000145021","","","0.0000015057","0.0000019128","","0","0","","","","159.5393440021"
"2024-11-19","79.4124283685","36.0943337644","9.5967568293","5.588992241","6.002456","5.1766401125","3.312054874","2.725415656","2.808","2.4","1.8602191058","1.4637316672","1.123111623","1.152","0.4032450312","0.2265073385","0.07","0.0042","0.0378213336","0.002316364","0.0009644","0.000011","","","0.0000020071","0.0000014349","","0","0","","","","159.461209151"
"2024-11-20","79.4050832878","35.3235668893","9.663844302","5.5850859918","6.0023356","5.1761816494","3.3120557103","2.725237458","2.808","2.4","1.860247439","1.4643116672","1.1164525669","1.152","0.4032450312","0.0780578132","0.05","0.0042","0.0369813336","0.0022630439","0.000984","0.0000115","","","0.0000015057","0.0000019128","","0","0","","","","158.5701487021"
"2024-11-21","79.0833881246","36.3097440743","9.6643292033","5.5944237873","6.0024744","5.1766776587","3.3120548076","2.7253179171","2.808","2.4","1.8603250803","1.4642766672","1.1223739726","1.152","0.4032450312","0.0740598363","0.05","0.0035","0.0370683336","0.0032271702","0.000984","0.000013","","","0.0000017542","0.0000014349","","0","0","","","","159.2474862534"
"2024-11-22","79.8509858028","35.9852174319","9.6635960051","5.5982942657","6.0025236","5.1765625406","3.3120548138","2.7257839032","2.808","2.4","1.8604345587","1.4649966672","1.1223752892","1.152","0.4032450312","0.0828283391","0.05","0.0035","0.0375303336","0.003470664","0.0009652","0.0000115","","","0.0000015057","0.0000014349","","0","0","","","","159.7043788867"
"2024-11-23","55.2915387451","29.5886290708","9.5988913418","4.9172700689","6.0019712","5.1754034722","3.3120551252","2.7243127632","2.808","2.4","1.8600479735","1.4663866672","1.0257316932","1.152","0.4032450312","0.0772997586","0.05","0.0042","0.0365073336","","0.0000108","0.0000135","","","0.0000020076","0.0000014349","","0","0","","","","127.893517987"
"2024-11-24","55.2914529352","29.5793106055","9.5444039799","4.9162241576","6.0020124","5.1740508108","3.3120548403","2.7255742432","2.808","2.4","1.8601112688","1.4660866672","1.0257316296","1.152","0.4032450312","0.0769980508","0.06","0.0042","0.0377553336","0.00003332","0.0000132","0.0000125","","","0.0000015057","0.0000019128","","0","0","","","","127.8392743922"
