"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Relational Database Service($)","Route 53($)","Elastic Load Balancing($)","OpenSearch Service($)","DocumentDB (with MongoDB compatibility)($)","DynamoDB Accelerator (DAX)($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","Secrets Manager($)","DynamoDB($)","ElastiCache($)","EC2 Container Registry (ECR)($)","S3($)","Cost Explorer($)","Service Catalog($)","Key Management Service($)","API Gateway($)","SQS($)","SNS($)","Lambda($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","X-Ray($)","CloudWatch Events($)","Total costs($)"
"2024-06-21","91.1109754303","27.7985060573","8.7074745571","6.1357448583","0.0018504","2.8732769893","3.3120887518","2.7243918712","2.808","2.4","1.8600424968","1.4358883328","1.0931099233","1.152","0.1647333648","0.0175146642","0.03","0","0.0362133336","0.0003394348","0.0017496","0.0000000934","","0.0000026601","0.00000003","0.0000000783","0.0000000341","0","0","","","","153.6639029615"
"2024-06-22","91.2171761991","28.2670326915","8.7033517124","6.1377882851","0.0014372","2.8727592726","3.3120865718","2.7254850512","2.808","2.4","1.8600416625","1.4348333328","1.0931099026","1.152","0.1647333648","0.0135962345","","0","0.0364053336","","0.0017276","","","0.0000025733","0.000000015","","","0","0","","","","154.2015670028"
"2024-06-23","91.4311475736","28.0899690237","8.7033185052","6.1527762421","0.0014008","2.8726980497","3.3120874861","2.7244506112","2.808","2.4","1.8600416625","1.4373583328","1.0931099118","1.152","0.1647333648","0.0140152384","0.05","0.0084","0.0365973336","","0.0017664","0","","0.0000025945","0.00000009","0.0000001827","","0","0","","","","154.3138734027"
"2024-06-24","91.4919497444","32.13596332","8.705283813","6.1114090349","0.0016844","2.8729574801","3.3120786263","2.7353645639","2.808","2.4","1.8601127027","1.4451283328","1.0931144536","1.152","0.1647333648","0.0198745712","0.01","0.0021","0.0365013336","0.0003131446","0.0019488","0.000000037","","0.0000029894","0.000000401","0.0000007047","","0","0","","","","158.360521818"
"2024-06-25","91.7018358935","33.5510343253","8.7047174416","6.1446738905","0.0015868","2.872883287","3.3120720795","2.753357913","2.808","2.4","1.8600710809","1.4467233328","1.0931304068","1.152","0.1647333648","0.0212832032","0.01","0.0021","0.0375573336","0.0000888558","0.001944","0","","0.0000036922","0.000000444","0.0000008091","","0","0","","","","160.0397981536"
"2024-06-26","91.4736458437","33.2956448356","8.7041838616","6.1560645602","0.0016084","2.872977242","3.3120718621","2.7283176832","2.808","2.4","1.860064536","1.4452683328","1.0931415116","1.152","0.1647333648","0.0226981196","0.01","0.0014","0.0367923336","0.0011843348","0.0018904","0","","0.0000037062","0.000000458","0.0000008352","","0","0","","","","159.541692221"
"2024-06-27","92.156468559","34.5885953207","9.0557089777","6.1473478207","0.0014624","3.9006323334","3.3120719518","2.7251855288","2.808","2.4","1.8600699387","1.4435883328","1.093144755","1.152","0.1647333648","0.0971826308","","0.0014","0.0369213336","0.0006089987","0.0018696","0.0000000066","","0.0000036102","0.000000356","0.0000006003","","0","0","","","","162.9469964196"
"2024-06-28","92.4498892664","34.3510373222","9.3990052282","6.1684833964","0.0013712","4.976111587","3.3120714268","2.7244609996","2.808","2.4","1.8600915161","1.4467483328","1.0931454258","1.152","0.1647333648","0.0263231206","0.01","0.0014","0.0369093336","0.0004203548","0.0018844","0","","0.0000034347","0.000000458","0.0000008091","","0","0","","","","164.3840909769"
"2024-06-29","92.4494672364","34.7598471289","9.4233261872","6.1173464892","0.001236","5.1670909448","3.312071606","2.7243926376","2.808","2.4","1.8600417671","1.4468333328","1.0931456577","1.152","0.1647333648","0.0240306145","0.01","0.0021","0.0367983336","","0.0019068","0","","0.0000036432","0.000000472","0.0000008352","","0","0","","","","164.954373051"
"2024-06-30","92.4922294968","34.7510741288","9.4233394292","6.1486265266","0.0012288","5.1670654604","3.3120721888","2.7252581176","2.808","2.4","1.8600417671","1.4471633328","1.0931456886","1.152","0.1647333648","0.0239705639","0.01","0.0021","0.0368973336","","0.0018844","0","","0.0000036192","0.000000383","0.0000007308","","0","0","","","","165.020835332"
"2024-07-01","90.8888078738","34.1273449106","9.4234861774","6.1529188978","0.2017264","5.1672743718","3.2873029057","2.7241561477","2.808","2.4","1.8000404435","1.4199370968","1.090464","1.152","0.159419376","0.0256904973","0.01","0","0.035618064","0.0025434222","0.0019176","0","","0.0000033953","0.000000472","0.000000783","","0","0","","","","162.8786528349"
"2024-07-02","92.493266989","33.8161701298","9.4280136093","6.1533494974","0.0014072","5.1672338086","3.2873067554","2.7245440289","2.808","2.4","1.8000404435","1.4201870968","1.0930678942","1.152","0.159419376","0.0265867997","0.01","0","0.035522064","0.0002059076","0.0019008","0","","0.0000035172","0.000000458","0.0000008352","","0","0","","","","163.9782272106"
"2024-07-03","92.4913747076","33.9223308161","9.4243891395","6.1370970646","0.0013804","5.1676421734","3.2873093501","2.7252229885","2.808","2.4","1.8001375358","1.4214370968","1.0930680309","1.152","0.159419376","0.0297141458","0.01","0","0.035240064","0.0004361529","0.0019212","0","","0.0000033178","0.000000457","0.0000008091","","0","0","","","","164.0681248259"
"2024-07-04","92.3034788937","33.6777153927","9.4253415871","6.1282918668","2.7814970238","5.1674971635","3.2873093455","2.7241949584","2.808","2.4","1.8000455274","1.4203720968","1.0930680867","1.152","0.159419376","0.0296752216","0.01","0","0.035714064","0.0000811991","0.0019028","0","","0.0000027948","0.000000413","0.0000007308","","0","0","","","","166.4056085417"
"2024-07-05","93.0674472025","33.8388814982","9.4291024279","6.140397126","5.9976544413","5.1703006426","3.2873091092","2.7248109584","2.808","2.4","1.8032663846","1.4187820968","1.1685481988","1.152","0.159419376","0.0307588957","0.01","0","0.035714064","0.0000596612","0.001848","0","","0.0000027063","0.000000342","0.0000006003","","0","0","","","","170.6443037318"
"2024-07-06","93.2152327821","33.5783753664","9.4251232818","6.1132948828","6.0012184","5.1670725287","3.2873090011","2.7252670184","2.808","2.4","1.8000404954","1.3859243011","1.1996283097","1.152","0.159419376","0.0291168439","0.01","0","0.035714064","","0.0018452","0","","0.0000025945","0.000000315","0.0000005742","","0","0","","","","170.4945853351"
"2024-07-07","93.0097306421","33.593874278","9.4232634147","6.1546781889","6.00121","5.1670581621","3.2873073549","2.7245011984","2.808","2.4","1.8000404954","1.4188670968","1.1996282886","1.152","0.159419376","0.0291181174","0.01","0","0.035618064","","0.0018564","0","","0.000002572","0.00000033","0.0000006003","","0","0","","","","170.3761745796"
"2024-07-08","93.2378729404","33.8711032133","9.4257980957","6.1161807595","6.0012876","5.1675599072","3.2873033747","2.7242728384","2.808","2.4","1.8000404954","1.4250337096","1.1996282954","1.152","0.159419376","0.0316550137","0.01","0","0.035726064","0.0000410841","0.001852","0","","0.0000025501","0.000000283","0.0000005481","","0","0","","","","170.8547781486"
"2024-07-09","93.2815185544","36.8936034431","9.4264518194","6.1461118798","6.001512","5.1925134837","3.2873030463","2.7245874384","2.808","2.4","1.8000404954","1.3993648923","1.199628329","1.152","0.163171431","0.0304148025","0.01","0","0.035726064","0.0000241981","0.001866","0","","0.000002624","0.000000328","0.0000005742","","0","0","","","","173.9538414036"
"2024-07-10","93.0692323715","37.5499088359","9.4270582422","6.1605018859","6.0014584","5.1693342458","3.2873034711","2.7252021536","2.808","2.4","1.8000404954","1.4305503224","1.1996283068","1.152","0.1678733365","0.0320487259","0.01","0","0.035810064","0.0001086913","0.0019344","0","","0.0000026696","0.000000444","0.0000007569","","0","0","","","","174.4279978188"
"2024-07-11","92.9668916491","37.4679964442","9.4290231015","6.1236305902","6.0016964","5.1701042863","3.2873036259","2.7245362312","2.808","2.4","1.8000404954","1.4012248923","1.1996283204","1.152","0.1692331632","0.0330570092","0.01","0","0.035714064","0.0000086146","0.001918","0","","0.0000026469","0.000000472","0.0000008091","","0","0","","","","174.1820108155"
"2024-07-12","92.2029830841","37.4667373897","9.3502647536","6.1116491687","6.001776","5.1694214733","3.2873039763","2.7253108512","2.808","2.4","1.8000406614","1.4351403224","1.1996282816","1.152","0.1692331632","0.0345606095","0.01","0.0259","0.035810064","0.0000079907","0.0019164","0","","0.0000027285","0.000000486","0.0000008613","","0","0","","","","173.3876882655"
"2024-07-13","91.9785349974","37.3277285654","9.3086645336","6.1670330639","6.002266","5.1683317822","3.2873048308","2.7238526912","2.808","2.4","1.8000404955","1.4352253224","1.1996283076","1.152","0.1692331632","0.0333083366","0.01","0.4165","0.035618064","","0.0019068","0","","0.0000028422","0.000000472","0.0000008091","","0","0","","","","173.4251810771"
"2024-07-14","91.9482077459","37.3177280689","9.3104711732","6.1219957879","6.0015368","5.1683162679","3.2873045614","2.7255570312","2.808","2.4","1.8000404956","1.4344903224","1.1996282787","1.152","0.1692331632","0.0330961522","0.01","0.4046","0.035714064","","0.0019012","0","","0.000002817","0.00000043","0.000000783","","0","0","","","","173.3298251425"
"2024-07-15","92.0197334521","37.5248113473","9.3266274156","6.1624493975","6.0018344","5.1716876036","3.2873040982","2.7244563712","2.808","2.4","1.8000447929","1.4346953224","1.1996283724","1.152","0.1722619463","0.0346968805","0.01","0.4046","0.035714064","0.000192101","0.0019092","0","","0.0000027405","0.000000458","0.0000008091","","0","0","","","","173.6726507726"
"2024-07-16","91.9782954251","36.5280848355","9.3106265118","6.1281598854","6.0047132","5.1684907237","3.2873032332","2.7247441312","2.808","2.4","1.8000466088","1.4325803224","1.1996284833","1.152","0.1773730934","0.0364512528","0.01","0.4046","0.035618064","0.0006180663","0.0019188","0","","0.0000028248","0.000000444","0.0000008091","","0","0","","","","172.5892567148"
"2024-07-17","92.7058503834","37.1250759585","9.3388753195","6.1408027879","6.001784","5.1706614112","3.2873039569","2.7246596512","2.808","2.4","1.8000488127","1.4341753224","1.1996286851","1.152","0.1844584841","0.0381977297","0.01","0.3808","0.035720064","0.000719103","0.0019144","0","","0.0000028691","0.000000444","0.0000008091","","0","0","","","","173.9406801918"
"2024-07-18","95.7672722041","36.2813883083","9.3088582495","6.1339499702","6.001662","5.1690013227","3.2873033765","2.7240542112","2.808","2.4","1.800040505","1.4022598923","1.1996288843","1.152","0.1915484208","0.039453601","0.01","0.3689","0.035618064","0.0000732725","0.0019112","0","","0.0000027658","0.000000416","0.0000007569","","0","0","","","","176.0829274211"
"2024-07-19","91.4674587388","36.3411285851","9.3118241986","6.1457622918","6.0014364","5.1691169039","3.287303099","2.7251230854","2.808","2.4","1.8000429211","1.4311153224","1.1996289402","1.152","0.1974899272","0.0387824444","0.01","0.3213","0.035330064","0.0000523051","0.0018852","0.0000000022","","0.0000029475","0.0000011511","0.0000004959","","0","0","","","","171.8447850237"
"2024-07-20","90.6141062227","36.0144098175","9.3034065606","6.1432420243","6.0012412","5.1675025333","3.2873027373","2.7249643512","2.808","2.4","1.800040506","1.4292603224","1.1996288756","1.152","0.201184572","0.0373175499","0.02","0.238","0.035234064","0.0000010769","0.001824","0","","0.0000032123","0.0000010497","0.0000004437","","0","0","","","","170.5786711194"
"2024-07-21","90.6140390526","35.9722660681","9.3035078407","6.127846421","6.0012244","5.1674534433","3.2873030482","2.724880944","2.808","2.4","1.800040506","1.4284253224","1.1996289299","1.152","0.201184572","0.0367185228","0.01","0.2023","0.035714064","","0.0018","0","","0.0000032124","0.0000012696","0.0000003132","","0","0","","","","170.4743379302"
"2024-07-22","90.6962979907","36.7013527586","9.3788856692","6.1654000427","6.0013748","5.1686795369","3.2873030369","2.724563143","2.808","2.4","1.8000459366","1.4283953224","1.19518894","1.152","0.2053098285","0.041240267","0.01","0.1904","0.035756064","0.000093616","0.0018196","0","","0.0000032746","0.0000009897","0.0000003654","","0","0","","","","171.3921111822"
"2024-07-23","90.8056364694","36.6724587144","9.4281079718","6.1117616914","6.0015556","5.169040188","3.287320384","2.7239170589","2.808","2.4","1.800040508","1.4339653224","1.1925252561","1.152","0.208055568","0.041860709","0.01","0.3927","0.035714064","0.0005159529","0.0019164","0","","0.0000031672","0.0000014296","0.0000007569","","0","0","","","","171.677097212"
"2024-07-24","90.8055850781","36.4441291786","9.4297790839","6.1415694812","6.0015576","5.1687411683","3.2873328693","2.7252625888","2.808","2.4","1.8000455037","1.4337203224","1.1925257502","1.152","0.208055568","0.045826999","0.01","0.3808","0.035624064","0.0013143294","0.0019068","0.000028","","0.000003278","0.0000012247","0.000000783","","0","0","","","","171.4738096706"
"2024-07-25","90.5466464364","36.9087986609","9.4390707723","6.1342954125","5.9973486763","5.1691306156","3.2873334848","2.7244798288","2.808","2.4","1.8000425666","1.4291153224","1.1925259063","1.152","0.208055568","0.0453428664","0.01","0.3213","0.035042064","0.0000474902","0.0018772","0.000024","","0.0000031957","0.0000014176","0.0000006264","","0","0","","","","171.6104821112"
"2024-07-26","90.769252603","37.9591512633","9.4760757362","6.1031499401","6.0015404","5.1701238356","3.2873329122","2.7819024153","2.808","2.4","1.8000405118","1.4312253224","1.1925316264","1.152","0.208055568","0.0450131524","0.01","0.3094","0.035714064","0.0000112209","0.0018588","0.000021","","0.0000033391","0.0000013896","0.0000006003","","0","0","","","","172.9424057006"
"2024-07-27","90.7322564721","38.4715399116","9.5439415204","6.134030712","6.0012464","5.1690678808","3.287332681","2.7248575747","2.808","2.4","1.8000405948","1.4315153224","1.192534878","1.152","0.208055568","0.0436906266","0.01","0.2856","0.035714064","","0.0018564","0.0000215","","0.0000033208","0.0000011247","0.0000005742","","0","0","","","","173.4333071261"
"2024-07-28","90.7429395853","40.1372651369","9.5433478985","6.1178486154","6.001248","5.1689761638","3.2873325448","2.7248496624","2.808","2.4","1.800040512","1.4308453224","1.1925349386","1.152","0.208055568","0.0436029033","0.01","0.2856","0.035822064","","0.0018448","0.000022","","0.0000035402","0.0000013876","0.0000005742","","0","0","","","","175.0921812174"
"2024-07-29","90.734563258","38.5646772431","9.6668118205","6.1134987823","6.0015288","5.177847454","3.2873323111","2.7258911076","2.808","2.4","1.800040512","1.4298053224","1.2065967954","1.152","0.208055568","0.046003866","0.01","0.2499","0.035822064","0.0000258437","0.0018668","0.0000185","","0.0000034735","0.0000010947","0.0000004698","","0","0","","","","173.6202910861"
"2024-07-30","90.8081513723","36.769322991","9.6904654982","6.1249258598","6.0016244","5.1722987715","3.2873316789","2.7239782968","2.808","2.4","1.8000405943","1.4291503224","1.1925375058","1.152","0.208055568","0.0485669847","","0.2261","0.035921064","0.0011769131","0.001852","0.000016","","0.0000032142","0.0000012996","0.0000004176","","0","0","","","","171.8815207522"
"2024-07-31","93.7309686776","36.8592009549","9.4683256744","6.1364229615","6.0014036","5.1698963083","3.2873320553","2.7253216168","2.808","2.4","1.8000405944","1.4289553224","1.1925375966","1.152","0.208055568","0.0480450932","0.01","0.2261","0.035822064","0.0000922024","0.0018696","0.000015","","0.0000033867","0.0000012996","0.0000003915","","0","0","","","","174.6904099676"
"2024-08-01","88.9366680182","36.815482926","9.4292524139","6.0985451761","7.0016344","5.1700077033","3.2873332359","2.7249632368","2.808","2.4","1.8000405123","1.4281803224","1.1925376077","1.152","0.2088202895","0.0458637368","0.01","0","0.035714064","0.0000576137","0.0018464","0","","0.0000032988","0.0000009887","0.0000004437","","0","0","","","","170.5469523878"
"2024-08-02","90.8150333776","37.1186635473","9.4265127313","6.1270701184","6.0018624","5.1698955558","3.2873089864","2.7248224368","2.808","2.4","1.8000628223","1.4319103224","1.1925375224","1.152","0.2093595336","0.0460086001","0.01","0","0.035714064","0.000074522","0.0018848","0","","0.0000032793","0.0000014306","0.0000006264","","0","0","","","","171.7587266767"
"2024-08-03","90.7747482629","37.2636428934","9.423554775","6.1158285586","6.0013488","5.1689700278","3.2873057083","2.7251744368","2.808","2.4","1.8000407728","1.4297103224","1.1925375207","1.152","0.2093595336","0.0448533195","0.01","0.0133","0.035714064","","0.0018172","0","","0.0000034283","0.0000012996","0.0000004437","","0","0","","","","171.8579113674"
"2024-08-04","90.7745562863","37.5235221191","9.4234958043","6.1325080732","6.0012348","5.1687272943","3.2873056802","2.7244792368","2.808","2.4","1.8000411882","1.4288653224","1.1925375544","1.152","0.2093595336","0.0445756708","0.01","0.0126","0.035042064","","0.0018224","0","","0.0000034371","0.0000010347","0.0000004176","","0","0","","","","172.130677917"
"2024-08-05","91.0545384434","38.156227783","9.4262472999","6.1418772525","6.0014256","5.1724920502","3.2873057081","2.7247995568","2.808","2.4","1.8000406085","1.3972198923","1.1925374904","1.152","0.2093595336","0.0488808866","0.01","0.0126","0.035714064","0.0001141306","0.0018484","0","","0.0000034684","0.0000013146","0.0000004437","","0","0","","","","173.0332339266"
"2024-08-06","90.8370460469","38.2907351005","9.4271760745","6.1084028675","6.0013892","5.1687530537","3.2873051439","2.7246541368","2.808","2.4","1.8000406087","1.4288103224","1.1925375512","1.152","0.2103814661","0.0537246388","0.01","0.0091","0.035714064","0.0000364956","0.0018372","0","","0.0000034302","0.0000010347","0.0000003654","","0","0","","","","172.9476488009"
"2024-08-07","90.8315062211","38.342100216","9.4246230413","6.1206288189","6.0013116","5.1678908195","3.28730444","2.72512935","2.808","2.4","1.8000408573","1.4293353224","1.1925375444","1.152","0.211495392","0.0495003288","0.01","0.2023","0.035714064","0.000057237","0.0018456","0.000015","","0.0000032362","0.0000013146","0.0000004437","","0","0","","","","173.1933408472"
"2024-08-08","90.7693630034","38.7547485441","9.4308426267","6.1317748569","6.0014684","5.1730011336","3.287304297","2.7255222832","2.808","2.4","1.8000418588","1.3984348923","1.1925376206","1.152","0.211495392","0.0549041141","0.01","0.2499","0.035714064","0.0006007818","0.0018276","0.000023513","","0.0000033008","0.0000010787","0.0000004698","","0","0","","","","173.5895098308"
"2024-08-09","90.7745219646","39.0049229423","9.4288624319","6.0926061666","6.0014792","5.1687156199","3.2873040376","2.7249029832","2.808","2.4","1.800075815","1.4284703224","1.1925377393","1.152","0.2126224202","0.053249105","0.01","0.238","0.035714064","0.0003486733","0.0018512","0.000017","","0.0000033651","0.0000013136","0.0000004437","","0","0","","","","173.8162068077"
"2024-08-10","90.7691179778","39.2175047698","9.4240584905","6.1593919658","6.0012828","5.1674569878","3.2873042187","2.7247353432","2.808","2.4","1.8000405461","1.4293353224","1.1925377643","1.152","0.2131630584","0.0511228945","0.01","0.2261","0.035714064","","0.0018224","0.000016","","0.0000032985","0.0000012996","0.0000004176","","0","0","","","","174.070709619"
"2024-08-11","90.7637533306","39.4359245385","9.4232522296","6.1095468688","6.001236","5.1674660342","3.2873045747","2.7244385632","2.808","2.4","1.8000407951","1.4307653224","1.1925377643","1.152","0.2131630584","0.0513150147","0.02","0.2856","0.035714064","","0.0018452","0.0000185","","0.0000031854","0.0000010337","0.0000005481","","0","0","","","","174.3039266257"
"2024-08-12","90.7747423999","39.9434364953","9.4308308135","6.1137526456","6.0014648","5.1691652052","3.2873056402","2.7244904832","2.808","2.4","1.800120033","1.4293053224","1.1925377893","1.152","0.2180753612","0.0525392394","0.01","0.2142","0.035714064","0.0001751599","0.0018436","0.000016","","0.0000031404","0.0000012996","0.0000004176","","0","0","","","","174.7597199097"
"2024-08-13","90.8369490389","40.1095505362","9.4300808989","6.1289533858","6.0014512","5.1770254702","3.2873056817","2.7255539632","2.808","2.4","1.8002459788","1.4286253224","1.192537847","1.152","0.220595592","0.0539907119","0.01","0.2261","0.035810064","0.0004176932","0.0018468","0.000017","","0.0000030529","0.0000012996","0.0000004176","","0","0","","","","175.0270619543"
"2024-08-14","90.7381672616","40.295446119","9.5023649563","6.1144615322","6.0014272","5.1805411803","3.2873057178","2.7252937032","2.808","2.4","1.8000699866","1.4285003224","1.1925378903","1.152","0.220595592","0.0529224677","0.01","0.2142","0.035618064","0.0002139187","0.0018304","0.0000155","","0.0000030159","0.0000010347","0.0000004176","","0","0","","","","175.1615162803"
"2024-08-15","90.7746692417","40.5167603424","9.4261116641","6.1441710278","6.0012356","5.1770278214","3.2873139197","2.7246460232","2.808","2.4","1.8000408505","1.4285603224","1.1925379312","1.152","0.220595592","0.0517615814","0.01","0.2142","0.035810064","0.00000238","0.0018056","0.0000155","","0.0000031041","0.0000012846","0.0000004176","","0","0","","","","175.3672702681"
"2024-08-16","90.7747749579","40.7078519674","9.4262234448","6.1167679928","6.0014296","5.1838751838","3.2873151491","2.7251555432","2.808","2.4","1.8001286026","1.4296203224","1.1925379414","1.152","0.220595592","0.0541665753","0.01","0.2618","0.035618064","0.0003329193","0.001858","0.000019","","0.0000029719","0.0000010797","0.000000522","","0","0","","","","175.5900754296"
"2024-08-17","90.7744941261","40.8907223981","9.4235394837","6.1048979251","6.001218","5.182799372","3.2873133795","2.7246161032","2.808","2.4","1.8000407449","1.4293153224","1.1925379984","1.152","0.220595592","0.0529120139","0.01","0.2142","0.035810064","","0.0018116","0.0000155","","0.000003034","0.0000012846","0.0000003915","","0","0","","","","175.7068443334"
"2024-08-18","90.7689659175","41.08912015","9.4233592016","6.1345656448","6.0012524","5.1771022751","3.28731354","2.7253927032","2.808","2.4","1.8000407449","1.4278653224","1.192537968","1.152","0.220595592","0.0528274379","0.01","0.2142","0.035714064","","0.0017948","0.0000145","","0.000003074","0.0000012996","0.0000003915","","0","0","","","","175.9226670265"
"2024-08-19","90.7746406184","41.4111401755","9.424132784","6.133057521","6.0012324","5.1820677884","3.2873136403","2.7241182432","2.808","2.4","1.8000407449","1.4284703224","1.1925379984","1.152","0.220595592","0.0530856526","0.01","0.2142","0.035042064","","0.0018112","0.000016","","0.0000030628","0.0000010197","0.0000003915","","0","0","","","","176.2535072191"
"2024-08-20","90.7750971467","41.8313978919","9.4287302276","6.1138500122","6.00153","5.1885877128","3.2873136988","2.7250220032","2.808","2.4","1.8000407449","1.4315853224","1.192537968","1.152","0.220595592","0.0560289302","","0.238","0.035714064","0.000084322","0.0018732","0.000021","","0.0000028371","0.0000014026","0.0000006264","","0","0","","","","176.6880147028"
"2024-08-21","90.7749079842","42.0574926267","9.4271223288","6.1378394972","6.0049804","5.1901568855","3.2873135157","2.7251771032","2.808","2.4","1.800133936","1.4307603224","1.1925380088","1.152","0.2296075832","0.056070534","0.01","0.2975","0.035714064","0.0001911958","0.0018644","0.000019","","0.0000031883","0.0000011097","0.000000522","","0","0","","","","177.0193942055"
"2024-08-22","90.7755346851","42.4871549955","9.4263578897","6.0901550669","6.0018416","5.1971585128","3.287310961","2.7243464131","2.808","2.4","1.8001712677","1.4312453224","1.1925379808","1.152","0.2365019712","0.0576810323","0.01","0.2856","0.035618064","0.0003606286","0.0018644","0.000022","","0.0000032348","0.0000013896","0.0000004698","","0","0","","","","177.4014678853"
"2024-08-23","91.1472806802","42.3300742979","9.5048751297","6.1514303699","6.001682","5.1983973393","3.2873095261","2.7269202026","2.808","2.4","1.8001310106","1.4318953224","1.1954986858","1.152","0.2392176765","0.0577377855","0.01","0.2975","0.035234064","0.0001630337","0.0018796","0.0000225","","0.0000027958","0.0000013736","0.0000006003","","0","0","","","","177.7772539939"
"2024-08-24","90.8364588361","42.2047671428","9.5442321812","6.1202093084","6.0012428","5.1860360072","3.2873092973","2.7251094904","2.808","2.4","1.80012222","1.4329053224","1.1925387688","1.152","0.2406562824","0.0552456661","0.03","0.3332","0.035138064","0.00004284","0.0018564","0.000024","","0.0000027739","0.0000011961","0.0000006786","","0","0","","","","177.3870992757"
"2024-08-25","90.8363721721","42.2400375741","9.5959619465","6.1220522449","6.0012128","5.1826885954","3.2873094494","2.7247550704","2.808","2.4","1.800058981","1.4329603224","1.1925387997","1.152","0.2406562824","0.0552385986","0.01","0.357","0.034658064","0.00000952","0.0018784","0.0000255","","0.0000030172","0.0000014616","0.0000007047","","0","0","","","","177.4754195044"
"2024-08-26","91.2996956867","42.1422414768","9.6640441963","6.13990192","6.001414","5.1922056453","3.2873092942","2.7251141104","2.808","2.4","1.8001316653","1.4301653224","1.1940187693","1.152","0.2406562824","0.0568311387","0.01","0.2737","0.035330064","0.0001535131","0.0018636","0.0000205","","0.0000027942","0.0000010047","0.0000005481","","0","0","","","","177.8548015319"
"2024-08-27","108.5406800793","43.0188355909","9.6644762655","6.1368172378","6.0015112","5.1959013499","3.2873085585","2.725927563","2.808","2.4","1.8002332265","1.4320203224","1.1925394703","1.152","0.2406562824","0.0580748591","0.01","0.2975","0.034274064","0.0003954226","0.001876","0.000023","","0.0000028176","0.0000014046","0.0000006003","","0","0","","","","195.9990553147"
"2024-08-28","98.6944691895","42.4490957296","9.6661254704","6.1111279374","6.0015292","5.1924209642","3.287308314","2.7260642004","2.808","2.4","1.8001132261","1.4319703224","1.1925408245","1.152","0.2424308171","0.0551899246","0.01","0.2975","0.035327064","0.0001413868","0.0018836","0.0000205","","0.0000029487","0.0000013596","0.0000005481","","0","0","","","","185.5552635274"
"2024-08-29","110.3054068096","42.4495837148","9.5851928437","6.1448304183","6.001518","5.1928378226","3.2873144881","2.7257557536","2.808","2.4","1.8001401167","1.4301453224","1.192541552","1.152","0.251667518","0.0577946043","0.01","0.2499","0.035129064","0.0010865282","0.001848","0.0000195","","0.0000023076","0.0000013296","0.000000522","","0","0","","","","197.0827162155"
"2024-08-30","105.844529404","42.3798476525","9.5432793394","6.1132615302","6.0013176","5.1873280123","3.2873153017","2.725229256","2.808","2.4","1.800294144","1.4267253224","1.1925417242","1.152","0.2562577344","0.0553917175","0.01","0.0763","0.035327064","0.000233185","0.0017796","0.0000105","","0.0000005265","0.0000013354","0.0000010869","","0","0","","","","192.2969720364"
"2024-08-31","102.8551190267","42.421784861","9.4919196683","6.1126986894","5.9998808638","5.1759726134","3.2873151058","2.723687276","2.808","2.4","1.8000955962","1.4250553224","1.1925417261","1.152","0.2562577344","0.0539264177","0.01","0.0084","0.035723064","0.00002856","0.001736","0.0000075","","","0.0000013015","0.0000014349","","0","0","","","","189.2121527616"
"2024-09-01","96.4304714211","43.1762009092","9.4233118634","6.154678417","6.2012636","5.1743781322","3.3120846121","2.7257513152","2.808","2.4","1.8602055283","1.4518916672","1.1926290876","1.152","0.264799656","0.0549680733","0.01","0","0.0367893336","0.0001281536","0.0017432","0","","","0.0000018083","0.0000014349","","0","0","","","","183.831298213"
"2024-09-02","106.9366726604","43.6431718171","9.4234810648","6.1459903004","6.001454","5.1765754879","3.3120857293","2.7249659152","2.808","2.4","1.8601955669","1.4501066672","1.1926292855","1.152","0.264799656","0.0565864741","0.01","0","0.0367893336","0.000843661","0.0017436","0","","","0.0000015549","0.0000014349","","0","0","","","","194.5980942092"
"2024-09-03","103.2020621027","43.434691722","9.4268500741","6.1162733289","6.001502","5.1767379659","3.3120854934","2.7253896496","2.808","2.4","1.860151236","1.4505716672","1.1926294307","1.152","0.2660476255","0.0579519844","0.01","0","0.0367893336","0.0006164307","0.0017396","0","","","0.0000013015","0.0000014349","","0","0","","","","190.6320923811"
"2024-09-04","100.3396556505","43.2604760163","9.4334525075","6.1230839559","5.9988843438","5.1762779446","3.3120855446","2.725796053","2.808","2.4","1.8600970977","1.4503816672","1.1926293702","1.152","0.266457708","0.055157493","","0","0.0368193336","0.0000534148","0.001746","0","","","0.0000018083","0.0000014349","","0","0","","","","187.5930573439"
"2024-09-05","97.8272166293","43.2472206142","9.54351929","6.1531767694","6.0015704","5.1856223378","3.31208564","2.725108368","2.808","2.4","1.8601200505","1.4501516672","1.1926294576","1.152","0.2681546001","0.0570123352","0.01","0","0.0367893336","0.0007413525","0.0017552","0","","","0.0000015549","0.0000014349","","0","0","","","","185.2328770352"
"2024-09-06","103.8496476378","43.1780611106","9.5434932079","6.1263487147","6.0015704","5.1813180304","3.3120849013","2.725082628","2.808","2.4","1.8600430061","1.4504316672","1.1926294775","1.152","0.2693442144","0.0561629665","0.01","0.007","0.0366153336","0.0000577441","0.0017416","0","","","0.0000015549","0.0000014349","","0","0","","","","191.1616356299"
