"Service","Relational Database Service($)","EC2-Instances($)","EC2-Other($)","API Gateway($)","DynamoDB($)","CloudWatch($)","DocumentDB (with MongoDB compatibility)($)","S3($)","DynamoDB Accelerator (DAX)($)","Lambda($)","Elastic Load Balancing($)","OpenSearch Service($)","VPC($)","Elastic Container Service for Kubernetes($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SES($)","Route 53($)","Athena($)","Key Management Service($)","Cost Explorer($)","Service Catalog($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","CloudFormation($)","X-Ray($)","Total costs($)"
"2024-06-06","5938.7926715542","1208.0749048075","835.2864357637","455.2691222581","67.4178768636","50.884946499","79.6207229858","36.2390253438","33.576","49.2742437013","29.8534748354","25.2477022546","25.1693421428","2.4","2.4153866672","0.973043618","0.5885061707","0.2289484","0.19333","0.0370713336","0.01","0","0.0035752","0.0000034633","0.0000014349","0.0000010136","","0","0","","","","8841.5563363111"
"2024-06-07","5938.9028297658","1286.6176362968","829.6424414017","428.532213081","67.5829445698","51.3160634593","79.620815287","36.8401613679","33.576","49.8389913633","30.4784887223","25.2477054313","25.5253047991","2.4","2.4144466672","0.9766268827","0.5989347152","0.2226092","0.41642","0.0377043336","","0","0.0035748","0.0000038276","0.0000019128","0.0000007602","","0","0","","","","8890.7919186446"
"2024-06-08","5949.5592495313","1264.9713503984","824.4712976032","417.86261188","67.926022134","50.407870989","79.6201587369","37.1489001292","33.576","48.861895209","29.7348215999","25.2477054137","25.0815321274","2.4","2.4127466672","0.977370348","1.8852370571","0.2198776","","0.0376983336","0.02","0","0.0035592","0.0000017986","0.0000014349","0.0000010136","","0","0","","","","8862.425909205"
"2024-06-09","5955.1022556033","1255.506680051","824.3418927234","411.8513602","67.3446237069","49.8239507041","79.6207222956","37.5223540269","33.576","48.3177175465","29.4180709385","25.2477057696","24.8934244147","2.4","2.4142816672","0.977370348","0.6961386353","0.2198636","","0.0376533336","0.01","0","0.0035624","0.000000899","0.0000019128","0.0000007602","","0","0","","","","8849.3256315366"
"2024-06-10","5962.7189515298","1296.7093713103","810.0246530382","417.084271756","69.6579401039","50.4253367879","79.6208277106","37.9906165823","33.576","48.7515520644","29.7665026133","25.247706935","25.2881516047","2.4","2.3599638894","0.977370348","0.3537723341","0.2285204","0.01987","0.0368313336","0.01","0","0.0035712","0.0000015759","0.0000019128","0.0000010136","","0","0","","","","8893.2517860438"
"2024-06-11","5970.5855186412","1290.0436370264","813.7283348112","428.4054109882","67.5192088138","51.4207119596","79.6208530264","38.265636252","33.576","49.7916594385","30.3058756663","25.2477073241","25.4285805794","2.4","2.4126566672","0.9789128702","0.6357285864","0.2286704","","0.0377733336","0.01","0","0.0035696","0.0000015752","0.0000014349","0.0000010136","","0","0","","","","8910.6464500082"
"2024-06-12","6022.8222595366","1267.9812294848","815.7293733266","427.5778592614","70.1392567324","51.3744499243","79.6208101077","38.8070193871","33.576","49.6793494073","30.5038793287","25.2477084281","25.5845083452","2.4","2.4124316672","0.9796125552","0.3080338537","0.2274556","0.43402","0.0377823336","0.01","0","0.00357","0.0000013487","0.0000019128","0.0000007602","","0","0","","","","8945.4566133016"
"2024-06-13","6031.8816167138","1264.1131509762","821.5334895471","428.3761142651","68.3050015901","51.4059324206","79.6194185575","39.1631562821","33.576","49.8008253837","30.4111104236","25.2477104221","25.4847609462","2.4","2.4132816672","0.9796125552","0.3120465271","0.2295088","","0.0376533336","0.01","0","0.0035732","0.0000027005","0.0000019128","0.0000007602","","0","0","","","","8955.3039689847"
"2024-06-14","6037.0388050429","1259.6145778135","822.8470347269","422.8562616381","68.6680319248","51.0126884583","79.6208380999","39.5344880951","33.576","49.2868605381","29.837181801","25.247710236","25.130808245","2.4","2.4101466672","0.9796125552","0.4422153444","0.2296664","","0.0378933336","0.01","0","0.0035576","0.0000056326","0.0000014349","0.0000007602","","0","0","","","","8950.7843863477"
"2024-06-15","6046.8274615342","1215.5765321871","822.4773081511","419.75746316","68.2654139482","50.7348794967","79.6208444881","39.9509537504","33.576","49.0200366771","29.4494748951","25.2477118319","24.9280148255","2.4","2.4080216672","0.9796125552","0.8196006648","0.2210652","","0.0362644447","0.02","0","0.0035332","0.0000013493","0.0000014349","0.0000005068","","0","0","","","","8912.3201959683"
"2024-06-16","6048.8681364416","1207.3179916964","811.7282712577","379.36985562","68.1832277748","47.4925625267","79.6208472677","40.2710144189","33.576","45.3568262326","27.2103675939","25.2477114404","23.6014425384","2.4","2.4064416672","0.9796125552","0.3756726375","0.21733","","0.0376533336","0.02","0","0.0035296","0.0000009006","0.0000004782","0.0000002534","","0","0","","","","8844.2844962348"
"2024-06-17","6025.5726470632","1238.891010904","822.117056415","389.7915931407","68.3621824905","48.4316019716","79.620821291","40.7035592589","33.576","46.2915155346","27.9648058043","25.2477133335","24.0385922632","2.4","2.3525238894","0.982398311","0.4778204553","0.2177928","","0.0384303336","","","0.0035664","0.0000031403","","","","0","0","","","","8877.0816348001"
"2024-06-18","6768.1097618108","968.0091585148","855.0317915566","416.1980000443","69.0173795298","75.0612699231","79.6208189496","41.1077993811","33.576","48.6824661242","29.5946475822","25.2477138314","25.0063230895","2.4","2.3523438894","0.9863423874","1.1973245553","0.2288712","0.112605","0.0387483336","","","0.0035296","0.0000023353","","","","0","0","","","","9441.5828976384"
"2024-06-19","6776.9270278641","977.9227654398","863.6613122216","407.4093943876","68.463875073","91.4370319192","79.6208280711","41.4967237025","33.576","47.8482449376","28.9618939811","25.2477149696","24.6619360322","2.4","2.4062666672","0.9867049344","0.5702041436","0.2168644","","0.0366723336","0.02","","0.0035324","0.000015105","","","","0","0","","","","9473.8750085832"
"2024-06-20","7118.8617357777","976.8440307553","875.4266290649","410.585053662","68.849177","181.0550840934","79.6208416753","41.9326412422","33.576","48.1305674243","29.6739638454","25.2477466437","25.1116123668","2.4","2.4061666672","0.9867049344","1.0466018264","0.2310552","","0.0367473336","","","0.0035536","0.0000187934","","","","0","0","","","","9922.025931906"
"2024-06-21","6542.9062972949","975.881560052","868.6849942867","409.8116763455","69.3721231979","72.5378167296","79.6209560316","42.3994436435","33.576","48.0870840827","29.0490632322","25.2477492482","24.7160388579","2.4","2.3542988894","0.9867049344","0.5229170091","0.2271016","0.0867","0.0372393336","0.03","0","0.0035580137","0.0028226268","0.0000004782","0.0000002534","","0","0","","","","9228.5421461413"
"2024-06-22","6221.7050669795","974.9970191507","853.279740481","397.7957823","69.1626309157","51.3495255978","79.6210709797","42.787115793","33.576","46.9754335852","28.1793049497","25.2477466563","24.1849145516","2.4","2.4049966672","0.9867049344","0.4177150409","0.2228072","","0.0373503336","","0","0.0035192","0.0000004499","0.0000004782","","","0","0","","","","8855.3344462444"
"2024-06-23","6294.9182365833","975.700897376","847.004527258","378.41171046","68.9370834964","47.5214134349","79.6210894986","43.2661351817","33.576","45.2230178668","27.1394783655","25.2477495826","23.5674231613","2.4","2.4097116672","0.9867049344","0.5766696388","0.225008","","0.0373023336","0.06","0","0.003556","0.0000006744","0.0000014349","0.0000007602","","0","0","","","","8896.8337177086"
"2024-06-24","6235.1234214213","964.7897046819","858.62770875","406.5503842798","69.4214581402","49.8881453456","79.6210844636","43.5908396474","33.576","47.8002588931","28.980708689","25.2477459391","24.9379163609","2.4","2.4184916672","0.9867049344","0.5065390169","0.2268904","","0.0376863336","0.01","0.0021","0.003632","0.000382157","0.0000014349","0.0000010136","","0","0","","","","8874.7478055695"
"2024-06-25","6052.2060164906","952.9141800973","856.4408648051","397.9139178527","69.2038295583","49.2207979013","79.6196214","44.0136499335","33.576","47.0044203606","28.2049522888","25.2477444845","24.3499058846","2.4","2.4199266672","0.9870911078","0.6977050753","0.2258072","0.0001","0.0376533336","0.01","0.0021","0.0036116","0.0000029252","0.0000019128","0.0000010136","","0","0","","","","8666.6999018928"
"2024-06-26","6051.0927593393","954.0698022568","857.8274490015","409.3232183486","69.4522924351","50.1486662617","79.6211680445","44.385711734","33.576","47.9991938378","29.1562071811","25.247747804","24.7439553501","2.4","2.4202566672","0.9872642496","1.23371053","0.2230836","","0.0375963336","0.01","0.0021","0.0036316","0.0000118564","0.0000019128","0.0000007602","","0","0","","","","8683.9618291043"
"2024-06-27","6046.7115572606","955.0819285356","855.6053849833","418.8329706925","73.5249015369","50.9369816134","79.6209893019","44.8744979184","33.576","48.947580247","29.8111093989","25.2477466414","25.1322010548","2.4","2.4171316672","0.9903360432","0.3166149955","0.222144","","0.0378813336","0.01","0.0021","0.0036016","0.0004485482","0.0000014349","0.0000010136","","0","0","","","","8694.3041098209"
"2024-06-28","6053.1495490895","956.0592455322","858.6844988748","414.0554344548","73.5065176734","50.4767264037","79.6226573516","45.6580148035","33.576","48.4453848272","29.5686906109","25.2477487463","25.003289164","2.4","2.4184666672","0.9934259112","0.482692132","0.2319544","1.53031","0.0376383336","","0.0021","0.0035944","0.0000087591","0.0000019128","0.0000010136","","0","0","","","","8701.1539510614"
"2024-06-29","6059.7241739802","958.566098092","868.1854861762","425.70408118","69.9613286407","51.3823162132","79.6236978851","45.8311902184","33.576","49.5352503172","30.3776453976","25.2477484492","25.4691293764","2.4","2.4199416672","0.9934259112","0.5007878962","0.2312968","","0.0370233336","0.01","0.0021","0.0035892","0.0000092058","0.0000019128","0.0000010136","","0","0","","","","8729.7823228666"
"2024-06-30","6070.9914780107","951.417365483","845.4374232881","419.25403604","69.8931873748","50.7575433555","79.6236867026","46.3259046867","33.576","48.9539465515","29.7637863454","25.2477509046","25.1255430569","2.4","2.4205416672","0.9934259112","0.5910250732","0.2384664","","0.0378843336","0.01","","0.00358","0.0000074067","0.0000014349","0.0000007602","","0","0","","","","8703.0625847868"
"2024-07-01","6060.7378497112","957.8879715236","837.2964165851","664.3749514224","62.5983356915","48.5606871128","79.6036816624","45.7121076066","33.576","48.7292372051","31.6637110444","25.1486767662","26.2502209519","2.4","2.3784264512","0.9613799088","0.1975738267","1.2256564","0.466425","0.036626064","0.01","0","0.0036048","0.0000091098","0.0000019128","0.0000010136","","0","0","","","","8929.8195517701"
"2024-07-02","6071.9022949426","962.3127541178","858.3072928313","679.3619321455","70.9124234809","56.6157447667","79.6037656808","46.643585662","33.576","55.2769106284","34.9511059117","25.1486900568","28.1431544099","2.4","2.3798414512","0.9626308733","1.1094158474","0.2313608","0.835775","0.037763064","0.01","0","0.0036012","0.0000159713","0.0000019128","0.0000010136","","0","0","","","","9010.726061768"
"2024-07-03","6091.0054263694","963.9947014739","833.7502879295","495.7168881529","69.7341861128","50.4784163843","79.6037896371","46.4285558039","33.576","49.1321869673","29.4658443428","25.1486995551","25.2616509848","2.4","2.3787464512","0.9640197984","0.7670885651","0.2291044","0.10744","0.036473064","0.01","0","0.0036084","0.0000022469","0.0000019128","0.0000010136","","0","0","","","","8800.1931195658"
"2024-07-04","6076.8356363075","959.6951176812","832.4400935419","495.9548131991","70.5861588064","50.5730486115","79.603569293","46.8394324437","33.576","49.1519266349","29.5213666377","25.1486994494","24.9949716812","2.4","2.3779864512","0.9640197984","0.7708760247","0.2357596","","0.036674064","0.01","0","0.003606","0.0000151538","0.0000019128","0.0000007602","","0","0","","","","8781.7197740526"
"2024-07-05","6050.6605016033","966.2151948001","849.1249476308","530.3426593209","70.0722890431","53.7525211403","79.6038132892","47.3730682699","33.576","51.8125700196","31.7912770087","25.1487020728","26.337084303","2.4","2.3752414512","0.9640197984","1.8042537083","0.2411404","","0.036578064","0.01","0","0.0036208","0.0000044911","0.0000014349","0.0000007602","","0","0","","","","8823.6454894098"
"2024-07-06","6030.0166808898","968.4888509416","849.6011396032","433.86473284","70.2394532754","50.8168597381","79.6037808498","47.7165642318","33.576","49.6303702555","30.1504088067","25.1487022629","25.3587024358","2.4","2.3235661824","0.9640197984","0.826428297","0.238526","","0.036578064","0.01","0","0.0035684","0.0000060807","0.0000019128","0.0000010136","","0","0","","","","8701.0149418795"
"2024-07-07","6005.4945452584","963.5950652819","841.0301761557","416.7525299","70.3123443227","49.9558442313","79.6037809654","48.1728729361","33.576","48.7533818625","29.6582118462","25.1486960422","25.0567951513","2.4","2.3746764512","0.9640197984","0.8183188867","0.2303328","","0.036461064","0.01","0","0.0035656","0.0000017988","0.0000019128","0.0000007602","","0","0","","","","8643.9476230258"
"2024-07-08","6026.0029088149","966.17521505","838.2160378501","417.8220388886","70.4263095846","50.7215262525","79.6038543581","48.5702353213","33.576","48.8372653293","29.7620318066","25.1486745324","25.0998535572","2.4","2.3742314512","0.9640197984","0.9103861978","0.2349172","","0.035744064","0.01","0","0.0035904","0.0000027022","0.0000014349","0.0000010136","","0","0","","","","8666.8948456077"
"2024-07-09","6080.9817327183","972.7399032545","824.2046847711","450.7140380494","71.2816524955","52.8628492197","79.6038495158","48.960991916","33.576","51.7664712078","29.8524453654","25.1486767105","25.1984429183","2.4","2.3242911824","0.9640197984","0.4167955742","0.2293188","0.201965","0.036341064","0.01","0","0.0035944","0.0000015757","0.0000019128","0.0000007602","","0","0","","","","8753.47806821"
"2024-07-10","6073.5471572374","966.3715537039","830.2868884044","461.9166838862","70.623085631","53.7764147954","79.6038583474","49.4240146809","33.576","52.7703328907","30.9417548751","25.1486780943","25.8582785784","2.4","2.3275011824","0.9697105488","0.9780977657","0.227884","","0.036698064","0.01","0","0.0036436","0.0000011261","0.0000014349","0.0000010136","","0","0","","","","8760.7982398606"
"2024-07-11","6083.7536285978","976.8573290701","837.1349850419","496.0264897733","70.7113786765","56.4085541572","79.6038668617","50.0630348218","33.576","55.8659801632","32.4489017219","25.1486788548","26.8604814468","2.4","2.3300311824","0.9790353645","0.3597576296","0.2320672","","0.035894064","0.01","0","0.003642","0.000005858","0.0000019128","0.0000010136","","0","0","","","","8830.8097454119"
"2024-07-12","6031.4903875855","969.0811065905","838.9868932276","514.4102513517","70.8958059903","57.7664110068","79.6032879576","50.4766851579","33.576","57.5427450924","33.3210443586","25.1486802499","27.4165528375","2.4","2.3801364512","0.9821614248","0.7286761744","0.2255024","","0.036470064","0.01","0.0252","0.0035924","0.0000032002","0.0000019128","0.0000007602","","0","0","","","","8796.5075961939"
"2024-07-13","6020.2132845456","966.956180789","842.3916517838","562.73650342","71.2059913024","61.7096888202","79.6025527882","50.6572110883","33.576","61.9624738525","35.6541083847","25.1486816233","28.9118754746","2.4","2.3792064512","0.9821614248","1.5797378375","0.2279244","","0.036578064","0.01","0.0238","0.0035992","0.0000015723","0.0000019128","0.0000010136","","0","0","","","","8848.3692157488"
"2024-07-14","6026.6403965846","966.5435142027","839.4699510894","532.59238018","70.7479713179","59.2390522672","79.6025542389","51.1243266864","33.576","59.1353307687","33.5727583458","25.148680218","27.6499728333","2.4","2.3764564512","0.9821614248","0.7127554085","0.2259044","","0.036578064","0.01","0.0231","0.0035896","0.0000015758","0.0000014349","0.0000007602","","0","0","","","","8811.8134378523"
"2024-07-15","6072.7540870646","968.7461269122","833.3539712422","547.8205946222","70.1904637723","60.581936167","79.6025588699","51.6649445925","33.576","60.535185566","33.7532190774","25.1486809753","27.6897165589","2.4","2.3794364512","0.9821614248","0.6542677961","0.2132528","","0.036593064","0.01","0.0238","0.0036256137","0.0000015831","0.0000014349","0.0000010136","","0","0","","","","8872.1206266019"
"2024-07-16","6055.5592013138","962.6576337331","817.1530959103","552.6584082147","64.4221658272","61.0407560395","79.6025630796","52.1723582601","33.576","60.8868333518","34.6368278739","25.1486808047","28.2185693309","2.4","2.3781914512","0.9822760443","1.0467286852","0.2191948","","0.036584064","0.01","0.0231","0.0036464","0.0007315591","0.0000019128","0.0000010136","","0","0","0","","","8834.8335496698"
"2024-07-17","6037.6691022957","966.1770751862","816.5417017749","549.601621044","64.5445690828","60.822558228","79.6025774748","52.6590400225","33.576","60.6911616498","34.7176406991","25.1486813568","28.293289087","2.4","2.3789364512","0.9841386785","0.8563314055","0.209716","0.0293","0.036578064","0.01","0.0231","0.0036284","0.0000014025","0.0000019128","0.0000007602","","0","0","0","","","8816.9767509763"
"2024-07-18","6045.2261103712","978.8080962517","818.7103010955","535.4970218863","64.5672677927","59.6591435559","79.6025808285","53.4201235055","33.576","59.3975443195","34.030033094","25.1486800936","27.8212489115","2.4","2.3269161824","0.9858697152","0.7101298991","0.2251924","","0.036482064","0.01","0.0224","0.0036248","0.0000011827","0.0000019128","0.0000010136","","0","0","0","","","8822.1847708757"
"2024-07-19","6052.4650243918","1001.5224513089","829.8592945093","544.4996040492","64.7446697204","60.4214962273","79.6025844965","53.9399497357","33.576","60.2119871849","34.4067174255","25.1486806957","28.0208810638","2.4","2.3765614512","0.9858697152","0.6724304737","0.2184388","","0.036578064","0.01","0.0154","0.0036244","0.0000006732","0.0000014349","0.0000015549","","0","0","0","","","8875.1382473761"
"2024-07-20","6063.4624250846","1001.9023648225","830.4762769873","600.8119206169","65.7247908706","64.8181081096","79.602928399","54.3852469725","33.576","65.3197364417","38.0188710411","25.1486808777","30.1408968182","2.4","2.3723814512","0.9858697152","0.8782532758","0.2253192","","0.036578064","0.01","0.014","0.0035836","0.0000140669","0.0000019128","0.0000015551","","0","0","0","","","8960.3142498827"
"2024-07-21","6077.5832080684","999.7754587315","816.8350159583","556.89413178","65.1465076897","61.3211325684","79.6026142004","54.896931441","33.576","61.3317396083","35.1610230352","25.1486801601","28.4851365915","2.4","2.3713564512","0.9858697152","0.9203471528","0.2248912","","0.036458064","0.01","0.0119","0.0035596","0.0000062601","0.0000014349","0.0000020736","","0","0","0","","","8902.7219717846"
"2024-07-22","6089.7755719315","1003.3445442442","820.887211475","546.8446241129","65.1341086446","60.6327090026","79.6027003238","55.3337073363","33.576","60.4269713486","34.7774098118","25.1486814298","28.2906284391","2.4","2.3711164512","0.9858697152","1.6231015043","0.220484","","0.036464064","0.01","0.0091","0.0035856","0.0000002246","0.0000014349","0.0000015551","","0","0","0","","","8911.4345926495"
"2024-07-23","6040.3076342194","1014.4811017972","821.0278937595","534.4712845001","65.2687639949","59.6969119764","79.6027419787","55.9350043852","33.576","59.3452939893","33.9458804324","25.1486932124","27.764225441","2.4","2.383534892","0.9883359294","0.6704879386","0.2226336","","0.036461064","0.01","0.0224","0.0036384","0.0000024634","0.0000019128","0.0000018202","","0","0","0","","","8857.3089277069"
"2024-07-24","6046.909441487","1015.4194764178","824.7262764814","530.9956060537","65.338077931","59.4651897079","79.6027772121","56.4389484144","33.576","58.9850627474","33.9229616742","25.1487038323","27.7378031919","2.4","2.4065146768","0.9906639576","0.8410178132","0.2345996","0.035185","0.035780064","0.01","0.0224","0.0036408","0.0002521092","0.0000019128","0.0000020732","","0","0","0","","","8865.2463831579"
"2024-07-25","6050.6916687167","1010.041896089","826.408259978","524.7062171481","65.3965985167","58.9115253937","79.6027889009","56.7484582035","33.576","58.3751630417","33.5648252935","25.1487038842","27.5268653151","2.4","2.4030846768","0.9928893061","0.6580246899","0.2367904","","0.036479064","0.01","0.0189","0.0036424","0.0002044225","0.0000014349","0.0000018083","","0","0","0","","","8857.4589886836"
"2024-07-26","6050.9003659349","1009.1652973778","829.0451803692","518.6877933343","65.4786187707","58.4079844076","79.6028046745","57.3905384933","33.576","57.8479847172","33.1428502126","25.1487038962","27.3201485457","2.4","2.4033596768","0.997305421","0.5762951729","0.2342132","0.803115","0.036698064","0.01","0.0182","0.0035916","0.000188137","0.0000019128","0.0000018198","","0","0","0","","","8853.1972407383"
"2024-07-27","6054.2221054606","1007.4534394784","836.0603337522","521.51054088","65.735042559","58.5837330227","79.602807702","57.5889434517","33.576","58.0937401004","33.4011199885","25.1487028864","27.4193726725","2.4","2.4022846768","0.997581648","0.5788751635","0.2330756","","0.036578064","0.01","0.0175","0.0035928","0.0001722246","0.0000014349","0.0000020732","","0","0","0","","","8865.0755456394"
"2024-07-28","6056.567757674","1012.1478534572","830.2785090746","496.98494076","65.6799859657","56.6162934545","79.602809814","57.8775921632","33.576","55.8602208919","31.9490965611","25.1487028861","26.574018772","2.4","2.4018396768","0.997581648","0.2858018059","0.2302204","","0.036686064","0.01","0.0168","0.0035836","0.0001753995","0.0000019128","0.0000018083","","0","0","0","","","8835.2464737896"
"2024-07-29","6067.6380228983","1011.219969348","844.7587750408","531.5474557479","66.0399956363","59.5156331852","79.6028019208","58.2040407726","33.576","59.0487723648","34.0546064121","25.1487023032","27.843320824","2.4","2.4009096768","0.9983106006","0.6428280193","0.2358104","","0.036686064","0.01","0.0147","0.0036232","0.0001726801","0.0000014349","0.0000015549","","0","0","0","","","8904.9411400846"
"2024-07-30","6069.8551224449","1010.729979809","830.7216496","514.1033593635","70.165025645","58.1555738752","76.3490522951","58.8457390278","33.576","57.4243253429","32.9031046744","25.1487022083","27.1413470192","2.4","2.3998546768","1.0005409889","0.5433561348","0.2294572","","0.036101064","0.01","0.0133","0.0036148","0.0003344306","0.0000019128","0.0000020732","","0","0","0","","","8871.7555445864"
"2024-07-31","6063.4727109079","1023.3298883717","820.572676204","550.5270614372","67.5806127313","61.1273828732","58.7494279398","59.3454540921","33.576","60.7732488942","35.0649433674","25.1487025409","28.4335959634","2.4","2.4077291928","1.0014654288","0.576188703","0.2333464","","0.036713064","0.01","0.0133","0.0036292","0.0003022876","0.0000019128","0.0000018198","","0","0","0","","","8894.3843833319"
"2024-08-01","6055.4889224147","1014.0046223395","827.2477105363","846.5525282281","47.2964194065","62.94924445","48.0088228175","59.7436267463","33.576","59.1395865276","36.4382727397","25.1487035629","29.2638296582","2.4","2.4126629024","1.0028053506","0.8539717307","0.424096","","0.036611064","0.01","0","0.0036324","0.0000007395","0.0000014349","0.0000015549","","0","0","0","","","9152.0020726043"
"2024-08-02","6066.3054313028","1018.7671195808","825.8782585119","716.3527880906","66.7528161733","61.9348958134","48.0094078072","60.1727856333","33.576","61.2166359642","35.6324973543","25.1486945791","28.785685096","2.4","2.4173229024","1.0055727484","1.1367917137","0.2253208","","0.036599064","0.01","0","0.0036252","0.0000051502","0.0000019128","0.0000020734","","0","0","0","","","9055.7682574718"
"2024-08-03","6076.8920601927","1014.898772709","824.0150084139","632.035096","66.6522063741","59.9479065166","48.0096190878","60.5049597597","33.576","59.54685544","33.9404274599","25.1486947199","27.7649260909","2.4","2.4117579024","1.0068083016","1.1417043212","0.228454","","0.036458064","0.01","0.0119","0.0035704","0","0.0000014349","0.0000018083","","0","0","0","","","8970.1831889969"
"2024-08-04","6079.3793960876","1013.7252161031","821.3172023125","619.875648","66.6500376737","59.0478437953","48.009622164","60.6981858052","33.576","58.5646872395","33.3346921815","25.1486940727","27.3947945973","2.4","2.4116029024","1.0068083016","0.9065929888","0.2331964","","0.036578064","0.01","0.014","0.0035752","0.0000002251","0.0000019128","0.0000018198","","0","0","0","","","8953.7443778469"
"2024-08-05","6057.8158180831","1020.4971120935","833.6969280371","560.2798741273","66.7864343292","60.273284871","48.0095167734","61.1193631369","33.576","59.8410009352","34.3373194636","25.1486940096","27.9530350291","2.4","2.3607473648","1.0068083016","0.8324772937","0.2333076","","0.036698064","0.01","0.0126","0.0035988","0.0000053861","0.0000014349","0.0000018083","","0","0","0","","","8896.2306269424"
"2024-08-06","5866.2359325749","1024.592028828","837.3647201421","536.4770262692","67.4338123962","60.0340707896","48.0094009219","61.8297296556","33.576","59.4538289362","34.209184233","25.1486944689","27.8493394365","2.4","2.4135579024","1.0136663648","1.0256415031","0.2303556","","0.036614064","","0.0126","0.0036184","0.0000031393","0.0000019128","0.0000018198","","0","0","0","","","8689.3498293583"
"2024-08-07","5735.5031955435","1034.3193214672","837.2433846179","527.5752132514","66.9257081353","59.2710350183","48.009394379","62.6737612161","33.576","58.6271593699","34.3393142568","25.1486925639","27.789603625","2.4","2.4123179024","1.0244988912","0.9321774815","0.2302572","","0.036587064","0.01","0.0126","0.0036156","0.0001506126","0.0000014349","0.0000020734","","0","0","0","","","8558.0639917043"
"2024-08-08","5583.0807392557","1027.4607630494","838.7775671834","517.3314698125","67.0205323337","58.4475147188","48.0094015198","63.215996423","33.576","57.7766342177","33.9596043539","25.1486922372","27.4708909841","2.4","2.4140129024","1.0260329468","0.8835829121","0.2312728","","0.036587064","0.01","0.0154","0.0036220069","0.0001900481","0.0000019128","0.0000015551","","0","0","0","","","8388.2965102374"
"2024-08-09","5551.0618298205","1025.5807165948","842.0013681495","518.8888742669","70.6138950099","58.6361985562","48.0098280637","63.6598899805","33.576","57.9191194195","34.1181057013","25.1486928898","27.5305158357","2.4","2.4131029024","1.0286865216","1.5443866018","0.2300644","","0.036587064","0.01","0.014","0.0036092","0.0001415367","0.0000014349","0.0000020738","","0","0","0","","","8364.4256160235"
"2024-08-10","5558.8596985096","1024.8072619409","843.547434171","518.6236461","67.3231196206","58.5203915437","48.0107571829","64.0304983887","33.576","57.8026589629","34.1689805182","25.1486935757","27.5855973059","2.4","2.4125279024","1.0286865216","1.3140878616","0.2322828","","0.036578064","0.01","0.0133","0.0035728","0.0001304497","0.0000019128","0.0000015555","","0","0","0","","","8369.4559076877"
"2024-08-11","5610.7461765123","1023.8591993261","845.0306533909","505.12456932","67.5816496996","57.3892769428","48.0106120649","64.4538950194","33.576","56.5314890141","33.2445116987","25.1486932503","27.0463274535","2.4","2.4143529024","1.0286865216","0.5451418459","0.2307664","","0.036578064","0.01","0.0168","0.0035828","0.0002247945","0.0000014349","0.0000020734","","0","0","0","","","8404.4291905293"
"2024-08-12","5674.0043452431","1029.0377838884","845.9768529379","512.0274898178","67.5699588002","58.1818126631","48.0104926879","64.9497210349","33.576","57.2433926181","33.8143637506","25.1486945711","27.3205391846","2.4","2.4130979024","1.0296230853","0.9028224697","0.2304488","","0.036584064","0.01","0.0126","0.0036196","0.0001292251","0.0000019128","0.0000020732","","0","0","0","","","8483.9003763302"
"2024-08-13","5661.800135134","1035.8030925414","835.3796586971","528.5118568673","67.8126033588","59.5516229237","48.0096667822","65.3765342718","33.576","58.6938244908","34.4195509214","25.1486941711","27.7338244772","2.4","2.4121729024","1.0303139616","0.6644972623","0.2271268","","0.036578064","0.01","0.0133","0.0036092","0.0001304497","0.0000014349","0.0000015549","","0","0","0","","","8488.6147962666"
"2024-08-14","5543.2829258112","1027.6199011264","842.2691291539","553.1020071754","67.8998719424","61.4624154155","48.0104414453","65.8624964792","33.576","60.9620254295","35.8987252054","25.1486944363","28.5871249505","2.4","2.4129179024","1.0303139616","0.8875963649","0.2349184","","0.036578064","0.01","0.0133","0.0035896","0.0001261737","0.0000019128","0.0000018198","","0","0","0","","","8400.7111027702"
"2024-08-15","5565.6993240496","1025.3774095395","839.0774261479","543.9781312","67.8553080816","60.5643442351","48.0104420679","66.3139648869","33.576","60.0756678755","35.466941765","25.1486866675","28.4077100838","2.4","2.4125579024","1.0303139616","0.8553564281","0.2188876","","0.036578064","0.01","0.0126","0.0035764","0.0001298599","0.0000014349","0.0000018083","","0","0","0","","","8406.5313600595"
"2024-08-16","5567.9622549568","1032.859130074","841.6759498324","531.9726850193","68.5381111531","59.697248759","48.0104433863","66.7931612484","33.576","59.0133944883","34.4742523809","25.148683781","27.7806565789","2.4","2.4137729024","1.0303139616","0.8779789438","0.2239508","","0.036470064","0.01","0.0154","0.003598","0.0001691401","0.0000019128","0.0000020732","","0","0","0","","","8404.5136294563"
"2024-08-17","5564.3531006753","1025.4933120539","840.9566934595","527.78063898","68.2288842156","59.2723972015","48.0104484365","67.2578792214","33.576","58.6270345132","33.9131625238","25.1486895824","27.4620136384","2.4","2.4124829024","1.0303139616","0.7815813532","0.2305936","","0.036578064","0.01","0.0126","0.0035736","0.0001236755","0.0000014349","0.0000015553","","0","0","0","","","8386.9981046484"
