"Service","Relational Database Service($)","EC2-Instances($)","EC2-Other($)","API Gateway($)","DynamoDB($)","CloudWatch($)","DocumentDB (with MongoDB compatibility)($)","S3($)","DynamoDB Accelerator (DAX)($)","Lambda($)","Elastic Load Balancing($)","OpenSearch Service($)","VPC($)","Elastic Container Service for Kubernetes($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SES($)","Route 53($)","Athena($)","Key Management Service($)","Cost Explorer($)","Service Catalog($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","CloudFormation($)","X-Ray($)","Total costs($)"
"2024-10-29","6630.8118591225","1201.6882410841","883.5935870557","277.5896367777","61.1760047648","39.7688680888","48.0524706857","59.7300241816","43.344","36.1432724815","36.499866576","25.1486746388","19.2140303009","2.4","2.4149079024","1.172855352","0.5996292116","0.2534156","","0.036686064","0.01","0.0035","0.0036224","0.0001464011","0.0000019128","0.0000017542","","0","0","0","","","9369.6553023562"
"2024-10-30","6640.8051363088","1206.2155142381","894.4438717066","293.1139237272","58.2211252582","41.0106469129","48.041906878","59.8909290011","43.344","37.5318003139","37.8701778879","25.1486728402","19.815188591","2.4","2.4140979024","1.172855352","0.912484626","0.250926","","0.035341978","0.02","0.0035","0.0035972","0.0001538501","0.0000014349","0.0000017591","","0","0","0","","","9412.6658537664"
"2024-10-31","6648.1179676071","1201.7235619751","880.806887742","259.1483349","57.6482302312","38.0649171856","48.0372467651","60.1340734068","43.344","34.453096214","35.1581488267","25.1486738121","18.5158371722","2.4","2.4132779024","1.172855352","0.6019410964","0.2482452","","0.036686064","0.01","0.0035","0.0035884","0.0001458991","0.0000019128","0.0000020076","","0","0","0","","","9357.1912196722"
"2024-11-01","6714.8047317261","1203.7203890886","906.580661871","391.731459","38.9032427131","35.4623879292","48.0588929392","61.7117715366","43.344","33.1564676398","35.6508200446","25.2477489112","18.8527200897","2.4","2.4568233336","1.211950536","0.5917321897","0.441818","","0.0349533336","0.01","0","0.0035756","0.0000067513","0.0000014349","0.0000015047","","0","0","0","","","9564.3761561729"
"2024-11-02","6716.806733211","1206.2386473311","896.9603460379","381.278415","56.6872900134","38.3670397833","48.0551964773","61.7635898221","43.344","32.7977762871","33.9429796335","25.2477492416","18.7185810679","2.4","2.4548683336","1.211950536","0.6791464675","0.2407644","","0.0377583336","0.01","0","0.0035784","0.0000013535","0.0000019128","0.0000020076","","0","0","0","","","9567.2464156508"
"2024-11-03","6716.1641075778","1203.3615355608","906.3266340632","380.4828104","56.9391395698","38.6935924095","48.0519153918","61.7510498685","43.344","34.9591748563","34.3692767443","25.2477486751","18.7810103959","2.4","2.4529833336","1.211950536","0.6562304864","0.244576","","0.0378843336","0.01","0","0.0035864","0.0000009006","0.0000019128","0.0000017542","","0","0","0","","","9575.4892111702"
"2024-11-04","6720.2074902846","1218.8183515894","921.6772671359","335.5892038134","56.9881066459","40.5496400075","48.0502995264","61.8647903988","43.344","36.8242189111","36.4855385788","25.2477490886","19.6025947355","2.4","2.4535383336","1.211950536","0.9524276704","0.2513748","","0.0377613336","0.01","0","0.003616","0.0000017967","0.0000014349","0.0000015057","","0","0","0","","","9572.5699241268"
"2024-11-05","6717.6170130687","1215.8818565327","917.4741846937","336.6546262146","60.140713461","71.0592251416","48.0494533196","61.9795314964","43.344","36.9105950124","37.1002107886","25.247749165","19.6882851767","2.4","2.4546283336","1.211950536","0.7365819831","0.2463144","0.055805","0.0377643336","0.02","0","0.003576","0.0000024704","0.0000019128","0.0000017591","","0","0","0","","","9598.3140707996"
"2024-11-06","6724.6102011497","1217.2717864039","914.18974861","344.5952631684","60.9372955848","94.3808153409","48.0504758187","62.1618161508","43.344","37.5336378131","37.6831844228","25.2477497604","19.6813757397","2.4","2.4539083336","1.211950536","1.1084868992","0.2459276","","0.0377613336","0.05","0","0.0035988","0.0000074208","0.0000014349","0.0000017542","","0","0","0","","","9637.1989940755"
"2024-11-07","6737.2945397756","1213.0331616696","906.8155943322","333.5782457527","56.650465746","93.6862704998","48.0541928178","62.1994902189","43.344","36.700106386","38.170809836","25.247749193","19.4523343994","2.4","2.4557983336","1.211950536","1.2727438384","0.2498212","","0.0357933336","0.06","0","0.0036032","0.0002027632","0.0000014349","0.0000015057","","0","0","0","","","9621.9168767724"
"2024-11-08","6750.7145216712","1209.9163949667","915.0525680265","344.3892568305","56.770754603","94.320417127","48.0616673859","62.4288646799","43.344","37.5326711438","38.83249985","25.2477507271","19.7127001867","2.4","2.4555783336","1.211950536","1.7191781344","0.247598","","0.0333333336","0.05","0","0.0035944","0.0001452025","0.0000019128","0.0000020071","","0","0","0","0","","9654.4454490583"
"2024-11-09","6763.4714302257","1207.9477799246","905.5232877797","290.06569074","56.7641075692","93.4112817348","48.065799904","62.4913822325","43.344","36.4831658652","36.4664313195","25.2477514195","19.3123687282","2.4","2.4552733336","1.211950536","0.8452105867","0.2406","","0.0333333336","0.05","0","0.0035924","0.0001637036","0.0000014349","0.0000015052","","0","0","0","","","9595.8346042765"
"2024-11-10","6772.766120653","1203.1265742414","914.9638529242","279.62738286","56.4833810364","93.3384871897","48.0612212615","62.5560499587","43.344","36.3365085933","36.7737141662","25.2477414741","19.151602627","2.4","2.4555233336","1.211950536","0.8532157398","0.2411676","","0.0333333336","0.06","0","0.0035924","0.0001844869","0.0000019128","0.0000020071","","0","0","0","","","9599.0356083353"
"2024-11-11","6779.3473560684","1208.8446151774","921.8921776995","283.1901519127","57.0827214699","93.8348663346","48.0577913286","65.2432536568","43.344","36.6517026817","37.9116703793","25.2477341658","19.5037803994","2.4","2.3450655558","1.211950536","1.0999679321","0.2442528","1.037605","0.0363333336","0.05","0","0.0036232","0.000135401","0.0000014349","0.0000017542","","0","0","0","","","9628.5807582217"
"2024-11-12","6776.3639599348","1200.9090666591","925.6632227881","276.3876789789","56.7704971891","93.3516592878","48.0563347084","62.869548911","43.344","36.0520973217","37.4251159638","25.2477428674","19.2727268568","2.4","2.4523033336","1.211950536","0.8492301119","0.2446248","","0.0390753336","0.05","0.0042","0.0036004","0.0005998484","0.0000019128","0.0000017591","","0","0","0","","","9608.9692395023"
"2024-11-13","6736.5331670913","1202.0121373722","918.956403208","249.2526762689","56.7780721828","91.4580105737","48.0523317016","62.9727187297","43.344","33.5659887643","37.111606489","25.2477411917","18.4259616267","2.4","2.4520783336","1.2137367797","0.879364857","0.2363764","0.647645","0.0392973336","0.06","0.0035","0.0035972","0.0001086929","0.0000014349","0.0000015057","","0","0","0","","","9531.6465227373"
"2024-11-14","6682.5244509106","1216.6137592011","911.1018023298","223.48767143","56.6479013073","90.1773732087","48.0504956322","62.9640717972","43.344","31.2100779926","37.4087251386","25.2477378916","17.4721529866","2.4","2.4027744447","1.2201880966","0.8846168321","0.2481544","","0.0391053336","0.05","0.0028","0.0036036","0.0001163508","0.0000014349","0.0000017537","","0","0","0","","","9453.5015820727"
"2024-11-15","6691.6904349548","1214.9681262064","918.8236460689","208.3931853336","56.846910762","89.0696496227","48.0520688242","63.0385407148","43.344","29.8329695342","39.094419814","25.2477354327","16.9112759371","2.4","2.4536683336","1.2233673443","1.0675060728","0.2478144","","0.0391713336","0.06","0.0035","0.003576","0.000202757","0.0000019128","0.0000017591","","0","0","0","","","9452.8117731186"
"2024-11-16","6699.1692710189","1222.6160531654","903.7245484244","193.58232418","56.6214441295","87.5793431972","48.057053191","63.1260019405","43.344","28.4817219357","36.9145491804","25.2477356259","16.4018642097","2.4","2.4523733336","1.2237299664","1.0063252719","0.2336112","","0.0392583336","0.05","0.0042","0.0035852","0.0001218531","0.0000014349","0.0000017542","","0","0","0","","","9432.2791185463"
"2024-11-17","6700.9027086889","1250.1717387586","896.9342384023","184.43476086","56.5965901052","86.4064454833","48.0554899954","63.2002263591","43.344","27.6556257712","35.1869204326","25.2477357087","15.9704949946","2.4","2.4530883336","1.2237299664","0.8632218361","0.2190992","","0.0391653336","0.06","0.0042","0.003588","0.0001131277","0.0000014349","0.0000017591","","0","0","0","","","9441.3731845513"
"2024-11-18","6724.6640276726","1260.8766850726","899.2433373067","194.0407618787","56.7788383228","87.6146956","48.0497433121","63.4441920454","43.344","28.5279696039","36.1560836178","25.2477354068","16.4415640761","2.4","2.4541633336","1.2294910762","0.8574496411","0.2322796","0.05228","0.0389493336","0.05","0.0042","0.0035956","0.0001288916","0.0000014349","0.0000015057","","0","0","0","","","9491.7521743322"
"2024-11-19","6717.3414551613","1264.6460953648","899.6871796168","190.0655723176","56.4637509591","87.5284387744","48.0500847945","63.8045046429","43.344","28.1658351654","36.5900247344","25.2477360053","16.1619969623","2.4","2.4404783336","1.2394835569","0.8837736856","0.2323348","0.08304","0.0389583336","0.07","0.0042","0.0035764","0.0001150564","0.0000019128","0.0000020076","","0","0","0","","","9484.4926385853"
"2024-11-20","6725.1213378457","1251.2299059917","902.4999312119","186.3084531511","57.8465697577","85.6369553815","48.0529188836","64.1902437364","43.344","27.8309320305","35.7498176951","25.247736177","16.0389726026","2.4","2.4392133336","1.2413525808","0.6374268258","0.2342108","0.961005","0.0390573336","0.05","0.0042","0.0036272","0.0012099309","0.0000014349","0.0000015057","","0","0","0","","","9477.1090804101"
"2024-11-21","6731.7665499744","1248.7503894277","907.3398510697","189.6612574102","56.6302591213","84.0602818321","48.0566812977","64.2258581665","43.344","28.1337316098","36.6070767685","25.247735684","16.1572229016","2.4","2.4375883336","1.2413525808","0.7369743323","0.229502","1.196995","0.0390423336","0.05","0.0028","0.0036048","0.0001303145","0.0000014349","0.0000017537","","0","0","0","","","9488.3188881469"
"2024-11-22","6734.1661476572","1247.573154154","895.0735758087","174.944949404","56.7992564637","82.1001162811","48.0578831423","64.4093187689","43.344","26.7762190841","35.2568299462","25.2477357786","15.8761496228","2.4","2.4376783336","1.2413525808","0.8291331356","0.2281616","","0.0390573336","0.05","0.0035","0.0035868","0.0001297034","0.0000019128","0.0000015057","","0","0","0","","","9456.8579390171"
"2024-11-23","6737.1095392046","1241.2361442176","904.879389302","187.61763958","56.6392618647","83.0350501902","48.0555757768","64.5641978778","43.344","27.9573335739","35.3867885307","25.2477351565","15.9720631643","2.4","2.4392833336","1.2413525808","1.0204699612","0.2166576","","0.0390573336","0.05","0.0042","0.0035916","0.0001075276","0.0000014349","0.0000017586","","0","0","0","","","9478.4594415694"
"2024-11-24","6738.818331114","1243.6007283819","900.3295414864","178.93406916","56.3512872261","82.0482096304","48.055779223","64.6408538994","43.344","27.157896689","33.9145051122","25.2477353431","15.6627355077","2.4","2.4374383336","1.2413525808","0.7909850501","0.2167932","","0.0391653336","0.06","0.0042","0.0035892","0.0001089017","0.0000019128","0.0000017527","","0","0","0","","","9465.2993090385"
"2024-11-25","6746.3485113683","1253.6823411239","917.6599482347","193.2085494872","56.7686302503","83.6030672757","48.0533896282","64.6837779285","43.344","28.4382798873","35.9445094096","25.2477526492","16.2061031751","2.4","2.4385983336","1.2413525808","0.8764687073","0.2313316","0.068285","0.0390573336","0.05","0.0042","0.0035932","0.0000916267","0.0000014349","0.0000017591","","0","0","0","","","9520.541841994"
"2024-11-26","6755.6412411412","1260.7390424939","920.8336556867","192.4558165236","56.7634919664","83.5432951913","48.0493624584","64.7642420736","43.344","28.3708581399","36.1504150599","25.2477548562","16.1762959541","2.4","2.3842544447","1.2413525808","0.8411491677","0.235818","1.698325","0.0390153336","0.06","0.0042","0.0036256102","0.0000977301","0.0000014365","0.0000017692","","0","0","0","","","9540.987312618"
"2024-11-27","6764.3579973108","1229.6997558287","902.1822122664","186.3640041068","56.6372583545","82.9542941557","48.0502342461","64.9746873183","43.344","27.8135565961","34.1081532459","25.247754976","16.0280805346","2.4","2.4374583336","1.2413525808","0.702269107","0.2319984","5.559515","0.0389793336","0.07","0.0021","0.003606","0.0001018232","0.0000019216","0.0000017921","","0","0","0","","","9494.4493732318"
"2024-11-28","6773.0836384581","1201.8531737207","918.0345932923","193.9900800049","56.7559716423","83.7105790208","48.0503015816","64.796560424","43.344","28.515001954","36.3811260871","25.2477551987","16.2104322858","2.4","2.4377533336","1.2413525808","1.0564314543","0.2372068","0.585945","0.0387573336","0.06","0.0042","0.0036208","0.0000978723","0.0000014437","0.0000017858","","0","0","0","","","9498.0385820744"
"2024-11-29","6786.0087086282","1197.5500462665","911.8918075167","195.9150236072","61.7401448516","84.5461423791","48.0488191326","65.0097888099","43.344","28.678725509","34.7207186328","25.2477552134","16.3561318585","2.4","2.4372133336","1.2413525808","0.8126177951","0.2321592","0.0001","0.0390903336","0.05","0.0035","0.003588","0.0001303518","0.0000019224","0.0000017921","","0","0","0","","","9506.2775677149"
"2024-11-30","6800.7485117115","1196.6347142438","893.5644364608","201.62981104","59.0796508002","85.8284014077","48.063573617","65.1184001646","43.344","29.2019852366","34.0210100526","25.2477547285","16.4754708493","2.4","2.4376133336","1.2413525808","0.5595997553","0.2226208","","0.0390903336","0.05","0.0049","0.0035836","0.0001174122","0.0000019208","0.0000020406","","0","0","0","","","9505.9166020895"
"2024-12-01","6746.0727220983","1199.9771019496","871.0237695095","296.749313","41.7144720456","80.4889540169","48.0670889735","63.6559232066","43.344","27.7300517058","33.4988895073","25.1486803443","16.3504650068","2.4","2.3965179024","1.2013089528","0.8230391356","1.2221384","","0.036014064","0.05","0","0.0035936","0.0000011273","0.0000014445","0.0000015401","","0","0","0","","","9501.9540475309"
"2024-12-02","6759.5929590297","1202.5742355474","871.7095288384","295.7112245754","56.9413703153","83.8748267638","48.0708380512","63.9298740304","43.344","28.7691618318","32.8431724353","25.1486799589","16.5444021243","2.4","2.3969629024","1.2025318666","0.839935147","0.2377204","1.868215","0.038114064","0.06","0","0.0036124","0.0000022533","0.0000019216","0.0000017872","","0","0","0","","","9538.101371244"
"2024-12-03","6772.7977822664","1199.7344122126","870.5647654132","300.7673105745","56.9889166928","83.9080414868","48.068614951","64.0698900156","43.344","29.4667380904","33.0337253604","25.1486800264","16.6364348753","2.4","2.3972529024","1.2057695682","0.9773259376","0.2320892","0.13858","0.037859064","0.05","0","0.0036180171","0.0000085876","0.0000014429","0.0000017907","","0","0","0","","","9551.9718184759"
"2024-12-04","6784.1116973541","1200.7987534773","871.2238261643","276.3427361674","56.5904429903","83.6547323969","48.0554544104","64.1845138229","43.344","29.2122857003","32.7955766198","25.1486804042","16.5330145569","2.4","2.3962929024","1.2104652856","0.8692693908","0.2325956","","0.038111064","0.05","0","0.0036052","0.0000015772","0.0000019208","0.0000017935","","0","0","0","","","9539.1960587991"
"2024-12-05","6794.4565221613","1201.8292404207","882.4741327807","239.7710749527","56.6433394334","83.7940838391","48.040885738","64.3004129739","43.344","29.3790506326","33.4633234899","25.1486798126","16.607528373","2.4","2.3450523648","1.2112433376","1.0325818616","0.2313304","","0.038267064","0.05","0","0.003592","0.0000046962","0.0000014445","0.0000017872","","0","0","0","","","9526.5643495638"
"2024-12-06","6817.2622598061","1202.7592969449","885.0609222194","237.7117251381","56.9332394734","83.6438091307","48.0383411132","64.2787319394","43.344","29.2347940911","33.1721639341","25.1486787074","15.1298761997","2.4","2.3962229024","1.2112433376","1.1723031629","0.237772","","0.037850064","0.05","0","0.0035704","0.0000032199","0.0000014429","0.0000017891","","0","0","0","","","9549.2268070163"
"2024-12-07","6828.4448624037","1204.193742337","889.8753366094","238.6288324","56.664688707","83.7179424824","48.0433949245","64.2771954736","43.344","29.31762885","33.6861009618","25.1486790317","12.2115085982","2.4","2.3970179024","1.2112433376","0.7156611551","0.225282","","0.037943064","0.06","0","0.0035776","0.0000027041","0.0000019216","0.0000015371","","0","0","0","","","9564.6046440012"
"2024-12-08","6835.3332093188","1202.4178813424","882.5154640809","230.9143648","56.7975184803","82.960177605","48.0411795325","64.3645319637","43.344","28.7219233313","32.2812386087","25.1486805753","11.8868186186","2.4","2.3968479024","1.2112433376","1.105986002","0.226358","","0.036419064","0.05","0","0.0035804","0.0000818026","0.0000014437","0.0000020366","","0","0","0","","","9552.1575082464"
"2024-12-09","6844.0473231472","1200.9942216006","894.3274910546","240.6632990453","56.3387161127","84.1531820458","48.0314656358","64.5230536795","43.344","29.4677597489","33.7200855613","25.1486799273","12.2556264713","2.4","2.4006879024","1.2112433376","0.8161946394","0.2338396","","0.038285064","0.06","0.0042","0.0036088","0.00015","0.0000019273","0.0000015591","","0","0","0","","","9584.1831168601"
"2024-12-10","6856.7945887904","1199.4942219488","899.7058207469","240.5918652294","57.1413860361","84.1854358071","48.0313838071","64.6626712072","43.344","29.4686284406","33.7955773308","25.1486809153","12.2384340518","2.4","2.4020079024","1.2112433376","1.1702254553","0.2334924","","0.038339064","0.05","0.0035","0.003624","0.0001832546","0.0000014511","0.0000020685","","0","0","0","","","9602.115313245"
"2024-12-11","6866.9672237683","1210.3452209581","899.4467737055","239.0034596904","56.7889460994","84.5575499291","48.0337300514","65.0141824977","43.344","29.3451290387","33.8157894892","25.148680751","12.2079251328","2.4","2.3976779024","1.2138883909","1.2524607675","0.2337832","0.746035","0.036410064","0.06","0.0035","0.0036016","0.000113177","0.0000019232","0.0000015442","","0","0","0","","","9622.3660846808"
"2024-12-12","6874.106055013","1205.5222439598","895.8616013906","207.6444214912","56.7196407008","84.7571001114","48.0321291149","65.0843224045","43.344","29.6006893504","34.027664307","25.1486796268","12.2533308164","2.4","2.3978579024","1.2167390436","0.774277133","0.2353412","0.048155","0.035861064","0.05","0.0035","0.0035992","0.0001431155","0.0000014445","0.0000015447","","0","0","0","","","9589.2673549345"
"2024-12-13","6883.6823644856","1198.3545751093","880.7381169892","199.8097865072","56.783010575","83.812245478","48.0342092641","65.2343842727","43.344","29.0270372855","33.1372701647","25.1486798304","12.0849835007","2.4","2.3962779024","1.217563716","1.4654470728","0.230222","","0.035798064","0.05","0.0042","0.0035764","0.0000983518","0.0000019224","0.0000020396","","0","0","0","","","9566.9938509314"
"2024-12-14","6894.8311453866","1195.2046572521","879.8200790739","194.65920754","56.5179775337","83.1823767607","48.0352431562","65.1237296416","43.344","28.5812548514","32.3520585531","25.1486806963","11.860794611","2.4","2.3973179024","1.217563716","0.7983474835","0.219844","","0.035735064","0.05","0.0042","0.0035728","0.0000983504","0.0000014437","0.0000020396","","0","0","0","","","9565.7878878562"
"2024-12-15","6899.6624324215","1196.237618659","877.972402978","191.76994228","56.3795170541","82.808271449","48.0384784438","65.2818974317","43.344","28.3160031604","32.0827657023","25.1486799953","11.702144787","2.4","2.3968129024","1.217563716","0.6527088266","0.2225072","","0.035861064","0.06","0.0035","0.0035768","0.0001057034","0.0000019216","0.0000015371","","0","0","0","","","9565.7367940332"
"2024-12-16","6906.5760472448","1200.5529310514","890.2179676632","197.8344824477","57.0681810737","83.7298403483","48.0385785179","65.2842628826","43.344","28.8562776133","33.348120886","25.1486795672","12.0447017985","2.4","2.3973879024","1.219967207","0.6829561455","0.233984","","0.035798064","0.05","0.0042","0.003608","0.0000971277","0.0000014437","0.0000020415","","0","0","0","","","9599.0720730264"
"2024-12-17","6910.1235985142","1203.4447994186","897.2664743402","198.468091144","56.874273254","83.9786132998","48.0360752072","65.2674133517","43.344","28.9231956869","33.8232959106","25.1486791715","13.4730778932","2.4","2.3980179024","1.2264954299","0.8488086691","0.2336776","","0.035798064","0.07","0.0035","0.0035928","0.0000827435","0.0000014429","0.0000015371","","0","0","0","","","9615.3915633808"
"2024-12-18","6915.9980956789","1201.2909997612","893.7353820828","192.384006704","56.6424065566","83.1649073661","48.0454066449","65.2529561402","43.344","28.3677355345","32.9159325216","25.1486799702","14.9504242629","2.4","2.3445623648","1.23248606","0.7392950639","0.2314236","","0.035789064","0.05","0.0028","0.0035932","0.0000983461","0.0000014429","0.0000020387","","0","0","0","","","9608.2809844043"
"2024-12-19","6919.9721134709","1196.8811040721","902.7348868267","191.8651268683","56.6610897008","83.4829712174","48.0471393512","65.4129627476","43.344","28.3245584945","33.55120522","25.1486671012","13.1671701078","2.4","2.3976979024","1.2396509507","0.8285477809","0.2319028","","0.035873064","0.05","0.0049","0.00359","0.0001357088","0.0000019216","0.0000015336","","0","0","0","","","9615.7852968405"
"2024-12-20","6926.9644502483","1195.847180295","890.3756432774","199.4819423025","56.7936175227","84.892453652","48.0455553796","65.4723845664","43.344","29.0001149098","34.0418302623","25.1486662193","12.2803785146","2.4","2.3963679024","1.2419838168","0.8574396287","0.2308864","","0.035993064","0.05","0.0084","0.0036052","0.0001509668","0.0000014429","0.0000015357","","0","0","0","","","9618.9130471072"
"2024-12-21","6933.1436272344","1197.6814730922","886.2826853956","194.5260632","56.8146525243","84.3503877278","48.050062742","65.4754661247","43.344","28.5451380374","33.0248371445","25.1486659488","12.0879702598","2.4","2.3962729024","1.2419838168","0.7607829531","0.2224124","","0.035951064","0.06","0.007","0.003578","0.0000891278","0.0000019208","0.0000015359","","0","0","0","","","9615.6031031523"
"2024-12-22","6934.7686742165","1196.8959069317","866.1401160498","181.95561482","56.6161743544","83.0112907709","48.0481672224","65.6275472909","43.344","27.4051578211","31.4568203699","25.1486661262","11.6898302669","2.4","2.3961129024","1.2419838168","0.7386650202","0.2195948","","0.035930064","0.05","0.0084","0.0035732","0.0000909015","0.0000014437","0.0000020438","","0","0","0","","","9579.2023204331"
"2024-12-23","6941.0694051328","1195.0585980008","871.1801717676","188.5871557009","60.1492827733","83.8474356522","48.0373797682","65.7229194329","43.344","28.0098114396","32.5470304941","25.1486650282","11.9556456021","2.4","2.3971979024","1.2422938201","0.7906849263","0.2312884","","0.036077064","0.05","0.0084","0.003618","0.0001287355","0.0000019208","0.0000015357","","0","0","0","","","9601.8171930975"
"2024-12-24","6946.3151448553","1197.3181029512","864.4104703556","199.1636892104","56.7207519058","84.7534774883","48.0327212452","65.7686722508","43.344","28.9802640447","33.0835772039","25.1486652533","12.0732614064","2.4","2.3972679024","1.2430421496","1.2486293168","0.2321944","","0.035867064","0.05","0.0056","0.0035788","0.0000958046","0.0000014429","0.0000015373","","0","0","0","","","9612.7290765885"
"2024-12-25","6946.047842897","1196.9734356573","864.5514801194","186.83203728","56.8032082758","83.5457446428","48.0383761203","65.9527007853","43.344","27.8636013895","31.9364057729","25.1486649864","11.8965251272","2.4","2.3970729024","1.2430421496","1.1784247144","0.229824","","0.035951064","0.06","0.007","0.0035736","0.0000984008","0.0000014429","0.0000017886","","0","0","0","","","9596.4890131166"
"2024-12-26","6955.7128439963","1194.9067600392","878.9613895969","195.4627285786","56.4667359996","63.8290140297","48.0393748802","66.1081823582","43.344","28.6408986108","33.0531078393","25.1486654433","12.0465057816","2.4","2.3966179024","1.2430421496","1.06606511","0.2305372","0.0001","0.035939064","0.05","0.0084","0.003596","0.0002091228","0.0000019208","0.0000017851","","0","0","0","","","9609.1547174084"
"2024-12-27","7029.0118755396","1195.0763700664","883.6186817045","197.904868904","56.5906775978","64.2408905582","48.0364358974","66.2219403","43.344","28.8721425334","33.4832296219","25.1486648044","12.1369793965","2.4","2.3975529024","1.2430421496","0.9908385818","0.2326888","","0.036020064","0.05","0.007","0.003608","0.0093474156","0.0000014429","0.0000015336","","0","0","0","","","9691.056857814"
"2024-12-28","7343.4296725832","1194.6979188635","884.8572835564","196.10929632","56.6334326738","64.1001772948","48.03493897","66.284822361","43.344","28.7090595528","33.0647551165","25.1486653555","11.980400631","2.4","2.3956729024","1.2430421496","1.0415504736","0.2220928","","0.035915064","0.05","0.0084","0.0035772","0.0000909007","0.0000019208","0.0000017856","","0","0","0","","","10003.7947684752"
"2024-12-29","7351.1365872611","1195.2533783437","879.9134565554","187.21424862","56.371324061","63.156501709","48.0344711927","66.2361234165","43.344","27.914407199","31.5459319924","25.1486656928","11.5858519471","2.4","2.3968829024","1.2430421496","1.0939858069","0.2250252","","0.036047064","0.06","0.0098","0.0035832","0.0000891741","0.0000014429","0.0000015341","","0","0","0","","","9994.3234064647"
"2024-12-30","7369.3786668873","1199.772833124","904.3692602035","206.4724630008","56.6726894731","65.1718590601","48.0333392051","66.3184248857","43.344","29.6549413163","34.2073044657","25.148672612","12.2718261647","2.4","2.3965679024","1.2430421496","0.800570585","0.2342204","0.536245","0.035831064","0.05","0.007","0.0035804","0.0000891268","0.0000019208","0.0000020392","","0","0","0","","","10068.5234309861"
"2024-12-31","7385.7224563121","1238.9357845865","927.1368641772","221.6789234472","56.9230055954","69.7492777843","48.0312656894","67.1576809304","43.344","31.0269009835","36.2667283061","25.1486783333","12.9029189297","2.4","2.3981629024","1.2430421496","1.9243588023","0.2374756","0.049625","0.035813064","0.06","0.0056","0.0036132","0.0000971261","0.0000014429","0.0000017886","","0","0","0","","","10172.382276151"
"2025-01-01","7398.1398946641","1249.9626726735","898.2676683525","281.1820593072","38.9518302408","87.7039914236","48.0347580067","67.5935789721","43.344","26.8331803425","31.5899120802","25.148678779","11.9825952083","2.4","2.3971429024","1.2430421496","1.1914044113","0.4310468","","0.033554064","0.06","0","0.003514","0.0000009005","0.0000019208","0.0000017826","","0","0","0","","","10216.4945289817"
"2025-01-02","7403.5788984591","1200.0245599155","892.9182651785","294.8733695381","56.8415589669","85.0804860083","48.036334264","66.4155932325","43.344","29.0853729035","32.9259903308","25.1486709772","12.3481673686","2.4","2.3964129024","1.2430421496","0.9666513547","0.2343624","0.50241","0.035747064","0.06","0","0.0035804","0.0000006764","0.0000014421","0.0000015387","","0","0","0","","","10198.4634770709"
"2025-01-03","7412.2611793282","1195.8341445478","894.1066657969","304.1354163076","57.0219422286","85.5380698521","48.0372729184","66.3618312419","43.344","29.6649960316","34.3088213348","25.1486683535","12.5212827997","2.4","2.3955129024","1.2430421496","1.1514369547","0.22826","0.494705","0.035801064","0.05","0","0.0035868","0.0000009012","0.0000014429","0.0000015327","","0","0","0","","","10216.2866394886"
"2025-01-04","7416.2400278859","1199.5467677835","884.1238055799","274.9265645","57.0468427276","84.5437019199","48.0381941018","66.3552421468","43.344","28.7604637851","32.8271355843","25.1486664732","12.2696043774","2.4","2.3964279024","1.2430421496","0.9399059701","0.221426","","0.035669064","0.05","0","0.0035712","0.0000011253","0.0000014429","0.0000015357","","0","0","0","","","10180.4610632554"
"2025-01-05","7415.3476030705","1197.9874539041","892.5699396824","236.0790537538","56.5573687643","84.726375966","48.0331420682","66.3907952346","43.344","29.1254064152","33.1483703503","25.1486656897","12.1427364467","2.4","2.3429623648","1.2430421496","1.2096128199","0.22675","","0.036065064","0.06","0","0.0035732","0.0000009015","0.00000192","0.0000017877","","0","0","0","","","10148.1229215533"
"2025-01-06","7421.3259621903","1199.6643522244","903.5707186381","241.7563335381","56.8145690379","85.4858775435","48.0369336361","66.3290045688","43.344","29.5496644701","34.1739319316","25.148665799","12.4748590686","2.4","2.3446323648","1.2440033816","1.239643207","0.2371732","","0.035849064","0.05","0","0.00358","0.0000025084","0.0000014429","0.0000017812","","0","0","0","","","10175.2297595964"
"2025-01-07","7433.9963633527","1203.3049275356","904.7019963459","233.2166587682","56.7537913549","85.1539360828","48.0375417338","66.2638722328","43.344","28.8922136202","33.9983982453","25.148666899","12.3774485517","2.4","2.3981829024","1.2508270135","1.1467098347","0.2324184","","0.035990064","0.05","0","0.0035824","0.0007487585","0.0000014421","0.0000015347","","0","0","0","","","10182.7082770728"
"2025-01-08","7448.0119773485","1202.5111737752","896.79783158","241.7823647065","56.8362675435","85.9493896215","48.0377819457","66.2273428201","43.344","29.5672118034","34.6419010963","25.1486663627","12.4262180587","2.4","2.3963179024","1.2568494092","1.4967447162","0.2370676","0.59826","0.036005064","0.06","0","0.0036084","0.0000002245","0.0000014429","0.0000015343","","0","0","0","","","10199.7669829556"
