"Service","EC2-Instances($)","EC2-Other($)","VPC($)","CloudWatch($)","ElastiCache($)","OpenSearch Service($)","Elastic Load Balancing($)","S3($)","Secrets Manager($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","EC2 Container Registry (ECR)($)","Key Management Service($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Lambda($)","SNS($)","SQS($)","Simple Workflow Service($)","Step Functions($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-08-06","11.1531084721","8.7006397768","13.1810973448","3.1996747591","2.9520733284","","1.7276473694","0.9405287692","0.6235398384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.014","0.0000008876","0.0000024414","0.000006","0.0000019128","0.0000015549","0","0","","42.6688173207"
"2024-08-07","11.0872367833","8.6954821047","13.1811396497","3.1977451547","2.9520737318","","1.7277329791","1.0098986635","0.6233148384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.0105","0.0000011188","0.0000830525","0.000006","0.0000014349","0.0000018085","0","0","","42.6617121857"
"2024-08-08","11.0383683857","8.691098622","13.1823818732","3.1488662002","2.952073957","","1.7279216235","0.9321158459","0.6245598384","","0.0000000714","0.1299677304","0.035729064","0.01","","0.0161","0.0000322563","0.0001030118","0.000008","0.0000014349","0.0000020734","0","0","","42.4893299881"
"2024-08-09","10.9577654374","8.6757162672","13.1813171495","3.1397850982","2.9520739298","","1.7274241212","0.9312075127","0.6238248384","","0.0000000701","0.1299677304","0.036527064","0.01","","0.014","0.0000341585","0.0000886873","0.0000068","0.0000019128","0.0000015553","0","0","","42.3797423328"
"2024-08-10","11.0025369758","8.6539967924","13.1807596681","3.1689467572","2.9520737732","","1.7267040497","0.8606561457","0.6235398384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.014","0.0000018437","0.0000869935","0.000006","0.0000019128","0.0000020732","0","0","","42.3598076895"
"2024-08-11","10.9850323439","8.6521989514","13.1807491687","3.1689471541","2.9520734604","","1.7255578209","0.7319407977","0.6242748384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.0168","0.0000020542","0.0001111044","0.0000084","0.0000014349","0.0000018083","0","0","","42.2141942031"
"2024-08-12","11.0264366756","8.6632848363","13.1811346299","3.1689478914","2.9520732624","","1.7279098596","0.5889021536","0.6232948384","","0.0000000701","0.1299677304","0.035843064","0.01","","0.0119","0.0000044439","0.0000827711","0.0000056","0.0000014349","0.0000018198","0","0","","42.1197910814"
"2024-08-13","10.9323830315","8.2644806075","13.3703817484","3.1874039533","2.952073312","","1.7283381005","0.94509805","0.6237948384","","0.0000000701","0.1299677304","0.035882064","0.01","","0.014","0.0000098043","0.0000854921","0.0000064","0.0000019128","0.0000020734","0","0","","42.1939091887"
"2024-08-14","11.0978009346","8.1234546378","13.422604378","3.1945263495","2.9520738524","","1.7288277661","0.9500378373","0.6238548384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.0126","0.0000085917","0.0000908255","0.0000064","0.0000019128","0.0000015553","0","0","","42.2823847452"
"2024-08-15","11.0270263886","8.1117200129","13.4226843492","3.194527549","2.9520737636","","1.7272232899","0.8914017451","0.6237298384","","0.0000000701","0.1299677304","0.036527064","0.01","","0.014","0.000009221","0.0000836559","0.0000068","0.0000014349","0.0000020734","0","0","","42.1409849864"
"2024-08-16","11.0266635352","8.1468163626","13.4210496005","3.1872698096","2.952073416","","1.728099881","0.9497518533","0.6242748384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.0154","0.0000012292","0.0000916615","0.000006","0.0000019128","0.0000015555","0","0","","42.2279965214"
"2024-08-17","10.9963925535","8.1409479808","13.4207277328","3.1801262527","2.9520734052","","1.72749362","0.9461438681","0.6233298384","","0.0000000714","0.1299677304","0.035843064","0.01","","0.0133","0.0000065542","0.0000823278","0.000006","0.0000014349","0.0000020732","0","0","","42.1764445074"
"2024-08-18","11.0050130446","8.1435721244","13.4208891964","3.1832313915","2.9520732612","","1.726558578","0.7335293455","0.6232948384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.0126","0.0000020918","0.0000811034","0.000006","0.0000019128","0.0000015549","0","0","","41.9773493087"
"2024-08-19","11.0267544724","8.1680359314","13.2343592312","3.1945602317","2.9520729822","","1.7262634138","0.5618870805","0.6233348384","","0.0000000701","0.1299677304","0.036527064","0.01","","0.0126","0.0000320167","0.0000823196","0.000006","0.0000014349","0.0000020732","0","0","","41.6764868905"
"2024-08-20","11.0884164522","8.1928567968","13.1812175749","3.1946712647","2.9520729624","","1.7280419809","0.9875731002","0.6248348384","","0.0000000714","0.1299677304","0.036527064","0.01","","0.0189","0.0000130522","0.0001235484","0.0000092","0.0000019128","0.0000015549","0","0","","42.1452291046"
"2024-08-21","11.080453298","8.2046080892","13.1814716969","3.1945235257","2.9520730082","","1.7280209783","0.3041085501","0.6248348384","","0.0000000701","0.1299677304","0.036527064","0.01","","0.0161","0.0000051625","0.0001080525","0.0000084","0.0000019128","0.0000020732","0","0","","41.4628144503"
"2024-08-22","11.1837310413","8.2207920003","13.1834478795","3.1945442715","2.2141288684","","1.7297296766","1.6247375982","0.5992783868","","0.0000000714","0.1299677304","0.036527064","0.01","","0.0175","0.0000239396","0.0001060525","0.0000084","0.0000014349","0.0000018083","0","0","","42.1445262237"
"2024-08-23","11.7105636612","8.2338481868","13.1824651939","3.1834127915","1.9681482066","","1.7300204743","0.7302443952","0.6252948384","","0.0000000714","0.1299677304","0.035957064","0.01","","0.0182","0.0000269523","0.0001174309","0.0000092","0.0000019128","0.0000018202","0","0","","41.5582799299"
"2024-08-24","11.9051183598","8.2319652559","13.1807732745","3.1657349113","1.9681490082","","1.7285893363","0.9235455531","0.6250498384","","0.0000000714","0.1299677304","0.035957064","0.01","","0.021","0.0000334355","0.0001330254","0.0000104","0.0000019128","0.0000020738","0","0","","41.9260312508"
"2024-08-25","12.3430206573","8.2280495941","13.180761567","3.1809925846","1.9681494902","","1.7275097793","0.7674407816","0.6259898384","","0.0000000714","0.1299677304","0.035957064","0.01","","0.021","0.0000064855","0.0001318131","0.0000108","0.0000019128","0.0000020738","0","0","","42.2189922435"
"2024-08-26","13.3357747093","8.2682348619","13.3102988696","3.2089261802","1.9681496136","","1.7302544385","0.6368814309","0.6245198384","","0.0000000714","0.1299677304","0.035843064","0.01","","0.0168","0.0000070938","0.0001039291","0.0000084","0.0000014349","0.0000018202","0","0","","43.2757734862"
"2024-08-27","13.5117058107","8.2939385628","13.4210094506","3.1859375502","1.968149389","","1.730548624","0.3420448415","0.6254998384","","0.0000000701","0.1299677304","0.034931064","0.01","","0.0182","","0.000115","0.0000092","0.0000014349","0.0000018085","0","0","","43.2720603751"
"2024-08-28","13.5116476817","8.3216213334","13.4209857729","3.1657175502","1.968149909","","1.7317216057","1.4515988438","0.5987133868","","0.0000000714","0.1299677304","0.035843064","0.01","","0.0175","","0.00011","0.0000084","0.0000019128","0.0000020736","0","0","","44.3635893357"
"2024-08-29","13.9462792667","8.3386712554","13.4208187658","3.1657175502","1.9681508616","","1.7302558141","0.3393129022","0.6245198384","","0.0000000714","0.1299677304","0.035699064","0.01","","0.0161","","0.0000965","0.000008","0.0000019128","0.0000020736","0","0","","43.7256016066"
"2024-08-30","13.9676224632","8.3983539671","13.4215368257","6.1769175502","1.9681508262","","1.7298068557","2.0801236388","0.6228048384","","0.0000000714","0.1299677304","0.036050064","","","0.0091","","0.0000565","0.0000044","0.0000014349","0.0000013017","0","0","","48.5404984677"
"2024-08-31","13.9048182382","8.5685797876","13.4208133775","16.7161175502","1.968150422","","1.7292530455","1.3332810828","0.6210898384","","0.0000000714","0.1299677304","0.036635064","0.02","","0.0084","","0.0000335","0.0000028","0.0000009566","0.0000015549","0","0","","58.4571450195"
"2024-09-01","13.8598410883","8.7725271447","13.2944750463","16.7232414685","1.968155224","","1.7283481726","1.1131508723","0.6427150008","","0.000000068","0.1342999872","0.0374883336","0.01","1","0","","0","0","0.0000014349","0.0000015549","0","0","","59.2842453961"
"2024-09-02","13.8634206661","8.8082245992","13.1808329727","16.7232414685","1.9681547532","","1.7301218552","0.9681565361","0.6417350008","","0.000000068","0.1342999872","0.0376023336","0.01","","0","","0","0.0000028","0.0000019128","0.0000015549","0","0","","58.0657965083"
"2024-09-03","13.6022007527","8.8243212066","13.1808167355","16.7232437947","1.968154965","","1.7294566777","1.3067281679","0.6419800008","","0.000000068","0.1342999872","0.0376023336","","","0","0.0000029583","0.0000001019","0.0000028","0.0000014349","0.0000015553","0","0","","58.1488135401"
"2024-09-04","13.5116329002","8.7823085998","13.1806206951","16.8459018626","1.968155703","","1.7297038034","1.3836568585","0.6419800008","","0.000000068","0.1342999872","0.0376023336","0.01","","0","0.0000002167","0.0000001093","0.0000028","0.0000009566","0.0000015549","0","0","","58.2258684497"
"2024-09-05","13.5530246389","8.769846154","13.1812104624","15.6464842181","1.9681557332","","1.7285409165","1.3335879001","0.6419800008","","0.000000068","0.1342999872","0.0373743336","0.01","","0","0.0000014396","0.0000007694","0.0000024","0.0000014349","0.0000015549","0","0","","57.0045120116"
"2024-09-06","13.5530507363","8.7538147112","13.1810668003","14.6512430441","1.9681554086","","1.726788739","1.3113479197","0.6414900008","","0.000000068","0.1342999872","0.0374883336","0.01","","0.007","0.0000008251","0.000000442","0.0000024","0.0000014349","0.0000015549","0","0","","55.9757524057"
"2024-09-07","13.2218671161","8.746723729","13.1805570219","14.4768430461","1.9681553412","","1.7256291237","1.2958505713","0.6419800008","","0.000000068","0.1342999872","0.0374883336","0.01","","0.0084","0.0000008209","0.0000004414","0.0000028","0.0000019128","0.0000015549","0","0","","55.4478018689"
"2024-09-08","13.5291919525","8.7467446368","13.1805788992","14.223538878","1.968154958","","1.725592359","0.2335650503","0.6424700008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.0077","0.0000083272","0.0000009772","0.0000032","0.0000014349","0.0000020734","0","0","","54.4394551361"
"2024-09-09","13.2785717397","8.7866861655","13.2555147909","14.1503216883","1.9681543814","","1.7274744818","1.8201750532","0.6414900008","","0.000000068","0.1342999872","0.0376053336","0.01","","0.0035","0.0007130974","0.0000012951","0.000002","0.0000014349","0.0000010366","0","0","","55.8145125544"
"2024-09-10","13.5411745319","8.8100123589","13.421418854","14.3924837188","1.9681545704","","1.7283443708","0.3104757107","0.6429600008","","0.000000068","0.1342999872","0.0372603336","0.01","","0.0112","0.0000150918","0.0000012045","0.0000044","0.0000014349","0.0000015549","0","0","","55.0078081912"
"2024-09-11","13.713235352","8.791265069","13.4207430285","14.4768458391","1.9681556128","","1.7277675669","2.3153088396","0.6414900008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.0077","0.0000022897","0.0000012142","0.0000024","0.0000014349","0.0000015549","0","0","","57.2444225912"
"2024-09-12","13.9616274205","8.7934143671","13.4211542537","14.4768454507","1.9681556058","","1.728493093","1.2403634036","0.6422250008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.007","0.0000020606","0.0000011025","0.0000032","0.0000014349","0.0000018083","0","0","","56.4211905903"
"2024-09-13","13.7546028247","8.8051856378","13.4206322758","14.4768415308","1.96815506","","1.7295246865","1.1070358398","0.6419800008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.007","","0.0000385","0.0000028","0.0000019128","0.0000018198","0","0","","56.0929052776"
"2024-09-14","13.5890007885","8.8046905517","13.4206155313","14.4768415308","1.9681552356","","1.7296833785","0.9944323018","0.6417350008","","0.000000068","0.1342999872","0.0369183336","","","0.0056","","0.00003","0.0000028","0.0000014349","0.0000015549","0","0","","55.8020084976"
"2024-09-15","13.5889955995","8.7924225384","13.3515971814","14.4768415308","1.9681553074","","1.7289259653","0.7410476523","0.6422250008","","0.000000068","0.1342999872","0.0366903336","0.01","","0.0063","","0.0000365","0.0000032","0.0000014349","0.0000015549","0","0","","55.4775438545"
"2024-09-16","13.7546322796","8.8371504974","13.1812646286","14.4768451825","1.9681550776","","1.7281408721","0.288786216","0.6419800008","","0.000000068","0.1342999872","0.0376623336","0.01","","0.007","0.000001846","0.0000439918","0.0000028","0.0000019128","0.0000020736","0","0","","55.0659697676"
"2024-09-17","13.9616299651","8.8712536263","13.36816202","14.476841928","1.9681550848","","1.7287031169","1.3752828601","0.6420100008","","0.000000068","0.1342999872","0.0376083336","0.01","","0.007","0.0000002063","0.0000321107","0.0000032","0.0000014349","0.0000015549","0","0","","56.5809854976"
"2024-09-18","13.8374133173","8.8809533566","13.421269274","14.5348119285","1.9681555818","","1.7301266799","1.1334741208","0.6422250008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.007","0.0000002063","0.0000391093","0.0000032","0.0000014349","0.0000015551","0","0","","56.3373771541"
"2024-09-19","13.7132102093","8.8965100007","13.4208398743","14.5055415365","1.9681559724","","1.7303911782","0.9864365959","0.6422250008","","0.000000068","0.1342999872","0.0376023336","","","0.007","","0.000035","0.0000028","0.0000019128","0.0000015549","0","0","","56.0422540246"
"2024-09-20","13.9202073274","8.8958163703","13.4216689196","14.3904415365","1.9681565604","","1.7304638866","0.9719291662","0.6419800008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.0063","","0.000035","0.0000032","0.0000014349","0.0000018198","0","0","","56.1289076113"
"2024-09-21","13.647900548","8.8849709693","13.4208070368","14.3904415365","1.9681564466","","1.7297913509","0.3226586137","0.6419800008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.007","","0.0000315","0.0000028","0.0000014349","0.0000015551","0","0","","55.1956461814"
"2024-09-22","13.5890089582","8.8710515358","13.4206559823","14.3904450703","1.968155841","","1.7281322761","1.1072104138","0.6419800008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.0084","0.0000018875","0.0000359942","0.0000028","0.0000014349","0.0000018083","0","0","","55.906986392"
"2024-09-23","14.2720108346","8.8681712895","13.2353406542","12.373394681","1.9681549162","","1.7277608128","1.6409004161","0.6422250008","","0.000000068","0.1342999872","0.0376053336","0.01","","0.0056","0.0000016438","0.0000413827","0.0000032","0.0000014349","0.0000015549","0","0","","54.9155132103"
"2024-09-24","14.6570292393","8.8265022987","13.2744512449","9.5777442924","1.9681544492","","1.7267178987","0.9413978085","0.6419800008","","0.000000068","0.1342999872","0.0376023336","","","0.0063","0.0000014355","0.0000377732","0.0000028","0.0000014349","0.0000015551","0","0","","51.79222462"
"2024-09-25","14.6984305565","8.8369686699","13.308966594","9.2928446885","1.9681550024","","1.7269370823","0.2949090186","0.6145783341","","0.000000068","0.1342999872","0.0376023336","0.01","","0.0049","0.0000016375","0.0000283834","0.0000016","0.0000014349","0.0000015549","0","0","","50.9286269458"
"2024-09-26","14.6984229786","8.8324471956","13.4206742521","9.2928442999","1.9681550256","","1.7276794738","2.0648115924","0.6434500008","","0.000000068","0.1342999872","0.0361203336","0.01","","0.0112","0.0000014313","0.0000642728","0.0000052","0.0000014349","0.0000015549","0","0","","52.8401791015"
"2024-09-27","14.5328381555","8.8357609251","13.420860694","9.2928446959","1.9681548838","","1.7276475705","0.2951888751","0.6446750008","","0.000000068","0.1342999872","0.0376023336","0.01","","0.0154","0.0000016396","0.0000978826","0.0000076","0.0000019128","0.0000020732","0","0","","50.9153842977"
"2024-09-28","14.4500045671","8.8309721396","13.4206705179","9.2928446999","1.9681547414","","1.7269625271","2.3279612483","0.6456550008","","0.000000068","0.1342999872","0.0376863336","0.01","","0.0175","0.0000016439","0.000101383","0.0000084","0.0000014349","0.0000018198","0","0","","52.8628265125"
"2024-09-29","14.4086020279","8.8179357388","13.4206868514","9.2928458813","1.968154303","","1.7261244642","1.0981418759","0.6454100008","","0.000000068","0.1342999872","0.0377103336","0.01","","0.0161","0.0000022605","0.000103213","0.0000088","0.0000019128","0.0000018083","0","0","","51.5761295267"
"2024-09-30","14.4500148766","8.847579509","13.3305509131","9.2928435319","1.9681536724","","1.7281444064","0.8354648941","0.6457500008","","0.000000068","0.1342999872","0.0377103336","","","0.0161","0.0000010271","0.0001015518","0.0000076","0.0000014349","0.0000020732","0","0","","51.2867258801"
"2024-10-01","14.3168373755","8.6276286173","13.2939914253","9.2857207903","1.9681488244","","1.7281795723","1.013839714","0.6250098384","","0","0.1299677304","0.035531064","0.01","1","0","0.0000014","0.0000008831","0.0000088","0.0000019128","0.0000018198","0","0","","52.0348697676"
"2024-10-02","14.4261073705","8.5967656762","13.1806898582","9.2378704016","1.9681493808","","1.7263087855","0.2628006231","0.6247648384","","0.0000000701","0.1299677304","0.036635064","0.01","","0","0.0000014334","0.0000007737","0.0000088","0.0000019128","0.0000018083","0","0","","50.200074527"
"2024-10-03","14.364820585","8.62260286","13.259473896","9.134800405","1.96814902","","1.7272416892","1.6258316326","0.6250098384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0147","0.0000014334","0.0000007721","0.000008","0.0000014349","0.0000015549","0","0","","51.519245986"
"2024-10-04","14.1520279256","8.6302622946","13.3782448876","9.1993215871","1.9681485358","","1.7272080049","0.9845774651","0.6247648384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0231","0.0000020833","0.000001103","0.000008","0.0000019128","0.0000017706","0","0","0","50.8642732733"
"2024-10-05","14.0319497766","8.6174965224","13.4207422888","9.1993208057","1.9681485102","","1.72696636","0.9425152893","0.6245198384","","0.0000000714","0.1299677304","0.036635064","0.01","","0.0301","0.0000016458","0.000000884","0.0000084","0.0000019128","0.0000020076","0","0","","50.7383771074"
"2024-10-06","14.1053986565","8.6062681326","13.4207250135","9.1993208096","1.9681482098","","1.7260148499","0.755701183","0.6247648384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0294","0.0000016396","0.0000008829","0.0000076","0.0000014349","0.0000017591","0","0","","50.6123578743"
"2024-10-07","14.325819707","8.653580112","13.4210682056","9.1993200284","1.9681477692","","1.7291935898","0.6906945618","0.6247648384","","0.0000000701","0.1299677304","0.035231064","0.01","","0.0308","0.0000012292","0.0000006616","0.0000088","0.0000019128","0.0000020076","0","0","","50.8186022879"
"2024-10-08","14.3150104454","8.6609373657","13.4206261493","9.1993176763","1.9681482106","","1.7296255742","0.3622895184","0.6245198384","","0.0000000714","0.1299677304","0.036635064","","","0.028","","0","0.0000068","0.0000014349","0.0000017542","0","0","","50.4750876332"
"2024-10-09","14.1644325315","8.6562565569","13.3437928072","9.1993176763","1.9681491774","","1.7295241556","1.7847164057","0.6232948384","","0.0000000714","0.1299677304","0.036635064","0.01","","0.0231","","0.000078","0.0000064","0.0000019128","0.0000017591","0","0","","51.6692750867"
"2024-10-10","14.3094150934","8.6605627684","13.2244087434","9.1993180688","1.9681495254","","1.7293051944","0.755353164","0.6242748384","","0.0000000714","0.1299677304","0.036518064","0.01","","0.0245","0.0000002042","0.0000871107","0.0000068","0.0000014349","0.0000017542","0","0","","50.671870566"
"2024-10-11","13.9763975738","8.6531387295","13.2282393652","9.1993176768","1.9681494828","","1.728340796","1.0234822126","0.6250098384","","0.0000000714","0.1299677304","0.036635064","0.01","","0.0343","","0.0001155","0.0000084","0.0000019128","0.0000017591","0","0","","50.6131061128"
"2024-10-12","13.9966382108","8.6369533822","13.3006272002","9.1993176768","1.968149189","","1.727074621","0.9171355726","0.6259898384","","0.0000000701","0.1299677304","0.035348064","0.01","","0.035","","0.0001205","0.00001","0.0000019128","0.0000017542","0","0","","50.5823357225"
"2024-10-13","14.0291342397","8.6372057549","13.3775635474","9.1993176768","1.968148672","","1.7273075052","0.2872266177","0.6250098384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.035","","0.000115","0.0000096","0.0000014349","0.0000017591","0","0","","50.0626445106"
"2024-10-14","14.051840206","8.6772627729","13.420779472","9.1993176768","1.9681482722","","1.7302873599","1.1706028159","0.5994483868","","0.0000000714","0.1299677304","0.036635064","0.01","","0.035","","0.0001065","0.0000092","0.0000019128","0.0000017542","0","0","","51.0294091953"
"2024-10-15","14.3019427101","8.6937228041","13.4221410738","9.1993180693","1.968149257","","1.7309547105","1.3314403295","0.6257448384","","0.0000000714","0.1299677304","0.036635064","","","0.0371","0.0000002042","0.0001171093","0.0000096","0.0000019128","0.0000020076","0","0","","51.4772474924"
"2024-10-16","14.3258807259","8.69648319","13.4206992472","9.1993176773","1.9681498548","","1.7305211851","0.3563218314","0.6252548384","","0.0000000714","0.1299677304","0.036635064","0.01","","0.0364","","0.00011","0.0000068","0.0000014349","0.0000017591","0","0","","50.5357514099"
"2024-10-17","14.3672300874","8.6982493285","13.374266459","9.1993176773","1.968149355","","1.7296334535","2.3664644698","0.6250098384","","0.0000000714","0.1299677304","0.036752064","0.01","","0.0308","","0.0000885","0.0000072","0.0000017763","0.0000020071","0","0","","52.5359400181"
"2024-10-18","14.2430045444","8.6993863776","13.3007127888","9.1993176773","1.968149522","","1.7287698569","1.2665936719","0.6245198384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0308","","0.0000865","0.000008","0.0000019128","0.0000015052","0","0","","51.2379550598"
"2024-10-19","14.284405276","8.6845172275","13.2979197368","9.0477276773","1.9681494996","","1.7271342547","1.1386029498","0.6250098384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.028","","0.0000885","0.0000084","0.0000014349","0.0000017542","0","0","","50.9781694137"
"2024-10-20","14.2843970748","8.6654312275","13.3006829728","8.9401176773","1.9681489792","","1.726844502","0.9026671467","0.6242748384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0308","","0.000104","0.0000088","0.0000019128","0.0000020076","0","0","","50.6200840036"
"2024-10-21","14.3258228484","8.7034103479","13.3491156516","9.2661865124","1.9681486264","","1.7294434851","0.9198481353","0.5977333868","","0.0000000714","0.1299677304","0.036635064","0.01","","0.0224","0.0000089126","0.000090907","0.0000068","0.0000014349","0.0000017591","0","0","","51.0588216733"
"2024-10-22","14.3258156132","8.7217402477","13.4207568915","9.3721176855","1.968148637","","1.7295111075","1.4715251614","0.6235398384","","0.0000000701","0.1299677304","0.036635064","","","0.0252","","0.0000695","0.000006","0.0000019128","0.0000015057","0","0","","51.8250369652"
"2024-10-23","14.3672239253","8.7219184978","13.4207448059","9.3721176855","1.968148858","","1.7290621574","1.3651417686","0.6230498384","","0.0000000701","0.1299677304","0.036641064","0.01","","0.021","","0.000082","0.0000068","0.0000014349","0.0000015052","0","0","","51.7651081415"
"2024-10-24","14.3258249897","8.7393892175","13.4222932643","9.3721200417","1.9681489312","","1.7290043666","1.3115276251","0.5972933868","","0.0000000714","0.1299677304","0.036644064","0.01","","0.0231","0.0000012521","0.0000756594","0.0000068","0.0000019128","0.0000020061","0","0","","51.6654013191"
"2024-10-25","14.367206358","8.7536996166","13.3487953347","9.5085576885","1.968148818","","1.7292254505","1.3342919676","0.6230498384","","0.0000000714","0.1299677304","0.036635064","0.01","","0.0217","","0.000067","0.0000068","0.0000019128","0.0000015052","0","0","","51.8313551561"
"2024-10-26","14.4086002959","8.7346599393","13.3006844542","9.6313176885","1.9681488214","","1.7266522641","1.2442389115","0.6230498384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0224","","0.0000615","0.0000048","0.0000014349","0.0000020066","0","0","","51.8364248193"
"2024-10-27","14.3672004004","8.7247328849","13.3563177385","9.6313176885","1.968148679","","1.7267652654","1.0459819574","0.6228048384","","0.0000000714","0.1299677304","0.036635064","0.01","","0.0217","","0.00007","0.000006","0.0000014349","0.0000015057","0","0","","51.6416512589"
"2024-10-28","14.4086273801","8.7547067363","13.3006776787","9.6313176885","1.9681483052","","1.7290588868","0.9831438509","0.6230498384","","0.0000000701","0.1299677304","0.036635064","","","0.0077","","0.0000695","0.000006","0.0000019128","0.0000017542","0","0","","51.5731123964"
"2024-10-29","14.3672391813","8.7616132171","13.3008556874","9.6313176885","1.9681484194","","1.7284586711","1.4044424649","0.6245198384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0035","","0.0000865","0.0000076","0.0000019128","0.0000020076","0","0","","51.966796053"
"2024-10-30","14.3672271724","8.7573626124","13.3989659912","9.6313176885","1.9681488444","","1.7291621103","1.3737529822","0.6242748384","","0.0000000701","0.1299677304","0.035290978","0.01","","0.0035","","0.000081","0.0000064","0.0000014349","0.0000017591","0","0","","52.0290616123"
"2024-10-31","14.4086379842","8.7400010892","13.4211744386","9.6313246959","1.9681487078","","1.7276180581","1.2537066796","0.6242748384","","0.0000000701","0.1299677304","0.036635064","0.01","","0.0035","0.0000081208","0.0000868664","0.0000076","0.0000019128","0.0000017542","0","0","","51.9550956105"
"2024-11-01","14.1926210548","8.9812380353","13.4207014896","9.6384416175","1.9681531306","","1.7278923191","1.2734198211","0.6449200008","","0","0.1342999872","0.0354183336","0.01","0.2","0","","0","0.000008","0.0000019128","0.0000017591","0","0","","52.2271174615"
"2024-11-02","14.3671933568","8.9833481679","13.3193380293","9.6384509223","1.968152784","","1.7272440124","1.3371252626","0.6446750008","","0.000000068","0.1342999872","0.0377103336","0.01","","0","0.0000042583","0.0000004076","0.000006","0.0000014349","0.0000017542","0","0","","52.1675517799"
