"Service","EC2-Instances($)","EC2-Other($)","Elastic MapReduce($)","ElastiCache($)","Relational Database Service($)","S3($)","CloudWatch($)","VPC($)","Elastic Load Balancing($)","Route 53($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","EC2 Container Registry (ECR)($)","Key Management Service($)","Secrets Manager($)","Cost Explorer($)","Service Catalog($)","SQS($)","Lambda($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Systems Manager($)","CodeArtifact($)","CloudShell($)","CloudTrail($)","Glue($)","X-Ray($)","CloudFormation($)","Total costs($)"
"2024-06-15","1102.4164115595","719.9234371057","207.648","40.5598341916","103.6166750883","14.7481464146","9.0036208095","12.2411682015","8.6443816762","9.430702","4.8","1.4766845397","0.4829706775","0.2969770023","0.1879266672","0.03","0","0.000008","0.0000059729","0","0.0000014349","0.0000007602","","0","","0","0","","","2235.5069521016"
"2024-06-16","1102.4457302206","711.5243638379","207.648","40.5605194274","103.6166752774","15.0016832724","8.9990765831","12.2415765227","8.4724403216","9.4273944","4.8","1.4767859203","0.4829708256","0.3092070024","0.1876266672","0.02","0","0.000002","0.000005973","0","","0.0000002534","","0","","0","0","","","2227.214058505"
"2024-06-17","1105.7810203628","725.9498221888","207.648","40.5607736834","103.6166751005","15.3195432608","9.616070982","12.2631698552","8.8884539418","9.432272","4.8","1.4742899355","0.4830096561","0.3098100024","0.1872611109","","0","0.0002336","0.0000110625","0.0000004451","","","","","","0","","","","2246.3304171878"
"2024-06-18","1085.11072952","722.9663567089","207.648","40.5606412276","103.6381536951","15.7052485552","9.1397044333","12.2656532165","9.2522429123","9.4342508","4.8","1.473577993","0.4842940942","0.3078630024","0.1928716659","","","0.0000208","0.0000105062","0.0000004269","","","","","","0","","","","2222.9796195575"
"2024-06-19","1079.4491331462","717.7291930708","207.648","40.5605264184","103.6731697287","16.0988128143","9.079634618","12.2448192038","9.1938827171","9.433224","4.8","1.4736508091","0.4858877792","0.3070500024","0.2010399992","","","0.0000016","0.0000059563","","","","","","","0","0","","","2212.3780318635"
"2024-06-20","1079.7122746781","719.2249576723","207.648","40.5605264184","103.7035594881","16.4729075887","9.6091073984","12.272672357","9.2008962723","9.432006","4.8","1.4686127165","0.4863448498","0.3067410024","0.2010999992","","","0.0000736","0.0000122747","0.0000406962","","","","","","0","","","","2215.0998330121"
"2024-06-21","1078.5525237515","713.0755260838","207.648","40.560523352","103.7346569953","16.9941620599","9.3633612394","12.2630625279","9.0055683028","9.42835","4.8","1.4735822687","0.4866992905","0.3081270024","0.1928666659","0.01","0","0.000004","0.0000060896","0","0.0000004782","0.0000002534","","0","","0","0","","","2207.8970203613"
"2024-06-22","1080.9040403279","706.3488455196","207.648","40.5604774456","103.7711681184","17.5759569727","8.998745808","12.2438006166","8.922824459","9.440708","4.8","1.4736846166","0.4868477856","0.3089370024","0.2010849992","0.01","","0.0000064","0.0000063854","","0.0000009566","0.0000002534","","0","","0","","","","2203.695135667"
"2024-06-23","1081.4566923945","708.9673792073","207.648","40.5602730952","103.8056882088","17.6583285884","9.3204140543","12.2570427269","8.8409223416","9.4397792","4.8","1.4736776665","0.4868477856","0.3089370024","0.2016799992","0.05","0","0.000012","0.0000059666","0","0.0000014349","0.0000007602","","0","","0","0","","","2207.2756824324"
"2024-06-24","1076.6047323054","711.0848256824","207.648","40.5594985368","103.8153605031","17.4320594128","9.3669858803","12.2778208308","9.0210086613","9.441934","4.8","1.4732955445","0.486918082","0.3097470024","0.2031499992","0.01","0.0021","0.0000544","0.0000114521","0.0000004456","0.0000014349","0.0000007602","","0","","0","0","","","2204.5375049338"
"2024-06-25","1075.9698137648","714.4891085351","208.4544","64.163791057","103.8103004702","17.8811572644","9.2461956761","12.2591625446","9.9495006748","9.4443844","4.8","1.4736004705","0.492395186","0.3099600024","0.2182894436","0.01","0.0021","0.0000732","0.0000057438","0","0.0000019128","0.0000010136","","0","","0","0","","","2232.9742413597"
"2024-06-26","1084.9738182198","716.0191229035","208.8576","81.024","103.8011827677","18.2326088478","9.8772708197","12.246497055","8.644256795","9.4457156","4.8","1.4737007549","0.4979690452","0.3095790024","0.2305366656","0.01","0.0021","0.00008","0.0000086876","0.0000002201","0.0000014349","0.0000010136","","0","","0","0","","","2260.4460498328"
"2024-06-27","1090.7882110259","720.7569693193","208.8576","81.024","103.7883554974","18.7583099394","9.6276796988","12.2457094302","9.0321815692","9.445126","4.8","1.4736294308","0.5014053604","0.3094980024","0.2398716664","0.01","0.0021","0.0000492","0.0000059021","0","0.0000019128","0.0000007602","","0","","0","0","","","2271.6607047153"
"2024-06-28","1087.5817191468","718.7409357471","208.8576","81.024","103.784980139","19.2464118241","9.6375653032","12.2560822643","9.2647612119","9.4457388","4.8","1.4736298217","0.5018674813","0.3098550024","0.244385","0.01","0.0021","0.0000532","0.0000059083","0","0.0000014349","0.0000010136","","0","","0","0","","","2267.1816932986"
"2024-06-29","1087.1545606799","721.7855805633","208.8576","81.024","103.7875358652","19.762480964","9.63610911","12.2415659865","9.3620516738","9.445438","4.8","1.4736441636","0.502086564","0.3098550024","0.244385","0.01","0.0014","0.000052","0.0000060209","0","0.0000019128","0.0000010136","","0","","0","0","","","2270.39835452"
"2024-06-30","1086.6840675969","717.7529386906","208.8576","81.024","103.7915210761","20.1614496456","9.6326787571","12.2409622397","9.2086513016","9.4452192","4.8","1.4737121063","0.5020886405","0.3082170024","0.2441","","0.0021","0.000064","0.0000087666","0","0.0000019128","0.0000010136","","0","","0","0","","","2266.1293819498"
"2024-07-01","1098.5502842631","705.3811620412","208.8576","81.024","103.6947407044","20.1950825272","9.7496685834","12.2471688528","9.4000071981","9.549404","4.8","1.3158460178","0.4859382175","0.298356576","0.2368630656","0.01","0","0.0003228","0.0000012","0","0.0000019128","0.0000007602","","0","","0","0","","","2265.7964487201"
"2024-07-02","1137.1085881303","721.7421657031","208.8576","81.024","103.7021983428","20.8900863511","10.0528538637","12.2606387175","9.7367685545","9.4288516","4.8","1.3164089236","0.4863529278","0.299013576","0.2372330656","0.01","0","0.0004440184","0.0000040188","0.0000002799","0.0000014349","0.0000007602","","0","","0","0","","","2321.9532102682"
"2024-07-03","1140.8475298153","712.9603252133","208.8576","81.024","103.7181847946","21.1470600941","10.0454473074","12.2591448496","9.2617679026","9.4315096","4.8","1.3165284655","0.4900038945","0.299817576","0.2406230656","0.01","0","0.0000812","0.0000058938","0","0.0000019128","0.0000010136","","0","","0","0","","","2316.7096325987"
"2024-07-04","1136.5266375627","709.8981355259","208.8576","81.024","103.7296142797","21.594944025","10.0253614087","12.2538348195","9.2703478477","9.4387444","4.8","1.3771348753","0.4937043461","0.300081576","0.2443480656","0.01","0","0.0000524","0.0000059562","0","0.0000019128","0.0000010136","0","0","","0","0","","","2309.8445500148"
"2024-07-05","1125.9422368011","706.5926307345","208.8576","81.024","103.7553438123","22.0908700913","9.9508459435","12.2528803473","9.4366571104","9.4275747501","4.8","1.474477634","0.4985100335","0.300081576","0.2461930656","0.01","0","0.0000888","0.0000057271","0","0.0000019128","0.0000007602","","0","","0","0","","","2296.6599990997"
"2024-07-06","1131.0838096224","706.4100277891","208.8576","81.024","103.7803247511","22.5213808744","10.3081334695","12.2410767467","9.3244530778","9.4335984","4.8","1.4740886882","0.4993641","0.299805576","0.2366906462","0.01","0","0.0000872","0.0000108625","0.0000004432","0.0000014349","0.0000010136","","0","","0","0","","","2302.3044546956"
"2024-07-07","1131.7231431118","709.3639012448","208.8576","81.024","103.8112468433","22.9065988585","10.0434723064","12.2417000786","9.2957949694","9.4376168","4.8","1.4741067083","0.4993642426","0.298725576","0.2471480656","0.01","0","0.000092","0.0000059084","0","0.0000019128","0.0000010136","","0","","0","0","","","2306.0345196401"
"2024-07-08","1131.4908328512","706.2741146518","208.8576","81.024","103.8446881913","23.3632142922","9.9866181226","12.2418407411","9.295295161","9.4334556","4.8","1.4759436731","0.4994638848","0.299829576","0.2465630656","0.01","0","0.0000636","0.0000059166","0","0.0000014349","0.0000007602","","0","","0","0","","","2303.1435315224"
"2024-07-09","1131.9553301636","705.1434894476","208.8576","81.024","103.8836417427","23.7728935763","10.0157209119","12.2513416078","9.2616336189","9.4492204","4.8","1.4749041666","0.5051585993","0.298782576","0.2465430656","0.01","0","0.0000632","0.00001095","0.0000004262","0.0000019128","0.0000010136","","0","","0","0","","","2302.9503373789"
"2024-07-10","1136.7463486137","705.9900276995","208.8576","81.024","103.9222201583","24.2378783292","10.3527256645","12.2519668737","9.2815226563","9.4401028","4.8","1.474057769","0.5120546444","0.300081576","0.2478230656","0.02","0","0.0000772","0.0000057813","0","0.0000019128","0.0000007602","","0","","0","0","","","2309.4584955045"
"2024-07-11","1135.1464409134","701.2841697508","208.8576","81.024","103.9654684129","24.5415508252","9.9454111832","12.2443351884","9.2321641722","9.4395616","4.8","1.4742131846","0.514655548","0.300087576","0.2354706462","0.01","0","0.0000912","0.0000059521","0","0.0000019128","0.0000010136","","0","","0","0","","","2303.0152290794"
"2024-07-12","1136.2132533046","705.3157621267","208.8576","81.024","104.0050085382","24.904597063","9.9483463153","12.3381489397","9.272637499","9.4364092","4.8","1.4741538229","0.517271936","0.300093576","0.2430730656","0.01","0.0259","0.0000948","0.0000061313","0","0.0000014349","0.0000010136","","0","","0","0","","","2308.6863587668"
"2024-07-13","1138.8625953327","704.3863159938","208.8477491184","81.024","104.0453797683","25.1487659251","9.9479294523","12.2747099816","9.2816764558","9.43667","4.8","1.4741118386","0.5181324984","0.299805576","0.2430630656","0.01","0.0245","0.0000592","0.0000059333","0","0.0000019128","0.0000010136","","0","","0","0","","","2310.6254730663"
"2024-07-14","1138.8477687737","704.3153967873","208.8576","81.024","104.0894002037","25.3922812265","9.9496765823","12.2430288024","9.1024677395","9.4379924","4.8","1.4740969886","0.5181324984","0.300078576","0.2426230656","0.01","0.0231","0.000058","0.0000059229","0","0.0000019128","0.0000010136","","0","","0","0","","","2310.6277104933"
"2024-07-15","1135.9912412005","704.0748065424","208.8576","81.024","104.127019053","25.7695463872","9.9593112365","12.2474430692","9.2573499178","9.4371004","4.8","1.474045248","0.5191456033","0.300081576","0.2430030656","0.01","0.0203","0.0000652","0.000008623","0.0000002291","0.0000019128","0.0000007602","","0","","0","0","","","2308.1120700246"
"2024-07-16","1141.6996794801","704.8168229354","208.8576","81.024","104.1610096732","26.1077181957","9.9770862984","12.2440344419","9.2900183605","9.4384688","4.8","1.4740962896","0.5243074368","0.300081576","0.2413280656","0.01","0.0231","0.000102","0.0000148763","0.0000409013","0.0000014349","0.0000010136","","0","","0","0","","","2314.9895117793"
"2024-07-17","1145.5139147328","705.0878069402","208.8576","81.024","104.1901165742","26.3793669715","9.9660988583","12.2436608141","9.208926997","9.4397756","4.8","1.4740762905","0.528941132","0.300075576","0.2391830656","0.01","0.0224","0.0000656","0.0000059937","0.0000001474","0.0000019128","0.0000007602","","0","","0","0","","","2319.2860179663"
"2024-07-18","1146.8233523098","706.7410698491","208.8576","81.024","104.2152330177","26.7572793787","9.9752262647","12.2449768546","9.2392844257","9.4387548","4.8","1.4741235528","0.5359556843","0.300075576","0.2293606462","0.01","0.0224","0.0000576","0.0000060438","0","0.0000019128","0.0000010136","","0","","0","0","","","2322.6887589298"
"2024-07-19","1152.6185025676","711.2905687109","208.8576","81.024","104.2171781516","27.1352642591","10.0057717292","12.2464522173","9.3032181914","9.4473096","4.8","1.4740542388","0.5434251743","0.299817576","0.2421780656","0.01","0.0154","0.0000388","0.0000058083","0","0.0000014349","0.0000018083","","0","","0","0","","","2333.5307883333"
"2024-07-20","1154.821915143","719.9259414442","208.8576","81.024","104.2168157992","27.6561329137","10.0430538776","12.2423972014","9.5844504173","9.4459012","4.8","1.4739913442","0.5449491408","0.297915576","0.2446880656","0.01","0.0133","0.000032","0.0000084021","0.0000002147","0.0000019128","0.0000015549","","0","","0","0","","","2345.2030962075"
"2024-07-21","1153.509895404","713.5934224464","208.8576","81.024","104.2089298617","27.9227252834","10.0389747765","12.2412101603","9.350971758","9.4455168","4.8","1.4740766506","0.5449491408","0.298455576","0.2347356462","0.01","0.0119","0.000028","0.000005773","0","0.0000014349","0.0000018198","","0","","0","0","","","2337.5674005316"
"2024-07-22","1153.5200113933","712.7067103156","208.8576","81.024","104.193467278","28.269943961","10.0432698051","12.2438151289","9.355561639","9.4448996","4.8","1.4740732125","0.5452096","0.299541576","0.2444430656","0.01","0.0112","0.0000308184","0.0000060479","0.0000000629","0.0000019128","0.0000018083","","0","","0","0","","","2337.0437872253"
"2024-07-23","1155.6922091761","712.8771241243","208.8576","81.024","104.2080046827","28.6744292543","10.0353143172","12.247018077","9.2902786579","9.4462072","4.8","1.4739164579","0.5504714352","0.299805576","0.2458230656","0.01","0.0224","0.0000588","0.0000059417","0","0.0000014349","0.0000020732","","0","","0","0","","","2339.754670274"
"2024-07-24","1151.6250220326","711.6015695998","208.8576","81.024","104.1572529875","28.9472042096","10.0016935504","12.2451422127","9.2824015193","9.4389808","4.8","1.4739652629","0.5552315565","0.299811576","0.2417230656","0.01","0.0196","0.000074","0.0000062834","0.0001465","0.0000019128","0.0000018198","","0","","0","0","","","2334.5814288889"
"2024-07-25","1147.5102070649","707.2557779062","208.8576","81.024","104.1653507008","29.2745134997","9.9715182152","12.2440769302","9.2507799201","9.4344128975","4.8","1.4741203225","0.5590459312","0.300075576","0.2378880656","0.01","0.0189","0.000048","0.0000057438","0.000115","0.0000019128","0.0000018083","","0","","0","0","","","2326.3884394948"
"2024-07-26","1149.2969809291","707.9303513381","208.8576","81.024","104.1125072215","29.6022791237","10.0473703269","12.2498565938","9.2322775151","9.43816","4.8","1.4740970903","0.5630731746","0.300081576","0.2377830656","0.01","0.0175","0.000036","0.0000059167","0.0001115","0.0000014349","0.0000020732","","0","","0","0","","","2329.1940748795"
"2024-07-27","1150.002622873","709.6074878441","208.8576","81.024","104.0728358449","29.9735082673","10.0431367954","12.2412690175","9.275298311","9.4229256","4.8","1.4740439414","0.5650347123","0.300075576","0.2376880656","0.01","0.0175","0.000046","0.0000060334","0.00011","0.0000019128","0.0000018198","","0","","0","0","","","2331.9251926145"
"2024-07-28","1148.3330883149","707.536232646","208.8576","81.024","104.0796997161","30.277210726","10.0380355683","12.2412676869","9.1783388056","9.4244764","4.8","1.4741030692","0.5650412424","0.300183576","0.2376880656","0.01","0.0175","0.000044","0.0000059917","0.00011","0.0000014349","0.0000018083","","0","","0","0","","","2328.3946290519"
"2024-07-29","1149.4909690224","714.6861523419","208.8576","81.024","104.0396612987","30.7082591383","10.0588606099","12.2506657878","9.3508434208","9.4265144","4.8","1.4740616872","0.5677940753","0.300183576","0.2374780656","0.01","0.0154","0.0000392","0.0000058979","0.0000935","0.0000019128","0.0000020732","","0","","0","0","","","2337.2985860078"
"2024-07-30","1154.8739989793","707.1973757865","208.8576","81.024","103.9913461084","31.0396233975","10.403877793","12.249140692","9.2691685468","9.4440604","4.8","1.4737405683","0.5725378515","0.300279576","0.2375880656","0.01","0.0147","0.0000568","0.0000135417","0.0000801426","0.0000019128","0.0000015549","","0","","0","0","","","2335.7591917169"
"2024-07-31","1147.9123635239","705.6652483288","208.8576","81.024","103.8720490619","31.4876391809","10.0224828373","12.2438810159","9.380133398","9.430266","4.8","1.4740473867","0.5752888901","0.298272576","0.2372330656","0.01","0.0126","0.0000376","0.0000093354","0.000081217","0.0000019128","0.0000020736","","0","","0","0","","","2327.3032374039"
"2024-08-01","1149.5899130179","709.0829746157","208.8576","81.024","103.8599929927","31.9081992772","10.0258382942","12.2449350949","9.4223811362","9.5395168","4.8","1.3164657898","0.5762884699","0.298455576","0.2369580656","0.01","0","0.000036","0.0000012","0","0.0000014349","0.0000015551","","0","","0","0","","","2332.7935593201"
"2024-08-02","1151.5747907775","708.1624580117","208.8394069104","81.024","103.7461962862","32.2191415142","10.2356923155","12.2454749376","9.397275494","9.4610836","4.8","1.3165491124","0.5786444798","0.299814576","0.2382630656","0.01","0","0.0001824","0.0000044021","0","0.0000014349","0.0000018198","","0","","0","0","","","2334.1489811377"
"2024-08-03","1150.0372173607","703.3891958198","208.8576","81.024","103.6748739094","32.4239100993","10.0822535303","12.2415136167","9.299737819","9.4882784","4.8","1.3164394466","0.5831524272","0.300075576","0.2372180656","0.01","0.014","0.000034","0.0000060438","0","0.0000019128","0.0000018083","","0","","0","0","","","2327.7795098355"
"2024-08-04","1151.4661986587","703.6674190595","208.8576","81.024","103.6766195531","32.6037623465","10.0766559518","12.2411363675","9.2697645682","9.4845164","4.8","1.3768762362","0.5831542533","0.300075576","0.2372730656","0.01","0.0133","0.000034","0.000006048","0","0.0000014349","0.0000018198","","0","","0","0","","","2329.6883953391"
"2024-08-05","1151.8894157543","697.0572878439","208.8576","81.024","103.6301211795","32.6527982025","10.0769274732","12.2485202555","9.4007648044","9.4861596","4.8","1.4741089499","0.5834830329","0.300075576","0.2373480656","0.01","0.0119","0.0000328","0.0000092875","0.0000002291","0.0000019128","0.0000018083","","0","","0","0","","","2323.7405567754"
"2024-08-06","1143.1979168","691.2599696182","208.8576","81.024","103.518072939","32.9649428543","10.1205313381","12.2422455791","9.3735901746","9.485328","4.8","1.4740501451","0.5861440928","0.300075576","0.2401730656","","0.0112","0.0000624","0.0000058396","0","0.0000014349","0.00000182","","0","","0","0","","","2309.4559116773"
"2024-08-07","1134.4881955075","688.7582638651","208.8576","81.024","103.5180735705","33.3442733623","10.0699257363","12.2450023374","9.409100976","9.4826692","4.8","1.4741199444","0.587941445","0.300075576","0.2420980656","0.01","0.0133","0.00003","0.0000059021","0.0000735","0.0000019128","0.0000020732","","0","","0","0","","","2298.6247529742"
"2024-08-08","1133.5168513903","688.6187241184","208.8576","81.024","103.5180729436","33.7228731202","10.0860527116","12.2483459842","9.3631278027","9.4826324","4.8","1.4740477554","0.5898984469","0.300075576","0.2424880656","0.01","0.014","0.000038","0.0000057958","0.0000985","0.0000014349","0.0000015551","","0","","0","0","","","2297.8689356007"
"2024-08-09","1134.5151438231","690.4066647614","208.8576","81.024","103.5180729479","34.086615622","10.0758018268","12.2424503945","9.3830765712","9.4728748","4.8","1.4740901669","0.5920543459","0.300075576","0.2421530656","0.01","0.0147","0.0000404","0.000006048","0.000085","0.0000019128","0.0000018083","","0","","0","0","","","2301.0155090704"
"2024-08-10","1133.5261951282","687.6814330629","208.8576","81.024","103.5180729528","34.4188954696","10.0755367403","12.2421410391","9.3494904825","9.4723288","4.8","1.4741721949","0.5927834568","0.300345576","0.2420280656","0.01","0.0126","0.000032","0.0000061063","0.00008","0.0000014349","0.0000018198","","0","","0","0","","","2297.5977443297"
"2024-08-11","1133.8466879156","687.8595731883","208.8576","81.024","103.5180729345","34.7779659249","10.0795413432","12.241926543","9.3343021935","9.4715312","4.8","1.4739764175","0.592815632","0.300075576","0.2426480656","0.01","0.0168","0.000036","0.0000058354","0.0001015","0.0000019128","0.0000018083","","0","","0","0","","","2298.4476639906"
"2024-08-12","1135.3533817567","690.1248501254","208.8576","81.024","103.5180731712","35.2386274999","10.0746758483","12.2428616241","9.4572501014","9.4738168","4.8","1.4741204044","0.5932190197","0.300066576","0.2419330656","0.01","0.0133","0.000032","0.0000061208","0.00008","0.0000019128","0.0000018198","","0","","0","0","","","2302.7978978461"
"2024-08-13","1134.4064534123","690.4302280762","208.8576","81.024","103.5180729574","35.6398666413","10.078062212","12.2421669169","9.4447585022","9.4726756","4.8","1.473971469","0.5943338555","0.300159576","0.2450480656","0.01","0.014","0.0000344","0.0000057771","0.00008","0.0000014349","0.0000018083","","0","","0","0","","","2302.5515207047"
"2024-08-14","1135.0631192217","694.5131437081","208.8576","81.024","103.5180729545","36.0644979017","10.0721735166","12.2411880671","9.5640717743","9.4709356","4.8","1.4741017869","0.5951914239","0.300345576","0.2467380656","0.01","0.0133","0.000032","0.0000060604","0.0000835","0.0000019128","0.0000018198","","0","","0","0","","","2307.8286048894"
"2024-08-15","1134.9131028794","691.8078745541","208.8576","81.024","103.5180729506","36.4268334282","10.06745783","12.2410987985","9.4399899479","9.472566","4.8","1.4740255253","0.59552802","0.300075576","0.2469680656","0.01","0.0133","0.0000268","0.0000057375","0.0000715","0.0000014349","0.0000018083","","0","","0","0","","","2305.2086008563"
"2024-08-16","1134.6000535216","688.8480320617","208.8576","81.024","103.51807295","36.7153344555","10.403068035","12.2410243264","9.4179861383","9.4724104","4.8","1.473730495","0.5961022924","0.299805576","0.2469330656","0.01","0.0154","0.000036","0.0000058542","0.000095","0.0000019128","0.00000182","","0","","0","0","","","2302.5396939045"
"2024-08-17","1134.3980016275","689.9937736288","208.8576","81.024","103.5180729473","37.0648968593","10.0715281931","12.2410463536","9.3706528718","9.4699292","4.8","1.4740789406","0.5967021744","0.300075576","0.2464830656","0.01","0.0126","0.00003","0.0000057813","0.000075","0.0000014349","0.0000018083","","0","","0","0","","","2303.4495554625"
"2024-08-18","1134.2352110605","685.1158316384","208.8576","81.024","103.5180730492","37.3289173478","10.0686826736","12.2410453666","9.2697611611","9.4724456","4.8","1.4740132663","0.5967021744","0.300075576","0.2465380656","0.01","0.0126","0.000026","0.0000058334","0.000075","0.0000019128","0.0000018198","","0","","0","0","","","2298.5716075455"
"2024-08-19","1134.3877447743","688.0331275757","208.8576","81.024","103.518072937","37.7063810789","10.0700235267","12.242026053","9.3031018129","9.4708016","4.8","1.4741555188","0.5968157308","0.300075576","0.2468230656","0.01","0.0119","0.000028","0.0000094208","0.0000762292","0.0000014349","0.0000020734","","0","","0","0","","","2302.052766408"
"2024-08-20","1134.8649145779","687.8221588229","208.8576","81.024","103.5180734335","38.0889726441","10.0719613336","12.2459911327","9.3674389812","9.4719012","4.8","1.4740623781","0.5974172878","0.298188576","0.2472380656","0.01","0.0175","0.000036","0.0000184729","0.0001198522","0.0000019128","0.0000015555","","0","","0","0","","","2302.7775962268"
"2024-08-21","1135.5417898178","688.3270838058","208.8576","81.024","103.5180732776","38.4577508664","10.0663589677","12.242142291","9.3729590578","9.4696636","4.8","1.4740934277","0.5978000546","0.300075576","0.2474480656","0.01","0.0168","0.000034","0.0000059938","0.0000945","0.0000019128","0.0000020738","","0","","0","0","","","2304.3237772884"
"2024-08-22","1135.7017078707","687.7827514001","208.8576","81.024","103.5180732567","38.8090116585","10.3992590094","12.2642764195","9.3385218243","9.46945","4.8","1.4741129697","0.6046085451","0.300075576","0.2375306462","0.01","0.0161","0.000042","0.00000595","0.000105","0.0000014349","0.0000018198","","0","","0","0","","","2304.6072353809"
"2024-08-23","1136.2394500218","689.1214562297","208.8576","81.024","103.5180729505","39.1720140204","10.3999007717","12.2417739107","9.3524419698","9.4701796","4.8","1.4740184779","0.6144403592","0.298725576","0.2474080656","0.02","0.0182","0.000042","0.0000061875","0.000107","0.0000019128","0.0000018083","","0","","0","0","","","2306.8698408619"
"2024-08-24","1136.0495098543","688.6164004476","208.8576","81.024","103.5180729433","39.536259343","10.0645805209","12.2409268505","9.3368867415","9.468218","4.8","1.4741724079","0.6154712496","0.298725576","0.2474730656","0.01","0.0203","0.000052","0.0000057709","0.000125","0.0000019128","0.0000020734","","0","","0","0","","","2306.1787837573"
"2024-08-25","1135.9974230049","686.6496991964","208.8576","81.024","103.5180729577","39.8585077915","10.0722536175","12.2409687974","9.2488103903","9.4742056","4.8","1.474038226","0.6154712496","0.298458576","0.2476680656","0.01","0.0203","0.0000528","0.0000057063","0.0001225","0.0000014349","0.0000020738","","0","","0","0","","","2304.4076619879"
"2024-08-26","1136.2794699619","687.0527492433","208.8576","81.024","103.5180734581","40.2276815741","10.4070189857","12.2435511578","9.2744209484","9.4786664","4.8","1.4741325025","0.6159874776","0.298725576","0.2472730656","0.01","0.0168","0.00004","0.0000058938","0.0000895","0.0000019128","0.0000015551","","0","","0","0","","","2305.8262892127"
"2024-08-27","1136.3173680956","685.8732905094","208.8576","81.024","103.5180734195","40.5729142731","10.0726882003","12.2440109971","9.2436494448","9.4792148","4.8","1.473992697","0.6172265541","0.298995576","0.2474180656","0.01","0.0203","0.000044","0.0000059396","0.0000885","0.0000019128","0.0000020732","","0","","0","0","","","2304.6708850581"
"2024-08-28","1136.314389702","684.5293093634","208.8576","81.024","103.5180734174","40.8578462938","10.0713750727","12.2425021691","9.2125674887","9.479788","4.8","1.4741248629","0.6287062186","0.298545576","0.2376806462","0.01","0.0161","0.0000444","0.0000090687","0.0001032171","0.0000014349","0.0000020732","","0","","0","0","","","2303.5727690047"
"2024-08-29","1138.3179162573","682.7919480596","208.8203696208","81.024","103.5180733965","41.1159764685","10.0801735745","12.26452172","9.1867894091","9.4952444","4.8","1.4741087604","0.6476518021","0.298005576","0.2467680656","0.01","0.0154","0.0000508","0.0000060188","0.0001005","0.0000019128","0.0000018198","","0","","0","0","","","2304.1071081618"
"2024-08-30","1138.320861958","685.4718583437","208.8576","81.024","103.5180734231","41.5208884639","10.0719644936","12.2448440837","9.2727573475","9.478296","4.8","1.4740762005","0.6522995203","0.299091576","0.2454080656","","0.0084","0.0000304","0.0000127563","0.0000589267","0.0000009566","0.00000129","","0","","0","0","","","2307.2605238055"
"2024-08-31","1138.0176056792","689.5162965954","208.8576","81.024","103.5180735278","41.9001228301","10.069557945","12.2411517863","9.377836367","9.4729346588","4.8","1.4738827705","0.6530012496","0.300183576","0.2449330656","0.02","0.0084","0.000014","0.0000059","0.000036","0.0000009566","0.0000013019","","0","","0","0","","","2311.4956382098"
"2024-09-01","1138.0590727436","706.6915498698","208.8576","81.024","103.6166758018","43.4528184582","9.9287181076","12.2409940866","9.297334201","9.5739056","4.8","0.2509140306","0.6747679512","0.3097530024","0.252865","0.01","0","0.0000008","0.0000012","0","0.0000014349","0.00000182","","0","","0","0","","","2329.0409741077"
"2024-09-02","1137.9939811524","708.8162620517","208.8576","81.024","103.6166755689","43.8503918962","10.0988925625","12.2686771875","9.3974681137","9.4746096","4.8","1.3164541904","0.6751605613","0.3100230024","0.252715","0.01","0","0.0000248","0.0000012","0","0.0000014349","0.0000018083","","0","","0","0","","","2332.7629401302"
"2024-09-03","1136.7890893437","712.1847168387","208.8576","81.024","103.6166755691","44.2712187362","10.1132043435","12.2655198647","9.458479428","9.4731051663","4.8","1.3164343409","0.6762092621","0.3097590024","0.252695","0.01","0","0.00003","0.0000130334","0.0000004261","0.0000014349","0.0000015549","","0","","0","0","","","2335.4187533449"
"2024-09-04","1136.3143487341","708.9427728036","208.8576","81.024","103.6166755724","44.5988664475","10.096436017","12.2425845685","9.4236869334","9.476069035","4.8","1.3767610837","0.6770777879","0.3097530024","0.25274","","0","0.000014","0.0000059896","0","0.0000019128","0.0000015549","","0","","0","0","","","2332.0093954428"
"2024-09-05","1136.4907384593","709.6439072431","208.8576","81.024","103.6166755578","45.0165144386","10.0991487023","12.2433691602","9.4136306423","9.4740852","4.8","1.4741570361","0.6777474205","0.3092130024","0.252545","0.01","0","0.000026","0.0000058375","0","0.0000009566","0.0000015549","","0","","0","0","","","2333.4033662116"
"2024-09-06","1136.3563707024","709.9701675693","208.8576","81.024","103.6166755742","45.3628656411","10.1045025468","12.2432767867","9.403932928","9.4752492","4.8","1.4740323337","0.6785634586","0.3094950024","0.25257","0.01","0.0063","0.000014","0.0000060791","0","0.0000014349","0.0000015549","","0","","0","0","","","2333.9456248121"
"2024-09-07","1134.8084272795","703.410645418","208.8576","81.024","103.6166755611","45.6768329283","10.1165114299","12.2410040237","9.2625706399","9.4719956","4.8","1.474046121","0.678961428","0.3097530024","0.25309","0.01","0.0084","0.0000412","0.000006023","0","0.0000014349","0.0000018198","","0","","0","0","","","2326.0205639095"
