"Service","EC2-Instances($)","EC2-Other($)","Elastic MapReduce($)","ElastiCache($)","Relational Database Service($)","S3($)","CloudWatch($)","VPC($)","Elastic Load Balancing($)","Route 53($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","EC2 Container Registry (ECR)($)","Key Management Service($)","Secrets Manager($)","Cost Explorer($)","Service Catalog($)","SQS($)","Lambda($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Systems Manager($)","CodeArtifact($)","CloudShell($)","CloudTrail($)","Glue($)","X-Ray($)","CloudFormation($)","Total costs($)"
"2024-12-01","1149.6033935929","744.3498249037","204.0192","121.536","48.4620725679","74.480582627","10.3043059544","12.2409637375","9.3414989416","9.6004512","4.8","0.3163282493","0.7715193682","0.291795576","0.2356080656","0.01","0","0.0000672","0.0000132","0.0000007478","0.0000019128","0.0000020071","","0","","0","0","","","2390.3636298518"
"2024-12-02","1151.4848876211","739.8114698265","204.0192","121.536","48.4620725781","74.8720459643","10.2381186314","12.2409806362","9.33831824","9.4987568","4.8","1.2043637879","0.7869762389","0.301206576","0.2347430656","0.01","0","0.000024","0.0000048604","0.0000006421","0.0000014349","0.0000015047","","0","","0","0","","","2388.8391724081"
"2024-12-03","1154.5517226882","743.3595006898","204.0192","121.536","48.4620725775","75.3731762129","10.2911902193","12.2409917886","9.3867578918","9.5018036","4.8","1.2044101416","0.7964284604","0.301536576","0.2352730656","0.01","0","0.0000684","0.000129042","0.0000009592","0.0000019128","0.0000017537","","0","","0","0","","","2396.0702659794"
"2024-12-04","1162.0236027904","743.0476405873","204.0192","121.536","48.4620725756","75.7705195597","10.3046826115","12.2409981815","9.3436456881","9.4978856","4.8","1.2647188686","0.8021023763","0.301371576","0.2355030656","0.01","0","0.0000328","0.0000369022","0.0000009647","0.0000014349","0.0000020076","","0","","0","0","","","2403.66001759"
"2024-12-05","1164.17115473","746.0959028156","204.0192","121.536","48.4620725823","76.2989769401","10.2846721644","12.2409816458","9.4125867108","9.4981776","4.8","1.3619884048","0.806320902","0.301479576","0.2346480656","0.01","0","0.000022","0.0000102084","0.0000006342","0.0000014349","0.0000015057","","0","","0","0","","","2409.5341979206"
"2024-12-06","1169.7758846575","749.0786292815","204.005802672","121.5360000037","48.4620725716","76.9231335831","10.3978865925","9.7263446997","9.398836553","9.4989084","4.8","1.3619589986","0.8131003708","0.301098576","0.2346480656","0.01","0","0.0001184","0.0002801049","0.0000007478","0.0000019128","0.0000017591","","0","","0","0","","","2416.3247079502"
"2024-12-07","1169.3479473609","745.8770518605","204.0192","121.5360000213","48.4620725846","76.8865601093","10.2793976117","3.60030188","9.4034463349","9.4978864","4.8","1.361994703","0.8146845142","0.301263576","0.2347430656","0.01","0","0.0000252","0.0000187918","0.0000005364","0.0000014349","0.0000015057","","0","","0","0","","","2406.4325974908"
"2024-12-08","1164.2629316773","742.8161265927","204.0192","121.536000036","48.4620726491","77.1480565501","10.2818381386","3.6002968103","9.3342605082","9.4991116","4.8","1.3619929458","0.814806456","0.301536576","0.2346480656","0.01","0","0.0000348","0.0000509626","0.0000054694","0.0000014349","0.0000017542","","0","","0","0","","","2398.4829730268"
"2024-12-09","1163.4771400093","746.6561650854","204.0192","121.536000036","48.4620727429","77.4197431884","10.2744827786","3.6002649431","9.4288736566","9.4990876","4.8","1.3619722031","0.815406956","0.302025576","0.2355030656","0.01","0.0042","0.0000396","0.0000218083","0.0000973102","0.0000019128","0.0000017591","","0","","0","0","","","2401.9023002314"
"2024-12-10","1164.3204618965","745.8656548097","204.0192","121.536000036","48.4620726303","77.8661887956","10.2894212203","3.600230641","9.4627423512","9.499074","4.8","1.3619840003","0.8171187544","0.302493576","0.2355980656","0.01","0.0042","0.0000588","0.000067046","0.0001115501","0.0000019128","0.0000020076","","0","","0","0","","","2402.4526820934"
"2024-12-11","1178.1061860789","748.911086432","204.0192","121.536000036","48.4620725723","78.6063962415","10.4261727161","3.6002335969","9.4514221179","9.498102","4.8","1.3619506327","0.8183754687","0.300096576","0.2350780656","","0.0035","0.0001588","0.0004019069","0.0000722967","0.0000014349","0.0000015057","","0","","0","0","","","2420.1365084788"
"2024-12-12","1175.946365819","750.960973355","205.7297386536","121.536000036","48.4620746784","78.8170138991","10.5054443208","3.6002307091","9.5012062687","9.4965313625","4.8","1.3619828051","0.8198853656","0.299358576","0.2403380656","0.01","0.0042","0.000088","0.0002255441","0.0000625853","0.0000014349","0.0000020061","","0","","0","0","","","2422.0917234849"
"2024-12-13","1175.7292773333","750.3701760333","206.4384","121.536000036","48.4620751301","79.2241325435","10.3935761376","3.600231748","9.4109482097","9.4999981763","4.8","1.3619606702","0.8222911802","0.299148576","0.2418630656","0.01","0.0042","0.0000684","0.0001877565","0.0000715667","0.0000019128","0.0000017581","","0","","0","0","","","2422.2046102339"
"2024-12-14","1174.2249270255","744.7190286299","206.4384","121.536000036","48.4620735685","79.5560576597","10.4255994685","3.6002297853","9.3301784915","9.5090844","4.8","1.3619905505","0.823330644","0.299115576","0.2422930656","0.01","0.0035","0.0000908","0.0002073028","0.0000587684","0.0000019128","0.0000017537","","0","","0","0","","","2415.3421694387"
"2024-12-15","1173.6582698587","743.4559667264","206.4384","121.536000036","48.4620736969","79.9924487031","10.4184474013","3.6002257776","9.2934182226","9.5100076","4.8","1.3619641372","0.823330644","0.299115576","0.2421130656","0.01","0.0042","0.0000764","0.0001696652","0.0000607842","0.0000014349","0.0000015057","","0","","0","0","","","2413.9062912354"
"2024-12-16","1174.3101578065","749.3389847591","206.4384","121.536000036","48.4620740394","80.4347370452","10.876855795","3.6002254575","9.3908447982","9.5076744","4.8","1.3597016326","0.8240260595","0.299061576","0.2421280656","0.01","0.0042","0.00019","0.0003705444","0.0000622842","0.0000019128","0.0000020071","","0","","0","0","","","2421.4356982191"
"2024-12-17","1176.0006936549","757.0585531893","206.4384","121.536000036","48.4620753668","80.9995405065","10.7713809706","3.6002254041","9.3839928682","9.5089596","4.8","1.3536137153","0.826680462","0.299121576","0.2419780656","0.01","0.0035","0.0002056","0.0003700406","0.0000569513","0.0000014349","0.0000017591","","0","","0","0","","","2431.2953512012"
"2024-12-18","1162.4614606296","748.722994978","206.4384","121.536000036","48.4620763186","82.0119230963","10.3873806187","3.6002253245","9.2522726611","9.5035928","4.8","1.3535760873","0.830309108","0.299115576","0.2321306462","0.01","0.0056","0.0001112","0.0002890506","0.0000548535","0.0000019128","0.0000015057","","0","","0","0","","","2409.9075164029"
"2024-12-19","1160.1978207703","747.847607052","206.4384","121.536000036","48.4620761254","82.0451192425","10.5881891982","3.6002471542","9.2612780793","9.4916332","4.8","1.3505531043","0.8326229605","0.299886576","0.2423380656","0.01","0.0049","0.0002428","0.0003368777","0.0000609105","0.0000014349","0.0000017542","","0","","0","0","","","2407.0093153416"
"2024-12-20","1165.7989274784","757.4936599274","206.4384","121.5360000339","48.4620754982","82.3449832369","10.3837688421","3.6003199495","9.4022837114","9.491796","4.8","1.3535708115","0.8340065005","0.299055576","0.2420530656","0.01","0.0042","0.0001272","0.0003102988","0.0000569513","0.0000019128","0.0000017591","","0","","0","0","","","2422.4955987534"
"2024-12-21","1165.8505912729","754.2110969871","206.4384","121.5360000171","48.4620738858","81.8220866095","10.3783621748","3.6003349014","9.3019431138","9.4951236","4.8","1.3536006411","0.8359143563","0.299055576","0.2323506462","","0.0035","0.0000632","0.0001218939","0.0000548456","0.0000014349","0.0000015052","","0","","0","0","","","2418.6206766616"
"2024-12-22","1165.3252439538","747.6880266255","206.4384","121.536","48.4620729908","81.6892312369","10.3899447744","3.6003234396","9.0965578718","9.4968676","4.8","1.3536594258","0.8359162824","0.299175576","0.2420380656","0.01","0.0035","0.0000808","0.0001666839","0.0000566627","0.0000014349","0.0000020071","","0","","0","0","","","2411.2672654312"
"2024-12-23","1174.4483837554","754.561010944","206.4384","121.536","48.4620745857","82.1726554857","10.4320603481","3.6002286902","9.2189244818","9.4965452","4.8","1.3535828143","0.8364132459","0.299082576","0.2422080656","0.01","0.0042","0.000084","0.0002100755","0.0000634798","0.0000019128","0.0000015057","","0","","0","0","","","2427.9121311665"
"2024-12-24","1238.9995762402","757.1943251449","206.4384","121.536","48.4620749894","82.5508419176","10.4575416042","3.600225205","9.2051699111","9.4958944","4.8","1.3536447972","0.8439352356","0.299154576","0.2322456462","0.01","0.0042","0.0000456","0.0000803045","0.0000543741","0.0000014349","0.0000017586","","0","","0","0","","","2495.4834131395"
"2024-12-25","1190.913956684","756.2024084276","206.4384","121.536","48.4620743209","82.9058223532","10.4559751132","3.6002221242","9.1771748081","9.4977376","4.8","1.3536001499","0.8511282096","0.299055576","0.2417730656","0.01","0.0042","0.0000536","0.0000970586","0.0000491056","0.0000019128","0.0000017542","","0","","0","0","","","2446.7497318635"
"2024-12-26","1193.7014491778","761.1340725036","206.4384","121.536","48.4620739226","83.4310284506","11.1130038686","3.6002283353","9.3161044369","9.4971832","4.8","1.353630329","0.8511282096","0.299016576","0.2417480656","0.01","0.0035","0.0000412","0.0000607461","0.0000526127","0.0000014349","0.0000017591","","0","","0","0","","","2455.7887248284"
"2024-12-27","1191.4224675121","761.7478056425","206.4384","121.536","48.4620748571","83.8899574485","10.4691798876","3.6002284462","9.3493789169","9.4978124","4.8","1.3535540782","0.8512106246","0.299160576","0.2420480656","0.01","0.0077","0.0000604","0.0001256919","0.0000471342","0.0000014373","0.0000015174","","0","","0","0","","","2453.9772146361"
"2024-12-28","1190.6815672715","760.8523235844","206.4384","121.536","48.4620742076","84.3216345624","10.4498612308","3.600228446","9.3109332201","9.51067","4.8","1.3536041114","0.8514084264","0.299193576","0.2420130656","0.01","0.007","0.0000688","0.0001357607","0.0000524228","0.0000019208","0.0000015325","","0","","0","0","","","2452.727172139"
"2024-12-29","1191.3365681197","757.4087141948","206.4384","121.536","48.46207449","84.6771533887","10.4426594746","3.6002253984","9.1915249077","9.51412","4.8","1.3536449639","0.8514084264","0.299193576","0.2422130656","0.01","0.0084","0.0000712","0.0001372462","0.0000498273","0.0000014429","0.0000015368","","0","","0","0","","","2450.172561259"
"2024-12-30","1192.124110452","772.145745642","206.4384","121.536","48.4620744055","85.3269084518","10.499568216","5.2544428829","9.5203689297","9.5154576","4.8","1.3536117851","0.8516190425","0.37487022","0.2422380656","0.01","0.007","0.0000824","0.0001681983","0.0000491056","0.0000014429","0.0000020371","","0","","0","0","","","2468.462718877"
"2024-12-31","1278.0010124566","778.9609970433","206.4384","121.536","48.4620737647","85.9120546311","10.5245371272","6.8402301838","9.6454817162","9.6163688","4.8","1.3536336312","0.8521770668","0.431747832","0.2418630656","","0.0084","0.0000584","0.000124213","0.0000574694","0.00000192","0.0000015359","","0","","0","0","","","2563.6252208568"
"2025-01-01","1266.7404985236","759.441799553","206.4384","121.536","48.4620744186","86.117156226","10.3035608199","6.8402269839","9.118338939","9.6131452","4.8","1.0184125017","0.852623664","0.419495832","0.2424230656","0.02","0","0.0000888","0.000009","0.0000002114","0.0000014429","0.0000015341","","0","","0","0","","","2531.9642567157"
"2025-01-02","1201.2496099297","763.1533046505","206.4384","121.536","48.462073765","86.5715373462","10.8524028476","6.8402346556","9.8254437863","9.51621","6.345165389","1.1960000696","0.8532472925","0.433106832","0.2377969902","0.06","0","0.000118424","0.0000901149","0.0000004228","0.00000192","0.0000020376","","0","","0","0","","","2473.5707464735"
"2025-01-03","1206.8335888918","768.4451679714","206.4384","121.536","48.4620732052","87.1056074182","11.3150462688","6.8402644843","10.5432986204","9.5154972","7.2","1.1960617504","0.855135846","0.432587832","0.2549362912","0.05","0","0.000091636","0.0001401191","0.0000007298","0.0000014413","0.0000012844","","0","","0","0","","","2487.0239009903"
"2025-01-04","1206.1986310356","761.0186293041","206.4384","121.536","48.4620734673","87.4020263745","11.5154958938","6.84023265","10.3586546307","9.5124936","7.2","1.2563563221","0.8565516624","0.431807832","0.2547162912","0.05","0","0.000075244","0.0001216648","0.000001134","0.0000014421","0.000002039","","0","","0","0","","","2479.3322705876"
"2025-01-05","1207.1271035342","766.8004248803","206.4384","121.536","48.4620748824","87.9473788114","11.5102542093","6.8402684617","10.4780302554","9.5114576","7.2","1.3536230098","0.8565516624","0.431807832","0.2547562912","0.06","0","0.00006884","0.0000941397","0.000000273","0.0000014413","0.0000015341","","0","","0","0","","","2486.8082976582"
"2025-01-06","1195.9356119735","774.4609895896","206.4384","121.536","51.43543771","88.5702523758","11.8801403214","6.8402333062","10.5971305318","9.5136404","7.2","1.3536563532","0.8640303326","0.433046832","0.2542360222","0.05","0","0.000130036","0.000181367","0.0000016625","0.0000019208","0.0000017826","","0","","0","0","","","2487.3631225172"
"2025-01-07","1198.8713947891","775.7914753292","217.1993072256","121.536","52.8926579801","88.8675009365","11.4877417344","6.8402513021","10.4770139397","9.515414","7.2","1.3536069289","1.410276769","0.432854832","0.2678445168","0.05","0","0.00013724","0.0001673443","0.0000017565","0.0000014421","0.0000017893","","0","","0","0","","","2504.1936498556"
"2025-01-08","1211.2771388748","787.1045028397","224.5824","121.536","52.8926575132","89.4080920081","11.7216158722","6.8402709425","10.6321337652","9.5051204","7.2","1.353638002","0.9119566248","0.432074832","0.2676895168","0.06","0","0.00005604","0.0000715815","0.0000003864","0.0000014421","0.0000015371","","0","","0","0","","","2535.7254221784"
"2025-01-09","1215.8859273456","782.2713540224","224.5824","143.48","52.8926562709","89.8785414331","12.609181178","6.8401101014","10.6073231323","9.5059548","7.2","1.3536319751","0.9119566248","0.432596832","0.274983764","0.04","0.0042","0.00005284","0.0000731377","0.0000017825","0.0000014429","0.0000015336","","0","0.0000000534","0","0","","","2558.7709482697"
"2025-01-10","1231.2302145615","793.0857088104","224.5824","162.048","52.8926577926","90.3825849144","12.4795202523","6.8400055393","10.7491618995","9.5061316","7.2","1.3536343299","0.9245557094","0.432896832","0.2803927424","0.05","0.0042","0.000039236","0.0000353148","0.0000012397","0.0000014421","0.0000020406","","0","","0","0","","","2604.0421442569"
"2025-01-11","1237.3446048915","795.8796752358","224.5824","162.048","52.8926574247","90.8117584921","12.4825927406","6.8400046792","10.6463308627","9.5051452","7.2","1.3536218943","0.9127559568","0.432506832","0.2807377424","0.05","0.0042","0.00005844","0.0000966066","0.0000016752","0.0000014413","0.0000015327","","0","","0","0","","","2613.2671516479"
"2025-01-12","1238.9416535876","793.43942883","224.5824","162.048","52.8926561472","91.2266576406","12.4841372342","6.8400058688","10.586716033","9.5041552","7.2","1.3535872301","0.9127559568","0.432506832","0.2805377424","0.06","0.0042","0.000040836","0.0000430793","0.000001134","0.0000014421","0.0000015357","","0","","0","0","","","2612.7894863298"
"2025-01-13","1247.4336465861","794.4321708435","224.5824","162.048","52.892656415","92.1900042762","12.7396480875","6.8400078033","10.6931388837","9.5062648","7.2","1.353633022","0.9127559568","0.432395832","0.2809227424","0.05","0.0028","0.00006884","0.0001200647","0.0000016548","0.0000014429","0.0000015327","","0","","0","0","","","2623.5906387836"
"2025-01-14","1273.2460384836","790.0360457289","224.5824","162.048","52.8926581011","92.1081857637","14.6400638591","6.8400154506","10.5705328382","9.5051808","7.2","1.3535913809","0.9205148655","0.432596832","0.2804477424","0.05","0.0042","0.000960032","0.0000447691","0.0000482243","0.0000014413","0.0000017807","","0","","0","0","","","2646.7115280934"
"2025-01-15","1284.084003133","790.573010668","224.5824","162.048","52.8926585437","92.5334760155","15.0990485913","6.8401768544","10.5540537321","9.5119716","7.2","1.3536418312","0.9132660504","0.433109832","0.2807677424","0.05","0.0084","0.001772436","0.0000519544","0.0000534226","0.0000014429","0.0000017877","","0","","0","0","","","2658.9598656376"
"2025-01-16","1289.969244066","799.6379191616","224.5824","162.048","71.3494777561","93.1097262712","13.3925925598","6.8401771417","10.6573916755","9.5073594038","7.2","1.3536352988","0.9278255005","0.432959832","0.2817201078","0.05","0.0084","0.001884436","0.0002328316","0.0000499235","0.0000014413","0.0000015313","","0","","0","0","","","2691.3509989385"
"2025-01-17","1275.7513220258","799.2190258754","224.5824","162.048","78.3138205156","93.6399004462","13.4228463755","6.8403875137","10.7452419534","9.5056436","7.2","1.3536207484","0.9426698399","0.432827832","0.3032207528","0.06","0.0084","0.001794836","0.000114461","0.0000449072","0.00000192","0.0000015341","","0","0.0000000344","0","0","","","2684.3712851714"
"2025-01-18","1289.652416346","800.0381023579","224.5824","162.048","78.3138199544","94.112344121","13.7002863145","6.8404707635","10.7056893392","9.50589","7.2","1.353632909","0.9169402944","0.432692832","0.3067441936","0.04","0.007","0.001784836","0.000099796","0.0000491241","0.0000014421","0.0000015322","","0","","0","0","","","2699.7583661559"
"2025-01-19","1324.1289123039","799.0160114507","224.5824","162.048","78.3138232845","94.5884294422","13.4135505818","6.8404761602","10.6642334797","9.5044628","7.2","1.3535822488","0.9169402944","0.432506832","0.3070191936","0.06","0.0084","0.001818836","0.0001631899","0.0000505364","0.0000014421","0.0000015327","","0","","0","0","","","2733.3807836089"
"2025-01-20","1335.9792844821","809.7324994938","224.5824","162.048","78.3138212068","95.2226358104","13.3931240397","6.8404790628","10.9903092759","9.5060796","7.2","1.3536192621","0.9169402944","0.432599832","0.3068391936","0.05","0.007","0.00180324","0.0001221983","0.0000546596","0.0000014421","0.0000017828","","0","","0","0","","","2756.8776148764"
"2025-01-21","1332.4880784748","829.9694482569","224.5824","162.048","78.3138242547","95.7742833611","13.523159715","6.8405039084","11.7258515002","9.4994188","7.2","1.3536196762","0.917824416","0.433403832","0.3180692472","0.05","0.0084","0.001835636","0.0001790564","0.0000555397","0.0000014429","0.0000017872","","0","","0","0","","","2775.0483589047"
"2025-01-22","1358.7489508556","843.6758131627","224.5824","162.048","78.3138236965","96.2680407489","13.6846064543","6.8404511553","11.6400770205","9.4972416","7.2","1.3535936503","0.9999972283","0.432413832","0.3229224192","0.05","0.0098","0.001845236","0.0001670381","0.0000534226","0.0000014421","0.0000015343","","0","","0","0","","","2815.6702004967"
"2025-01-23","1369.4350864771","838.9663527498","224.5824","162.048","78.3138255126","96.7097646662","13.6723567952","6.8404729996","11.3968495501","9.5092256","7.2","1.3535872478","0.9236414544","0.432125832","0.3236274192","0.06","0.007","0.001826036","0.0001848672","0.0000487035","0.0000019208","0.0000017842","","0","","0","0","","","2821.7763796157"
"2025-01-24","1374.7537263646","840.2544110934","224.5824","162.048","78.3138251376","96.9721290534","13.9565322204","6.8404732812","11.4925086145","9.4980688","7.2","1.3535868397","0.9236414544","0.433067832","0.3228674192","0.1","0.0098","0.001184844","0.0002385087","0.0000524163","0.0000014429","0.000001535","","0","","0","0","","","2829.0565168573"
"2025-01-25","1373.7935175955","833.1751660197","224.5824","162.048","78.313823409","97.1344505346","13.4641998204","6.8404730989","11.3061609531","9.4951252","7.2","1.3536520118","0.9236414544","0.432518832","0.3210824192","0.09","0.0112","0.000148848","0.0002706277","0.0000543169","0.0000019216","0.0000017937","","0","","0","0","","","2820.4858888565"
"2025-01-26","1378.2278443677","829.7786836997","224.5824","162.048","78.3138237358","97.4126952432","13.4517146487","6.8404746961","11.1514988685","9.4964304","7.2","1.3536127224","0.9236414544","0.432692832","0.3205424192","0.11","0.0056","0.000152048","0.0002997672","0.000056134","0.0000014437","0.0000017881","","0","","0","0","","","2821.6501662687"
"2025-01-27","1386.0580345349","839.838401488","224.5824","162.048","78.3138244545","98.0556778558","13.4856271609","6.8404976875","11.4141479822","9.4958764","7.2","1.3535095227","0.9236414544","0.432875832","0.3217874192","0.08","0.0084","0.000136048","0.0002272986","0.0000552112","0.0000014445","0.0000017846","","0","","0","0","","","2840.453123579"
"2025-01-28","1388.1656865488","771.4396193411","224.5824","162.048","78.3138244834","98.7108925528","13.4467765797","6.840469158","11.0246157219","9.2950664","7.2","1.3536678388","1.4123884089","0.432923832","0.3252374192","0.15","0.0084","0.000058444","0.0000868273","0.0000658125","0.0000014437","0.0000015387","","0","","0","0","","","2774.7501823508"
"2025-01-29","1390.6285406822","770.2592915657","224.5824","162.048","78.3138231479","98.5086537343","13.4664771756","6.8404460698","11.2280128689","9.2324724","7.2","1.353609653","1.153871496","0.432896832","0.3243374192","0.09","0.007","0.00008564","0.0001010608","0.0000674684","0.0000014429","0.0000020369","","0","","0","0","","","2775.6700906936"
"2025-01-30","1384.6680985385","772.9974314952","224.5824","162.048","78.3138246778","99.0766337407","13.4590690432","6.8400355657","11.3382139212","9.2912564","7.2","1.3535814617","0.9421415016","0.53774154","0.3252324192","0.11","0.0084","0.00007684","0.0001327731","0.0000523092","0.0000014421","0.0000015306","","0","","0","0","","","2773.0923251998"
"2025-01-31","1381.8308250003","827.0111060028","224.5824","162.048","78.3138262035","99.7914166638","13.445448075","7.4765568319","11.4857048096","9.4721292","7.2","1.3536271536","0.9421415016","0.626781216","0.3252474192","0.09","0.0084","0.000072836","0.0001355982","0.0000549762","0.0000019216","0.0000015359","","0","","0","0","","","2826.0038769452"
"2025-02-01","1394.3917064564","906.2358694014","224.5824","162.048","78.7665901973","110.4406550606","14.100108288","7.7925876293","11.5484308074","9.5886692","7.2","1.0184139982","1.0430852208","0.6798764112","0.3620271432","0.09","0","0.000268836","0.0000356","0.0000008327","0.0000014421","0.0000017907","","0","","0","0","","","2929.8887283153"
"2025-02-02","1395.5498635073","890.4735535405","224.5824","162.048","78.7665879304","110.7480978734","13.6317043122","7.79244289","11.1216357941","9.4908492","7.2","1.1960165992","1.0430852208","0.6917564112","0.3598121432","0.11","0","0.000186844","0.0001841794","0.0000006057","0.0000019208","0.0000015327","","0","","0","0","","","2914.8061805049"
"2025-02-03","1402.7568422784","896.0926352319","224.5824","162.048","78.766588139","111.3857709109","13.5523818225","7.7927275124","11.3272947658","9.4918584","7.2","1.1960109669","1.1092373978","0.6919604112","0.3591071432","0.09","0","0.000096036","0.0002200261","0.0000008248","0.0000014429","0.000001784","","0","","0","0","","","2928.4431350938"
"2025-02-04","1406.8514870344","894.3410402402","224.5824","162.048","78.766588911","111.8104741839","13.5386646553","7.7923250391","11.2747729014","9.4914164","7.2","1.2563943262","1.0449169104","0.6919214112","0.3585321432","0.09","0","0.0000888697","0.0001709275","0.0000020902","0.0000014429","0.0000015325","","0","","0","0","","","2931.1391990191"
"2025-02-05","1401.2951372834","897.2342216361","224.5824","162.048","78.7665886562","112.4459549709","13.5259794205","7.7923017889","11.6300519384","9.4892439776","7.2","1.3536090749","1.3523032587","0.6923174112","0.3549171432","0.08","0","0.00006404","0.0001084545","0.0000012399","0.0000014437","0.0000017907","","0","","0","0","","","2929.8432035288"
"2025-02-06","1406.0234506325","898.5144466426","224.5664838816","162.048","78.7665890002","112.8956292159","13.5361848151","7.7923226624","11.8588419249","9.5002688","7.2","1.3536260934","1.0522998312","0.6918704112","0.3529121432","0.11","0","0.00007364","0.0001482025","0.0000010285","0.0000019216","0.0000020376","","0","","0","0","","","2936.2631528844"
"2025-02-07","1399.2966874044","900.8659006547","220.4310281544","162.048","78.7665881551","113.4529936736","13.8571787759","7.7923165919","12.469447003","9.4736084","7.2","1.3536052132","1.0522998312","0.6920744112","0.3530221432","0.09","0","0.00007684","0.0001391921","0.0000019877","0.0000014445","0.0000015359","","0","","0","0","","","2929.194971412"
"2025-02-08","1388.8828389356","896.2810816158","216.1152","162.048","78.7665885415","113.859793764","13.6529261878","7.7924747119","12.494143136","9.4610316","7.2","1.3535889281","1.0522998312","0.6876944112","0.3545671432","0.13","0","0.0001736476","0.0002390609","0.000001263","0.0000014422","0.0000015373","","0","","0","0","","","2910.1326457573"
"2025-02-09","1386.6743382606","894.0465705622","216.1152","162.048","78.7665894342","114.3471704301","13.5591990886","7.7928133447","12.503940423","9.4613868","7.2","1.3536445346","1.0522998312","0.6919424112","0.3535671432","0.09","0","0.000107236","0.0002096838","0.0000505362","0.0000019208","0.000002038","","0","","0","0","","","2906.0570336784"
"2025-02-10","1385.6394230525","899.7048153217","216.1152","162.048","78.7665895054","114.9738762572","13.6184867378","7.7928080938","12.7523379934","9.463222","7.2","1.3535932039","1.0655015668","0.6918884112","0.3427528575","0.09","0.0035","0.000108848","0.0001698629","0.000059098","0.0000014446","0.0000015416","","0","","0","0","","","2911.6223357963"
"2025-02-11","1382.5825177434","933.6237816689","216.1152","162.048","78.7665887547","115.4449910599","13.5399430145","7.7927916412","12.6477130804","9.4617064","7.2","1.3536423867","1.4961348154","0.6930104112","0.3533371432","0.09","0.0042","0.000064044","0.0001015463","0.0000886685","0.0000014454","0.0000020412","","0","","0","0","","","2943.2138158649"
"2025-02-12","1390.8827675192","2919.4755978997","216.1152","162.048","78.7665902742","116.0478860615","13.6744674468","7.7930691175","12.7675377437","9.4606796","7.2","1.3536271171","1.0845605015","0.7229264112","0.3437178575","0.11","0.0049","0.000157632","0.0002883319","0.0000769459","0.0000014421","0.0000015327","","0","0.0000000229","0","0","","","4937.8520534574"
"2025-02-13","1423.1555853311","1007.5132623994","216.1152","162.048","78.7665884946","116.5186787296","13.6679536102","7.7930189593","12.6112485376","9.4644188","7.2","1.3535995664","1.5077641367","0.7199864112","0.3539021432","0.09","0.0028","0.00014124","0.0003017318","0.000061","0.0000014421","0.0000015357","","0","","0","0","","","3058.8825140689"
"2025-02-14","1615.4741304801","1116.1235548717","216.1152","162.048","78.7665909979","117.0599809093","13.8056712277","7.7931527587","12.6871842595","9.4736816","7.2","1.3535820944","1.0930012272","0.7223594112","0.3548271432","0.09","0.0049","0.000458044","0.0013629295","0.0000568381","0.0000019192","0.0000017863","","0","","0","0","","","3360.167698498"
"2025-02-15","1400.5386977522","1206.8948495182","216.1152","162.048","78.7665890818","117.5688258386","13.7636618109","7.7930914913","12.6245380632","9.4707244","7.2","1.3536063958","1.0930012272","0.6965909832","0.3550621432","0.08","0.007","0.000282828","0.0005048803","0.0000628092","0.0000014421","0.0000017861","","0","","0","0","","","3236.3702924513"
"2025-02-16","1400.9778415584","1218.0567016714","216.1152","162.048","78.7665893614","118.1034017837","14.0101828508","7.7933890322","12.7271961393","9.4663788","7.2","1.3536431223","2.3078364285","0.7196744112","0.3588121432","0.11","0.007","0.000393632","0.000726593","0.0000646263","0.0000019208","0.0000015325","","0","","0","0","","","3250.123035607"
"2025-02-17","1402.7672148915","1212.7681968713","216.6192","162.048","78.7665893468","119.4651829991","13.8966311085","7.7932240243","12.6518802996","9.4686432","7.2","1.3536378255","2.9391112774","0.7197854112","0.3562871432","0.09","0.0084","0.000362436","0.0007470661","0.0000570898","0.0000014405","0.000001781","","0","","0","0","","","3248.9131542118"
"2025-02-18","1402.8312003678","1205.4430430853","217.854866376","162.048","83.2746954925","119.0878738386","13.6187417377","7.7929985656","12.5763016766","9.4743916","7.2","1.3535811794","1.2411526611","0.7188734112","0.3527271432","0.09","0.007","0.000104832","0.0002332527","0.0000650587","0.0000014422","0.0000017845","","0","","0","0","","","3244.9658535051"
"2025-02-19","1402.1436319364","1214.7506787359","216.1152","162.048","83.2945583364","119.4807938552","13.6774606743","7.7929930089","12.6615704574","9.4743012","7.2","1.353662609","1.2268952496","0.7203254112","0.3531071432","0.09","0.0084","0.00013844","0.00029153","0.0000617565","0.00000192","0.0000015324","","0","","0","0","","","3252.3920737964"
"2025-02-20","1420.9083217074","1216.8205496158","216.1151075664","162.048","83.2972395381","120.0266351871","14.1423797627","7.7930406119","12.7102524824","9.4669576","7.2","1.3916675632","1.2313081366","0.7205534112","0.3536371432","0.09","0.007","0.000258032","0.0009334708","0.0000702703","0.0000014421","0.0000020302","","0","","0","0","","0","3274.3239155714"
"2025-02-21","1435.8112842403","1211.4930755218","216.1152","162.048","87.6648462828","120.558492136","13.8247512734","7.7931038067","12.7129612591","9.471232","7.2","1.5710185885","1.2477456444","0.7199174112","0.3558121432","0.11","0.0098","0.00027684","0.0007024287","0.0000621756","0.0000019184","0.0000020311","","0","","0","0","","","3288.7082857012"
