"Service","EC2-Instances($)","EC2-Other($)","Elastic Load Balancing($)","VPC($)","Network Firewall($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","S3($)","Lambda($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","Route 53($)","Cost Explorer($)","DynamoDB($)","Service Catalog($)","Key Management Service($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Athena($)","Elastic File System($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-08-15","110.9209930125","57.7388407941","13.5711476297","16.714536667","9.5770478298","2.4","1.6161346167","0.3563166012","","0.142775484","0.1566205176","0.0066684","0.01","0.0213120648","0.0133","0.003672","0.0017468","0.0000255","0.0000019128","0.0000020734","","0.00000006","0","0","","213.2511419636"
"2024-08-16","111.3541464618","57.6367574146","13.5548525976","16.7073712275","9.5523474262","2.4","1.6161346167","0.3607598001","","0.143075484","0.1566205176","0.0066444","0.01","0.0213120648","0.0119","0.003672","0.0017504","0.000027","0.0000019128","0.0000015549","","0.00000006","0","0","","213.5373749386"
"2024-08-17","110.9173458722","57.4826479798","13.5219874176","16.7062391819","9.5241302854","2.4","1.6157313909","0.3573429669","","0.142835484","0.1566205176","0.0059468","0.01","0.0213120648","0.0126","0.003672","0.0017456","0.000024","0.0000014349","0.0000020732","","0.00000006","0","0","","212.8801851292"
"2024-08-18","110.9649908831","57.4179381028","13.5033535759","16.705339145","9.5564768431","2.4","1.6161346167","0.3610787743","","0.142835484","0.1566205176","0.0057908","0.01","0.0213120648","0.0126","0.00306","0.0017456","0.000021","0.0000019128","0.0000015549","","0.00000006","0","0","","212.879300935"
"2024-08-19","111.211911574","57.3265763328","13.4712822575","16.6030658733","9.5299586328","2.4","1.6161346167","0.3650031681","","0.142835484","0.1566205176","0.0057824","0.01","0.0213120648","0.0133","0.003672","0.001744","0.0000225","0.0000019128","0.0000018198","","0.00000006","0","0","","212.8792252142"
"2024-08-20","111.3248484979","57.6436601654","13.5470992352","16.5854991685","9.5429836501","2.4","1.6161557954","0.3723474279","0.0000016617","0.143385484","0.1566205176","0.0059984","0.01","0.0213120648","0.0147","0.003672","0.001754","0.0000351029","0.0000014349","0.0000020732","","0.00000006","0","0","","213.3900767395"
"2024-08-21","110.9395749641","57.4650350788","13.5272034507","16.5910906621","9.49690936","2.4","1.6163046178","0.3743812273","","0.143195484","0.1566205176","0.0093052","0.01","0.0213120648","0.0175","0.003672","0.001754","0.000033","0.0000019128","0.0000015553","","0.00000006","0","0","","212.7738951553"
"2024-08-22","111.6159094806","57.5186812676","13.521706885","16.5863268137","9.5470970717","2.4","1.6162869866","0.3791387873","0.0000031767","0.1372815055","0.1566205176","0.006498","0.01","0.0213120648","0.0168","0.003672","0.0017528","0.0000312068","0.0000014349","0.0000020738","","0.00000006","0","0","","213.5391221326"
"2024-08-23","112.7844508657","57.521904775","13.5310216528","16.5872437517","9.560953677","2.4","1.6161346201","0.383401539","","0.143075484","0.1566205176","0.0066368","0.01","0.0213120648","0.0175","0.00306","0.001754","0.0000345","0.0000019128","0.0000015553","","0.00000006","0","0","","214.7451077758"
"2024-08-24","112.4394679321","57.4382491212","13.4981955036","16.6250254988","9.5784784021","2.4","1.6161346201","0.3868211331","","0.143135484","0.1566205176","0.006636","0.01","0.0213120648","0.021","0.003162","0.0017596","0.000039","0.0000014349","0.0000020734","","0.00000006","0","0","","214.3460404457"
"2024-08-25","112.2642779382","57.3500194434","13.4659999695","16.7848583037","9.5539890364","2.4","1.6161358045","0.3912119674","0.00000159","0.143555484","0.1566205176","0.0066648","0.01","0.0213120648","0.021","0.003264","0.0017588","0.0000411034","0.0000019128","0.0000020736","","0.00000006","0","0","","214.1907148693"
"2024-08-26","114.5266570585","57.3790125371","13.4780390923","16.9089981071","9.560503598","2.4","1.6166858225","0.3936843091","0.0000016033","0.143215484","0.1566205176","0.0066708","0.01","0.0213120648","0.0161","0.00306","0.0017516","0.0000321047","0.0000019128","0.0000015555","","0.00000006","0","0","","216.6223482273"
"2024-08-27","114.6502841981","57.5589424012","13.5048898935","16.9888066753","9.6130858613","2.4","1.6157913966","0.3976362855","","0.143285484","0.1612980989","0.0068284","0.01","0.0213120648","0.0182","0.003162","0.0017456","0.000033","0.0000014349","0.0000020736","","0.00000006","0","0","","217.0953049277"
"2024-08-28","114.6100284087","57.5089228701","13.51511583","17.0688731678","9.557923671","2.4","1.6161370404","0.4013074023","0.00000317","0.1372815055","0.1636794528","0.0069812","","0.0213120648","0.0126","0.003162","0.0017456","0.0000342104","0.0000014349","0.0000020736","","0.00000006","0","0","","217.0251111623"
"2024-08-29","116.9854801919","57.6183458138","13.5319033311","16.850415833","9.4979404178","2.4","1.6161346246","0.4057456717","","0.143105484","0.1654908497","0.0069832","0.01","0.0213120648","0.0154","0.002835","0.0017504","0.00003","0.0000019128","0.0000015549","","0.00000006","0","0","","219.2728764101"
"2024-08-30","116.6585602814","57.540547184","13.5029795868","16.6590112259","9.5272675905","2.4","1.6161358108","0.4104269248","0.0000015917","0.142595484","0.1661291064","0.0071636","0.01","0.0213120648","0.0084","0.00336","0.0017416","0.0000171036","0.0000009566","0.0000015549","","0.00000006","0","0","","218.6756517262"
"2024-08-31","116.6470850668","57.541415936","13.4895890483","16.5854240385","9.5612632391","2.4","1.6161346258","0.4128433569","","0.142355484","0.1661291064","0.00714","0.02","0.0213120648","0.0084","0.00378","0.0017348","0.0000095","0.0000009566","0.00000129","","0.00000006","0","0","","218.6246185732"
"2024-09-01","116.6496044434","59.1144209169","13.4759714917","16.5858038795","9.5769576581","2.4","0.5100057903","0.4298939344","","0.1472666664","0.1716667512","0.3069548","0.01","0.0035520672","0","0.003672","0.0017396","0","0.0000014349","0.0000015549","","0.0000000624","0","0","","219.3875130513"
"2024-09-02","116.3033339841","59.1554186102","13.5094172602","16.5857130646","9.5484098752","2.4","1.6701157467","0.4356038813","","0.1470866664","0.1716667512","0.007188","0.01","0.0213120672","0","0.003672","0.0017336","0","0.0000014349","0.0000018085","","0.0000000624","0","0","","219.9706748129"
"2024-09-03","115.4046453181","59.4460740772","13.5438360398","16.5859347142","9.5796390636","2.4","1.6700057467","0.4411348786","","0.1470266664","0.1716667512","0.0068252","","0.0213120672","0","0.003672","0.0017348","0","0.0000014349","0.0000013015","","0.0000000624","0","0","","219.4235101218"
"2024-09-04","114.5873841373","59.6776357215","13.5365596281","16.5924965946","9.7136545908","2.4","1.6730969991","0.446874971","0.0000015683","0.1470866664","0.1716667512","0.0071756","0.01","0.0213120672","0","0.003672","0.0017356","0.0000001098","0.0000014349","0.0000015549","","0.0000000624","0","0","","218.9903560575"
"2024-09-05","114.4160033254","59.3372409862","13.5103216086","16.5859956656","9.5597714919","2.4","1.6700092273","0.4486425685","0.0000045084","0.1470266664","0.1716667512","0.0072616","0.01","0.0213120672","0","0.003162","0.0017348","0.0000003272","0.0000014349","0.0000015553","","0.0000000624","0","0","","218.2901566465"
"2024-09-06","114.6572073598","59.2706368304","13.5021495779","16.5872660745","9.5235821051","2.4","1.6810704935","0.4513078924","0.000005855","0.1470266664","0.1716667512","0.0070216","0.01","0.0213120672","0.007","0.002856","0.0017348","0.000000505","0.0000014349","0.0000018085","","0.0000000624","0","0","","218.4418478842"
"2024-09-07","112.5316677307","59.1091865033","13.4838332609","16.6953360172","9.524540128","2.4","1.6700057556","0.4565985744","","0.1470866664","0.1716667512","0.0068064","0.01","0.0213120672","0.0091","0.003672","0.0017372","0","0.0000014349","0.00000182","","0.0000000624","0","0","","216.2425523722"
"2024-09-08","114.3600409411","59.1107251963","13.4788662221","16.7277501541","9.5278729015","2.4","1.6746557556","0.4605871218","","0.1471466664","0.1716667512","0.0068844","0.01","0.0213120672","0.007","0.003672","0.0017356","0","0.0000014349","0.0000015551","","0.0000000624","0","0","","218.1099188297"
"2024-09-09","113.1106315472","59.470307601","13.5456335888","16.8802415906","9.6314821474","2.4","1.6715657556","0.471913937","","0.1470566664","0.1716667512","0.006476","0.01","0.0213120672","0.0042","0.003474","0.001736","0","0.0000009566","0.00000129","","0.0000000624","0","0","","217.5476999614"
"2024-09-10","112.9456158946","59.4561062482","13.5400734013","17.074327148","9.6408715936","2.4","1.6715457556","0.4711592938","","0.1473366664","0.1716667512","0.0061376","0.01","0.0213120672","0.0119","0.003672","0.0017408","0","0.0000014349","0.0000018198","","0.0000000624","0","0","","217.573468537"
"2024-09-11","112.9025328343","59.2739340167","13.5428671569","17.0715964361","9.5275886327","2.4","1.6703657556","0.4746115894","","0.1470966664","0.1716667512","0.0061484","0.01","0.0213120672","0.007","0.003267","0.0017348","0","0.0000014349","0.0000018083","","0.0000000624","0","0","","217.2317254121"
"2024-09-12","114.5044539649","59.3222601018","13.5443724712","16.9939329261","9.5294459732","2.4","1.6701657556","0.4802742813","","0.1409755553","0.1716667512","0.0060352","0.01","0.0213120672","0.007","0.00306","0.0017372","0","0.0000019128","0.0000015549","","0.0000000624","0","0","","218.8066957779"
"2024-09-13","113.3602636984","59.2266077978","13.5172898956","16.8258002598","9.5021374688","2.4","1.669589089","0.4817312996","","0.1470866664","0.1716667512","0.0063736","0.01","0.0213120672","0.007","0.002961","0.001736","0.0000105","0.0000014349","0.0000013015","","0.0000000624","0","0","","217.3515688926"
"2024-09-14","112.573284108","59.2456128705","13.5104120312","16.9617678317","9.528851965","2.4","1.6708724224","0.4858122077","","0.1470866664","0.1716667512","0.0067044","0.01","0.0213120672","0.007","0.00204","0.001736","0.0000105169","0.0000014349","0.0000018083","","0.0000000624","0","0","","216.7441731438"
"2024-09-15","112.5686977372","59.6801585542","13.4922050208","16.9138614461","9.5295833778","2.4","1.6709057556","0.4888474318","","0.1470866664","0.1716667512","0.0067168","0.01","0.0213120672","0.0091","0.00306","0.001736","0.0000135169","0.0000019128","0.0000018198","","0.0000000624","0","0","","217.1149549202"
"2024-09-16","113.4582640775","59.8086158826","13.5223178013","16.713703549","9.5497387974","2.4","1.6717257556","0.4944201337","","0.1470866664","0.1716667512","0.0071504","0.01","0.0213120672","0.0084","0.00306","0.0017356","0.0000120169","0.0000014349","0.0000018083","","0.0000000624","0","0","","217.9892128044"
"2024-09-17","113.3282752092","59.9660395819","13.5276588193","16.7838708817","9.5662051656","2.4","1.6700357556","0.5025737928","","0.1470866664","0.1716667512","0.006898","0.01","0.0213120672","0.0077","0.003468","0.001736","0.0000105","0.0000014349","0.0000015549","","0.0000000624","0","0","","218.1145402431"
"2024-09-18","113.8476841536","59.9339124886","13.5255610138","16.8254584484","9.5017186335","2.4","1.6700057556","0.5035149709","","0.1470866664","0.1716667512","0.0068684","0.01","0.0213120672","0.007","0.00357","0.0017372","0.000012","0.0000014349","0.0000015549","","0.0000000624","0","0","","218.5771116014"
"2024-09-19","113.1905065254","60.1937749422","13.5576460483","16.7933084199","9.5796230092","2.4","1.6701557556","0.5095510473","","0.1471066664","0.1763904447","0.0067804","0.01","0.0213120672","0.0084","0.003468","0.001736","0.0000150503","0.0000014349","0.0000015549","","0.0000000624","0","0","","218.2697774287"
"2024-09-20","114.3668595787","60.0562722227","13.5272508493","16.709109178","9.5475772765","2.4","1.6700057556","0.5127290511","","0.1470966664","0.1817355936","0.007532","","0.0213120672","0.0077","0.003468","0.001736","0.0000105","0.0000019128","0.0000020732","","0.0000000624","0","0","","219.1603987875"
"2024-09-21","112.6641458743","59.9545588514","13.4949225035","16.7563350247","9.4990435433","2.4","1.6683390892","0.5144757527","","0.1471466664","0.1817355936","0.0074468","0.01","0.0213120672","0.007","0.003264","0.0017368","0.0000135169","0.0000014349","0.0000015549","","0.0000000624","0","0","","217.3314791354"
"2024-09-22","112.6133864186","59.942850488","13.465090001","16.8252576247","9.5127661672","2.4","1.6700057556","0.5193079062","","0.1470866664","0.1817355936","0.0075252","0.01","0.0213120672","0.007","0.003162","0.0017372","0.000012","0.0000014349","0.0000015549","","0.0000000624","0","0","","217.3282381407"
"2024-09-23","116.9200931466","60.142994907","13.4970187835","16.9547127678","9.5284615017","2.4","1.6700657556","0.5227399875","","0.1471566664","0.1831751723","0.0077264","0.01","0.0213120672","0.007","0.002958","0.0017348","0.0000105","0.0000019128","0.0000015549","","0.0000000624","0","0","","222.0171639857"
"2024-09-24","120.2161564184","60.3770211599","13.5111080742","17.0180582218","9.5480564341","2.4","1.6766924224","0.5264100419","","0.1473466664","0.1846635504","0.0075752","0.01","0.0213120672","0.007","0.003015","0.0017372","0.0000105","0.0000009566","0.0000018198","","0.0000000624","0","0","","225.6561657955"
"2024-09-25","135.8510224877","61.2845269103","13.7312545664","16.9298281174","9.5386217248","2.4","1.6700057556","0.5332962802","","0.1409555553","0.1846635504","0.0072112","0.01","0.0213120672","0.0049","0.003468","0.0017324","0.000006","0.0000014349","0.0000015436","","0.0000000624","0","0","","242.3128076562"
"2024-09-26","144.5893859817","61.0058511735","13.8277017104","16.9458846621","9.502817931","2.4","1.6700657556","0.5553663252","","0.1473266664","0.1846635504","0.007636","0.01","0.0213120672","0.0098","0.003264","0.0017416","0.000021","0.0000014349","0.0000015549","","0.0000000624","0","0","","250.8828414757"
"2024-09-27","131.7005638056","60.8088382552","13.8754080809","16.7207839416","9.5245761306","2.4","1.6796490891","0.5612481017","","0.1478516664","0.1846635504","0.0075912","0.01","0.0213120672","0.0161","0.002958","0.0017504","0.0000285","0.0000019128","0.0000020734","","0.0000000624","0","0","","237.6633268373"
"2024-09-28","121.4882886651","59.766670833","13.7147223617","16.7089737307","9.5272191881","2.4","1.6700057556","0.5629360702","","0.1417555553","0.1846635504","0.0073724","0.01","0.0213120672","0.0175","0.00315","0.0017504","0.0000315","0.0000014349","0.0000015551","","0.0000000624","0","0","","226.2263551297"
"2024-09-29","121.3583639984","59.6186995376","13.6551719155","16.8254415935","9.500087348","2.4","1.6700057556","0.566647387","","0.1479266664","0.1846635504","0.007486","0.01","0.0213120672","0.0175","0.003045","0.0017528","0.000033","0.0000019128","0.0000020736","","0.0000000624","0","0","","225.9881406684"
"2024-09-30","120.4710155906","59.6327092542","13.6478503663","16.7200648062","9.4943282493","2.4","1.6703457556","0.5757719901","","0.1478066664","0.1846635504","0.0113004","0.01","0.0213120672","0.0175","0.003045","0.0017516","0.00003","0.0000014349","0.0000015549","","0.0000000624","0","0","","225.0094983485"
"2024-10-01","119.9733136616","58.1426121971","13.6739901178","16.6600063999","9.5558804814","2.4","0.3963765663","0.5623130259","","0.143015484","0.1831634363","1.5084216","0.01","0.0213120648","0","0.002262","0.0017524","0","0.0000019128","0.0000018202","","0.00000006","0","0","","223.2344232281"
"2024-10-02","120.9121063037","58.0487785063","13.6484500686","16.8085500377","9.5302201573","2.4","1.6161346344","0.5658596752","","0.143135484","0.1857673536","0.0083284","0.01","0.0213120648","0","0.003045","0.0017516","0","0.0000019128","0.0000018198","","0.00000006","0","0","","223.9034430782"
"2024-10-03","121.2555648058","58.4288854496","13.7169102677","16.8311948326","9.6592710814","2.4","1.6161114086","0.5740156179","","0.143070484","0.1870166207","0.0086876","0.01","0.0213120648","0.0161","0.003045","0.0017492","0","0.0000014349","0.0000018083","","0.00000006","0","0","","224.8729377363"
"2024-10-04","117.8858827779","58.2664213928","13.7445187576","16.8638354849","9.5298128319","2.4","1.6161346344","0.5788690778","","0.143025484","0.1884523464","0.0087588","0.01","0.0213120648","0.0266","0.003045","0.0017504","0","0.0000019128","0.000002024","","0.00000006","0","0","0","221.2884230493"
"2024-10-05","117.5547431634","58.3672876593","13.7551882972","16.7298441759","9.5279379015","2.4","1.614924957","0.5825978039","","0.142955484","0.1884523464","0.007912","0.01","0.0213120648","0.0329","0.003045","0.0017516","0","0.0000019128","0.0000015047","","0.00000006","0","0","","220.9408559309"
"2024-10-06","117.6122523169","58.3191293181","13.6877476185","16.5961356243","9.5269626963","2.4","1.6161346344","0.5890288678","","0.143135484","0.1884523464","0.0075112","0.01","0.0213120648","0.0322","0.003045","0.0017524","0","0.0000014349","0.0000020056","","0.00000006","0","0","","220.754803072"
"2024-10-07","118.5231280398","58.6620370686","13.5538052588","16.5911604544","9.5613241135","2.4","1.6161346344","0.5869184201","","0.143075484","0.1884523464","0.00865","0.01","0.0213120648","0.0287","0.003045","0.0017528","0.0000000169","0.0000019128","0.0000017532","","0.00000006","0","0","","221.8994994277"
"2024-10-08","119.1721837582","58.9915755434","13.5767725081","16.5856419546","9.5352452639","2.4","1.6161346344","0.5894151127","","0.143015484","0.1884523464","0.008438","0.01","0.0213120648","0.0294","0.003045","0.0017516","0","0.0000014349","0.0000017591","","0.00000006","0","0","","222.8723865245"
"2024-10-09","119.1890044272","59.1602468721","13.6153273105","16.587683079","9.5707645718","2.4","1.6216046344","0.6007688232","","0.142775484","0.1884523464","0.0086476","0.01","0.0213120648","0.0252","0.00315","0.0017492","0.0000270169","0.0000019128","0.0000017542","","0.00000006","0","0","","223.1467171573"
"2024-10-10","119.8029019698","59.00777692","13.5933797193","16.5865859989","9.5548990384","2.4","1.6161346344","0.6041595312","","0.142970484","0.1892164422","0.0080608","0.01","0.0213120648","0.028","0.00357","0.0017464","0.000024","0.0000019128","0.0000017586","","0.00000006","0","0","","223.5707417344"
"2024-10-11","119.7086876643","58.9693568579","13.5719614963","16.6948133702","9.5333281516","2.4","1.6161346344","0.603890401","","0.143135484","0.189869556","0.0078276","0.01","0.0213120648","0.0329","0.00231","0.0017528","0.000036","0.0000014349","0.0000017542","","0.00000006","0","0","","223.5073193296"
"2024-10-12","119.1610190783","59.1172284558","13.6486024961","16.7053230994","9.5222642549","2.4","1.6161346344","0.6092532655","","0.143315484","0.189869556","0.0069372","0.01","0.0213120648","0.0378","0.003675","0.0017552","0.000039","0.0000019128","0.0000020076","","0.00000006","0","0","","223.1945327696"
"2024-10-13","119.1746246154","59.1908538148","13.6755832661","16.8306672824","9.5492606253","2.4","1.6161346344","0.6174479848","","0.1372215055","0.189869556","0.0066764","0.01","0.0213120648","0.0378","0.002205","0.0017564","0.0000315","0.0000019128","0.0000017591","","0.00000006","0","0","","223.4614483814"
"2024-10-14","119.5440864837","59.3848637596","13.7300268514","16.996748298","9.5582511713","2.4","1.6161346344","0.6266602424","","0.1374615055","0.189869556","0.007906","0.01","0.0213120648","0.035","0.003255","0.0017564","0.000036","0.0000014349","0.0000017542","","0.00000006","0","0","","224.2633712162"
"2024-10-15","120.7847869568","59.2973081182","13.68032441","17.0702096004","9.5394383469","2.4","1.6161346344","0.6323470649","","0.143375484","0.189869556","0.0086416","0.01","0.0213120648","0.0357","0.00315","0.0017588","0.0000345","0.0000019128","0.0000017591","","0.00000006","0","0","","225.4343948683"
"2024-10-16","120.6746088413","59.0825195417","13.6087339078","16.920380676","9.5726348462","2.4","1.615274957","0.631574242","","0.143195484","0.189869556","0.0088916","0.01","0.0213120648","0.035","0.00294","0.0017476","0.000036","0.0000018855","0.0000017542","","0.00000006","0","0","","224.9187230165"
"2024-10-17","120.719446543","59.0658563878","13.6082642963","16.7266199475","9.5328815571","2.4","1.6164546344","0.6366483005","","0.1371815055","0.1921491798","0.0083756","0.01","0.0213120648","0.0322","0.00315","0.0017528","0.00003","0.000001749","0.0000017591","","0.00000006","0","0","","224.7123263848"
"2024-10-18","120.3517506644","58.9959835043","13.5775068225","16.5875532054","9.5512393901","2.4","1.6162546344","0.6369784494","","0.142895484","0.194083164","0.0087476","0.01","0.0213120648","0.0273","0.003045","0.0017504","0.0000315","0.0000014349","0.0000017542","","0.00000006","0","0","","224.1264351324"
"2024-10-19","120.4207048795","58.9706988525","13.5879266668","16.665149585","9.5545170902","2.4","1.6161346344","0.6395288731","","0.143015484","0.194083164","0.007464","0.01","0.0213120648","0.0315","0.003045","0.00175","0.00003","0.0000019128","0.0000020071","","0.00000006","0","0","","224.2668642742"
"2024-10-20","120.4232245598","59.0624939262","13.6064502955","16.7061525324","9.551414966","2.4","1.6161346344","0.6469454853","","0.143135484","0.194083164","0.0074476","0.01","0.0213120648","0.0315","0.003045","0.0017528","0.00003","0.0000014349","0.0000015047","","0.00000006","0","0","","224.425125512"
"2024-10-21","120.5944218703","59.2059007097","13.6423253111","16.8053068846","9.5308651853","2.4","1.6161346344","0.6579811671","","0.1369215055","0.194083164","0.0086532","0.01","0.0213120648","0.0266","0.00315","0.0017504","0.000024","0.0000019128","0.0000020076","","0.00000006","0","0","","224.8554340772"
"2024-10-22","121.4957324273","59.2238258724","13.6514976059","16.9529834285","9.5982575219","2.4","1.6166546344","0.6629780265","","0.142955484","0.194083164","0.0083548","0.01","0.0213120648","0.0224","0.00315","0.0017468","0.0000285","0.0000019128","0.0000015052","","0.00000006","0","0","","226.0059638077"
"2024-10-23","121.3567677572","59.1730854847","13.6491899348","16.9498794168","9.5313272473","2.4","1.6161946344","0.6658311491","","0.142715484","0.194083164","0.008188","0.01","0.0213120648","0.0266","0.003045","0.0017432","0.0000195","0.0000014349","0.0000020071","","0.00000006","0","0","","225.7499855391"
"2024-10-24","121.9900493937","59.36105526","13.6542621776","17.0402162824","9.5619238121","2.4","1.6157314086","0.6712918059","","0.1371215055","0.1960854161","0.0075708","0.01","0.0213120648","0.0224","0.003045","0.001744","0.0000225","0.0000014349","0.0000017591","","0.00000006","0","0","","226.6938346807"
"2024-10-25","121.8910521969","59.3348298581","13.6465589619","17.0442466387","9.4961601466","2.4","1.6161346344","0.6745291837","","0.142765484","0.1993419168","0.0083104","0.01","0.0213120648","0.0238","0.00315","0.0017456","0.000021","0.0000019128","0.0000017542","","0.00000006","0","0","","226.5139618129"
"2024-10-26","121.0631778592","59.3417846191","13.6321736866","16.968138207","9.5286788083","2.4","1.6161346344","0.6780724169","","0.142835484","0.1993419168","0.007508","0.01","0.0213120648","0.0238","0.003045","0.001742","0.0000195","0.0000014349","0.0000017581","","0.00000006","0","0","","225.6377674501"
"2024-10-27","120.8892942524","59.2571576816","13.6035202041","16.8604302094","9.5288513218","2.4","1.6161346344","0.6793318552","","0.1368015055","0.1993419168","0.0074964","0.01","0.0213120648","0.0245","0.003045","0.0017432","0.0000195","0.0000019128","0.0000015057","","0.00000006","0","0","","225.2389832245"
"2024-10-28","121.7229743628","59.4569085519","13.6409042433","16.8790097231","9.5330516331","2.4","1.6157314086","0.6919329725","","0.142955484","0.1993419168","0.0088144","0.01","0.0213120648","0.0084","0.00315","0.0017468","0.0000195","0.0000019128","0.0000020056","","0.00000006","0","0","","226.3362570393"
"2024-10-29","121.5321154139","59.5119988996","13.6550197124","16.8662072348","9.5699347995","2.4","1.6161346344","0.6975715809","","0.142835484","0.1993419168","0.0082364","0.01","0.0213120648","0.0042","0.003045","0.0017512","0.00003","0.0000014349","0.0000015057","","0.00000006","0","0","","226.2397373417"
"2024-10-30","122.2140364654","59.361941071","13.6561091761","16.91611177","9.5303282854","2.4","1.6161346344","0.7031373312","","0.143015484","0.1993419168","0.007942","0.01","0.0213120648","0.0042","0.002415","0.0017468","0.000024","0.0000019128","0.0000020076","","0.00000006","0","0","","226.7877999795"
"2024-10-31","121.3611113708","59.1805050453","13.580681094","16.9455463153","9.4989919163","2.4","1.6161346344","0.7034830416","","0.143075484","0.1993419168","0.0077912","0.01","0.0213120648","0.0042","0.00273","0.001748","0.00003","0.0000014349","0.0000017542","","0.00000006","0","0","","225.6766853324"
"2024-11-01","121.4685523145","60.7560098569","13.5207217485","16.975202048","9.5186753936","2.4","0.23000577","0.7256284777","","0.1476866664","0.2059866528","0.7078108","0.01","0.01776","0","0.001044","0.0017492","0","0.0000019128","0.0000017591","","0.0000000624","0","0","","226.6868366627"
"2024-11-02","121.7195074135","60.7262104433","13.5255313333","16.9134852824","9.5151566983","2.4","1.6702657556","0.7297398692","","0.1475666664","0.2059866528","0.006824","0.01","0.0213120672","0","0.003045","0.001742","0","0.0000019128","0.0000017542","","0.0000000624","0","0","","227.5963769114"
"2024-11-03","121.1288317232","60.7030329879","13.509917348","16.8256246617","9.524998338","2.4","1.6700057556","0.732232429","","0.1475666664","0.2059866528","0.0067764","0.01","0.0213120672","0","0.00315","0.0017444","0","0.0000014349","0.0000017586","","0.0000000624","0","0","","226.8911826857"
"2024-11-04","122.0486319513","60.8379454136","13.5766676082","16.8526132761","9.5335324511","2.4","1.6700057556","0.7443065292","","0.1473666664","0.2059866528","0.0077916","0.01","0.0213120672","0","0.003054","0.0017452","0","0.0000019128","0.0000015057","","0.0000000624","0","0","","228.0609626524"
"2024-11-05","122.0751709429","60.8793964478","13.5883613999","16.8263932355","9.5335359781","2.4","1.6700057556","0.7507199499","","0.1473866664","0.2059866528","0.00729","0.02","0.0213120672","0","0.003045","0.0017432","0","0.0000014349","0.0000020066","","0.0000000624","0","0","","228.1303508"
"2024-11-06","122.169813263","60.9724842356","13.5774366624","16.8745744321","9.5482040381","2.4","1.6700057556","0.7538055379","","0.1474466664","0.2059866528","0.0079348","0.05","0.0213120672","0","0.003045","0.0017456","0.0000075","0.0000019128","0.0000017591","","0.0000000624","0","0","","228.4038059454"
"2024-11-07","121.9071040023","60.9054892934","13.5785920769","16.7966671478","9.5343694953","2.4","1.6700057556","0.7586930684","","0.1477466664","0.2059866528","0.0079676","0.06","0.0213120672","0","0.00168","0.0017468","0.0000225","0.0000014349","0.0000017542","","0.0000000624","0","0","","227.9973863776"
"2024-11-08","122.0504593112","60.9107222219","13.5757568409","16.6090310713","9.5029826038","2.4","1.6700057556","0.7640613844","","0.1477966664","0.2059866528","0.0076132","0.05","0.0213120672","0","0.000012","0.0017524","0.000027","0.0000019128","0.0000017591","","0.0000000624","0","0","0","227.9175229098"
"2024-11-09","121.68065153","60.852508981","13.5684256362","16.5860254113","9.4952176259","2.4","1.6700057556","0.7643569674","","0.1476866664","0.2059866528","0.0072564","0.05","0.0213120672","0","","0.0017468","0.00003","0.0000014349","0.0000020071","","0.0000000624","0","0","","227.4512139982"
"2024-11-10","121.1378752254","60.8538406773","13.545496141","16.5860567252","9.4981841572","2.4","1.6700057556","0.7679301497","","0.1476866664","0.2059866528","0.0073804","0.06","0.0213120672","0","","0.0017492","0.0000285","0.0000019128","0.0000015052","","0.0000000624","0","0","","226.9035357982"
"2024-11-11","121.7193358703","60.9684765317","13.5928468806","16.5913319255","9.5290449568","2.4","1.6700057556","0.7790861701","","0.1413055553","0.2059866528","0.008012","0.05","0.0213120672","0","0.002079","0.0017444","0.0000195","0.0000014349","0.0000015052","","0.0000000624","0","0","","227.6805902684"
"2024-11-12","121.4247756961","60.995271945","13.5912085727","16.5863689859","9.5487735394","2.4","1.6700057556","0.7831822297","","0.1473866664","0.2059866528","0.007824","0.05","0.0213120672","0.0042","0.004119","0.0017408","0.000015","0.0000019128","0.0000017537","","0.0000000624","0","0","","227.4421746397"
"2024-11-13","121.4347659487","60.8971118353","13.5922672415","16.5880790824","9.536658459","2.4","1.6700057556","0.7863232315","","0.1472666664","0.2059866528","0.0078504","0.06","0.0213120672","0.0042","0.003102","0.0017428","0.0000165","0.0000014349","0.0000017591","","0.0000000624","0","0","","227.3566918968"
"2024-11-14","121.2723493373","60.793673357","13.5689459697","16.5880191108","9.5573727939","2.4","1.6700057556","0.7906883142","","0.1573066664","0.2059866528","0.0078672","0.05","0.0213120672","0.0049","0.003948","0.0017344","0.0000301174","0.0000014349","0.0000015057","","0.0000000624","0","0","","227.0941427453"
"2024-11-15","121.9791645339","59.6106724372","13.5611415962","16.5862997077","9.5325896707","2.4","1.6700057556","0.7767372868","","0.1905916664","0.2059866528","0.0078132","0.05","0.0213120672","0.0056","0.003915","0.0017432","0.000018","0.0000014349","0.0000020076","","0.0000000624","0","0","","226.6035942794"
"2024-11-16","123.8043901859","59.5558736135","13.5532546958","16.5861069566","9.5026248945","2.4","1.6700057556","0.7760475171","","0.1905566664","0.2059866528","0.0067972","0.05","0.0213120672","0.0049","0.00318","0.001742","0.0000195","0.0000014349","0.0000015052","","0.0000000624","0","0","","228.3328007079"
