"Service","EC2-Other($)","EC2-Instances($)","VPC($)","Elastic Load Balancing($)","Directory Service($)","Elastic Container Service for Kubernetes($)","Key Management Service($)","EC2 Container Registry (ECR)($)","CloudWatch($)","DynamoDB($)","Secrets Manager($)","Elastic File System($)","S3($)","Backup($)","Relational Database Service($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Systems Manager($)","Lambda($)","SNS($)","Athena($)","SQS($)","Direct Connect($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","CloudWatch Events($)","Total costs($)"
"2025-02-14","21.7463750146","31.3384568162","6.2119437048","7.5454586795","3.3620189359","2.4","1.3715278464","1.1167804584","1.4526247","0.3596606805","0.533986428","0.3857260558","0.2673281769","0.0913706996","","0.09","","0.0042","0","0.0006319379","0.0000745968","","0.0000204","","0.0000019128","0.0000020056","","0","0","","","78.2781890497"
"2025-02-15","16.1220462083","25.0575556003","6.3128506028","7.5345444877","3.3987518249","2.4","1.3718308464","1.1167804584","1.0351571532","0.3992188328","0.533451428","0.3877843711","0.2236270959","0.0913706996","","0.09","","0.0042","0","0.0006318925","0.000096669","","0.0000204","","0.0000014349","0.0000015057","","0","0","","","66.0799215115"
"2025-02-16","16.1254993528","24.9790373105","6.3128387145","7.5335817857","3.3569204472","2.4","1.3713598464","1.1167804584","1.031132381","0.3997079625","0.533451428","0.3690409571","0.2232770088","0.0913706996","","0.11","","0.0028","0","0.000620592","0.0000825","","0.0000216","","0.0000019128","0.0000017591","","0","0","","","65.9575267164"
"2025-02-17","23.2081954534","29.6407041218","6.3120083041","7.5681113989","3.3297420335","2.4","1.3713598464","1.1193677669","1.4516173801","0.4070714638","0.534351428","0.4118149114","0.2683285825","0.0913706996","","0.09","","0.0042","0","0.0006705835","0.0001966979","","0.0000236","","0.0000019128","0.0000017537","","0","0","","","78.2091379383"
"2025-02-18","21.5634440658","30.0192653505","6.2785874295","7.5555170809","3.3701888693","2.4","1.3709728464","1.122508296","1.4907886374","0.4122143944","0.534081428","0.3847321552","0.2745865057","0.0913706996","","0.09","","0.0042","0","0.0006078049","0.000089","","0.0000228","","0.0000014349","0.0000015057","","0","0","","","76.9631803042"
"2025-02-19","23.6574334994","29.8939855533","6.207242646","7.545578665","3.4528165389","2.4","1.3704568464","1.1242685897","1.51259606","0.4001312877","0.534221428","0.4036301427","0.2764797164","0.0913706996","","0.08","","0.0042","0","0.0006390206","0.000076","","0.0000196","","0.0000014349","0.0000020076","","0","0","","","78.9551497362"
"2025-02-20","20.8185311418","30.5734402648","6.2932951888","7.5461400517","3.276760686","2.4","1.3690378464","1.1278805934","1.4985359769","0.4005217109","0.534836428","0.3916181225","0.2758684236","0.0913706996","","0.09","","0.0042","0","0.0006007617","0.000079","","0.0000232","","0.0000019128","0.0000020076","","0","0","0","","76.6927440165"
"2025-02-21","22.583062598","30.7186058447","6.1929838038","7.5525886389","3.337461322","2.4","1.3697638464","1.128611004","1.4836983085","0.4111379958","0.534901428","0.3870123098","0.2747558676","0.0913706996","","0.11","","0.0035","0","0.000658797","0.0000825","","0.000022","0.0000000302","0.0000014349","0.0000015057","","0","0","","","78.5802199349"
"2025-02-22","16.6924814588","25.9019800658","6.2373024685","7.5316580838","3.3695480001","2.4","1.3705198464","1.128611004","1.0942021486","0.3981961004","0.533641428","0.3732011138","0.2317188082","0.0913706996","","0.09","","0.0042","0","0.0005940224","0.0000967143","","0.0000208","","0.0000014349","0.0000017542","","0","0","","","67.4493459518"
"2025-02-23","16.8566739077","26.1216436185","6.1920157613","7.5314247055","3.4329548945","2.4","1.3706038464","1.128611004","1.0921560399","0.4063532468","0.533641428","0.3706250208","0.2343398917","0.0913706996","","0.09","","0.0035","0","0.0006341401","0.0001303381","","0.0000196","","0.0000019128","0.0000015057","","0","0","","","67.8567015614"
"2025-02-24","24.4005231428","31.7437195005","6.1937854955","7.5512814691","3.3017012193","2.4","1.3710448464","1.1334826693","1.4860752597","0.4099253264","0.534111428","0.3745821329","0.2781770137","0.0913706996","","0.09","","0.0042","0","0.0006069525","0.0001885049","","0.0000204","0.0000000603","0.0000014349","0.0000015057","","0","0","","","81.3647990615"
"2025-02-25","21.2740596964","31.5270197586","6.1810576011","7.5469641873","3.4388627779","2.4","1.3714018464","1.1357988792","1.5121084989","0.4078192751","0.534261428","0.4046897558","0.2765652769","0.0913706996","","0.1","","0.0035","0","0.0006546288","0.000076","","0.0000216","","0.0000014349","0.0000012572","","0","0","","","78.2062346021"
"2025-02-26","20.6438067473","31.547220664","6.0768046348","7.5347258516","3.2814070528","2.4","1.3704358464","1.1357988792","1.0736739423","0.406309922","0.533841428","0.3943873457","0.2773244938","0.0913706996","","0.23","","0.0042","0","0.000615584","0.0000635","","0.0000196","","0.0000014349","0.0000015057","","0","0","","","77.0020091321"
"2025-02-27","21.853519953","31.8371677652","6.072048343","7.5590129523","3.35891745","2.4","1.3714018464","1.1367363893","1.0728707428","0.3989026184","0.533991428","0.3960535984","0.2782514031","0.0913706996","","0.09","","0.0035","0","0.0006462773","0.0000711692","","0.0000196","0.0000000543","0.0000014349","0.0000015052","","0","0","","","78.4544852304"
"2025-02-28","20.206250552","31.7059514004","6.0734883725","7.5457448935","3.3731307943","2.4","1.3721998464","1.1378175168","1.0884490795","0.4129126206","0.533896428","0.3877020223","0.2787737797","0.0913706996","","0.11","","0.0035","0","0.000626445","0.0000635","","0.0000196","","0.0000014349","0.0000015057","","0","0","","","76.7219004912"
"2025-03-01","15.4458141382","27.0278627518","6.0720377987","7.5347640541","3.4344534","2.4","1.226580432","1.0277061168","0.4258537312","0.2087562325","0.4821093544","0.3816831469","0.229599137","0.0825295056","","0.09","0.2","0","0","0.0000198388","0.0000001689","","0.0000196","","0.0000014349","0.0000015047","","0","0","","","66.2697923465"
"2025-03-02","15.4087699018","26.9102398712","6.0724521382","7.5348950395","3.3072304222","2.4","1.240779432","1.0277061168","1.0356577766","0.2101155274","0.4819193544","0.3623612094","0.2275766889","0.0825295056","","0.09","","0","0","0.0006237053","0","","0.0000208","","0.0000014349","0.0000012523","","0","0","","","66.3928801765"
"2025-03-03","20.5156633627","31.4668334494","6.1624672171","7.5481590406","3.3404883752","2.4","1.239540432","1.0277061168","1.4500037576","0.4149386332","0.4827993544","0.3647962984","0.2766214064","0.0825295056","","0.08","","0","0","0.0006599584","0.0000010145","","0.0000196","","0.0000014349","0.0000015057","","0","0","","","76.8532304629"
"2025-03-04","20.9453239885","31.6777725399","6.1928510741","7.5475364293","3.4265928083","2.4","1.240947432","1.0277061168","1.491016273","0.4050923768","0.4826793544","0.3744407862","0.2781381299","0.0825295056","","0.09","","0","0","0.0006607532","0.0000007196","","0.0000196","0.0000000302","0.0000014349","0.0000015042","","0","0","","","77.6633108569"
"2025-03-05","24.5273373397","31.7042286908","6.1571117465","7.5538945382","3.3051195915","2.4","1.239624432","1.028694917","1.4987726773","0.4037633205","0.4833043544","0.3943554238","0.2755977563","0.0825295056","","0.11","","0","0","0.0006436397","0","","0.0000216","0.000000003","0.0000014349","0.0000015047","","0","0","","","81.1650024759"
"2025-03-06","20.8166847181","30.5462243773","6.091767822","7.6215435801","3.4041295363","2.4","1.238808432","1.0317288629","1.4056462374","0.4024214422","0.4817543544","0.4052206178","0.2642077505","0.0825295043","","0.09","","0","0","0.0006472359","0","","0.0000192","0.0000004616","0.0000009566","0.0000015052","","0","0","","","76.2833365946"
"2025-03-07","20.7101059567","29.3139960678","6.1938283843","7.5462359825","3.3063197029","2.4","1.239105432","1.03594925","1.3871094048","0.4106513765","0.4814593544","0.3988658216","0.2674548322","0.0825533324","","0.09","","0","0","0.0006598582","0.0000003091","","0.0000196","0.000007804","0.0000014349","0.0000015052","","0","0","","","74.8643254095"
"2025-03-08","15.189254791","23.8245338128","6.1929739255","7.5324604702","3.437209222","2.4","1.239330432","1.0372962936","0.9603079449","0.4131105526","0.4787593544","0.3741297306","0.2299198753","0.0825533324","","0.1","","0","0","0.0006338543","0.0000201688","","0.00002","0.0000109262","0.0000014349","0.0000010033","","0","0","","","63.4925271248"
"2025-03-09","15.1269461615","23.9270973429","6.1920113014","7.5327338856","3.2781954335","2.4","1.239414432","1.0372962936","0.9583043083","0.4058086654","0.4787593544","0.3861951109","0.2300355499","0.0825533324","","0.13","","0","0","0.00063368","0.000072669","","0.0000216","0.0000109187","0.0000009566","0.0000015057","","0","0","","","63.4060925018"
"2025-03-10","21.1256631207","29.8008493817","6.1920116384","7.5540783794","3.3155806444","2.4","1.239498432","1.0372962936","1.3947262084","0.4126800571","0.4819343544","0.4213633908","0.2750765715","0.0825783789","","0.11","","0.0035","0","0.0006347442","0.0001710079","","0.0000192","0.0000110042","0.0000009566","0.0000010033","","0","0","","","75.8476747675"
"2025-03-11","22.6903325108","30.5078258432","6.2120035104","7.5596033504","3.3694886359","2.4","1.239336432","1.0401106946","1.4394739913","0.4136653832","0.4612268813","0.4227181833","0.2783542434","0.0825905061","","0.09","","0.0042","0","0.0006586004","0.0000585","","0.0000216","0.0000112888","0.0000014349","0.0000015057","","0","0","","","78.2116830957"
"2025-03-12","19.6140900369","30.4356567969","6.2423907223","7.5552209184","3.4551351724","2.4","1.239414432","1.0444224576","1.4116413221","0.3944103628","0.4813443544","0.398829962","0.2790930226","0.083074457","","0.09","","0.0042","0","0.0006410382","0.0000726692","","0.0000188","0.0000117688","0.0000009566","0.0000010028","","0","0","","","75.129670253"
"2025-03-13","19.5770445002","30.4452716521","6.0720082198","7.5478772226","3.3504926582","2.4","1.238973432","1.0444224576","1.4036976842","0.4018656754","0.4614318813","0.3847072524","0.2767343665","0.083074457","","0.1","","0.0028","0","0.0006698966","0.000052","","0.0000204","0.0000114448","0.0000014349","0.0000015052","","0","0","","","74.7911581408"
"2025-03-14","19.6576710348","30.4889450568","6.0763306955","7.5344390896","3.3413041469","2.4","1.239417432","1.0444224576","1.4058879449","0.4128037075","0.4811493544","0.3859895671","0.2729618791","0.083074457","","0.09","","0.0042","0","0.0006426183","0.000063169","","0.0000216","0.0000118519","0.0000009566","0.0000010038","","0","0","","","74.9193380228"
"2025-03-15","15.3754690099","24.4519361246","6.0720885509","7.533831417","3.4162801752","2.4","1.239330432","1.0444224576","0.9711138016","0.404814473","0.4785693544","0.3870214576","0.227057571","0.083074457","","0.09","","0.0028","0","0.0006737522","0.000052","","0.0000188","0.0000109163","0.0000014349","0.0000010033","","0","0","","","64.1785671885"
"2025-03-16","15.3640287624","23.2679881927","6.0755125739","7.5339052954","3.3281996418","2.4","1.239414432","1.0444224576","0.9736888552","0.4123753978","0.4787593544","0.3756656078","0.2284783834","0.083074457","","0.11","","0.0042","0","0.0006174893","0.0000425","","0.00002","0.0000109236","0.0000014349","0.0000015057","","0","0","","","62.9204072649"
"2025-03-17","22.0331248576","28.6241864627","6.0730515558","7.5525823926","3.2826068139","2.4","1.236159432","1.0485101114","1.414344933","0.3549825198","0.4811593544","0.1144496578","0.2743107931","0.083074457","","0.08","","0.0021","0","0.0007742105","0.000055","","0.0000196029","0.0000121156","0.0000014349","0.0000012518","","0","0","","","75.0555069568"
"2025-03-18","20.5366265788","28.3962349231","6.0720676817","7.556376574","3.4223482027","2.4","1.232988432","1.0578486107","1.4108250049","0.3782940667","0.4803293544","0.1118900826","0.2723109602","0.083074457","","0.11","","0.0056","0","0.0006578493","0.0000275","","0.0000156","0.0000122574","0.0000009566","0.0000005019","","0","0","","","73.527529594"
"2025-03-19","23.7915718437","29.076441356","6.0729103879","7.5533734444","3.3923223837","2.4","1.232385432","1.0699174675","1.4508103024","0.4162415099","0.4819343544","0.1251865645","0.2791476964","0.083074457","","0.08","","0.0014","0","0.0007177407","0.0000145","","0.0000156","0.0000120952","0.0000004782","0.0000005014","","0","0","","","77.5074781153"
"2025-03-20","26.2684099286","28.451318315","6.0720785589","7.5531015516","3.345636875","2.4","1.232874432","1.0867138457","1.4640404575","0.4178951661","0.4927891392","0.1301280545","0.2784130007","0.083074457","","0.08","","","0","0.0006652484","0.0000045","","0.000014","0.0000122767","","","","0","0","","","79.3571698069"
"2025-03-21","23.1904955839","28.6403030408","6.0729591225","7.5463656745","3.3714164361","2.4","1.340020312","1.0914818112","1.4280961842","0.4286441797","0.49521258","0.1238589403","0.2664823829","0.083074457","","0.1","","","0","0.0007103124","0.000025169","","0.0000144","0.000012111","","","","0","0","","","76.5791726975"
"2025-03-22","17.0751286635","22.5386344314","6.0720347559","7.5293127028","3.2744626055","2.4","1.426368816","1.0914818112","0.9059084539","0.4243630812","0.49156258","0.1095541264","0.2192975843","0.083074457","","0.08","","","0","0.0006970643","0.0000251692","","0.0000144","0.0000123621","","","0.0000000102","0","0","","","63.7219330749"
"2025-03-23","14.8692064586","22.0309629994","6.0720963589","7.5299753432","3.4013355834","2.4","1.426809816","1.0914818112","0.885038786","0.4223135869","0.49072258","0.1053111532","0.2166843998","0.083074457","","0.08","","","0","0.0006950104","0.0000045","","0.0000144","0.0000109289","","","","0","0","","","61.1057381729"
"2025-03-24","29.2774847283","28.8995040378","6.0720724499","7.5406825026","3.3175758973","2.4","1.426017816","1.0925743664","1.3598129332","0.4262438466","0.49559258","0.1098360399","0.2705985668","0.083074457","","0.1","","","0","0.0007296365","0.0000252143","","0.0000148","0.0000138884","","","","0","0","","","82.871853761"
"2025-03-25","30.018301563","29.0686598714","6.0730632462","7.6823580537","3.4346641196","2.4","1.425966816","1.0977234036","1.3908053825","0.426301053","0.50510258","0.744955761","0.2765462966","0.083074684","","0.08","","","0","0.0006876366","0.0000251692","","0.0000148","0.0000109121","","","","0","0","","","84.7082613485"
"2025-03-26","26.6281992041","29.9559515847","6.0721755307","7.5608415367","3.3518981224","2.4","1.426389816","1.1006800222","1.0106063501","0.3726359186","0.49539758","0.1095457807","0.2747615595","0.0830877534","","0.08","","0.0014","0","0.000716351","0.0000092903","","0.000014","0.0000109481","","","","0","0","","","80.9243213485"
"2025-03-27","26.505972318","30.3176465086","6.0730686052","7.5539594751","3.297279339","2.4","1.425495816","1.1049794","0.9995078579","0.419673545","0.49220258","0.1093188101","0.273967535","0.0830879896","","0.1","","","0","0.0006666861","0.000025169","","0.0000148","0.0000110187","","","","0","0","","","81.1568774533"
"2025-03-28","24.9274354008","29.6084104371","6.0721739398","7.5450659026","3.3614712834","2.4","1.428600816","1.1082292985","0.986143262","0.3924046706","0.4729574725","0.1092540672","0.2716602584","0.0830882307","","0.08","","0.0007","0","0.0006664085","0.0000045","","0.0000144","0.0000109317","","0.0000002485","","0","0","0","","78.8482915283"
"2025-03-29","15.7674620978","22.7996709374","6.0730670533","7.5299777982","3.354241275","2.4","1.429017816","1.1080950408","0.6996660653","0.4258204844","0.49072258","0.1062429203","0.2186681007","0.0830882307","","0.08","","","0","0.0007568223","0.0000045","","0.0000144","0.0000109223","","","","0","0","","0","62.5665270445"
"2025-03-30","15.4004193017","22.0819493223","6.0721785598","7.5284394806","3.4455467084","2.4","1.429017816","1.1080950408","0.6972617887","0.3796653527","0.49072258","0.1054484735","0.2177132338","0.0830884815","","0.1","","","0","0.0006798476","0.0000045","","0.000014","0.0000109136","","","","0","0","","0","61.540255401"
"2025-03-31","24.78031579","28.6354835737","6.0730502976","7.538945574","3.2895658638","2.4","1.429023816","1.1080950408","0.9855764851","0.3812798941","0.49246258","0.1088894802","0.2701559621","0.0830887372","","0.08","","0.0014","0","0.0006970457","0.0000045","","0.0000144","0.0000109318","","","","0","0","","0","77.6580599721"
"2025-04-01","27.2202534171","23.5469893614","6.1289751635","7.607883093","3.340928811","2.4","1.4668166784","1.1451869997","0.1863053913","0.2301146075","0.5083466664","0.7340812538","0.2687862037","0.085858631","","0.08","1","0","0","0.0000286366","0.0000204175","","0.0000148","0.000007441","","0.0000000009","","0","0","","0","75.9505975738"
"2025-04-02","29.796177514","21.9712963933","6.1632201585","7.5544364269","3.4360750085","2.4","1.4758946784","1.1467116678","1.1706740778","0.1757670122","0.4880955553","0.1122725613","0.2347827936","0.0863589926","","0.08","","","0","0.000030683","0.0000005397","","0.0000196","0.0000052157","","0.0000002534","","0","0","","0","76.291819132"
"2025-04-03","30.7872184249","21.6551304664","6.1594819754","7.5525103385","3.3542404001","2.4","1.4754536784","1.147939524","1.1665705315","0.4159936499","0.5099366664","0.1129146683","0.2563329107","0.0863592719","","0.1","","0","0","0.0004229224","0.0000034643","","0.000014","0.0000064453","","","","0","0","","0","77.1805293384"
"2025-04-04","30.7466263466","21.6099584103","6.2737850515","7.5551823564","3.3418845055","2.4","1.4758946784","1.148418215","1.2156066249","0.3854860969","0.5092866664","0.1128443701","0.2727637682","0.0863595563","","0.12","","","0","0.0007227487","0.0000437907","","0.0000144","0.0000067255","","","","0","0","","0","77.2548843114"
"2025-04-05","17.1475057283","14.3526478533","6.2738975907","7.5264425459","3.4257047611","2.4","1.4763296784","1.1488390608","0.674484055","0.4240133384","0.5070666664","0.1098454303","0.2213307277","0.0863595544","","0.12","","0","0","0.0006903883","0.0000127201","","0.0000144","0.0000063697","","","","0","0","","0","55.8951908688"
"2025-04-06","16.8939206782","14.3327503344","6.2739119701","7.5261190561","3.3519538694","2.4","1.4756876784","1.1488390608","0.649912409","0.3833398155","0.5072616664","0.1079452851","0.2226225868","0.0863595544","","0.08","","0","0","0.000730559","0.000010926","","0.000016","0.0000063647","0.0000004782","0.0000005014","","0","0","","0","55.4413887939"
"2025-04-07","31.2091743252","21.5737083107","6.2658920066","7.5623847551","3.3518359974","2.4","1.4760956784","1.1488390608","1.1949200796","0.4176828312","0.5089016664","0.1126318378","0.2778733696","0.0863598438","","0.08","","","0","0.0006901502","0.0000023322","","0.0000144","0.0000066317","","","","0","0","","0","77.6670132767"
"2025-04-08","29.7553971837","21.6983121411","6.5907255034","7.5513533166","3.2683867417","2.4","1.4754776784","1.1488390608","1.2004646569","0.4218734476","0.4885955553","0.1186409764","0.2774272444","0.0863601383","","0.1","","0","0","0.0007339448","0.0000236219","","0.0000144","0.0000063966","","","","0","0","","0","76.5826320079"
"2025-04-09","32.0373240276","21.7400142317","6.4452720395","6.241434081","3.3352344862","2.4","1.4759036784","1.15025939","1.2003459168","0.4130816907","0.4879705553","0.1243145288","0.2777957477","0.0863604377","","0.1","","","0","0.00071203","0.0000036779","","0.0000132","0.0000065507","0.0000004782","0.0000002485","","0","0","","0","77.5160469967"
"2025-04-10","32.206316216","22.1953807854","6.2738734495","5.8333594347","3.4553125444","2.4","1.4764226784","1.1565761469","1.2462360435","0.4154602471","0.5089616664","0.1222617876","0.276814644","0.0863607875","","0.09","","0","0","0.0007438068","0.0000453469","","0.0000144","0.000006544","","","","0","0","","0","77.7441465291"
"2025-04-11","36.529095833","22.5259249026","6.2737940044","5.8354613854","3.3351648169","2.4","1.4767856784","1.171785922","1.2350099112","0.4298782746","0.5099316664","0.1205497884","0.283465049","0.0863611327","","0.08","","0","0","0.0009452826","0.0000269529","","0.0000124","0.0000063938","","","","0","0","","0","82.2941993943"
"2025-04-12","17.7998952804","14.9197093578","6.2729351223","5.8066012446","3.3802087472","2.4","1.4763326784","1.1769267768","0.6835713965","0.4245544568","0.5070666664","0.1097394025","0.2185609774","0.0863613722","","0.08","","0","0","0.000708511","0.0000737201","","0.0000124","0.0000063695","","","","0","0","","0","55.3432644799"
"2025-04-13","16.8265785667","13.8229990621","6.2268185547","5.8062519834","3.4040121888","2.4","1.4767736784","1.1769267768","0.6152453515","0.4207184506","0.5070666664","0.1097488374","0.2245171188","0.0863613722","","0.08","","0","0","0.0006728041","0.0000674259","","0.0000064","0.0000063696","","","","0","0","","0","53.1847716074"
"2025-04-14","29.8453578345","20.8853458324","6.029546445","5.8103551507","3.2359190889","2.4","1.4763386784","1.1769267768","1.0252407462","0.4237011884","0.5095966664","0.1093258929","0.2738454845","0.0863610267","","0.1","","","0","0.0007223362","0.0000173322","","0.0000064","0.0000063724","","","","0","0","","0","73.3886132526"
"2025-04-15","33.626555388","22.8812804239","6.2729241521","5.8504475238","3.3593135332","2.4","1.4756966784","1.1836414371","1.1994822816","0.4294049006","0.4888555553","0.1156600406","0.2814370656","0.0863536643","","0.08","","0","0","0.0007295171","0.0000246779","","0.0000068","0.0000064399","","","","0","0","","0","79.7318200794"
"2025-04-16","35.0432819787","22.7336262312","6.2729365524","5.8459808203","3.4485335305","2.4","1.4741606784","1.1950201406","1.2744698235","0.4156782172","0.5095716664","0.1236653205","0.2910768141","0.086336152","","0.08","","0","0","0.0006578629","0.0000281779","","0.0000172","0.0000066315","","","","0","0","","0","81.1950477981"
"2025-04-17","49.7658851132","21.0016742182","6.2728350506","5.8557092666","3.3013615443","2.4","1.4763626784","1.2000776788","1.1825434648","0.3775895611","0.5148416664","0.1203720909","0.2918458504","0.0863644356","","0.1","","","0","0.0007029831","0.0000475124","","0.0000644114","0.0000064779","","","","0","0","","0","93.9482840041"
"2025-04-18","26.6110573542","20.7175617421","6.2729283522","5.8687146156","3.4376130054","2.4","1.4763506784","1.2048203421","2.6502324228","0.431833704","0.5096416664","0.1157686946","0.275482988","0.0863647154","","0.17","","","0","0.0007815752","0.000045347","","0.0000224","0.0000002474","","","","0","0","","0","72.2292198508"
"2025-04-19","17.256352388","13.980346057","6.2737663649","5.807839374","3.3619455918","2.4","1.4767736784","1.2084199656","0.6272860821","0.3808415117","0.5070666664","0.1099347887","0.2269234757","0.0863647154","","0.08","","","0","0.0006634177","0.0000737201","","0.0000236","","","","","0","0","","0","53.7846213975"
"2025-04-20","16.6127418839","13.1058257347","6.2239290124","5.8068053074","3.3024293362","2.4","1.4768576784","1.2084199656","0.5765095914","0.4261499947","0.5070666664","0.10952776","0.2236504306","0.0863647154","","0.11","","","0","0.000763323","0.0000639259","","0.0000232","","","","","0","0","","0","52.177128526"
"2025-04-21","34.8838783585","20.1929172298","6.032877425","5.8342016079","3.327255225","2.4","1.4763446784","1.2106662906","2.6111105247","0.4248076966","0.5118266664","0.1129287484","0.2808479507","0.0863650002","","0.08","","","0","0.0006767806","0.0000392046","","0.0000008","0.0000021193","","","","0","0","","0","79.4667463067"
"2025-04-22","23.7461860689","21.1012218738","6.0339426234","5.8360500323","3.4277112332","2.4","1.4772326784","1.2187340536","2.6624950855","0.4784498436","0.5081816664","0.1110601789","0.2738050852","0.08636529","","0.1","","","0","0.0009056222","0.0000339151","","0.0000236086","0.0000065608","","","","0","0","","0","69.4624054199"
"2025-04-23","24.1753773381","19.9753821608","6.0337820706","5.8313787819","3.306188511","2.4","1.4763716784","1.2264721824","2.3527549318","0.4346631641","0.4923255553","0.1134730622","0.2776680232","0.0863655899","","0.08","","","0","0.0007634119","0.00006422","","0.0000216","0.0000064269","","","","0","0","","0","68.2630587085"
"2025-04-24","24.0712662199","20.4076123691","6.0330141168","5.8482921853","3.332148983","2.4","1.4804876784","1.229122817","2.1820576367","0.4227187665","0.5104516664","0.115017017","0.2798932656","0.0863658949","","0.11","","0","0","0.0008283817","0.0001523318","","0.000036","0.0000064839","0.0000009566","0.0000010028","","0","0","","0","68.5094737734"
"2025-04-25","23.1472826483","20.9450982476","6.0348828552","5.8385571385","3.4602268165","2.4","1.4834576784","1.2294313272","2.7628228615","0.4351325982","0.5143216664","0.1099409081","0.287077821","0.0863662099","","0.11","","0","0","0.0006899599","0.000357735","","0.0000488","0.0000063751","0.0000019128","0.0000020076","","0","0","","0","68.8457055672"
"2025-04-26","16.9756294876","12.7289597852","5.904695212","5.8060116289","3.3031191278","2.4","1.4819816784","1.2294313272","0.5571408483","0.4309663171","0.5117466664","0.1036128535","0.2295511709","0.0863662099","","0.09","","0","0","0.0007499153","0.0003962773","","0.00004","0.000006372","0.0000014349","0.0000015057","","0","0","","0","51.8404078184"
"2025-04-27","16.6559232588","12.7042474005","6.035112844","5.8067505357","3.3290474972","2.4","1.4838086784","1.2294313272","0.4767187609","0.4263448332","0.5090166664","0.1052572173","0.2231094745","0.0863662099","","0.1","","0","0","0.0007031715","0.0001744831","","0.0000184","0.000006372","0.0000014349","0.0000015106","","0","0","","0","51.5720400761"
"2025-04-28","25.5662779791","19.4303503643","6.2306412214","5.8254291208","3.4546142362","2.4","1.4820866784","1.2307292248","1.7103924888","0.4270683487","0.5102266664","0.1149128949","0.2746067403","0.08636653","","0.09","","0","0","0.0007410307","0.0001983893","","0.0000444","0.0000064053","0.0000014349","0.0000017591","","0","0","0","0","68.8346959134"
"2025-04-29","23.2110784752","19.7189466891","6.2740174493","5.8230031929","3.2357086999","2.4","1.4814326784","1.2404726176","1.7182843024","0.4237764343","0.4899055553","0.1164972929","0.2761813087","0.0863668548","","0.09","","0.0035","0","0.000768665","0.0002198184","","0.0000504","0.0000064295","0.0000014349","0.0000015057","","0","0","","0","66.5902198043"
"2025-04-30","24.013172007","19.2657077942","6.3340463066","5.8242168908","3.4860212721","2.4","1.4785166784","1.2549518785","1.7209214579","0.4110877425","0.5152816664","0.1168109605","0.2744145743","0.08635552","","0.09","","0.0042","0","0.0007377541","0.0004929039","","0.0000916","0.000006375","0.0000019128","0.0000017542","","0","0","","0","67.2770370492"
"2025-05-01","21.1044956909","19.1863182437","6.3967712254","5.8176474045","3.2976971414","2.4","1.423428816","1.2343163289","1.6354535447","0.2166547835","0.49840258","0.115199775","0.272837772","0.0835699513","","0.09","0.2","0","0","0.0000385105","0.000003404","","0.0000916","0.0000064117","0.0000019128","0.0000020076","","0","0","","0","63.9729371039"
"2025-05-02","21.9062156","19.272071523","6.3909912165","5.8197107447","3.4146781666","2.4","1.433163816","1.2414308156","2.6263946136","0.4237512282","0.49325258","0.1105410981","0.2744185231","0.0835700444","","0.1","","0","0","0.0006862593","0.0000032349","","0.0000352","0.0000066494","0.0000009566","0.0000010038","","0","0","","0","65.9909232738"
