"Service","EC2-Instances($)","EC2-Other($)","S3($)","Elastic Load Balancing($)","Network Firewall($)","CloudWatch($)","VPC($)","Elastic File System($)","ElastiCache($)","Elastic Container Service for Kubernetes($)","Route 53($)","Directory Service($)","EC2 Container Registry (ECR)($)","Secrets Manager($)","DynamoDB($)","Key Management Service($)","Direct Connect($)","Lambda($)","Backup($)","Athena($)","SQS($)","Cost Explorer($)","OpenSearch Service($)","Service Catalog($)","SNS($)","Systems Manager($)","Simple Workflow Service($)","Step Functions($)","Glacier($)","CloudShell($)","CloudTrail($)","Glue($)","X-Ray($)","CloudFormation($)","Certificate Manager($)","Total costs($)"
"2024-06-14","938.6366402794","850.857337505","56.6290249464","51.2579834754","63.7777509257","14.6115417088","17.0867056053","6.284154999","7.776","4.8","5.6161188","3.4041440609","1.8388208592","1.7486816664","0.794866692","0.6420183384","2.0311773789","0.4237039677","0.3711281435","0.179365","0.4247484","0.04","","0","0.0001252957","","0.0000019128","0.0000007602","","","0","0","","","","2029.2320407207"
"2024-06-15","927.6122270517","847.9583533872","56.6822373587","50.0409816491","62.5792896391","14.0644113217","16.6977152149","6.2273873159","7.776","4.8","5.3991408","3.3302411917","1.8391945968","1.7322516664","0.7780711491","0.6422613384","2.0301446129","0.5132278149","0.3714760441","0.18208","0.3809736","0.04","","0","0.0001162825","","0.0000014349","0.0000007602","","","0","0","","","","2011.6777842302"
"2024-06-16","918.2919946319","835.5975310996","56.176260974","43.4964641901","59.0895144162","13.6050293142","16.7065165521","6.0247602982","7.776","4.8","4.8408096","3.3303449861","1.8391945968","1.7092866664","0.7698133243","0.6423543384","1.889689424","0.3622088595","0.3717472652","0.184635","0.4010448","0.05","","0","0.0001057558","","0.0000004782","0.0000002534","","","0","0","","","","1977.9553068244"
"2024-06-17","929.8115992766","847.1324531996","56.5997880437","46.3738583774","66.1248805381","14.2552649903","16.8346308563","6.1524364766","7.776","4.8","5.2906632","3.3273664665","1.8393144736","1.6793555553","0.7675530898","0.6407853384","1.8734080686","0.3932160057","0.3720918979","0.186815","0.3557332","0.03","","","0.0001300072","","","","","","0","0","","","","2012.6173440616"
"2024-06-18","891.7276008508","863.1932742531","57.8045834901","49.9198869644","74.1208188227","15.0180259545","16.8009233184","6.2060058517","7.776","4.8","5.4497392","3.4830853749","1.8423591871","1.7186255553","0.7750340613","0.6422613384","1.9329993409","0.550771398","0.3724249856","0.189075","0.387568","0.03","","","0.0001313839","","","","","","0","0","","","","2004.7411943311"
"2024-06-19","889.6640303791","858.9191897653","58.3021206053","48.7924470983","72.3400965782","14.6208667776","16.4828339617","6.3745329637","7.776","4.8","5.4513856","3.3393743832","1.8469032554","1.7834766664","0.7793459386","0.6405393384","1.8759635203","0.4567241066","0.3727691651","0.192325","0.403344","0.06","","0","0.0005067441","","","0.0000005068","","","0","0","","","","1995.2747763541"
"2024-06-20","878.5801478051","859.7833849512","58.2007389097","48.3161518435","66.7226083248","14.7044169644","16.6051281773","6.2848976204","7.776","4.8","5.4440756","3.3397635443","1.8493620934","1.7088316664","0.7543788524","0.6407853384","2.0859622442","0.4829391863","0.3730409762","0.194995","0.4386428","0.03","","","0.0012711938","","","","","","0","0","","","","1979.1175230918"
"2024-06-21","862.7810140469","858.6663649125","58.413921283","50.0093764618","67.6070932914","14.4847863402","16.7491357559","6.2720445115","7.776","4.8","5.3537192","3.3910665443","1.8514822089","1.7392455553","0.7547779318","0.6417693384","2.0144605452","0.5306707197","0.3733105444","0.197665","0.4861460821","0.05","","0","0.0011309519","","0.0000004782","0.0000002534","","","0","0","","","","1964.9451819568"
"2024-06-22","860.137330844","849.2115414811","58.2284133428","47.2396384058","61.0879737882","13.9088010354","16.9020317175","6.2247554208","7.776","4.8","5.0856952","3.3284635028","1.8525228984","1.7555116664","0.7694136035","0.6417693384","1.989319457","0.3515733297","0.373597626","0.200475","0.4609736","0.03","","0","0.0011968642","","","","","","0","0","","","","1942.356998122"
"2024-06-23","855.3877329284","843.5791832797","58.6622415669","43.1741744557","61.3242137731","13.5084018239","17.0772565622","6.0544709977","7.776","4.8","4.714022","3.3423841111","1.8525228984","1.7713666664","0.7877734198","0.6417693384","1.9317495368","0.362478712","0.3738241932","0.20281","0.4101632","0.09","","0.0098","0.0008310227","","0.0000009566","0.0000007602","","","0","0","","","","1927.8351722032"
"2024-06-24","865.9984860031","933.1445556448","61.0543010414","49.2804457349","142.5514695961","14.7767513391","17.4421780267","6.2283268292","7.776","4.8","5.4738284","3.3840583776","1.8550351525","1.7339366664","0.7769997774","0.6427533384","2.0592736928","0.5251406833","0.3740976047","0.204965","0.3347448","0.04","","0.0021","0.0013861597","","0.0000019128","0.0000007602","","","0","0","","","","2120.4608365411"
"2024-06-25","867.8764737629","1105.0370603147","68.8406624498","47.9103485408","325.6101467918","14.8228454849","17.6863531029","6.270851128","7.776","4.8","5.3180728","3.2942057361","1.8632945171","1.7714316664","0.7657615241","0.6429993384","2.0743848415","0.4915809459","0.3743413344","0.20803","0.363154","0.04","","0.0021","0.0016820923","","0.0000014349","0.0000010136","","","0","0","","","","2483.8417828205"
"2024-06-26","879.7233953986","1217.0372693008","74.9427307768","48.9201794481","440.4067184432","14.5469576401","17.6623851357","6.4728374321","7.776","4.8","5.4633952","3.333077825","1.8687575071","1.8004816664","0.7571597159","0.6425163384","2.1419785965","0.4880818716","0.3745865029","0.21064","0.3943662462","0.04","","0.0021","0.001766985","","0.0000019128","0.000001267","","","0","0","","","","2729.8073852102"
"2024-06-27","879.5274441933","1756.1073395207","71.477229676","49.9018054321","1001.4575208054","14.43853266","17.477246562","7.0729381323","7.776","4.8","5.5694448","3.4187605277","1.8738839481","1.7764366664","0.7538050188","0.6412833384","2.0105056316","0.4482819023","0.3748562237","0.213215","0.7754156","0.04","","0.0021","0.0021437599","","0.0000014349","0.0000007602","","","0","0","","","","3827.9361915938"
"2024-06-28","875.9718757575","1700.5119664356","81.7849041628","52.4557666955","942.1494472888","14.3384867134","17.2486055479","6.2216974068","7.776","4.8","5.5166008","3.3255951554","1.878087012","1.7253866664","0.7545467191","0.6426183384","1.9761276679","0.4200010938","0.3751644334","0.215935","0.6765086038","0.04","","0.0014","0.0013099186","","0.0000019128","0.0000010136","","","0","0","","","","3720.8080343435"
"2024-06-29","874.9598394806","1719.6983361891","91.882989789","50.8727923003","959.8152342961","14.071967366","17.0552276094","6.4305005784","7.776","4.8","5.3774836","3.3606528084","1.8784495886","1.6632166664","0.7580551177","0.6428643384","2.6553225036","0.4474625163","0.375478071","0.218595","0.358144","0.04","","0.0021","0.0011208576","","0.0000014349","0.0000010136","","","0","0","","","","3765.1418351254"
"2024-06-30","871.0763509563","1566.0901979703","89.3643596192","48.482817403","802.3332886503","13.648759215","17.0031570924","6.1487373515","7.776","4.8","5.0309744","3.3725403639","1.8785982","1.6985566664","0.7630155449","0.6433623384","2.5316303488","0.3962134477","0.3757948466","0.22129","0.4082112","0.03","","0.0021","0.0018025863","","0.0000019128","0.0000010136","","","0","0","","","","3444.0777611274"
"2024-07-01","879.8794486841","1792.5003593607","89.9536265162","56.2609357652","1080.9287547073","12.7513996032","17.3050129387","6.118254297","7.776","4.8","8.315364","3.3647817775","1.8196002887","1.79961258","0.4429757624","0.622569216","2.5815703483","0.0058421144","0.3639820259","0.22405","0.34893","0.04","","0","0.0001158027","","0.0000014349","0.0000007602","","","0","0","","","","3968.2031879834"
"2024-07-02","908.0701103027","1099.2178754828","91.0603779014","57.9222152736","349.5927884882","14.0936572899","17.7007971479","6.2110462314","7.776","4.8","5.9645808","3.3851825972","1.8220833589","1.75038758","0.7680840901","0.622125216","2.983971211","0.0900779018","0.3643197219","0.226815","0.3276008","0.04","","0","0.0001034121","","0.0000019128","0.0000010136","","","0","0","","","","2574.7902027333"
"2024-07-03","885.3148560752","798.1366712629","87.4106064237","53.9463788156","45.033372561","14.4768475546","17.7034910404","7.3181706645","7.776","4.8","5.721398","3.2980444001","1.825789164","1.70566758","0.7654838777","0.622158216","2.5776600505","0.6014248488","0.3649804279","0.229665","0.397714","0.04","","0","0.0001113367","","0.0000019128","0.0000010136","","","0","0","","","","1940.066494226"
"2024-07-04","874.1330254588","804.737445399","90.9012833306","52.7048260169","44.9640048534","14.0758822067","17.6044515994","6.2799876721","7.776","4.8","5.635552","3.3878288888","1.8260666121","1.62381258","0.7619705519","0.622329216","2.4858273469","0.4568886211","0.3655010469","0.233185","0.3655892","0.04","","0","0.0001081325","","0.0000014349","0.0000010136","","","0","0","","","","1935.7815681816"
"2024-07-05","880.7246181182","810.2704874476","97.7974082296","54.7986362522","46.9014414041","14.4939028367","17.308441819","6.3007322413","7.776","4.8","5.7695744","3.3681794611","1.829259459","1.85107758","0.7769328108","0.622326216","2.4824125343","0.4879662671","0.3660085819","0.235805","0.3381304","0.04","","0","0.0001268075","","0.0000019128","0.0000007602","","","0","0","","","","1959.3394705394"
"2024-07-06","876.9494267652","804.29509775","100.5353150356","54.0976612431","43.9757226109","13.3530094863","17.2197501027","6.3480368853","7.776","4.8","5.5174132","3.3595624416","1.8385919856","1.6913324725","0.764007609","0.622326216","1.7728181266","0.4367077225","0.366566344","0.23858","0.3771684","0.04","","0","0.0001017617","","0.0000014349","0.0000010136","","","0","0","","","","1946.3751986071"
"2024-07-07","877.932975263","805.1403506238","96.6011066157","50.283205498","43.5934115389","12.9571084544","17.0493178627","6.1849508908","7.776","4.8","5.1099852","3.3675006556","1.8385919856","1.73857758","0.7743304418","0.622332216","1.6940916045","0.3736037282","0.3671235147","0.241215","0.3801912","0.04","","0","0.0016795365","","0.0000019128","0.0000010136","","","0","0","","","","1938.8676523366"
"2024-07-08","885.9969808343","807.3887704772","97.1197447632","55.0175903228","44.8545017513","13.9981648173","16.8459293889","6.3165919502","7.776","4.8","5.7066188","3.3169996221","1.8397976465","1.75306758","0.7625217199","0.622350216","1.5666256709","0.5122489425","0.3676576976","0.24356","0.354942","0.04","","0","0.0024059432","","0.0000014349","0.0000007602","","","0","0","","","","1957.203072339"
"2024-07-09","883.8532413827","803.5979643659","100.9079616495","54.9158207363","44.8318254225","13.6334253376","16.8504465063","6.3924683391","7.776","4.8","5.6292732","3.4698561332","1.8465776947","1.75300258","0.7625373628","0.622101216","0.5868938179","0.4462951664","0.368128798","0.24659","0.3517628","0.04","","0","0.0017018278","","0.0000019128","0.0000010136","","","0","0","","","","1953.6838772631"
"2024-07-10","888.4533110176","807.191106269","99.7171570895","55.8893639716","44.0264183582","13.2003598069","16.7010669994","8.5247129456","7.776","4.8","5.6512432","3.2699289","1.8539500464","1.6960824725","0.7604956201","0.621105216","0.6176649807","0.4508061776","0.3686428509","0.24926","0.3437608","0.04","","0","0.0020016857","","0.0000019128","0.0000007602","","","0","0","","","","1962.2044410807"
"2024-07-11","892.6648310727","806.9431308932","82.9385140361","54.9596451329","45.8655522511","13.4107165943","16.5685396468","7.6479495935","7.776","4.8","5.4779736","3.3444548082","1.8573648107","1.6226674725","0.7629252742","0.621417216","0.5435922761","0.6047393312","0.3692025093","0.250755","0.3176888","0.01","","0","0.0022634358","","0.0000019128","0.0000010136","","","0","0","","","","1949.359926681"
"2024-07-12","898.4188914409","807.2667688288","70.3790132756","57.4340635658","44.187976503","12.6334272763","16.4533861691","7.5660347972","7.776","4.8","5.5936876","3.4833865304","1.8611086344","1.62041758","0.767024887","0.622335216","0.5177914566","0.4776172208","0.3698094207","0.255515","0.327206","0.01","","0.0245","0.0021550857","","0.0000014349","0.0000007602","","","0","0","","","","1942.8481186834"
"2024-07-13","898.6291174029","829.8330397214","69.3644990486","55.6557521708","45.7981130586","10.5180588175","16.7771558731","7.2270185425","7.776","4.8","5.4775136","3.2949425445","1.8611086344","1.70064258","0.768975098","0.622464216","0.5278504653","0.0899834094","0.3702571798","0.25806","0.2984012","0.01","","0.0245","0.0020483362","","0.0000019128","0.0000010136","","","0","0","","","","1961.6855048254"
"2024-07-14","886.2923309524","880.5988374525","68.9634759627","50.8194248646","43.7572781989","10.7051910911","16.8750152308","6.8733147045","7.776","4.8","5.033616","3.3172237777","1.8611086344","1.65473758","0.7675589931","0.622323216","0.4503670364","0.1861529887","0.3707682784","0.258295","0.2940188","0.01","","0.0238","0.001816878","","0.0000019128","0.0000010136","","","0","0","","","","1992.3126585666"
"2024-07-15","895.3793439832","889.8910429619","70.8467235787","56.8154768117","45.7408292758","13.0648915693","16.9272649969","7.5649931604","7.776","4.8","5.6951024","3.3617115971","1.8630991497","1.68664258","0.7693895189","0.622368216","0.4392901783","0.5678913677","0.3712312413","0.25851","0.2886744","0.01","","0.0238","0.0024667299","","0.0000019128","0.0000010136","","","0","0","","","","2024.7667466432"
"2024-07-16","881.2622423651","894.0360155272","71.0335061009","58.5704534686","45.9865169049","14.7379934637","16.9191269023","7.1871923536","7.776","4.8","5.7744308","3.4523982499","1.8683202457","2.04466758","0.7683806882","0.622326216","0.4704817506","0.8452792018","0.372093093","0.26265","0.2947808","0.01","","0.0231","0.0018109057","","0.0000014349","0.0000007602","","","0","0","","","","2019.1197688123"
"2024-07-17","884.9943507075","892.5988602263","71.4942945113","54.5781283287","46.3319827049","13.0014734808","16.9965773751","7.3014586357","7.776","4.8","5.5124624","3.2821870082","1.8813100929","1.67424758","0.7662345713","0.622362216","0.452144602","0.4058418721","0.3726348823","0.268985","0.3101828","0.01","","0.0189","0.002355638","","0.0000019128","0.0000010136","","","0","0","","","","2015.4529775595"
"2024-07-18","907.5435826032","895.25581488","71.9269763866","54.673180688","44.6424724898","13.9122385578","16.990168539","7.2450660916","7.776","4.8","5.5701268","3.3463562805","1.8916762816","1.8734274725","0.7622188517","0.622392216","0.447102499","0.5099970994","0.3730845079","0.271175","0.336726","0.01","","0.0224","0.0019876075","","0.0000014349","0.0000010136","","","0","0","","","","2040.8041733006"
"2024-07-19","884.2724584051","897.4876504775","72.7351338008","57.7658063326","45.1997228824","13.0600524066","16.7457302223","7.2584957282","7.776","4.8","5.51697","3.4175442001","1.9025279821","1.80973758","0.7633124112","0.622323216","0.439816496","0.4210925006","0.3735276828","0.27397","0.3320752","0.01","","0.0196","0.0018300289","","0.0000014349","0.0000015549","","","0","0","","","","2023.005380543"
"2024-07-20","890.2849004474","907.3877324609","73.0847716156","57.7341367904","45.9837655844","12.9112899037","16.7516245794","7.1870836575","7.776","4.8","5.4926028","3.3419482055","1.9044793488","1.83751758","0.774634648","0.622323216","0.472265543","0.4557225413","0.373918496","0.276545","0.3219308","0.01","","0.014","0.0021522432","","0.0000019128","0.0000018083","","","0","0","","","","2039.8013491822"
"2024-07-21","881.0444418779","897.44009624","73.2734781082","51.887573307","44.3147229572","12.4972490119","16.8308552091","7.0925766516","7.776","4.8","5.1136896","3.3692402334","1.9044793488","1.97804758","0.7776190368","0.622323216","0.4620896938","0.3974172717","0.3742859641","0.27916","0.303608","0.01","","0.0098","0.0017400035","","0.0000014349","0.0000018198","","","0","0","","","","2012.5604965657"
"2024-07-22","877.0289234497","896.7324602022","73.8133742604","57.518613468","44.4462873195","13.4498053195","17.0569905838","7.2780006501","7.776","4.8","5.5549128","3.3155614719","1.9044793488","1.66492758","0.7637826764","0.622371216","0.4308456989","0.556495752","0.3745701093","0.28322","0.3005484","0.01","","0.0119","0.0019092751","","0.0000019128","0.0000018198","","","0","0","","","","2015.6959833142"
"2024-07-23","874.6711949289","900.9252201291","73.873900627","56.5676572535","47.3996326959","13.4203782459","17.3126198816","7.3916686653","7.776","4.8","5.4481568","3.3677039667","1.9097372358","1.63117258","0.7614734396","0.622089216","0.4220225604","0.5392374668","0.3749064744","0.286235","0.324784","0.01","","0.0231","0.0027385889","","0.0000014349","0.0000018085","","","0","0","","","","2019.8616329992"
"2024-07-24","883.2683183197","901.372770818","74.58730791","54.4444473927","44.7560457307","13.4541921516","17.7419724527","7.5210688283","7.776","4.8","5.4473728","3.3533143001","1.9174306461","1.60500758","0.7597644937","0.622221216","0.4286168743","0.485853737","0.3752781297","0.289235","0.3255744","0.01","","0.0224","0.0034972581","","0.0000019128","0.0000020736","","","0","0","","","","2025.3676940251"
"2024-07-25","894.6041568284","919.6212398729","74.7676689985","53.7896517522","45.8349503649","13.3429641871","18.29586341","7.8205475049","7.776","4.8","5.4482196","3.4250655446","1.9215087008","1.62057258","0.7615292067","0.622431216","0.3983869877","0.4736764373","0.3754983396","0.29194","0.3220788","0.01","","0.0182","0.0036243569","","0.0000014349","0.0000018202","","","0","0","","","","2056.3457779436"
"2024-07-26","893.5613028716","897.2576633134","75.4318071393","56.0971539457","46.4031639705","13.1483622779","18.4170383708","8.5117839605","7.776","4.8","5.5410812","3.356980142","1.9290628647","1.74326258","0.7669611239","0.622446216","0.0038451917","0.4572467657","0.3760877639","0.294625","0.3053488","0.01","","0.0182","0.0034756044","","0.0000019128","0.0000020732","","","0","0","","","","2036.832903088"
"2024-07-27","895.5799402134","863.2757197957","76.036071869","55.0920667805","46.5213416078","12.7529330762","18.2490125879","8.1427354996","7.776","4.8","5.4406112","3.384588258","1.9359549353","1.66151758","0.7651351844","0.622341216","0.0000202889","0.3821069357","0.3764921077","0.29723","0.335312","0.01","","0.0168","0.0037606493","","0.0000019128","0.0000015549","","","0","0","","","","2003.4576952531"
"2024-07-28","885.8225741236","858.1301109845","76.0328587529","50.683104883","44.8911067719","12.5414856459","17.9744370787","7.9383101679","7.776","4.8","5.0742812","3.3707832859","1.9484784744","1.66235758","0.7634951732","0.622434216","0.0000022","0.3711544703","0.3769177542","0.29951","0.32497","0.01","","0.0189","0.0031689094","","0.0000014349","0.0000020732","","","0","0","","","","1981.4364451799"
"2024-07-29","905.555677329","870.6828347055","77.2321660771","56.2056871278","48.1084679944","14.1289798599","18.1581991059","8.2200815063","7.776","4.8","5.6288396","3.3226352447","1.9494998857","1.65488258","0.7674443331","0.622440216","0.0000022176","0.6105501683","0.3772794298","0.301655","0.3085552","0.01","","0.0147","0.0044179055","","0.0000019128","0.0000018083","","","0","0","","","","2026.4409992077"
"2024-07-30","907.1496004389","869.7098448615","77.5547769599","56.6740267911","48.0461043087","13.3582359961","17.9749687592","8.2155282508","7.776","4.8","5.5753348","3.2906816444","1.9529375315","1.67401758","0.7649198862","0.622476216","0.0000016416","0.4460430174","0.3777924216","0.30525","0.2918316","0.01","","0.014","0.0037878081","","0.0000014349","0.0000018207","","","0","0","","","","2026.5881637686"
"2024-07-31","948.8218206445","878.8917659168","77.9903014281","59.7503544712","49.9626414666","13.349790251","17.496484773","8.4127245908","7.776","4.8","5.8041576","3.3861265278","1.9613295766","1.75295258","0.7743672278","0.622434216","","0.50361813","0.378178787","0.307815","0.3432508","0.01","","0.0133","0.0046375516","","0.0000019128","0.0000018083","","","0","0","","","","2083.1140552599"
"2024-08-01","896.3931210811","879.0465072517","78.9166928923","58.661523503","47.8082952937","11.2230429866","17.235260054","8.3768336596","7.776","4.8","8.3041976","3.3310735502","1.9677062033","1.79267758","0.7643903765","0.622323216","","0.0053280085","0.3786091124","0.310595","0.2528872","0.01","","0","0.0001066506","","0.0000014349","0.0000013017","","","0","0","","","","2027.9771739561"
"2024-08-02","910.8257059472","877.2738173565","78.968731857","57.7575756047","47.4906159109","12.8863683766","17.4482226872","8.3643138085","7.776","4.8","5.775234","3.4638956139","1.9721656408","1.80788258","0.7853710346","0.620601216","","0.1559040089","0.3791703898","0.31326","0.3172388","0.01","","0","0.0001193664","","0.0000014349","0.000002074","","","0","0","","","","2039.1921977079"
"2024-08-03","908.1931969091","875.7317058032","79.4801083457","55.2773286997","47.3909906979","12.5033846769","17.4026017491","8.2827595806","7.776","4.8","5.4867344","3.3643406805","1.976158128","1.77820258","0.7960645783","0.622323216","","0.5055108536","0.3796571523","0.31588","0.3039724","0.01","","0","0.0001233407","","0.0000014349","0.00000182","","","0","0","","","","2032.3770470465"
"2024-08-04","903.9919546247","871.4852730295","80.0016354795","51.4322823254","45.8198183747","11.8761550382","16.9998661612","8.0637203288","7.776","4.8","5.1192208","3.3458835473","1.976158128","1.81233258","0.7842312533","0.622323216","","0.4262438543","0.380175749","0.31888","0.3248008","0.01","","0.014","0.0001062741","","0.0000019128","0.0000018085","","","0","0","","","","2017.3810652853"
"2024-08-05","922.276675174","878.4164602666","81.4560042897","55.6548708096","46.9583761267","13.2238925302","16.7961692879","8.267508733","7.776","4.8","5.771442","3.3741211778","1.976158128","1.76449258","0.7914026987","0.620847216","","0.6116063449","0.3806926579","0.32112","0.327178","0.01","","0.0133","0.0001284512","","0.0000014349","0.0000015551","","","0","0","","","","2051.5884494622"
"2024-08-06","901.5450144653","874.4720030235","80.897467804","54.9561729907","46.3937270974","12.7994403744","16.632349595","8.2953192213","7.776","4.8","5.7895568","3.2408978972","1.9789504153","1.99355258","0.793146917","0.622350216","","0.4851000008","0.3811669001","0.324865","0.3522128","0.01","","0.0126","0.0001066235","","0.0000014349","0.0000020732","","","0","0","","","","2024.5520042296"
"2024-08-07","899.7804999595","872.9131363868","83.0388009405","54.8744961584","45.6290213222","12.7201793059","16.4774809371","8.4068291326","7.776","4.8","5.711352","3.4419108694","1.987509271","1.90861258","0.7818671901","0.622332216","","0.4765796858","0.3816879153","0.327785","0.3150692","","","0.0119","0.0013413967","","0.0000019128","0.0000015549","","","0","0","","","","2022.384394935"
"2024-08-08","894.6227207279","873.1954687138","82.6719630424","56.9907228442","45.4612105363","12.9164608245","16.3882565166","8.4540196703","7.776","4.8","5.7617492","3.3973966832","2.0025239023","1.91211758","0.7871018575","0.622392216","","0.4720793341","0.3821307259","0.33063","0.318074","0.01","","0.0161","0.0026305885","","0.0000014349","0.0000020732","","","0","0","","","","2019.2917524716"
"2024-08-09","892.6358508177","873.6602037119","103.7940440008","57.65268799","44.4459461378","13.1160556607","16.1717244863","8.3848659005","7.776","4.8","5.7509156","3.3472329721","2.0102426817","1.93050258","0.7819638423","0.622341216","","0.4497342624","0.382528097","0.33351","0.2967868","0.01","","0.014","0.0030656309","","0.0000019128","0.0000018198","","","0","0","","","","2038.3702061207"
"2024-08-10","889.8693124107","872.8991543769","90.3380848867","56.1102340242","43.9578945022","11.7789733913","16.1390578064","8.5045858294","7.776","4.8","5.5566452","3.3771621916","2.0107731408","1.95361258","0.7843941344","0.622323216","","0.3363667563","0.3829599523","0.08802","0.3527488","0.01","","0.0133","0.0025485019","","0.0000019128","0.0000018083","","","0","0","","","","2017.6641554222"
"2024-08-11","885.2545923326","869.582294823","77.9774107064","52.2310449702","43.2957279787","11.8473949997","16.176101724","8.3389061975","7.776","4.8","5.2392404","3.2894220332","2.0107731408","2.09306758","0.7795293646","0.622323216","","0.3871209264","0.383441034","0.08757","0.3212916","0.01","","0.0168","0.0029546849","","0.0000014349","0.0000018198","","","0","0","","","","1992.5230109667"
"2024-08-12","895.3599618828","874.1034577288","79.5070457872","58.2767801465","43.3933786897","13.9894490311","16.6191084912","8.6376441752","7.776","4.8","5.9746212","3.3539957307","2.0107731408","1.81883758","0.7923666605","0.622338216","","0.6760781526","0.3839780102","0.085415","0.3261684426","0.01","","0.0126","0.0027354368","","0.0000019128","0.0000020732","","","0","0","","","","2018.5327374887"
"2024-08-13","899.8527142903","876.6830591528","81.6152477306","57.9373588133","44.3758671847","13.2612818035","16.6840904223","8.8216525116","7.776","4.8","6.0040992","3.3615077028","2.0107731408","1.83660758","0.7919985658","0.622323216","","0.527235434","0.384443112","0.08749","0.31589","0.01","","0.014","0.0029990589","","0.0000014349","0.0000015549","","","0","0","","","","2027.7766419092"
"2024-08-14","902.317615855","883.5428380137","84.5384300332","59.9725768118","45.795574169","12.9013521571","16.7558665726","9.0337474265","7.776","4.8","6.1179184","3.3625817751","2.0158505225","1.79185758","0.7971944894","0.622323216","","0.5081529009","0.3849990846","0.090585","0.3298244","0.01","","0.014","0.0031886244","","0.0000019128","0.0000020732","","","0","0","","","","2043.4824810178"
"2024-08-15","895.9153973979","879.5709010408","90.6988824861","53.9903213299","44.3047410069","12.0213021545","17.0554080597","8.729122665","7.776","4.8","5.5414676","3.3506789557","2.0182102728","1.76080758","0.7934309419","0.622323216","","0.3817212426","0.3854978961","0.093205","0.3164748","0.01","","0.0126","0.0028955594","","0.0000014349","0.0000018083","","","0","0","","","","2030.1513924485"
"2024-08-16","896.4318529598","874.5532166039","89.8827380754","58.0722983433","43.2062215308","12.862193794","17.1827684732","8.8765206048","7.776","4.8","5.873778","3.4053360051","2.0182102728","1.66337758","0.7932080905","0.622077216","","0.5832070763","0.3858645614","0.092405","0.3707356","0.01","","0.0161","0.0030158504","","0.0000019128","0.00000182","","","0","0","","","","2029.4811293705"
"2024-08-17","889.150827912","873.5522608753","91.1891480893","56.9783817272","42.4564362036","12.3865446343","17.3555262798","8.8285531302","7.776","4.8","5.6187548","3.3287674777","2.0182102728","1.64690258","0.7959262971","0.622323216","","0.4698497777","0.3862311048","0.089385","0.2880108","0.01","","0.0126","0.0033474941","","0.0000014349","0.0000015553","","","0","0","","","","2019.7639906621"
"2024-08-18","884.5082071769","869.3535654487","91.2755734643","52.9311803399","41.6311781049","11.9404236127","17.2092913132","8.7180516596","7.776","4.8","5.2403","3.306122089","2.0182102728","1.68840758","0.7875898843","0.622569216","","0.3503953873","0.3866077742","0.089965","0.3085552","0.01","","0.0119","0.0025467293","","0.0000019128","0.0000020734","","","0","0","","","","2004.9666442393"
"2024-08-19","886.7019318848","870.4451273455","90.2050487321","54.1214152767","42.1218266442","12.1908404057","16.8178205759","8.7205526789","7.776","4.8","5.3549228","3.4421617612","2.0182102728","1.65536758","0.7969219361","0.622077216","","0.4828457197","0.3870061515","0.08927","0.3025072","0.01","","0.0126","0.0025986888","","0.0000019128","0.0000020736","","","0","0","","","","2009.0770568563"
"2024-08-20","892.4112087099","875.8197115382","91.0725878905","57.197107797","43.6772650702","12.9994142276","16.8307749904","8.8862718987","7.776","4.8","5.7928588","3.2927910747","2.0182102728","1.65695258","0.7829677005","0.622590216","","0.5341805253","0.3874076582","0.08929","0.2997128","0.01","","0.0175","0.0032201602","","0.0000019128","0.0000015551","","","0","0","","","","2026.9780273781"
"2024-08-21","890.993129764","875.9254105923","91.1037040538","57.1932570288","46.4115596739","12.8205827055","16.5930872158","8.9616373275","7.776","4.8","5.8246004","3.4028829139","2.0269348105","1.70315758","0.7866411361","0.622089216","","0.4602336463","0.3877224829","0.09135","0.3223664","0.01","","0.0168","0.0035616591","","0.0000014349","0.0000020732","","","0","0","","","","2028.2367121145"
"2024-08-22","899.9495816751","867.2272483069","87.3180456081","56.2858912493","41.778738417","12.7614444568","16.3609185156","8.9112078147","7.776","4.8","5.765532","3.3495548335","2.0384302064","1.72650758","0.7794833915","0.622329216","","0.4746806421","0.3880855357","0.08907","0.3357072","0.01","","0.0168","0.0033315641","","0.0000019128","0.0000018198","","","0","0","","","","2018.7685919454"
"2024-08-23","915.4649660144","868.0030220131","89.8436064741","58.7242921582","40.0881135239","12.7093693529","16.2884415774","8.8328531464","7.776","4.8","5.8754272","3.3532863193","2.0399432904","1.69087258","0.7806779824","0.621312216","","0.4649399138","0.3884323008","0.09181","0.292846","0.01","","0.0175","0.0033544156","","0.0000019128","0.0000018083","","","0","0","","","","2038.1610701998"
"2024-08-24","911.1967666472","861.8247706991","87.256102363","56.1712973876","40.3253812596","11.9692694546","16.1582927384","8.8096632212","7.776","4.8","5.5521376","3.3623450776","2.0399432904","1.65532758","0.7854826116","0.621201216","","0.3728613652","0.3888363218","0.09456","0.2665736","0.01","","0.0203","0.0030801229","","0.0000014349","0.0000020732","","","0","0","","","","2021.4601960643"
