"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Relational Database Service($)","S3($)","Elastic Container Service for Kubernetes($)","Elastic Load Balancing($)","CloudWatch($)","SQS($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SNS($)","Cost Explorer($)","Service Catalog($)","Route 53($)","DynamoDB($)","Key Management Service($)","Step Functions($)","Simple Workflow Service($)","Glacier($)","SES($)","Lambda($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-06-26","39.6563550728","11.07261764","8.0662572011","4.8704027041","0.6667219297","2.4","0.5737738741","1.2266674095","0.0050176","0.0961383328","0.0915357312","0","0.01","0.0021","0.00011","0.0213120576","0.002376","0.000000458","0.0000008352","0.0000027725","","","0","0","","68.7613896186"
"2024-06-27","39.7656161245","11.0750972438","8.0655763196","4.8522208824","0.6614775257","2.4","0.5736925778","1.2266674095","0.0041328","0.0953883328","0.0915357312","0","0.01","0.0007","0.0000788","0.0213120576","0.002376","0.000000356","0.0000005742","0.0000028395","","","0","0","","68.8458755746"
"2024-06-28","40.4643893284","11.0648206966","8.0660669922","4.8678286889","0.6668134597","2.4","0.5736468645","1.2266674095","0.0049596","0.0965783328","0.0915357312","0","0.01","0.0021","0.0000112","0.0213120576","0.002484","0.000000458","0.0000008091","0.0000029508","","","0","0","","69.5592185793"
"2024-06-29","39.782008762","11.0569596098","8.0656032395","4.8560954687","0.6625034355","2.4","0.5736262222","1.2266674095","0.0044032","0.0967733328","0.0915357312","0","0.01","0.0014","0.0000284","0.0213120576","0.002415","0.000000472","0.0000008091","0.0000027852","","","0","0","","68.8513359351"
"2024-06-30","39.7828327372","11.0470016183","8.0655172138","4.8421160135","0.65783207","2.4","0.5736","1.2266681539","0.0037168","0.0957833328","0.0915357312","0","0.01","0.0021","0.000032","0.0213120576","0.002415","0.000000369","0.0000008352","0.0000028938","","","0","0","","68.8224668263"
"2024-07-01","39.8359006205","10.7958243001","8.0657705175","4.853012411","0.6419315101","2.4","0.5736928001","1.1870975225","0.0043676","0.0932029024","0.0885829656","0","0.01","0","1.0000952","0.0213120552","0.002376","0.000000472","0.0000008091","0.0000029064","","","0","0","","69.5731705925"
"2024-07-02","41.1427585347","10.8147899546","8.0654250437","4.8542155955","0.6420618888","2.4","0.5737334222","1.1870976048","0.0043724","0.0919929024","0.0885829656","0","","0","0.0001048","0.0213120552","0.001782","0.000000472","0.0000008352","0.0000028963","","","0","0","","69.888233371"
"2024-07-03","41.1436930087","10.8030407574","8.0654561931","4.8415628663","0.6365833309","2.4","0.5737674223","1.186694698","0.0037032","0.0935779024","0.0885829656","0","0.01","0","0.000138","0.0213120552","0.00198","0.000000472","0.0000008091","0.0000027589","","","0","0","","69.8700964399"
"2024-07-04","40.8407735383","10.8156842875","8.0654038041","4.8653478077","0.6465575329","2.4","0.5737652001","1.1870976724","0.0049404","0.0920579024","0.0885829656","0","0.01","0","0.0001376","0.0213120552","0.002376","0.000000413","0.0000007308","0.0000028827","","","0","0","","69.6140407927"
"2024-07-05","41.0809795346","10.7855601215","8.0653237465","4.8434729764","0.6360045413","2.4","0.5737512445","1.1866942978","0.003666","0.0890329024","0.0885829656","0","0.01","0","0.0001108","0.0213120552","0.00198","0.000000342","0.0000006003","0.0000028395","","","0","0","","69.7864749676"
"2024-07-06","41.0698054463","10.8180122759","8.0653591676","4.867028878","0.6464822862","2.4","0.5736954223","1.1870976796","0.005042","0.0895123648","0.0885829656","0","0.01","0","0.000058","0.0213120552","0.00198","0.000000329","0.0000005481","0.0000028394","","","0","0","","69.843972258"
"2024-07-07","40.8433786975","10.7919062643","8.0654105795","4.8420338356","0.6363560678","2.4","0.5736571554","1.1870975238","0.003644","0.0925079024","0.0885829656","0","0.01","0","0.0000508","0.0213120552","0.00198","0.000000329","0.0000005742","0.0000027506","","","0","0","","69.5579215009"
"2024-07-08","41.0790410632","10.782167025","8.0654398767","4.8420165859","0.6365621534","2.4","0.5737613332","1.1870979343","0.0036568","0.0925229024","0.0885829656","0","0.01","0","0.0001044","0.0213120552","0.001848","0.000000343","0.0000005742","0.0000028836","","","0","0","","69.7841168957"
"2024-07-09","41.0141112392","10.826432459","8.0654032491","4.8744167392","0.6509767147","2.4","0.5737532","1.1870975245","0.005646","0.0894423648","0.0885829656","0","0.01","0","0.0001024","0.0213120552","0.001914","0.000000327","0.0000005742","0.0000028397","","","0","0","","69.8091946522"
"2024-07-10","41.0768757441","10.8051920416","8.0653466235","4.8664311201","0.6474178737","2.4","0.5737246668","1.1870975245","0.0050776","0.0903573648","0.0885829656","0","0.01","0","0.000078","0.0213120552","0.002046","0.00000043","0.0000008091","0.0000027952","","","0","0","","69.8395436142"
"2024-07-11","41.1025203229","10.790071001","8.065385537","4.8523957563","0.6423988063","2.4","0.573734311","1.1870975245","0.0043668","0.0919223648","0.0885829656","0","0.01","0","0.0000864","0.0213120552","0.002376","0.000000472","0.0000008352","0.0000027734","","","0","0","","69.8322539252"
"2024-07-12","49.4853354282","16.9270490542","8.0653756059","4.8563304032","0.6434034683","2.4","0.5737337334","1.4387210992","0.0043696","0.0921179024","0.0885829656","0","0.01","0.0252","0.0000864","0.0213120566","0.002382","0.0000005","0.0000008352","0.0000028395","","","0","0","","84.6340038917"
"2024-07-13","57.3084447439","21.7995584351","8.0653733156","4.8412936004","0.6415408757","2.4","0.5737311556","1.6516136682","0.004167619","0.0933329024","0.088896617","0.0000000088","0.01","0.4284","0.0000832","0.0213120576","0.00231","0.000000472","0.0000008352","0.0000028607","","","0","0","","97.9300623672"
"2024-07-14","57.2398282556","21.7654958869","8.0653090616","4.8435319198","0.6375477784","2.4","0.5736397778","1.6516144138","0.0037032","0.0911379024","0.089133768","0","0.01","0.3927","0.0000456","0.0213120576","0.002376","0.00000043","0.0000007569","0.000002906","","","0","0","","97.7873797148"
"2024-07-15","57.6192949002","22.0640123944","8.0664863879","4.8413291883","0.6382185458","2.4","0.5739358119","1.6516141441","0.0037064","0.0912229024","0.089133768","0","0.01","0.4046","0.0001748","0.0213120576","0.002376","0.000000472","0.0000008091","0.0000029064","","","0","0","","98.4774214881"
"2024-07-16","59.7419968828","22.26269457","8.0669867715","4.8438948819","0.6385369171","2.4","0.5739543134","1.6516137516","0.0044944506","0.1352815056","0.0958783459","0.0000001154","0.01","0.3927","0.0033168","0.0213120576","0.002589","0.000000444","0.0000008091","0.0000029722","","","0","0","","100.8452545887"
"2024-07-17","61.9305094638","25.4750629033","8.0978696098","4.9039422695","1.0715604597","2.4","0.8669753825","1.6517023092","0.1821417876","0.1572558072","0.1050491849","0.0130685468","0.01","0.3808","0.0003184","0.0213120593","0.002538","0.000000443","0.000000783","0.0000030318","","","0","0","","107.2701104414"
"2024-07-18","62.2858222205","23.8539831318","8.0812764612","4.875314271","1.060189583","2.4","0.5915476199","1.6516138677","0.1772292","0.1528847319","0.1115905379","0.01264671","0.01","0.3808","0.000488","0.02131206","0.002592","0.00000043","0.0000007569","0.0000029136","","","0","0","","105.6692944954"
"2024-07-19","62.2443802671","30.6029318058","8.0722536864","4.9668164366","1.9234337342","2.4","1.2871548771","1.6516137031","0.5286745592","0.1567058072","0.1179548744","0.0387437548","0.01","0.3332","0.0010344","0.02131206","0.00252","0.0000011507","0.0000006525","0.0000027718","","","0","0","","114.3587345409"
"2024-07-20","62.2442832624","25.0480801851","8.0663296787","5.177472774","1.1503568523","2.4","0.7884684372","1.6516137031","0.196074","0.1556808072","0.1189288708","0.0140683427","0.01","0.238","0.0002408","0.02131206","0.00252","0.0000013146","0.0000004437","0.0000028154","","","0","0","","107.2834343472"
"2024-07-21","62.1705201558","28.0555745213","8.0670745132","4.9395857735","1.540048054","2.4","0.9764958932","1.6516137031","0.3542572","0.1510147319","0.119537772","0.0258700404","0.01","0.2023","0.0001896","0.02131206","0.00252","0.0000010047","0.0000003654","0.0000027508","","","0","0","","110.6879181393"
"2024-07-22","62.2443460169","31.3663742549","8.0708688633","5.3768641595","1.8645162427","2.4","1.2172901433","1.6516257236","0.4696032","0.1551808072","0.1214557235","0.0344138165","0.01","0.1904","0.0005348","0.02131206","0.00252","0.0000012696","0.0000003654","0.0000027076","","","0","0","","115.197310154"
"2024-07-23","62.2445182124","29.1945853655","8.07227958","4.938208086","1.6386529023","2.4","0.8438694673","1.6516138657","0.3539265847","0.1568358072","0.1256435688","0.0777844512","0.01","0.3808","0.000338","0.02131206","0.002448","0.0000012251","0.0000007569","0.0000026574","","","0","0","","112.1128205905"
"2024-07-24","62.2443209136","25.3159435723","8.0696665109","4.8904773948","1.2442565845","2.4","0.7878622242","1.6516137099","0.180366","0.1571858072","0.1294785482","0.0490787888","0.01","0.3689","0.0002544","0.02131206","0.002592","0.0000014746","0.0000007308","0.0000025874","","","0","0","","107.5233133072"
"2024-07-25","62.2443439058","30.007855949","8.0678937865","5.1072392393","1.6472320387","2.4","1.2275459399","1.6508088869","0.3435444","0.1565608072","0.1324302976","0.0954718495","0.01","0.3213","0.0002452","0.02131206","0.00252","0.0000014176","0.0000006264","0.0000026034","","","0","0","","113.4363090078"
"2024-07-26","62.381385901","30.1355915777","8.0685098618","4.9649391187","2.7717936826","2.4","1.3437079955","1.6508074954","0.81616","0.1560558072","0.1333728936","0.2294489056","0.01","0.2975","0.0005256","0.02131206","0.00252","0.0000014036","0.0000005742","0.0000025052","","","0","0","","115.3836353821"
"2024-07-27","62.4056834124","23.9967346286","8.0657772445","4.8677647625","0.996073751","2.4","1.1908286034","1.6516137932","0.0041784","0.1562158072","0.1333728936","0.0009122087","0.01","0.2856","0.0002756","0.02131206","0.002592","0.0000011247","0.0000005742","0.0000027059","","","0","0","","106.1889395699"
"2024-07-28","62.2187261329","26.0654120969","8.0658158206","4.9052646751","2.171066117","2.4","1.3056348022","1.6516137111","0.5303468","0.1561808072","0.1333728936","0.1484886197","0.01","0.2856","0.0001864","0.02131206","0.0027","0.0000013296","0.0000005742","0.0000026164","","","0","0","","110.0717254565"
"2024-07-29","62.2464283936","33.1307324934","8.067508905","5.2732363379","1.7197326244","2.4","2.6211792104","1.6516147369","0.203965928","0.1558408072","0.1336892605","0.0557280818","0.01","0.2618","0.0005052","0.02131206","0.0027","0.0000010497","0.0000004698","0.0000027067","","","0","0","","117.9559782653"
"2024-07-30","63.1409983788","37.501353384","8.0664229884","8.3434439514","2.4139969936","2.4","3.3918783091","1.6504040344","0.4377552","0.1556808072","0.133923696","0.1216447021","0.01","0.2261","0.0004936","0.02131206","0.0027","0.0000012996","0.0000003915","0.0000028172","","","0","0","","128.0181126133"
"2024-07-31","63.8054233672","22.8367534441","8.0716448477","4.8903955363","1.0551686137","2.4","0.7370415567","1.6516137118","0.0178824","0.1555658072","0.1344998202","0.0021409444","0.01","0.2142","0.000502","0.02131206","0.0027","0.0000010497","0.0000003915","0.0000027952","","","0","0","","106.0068483457"
"2024-08-01","62.3007355531","31.0892760926","8.0670346988","5.0204285945","1.4805798452","2.4","2.6272123234","1.6250009638","0.0419836","0.1552058072","0.135172354","0.0023479872","0.01","0","1.0005608","0.02131206","0.00216","0.0000010487","0.0000003654","0.0000027729","","","0","0","","115.9790148668"
"2024-08-02","62.5106039725","38.5556275763","8.0796407474","5.2571709724","1.8469530342","2.4","3.4481711922","1.6516156083","0.03525767","0.1613058072","0.1360807586","0.0022083758","0.01","0","0.0007356","0.02131206","0.002016","0.0000014326","0.0000006525","0.0000027286","","","0","0","","124.1187041886"
"2024-08-03","62.5980554086","36.5846801551","8.0693678421","5.1621686381","1.6827752446","2.4","3.8299649941","1.6516382615","0.0202932","0.2061908072","0.137138064","0.0013201051","0.01","0.0133","0.00033","0.02131206","0.002589","0.0000010047","0.0000004176","0.0000026912","","","0","0","","122.3911278939"
"2024-08-04","62.7772823727","21.985192955","8.0691129588","4.8823586503","1.0169716829","2.4","0.5809822641","1.6516144711","0.003558","0.2059008072","0.137138064","0.0000003584","0.01","0.014","0.0000868","0.02131206","0.002592","0.0000012996","0.0000004176","0.0000027346","","","0","0","","103.7581078963"
"2024-08-05","63.0830328596","25.9863549754","8.0767817144","5.0892680723","1.2746368749","2.4","1.297437715","1.6516137259","0.034622","0.2016447319","0.1374774321","0.0018864548","0.01","0.0126","0.0005744","0.02131206","0.002601","0.0000010347","0.0000004176","0.0000027504","","","0","0","","109.281848219"
"2024-08-06","62.9246332004","46.4832803577","8.0751257104","8.1624235681","6.5252615238","2.4","0.8809218256","1.6516193236","2.585521635","0.2060208072","0.1394978832","0.2707218519","0.01","0.1904","0.0005592","0.02131206","0.002592","0.0000012996","0.0000004176","0.0000026017","","","0","0","","140.5298952658"
"2024-08-07","62.6682467735","31.0484236602","8.069812595","6.1048896838","1.6871004492","2.4","2.4765647397","1.6516137288","0.0734553784","0.2057608072","0.1405127616","0.0198103038","0.01","0.2261","0.0006568","0.02131206","0.00216","0.0000010187","0.0000004176","0.0000026181","","","0","0","","116.8064237956"
"2024-08-08","62.6044987857","33.5254578565","8.0710506593","5.6850506186","3.1465938797","2.4","1.9105549159","1.6516137288","0.8481424","0.2061808072","0.1405127616","0.2377105499","0.01","0.2499","0.000574","0.02131206","0.002592","0.0000012686","0.0000004437","0.0000025945","","","0","0","","120.71174933"
"2024-08-09","62.6340887155","33.8764502217","8.0688611451","5.1208168548","3.9615500493","2.4","0.5810797066","1.651614047","1.319132","0.2060358072","0.1405127616","0.3710950162","","0.238","0.0004008","0.02131206","0.002592","0.0000010487","0.0000004437","0.0000026593","","","0","0","","120.5935453367"
"2024-08-10","62.2157055166","22.6022648196","8.0666065072","7.8357720518","1.7662229323","2.4","0.5773694966","1.6516137293","0.2603128","0.2059358072","0.1405127616","0.0711270387","0.01","0.2261","0.0000288","0.02131206","0.002592","0.0000012996","0.0000004176","0.0000026641","","","0","0","","108.0534807022"
"2024-08-11","62.3938457424","39.4607552729","8.066773794","5.1418178393","2.0127272318","2.4","4.6603554809","1.6516137293","0.0145952","0.2065608072","0.1405127616","0.0039144832","0.01","0.2737","0.0002188","0.02131206","0.002232","0.0000011077","0.0000004437","0.0000027063","","","0","0","","126.4609394603"
"2024-08-12","62.522376982","26.3868557484","8.0694928525","4.9656134632","2.6626544597","2.4","0.5796870709","1.6516137293","0.665956","0.2058908072","0.1405127616","0.1853608711","0.01","0.2261","0.0005112","0.02131206","0.00216","0.0000012846","0.0000004176","0.0000026276","","","0","0","","110.6961023357"
"2024-08-13","62.5974054955","22.0587722212","8.0678502935","4.8839244806","1.2915689415","2.4","0.577967308","1.651613811","0.0104728","0.2059358072","0.1407691838","0.000026717","0.01","0.2142","0.0004152","0.02131206","0.002592","0.0000010347","0.0000004176","0.0000026603","","","0","0","","104.1348304319"
"2024-08-14","62.6305492883","21.9850421811","8.0688002193","4.8862681369","1.2879564227","2.4","0.5746341867","1.6516137294","0.0104744","0.2059058072","0.140971968","0.0000261788","0.01","0.238","0.0005196","0.02131206","0.002592","0.0000010497","0.0000004176","0.0000027209","","","0","0","","104.1146703666"
"2024-08-15","62.6686343083","21.9731148969","8.0668486819","4.8786821678","1.2878529355","2.4","0.5738342667","1.6512106527","0.0104672","0.2056858072","0.140971968","0.0000261788","0.01","0.1904","0.0000632","0.02131206","0.002592","0.0000012846","0.0000003915","0.0000029065","","","0","0","","104.0817009064"
"2024-08-16","62.5617788094","21.9736605872","8.0683771787","4.8769768849","1.2882178726","2.4","0.5741705113","1.6516138857","0.01051","0.2062858072","0.140971968","0.0000346066","0.01","0.2618","0.0005264","0.02131206","0.002592","0.0000010937","0.0000004698","0.000002859","","","0","0","","104.0488329941"
"2024-08-17","62.5193274736","21.9733205212","8.0668090723","4.8732421277","1.2878827379","2.4","0.5737997931","1.6516138859","0.0104612","0.2059108072","0.140971968","0.0000216787","0.01","0.2142","0.0001496","0.02131206","0.002592","0.0000012846","0.0000004176","0.0000031673","","","0","0","","103.9516197951"
"2024-08-18","62.2654378869","21.9787488031","8.0667671583","4.876931325","1.2878220376","2.4","0.5737486704","1.6516144758","0.0104616","0.2057008072","0.140971968","0.0000231787","0.01","0.2142","0.0000884","0.02131206","0.002592","0.0000012696","0.0000003915","0.0000032158","","","0","0","","103.7064252479"
"2024-08-19","62.5617665855","21.9734006063","8.0679499533","4.869085702","1.2877962662","2.4","0.5739912449","1.6512105048","0.0104608","0.2057858072","0.140971968","0.0000216798","0.01","0.2142","0.0002336","0.02131206","0.002592","0.0000010197","0.0000003915","0.0000032282","","","0","0","","103.9907834174"
"2024-08-20","62.6322725294","22.0644336314","8.0723177287","4.8665510474","1.2890382527","2.4","0.5748272896","1.6516137306","0.0105184","0.2066858072","0.140971968","0.0000347511","0.01","0.2975","0.0026228","0.02131206","0.002592","0.000001403","0.0000005742","0.0000030812","","","0","0","","104.2432970545"
"2024-08-21","62.7174373388","21.9848708721","8.072686206","4.8875991202","1.2897663581","2.4","0.5748391391","1.6512106689","0.0104996","0.2065158072","0.140971968","0.0000321798","0.01","0.2856","0.005388","0.02131206","0.002592","0.0000011097","0.0000004698","0.0000032523","","","0","0","","104.26132615"
"2024-08-22","62.7230918016","21.9789125906","8.0679777083","4.8681026704","1.2885110025","2.4","0.5739745645","1.6516137308","0.0104992","0.2064208072","0.140971968","0.0000357034","0.01","0.2856","0.001078","0.02131206","0.002592","0.0000013746","0.0000005481","0.0000031904","","","0","0","","104.2306989204"
"2024-08-23","63.3209839727","22.1764003184","8.067940607","4.8650533027","1.288703479","2.4","0.5739357452","1.6516137308","0.0104936","0.2066858072","0.140971968","0.0000351798","0.01","0.3213","0.0009728","0.02131206","0.002232","0.0000011521","0.0000005742","0.000002862","","","0","0","","105.0586391591"
"2024-08-24","63.3909950112","21.9965876045","8.0668308838","4.8656080866","1.2889008802","2.4","0.5738427527","1.6516138943","0.010538","0.2071608072","0.140971968","0.0000396787","0.01","0.2975","0.0003996","0.02131206","0.00216","0.0000014326","0.0000006786","0.0000029065","","","0","0","","104.9244662449"
"2024-08-25","63.3910991479","21.9995738362","8.0668240427","4.8676481953","1.2888048102","2.4","0.5738109129","1.6516137311","0.0105316","0.2030097319","0.140971968","0.0000336787","0.01","0.3451","0.0002292","0.02131206","0.002304","0.000001446","0.0000007047","0.0000030319","","","0","0","","104.9728720975"
"2024-08-26","63.6930352786","33.8181279856","8.0677523041","5.0883386307","4.2737748426","2.4","0.5740641076","1.6516138128","1.401684","0.2065108072","0.140971968","0.394180309","0.02","0.2856","0.0010128","0.02131206","0.002304","0.0000011097","0.0000005742","0.000002934","","","0","0","","122.0402875241"
"2024-08-27","64.591259236","39.8539165879","8.0691326926","7.5276692225","2.6153372245","2.4","4.7180901727","1.6516138947","0.2248052","0.2066658072","0.140971968","0.063752952","0.01","0.3094","0.0010092","0.02131206","0.00216","0.0000013896","0.0000006003","0.0000029082","","","0","0","","132.4071011162"
"2024-08-28","63.6689615906","22.0395164507","8.0702142912","4.8821567172","1.3928872639","2.4","0.5856559158","1.6516137316","0.004074","0.2021347319","0.140971968","0.0002042609","","0.2023","0.0016348","0.02131206","0.002232","0.0000011247","0.0000005481","0.0000029273","","","0","0","","105.2658743819"
"2024-08-29","64.5410884453","22.7849797789","8.0737022716","4.8821027534","1.9820653122","2.4","0.5751501095","1.6516335769","0.0035756","0.2061458072","0.140971968","0.0000322188","0.01","0.2618","0.001786","0.02131206","0.002025","0.0000013296","0.000000522","0.0000027191","","","0","0","","107.5383754725"
"2024-08-30","65.1922167823","22.0073573389","8.0690118924","4.881693696","1.7992313428","2.4","0.5744183915","1.6516137446","0.0035076","0.2047558072","0.140971968","0.0000220747","0.01","0.0525","0.0012044","0.02131206","0.0024","0.0000013765","0.0000015654","0.000000484","","","0","0","","107.0122205243"
"2024-08-31","65.1192100589","21.9840441655","8.0668888891","4.890851757","1.7420090886","2.4","0.5740242064","1.6516137446","0.0034684","0.2042308072","0.140971968","0.0000111789","0.02","0.0084","0.0004112","0.02131206","0.002625","0.0000010366","0.0000009566","","","","0","0","","106.8300745174"
"2024-09-01","64.5707075205","22.6209935833","8.0677473702","4.8890341713","1.8003378311","2.4","0.5740826747","1.7066674942","0.003456","0.2078166656","0.1456710384","0.0000003581","0.01","0","0.2001812","0.02131206","0.002592","0.0000015549","0.0000014349","","","","0","0","","107.2206029572"
"2024-09-02","65.3213011103","22.6204003396","8.0686676088","4.8847192224","1.8020017909","2.4","0.5742229024","1.7066675765","0.0034668","0.2076266656","0.1456710384","0.0000001801","0.01","0","0.0004544","0.02131206","0.002592","0.0000015549","0.0000014349","","","","0","0","","107.7691066848"
"2024-09-03","65.4221444594","44.3597253864","8.0690966731","6.9159213834","4.7437398402","2.4","3.3294882382","1.7066674944","1.0941572","0.2076616656","0.1456710384","0.0849358688","","0","0.0008828","0.02131206","0.001656","0.0000015551","0.0000014349","","","","0","0","","138.5030630979"
"2024-09-04","63.5567490742","22.6943981836","8.0703736998","4.9006828781","1.8880372658","2.4","0.6973939331","1.7066674944","0.0063844","0.2076716656","0.1456710384","0.0000120316","0.01","0","0.0011152","0.02131206","0.002592","0.0000015549","0.0000014349","","","","0","0","","106.3090639144"
"2024-09-05","63.546274766","22.6653628652","8.0696994188","4.8919594584","1.8750121782","2.4","0.5745209123","1.7066674944","0.0034668","0.2076366656","0.1456710384","0.0000001801","0.01","0","0.0014116","0.02131206","0.001584","0.0000015549","0.0000014349","","","","0","0","","106.1205824272"
"2024-09-06","63.9091225321","22.6572706855","8.0696521463","4.8944175641","1.8749134172","2.4","0.5744641743","1.7066674944","0.0034696","0.2076266656","0.1456710384","0.0000005381","0.01","0.0063","0.000778","0.02131206","0.00252","0.0000018198","0.0000014349","","","","0","0","","106.4841891707"
"2024-09-07","63.3703948101","22.6201997335","8.0669069552","4.8950335105","1.8750147745","2.4","0.5739353509","1.7066678064","0.00347","0.2076916656","0.1456710384","0.0000001789","0.01","0.0084","0.0001008","0.02131206","0.00252","0.0000015549","0.0000014349","","","","0","0","","105.9073216738"
"2024-09-08","63.5567458248","22.6254535827","8.0680106542","4.8926003774","1.8751332749","2.4","0.5741472506","1.7066683894","0.0034712","0.2077066656","0.1456710384","0.0000005436","0.01","0.0077","0.0003684","0.02131206","0.00252","0.0000015553","0.0000014349","","","","0","0","","106.0975122518"
"2024-09-09","63.2367153984","22.6219341595","8.072163548","4.8893779498","1.8750759352","2.4","0.5747048854","1.7066676586","0.0034712","0.2076466656","0.1456710384","0.000000722","0.01","0.0042","0.0007396","0.02131206","0.00252","0.0000015549","0.0000014349","","","","0","0","","105.7722038107"
"2024-09-10","63.3846815357","22.7621060692","8.0695121773","4.8868617591","1.8828185775","2.4","0.5903890543","1.7066677336","0.0050047832","0.2078616656","0.1464389304","0.0000254333","0.01","0.0105","0.0010908","0.02131206","0.001656","0.0000015549","0.0000014349","","","","0","0","","106.086929569"
"2024-09-11","63.3703152823","28.7892525096","8.0716504824","5.2053159613","3.0383151","2.4","1.1968568484","1.7066674957","0.4825728318","0.2076566656","0.1474863576","0.0357949641","0.01","0.0063","0.0008912","0.02131206","0.00252","0.0000018083","0.0000019128","","","","0","0","","114.6929114799"
"2024-09-12","64.1885738689","34.4708440249","8.0707121521","5.3509128737","3.7929541227","2.4","1.7146757776","1.7062508291","0.776888","0.2032622212","0.149078078","0.0812295435","0.01","0.0077","0.0006616","0.02131206","0.002592","0.0000018198","0.0000014349","","","","0","0","","122.9476504064"
"2024-09-13","63.4116531219","35.7114276047","8.0707137765","5.2147226211","2.9223843144","2.4","3.2229934655","1.7066674957","0.2792077942","0.2077016656","0.1495180468","0.0760540727","0.01","0.007","0.0006872","0.02131206","0.002232","0.0000015549","0.0000009566","","","","0","0","","123.4142777506"
"2024-09-14","63.4941244367","40.9561587225","8.0672745447","5.415101074","4.3361361393","2.4","3.1606583916","1.705834326","0.8921612","0.2076716656","0.1496505048","0.2502863131","0.01","0.007","0.0003144","0.02131206","0.002448","0.0000015549","0.0000019128","","","","0","0","","131.076135246"
"2024-09-15","63.3704436862","36.9173554275","8.067174916","5.2691605037","3.645146028","2.4","2.7170582427","1.7066674961","0.5866012","0.2076416656","0.1496505048","0.1649010516","0.01","0.007","0.0002188","0.02131206","0.002304","0.0000018083","0.0000014349","","","","0","0","","125.2426388254"
"2024-09-16","63.4328051951","30.7934541676","8.0733642428","5.0440209945","2.7898355524","2.4","2.158543256","1.7066676452","0.2223352","0.2077116656","0.1498974331","0.0589103421","0.01","0.0063","0.0004956","0.02131206","0.002448","0.0000018198","0.0000014349","","","","0","0","","117.0781046091"
"2024-09-17","63.5483987356","46.3104342633","8.0721771941","5.648738735","4.8743843024","2.4","4.4988332839","1.7066674963","0.9498932","0.2077266656","0.1501250184","0.2761861189","0.01","0.0063","0.0005796","0.02131206","0.002592","0.0000015551","0.0000019128","","","","0","0","","138.6843521414"
"2024-09-18","63.4739447832","38.9084087286","8.0788159965","5.2296768752","3.3093807753","2.4","3.9102239522","1.7066674963","0.2692243471","0.2077166656","0.1505388445","0.0692752279","0.01","0.0077","0.0010792","0.02131206","0.002592","0.0000015549","0.0000014349","","","","0","0","","127.7565599422"
"2024-09-19","63.3913239634","43.3408595467","8.0756581305","5.3014160899","3.4792683675","2.4","4.90857896","1.7066744718","0.2538108","0.2074416656","0.1508841048","0.067200405","","0.0063","0.0013092","0.02131206","0.00252","0.0000015549","0.0000014349","","","","0","0","","133.314560755"
"2024-09-20","63.6497283837","29.892008482","8.0690514106","5.1135568852","2.9999266151","2.4","1.8860713859","1.706667499","0.2598868","0.2078016656","0.1508841048","0.0743917282","0.01","0.0077","0.0003068","0.02131206","0.002592","0.0000018198","0.0000014349","","","","0","0","","116.4518890748"
"2024-09-21","63.3912154488","31.4343662763","8.0681489378","5.103305916","3.026812958","2.4","2.2179619354","1.706667499","0.241528","0.2076516656","0.1508841048","0.0672735019","0.01","0.007","0.0001948","0.02131206","0.002592","0.0000015551","0.0000014349","","","","0","0","","118.0569180936"
"2024-09-22","63.3705750022","32.3075738429","8.0681766392","5.0787433179","2.949718841","2.4","2.4172419942","1.7066675807","0.1867448","0.2077216656","0.1508841048","0.0485962299","0.01","0.0063","0.0001664","0.02131206","0.002592","0.0000020736","0.0000019128","","","","0","0","","118.9330184648"
"2024-09-23","64.5817119291","47.1747810772","8.0692269887","5.554750872","5.2067756293","2.4","4.5779372487","1.7066674991","0.99583","0.2076666656","0.1511454937","0.2837884029","0.01","0.007","0.0008512","0.02131206","0.002592","0.0000015551","0.0000014349","","","","0","0","","140.9520400563"
"2024-09-24","66.4626845837","60.5922649969","8.0671669433","5.6927052682","4.2819065275","2.4","1.2491203179","1.7066675808","0.0271676","0.2076666656","0.1513586184","0.0090328012","0.01","0.007","0.0012036","0.02131206","0.002304","0.0000015551","0.0000014349","","","","0","0","","150.8895645535"
"2024-09-25","69.5989165211","37.6767558771","8.067467811","5.2677861859","3.8662755467","2.4","1.299345762","1.7066676615","0.4848976","0.2031122212","0.1513586184","0.1297602655","0.01","0.0049","0.0007628","0.02131206","0.002448","0.0000015551","0.0000014349","","","","0","0","","130.8917699204"
"2024-09-26","72.7756859128","28.2709834944","8.067159191","5.0846690258","2.9890441054","2.4","0.8440913434","1.7066675819","0.2021828","0.2080266656","0.1513586184","0.0586832147","0.01","0.0119","0.000412","0.02131206","0.002592","0.0000018198","0.0000014349","","","","0","0","","122.8047712681"
"2024-09-27","78.7056398169","38.4349111652","8.0671290901","5.2894002228","3.5347550626","2.4","0.9166516318","1.7066680956","0.253626","0.2081916656","0.1518058088","0.0708665352","0.01","0.0147","0.0009552","0.02131206","0.002448","0.0000018083","0.0000014349","","","","0","0","","139.7890635978"
"2024-09-28","64.7798882353","31.031001244","8.0669088746","5.1105004665","3.1546976013","2.4","1.1542380969","1.7066675004","0.2402596","0.2038922212","0.152117724","0.0659509192","0.01","0.0168","0.0002648","0.02131206","0.002448","0.0000020732","0.0000014349","","","","0","0","","118.1169508515"
