"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Relational Database Service($)","S3($)","Elastic Container Service for Kubernetes($)","Elastic Load Balancing($)","CloudWatch($)","SQS($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SNS($)","Cost Explorer($)","Service Catalog($)","Route 53($)","DynamoDB($)","Key Management Service($)","Step Functions($)","Simple Workflow Service($)","Glacier($)","SES($)","Lambda($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-09-29","64.7799964398","31.3569585322","8.0667950324","5.0626682568","3.1245376551","2.4","1.4860333294","1.7066707763","0.2308696","0.2083616656","0.152117724","0.0612060887","0.01","0.0168","0.0000908","0.02131206","0.00255","0.0000015549","0.0000019128","","","","0","0","","118.686971428"
"2024-09-30","64.4523565191","28.2592012182","8.0698694797","5.1995575309","3.1652734347","2.4","0.9790819775","1.7066675014","0.2798488","0.2083866656","0.152117724","0.0775784376","0.01","0.0161","0.0036768","0.02131206","0.0024","0.0000020732","0.0000019128","","","","0","0","","115.0034321347"
"2024-10-01","65.3694626273","33.8908921619","8.0685546186","5.1467634354","3.3352982715","2.4","1.3056052217","1.650000024","0.230384","0.2048408072","0.1472106984","0.0195257138","0.01","0","1.0004376","0.02131206","0.002304","0.0000018198","0.0000019128","","","","0","0","","122.8025949724"
"2024-10-02","67.9157836116","30.2450110235","8.0682352458","5.0672257417","3.1641351769","2.4","1.2285039187","1.6512106818","0.255546","0.2049458072","0.1472106984","0.0183410636","0.01","0","0.0003672","0.02131206","0.002325","0.0000018083","0.0000014349","","","","0","0","","120.4001564724"
"2024-10-03","76.358400469","41.6679321456","8.0751736602","5.2615257507","3.8606457702","2.4","1.8887481953","1.6512139704","0.279976","0.2047508072","0.1477697382","0.0202644193","0.01","0.0182","0.0009564","0.02131206","0.002325","0.0000020732","0.0000019128","","","","0","0","","141.8691983721"
"2024-10-04","63.7259570349","69.546019747","8.0674850713","5.4511440808","4.5824728566","2.4","6.3600910038","1.6516139172","0.0203360158","0.2049708072","0.1484045352","0.0018222311","0.01","0.0245","0.0007564","0.02131206","0.002256","0.0000017706","0.0000014349","","","","0","0","0","162.2191449664"
"2024-10-05","63.5689081808","39.9944147632","8.0684321302","5.7055831449","4.0309160157","2.4","4.5272386128","1.6516137534","0.5347600509","0.2048408072","0.1484045352","0.0385638541","0.01","0.0294","0.0003136","0.02131206","0.0024","0.0000017591","0.0000019128","","","","0","0","","130.9371051803"
"2024-10-06","63.5353331506","36.491619206","8.0668399314","5.1438640402","3.4018613708","2.4","3.4764578528","1.6516137534","0.2371652158","0.2048658072","0.1484045352","0.016994109","0.01","0.0301","0.0001644","0.02131206","0.00225","0.0000017537","0.0000019128","","","","0","0","","124.8388490989"
"2024-10-07","63.5689377996","26.5137009269","8.0727004816","5.1983444363","3.1604623945","2.4","1.4511610285","1.6516137534","0.2634156","0.2048008072","0.1497644096","0.0189538277","0.01","0.028","0.0006908","0.02131206","0.002325","0.0000020071","0.0000014349","","","","0","0","","112.7161867673"
"2024-10-08","63.5898080262","36.9314593001","8.0686316984","5.126682245","3.5463809826","2.4","3.3722939719","1.6516170293","0.2610224286","0.2047408072","0.1513238464","0.0187958402","0.01","0.0315","0.0005988","0.02131206","0.002475","0.0000015057","0.0000019128","","","","0","0","","125.3886454544"
"2024-10-09","63.545256043","36.9229326402","8.0693422802","5.2319579951","3.511884357","2.4","3.5163279994","1.6516137544","0.2457792","0.2046358072","0.1515038904","0.0245096658","","0.0224","0.0005268","0.02131206","0.0024","0.0000020066","0.0000014349","","","","0","0","","125.5223859342"
"2024-10-10","63.8087727229","34.8861860401","8.0678210497","5.1738542059","3.5369655106","2.4","3.1686283006","1.6516170428","0.2567688","0.2046608072","0.1515038904","0.0700670864","0.01","0.0259","0.0003364","0.02131206","0.0027","0.0000017591","0.0000019128","","","","0","0","","123.4370975885"
"2024-10-11","63.808761098","53.5874938138","8.0671423754","5.4134027816","4.2080732591","2.4","7.4400210852","1.6516137554","0.2607748605","0.2050308072","0.1515038904","0.0713955779","0.01","0.0343","0.0007732","0.02131206","0.0027","0.0000017542","0.0000014349","","","","0","0","","147.3343017536"
"2024-10-12","63.7466180797","29.6481964491","8.0667228409","5.0805072066","3.2634352889","2.4","2.3992066169","1.6516137554","0.2137944","0.2050208072","0.1515038904","0.0577120868","0.01","0.0371","0.0001732","0.02131206","0.0027","0.0000017591","0.0000019128","","","","0","0","","116.9556203538"
"2024-10-13","63.7259342965","26.7993033915","8.0666997057","4.9950699992","3.1664776568","2.4","1.2924244535","1.6516143519","0.2006404","0.2007797319","0.1515038904","0.0539879614","0.01","0.0357","0.0000628","0.02131206","0.002625","0.0000020076","0.0000019128","","","","0","0","","112.7741396192"
"2024-10-14","63.7880854555","29.9514858296","8.0671418148","5.154760128","3.4580040199","2.4","1.6896519564","1.6516137557","0.2712472","0.2007997319","0.1515038904","0.0741896215","0.01","0.035","0.000346","0.02131206","0.00255","0.0000017542","0.0000014349","","","","0","0","","116.9276946528"
"2024-10-15","64.5525226082","35.4060661183","8.0680674027","5.1669076306","3.6624196776","2.4","3.3630066224","1.6516137557","0.2715428","0.2049508072","0.1515038904","0.0742158384","0.01","0.0385","0.000402","0.02131206","0.0024","0.0000017586","0.0000019128","","","","0","0","","125.0454348829"
"2024-10-16","64.5316773339","34.391724864","8.0687571487","5.1598043834","3.6042952164","2.4","2.9302216516","1.6516137557","0.2431312","0.2049758072","0.1515038904","0.0661742008","0.01","0.0322","0.00037","0.02131206","0.002325","0.0000017542","0.0000014349","","","","0","0","","123.4700897012"
"2024-10-17","64.5677171663","31.0945255888","8.0670212664","5.1140688011","3.5065694547","2.4","2.2672287107","1.6512105299","0.2481364","0.2005947319","0.1515038904","0.0675511574","0.01","0.0294","0.0003488","0.02131206","0.00255","0.0000017591","0.000001749","","","","0","0","","119.3997420657"
"2024-10-18","64.5109235165","24.6171074543","8.068291757","5.0629850901","3.2856110608","2.4","0.9987970518","1.6516137557","0.2463152","0.2047758072","0.1522393574","0.0668879687","0.01","0.0301","0.0002952","0.02131206","0.00225","0.0000020076","0.0000019128","","","","0","0","","111.3295091999"
"2024-10-19","64.5109388924","38.7168449907","8.066789425","5.1704309959","3.8120789761","2.4","3.8799925344","1.6516171876","0.2429784","0.2049108072","0.1530511491","0.06620977","0.01","0.0322","0.000358","0.02131206","0.002325","0.0000017542","0.0000014349","","","","0","0","","128.9420413775"
"2024-10-20","64.5109906168","28.4981377808","8.066704387","5.0507944024","3.3865321815","2.4","1.9608022474","1.6516139947","0.2167624","0.2049658072","0.1531454928","0.0585510866","0.01","0.0294","0.0001212","0.02131206","0.002625","0.0000017591","0.0000019128","","","","0","0","","116.2224623291"
"2024-10-21","64.531649773","29.7642877949","8.0684611065","5.096878812","3.5500989544","2.4","1.7259359396","1.6516172018","0.246998","0.2003597319","0.1531454928","0.0672722942","0.01","0.0245","0.000318","0.02131206","0.002325","0.0000017542","0.0000019128","","","","0","0","","117.5151638281"
"2024-10-22","64.6558411632","32.2136338479","8.0681519806","5.14644156","3.6519995224","2.4","2.6062178702","1.6528235851","0.254288","0.2047658072","0.1537079446","0.0692704756","0.01","0.0266","0.0008944","0.02131206","0.002625","0.0000017591","0.0000014349","","0.000302979","","0","0","","121.1388793898"
"2024-10-23","64.635151537","33.7808031058","8.0713581201","5.1343307253","4.3175244752","2.4","2.8630767486","1.6508074632","0.5419736","0.2046508072","0.1565559409","0.1507245501","0.01","0.0217","0.0007796","0.02131206","0.001575","0.0000017542","0.0000019128","","","","0","0","","123.9623274004"
"2024-10-24","64.6972258094","34.9427150223","8.0684183821","5.189048713","4.2543938667","2.4","3.1964958935","1.6516138408","0.4486904","0.2003197319","0.1576110552","0.1243571437","0.01","0.0231","0.0006412","0.02131206","0.002325","0.0000017591","0.0000014349","","","","0","0","","125.3882713126"
"2024-10-25","64.6765270579","35.0691833543","8.0723054075","5.1649735497","4.5011492284","2.4","3.1705593943","1.651615102","0.5501848","0.2045358072","0.1583330792","0.1530962625","0.01","0.0231","0.001202","0.02131206","0.0024","0.0000017542","0.0000014349","","","","0","0","","125.8304802921"
"2024-10-26","64.5730318829","36.9358675244","8.0667451756","5.1484672077","4.4231447171","2.4","3.8653485649","1.6516137606","0.416056","0.2046508072","0.1587934224","0.1150808989","0.01","0.0231","0.0004396","0.02131206","0.002625","0.0000017591","0.0000014349","","","","0","0","","128.0162798157"
"2024-10-27","64.5522987241","28.7355861277","8.0667463736","5.0277501591","4.0205280526","2.4","1.6799616008","1.6516139166","0.3987852","0.2002897319","0.1587934224","0.1101235804","0.01","0.0245","0.0001352","0.02131206","0.00255","0.0000017537","0.0000019128","","","","0","0","","117.0609778157"
"2024-10-28","64.6957119114","31.067999911","8.0710660713","5.1783726565","4.2646806799","2.4","2.0925812465","1.6516137609","0.4581172","0.2046558072","0.1587934224","0.1270592158","0.01","0.0084","0.0012884","0.02131206","0.002325","0.0000015057","0.0000019128","","","","0","0","","120.4139807614"
"2024-10-29","64.6353167778","33.6950039124","8.0696154627","5.1640370497","4.4829753984","2.4","2.9838161598","1.6512105351","0.4494748","0.2047308072","0.1587934224","0.12453692","0.01","0.0035","0.000878","0.02131206","0.002325","0.0000020071","0.0000014349","","","","0","0","","124.0575297475"
"2024-10-30","64.7179399674","33.6798732408","8.0716268254","5.1312591605","4.5131356251","2.4","2.6666182139","1.6516170368","0.44178","0.2047058072","0.1592929525","0.1224100057","0.01","0.0035","0.0009048","0.02131206","0.0024","0.0000017581","0.0000019128","","","","0","0","","123.7983793662"
"2024-10-31","64.6144172146","32.870782215","8.0666971898","5.0823499474","4.3833440115","2.4","2.6531878762","1.6516139178","0.4091832","0.2048108072","0.1597118736","0.1131369935","0.01","0.0035","0.000184","0.02131206","0.00225","0.0000017532","0.0000014349","","","","0","0","","122.6464844947"
"2024-11-01","64.63512266","31.9998734518","8.0667737099","5.136055695","4.4087374197","2.4","2.3254233659","1.7066668056","0.4006156","0.2081666656","0.165035604","0.0291386017","0.01","0","0.200384","0.02131206","0.0009","0.0000017591","0.0000019128","","","","0","0","","121.7142093111"
"2024-11-02","64.6557968028","28.4491084307","8.0666828529","5.0296736876","4.4359467903","2.4","1.4858108133","1.7066708009","0.5013596","0.2080716656","0.165035604","0.0366266937","0.01","0","0.0001472","0.02131206","0.002175","0.0000017542","0.0000014349","","","","0","0","","117.1744211909"
"2024-11-03","64.5730172418","30.4889930259","8.0667652374","5.049114275","4.4674590099","2.4","1.9584421484","1.7066681923","0.4334616","0.2081466656","0.165035604","0.031600949","0.01","0","0.0003708","0.02131206","0.00225","0.0000017591","0.0000019128","","","","0","0","","119.5826404812"
"2024-11-04","64.6975251619","61.0706263505","8.0686300181","5.2986794262","5.2607006905","2.4","9.6128150101","1.7066676782","0.02318","0.2081166656","0.165035604","0.0010949136","0.01","0","0.0067472","0.02131206","0.00225","0.0000017542","0.0000014349","","","","0","0","","158.5533839678"
"2024-11-05","64.6986705694","31.4995984074","8.0679517279","5.3699954496","5.4023714395","2.4","1.7339423951","1.7066675961","0.8937528","0.2078666656","0.165035604","0.065978574","0.02","0","0.0004236","0.02131206","0.002325","0.0000017591","0.0000019128","","","","0","0","","122.2558955605"
"2024-11-06","64.7197820553","36.3594658498","8.0694640738","5.1832577906","4.6372285908","2.4","3.4742051923","1.7066675145","0.236494","0.2081166656","0.165035604","0.0424178206","0.05","0","0.0011212","0.02131206","0.00225","0.0000017542","0.0000014349","","","","0","0","","127.2768216064"
"2024-11-07","64.6989731311","34.3428240963","8.0694389183","5.1548143765","4.4528339657","2.4","2.772680743","1.7066676779","0.281174","0.2081516656","0.165035604","0.0769962918","0.06","0","0.0003664","0.02131206","0.001434","0.0000015057","0.0000019128","","","","0","0","","124.4127063487"
"2024-11-08","64.6989601022","33.1257572527","8.0700554395","5.1251050981","4.2971420123","2.4","2.400439395","1.7066676709","0.2589004","0.2083766656","0.165035604","0.0706224314","0.05","0","0.000224","0.02131206","","0.0000020076","0.0000014349","","","","0","0","0","122.5986015742"
"2024-11-09","64.6782283499","34.2257817468","8.0666578036","5.1219291381","4.3395536463","2.4","1.9485202622","1.7058341819","0.2690316","0.2081016656","0.165035604","0.0734664195","0.05","0","0.0002136","0.02131206","","0.0000017591","0.0000019128","","","","0","0","","123.2736697498"
"2024-11-10","64.6163305448","68.0106791644","8.0666165087","5.3285729093","5.545699499","2.4","8.0894085596","1.7066740794","0.0253872","0.2082966656","0.165035604","0.0047139525","0.06","0","0.0006836","0.02131206","","0.0000017542","0.0000014349","","","","0","0","","164.2494135364"
"2024-11-11","64.6783798564","31.3970630295","8.0715367015","5.4691225411","4.6350205676","2.4","1.8580698912","1.7066675989","0.4754084","0.2034222212","0.165035604","0.1319766108","0.05","0","0.0006628","0.02131206","0.00159","0.0000017591","0.0000014349","","","","0","0","","121.2652710762"
"2024-11-12","64.6371103506","36.204129619","8.069821082","5.205055882","4.4618921941","2.4","3.1564881053","1.7066675173","0.3009992","0.2080716656","0.165035604","0.0826259919","0.05","0.0042","0.0005876","0.02131206","0.00306","0.0000015057","0.0000019128","","","","0","0","","126.6770602903"
"2024-11-13","64.6576600312","33.1173299725","8.070817191","5.1469120407","4.2894381009","2.4","2.6556772088","1.7066675173","0.2576688","0.2077866656","0.165035604","0.0702606028","0.06","0.0035","0.0005136","0.02131206","0.003255","0.0000017542","0.0000014349","","","","0","0","","122.8338375839"
"2024-11-14","64.6576258","34.107645605","8.0696296027","5.1454062977","4.3551817985","2.4","2.7676716452","1.7066675173","0.2516484","0.2034372212","0.1653583264","0.0685929157","0.05","0.0042","0.0004268","0.02131206","0.00306","0.0000017591","0.0000014349","","","","0","0","","123.9778671837"
"2024-11-15","64.6990929325","33.7805812865","8.0683197272","5.1328320907","4.2791452797","2.4","2.7459358367","1.7066676733","0.2269544","0.2078766656","0.1655101392","0.0615354229","0.05","0.0028","0.0003588","0.02131206","0.00324","0.0000017542","0.0000019128","","","","0","0","","123.5521659813"
"2024-11-16","66.9028373175","32.6326480783","8.0666727333","5.154473716","4.271137244","2.4","2.477954551","1.7066675176","0.2266544","0.2078466656","0.1655101392","0.0614654756","0.05","0.0035","0.0002144","0.02131206","0.003255","0.0000015052","0.0000014349","","","","0","0","","124.3521522382"
"2024-11-17","69.6469054085","38.3237951156","8.0666684858","5.1366821747","4.4336636815","2.4","3.6931822583","1.7066677628","0.2194336","0.2074466656","0.1655101392","0.0594995072","0.06","0.0042","0.0001412","0.02131206","0.003075","0.0000020061","0.0000019128","","","","0","0","","134.1481869781"
"2024-11-18","69.8485343806","31.8693154151","8.0707879949","5.1448141657","4.3863030955","2.4","2.5523701962","1.7066679193","0.2446836","0.2079816656","0.1655101392","0.0665737865","0.04","0.0042","0.0004648","0.02131206","0.003225","0.0000015052","0.0000014349","","","","0","0","","126.7327471587"
"2024-11-19","69.827563566","31.9481876707","8.0694056767","5.142079053","4.5422549231","2.4","2.584527009","1.7066676829","0.2958448","0.2078816656","0.1655101392","0.0810923849","0.07","0.0042","0.0004724","0.02131206","0.00318","0.0000015047","0.0000014349","","","","0","0","","127.0701819707"
"2024-11-20","69.8066930247","39.0716061223","8.0671098091","5.307333197","4.8769145313","2.4","3.6091023346","1.7066740834","0.3643584","0.2079716656","0.1655101392","0.1007256175","0.05","0.0042","0.0003628","0.02131206","0.00312","0.0000015047","0.0000019128","","","","0","0","","135.7629972022"
"2024-11-21","69.8067131491","37.2255792962","8.066609683","5.2163022509","4.6118654203","2.4","3.4078417015","1.7066675212","0.26568","0.2078366656","0.1655101392","0.0725983198","0.05","0.0042","0.0003344","0.02131206","0.00306","0.0000017591","0.0000014349","","","","0","0","","133.2321138008"
"2024-11-22","69.7337543848","34.060880111","8.0666094734","5.1833160877","4.5274960921","2.4","2.8020660952","1.7066676029","0.2610552","0.2079216656","0.1655101392","0.0712276701","0.05","0.0035","0.0002044","0.02131206","0.00312","0.0000017542","0.0000019128","","","","0","0","","129.264644649"
"2024-11-23","69.7238516933","32.6937742327","8.0666091542","5.0629453137","4.4134961718","2.4","2.4141055502","1.7066679156","0.23043","0.2079266656","0.1655101392","0.0625026427","0.05","0.0035","0.0001908","0.02131206","0.00291","0.0000017591","0.0000014349","","","","0","0","","127.225735533"
"2024-11-24","69.6825127213","36.1084088673","8.0666107028","5.1297361257","4.5433616383","2.4","3.3436695062","1.706667834","0.222494","0.2080116656","0.1655101392","0.0603048668","0.06","0.0028","0.0001312","0.02131206","0.00309","0.0000017542","0.0000019128","","","","0","0","","131.7246249942"
"2024-11-25","69.8067047118","33.9433972758","8.0666090377","5.174441331","4.6121719513","2.4","2.9154347299","1.7066676859","0.2604068","0.2079816656","0.1655101392","0.0710706082","0.05","0.0035","0.0003572","0.02131206","0.002835","0.0000017591","0.0000009566","","","","0","0","","129.4084029121"
"2024-11-26","69.8168325722","34.4242539964","8.0666229287","5.1701795842","4.72031101","2.4","2.9416272929","1.7066678348","0.28683","0.2078516656","0.1655101392","0.0785403111","0.06","0.0042","0.000288","0.02131206","0.003036","0.0000015209","0.0000019168","","","","0","0","","130.0740668328"
"2024-11-27","61.1416556663","35.2885726969","8.0666744955","5.2532220678","4.7471184521","2.4","3.0667682314","1.7066675233","0.281292","0.2078866656","0.1655101392","0.0770141307","0.07","0.0042","0.0002692","0.02131206","0.003033","0.0000020406","0.0000014437","","","","0","0","","122.5011998131"
"2024-11-28","55.5363063314","34.0585785116","8.0666282705","5.1902175167","4.6419313132","2.4","2.8538353497","1.7066675233","0.2547332","0.2079366656","0.1655101392","0.0694336979","0.06","0.0042","0.00022","0.02131206","0.002271","0.0000020401","0.0000019216","","","","0","0","","115.2397855408"
"2024-11-29","55.53624681","31.601230282","8.0666559182","5.1251952207","4.5692454327","2.4","2.2281878449","1.7066707992","0.2585464","0.2078866656","0.1655101392","0.0704930405","0.05","0.0042","0.0001796","0.02131206","0.003111","0.0000015371","0.0000019216","","","","0","0","","112.0146746717"
"2024-11-30","55.5363007734","31.7900495777","8.0666266669","5.1548813804","4.6283927196","2.4","1.4841716764","1.7066675243","0.2631732","0.2078766656","0.1655101392","0.0717337194","0.05","0.0035","0.0001748","0.02131206","0.003126","0.0000020406","0.0000014437","","","","0","0","","111.5535003872"
"2024-12-01","55.536469208","59.4123896485","8.0665987783","5.4304429002","5.8637907519","2.4","7.5843836001","1.6258097644","0.2595128","0.2045158072","0.1601710992","0.0187165746","0.05","0","0.2007916","0.021312","0.002589","0.0000017904","0.0000019216","","","","0","0","","146.8374972444"
"2024-12-02","55.5363950715","29.0611253828","8.0665682087","5.1466109299","4.4674811689","2.4","1.7726162377","1.65161402","0.2651648","0.2044558072","0.1601710992","0.0190773721","0.06","0","0.0001744","0.021312","0.003033","0.0000015377","0.0000014437","","","","0","0","","108.8358024794"
"2024-12-03","55.5365961759","31.352453848","8.0666487827","5.1889076841","4.8255783321","2.4","2.2712622516","1.6516138576","0.3929980095","0.2043858072","0.1601710992","0.028644358","0.05","0","0.0001756","0.02131206","0.003126","0.0000017905","0.0000019216","","","","0","0","","112.153877578"
"2024-12-04","55.5364527089","34.0078203231","8.0665801277","5.1766090557","4.7820245861","2.4","2.9395334062","1.6516137754","0.3005772","0.2045058072","0.1601710992","0.0217375477","0.05","0","0.0002508","0.02131206","0.003111","0.0000017842","0.0000014437","","","","0","0","","115.3223027251"
"2024-12-05","55.5364158883","33.2625451173","8.066693817","5.1753550863","4.7360406457","2.4","2.6033241929","1.6516137754","0.2740524","0.2001847319","0.1601710992","0.0197561695","0.05","0","0.0002616","0.02131206","0.003126","0.0000020417","0.0000019216","","","","0","0","","114.1608565468"
"2024-12-06","56.0702479121","39.067560646","6.813513806","5.276419503","4.9541603087","2.4","4.0961097699","1.6516139389","0.2683712","0.2044608072","0.1601710992","0.0193595643","0.05","0","0.0002272","0.02131206","0.002892","0.0000015363","0.0000014429","","","","0","0","","121.0564227945"
"2024-12-07","55.9132277066","33.206047131","3.7462139732","5.1580120939","4.7335084123","2.4","2.7662201445","1.6516137757","0.2618308","0.2044458072","0.1601710992","0.0188406795","0.05","0","0.0002088","0.02131206","0.002892","0.0000015368","0.0000014429","","","","0","0","","110.2945474628"
"2024-12-08","55.5364516739","34.2370186165","3.7462162284","5.1225746527","4.6786224339","2.4","2.695099966","1.6516137757","0.2340152","0.2044508072","0.1601710992","0.0188081294","0.05","0","0.0009112","0.02131206","0.002892","0.000002038","0.0000019216","","","","0","0","","110.7601618025"
"2024-12-09","55.5365131488","29.2204324208","3.7462169813","5.0791405169","4.5911717364","2.4","1.8911703528","1.6516175346","0.2346028095","0.2048508072","0.1601710992","0.063696703","0.05","0.0042","0.000224","0.02131206","0.003426","0.0000015537","0.0000014486","","","","0","0","","104.8587491728"
"2024-12-10","55.5364826805","32.6452797778","3.7462164358","5.2083755386","4.8644441835","2.4","2.7317868183","1.651617066","0.30151","0.2049958072","0.1601710992","0.0827164313","0.05","0.0035","0.0002876","0.02131206","0.003819","0.0000020674","0.0000019305","","","","0","0","","109.6125184961"
"2024-12-11","55.5364935563","36.8148500286","3.7462228273","5.1974478274","4.9365170361","2.4","3.5294867709","1.651614095","0.2721556","0.2045658072","0.1601710992","0.074432337","0.06","0.0035","0.0002684","0.02131206","0.001773","0.0000015412","0.0000019232","","","","0","0","","114.6108139094"
"2024-12-12","55.5364683496","37.2224215068","3.7462254754","5.2357098767","5.9493224075","2.4","2.5050677715","1.6516137791","0.8046112","0.2044858072","0.1601710992","0.2252521906","0.05","0.0028","0.0002004","0.02131206","0.001023","0.0000015387","0.0000014445","","","","0","0","","115.7166879068"
"2024-12-13","55.5365510049","41.1208517172","3.7462392949","5.2152313125","5.1588836796","2.4","4.0785922295","1.6516137791","0.2630644","0.2045058072","0.1601710992","0.0719201842","0.05","0.0042","0.0002812","0.02131206","0.00108","0.0000020412","0.0000019216","","","","0","0","","119.6845017311"
"2024-12-14","55.3795098229","41.4477997187","3.7462281446","5.1889339476","5.2026048065","2.4","3.2860419708","1.6516138614","0.244724","0.2044458072","0.1601710992","0.0666136575","0.05","0.0042","0.00027","0.02131206","0.001095","0.0000015382","0.0000014429","","","","0","0","","119.0555668775"
"2024-12-15","55.3795181197","59.0086604434","3.7462271987","5.4712523234","5.9016601084","2.4","6.3191100173","1.6516137792","0.2361808","0.2045008072","0.1601710992","0.0644839038","0.06","0.0042","0.000428","0.02131206","0.00102","0.0000020401","0.0000019224","","","","0","0","","140.6303426228"
"2024-12-16","55.5365766757","29.3103581265","3.7462262275","5.2498435398","4.8290062453","2.4","1.8370194082","1.6516137792","0.2735852","0.2044458072","0.1601710992","0.0746913336","0.05","0.0035","0.0001048","0.02131206","0.00102","0.0000017867","0.0000014437","","","","0","0","","105.3494775326"
"2024-12-17","55.5365752838","39.6323806637","5.4292266887","5.298109087","5.206197767","2.4","3.3858043019","1.6516137792","0.3008488","0.2045058072","0.1601710992","0.0826074439","0.07","0.0042","0.0001736","0.0213392","0.00102","0.0000017902","0.0000019224","","","","0","0","","119.3847772342"
"2024-12-18","55.5366352696","41.7090867465","6.9862333836","5.2515111713","5.2580558207","2.4","3.7307154511","1.6516203435","0.2750332","0.2001397319","0.1601710992","0.075258324","0.05","0.0035","0.0003044","0.02131206","0.001035","0.0000020391","0.0000019216","","","","0","0","","123.3106159621"
"2024-12-19","55.5369100375","40.7447435033","6.9862840542","5.1942163286","5.1819833729","2.4","3.7820579507","1.6516359563","0.2525824","0.2044558072","0.1601710992","0.0689218535","0.05","0.0042","0.0002396","0.02131206","0.00105","0.0000015342","0.0000014429","","","","0","0","","122.2407670005"
"2024-12-20","55.5371988753","34.8636056912","6.9862872804","5.1573365385","4.9849127903","2.4","2.5395907008","1.6516139507","0.2564284","0.2044458072","0.1601710992","0.0699220603","0.05","0.0056","0.0002188","0.02131206","0.001035","0.0000017902","0.0000014429","","","","0","0","","114.889682287"
"2024-12-21","55.5371506851","35.3369200812","6.9862881281","5.150672337","5.02589474","2.4","2.6192796391","1.6516138766","0.247504","0.2000897319","0.1601710992","0.0673769577","0.06","0.007","0.0002048","0.02131206","0.00102","0.0000017826","0.0000019208","","","","0","0","","115.4725018393"
"2024-12-22","55.5372016908","33.86929629","6.9862970474","5.0947368804","4.9217671252","2.4","2.3062290217","1.6516143916","0.2334096","0.2045158072","0.1601710992","0.0634491922","0.05","0.0084","0.0000712","0.02131206","0.001065","0.0000015373","0.0000014429","","","","0","0","","113.5095393859"
"2024-12-23","55.537151997","31.8412424308","6.9863058299","5.1671350428","4.9823737985","2.4","1.6054935362","1.6516137954","0.2667204","0.2044558072","0.1601710992","0.0727185294","0.05","0.0084","0.0001352","0.02131206","0.001035","0.0000017886","0.0000019224","","","","0","0","","110.9562682374"
"2024-12-24","59.7116385834","44.7140090323","6.9864018903","5.2933115441","5.4894249174","2.4","4.6080186212","1.6516137954","0.2749268","0.2001997319","0.1601710992","0.0753261926","0.05","0.007","0.0003316","0.02131206","0.001005","0.0000017872","0.0000014429","","","","0","0","","131.6446940979"
"2024-12-25","55.5371384968","36.7403203728","6.98635559","5.1363885521","5.1089102287","2.4","2.9394230216","1.6516137954","0.2341032","0.2044058072","0.1601710992","0.0636045133","0.06","0.0084","0.0001228","0.02131206","0.00102","0.0000017893","0.0000019224","","","","0","0","","117.2532932488"
"2024-12-26","55.5371471243","31.8137224355","6.9863598513","5.1703463617","4.9994643319","2.4","1.8653929339","1.6516138777","0.2535704","0.2044558072","0.1601710992","0.0691920903","0.05","0.007","0.0002188","0.02131206","0.001005","0.0000017872","0.0000014429","","","","0","0","","111.1909754031"
"2024-12-27","55.537168743","31.7861986198","6.9863780977","5.101683073","5.0566635642","2.4","1.6630728493","1.6504044463","0.2701656","0.2043358072","0.1601710992","0.0736615927","0.05","0.0084","0.0001988","0.02131206","0.00102","0.0000017905","0.0000014437","","","","0","0","","110.9708375866"
"2024-12-28","55.5371812426","38.2562776094","6.986529036","5.1402584347","5.3033068381","2.4","2.507361837","1.6516137961","0.2396544","0.2044158072","0.1601710992","0.0650910828","0.04","0.0056","0.0002156","0.02131206","0.001035","0.0000015327","0.0000019216","","","","0","0","","118.5200272974"
"2024-12-29","55.5372196557","44.9382224958","6.9864902991","5.2810850494","5.477502024","2.4","4.0917707279","1.651617072","0.2172824","0.2043858072","0.1601710992","0.0588830262","0.06","0.007","0.0001752","0.02131206","0.00102","0.000001784","0.0000014437","","","","0","0","","127.0941401442"
"2024-12-30","55.5372671162","31.5436379278","6.9864993577","5.1907708469","5.0706730213","2.4","1.5439928619","1.6516172415","0.235032","0.2044108072","0.1601710992","0.0639281654","0.05","0.0084","0.0002064","0.02131206","0.001035","0.0000017891","0.0000019208","","","","0","0","","110.668957615"
"2024-12-31","63.8266944829","40.1504363843","6.9864817591","5.2539177591","5.5869287812","2.4","3.915611415","1.6516137983","0.2671432","0.2044558072","0.1601710992","0.0730576555","0.06","0.0084","0.0003844","0.02131206","0.001035","0.0000015357","0.0000014429","","","","0","0","","130.5676465804"
"2025-01-01","63.0104395472","36.5447768339","6.986504033","5.1812376783","5.2769987777","2.4","2.9141584014","1.6516137983","0.241814","0.2044358072","0.1601710992","0.017343761","0.06","0","1.0001328","0.021312","0.000114","0.0000017842","0.0000014421","","","","0","0","","125.6710557635"
"2025-01-02","55.5371584016","36.356881777","6.9864812341","5.1737008615","5.2305445287","2.4","2.935678036","1.6516141252","0.2066328","0.2044058072","0.1601710992","0.0147424349","0.06","0","0.000178","0.02131206","0.00102","0.0000017907","0.0000014429","","","","0","0","","116.940524399"
"2025-01-03","55.5372234685","34.9254317824","6.9863608279","5.1504518956","5.2942576837","2.4","2.5306436359","1.6516137987","0.2596792","0.2044558072","0.1601710992","0.0187047251","0.05","0","0.000308","0.02131206","0.001026","0.0000015355","0.0000014413","","","","0","0","","115.191642961"
