"Service","Relational Database Service($)","EC2-Other($)","EC2-Instances($)","S3($)","API Gateway($)","Elastic Load Balancing($)","CloudWatch($)","VPC($)","ElastiCache($)","DynamoDB($)","Route 53($)","Secrets Manager($)","Cost Explorer($)","Lambda($)","Athena($)","Service Catalog($)","Key Management Service($)","SNS($)","SQS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","CloudFormation($)","Total costs($)"
"2024-04-10","1902.2682123429","217.0904063482","402.3142419257","11.4769419681","4.111506","6.1718046457","3.727367991","6.6668444597","2.952001584","0.0852481224","0.0132344","0.0435933336","0.01","0.0000148","","0","0.003465","0.0000033046","0.0000092","0.0000014349","0.0000007602","","0","0","","","2556.934897621"
"2024-04-11","1893.6109281264","214.1397153732","402.3142626376","11.6459339905","4.1504435","5.9140652738","4.3428265852","6.8415949932","2.9520034488","0.0852481224","0.0125272","0.0532150008","0.01","0.0000004","","0","0.002652","0.0000002244","0.00001","0.0000019128","0.0000010136","","0","0","","","2546.0754298027"
"2024-04-12","1895.215694537","214.4235564285","402.3142824812","11.67497088","6.600356","6.1804377583","4.8291851651","6.9809063978","2.9520039816","0.0852481224","0.0133184","0.0532100008","0.01","0.0000216687","","0","0.003399","0.000007093","0.0000108","0.0000014349","0.0000010136","","0","0","","","2551.3366111629"
"2024-04-13","1897.9044208892","214.5520240648","402.3142776223","11.8376311183","19.871096","8.2779157046","7.3361674876","8.1609282911","2.9520057768","0.0852481224","0.011984","0.0532300008","0.01","0.0000033667","","0","0.003279","0.0000003041","0.0000108","0.0000019128","0.0000007602","","0","0","","","2573.3702252217"
"2024-04-14","1898.2187701703","213.8164381575","401.6803618993","11.9318444502","13.728512","7.734660826","6.764839424","7.7919030625","2.9520095424","0.0852481224","0.0127556","0.0532750008","0.01","","","0","0.003198","0","0.0000112","0.0000019128","0.0000010136","","0","0","","","2564.7838303818"
"2024-04-15","1894.6914785259","217.0091390178","402.0496938365","12.9387648735","17.587556","8.935931055","7.7620476202","8.1909059021","2.9520095424","0.0852481224","0.0128492","0.0453550008","0.01","0.0000311855","","0","0.003426","0.0000009839","0.0000108","0.0000014349","0.0000010136","","0","0","","","2572.2744501145"
"2024-04-16","1787.9018332403","217.7563021843","398.1366231569","13.1766351227","15.527001799","8.4001849713","7.3026658471","7.6492625342","2.9520139416","0.0852481224","0.0129892","0.0405600008","0.01","0.0000435646","","0","0.003492","0.0000053567","0.0000112","0.0000019128","0.0000010136","","0","0","","","2458.9548751683"
"2024-04-17","1342.2274478088","212.6424202163","347.3215151563","13.8532460473","17.6520939913","8.7650081179","8.0099904373","7.5584950402","2.9520161952","0.0852481224","0.0112032","0.0404600008","0.01","0.0009892643","","0","0.003294","0.000011787","0.0000104","0.0000019128","0.0000007602","","0","0","","","1961.1334524581"
"2024-04-18","1339.535852268","205.3747939628","206.2762500199","13.6398672933","13.1514758957","8.247377384","7.2991308404","7.3714905459","2.9520218592","0.0852481224","0.0071044","0.0410100008","0.01","0.0005855784","","0","0.003345","0.0000027767","0.00001","0.0000014349","0.0000010136","","0","0","","","1803.995568396"
"2024-04-19","1349.4072985628","206.6518770055","204.0588617126","13.900568943","12.7127926532","9.0024611648","7.2715553023","7.6386287125","2.9520285144","0.0852481224","0.0067788","0.0409700008","0.01","0.0006385514","","0","0.003213","0.0000025619","0.0000076","0.0000019128","0.0000010136","","0","0","","","1813.742934134"
"2024-04-20","1332.8839658908","204.949230408","204.3012487583","13.9592853343","14.5350137613","9.0061316841","7.7398622357","7.6080873376","2.9520364464","0.0852481224","0.0067696","0.0409350008","0.01","0.0006192014","","0","0.003198","0.0000024846","0.0000096","0.0000019128","0.0000007602","","0","0","","","1798.0816465387"
"2024-04-21","1378.0913433912","204.1600799633","204.3762920519","14.4680588509","12.3991860059","8.1984523641","7.0212596313","7.3252504855","2.952046236","0.0852481224","0.00638","0.0408650008","0.01","0.0006192014","","0.0014","0.003198","0.0000024846","0.0000104","0.0000014349","0.0000010136","","0","0","","","1839.1396946378"
"2024-04-22","1362.3112873779","206.3924651558","204.9514602807","15.3001480594","13.6742730511","8.7120888625","7.521342781","7.5189178591","2.9520526512","0.0852481224","0.0071888","0.0412900008","0.01","0.0006419514","","0.0014","0.003336","0.0000027865","0.0000096","0.0000019128","0.0000007602","","0","0","","","1829.4831560128"
"2024-04-23","1355.4071626407","208.154790913","192.1896203087","15.5925788466","13.2019511531","8.9338594418","7.4083244713","7.7176428256","2.9520590808","0.0852481224","0.0067464","0.0419100008","0.01","0.0006579014","","0.0014","0.002136","0.0000026394","0.00001","0.0000014349","0.0000010136","","0","0","","","1811.7061031941"
"2024-04-24","1327.7638354059","209.0302170221","183.2435462527","16.0318063452","13.1878557487","9.0693352363","7.4143430215","7.9706830294","2.9520618528","0.0852481224","0.006698","0.0393883341","0.01","0.0007035847","","0.0014","0.003213","0.0000032441","0.0000092","0.0000019128","0.0000010136","","0","0","","","1776.8103503263"
"2024-04-25","1252.5594350227","205.0651392718","172.3872763955","16.2965520281","14.8891872718","9.0999048239","7.8588336206","7.6739184729","2.9520688056","0.0852481224","0.006176","0.0409250008","0.01","0.0006772514","","0.0014","0.002031","0.0000027172","0.000008","0.0000019128","0.0000007602","","0","0","","","1688.9287864777"
"2024-04-26","1237.8992236139","204.3284693226","172.3495839933","16.2840810509","15.0313369499","9.069967693","7.8519293662","7.7134520256","2.9520763584","0.0852481224","0.0064412","0.0409500008","0.01","0.0006912389","","0.0007","0.002739","0.0000046378","0.0000088","0.0000014349","0.0000010136","","0","0","","","1673.6269058222"
"2024-04-27","1229.6417299679","203.8648302896","172.1969670339","16.6035447783","12.2055950107","8.8441204036","7.1973239352","7.6162150199","2.9520864888","0.0852481224","0.006396","0.0409950008","0.01","0.0006772514","","0.0007","0.003198","0.0000027172","0.00001","0.0000019128","0.0000010136","","0","0","","","1661.2696429461"
"2024-04-28","1221.6598840938","203.4821283719","172.2685018292","16.8663896645","11.582656775","8.4255915899","6.9558748659","7.4000181041","2.952093036","0.0852481224","0.0063992","0.0408950008","0.01","0.0006579014","","0.0014","0.003402","0.0000026398","0.0000092","0.0000019128","0.0000007602","","0","0","","","1651.7411550677"
"2024-04-29","1254.0836592958","204.6296109855","172.3568355577","17.6949223675","14.4005310758","9.4099562118","7.8058781848","7.9717392943","2.952098616","0.0852481224","0.006896","0.0409650008","0.01","0.0006806222","","0.0014","0.003363","0.0000029463","0.0000084","0.0000014349","0.0000010136","","0","0","","","1691.4537981294"
"2024-04-30","1301.1855212332","206.3280394812","172.3190281513","18.2478188419","13.2239353885","8.9909224529","7.4716816799","7.6089968684","2.9521017816","0.0852481224","0.006462","0.0409400008","0.01","0.0006807097","","0.0014","0.003426","0.0000029458","0.0000096","0.0000019128","0.0000010136","","0","0","","","1738.476218184"
"2024-05-01","1348.4572576392","200.2382143768","159.1821092592","18.0319116563","18.2762639613","8.5224632255","5.6594673519","7.4688484246","2.952103596","0.08524812","1.0061156","0.0396846768","","0.0000564","","0","0.00351","0.0000077774","0.0000096","0.0000019128","0.0000010136","","0","0","","","1769.9232745914"
"2024-05-02","1260.9607212512","201.6175698464","159.222100753","18.513140626","19.3901489699","9.2839751418","7.4010424232","7.8355568393","2.9521118064","0.0932401209","0.0060488","0.0397746768","0.01","0.0004147508","","0","0.003261","0.0000027172","0.0000088","0.0000019128","0.0000007602","","0","0","","","1687.3291211959"
"2024-05-03","1217.9832650709","199.6578664212","159.2391185848","18.9825249178","15.9077973988","9.4435465281","7.5498499317","7.8860375277","2.9521159128","0.1065601224","0.0063192","0.0397196768","0.01","0.000743639","","0","0.003291","0.0000036321","0.0000088","0.0000014349","0.0000007602","","0","0","","","1639.7687705592"
"2024-05-04","1274.5210970928","200.3385650243","159.4369679614","19.1878316538","15.5793110182","9.330665749","7.4088225073","7.7318548001","2.9521237008","0.1065601224","0.006044","0.0397596768","0.01","0.0007353016","","0","0.002574","0.0000029493","0.000008","0.0000019128","0.0000010136","","0","0","","","1696.6529264842"
"2024-05-05","1230.8920127942","198.7670229638","159.0072952589","19.4043473887","14.6991426278","8.3248198926","7.0328127913","7.2445032107","2.9521324896","0.1065601224","0.0060756","0.0396596768","0.01","0.0006915181","","0","0.003354","0.0000051126","0.000008","0.0000014349","0.0000007602","","0","0","","","1648.4904456426"
"2024-05-06","1211.1361174818","199.2779925201","159.1287338404","20.1759165974","16.4896131625","9.5243268634","7.6683766882","8.056111308","2.9521353576","0.1065601224","0.0062532","0.0397446768","0.01","0.0006838619","","0","0.003276","0.0000031707","0.000008","0.0000019128","0.0000010136","","0","0","","","1634.5758557776"
"2024-05-07","1205.9641697434","198.5745741891","159.1809048026","20.1744939445","13.4610676707","9.3450636146","7.4869513646","7.7579683282","2.9521411464","0.1065601224","0.006434","0.0397846768","0.01","0.0007239431","","0","0.00321","0.0000036991","0.0000068","0.0000019128","0.0000007602","","0","0","","","1625.0640607185"
"2024-05-08","1279.0128574714","200.1698919586","159.2577142848","20.6649138713","13.2224869021","9.236493855","7.3972755429","7.7390965378","2.9521473192","0.1065601224","0.0063516","0.0381317736","0.01","0.0006999868","","0","0.00321","0.0000030191","0.0000096","0.0000014349","0.0000010136","","0","0","","","1699.8178462935"
"2024-05-09","1339.0626785768","199.0603019481","159.0312952382","21.1829468745","13.4043541342","8.6096012928","7.3284799812","7.4321228816","2.9521527288","0.1065601224","0.0060352","0.0396496768","0.01","0.0006861535","","0","0.002928","0.0000034065","0.0000092","0.0000019128","0.0000010136","","0","0","","","1758.2298083418"
"2024-05-10","1242.4168405586","198.8266088919","159.1580196513","21.3350732989","13.1051336157","9.2063568554","7.3783586758","7.7510129245","2.9521603128","0.1065601224","0.0063336","0.0396846768","0.01","0.000692016","","0","0.003078","0.0000039238","0.0000092","0.0000019128","0.0000007602","","0","0","","","1662.2959289969"
"2024-05-11","1216.1928229733","198.0627512116","159.0585665641","21.5046956042","12.8830154224","8.4005047995","7.1871674766","7.4001512395","2.9521671888","0.1065601224","0.0063304","0.0380467736","0.01","0.0006772514","","0","0.003198","0.0000027172","0.0000084","0.0000014349","0.0000010136","","0","0","","","1633.8066685931"
"2024-05-12","1210.6331180294","198.0415931812","159.030407164","21.7563693452","12.7889219689","8.9628156806","7.2119568024","7.6288446723","2.9521742664","0.1065601224","0.00622","0.0396996768","0.01","0.0006579014","","0","0.003198","0.0000026398","0.0000104","0.0000019128","0.0000010136","","0","0","","","1629.1725527772"
"2024-05-13","1229.6073932949","199.3941958273","159.268057547","22.5910677698","13.5734945226","8.9739119588","7.5737860899","7.7727855368","2.9521767096","0.1065601224","0.0075208","0.0380617736","0.01","0.0007260183","0.00077","0","0.003321","0.0000037742","0.000008","0.0000019128","0.0000007602","","0","0","","","1651.8738434182"
"2024-05-14","1222.0386798408","199.1696726643","159.146752706","23.3253065973","13.5403933443","8.8688443812","8.0303484625","7.6396322773","2.9521838976","0.1065601224","0.0094496","0.0396996768","0.01","0.0006613431","","0","0.003444","0.0000028689","0.0000092","0.0000014349","0.0000010136","","0","0","","","1644.881643431"
"2024-05-15","1208.2042554302","198.6410113113","159.1226366197","23.9238358","12.9622352728","8.1358875556","7.7817071365","7.2474505224","2.9521915656","0.1065601224","0.0093132","0.0380817736","0.01","0.000661266","","0","0.003444","0.000002869","0.0000092","0.0000019128","0.0000010136","","0","0","","","1629.1392865715"
"2024-05-16","1173.3202976607","199.2848110903","159.0230164024","24.3102934387","13.055013132","8.281282448","7.8138994417","7.2626744828","2.9521965264","0.1065601224","0.0090184","0.0396646768","0.01","0.0006613306","","0","0.003444","0.0000028689","0.0000088","0.0000014349","0.0000007602","","0","0","","","1595.4728470168"
"2024-05-17","1172.8790200738","198.5600047135","159.1886952344","25.0364307921","13.2439573863","8.9612934157","8.0017078441","7.5560400502","2.9522067504","0.1065601224","0.0087064","0.0397596768","0.01","0.000701166","","0","0.003771","0.000005411","0.0000088","0.0000019128","0.0000010136","","0","0","","","1596.5488717631"
"2024-05-18","1167.0553555437","198.5062481919","159.0972223082","25.1194569069","12.9236037567","8.9189404243","7.8637036552","7.5751159742","2.9522111184","0.1065601224","0.0085084","0.0380667736","0.01","0.0006632701","","0","0.003462","0.0000031035","0.0000096","0.0000019128","0.0000010136","","0","0","","","1590.1791340755"
"2024-05-19","1143.9079905299","197.6187815464","158.9247697998","25.4820995723","12.2248182528","8.4435345984","7.6856831158","7.3574133318","2.9522171112","0.1065601224","0.0085188","0.0396296768","0.01","0.0006613431","","0","0.003528","0.0000028689","0.0000084","0.0000019128","0.0000010136","","0","0","","","1564.766219996"
"2024-05-20","1181.4525609994","198.9141713941","159.0214982133","26.304212235","13.206269106","8.7183283817","7.9928452846","7.4469905212","2.952227304","0.1065601224","0.0089228","0.0396996768","0.01","0.0006766119","","0","0.003468","0.0000047875","0.0000092","0.0000014349","0.0000007602","","0","0","","","1606.178446833"
"2024-05-21","1176.2847253355","198.9373868617","159.1177419272","26.5758401989","13.4404824413","8.3975693792","7.9977014757","7.4008072416","2.9522326512","0.1065601224","0.0090872","0.0396746768","0.01","0.0006712952","","0","0.003459","0.0000041022","0.0000092","0.0000019128","0.0000010136","","0","0","","","1601.2739560353"
"2024-05-22","1189.8748292304","199.6936212443","159.1181395475","27.1782165053","14.8104746018","9.2018480304","8.5101323935","7.6860574337","2.9522345376","0.1065601224","0.0093384","0.0380417736","0.01","0.0006978391","","0","0.003522","0.0000059746","0.0000084","0.0000019128","0.0000007602","","0","0","","","1619.1937307072"
"2024-05-23","1167.4967230304","198.5349229832","159.0761101888","27.2873843052","14.1862979212","8.4664753478","8.2146537865","7.4774068013","2.9522399736","0.1065601224","0.0088452","0.0401246768","0.01","0.0007098452","","0","0.003483","0.0000060189","0.0000088","0.0000014349","0.0000010136","","0","0","","","1593.8619544498"
"2024-05-24","1171.748314579","199.4313133091","159.0553550991","27.4781224982","14.5462433599","8.429302762","8.3156914951","7.3981631295","2.9522471232","0.1065601224","0.0088004","0.0395996768","0.01","0.0006579014","","0","0.003465","0.0000026398","0.0000072","0.0000019128","0.0000010136","","0","0","","","1599.5238492219"
"2024-05-25","1144.1802997231","197.7301463104","158.8251766971","27.7524674588","13.969831786","8.7023069338","8.153863951","7.5101992902","2.9522539512","0.1065601224","0.0089272","0.0396446768","0.01","0.0006629827","","0","0.00345","0.0000032593","0.0000092","0.0000014349","0.0000007602","","0","0","","","1569.9458057379"
"2024-05-26","1140.0583766407","197.4843750148","159.0168321674","27.9748232613","13.4617390827","8.6467718244","8.0107136827","7.4281020143","2.952261132","0.1065601224","0.0090688","0.0396396768","0.01","0.0006579014","","0.0014","0.003654","0.0000026398","0.0000084","0.0000019128","0.0000010136","","0","0","","","1565.2049892871"
"2024-05-27","1181.8425136443","199.7082548055","159.447720972","28.6885014995","14.5987035607","9.0631852648","8.4116704134","7.6955849716","2.9522674056","0.1065601224","0.0093896","0.0396396768","0.01","0.0007225369","","0.0014","0.003567","0.0000035581","0.0000084","0.0000019128","0.0000007602","","0","0","","","1612.5796961046"
"2024-05-28","1175.8856181923","199.0501656372","158.9377563108","29.1050473104","14.1105826","8.5599942287","8.2818134971","7.4624388988","2.9522722176","0.1065601224","0.008628","0.0396896768","0.01","0.0006661576","","0.0014","0.003567","0.0000033171","0.0000084","0.0000014349","0.0000010136","","0","0","","","1604.5162140153"
"2024-05-29","1163.0734491052","198.1413720975","158.4228840741","29.3911732938","13.576995281","8.4569968968","8.0887166549","7.3955786992","2.952278568","0.1065601224","0.0086972","0.0396696768","0.01","0.000657766","","0.0014","0.003567","0.0000026398","0.0000072","0.0000019128","0.0000010136","","0","0","","","1589.6700092019"
"2024-05-30","1195.5311036574","200.0759845454","158.2479149767","29.693872583","14.2004818047","8.5022101516","8.2719802816","7.2990799064","2.9522845848","0.1065601224","0.0085584","0.0396346768","0.01","0.000670566","","0.0014","0.003579","0.0000038504","0.000008","0.0000014349","0.0000007602","","0","0","","","1624.9453293023"
"2024-05-31","1193.9116122158","200.2570354637","158.0488779994","30.0535141523","14.6022334239","8.889898073","8.4001348252","7.4716983935","2.9522889","0.1065601224","0.0088032","0.0395546768","0.01","0.0006613368","","0.0014","0.003567","0.0000028689","0.000008","0.0000019128","0.0000010136","","0","0","","","1624.7578535781"
"2024-06-01","1184.0744880025","204.8929860552","158.1556928231","31.543722923","21.4786670969","8.4229187207","7.0209743421","7.319184792","2.9523071112","0.1065601248","1.0092324","0.0409450008","0.01","0.0000208","","0","0.003444","0.0000028689","0.00001","0.0000019128","0.0000007602","","0","0","","","1627.0311597342"
"2024-06-02","1166.5824389946","204.1404056114","158.275609401","31.4168373197","21.6440058643","8.814120004","8.4563869175","7.5334668137","2.9523132528","0.1065601248","0.0155908","0.0410450008","0.01","0.0003954008","","0","0.003444","0.0000026398","0.000008","0.0000019128","0.0000010136","","0","0","","","1609.9926330716"
"2024-06-03","1201.5768213295","205.6611951156","158.7860754946","32.0615767216","17.7417225831","8.9812647286","8.7044290016","8.819363503","2.9523185568","0.106560126","0.0091444","0.0410000008","0.01","0.0007353016","","0","0.003528","0.0000029514","0.0000076","0.0000014349","0.0000010136","","0","0","","","1645.4557478627"
"2024-06-04","1195.8050459506","204.8335921669","158.0788628451","32.4280143915","17.3710213834","8.7336586955","8.5430784176","10.4306272073","2.9523276888","0.1065601272","0.0092348","0.0409350008","0.01","0.0006779493","","0","0.00345","0.0000027917","0.0000084","0.0000019128","0.0000007602","","0","0","","","1639.3471004887"
"2024-06-05","1209.6554930416","205.800775467","158.4302717823","32.8163870866","17.4204341899","9.1050797942","8.6287766541","10.483914045","2.9523329352","0.1065601272","0.0093956","0.0408600008","0.01","0.000715614","","0","0.002856","0.000005859","0.0000076","0.0000014349","0.0000010136","","0","0","","","1655.4638682454"
"2024-06-06","1200.3620170359","205.4087662367","158.0236895479","33.3757998743","17.1744149719","8.2311807523","8.4390894009","10.2727192798","2.9523410976","0.1065601272","0.0091104","0.0408850008","0.01","0.0006579014","0.0011","0","0.002607","0.0000026398","0.0000072","0.0000019128","0.0000010136","","0","0","","","1644.4109513929"
"2024-06-07","1192.362959486","204.8591330281","158.3197933036","33.602662765","15.1567555931","9.0386441914","8.7073576778","10.5224061224","2.9523486336","0.1065601272","0.0093812","0.0408900008","","0.0006661889","","0","0.003024","0.0000033166","0.0000064","0.0000019128","0.0000007602","","0","0","","","1635.6825947075"
"2024-06-08","1187.0183110592","204.5750282249","158.3767785932","33.7897797877","15.0471933083","9.0868044107","8.6148476016","10.5910957568","2.9523599232","0.1065601272","0.0095816","0.0408650008","0.01","0.0006613347","","0","0.003024","0.0000028679","0.0000068","0.0000014349","0.0000010136","","0","0","","","1630.2229028447"
"2024-06-09","1179.4553056369","204.4775301858","158.3472597433","34.0460041966","14.6381569587","8.5214226619","8.3747018095","10.3949830707","2.9523636792","0.1065601272","0.0096524","0.0408850008","0.01","0.0006367993","","0","0.00294","0.0000026398","0.000008","0.0000019128","0.0000010136","","0","0","","","1621.3784158361"
"2024-06-10","1211.4538907014","188.4455182088","158.6474114782","34.850149322","15.5802395275","9.2615076265","8.81825217","10.6342380622","2.9523713328","0.1065601272","0.0097632","0.0392333341","0.01","0.0007631453","","0","0.003036","0.0000037056","0.0000076","0.0000014349","0.0000007602","","0","0","","","1640.8129477367"
"2024-06-11","1205.3474183677","182.4339638036","158.3186031288","35.3516905168","16.1019553995","9.5276708722","9.3217615544","10.7046924489","2.9523784464","0.1065601272","0.0090876","0.0408100008","0.01","0.0006825618","","0","0.003024","0.0000031824","0.0000068","0.0000014349","0.0000010136","0.0000000558","0","0","","","1630.2303113148"
"2024-06-12","1199.4403769033","182.3880550466","158.1732666337","35.4630785896","15.7240439589","9.447834982","9.3650318645","10.6856553805","2.9523841416","0.1065601272","0.0090348","0.0408500008","0.01","0.0006579014","","0","0.003024","0.0000026398","0.0000068","0.0000019128","0.0000007602","","0","0","","","1623.8098664429"
"2024-06-13","1202.6064721964","182.4208036585","158.3222078084","35.7766507014","16.1764866512","9.4832049347","9.6163162687","10.7065030655","2.9523921","0.1065601272","0.00877","0.0408800008","0.01","0.0008981081","","0","0.003024","0.0000143487","0.0000064","0.0000019128","0.0000010136","","0","0","","","1628.231193296"
"2024-06-14","1207.1462920234","182.4078043109","158.3486643878","36.0737642414","15.6972750177","9.2101049688","9.4343561701","10.5733691725","2.9523991056","0.1065601272","0.0085608","0.0407100008","0.01","0.0007689098","","0","0.002772","0.0000091619","0.000004","0.0000014349","0.0000010136","","0","0","","","1632.0134168464"
"2024-06-15","1189.7431511121","181.6517441377","158.1928712383","36.3716801205","15.2518745812","8.7007886865","9.2709672386","10.4525331887","2.952404208","0.1065601272","0.0083124","0.0405950008","0.01","0.0007549329","","0","0.002436","0.0000088913","0.0000016","0.0000009566","0.0000005068","","0","0","","","1612.7566849272"
"2024-06-16","1185.6369162691","181.1375730762","158.3474801096","36.5903138544","14.6822311145","8.9602924054","9.0106699576","10.5142527537","2.9524108416","0.1065601272","0.0083572","0.0404750008","0.01","0.0007355557","","0","0.00294","0.0000090989","0.0000004","0.0000009566","0.0000002534","","0","0","","","1608.0012189747"
"2024-06-17","1203.5425662154","183.0040200738","158.7008210429","37.1493782476","15.2412530985","9.2707990398","9.3508345014","10.6150877362","2.9524195488","0.1065601272","0.0088344","0.0389133341","","0.0008629543","","","0.002874","0.0000083703","","","","","0","0","","","1629.9852326903"
"2024-06-18","1211.2379310925","181.8137875604","147.631247112","37.6051506451","14.0846218092","9.0794350167","9.0647844582","10.4914488091","2.9524248768","0.1065601272","0.0092596","0.0405200008","","0.0007320494","","","0.002856","0.0000069659","","","","","0","0","","","1624.1207661233"
"2024-06-19","1216.4069883003","182.8628739015","148.1336398433","37.6913398894","14.6542281189","9.0799204369","9.2085641308","10.5915993874","2.952429852","0.1065601272","0.0090952","0.0405500008","0.01","0.0007910454","","","0.0021","0.0000069946","","","0.0000002534","","0","0","","","1631.7506874819"
"2024-06-20","1211.45933746","182.1490279858","147.7653563858","37.7138292999","14.5719812623","8.3869610045","9.0347522695","10.2222712761","2.9524364472","0.1065601281","0.0088148","0.0405800008","","0.0007064472","","","0.001848","0.0000062851","","","","","0","0","","","1624.4144690523"
"2024-06-21","1209.8753749072","179.3747365639","147.5529788595","37.5058779155","15.0988376899","9.1844462083","9.2552518113","10.5613691324","2.9524438776","0.1065601296","0.0087384","0.0388433341","0.03","0.0007327246","","0","0.002268","0.0000054782","0.0000008","0.0000009566","0.0000005068","","0","0","","","1621.5484672955"
"2024-06-22","1190.866301399","178.1305887031","146.9347777252","37.3505779979","14.8123544597","8.8817069556","9.1092222899","10.4576989552","2.9524526664","0.1065601296","0.0082936","0.0404500008","","0.0006881265","","0","0.002688","0.0000034806","0.0000008","","","","0","0","","","1599.6543652895"
"2024-06-23","1180.6114871218","177.7008597031","147.0125076754","37.2492095168","13.8703680407","8.4465082684","8.7056056403","10.2890376249","2.9524593192","0.1065601296","0.0077552","0.0406050008","0.07","0.0006883536","","0.0112","0.002856","0.0000034805","0.0000028","0.0000014349","0.0000007602","","0","0","","","1587.0777160702"
"2024-06-24","1216.1253101461","179.659556324","145.2127578586","37.7659482426","16.4692496405","9.4309203419","18.6444798896","10.7695281825","2.9524662864","0.1065601296","0.0088004","0.0410100008","0.02","0.000706414","","0.0021","0.003108","0.0000052588","0.0000108","0.0000014349","0.0000007602","","0","0","","","1637.2125201105"
"2024-06-25","1211.9861871455","179.9465382127","145.4944845884","37.8996821844","14.6137076725","8.991077367","9.2558634932","10.5874398368","2.9524738488","0.1065601316","0.0092456","0.0411550008","0.01","0.0007526703","","0.0014","0.003024","0.0000042725","0.000012","0.0000019128","0.0000010136","","0","0","","","1621.8996109509"
"2024-06-26","1219.0376103832","180.3631012134","147.5411827248","37.9513075818","14.1068515657","8.8073671003","9.2097210857","10.3977830846","2.9524789224","0.106560132","0.0091336","0.0411400008","0.01","0.0006937389","","0.0021","0.003024","0.0000043192","0.0000128","0.0000019128","0.0000010136","","0","0","","","1630.5400751792"
"2024-06-27","1224.5560403721","180.2397606332","148.5149398551","38.1563266116","14.386275393","8.8588204863","9.3150777828","10.4137057775","2.9524848168","0.106560132","0.009286","0.0409200008","0.01","0.0006856285","","0.0007","0.003024","0.0000033509","0.0000092","0.0000014349","0.0000007602","","0","0","","","1637.5646222357"
"2024-06-28","1214.4758289434","179.7623674334","147.4716671576","37.9551207034","14.3700358836","8.7088445059","9.2989207853","10.36916102","2.952492048","0.106560132","0.0095868","0.0410750008","0.01","0.0006747452","","0.0021","0.002958","0.0000037048","0.0000124","0.0000019128","0.0000010136","","0","0","","","1625.5374121898"
"2024-06-29","1226.2640942088","180.0817592455","147.2965524755","38.2532247623","14.2710375731","8.3387719004","9.1075601137","10.182654673","2.9525017608","0.106560132","0.0089748","0.0410850008","0.01","0.000672416","","0.0021","0.003132","0.0000039885","0.0000124","0.0000019128","0.0000010136","","0","0","","","1636.9207003768"
"2024-06-30","1212.1926073706","179.3150174982","146.8661187943","38.0236599459","13.6644874596","7.670856545","8.8037260353","9.9589030198","2.952508896","0.106560132","0.0088804","0.0410850008","0.01","0.0006855097","","0.0021","0.003132","0.0000033905","0.0000132","0.0000019128","0.0000010136","","0","0","","","1619.6203481241"
"2024-07-01","1225.1150138257","176.6247442625","147.7618367009","37.4180772766","21.9425918547","9.1034024092","8.2844752281","10.447096168","2.952497484","0.1065601272","1.0095536","0.0398196768","0.01","0.0000252","","0","0.00294","0.000003765","0.0000124","0.0000014349","0.0000007602","","0","0","","","1640.8186521738"
"2024-07-02","1241.3437068348","176.7544589445","149.2326550666","37.5711603226","21.7249098092","9.0465218671","9.1951361344","10.4838502005","2.9525045472","0.1065601272","0.0095744","0.0398296768","0.01","0.000556899","","0","0.003213","0.0000061952","0.0000112","0.0000019128","0.0000010136","","0","0","","","1658.4746581515"
"2024-07-03","1218.516111026","175.5737080692","148.3540365212","37.4219516258","17.2022063072","8.456849698","9.119290264","10.2659506729","2.9525096808","0.1065601272","0.0095808","0.0397596768","0.01","0.000680666","","0","0.00297","0.0000030582","0.0000124","0.0000019128","0.0000010136","","0","0","","","1628.0321835197"
"2024-07-04","1220.0669420668","176.6242807776","150.0341905888","37.4105478487","17.5343361185","8.9933485628","9.2839930019","10.4578245506","2.9525168712","0.1065601272","0.0095704","0.0399546768","0.01","0.0008328498","","0","0.002958","0.0000046206","0.0000112","0.0000014349","0.0000010136","","0","0","","","1633.5278747098"
"2024-07-05","1243.3380489776","180.2474653248","167.905403554","36.7583401353","18.1129904402","9.2850433412","9.4029037695","10.5666332534","2.9525294856","0.1065601272","0.0097892","0.0401046768","0.01","0.0004315572","","0","0.003036","0.0000062212","0.0000072","0.0000019128","0.0000007602","","0","0","","","1678.739295937"
"2024-07-06","1487.0651248368","195.0911309924","209.8407923281","38.9919024887","18.1512756044","12.2905859177","9.5269363009","10.612491714","2.9525376312","0.1065601272","0.0097796","0.0383767736","0.01","0.0011938979","","0","0.003459","0.0065363457","0.0000104","0.0000014349","0.0000010136","","0","0","","","1984.6986964071"
"2024-07-07","1467.1473104","178.1825976347","210.9021275645","38.1280302869","15.4967587949","8.642580282","9.259260855","10.3011674442","2.9525488968","0.1065601272","0.009446","0.0394446768","0.01","0.0010303748","","0","0.003051","0.0144405847","0.0000088","0.0000019128","0.0000010136","","0","0","","","1941.1963666489"
"2024-07-08","1378.5704682105","176.4214979536","153.5095895756","38.0818364097","16.7257002049","9.5926610762","9.9741974692","11.0054402869","2.9525609232","0.1065601272","0.0095304","0.0396596768","0.01","0.0008221077","","0","0.003168","0.0061584418","0.0000088","0.0000019128","0.0000007602","","0","0","","","1797.0098623363"
