"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Cost Explorer($)","Service Catalog($)","Route 53($)","Secrets Manager($)","S3($)","DynamoDB($)","Key Management Service($)","SQS($)","Athena($)","SNS($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-07-20","23.0487032961","9.6341929573","7.440566817","1.1472","1.038709692","0.01","0.238","0.0000216","0.0271364512","0.0168644298","0.0213120624","0.002376","0.0000816","","0","0.000002894","0.0000010497","0.0000004176","0","0","","42.6251692671"
"2024-07-21","23.2321911952","9.6352950859","7.440566546","1.1472","1.038709692","0.01","0.2023","0.0000076","0.0270414512","0.016692358","0.0213120624","0.002376","0.0000672","","0","0.0000028069","0.0000010047","0.0000003654","0","0","","42.7737633677"
"2024-07-22","23.0487408243","9.6350606838","7.4405693766","1.1472","1.038709692","0.01","0.2023","0.0000164","0.0271364512","0.0163523044","0.0213120624","0.002376","0.0000624","","0","0.0000026935","0.0000009897","0.0000003915","0","0","","42.5898402694"
"2024-07-23","23.2972915797","9.6705267509","7.4405752304","1.1472","1.038709692","0.01","0.3808","0.0000208","0.0285614512","0.017971559","0.0213120624","0.002046","0.0001344","","0","0.0000028165","0.0000014016","0.0000007569","0","0","","43.0551545006"
"2024-07-24","23.5041023251","9.6350946117","7.4407884774","1.1472","1.038709692","0.01","0.3808","0.0000112","0.0284664512","0.0180245904","0.0213120624","0.002178","0.0001344","","0.0000295","0.0000029277","0.0000014886","0.0000007308","0","0","","43.2268564573"
"2024-07-25","23.4134164378","9.6350433899","7.441138748","1.147299831","1.0375000146","0.01","0.3213","0.0000284","0.0280864512","0.0174577881","0.0213120624","0.002244","0.0001104","","0.000023","0.0000028837","0.0000011527","0.0000006003","0","0","","43.0749651597"
"2024-07-26","23.5523455769","9.6340919061","7.4406177528","1.1472","1.0383064662","0.01","0.3094","0.0000152","0.0278964512","0.0174553311","0.0213120624","0.002376","0.0001104","","0.0000235","0.0000028963","0.0000013896","0.0000006003","0","0","","43.2011555329"
"2024-07-27","23.3522561975","9.6338553603","7.4406179569","1.1472","1.0379032404","0.01","0.2975","0.0000128","0.0278964512","0.0173765504","0.0213120624","0.002376","0.0001056","","0.000021","0.0000030351","0.0000013896","0.0000005481","0","0","","42.9884381919"
"2024-07-28","23.1951096133","9.6410072402","7.4406210659","1.1472","1.038709692","0.01","0.3094","0.0000072","0.0278014512","0.0172693606","0.0213120624","0.002484","0.0001104","","0.000022","0.0000030374","0.0000011231","0.0000005742","0","0","","42.8510588203"
"2024-07-29","23.9035500442","9.635330425","7.440621982","1.1472","1.038709692","0.01","0.2499","0.0000172","0.0275164512","0.0170659947","0.0213120624","0.002484","0.0000864","","0.0000175","0.0000029815","0.000001344","0.0000004959","0","0","","43.4938165729"
"2024-07-30","23.8754234106","9.7547691124","7.4414631292","1.1473638994","1.0379032404","0.01","0.2261","0.000054","0.0273664512","0.0173302468","0.0213120624","0.002484","0.0000768","","0.000017","0.0000029644","0.0000010497","0.0000004176","0","0","","43.5616677841"
"2024-07-31","25.0281371448","9.6385668035","7.4406241909","1.147223074","1.038709692","0.01","0.2261","0.0000276","0.0273264512","0.0170929062","0.0213120624","0.002484","0.0000768","","0.0000155","0.0000030024","0.0000012996","0.0000004176","0","0","","44.5977009446"
"2024-08-01","23.8007257565","9.6397053204","7.4409972751","1.1473607178","1.0383064662","0.01","0","0.200108","0.0271364512","0.0170662277","0.0213120624","0.002376","0.0000816","","0","0.0000030799","0.0000009891","0.0000003654","0","0","","43.3451803117"
"2024-08-02","23.7251366926","9.6098414106","7.4406207376","1.1472563668","1.038709692","0.01","0","0.0000552","0.0281814512","0.0178291842","0.0213120624","0.001914","0.00012","","0","0.00000295","0.0000011677","0.0000006264","0","0","","43.0409815415"
"2024-08-03","23.5792091914","9.6122285102","7.4409070776","1.1474366017","1.038709692","0.01","0.014","0.0002692","0.0273264512","0.017516804","0.0213120624","0.002376","0.0000816","","0","0.0000028838","0.0000012996","0.0000003915","0","0","","42.9113777654"
"2024-08-04","23.5524014072","9.6192209908","7.4407176219","1.1473628","1.038709692","0.01","0.0119","0.0002372","0.0274214512","0.0169531544","0.0213120624","0.00198","0.0000768","","0","0.000003014","0.0000010347","0.0000004176","0","0","","42.8882976462"
"2024-08-05","25.1890507139","9.6101866852","7.4406863931","1.1473194668","1.038709692","0.01","0.0126","0.0001684","0.0262511824","0.0170878529","0.0213120624","0.002376","0.0000768","","0","0.0000030396","0.0000013146","0.0000004437","0","0","","44.5158300466"
"2024-08-06","24.3999055489","9.6282848663","7.4406665014","1.1472832888","1.038709692","","0.1813","0.000118","0.0273264512","0.0170642296","0.0213120624","0.002376","0.0000768","","0","0.0000031428","0.0000010347","0.0000003915","0","0","","43.9044280096"
"2024-08-07","23.8040198691","9.6099600944","7.4407107582","1.1473343812","1.0383064662","0.01","0.2254","0.000168","0.0271364512","0.0169304827","0.0213120624","0.002376","0.000072","","0.0000155","0.0000029735","0.0000012996","0.0000004176","0","0","","43.3437467561"
"2024-08-08","23.5353395441","9.6099832538","7.4406911419","1.1473267553","1.038709692","0.01","0.2499","0.000174","0.0267261824","0.0167072248","0.0213120624","0.002376","0.0000912","","0.000019","0.0000029279","0.000001329","0.0000004959","0","0","","43.0993608095"
"2024-08-09","23.4495116529","9.6096851369","7.4406448033","1.1472828","1.0379032404","0.01","0.238","0.0001204","0.0274214512","0.0171300345","0.0213120624","0.002376","0.0000816","","0.000016","0.0000031255","0.0000010347","0.0000004437","0","0","","43.0014897855"
"2024-08-10","23.5287919451","9.609126215","7.4405552185","1.1472","1.038709692","0.01","0.238","0.0000116","0.0272314512","0.0170759071","0.0213120624","0.002112","0.0000672","","0.0000165","0.0000029499","0.0000012996","0.0000004437","0","0","","43.0802144845"
"2024-08-11","23.5033100394","9.6104814778","7.4406109405","1.1472","1.038709692","0.01","0.2023","0.0000128","0.0278014512","0.0174575251","0.0213120624","0.002244","0.0001008","","0.0000205","0.0000028903","0.0000011077","0.0000004437","0","0","","43.0215657301"
"2024-08-12","23.5791396043","9.6103133399","7.440667135","1.1472","1.038709692","0.01","0.2261","0.0000168","0.0273264512","0.0169721324","0.0213120624","0.002376","0.0000768","","0.0000155","0.0000030672","0.0000012996","0.0000004176","0","0","","43.1202303016"
"2024-08-13","23.5701253767","9.6281864132","7.4406734415","1.1472","1.038709692","0.01","0.2023","0.0000096","0.0273264512","0.0170069791","0.0213120624","0.002442","0.0000624","","0.0000165","0.0000029352","0.0000010497","0.0000004176","0","0","","43.1053753186"
"2024-08-14","23.7861368677","9.6104044588","7.4406790246","1.1472","1.038709692","0.01","0.238","0.0000096","0.0274214512","0.0168885437","0.0213120624","0.00231","0.0000816","","0.000016","0.0000028839","0.0000012696","0.0000003915","0","0","","43.3391738454"
"2024-08-15","23.5523156122","9.6098862406","7.4406801053","1.1472","1.038709692","0.01","0.2142","0.0000096","0.0272314512","0.0169240106","0.0213120624","0.002442","0.0000768","","0.0000155","0.0000029712","0.0000012996","0.0000004437","0","0","","43.0810077888"
"2024-08-16","23.786145884","9.6101337471","7.4406795887","1.1472032752","1.0375000146","0.01","0.2499","0.0000292","0.0275164512","0.0171456999","0.0213120624","0.002376","0.0000912","","0.0000175","0.0000026831","0.0000010637","0.000000522","0","0","","43.3500548919"
"2024-08-17","23.4670870463","9.6090031778","7.4406504633","1.1472","1.038709692","0.01","0.2023","0.000004","0.0272314512","0.0170096128","0.0213120624","0.002376","0.000072","","0.000015","0.0000027695","0.0000012846","0.0000003915","0","0","","42.9829749514"
"2024-08-18","23.5522554268","9.61529401","7.4405575807","1.1472","1.038709692","0.01","0.2261","0.0000376","0.0272314512","0.0168736748","0.0213120624","0.002376","0.000072","","0.000014","0.0000027474","0.0000010197","0.0000003915","0","0","","43.0980376565"
"2024-08-19","23.5523074017","9.610060649","7.4405623294","1.1472","1.038709692","0.01","0.2142","0.0000192","0.0271364512","0.0170303678","0.0213120624","0.00231","0.0000768","","0.000016","0.0000028389","0.0000012396","0.0000004176","0","0","","43.0809454496"
"2024-08-20","24.3952113703","9.6300134482","7.4405661185","1.1472","1.0383064662","0.01","0.2975","0.0000324","0.0277064512","0.017546727","0.0213120624","0.002376","0.0001056","","0.0000205","0.0000028157","0.0000011247","0.0000005481","0","0","","44.0279016323"
"2024-08-21","23.5791407379","9.6099225888","7.4405657879","1.1472","1.038709692","0.01","0.2856","0.0031888","0.0278014512","0.0176192438","0.0213120624","0.002442","0.000096","","0.0000205","0.0000027623","0.0000013446","0.000000522","0","0","","43.1836234929"
"2024-08-22","24.6139562606","9.6088757189","7.4410040308","1.1473316757","1.038709692","0.01","0.2737","0.0000616","0.0266311824","0.017386684","0.0213120624","0.00231","0.0001008","","0.000022","0.0000025361","0.0000011097","0.0000005742","0","0","","44.2014059268"
"2024-08-23","25.3813512969","9.6109492162","7.4410822457","1.1473622074","1.038709692","0.01","0.3094","0.00008","0.0278964512","0.0177487953","0.0213120624","0.002112","0.0001056","","0.0000205","0.0000025291","0.0000014026","0.0000005742","0","0","","45.008134573"
"2024-08-24","24.4198986324","9.6092730525","7.4405684354","1.1472","1.038709692","0.01","0.357","0.0000024","0.0278964512","0.0178317463","0.0213120624","0.002046","0.0001248","","0.0000255","0.0000027064","0.0000014476","0.0000006786","0","0","","44.0918936048"
"2024-08-25","24.4484856656","9.6156995924","7.4405700884","1.1472147556","1.038709692","0.01","0.3451","0.000032","0.0281814512","0.0179353886","0.0213120624","0.002046","0.0001248","","0.0000255","0.0000025951","0.0000014616","0.0000006786","0","0","","44.1154417315"
"2024-08-26","25.5625289547","9.6259442478","7.4410612143","1.1473877528","1.038709692","0.01","0.2737","0.0001108","0.0278064512","0.0178023454","0.0213120624","0.001914","0.0001008","","0.00002","0.0000026149","0.0000011097","0.0000005481","0","0","","45.1684025933"
"2024-08-27","26.0734318037","9.644761719","7.4406121159","1.1472828871","1.038709692","0.01","0.3094","0.0000492","0.0280864512","0.017669748","0.0213120624","0.002046","0.0001056","","0.0000235","0.0000025969","0.000001388","0.0000006003","0","0","","45.7334953645"
"2024-08-28","26.0629798197","9.6126009144","7.4421579095","1.1474828522","1.038709692","0.01","0.2856","0.0001256","0.0267261824","0.0175797189","0.0213120624","0.002046","0.0001056","","0.000021","0.000002741","0.0000014046","0.0000005481","0","0","","45.6674520452"
"2024-08-29","27.1660381522","9.7425764872","7.4410240911","1.1472785007","1.0379032404","0.01","0.2737","0.0000508","0.0277064512","0.0173450344","0.0213120624","0.001794","0.000096","","0.0000205","0.0000024568","0.0000008298","0.000000522","0","0","","46.8868491282"
"2024-08-30","27.2485504615","9.6115974475","7.4406480066","1.1472872351","1.038709692","","0.0651","0.0000652","0.0262914512","0.0165213695","0.0213120624","0.002139","0.0000268","","0.0000115","0.0000005894","0.0000013615","0.0000010608","0","0","","46.6182632375"
"2024-08-31","26.9452269596","9.6140224257","7.4406208423","1.1472210527","1.038709692","0.02","0.0084","0.0000184","0.0259114512","0.0163327758","0.0213120624","0.002415","0.0000028","","0.000007","","0.00000129","0.0000019128","0","0","","46.2802036645"
"2024-09-01","27.1390069653","9.8444009914","7.4406223807","1.1472360758","1.0733333232","0.01","0","1.0000272","0.0268166664","0.0169352561","0.0213120648","0.002376","0","","0","","0.0000015549","0.0000014349","0","0","","47.7220699135"
"2024-09-02","26.7860894666","9.8391538794","7.4409849483","1.1472735966","1.0733333232","0.01","0","0.0000536","0.0267566664","0.0165770757","0.0213120648","0.002376","0.0000028","","0","","0.0000015549","0.0000014349","0","0","","46.3639164108"
"2024-09-03","26.6460343172","9.8901921448","7.4406224819","1.1472836531","1.0733333232","0.01","0","0.000098","0.0267566664","0.016956125","0.0213120648","0.002376","0.0000024","","0","","0.0000015549","0.0000014349","0","0","","46.2749701662"
"2024-09-04","25.9044163412","9.8398085413","7.4408773177","1.1472754573","1.0733333232","","0","0.0000204","0.0267716664","0.0166028375","0.0213120648","0.002376","0.0000028","","0","","0.0000015549","0.0000009566","0","0","","45.4727992609"
"2024-09-05","26.1238907772","9.8392678793","7.440585529","1.1472","1.0733333232","0.01","0","0.0000508","0.0267566664","0.0165899714","0.0213120648","0.002376","0.0000024","","0","","0.0000015549","0.0000014349","0","0","","45.7013684011"
"2024-09-06","25.9092793022","9.9601781519","7.4413079098","1.1473386225","1.0733333232","0.01","0.0063","0.000042","0.0268116664","0.0169739936","0.0213120648","0.002244","0.0000024","","0","","0.0000015549","0.0000019128","0","0","","45.6151269021"
"2024-09-07","24.2683746985","9.837656126","7.4405601996","1.1472","1.0733333232","0.01","0.0077","0.0000276","0.0267866664","0.0169515024","0.0213120648","0.002376","0.0000028","","0","","0.0000015549","0.0000014349","0","0","","43.8522839707"
"2024-09-08","25.8317155617","9.8399073911","7.4405975777","1.1472","1.0733333232","0.01","0.0077","0.0000112","0.0267716664","0.0170006855","0.0213120648","0.002376","0.0000032","","0","","0.0000020736","0.0000014349","0","0","","45.4179321789"
"2024-09-09","24.9308160319","9.8385754927","7.4406200857","1.1472025444","1.0733333232","0.01","0.0056","0.0000184","0.0267566664","0.016767051","0.0213120648","0.002244","0.000002","","0","","0.0000010366","0.0000014349","0","0","","44.5132501316"
"2024-09-10","25.3385410243","9.9245371573","7.440723386","1.1472","1.0733333232","0.01","0.0105","0.0001344","0.0268316664","0.0172127653","0.0213120648","0.00231","0.0000048","","0","","0.0000015549","0.0000014349","0","0","","45.0126435771"
"2024-09-11","24.7413430474","9.8380430531","7.4406215001","1.1472","1.0733333232","0.01","0.0063","0.0000272","0.0267566664","0.0167218238","0.0213120648","0.00165","0.0000024","","0","","0.0000015553","0.0000014349","0","0","","44.323314069"
"2024-09-12","25.9454891627","9.8379470521","7.4406092489","1.1472","1.0733333232","0.01","0.007","0.0000184","0.0256755553","0.0170133307","0.0213120648","0.002376","0.0000032","","0","","0.000002074","0.0000019128","0","0","","45.5279813245"
"2024-09-13","25.3444580301","9.8378540081","7.4406220801","1.1472025002","1.0729166566","0.01","0.007","0.0000044","0.0267716664","0.0169160814","0.0213120648","0.002376","0.0000028","","0.000007","","0.0000013015","0.0000014349","0","0","","44.9274460241"
"2024-09-14","24.099806485","9.8370897688","7.4406226111","1.1472","1.0733333232","0.01","0.007","0.0000292","0.0267566664","0.0169357618","0.0213120648","0.002376","0.0000024","","0.0000065","","0.0000018083","0.0000014349","0","0","","43.6824740243"
"2024-09-15","24.1025387287","9.8439798367","7.4406266494","1.1472","1.0733333232","0.01","0.007","0.0000328","0.0267866664","0.0169027728","0.0213120648","0.002376","0.0000032","","0.0000075","","0.0000018198","0.0000014349","0","0","","43.6921027967"
"2024-09-16","25.3858699273","9.8381570083","7.4406794253","1.1472035111","1.0733333232","0.01","0.007","0.0000136","0.0267716664","0.0169412105","0.0213120648","0.00231","0.0000028","","0.0000075","","0.0000015549","0.0000014349","0","0","","44.9696050267"
"2024-09-17","25.9625398436","9.8725180011","7.4406742536","1.1472","1.0733333232","0.01","0.0077","0.0000176","0.0267716664","0.0168244039","0.0213120648","0.002376","0.0000024","","0.0000075","","0.0000018085","0.0000019128","0","0","","45.5812807779"
"2024-09-18","25.634290657","9.8378236851","7.4407073056","1.1472028112","1.0733333232","0.01","0.007","0.0000272","0.0267866664","0.0170513574","0.0213120648","0.002376","0.0000032","","0.000007","","0.0000013017","0.0000014349","0","0","","45.2179240073"
"2024-09-19","25.1033391754","9.8382272377","7.4407437289","1.1472","1.0729166566","0.01","0.0077","0.0000184","0.0267716664","0.0169403885","0.0213120648","0.002376","0.0000028","","0.0000075","","0.0000020734","0.0000014349","0","0","","44.6875591266"
"2024-09-20","25.9454939118","9.8387961433","7.4407742844","1.1472","1.0733333232","0.01","0.007","0.0000276","0.0267716664","0.0168473147","0.0213120648","0.002376","0.0000036","","0.000007","","0.0000015551","0.0000019128","0","0","","45.5299463765"
"2024-09-21","24.5255764507","9.8372393633","7.4406829576","1.1472","1.0729166566","0.01","0.0077","0.0000136","0.0267866664","0.0168938956","0.0213120648","0.002376","0.0000028","","0.0000075","","0.0000018198","0.0000014349","0","0","","44.1087112097"
"2024-09-22","24.1737849637","9.8456634979","7.4406761594","1.1472","1.0733333232","0.01","0.007","0.0000092","0.0267716664","0.0168402592","0.0213120648","0.002376","0.0000032","","0.0000075","","0.0000015434","0.0000014349","0","0","","43.7649808129"
"2024-09-23","27.165495744","9.8381701535","7.440701494","1.1472054302","1.0733333232","0.01","0.007","0.0000208","0.0267716664","0.0168980506","0.0213120648","0.002244","0.0000028","","0.000007","","0.0000015664","0.0000014349","0","0","","46.749165528"
"2024-09-24","29.0353236631","9.8384698162","7.440683741","1.1472076778","1.0733333232","0.01","0.0063","0.000016","0.0267866664","0.0168448348","0.0213120648","0.00165","0.0000028","","0.000007","","0.0000018083","0.0000019128","0","0","","48.6179413084"
"2024-09-25","29.2837670325","9.8591849617","7.4406848819","1.1472","1.0733333232","0.01","0.0049","0.0000332","0.0256155553","0.0165852191","0.0213120648","0.002442","0.0000016","","0.000004","","0.0000013015","0.0000009566","0","0","","48.8850660966"
"2024-09-26","29.2590723343","9.8383218172","7.4406844273","1.1472","1.0733333232","0.01","0.0119","0.0000212","0.0268316664","0.0174855948","0.0213120648","0.002376","0.0000052","","0.000013","","0.0000015549","0.0000014349","0","0","","48.8485596178"
"2024-09-27","28.2240926376","9.8385363326","7.4406817887","1.1472","1.0733333232","0.01","0.0161","0.0000124","0.0269666664","0.0179120115","0.0213120648","0.002376","0.0000076","","0.0000185","","0.0000018083","0.0000019128","0","0","","47.8185530459"
"2024-09-28","27.7517581374","9.8374453413","7.4407228344","1.1472","1.0733333232","0.01","0.0168","0.0000072","0.0258705553","0.0174019311","0.0213120648","0.002376","0.0000084","","0.0000215","","0.0000020732","0.0000019128","0","0","","47.3442612735"
"2024-09-29","27.629464073","9.8385887777","7.4407335974","1.1472","1.0733333232","0.01","0.0168","0.0000016","0.0269966664","0.0180304469","0.0213120648","0.001587","0.000008","","0.000019","","0.0000018198","0.0000014349","0","0","","47.2240778041"
"2024-09-30","27.6178244514","9.8413933734","7.4406944224","1.1472286449","1.0733333232","0.02","0.0168","0.0031948","0.0269816664","0.0182543629","0.0213120648","0.002484","0.000008","","0.000019","","0.0000018083","0.0000019128","0","0","","47.2295318305"
"2024-10-01","27.2812652928","9.6581418295","7.4422040685","1.1476509553","1.038709692","0.01","0","0.200246","0.0260964512","0.0180902256","0.0213120624","0.002484","0.000008","","0","","0.0000018198","0.0000019128","0","0","","46.8462123099"
"2024-10-02","27.7104458991","9.6119670368","7.4409439108","1.1475174313","1.0375000146","0.01","0","0.0003008","0.0261214512","0.0183215845","0.0213120624","0.002484","0.0000084","","0","","0.0000018083","0.0000019128","0","0","","47.0269263118"
"2024-10-03","27.4376350452","9.6086219336","7.4407466286","1.1472505334","1.0383064662","0.01","0.0175","0.0000396","0.0261064512","0.0179476009","0.0213120624","0.002553","0.0000076","","0","","0.0000020732","0.0000014349","0","0","","46.7680304296"
"2024-10-04","26.3248130892","9.6086612658","7.4407387727","1.1472249055","1.038709692","0.01","0.0252","0.0000304","0.0261064512","0.0178043837","0.0213120624","0.002484","0.0000092","","0","","0.0000017706","0.0000019128","0","0","0","45.6630979059"
"2024-10-05","26.0550015433","9.6078500978","7.4406775747","1.1472","1.0383064662","0.01","0.0336","0.0000048","0.0261364512","0.0178027507","0.0213120624","0.002484","0.000008","","0","","0.0000015047","0.0000014349","0","0","","45.4003866859"
"2024-10-06","25.930818774","9.6094791688","7.440686319","1.1472064","1.038709692","0.01","0.0294","0.0000184","0.0260914512","0.0180272678","0.0213120624","0.002484","0.0000072","","0","","0.0000020071","0.0000019128","0","0","","45.2742446551"
"2024-10-07","26.2206249254","9.6086487675","7.4406859999","1.1472228442","1.038709692","0.01","0.0287","0.0000164","0.0261064512","0.0177575235","0.0213120624","0.002484","0.0000076","","0","","0.0000015052","0.0000019128","0","0","","45.5622796841"
"2024-10-08","26.2348095158","9.6276301154","7.4406501214","1.1472264888","1.038709692","0.01","0.0294","0.0000356","0.0261064512","0.0179452069","0.0213120624","0.002484","0.0000084","","0","","0.0000020061","0.0000014349","0","0","","45.5963210949"
"2024-10-09","26.4614525284","9.6086996903","7.4406761321","1.147229689","1.038709692","0.01","0.0238","0.0000196","0.0260614512","0.0175171874","0.0213120624","0.002484","0.0000068","","0.0000165","","0.0000020076","0.0000019128","0","0","","45.7979892532"
"2024-10-10","26.5172621683","9.6110572892","7.4407506437","1.147272786","1.038709692","0.01","0.0273","0.0000432","0.0260764512","0.0179490121","0.0213120624","0.002484","0.0000068","","0.000017","","0.0000017537","0.0000014349","0","0","","45.8602442935"
"2024-10-11","25.9790368696","9.6085300819","7.4407309785","1.1472037333","1.038709692","0.02","0.0357","0.0000184","0.0261364512","0.0180663851","0.0213120624","0.002484","0.0000092","","0.0000225","","0.0000017591","0.0000014349","0","0","","45.337963548"
"2024-10-12","26.0870666211","9.6077439911","7.440730342","1.1472072889","1.038709692","0.01","0.0343","0.0000076","0.0261964512","0.0184000035","0.0213120624","0.002484","0.0000104","","0.000022","","0.0000020076","0.0000019128","0","0","","45.4341943726"
"2024-10-13","26.1907202766","9.6087174014","7.4407343407","1.1472122222","1.038709692","0.01","0.0371","0.0000188","0.0261364512","0.0181848205","0.0213120624","0.002484","0.0000088","","0.000025","","0.0000020076","0.0000019128","0","0","","45.5413677874"
"2024-10-14","26.2181190652","9.6088301649","7.4407364027","1.1472","1.038709692","0.01","0.035","0.0000212","0.0250761824","0.0178949636","0.0213120624","0.002484","0.0000088","","0.000024","","0.0000015047","0.0000014349","0","0","","45.5654194728"
"2024-10-15","26.9808435213","9.6285236909","7.4407583292","1.1472286223","1.038709692","0.01","0.0364","0.000038","0.0261514512","0.0182735689","0.0213120624","0.002484","0.0000104","","0.0000225","","0.0000020076","0.0000019128","0","0","","46.3507597586"
"2024-10-16","27.0466711648","9.6091503424","7.4407644517","1.147266411","1.038709692","0.01","0.0301","0.0000676","0.0261514512","0.0183307227","0.0213120624","0.002277","0.0000092","","0.0000235","","0.0000017542","0.0000018855","0","0","","46.3908372379"
"2024-10-17","27.0008610285","9.6087785859","7.4407265576","1.1472351556","1.038709692","0.01","0.0294","0.0000404","0.0250311824","0.0178085631","0.0213120624","0.001863","0.0000076","","0.0000215","","0.0000017591","0.0000013257","0","0","","46.3417984123"
"2024-10-18","26.4270293529","9.6087773631","7.4406865065","1.1472027364","1.038709692","0.01","0.0301","0.0000268","0.0260914512","0.0176419788","0.0213120624","0.002484","0.000008","","0.0000195","","0.0000020076","0.0000018855","0","0","","45.7700933364"
"2024-10-19","26.6754173571","9.6078219394","7.4406862051","1.1472","1.038709692","0.01","0.0294","0.0000212","0.0261364512","0.0177604142","0.0213120624","0.002484","0.0000068","","0.000019","","0.0000017542","0.0000019128","0","0","","46.0169787884"
"2024-10-20","26.6755168855","9.6168845661","7.4406373894","1.1472","1.038709692","0.01","0.0315","0.0000172","0.0261214512","0.0176774458","0.0213120624","0.002484","0.0000084","","0.0000205","","0.0000017591","0.0000014349","0","0","","46.0280927864"
"2024-10-21","26.882447313","9.6091104377","7.4406279655","1.147202811","1.038709692","0.02","0.0238","0.000004","0.0249861824","0.0173374777","0.0213120624","0.002484","0.0000072","","0.000015","","0.0000017542","0.0000019128","0","0","","46.2280478087"
"2024-10-22","27.172237176","9.6094624434","7.4406303639","1.1472011472","1.038709692","0.01","0.0245","0.0000224","0.0260314512","0.0175569654","0.0213120624","0.002484","0.0000064","","0.000014","","0.0000017591","0.0000014349","0","0","","46.5101712955"
"2024-10-23","27.3291285331","9.6091636093","7.4409522358","1.147270534","1.038709692","0.01","0.0245","0.0000464","0.0260464512","0.017505374","0.0213120624","0.002484","0.0000064","","0.0000155","","0.0000015057","0.0000019128","0","0","","46.6671442103"
"2024-10-24","27.1453888174","9.6086950358","7.4406237921","1.1472040183","1.038709692","0.01","0.0231","0.0000104","0.0249261824","0.0177206846","0.0213120624","0.002484","0.0000052","","0.0000165","","0.0000017542","0.0000014349","0","0","","46.4801995741"
"2024-10-25","27.4206224191","9.6086722792","7.441006782","1.1472718354","1.0383064662","0.01","0.021","0.0000248","0.0260464512","0.0174321514","0.0213120624","0.002484","0.0000064","","0.000015","","0.0000020076","0.0000019128","0","0","","46.7542045673"
"2024-10-26","27.4206231032","9.6078157285","7.440617169","1.1472","1.038709692","0.01","0.021","0.000002","0.0260014512","0.0171653204","0.0213120624","0.002484","0.0000056","","0.0000145","","0.0000015057","0.0000014349","0","0","","46.7529535673"
"2024-10-27","27.2136143763","9.6085893956","7.4406349083","1.1472","1.038709692","0.01","0.0238","0.0000224","0.0249411824","0.0172935016","0.0213120624","0.002553","0.0000064","","0.000013","","0.0000017591","0.0000014349","0","0","","46.5486931126"
"2024-10-28","26.9315862947","9.4400187875","7.4411198806","1.1472993946","1.038709692","0.01","0.0063","0.0000192","0.0260764512","0.017378515","0.0213120624","0.00249","0.0000048","","0.000018","","0.0000017542","0.0000019128","0","0","","46.082336745"
"2024-10-29","26.8327583108","9.4233438397","7.4405779606","1.1472487292","1.0383064662","0.01","0.0035","0.0000532","0.0260914512","0.0178572184","0.0213120624","0.001656","0.000008","","0.0000175","","0.0000017591","0.0000014349","0","0","","45.9627339325"
"2024-10-30","26.8081593157","9.4023334072","7.4405733644","1.1472273777","1.038709692","0.01","0.0035","0.0000328","0.0260914512","0.0179736088","0.0213120624","0.001656","0.0000076","","0.0000175","","0.0000017542","0.0000014349","0","0","","45.9175973685"
"2024-10-31","26.9568307486","9.4093844183","7.4405822795","1.1472758052","1.038709692","0.01","0.0035","0.0000312","0.0260464512","0.0177619686","0.0213120624","0.002484","0.0000068","","0.0000185","","0.0000020076","0.0000019128","0","0","","46.0739478462"
"2024-11-01","26.3032143335","9.6541351956","7.4409744406","1.1473441374","1.0733333232","0.01","0","1.0000724","0.0269266664","0.0181224984","0.0213120648","0.000972","0.0000064","","0","","0.0000020076","0.0000014349","0","0","","46.6964169024"
"2024-11-02","26.8326563733","9.6259019281","7.4405839837","1.1473153599","1.0733333232","0.01","0","0.0000776","0.0269366664","0.0178866048","0.0213120648","0.002484","0.0000064","","0","","0.0000015057","0.0000019128","0","0","","46.1984977227"
"2024-11-03","26.8666110447","9.6288588341","7.4405708225","1.1473306932","1.0733333232","0.02","0","0.0000768","0.0268766664","0.0178046948","0.0213120648","0.002484","0.000006","","0","","0.0000017591","0.0000014349","0","0","","46.2452681377"
"2024-11-04","26.7913126098","9.6253612159","7.4406141611","1.1472121333","1.0733333232","0.01","0","0.0059236","0.0268916664","0.0174353181","0.0213120648","0.002484","0.0000056","","0","","0.0000020076","0.0000019128","0","0","","46.161889613"
"2024-11-05","26.9250314834","9.6274438381","7.4406350755","1.1472483111","1.0733333232","0.02","0","0.0000608","0.0268766664","0.0178269631","0.0213120648","0.002484","0.0000052","","0","","0.0000015057","0.0000014349","0","0","","46.3022606662"
"2024-11-06","26.8342921597","9.6477173854","7.4406271567","1.1472356887","1.0733333232","0.05","0","0.0000384","0.0268766664","0.0176924887","0.0213120648","0.002484","0.0000048","","0","","0.0000017537","0.0000014349","0","0","","46.2616173222"
"2024-11-07","26.7928005027","9.6284867234","7.4406156555","1.1472","1.0733333232","0.06","0","0.0000144","0.0269216664","0.0178705418","0.0213120648","0.00138","0.0000064","","0.000017","","0.0000017581","0.0000019128","0","0","","46.2099619487"
"2024-11-08","26.7927833746","9.628363979","7.4406229476","1.1472","1.0733333232","0.05","0","0.000008","0.0269366664","0.0180861787","0.0213120648","","0.0000076","","0.000018","","0.0000017542","0.0000014349","0","0","0","46.1986753234"
