"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Cost Explorer($)","Service Catalog($)","Route 53($)","Secrets Manager($)","S3($)","DynamoDB($)","Key Management Service($)","SQS($)","Athena($)","SNS($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-11-09","26.8341841102","9.6275863146","7.4406771598","1.1472","1.0733333232","0.05","0","0.0000116","0.0269666664","0.0179217222","0.0213120648","","0.0000072","","0.0000185","","0.0000020076","0.0000019128","0","0","","46.2392225816"
"2024-11-10","26.8756850338","9.6340383103","7.4406708714","1.1472","1.0733333232","0.06","0","0.0000332","0.0269516664","0.018125582","0.0213120648","","0.000008","","0.000018","","0.0000017591","0.0000019128","0","0","","46.2973797238"
"2024-11-11","26.6677005526","9.628117816","7.4406634528","1.1472","1.0733333232","0.05","0.0042","0.0000128","0.0246544442","0.0177995174","0.0213120648","0.001722","0.0000052","","0.0000125","","0.0000015057","0.0000014349","0","0","","46.0767366116"
"2024-11-12","26.5859856744","9.646773681","7.4412589135","1.1473445113","1.0733333232","0.05","0.0035","0.0000452","0.0268466664","0.0174966636","0.0213120648","0.003168","0.0000052","","0.0000115","","0.0000017591","0.0000019128","0","0","","46.0170850701"
"2024-11-13","26.5445564326","9.6296181603","7.4407247232","1.1472457749","1.0733333232","0.06","0.0042","0.0000464","0.0268016664","0.0174521457","0.0213120648","0.003054","0.000004","","0.000011","","0.0000017537","0.0000014349","0","0","","45.9683628797"
"2024-11-14","26.378922715","9.6268710912","7.440733044","1.1472013778","1.0733333232","0.05","0.0042","0.0000112","0.0257205553","0.017615099","0.0213120648","0.003225","0.0000044","","0.000013","","0.0000017542","0.0000014349","0","0","","45.7891660594"
"2024-11-15","26.5859352546","9.6274995683","7.4407644388","1.1472062471","1.0733333232","0.05","0.0042","0.000012","0.0268766664","0.0174116502","0.0213120648","0.003111","0.0000056","","0.0000145","","0.0000017591","0.0000014349","0","0","","45.9976855074"
"2024-11-16","26.5630490995","9.6266160184","7.440735857","1.1472","1.0733333232","0.05","0.0049","0.0000028","0.0268466664","0.0177097274","0.0213120648","0.003282","0.0000048","","0.0000135","","0.0000017542","0.0000019128","0","0","","45.9750095237"
"2024-11-17","26.8715077871","9.6286859003","7.4407522938","1.1472","1.0733333232","0.06","0.0035","0.0000052","0.0268766664","0.0173274588","0.0213120648","0.003282","0.0000052","","0.0000115","","0.0000017591","0.0000014349","0","0","","46.2938025884"
"2024-11-18","27.4499847586","9.6281037429","7.4407825094","1.147277641","1.0733333232","0.05","0.0042","0.00007","0.0268466664","0.0174701044","0.0213120648","0.003282","0.0000048","","0.000012","","0.0000015057","0.0000014349","0","0","","46.8626825513"
"2024-11-19","27.4087660616","9.6503237322","7.4410641824","1.1472638069","1.0733333232","0.07","0.0042","0.0000144","0.0268316664","0.0173169124","0.0213120648","0.003168","0.0000052","","0.0000145","","0.0000020066","0.0000019128","0","0","","46.8636177693"
"2024-11-20","27.4086513518","9.6280366486","7.4408265777","1.1472337737","1.0733333232","0.05","0.0042","0.0000372","0.0268616664","0.0174555622","0.0213120648","0.003225","0.0000044","","0.0000115","","0.0000015052","0.0000014349","0","0","","46.8211920085"
"2024-11-21","27.2016963053","9.6278528625","7.4407654341","1.1472","1.0733333232","0.05","0.0042","0.0000132","0.0268766664","0.0174869392","0.0213120648","0.003054","0.0000048","","0.000011","","0.0000015052","0.0000014349","0","0","","46.6138095356"
"2024-11-22","26.8704674102","9.6281697334","7.4407634712","1.1472122865","1.0733333232","0.05","0.0035","0.0000076","0.0268616664","0.0172006075","0.0213120648","0.003168","0.0000048","","0.0000115","","0.0000017542","0.0000019128","0","0","","46.2820161302"
"2024-11-23","26.9946764639","9.627317059","7.4406807295","1.1472","1.0733333232","0.05","0.0049","0.0000036","0.0268616664","0.0171468856","0.0213120648","0.003168","0.0000052","","0.000012","","0.0000017591","0.0000019128","0","0","","46.4066206643"
"2024-11-24","26.7877410065","9.6299618398","7.4406802166","1.1472","1.0733333232","0.07","0.0056","0.0000116","0.0268316664","0.0174869392","0.0213120648","0.003282","0.0000044","","0.000012","","0.0000015057","0.0000014349","0","0","","46.2234599971"
"2024-11-25","26.9947277232","9.6283298013","7.4406699508","1.1472","1.0733333232","0.05","0.0042","0.0000064","0.0268166664","0.0172834904","0.0213120648","0.003111","0.0000036","","0.000011","","0.0000017542","0.0000014349","0","0","","46.4070082092"
"2024-11-26","27.2019177064","9.6517584883","7.4406155219","1.1472031879","1.139460486","0.06","0.0042","0.0000052","0.0257355553","0.0195504649","0.0213120648","0.003162","0.0000044","0.0004","0.0000115","","0.0000017591","0.0000019128","0","0","","46.7153402474"
"2024-11-27","22.7909557862","9.6284882522","7.4406246815","1.1472667911","1.2069931506","0.07","0.0042","0.0000028","0.0268316664","0.020242063","0.0213120648","0.00336","0.0000044","","0.000011","","0.0000017542","0.0000014349","0","0","","42.3602958449"
"2024-11-28","20.8367892333","9.6277780081","7.4406239291","1.1472","1.2065611365","0.06","0.0042","0.000004","0.0268316664","0.0203702894","0.0213120648","0.00336","0.0000044","","0.0000105","","0.0000017591","0.0000019128","0","0","","40.3950488995"
"2024-11-29","20.8367655157","9.6276656468","7.4406177833","1.1472213469","1.2062699477","0.05","0.0042","0.0000264","0.0257205553","0.0204330367","0.0213120648","0.00336","0.0000044","","0.000011","","0.0000017542","0.0000019128","0","0","","40.3836113642"
"2024-11-30","20.7740253208","9.6315962237","7.4406199904","1.1472235073","1.2070099176","0.05","0.0042","0.0000168","0.0268316664","0.0203186861","0.0213120648","0.00336","0.0000044","","0.000011","","0.0000017581","0.0000014349","0","0","","40.3265327701"
"2024-12-01","20.7741839916","9.4858155002","7.4406597143","1.1473336105","1.038709692","0.05","0","1.0000392","0.0260064512","0.0249022013","0.01776","0.002214","0.0000044","","0","","0.0000020076","0.0000014349","0","0","","41.0076322036"
"2024-12-02","20.8369153751","9.4116172546","7.440599877","1.1472526126","1.1719262204","0.06","0","0.0000888","0.0259714512","0.0276278971","0.0213120624","0.00336","0.0000044","","0","","0.0000015042","0.0000019128","0","0","","40.1466793674"
"2024-12-03","20.8370148231","9.4313347762","7.4405630207","1.1472026777","1.1720794832","0.05","0","0.0000108","0.0259564512","0.0275869829","0.0213120624","0.0033","0.000004","","0","","0.0000015042","0.0000014349","0","0","","40.1563680165"
"2024-12-04","20.8369292897","9.4096134813","7.4405635422","1.147203092","1.1718166618","0.05","0","0.0000072","0.0259714512","0.0273310635","0.0213120624","0.00336","0.0000044","","0","","0.0000020076","0.0000014349","0","0","","40.1341156866"
"2024-12-05","20.7302973807","9.410879647","7.4405644702","1.147210958","1.1714966875","0.05","0","0.0000152","0.0259714512","0.0277663746","0.0213120624","0.00336","0.0000048","","0","","0.0000015057","0.0000019128","0","0","","40.0288824501"
"2024-12-06","20.9636317375","9.4168688305","6.1847380279","1.147463029","1.1707652678","0.05","0","0.0000332","0.0259564512","0.0275804168","0.0213120624","0.0033","0.0000044","","0","","0.0000020071","0.0000019128","0","0","","39.011657343"
"2024-12-07","20.8395279628","9.4141809705","3.1202297685","1.1478332515","1.1717707656","0.06","0","0.0000592","0.0259714512","0.0276598127","0.0213120624","0.0033","0.0000036","","0","","0.0000015057","0.0000014349","0","0","","35.8318517858"
"2024-12-08","20.8371338416","9.4097056079","3.1202308599","1.147355856","1.1713638301","0.05","0","0.0008572","0.0259714512","0.0277374932","0.0213120624","0.00336","0.0000044","","0.00001","","0.0000017542","0.0000014349","0","0","","35.8150457914"
"2024-12-09","20.8394098257","9.4149844937","3.1202324243","1.1476236085","1.171437265","0.05","0","0.0000284","0.0260914512","0.0285495171","0.0213120624","0.00378","0.0000076","","0.0000145","","0.0000017591","0.0000019128","0","0","","35.8234748198"
"2024-12-10","20.8369804765","9.4091848126","3.1202299559","1.1472","1.1676145866","0.05","0.0049","0.0000068","0.0261364512","0.0361456265","0.0213120624","0.00402","0.0000084","0.00203","0.0000215","","0.0000017542","0.0000014349","0","0","","35.8257938608"
"2024-12-11","20.8370751423","9.4112400782","3.1202231104","1.1472375006","1.1706308312","0.06","0.0035","0.0000356","0.0260014512","0.0304083169","0.0213120624","0.001896","0.0000056","","0.000013","","0.0000017591","0.0000019128","0","0","","35.8295823651"
"2024-12-12","20.8369926917","9.409906614","3.1202293196","1.1472","1.1727026021","0.05","0.0042","0.0000104","0.0259864512","0.0293793694","0.0213120624","0.00108","0.0000048","","0.0000115","","0.0000015052","0.0000014349","0","0","","35.8190187505"
"2024-12-13","20.8370934896","9.4106322509","3.1202259716","1.1472","1.1727586665","0.05","0.0042","0.0000044","0.0259714512","0.0291311181","0.0213120624","0.001104","0.000004","","0.0000115","","0.0000017542","0.0000019128","0","0","","35.8196525773"
"2024-12-14","20.7742642023","9.4094514495","3.1202263572","1.1472","1.1724264973","0.06","0.0042","0.0000068","0.0259714512","0.0289355724","0.0213120624","0.001104","0.0000044","","0.000011","","0.0000017591","0.0000014349","0","0","","35.7651169863"
"2024-12-15","20.7114949121","9.4106801091","3.1202293059","1.1472","1.1719673505","0.06","0.0042","0.0000056","0.0259714512","0.0289963677","0.0213120624","0.001104","0.0000044","","0.0000105","","0.0000017542","0.0000019128","0","0","","35.7031797259"
"2024-12-16","20.8371510245","9.4104545076","3.1202261053","1.1472","1.1716315989","0.05","0.0035","0.0000052","0.0259864512","0.0291897139","0.0213120624","0.001116","0.0000044","","0.0000115","","0.0000017591","0.0000014349","0","0","","35.8177917578"
"2024-12-17","20.8371551345","9.4104501446","3.1202505688","1.1472040025","1.1708495984","0.07","0.0049","0.0000072","0.0259714512","0.028930406","0.0213120624","0.001104","0.000004","","0.0000105","","0.0000020076","0.0000019128","0","0","","35.8381529888"
"2024-12-18","20.8371913045","9.4106587657","3.1202842128","1.1472","1.1708776899","0.05","0.0049","0.0000116","0.0248811824","0.0287307675","0.0213120624","0.00108","0.0000044","","0.00001","","0.0000015052","0.0000014349","0","0","","35.8171449253"
"2024-12-19","20.8371792428","9.4105075922","3.1202806259","1.1472","1.1710331114","0.05","0.0056","0.00001","0.0259564512","0.0289935732","0.0213120624","0.001104","0.000004","","0.000009","","0.0000020061","0.0000014349","0","0","","35.8191931001"
"2024-12-20","20.837204912","9.4107606429","3.1202807914","1.1472","1.1709805618","0.05","0.0042","0.000008","0.0259564512","0.028844708","0.0213120624","0.001092","0.000004","","0.000011","","0.0000015057","0.0000019128","0","0","","35.8178585482"
"2024-12-21","20.8371892108","9.4096094295","3.120281491","1.1472","1.1720975946","0.06","0.0035","0.0000036","0.0259714512","0.0290266946","0.0213120624","0.001092","0.0000044","","0.00001","","0.0000017591","0.0000014349","0","0","","35.8273011281"
"2024-12-22","20.8372773048","9.4166087311","3.1202808804","1.1472","1.1725119671","0.05","0.0042","0.0000044","0.0259714512","0.0288640522","0.0213120624","0.001092","0.000004","","0.000012","","0.0000020076","0.0000014349","0","0","","35.8253422917"
"2024-12-23","20.8372243644","9.5168058668","3.1202841457","1.1472","1.1725547833","0.05","0.0042","0.0000068","0.0259714512","0.0290338253","0.0213120624","0.001116","0.000004","","0.000011","","0.0000015057","0.0000019128","0","0","","35.9257277176"
"2024-12-24","21.276842765","9.5640240445","3.1202886353","1.1472028573","1.1725162796","0.05","0.0042","0.0000056","0.0259714512","0.0289418037","0.0213120624","0.001104","0.0000036","","0.0000105","","0.0000017542","0.0000014349","0","0","","36.4124267881"
"2024-12-25","20.8372340082","9.5636675915","3.1202839257","1.1472","1.1724084897","0.06","0.0042","0.0000076","0.0259564512","0.0287257295","0.0213120624","0.001092","0.0000044","","0.0000105","","0.0000015057","0.0000014349","0","0","","35.9821056988"
"2024-12-26","20.8372599843","9.6433030465","3.1202871088","1.1472","1.1181639004","0.05","0.0035","0.0000088","0.0259564512","0.0294653939","0.0213120624","0.001092","0.000004","","0.00001","","0.0000015057","0.0000019128","0","0","","35.997566166"
"2024-12-27","20.8372434284","9.5643581027","3.1202779435","1.1472054228","1.1160020599","0.05","0.0042","0.00001","0.0259564512","0.0289284483","0.0213120624","0.001092","0.0000044","","0.00001","","0.0000017591","0.0000014349","0","0","","35.9166035132"
"2024-12-28","20.8372624317","9.5643848302","3.1202295878","1.1472","1.1170795407","0.05","0.0049","0.0000064","0.0259564512","0.0288567043","0.0213120624","0.001104","0.000004","","0.0000095","","0.0000015057","0.0000014349","0","0","","35.9183084489"
"2024-12-29","20.8373196541","9.5693380365","3.1202291126","1.1472","1.1173329425","0.06","0.0042","0.0000044","0.0259714512","0.0288825862","0.0213120624","0.001104","0.000004","","0.00001","","0.0000020066","0.0000019128","0","0","","35.9329121649"
"2024-12-30","20.8373322936","9.5640909339","3.1202294069","1.1472049991","1.1174983528","0.05","0.0042","0.0000124","0.0259564512","0.0290133592","0.0213120624","0.001092","0.0000044","","0.00001","","0.0000015057","0.0000014349","0","0","","35.9179595997"
"2024-12-31","22.3444557848","9.5701141858","3.1202260063","1.1472339688","1.1175337801","0.06","0.0035","0.0000228","0.0259414512","0.0289698033","0.0213120624","0.001092","0.000004","","0.0000095","","0.0000017542","0.0000014349","0","0","","37.4404185318"
"2025-01-01","22.5145046554","9.568536576","3.1202290377","1.1472121225","1.1696482367","0.06","0","0.2000104","0.0259414512","0.0289113877","0.021312","0.000216","0.000004","","0","","0.0000017591","0.0000014349","0","0","","37.8565290612"
"2025-01-02","20.8373517411","9.5678357435","3.120228896","1.147265817","1.170240107","0.06","0","0.0032072","0.0259714512","0.0291127446","0.0213120624","0.000876","0.000004","","0","","0.0000017542","0.0000014349","0","0","","35.9834089519"
"2025-01-03","20.837375915","9.5643931906","3.1202237358","1.1472185609","1.1705397781","0.05","0","0.0000256","0.0260614512","0.028861651","0.0213120624","0.001056","0.0000052","","0","","0.0000017725","0.000001916","0","0","","35.9670768335"
"2025-01-04","20.7935594301","9.5626932241","3.1202292561","1.1472","1.1696494981","0.05","0","0.0000048","0.0260264512","0.0289615758","0.0213120624","0.001245","0.000008","","0","","0.0000015322","0.0000014429","0","0","","35.9208922729"
"2025-01-05","20.8374020042","9.5626903117","3.1202289308","1.1472","1.169821874","0.06","0","0.000004","0.0259864512","0.0289871514","0.0213120624","0.00123","0.0000072","","0","","0.0000017872","0.00000192","0","0","","35.9748736929"
"2025-01-06","20.7935719252","9.5632735467","3.1202257643","1.1472027892","1.1691055592","0.05","0","0.0000112","0.0259864512","0.0289461049","0.0213120624","0.001215","0.000008","","0","","0.0000015327","0.0000014421","0","0","","35.9208613779"
"2025-01-07","20.8375556793","9.5838977215","3.1202367639","1.1472","1.1691191213","0.05","0","0.0000084","0.0260064512","0.0292747519","0.0213282624","0.00123","0.000008","","0","","0.0000017842","0.0000014429","0","0","","35.9858683786"
"2025-01-08","20.837526399","9.5641671089","3.1202266309","1.1472","1.1702978062","0.06","0","0.0000036","0.0260064512","0.0297076852","0.0213120624","0.001215","0.0000072","","0","","0.0000015343","0.0000019216","0","0","","35.9776733997"
"2025-01-09","20.8374438378","9.5637405516","3.1201091449","1.1472025306","1.170461166","0.05","0.0035","0.0000092","0.0259664512","0.029141268","0.0213120624","0.001215","0.0000064","","0","","0.0000017877","0.0000019216","0","0","","35.9701113218"
"2025-01-10","20.8374849048","9.56386562","3.1200136149","1.1472","1.1700493764","0.06","0.0042","0.0000072","0.0259864512","0.0289184842","0.0213120624","0.001245","0.0000064","","0","","0.0000017842","0.0000014413","0","0","","35.9802923394"
"2025-01-11","20.8374651273","9.5628867793","3.1200136961","1.1472","1.1698005597","0.05","0.0042","0.0000172","0.0260064512","0.0288244625","0.0213120624","0.00123","0.0000072","","0","","0.0000015341","0.0000014421","0","0","","35.9689665147"
"2025-01-12","20.8374973218","9.5645149218","3.1200142294","1.1472","1.1694600089","0.06","0.0042","0.0000084","0.0259864512","0.0290634899","0.0213120624","0.00123","0.000008","","0","","0.0000017891","0.0000014429","0","0","","35.9804981174"
"2025-01-13","20.8374845853","9.6213702263","3.1200127225","1.1472","1.1694485585","0.05","0.0042","0.0000092","0.0259864512","0.0291358494","0.0213120641","0.001269","0.000008","","0","","0.0000017893","0.0000019208","0","0","","36.0274403674"
"2025-01-14","26.9009042847","10.7681121361","3.1200101161","1.1472","1.3954390951","0.05","0.0035","0.0000108","0.0259864512","0.0290679941","0.0213120665","0.001215","0.0000064","","0.000009","","0.0000017807","0.0000014429","0","0","","43.4627765674"
"2025-01-15","31.2321283546","11.6642791705","3.1200016015","1.1472","1.5571331003","0.05","0.0084","0.0000048","0.0259864512","0.028958925","0.0213120672","0.0012","0.0000072","","0.0000085","","0.0000015341","0.0000014421","0","0","","48.8566231465"
"2025-01-16","26.7234245106","13.2615068531","3.1200013773","1.1472027871","1.4546488703","0.05","0.0098","0.00395","0.0249111824","0.0294978199","0.0213120683","0.001383","0.0000072","","0.000009","","0.0000015341","0.0000014421","0","0","","45.8476576452"
"2025-01-17","20.8375546007","13.702275567","3.1200011503","1.7686","1.1697131784","0.06","0.0084","0.2000128","0.0259864512","0.0293931895","0.0213120719","0.001464","0.0000064","","0.000009","","0.0000015327","0.0000014421","0","0","","40.9447313838"
"2025-01-18","20.8375314888","13.7013155624","3.1200011666","2.2944","1.168047289","0.05","0.007","0.000014","0.0259864512","0.030098999","0.0213120703","0.001416","0.0000072","","0.0000095","","0.0000017812","0.0000014429","0","0","","41.2571429514"
"2025-01-19","20.8375979555","13.7024764156","3.1200032715","2.2944","1.1688649412","0.06","0.0098","0.0000028","0.0259864512","0.030422119","0.0213120703","0.001446","0.0000072","","0.000009","","0.0000015341","0.0000014421","0","0","","41.2723312005"
"2025-01-20","20.9201094418","13.7960102145","3.1200055303","2.2944301236","1.1730968448","0.05","0.0084","0.0000284","0.0260064512","0.0307984175","0.0213120684","0.001431","0.0000072","","0.0000085022","","0.0000015324","0.0000014413","0","0","","41.441647168"
"2025-01-21","21.2180862223","14.1693793311","3.1200064423","2.2944","1.1690930855","0.05","0.0084","0.0000492","0.0259864512","0.0303097628","0.0213120702","0.001416","0.0000072","","0.000009","","0.0000015341","0.0000019208","0","0","","42.1084582203"
"2025-01-22","31.8445432262","13.8825276494","3.1200044541","2.2944034238","1.7046017943","0.05","0.0084","0.0000036","0.0259664512","0.0298134445","0.0213120711","0.001431","0.000008","","0.0000085","","0.0000015343","0.0000014413","0","0","","52.9830265902"
"2025-01-23","38.7519384013","13.9045810887","3.1200020518","2.2944","2.0789020896","0.06","0.007","0.0000436","0.0260064512","0.0292104598","0.021312068","0.001359","0.0000072","","0.0000105","","0.0000017796","0.0000014429","0","0","","60.2947761329"
"2025-01-24","39.0031393225","13.8822861058","3.1200064281","2.2944","2.0786660425","0.08","0.0084","0.0000064","0.0259864512","0.0290064986","0.021312068","0.001461","0.000008","","0.0000105","","0.0000017941","0.0000014429","0","0","","60.5446920537"
"2025-01-25","38.8147652947","13.8815781257","3.1200082412","2.2944","2.0783670758","0.09","0.0112","0.0000048","0.0260464512","0.0288787384","0.021312068","0.001431","0.0000072","","0.0000105","","0.000001538","0.00000192","0","0","","60.368012953"
"2025-01-26","38.7520529546","13.8846891022","3.1200058091","2.2944","2.0370303949","0.11","0.0084","0.0000052","0.0260264512","0.0289434181","0.021312068","0.001446","0.000008","","0.00001","","0.0000017844","0.0000014421","0","0","","60.2843326246"
"2025-01-27","38.8775966148","13.882682859","3.1200066163","2.2944027233","2.0372745485","0.09","0.0098","0.0000044","0.0260064512","0.0290717364","0.021312068","0.001461","0.0000088","","0.000011","","0.0000017932","0.0000014429","0","0","","60.3896420536"
"2025-01-28","32.0103407472","15.0361707882","3.3178594435","2.2944026455","1.688932261","0.15","0.007","0.0000052","0.0260064512","0.0289423328","0.021312068","0.001461","0.000008","","0.0000105","","0.0000015366","0.0000014453","0","0","","54.5824544193"
"2025-01-29","34.3089789123","16.9507576198","3.600009329","2.2944511296","1.8034879029","0.09","0.0084","0.0000032","0.0260064512","0.3987805188","0.021312068","0.001461","0.000008","","0.000011","","0.0000017888","0.0000019208","0","0","","59.5036708412"
"2025-01-30","39.191826419","16.6474339261","3.6000084347","2.2949225759","2.0275171202","0.11","0.0084","0.0000304","0.0259864512","0.0289976057","0.021312068","0.001446","0.000008","","0.0000105","","0.0000015311","0.0000014437","0","0","","63.9579024756"
"2025-01-31","39.128944357","16.6182981026","3.6000070108","2.2948756227","2.0288249396","0.09","0.0084","0.0001688","0.0260114512","0.0291252251","0.021312068","0.001446","0.0000072","","0.00001","","0.0000020406","0.0000014421","0","0","","63.8474342597"
"2025-02-01","39.066239282","17.8088335095","3.6000154271","2.2944391067","0.0357142848","0.09","0","2.0000264","0.0287714288","0.0301607728","0.0213121056","0.00069","0.000004","","0","","0.0000015347","0.0000019208","0","0","","64.9762097728"
"2025-02-02","39.0034678428","17.8032825095","3.6000061809","2.2944","2.2818057134","0.11","0","0.0000188","0.0287314288","0.0301187549","0.0213121056","0.001431","0.000008","","0","","0.0000015327","0.0000014429","0","0","","65.1745853115"
"2025-02-03","39.0853161135","17.8049910042","3.6000049552","2.2944606855","2.2812327071","0.09","0","0.0000776","0.0287914288","0.0306018014","0.0213121056","0.001431","0.0000088","","0","","0.0000020391","0.00000192","0","0","","65.2382321604"
"2025-02-04","30.8480299191","17.8683772365","3.6000028632","2.2945686161","1.815574742","0.1","0","0.0000532","0.0287564288","0.0304177887","0.0213121056","0.001416","0.0000072","","0","","0.0000015289","0.0000014421","0","0","","56.608519071"
"2025-02-05","21.6154024488","17.7972519433","3.6000050199","2.2945692552","1.2615076589","0.09","0","0.000072","0.0287764288","0.0303999133","0.0213121056","0.001446","0.0000088","","0","","0.0000015371","0.0000019216","0","0","","46.7407550325"
"2025-02-06","21.9841925158","17.7625080375","3.6000018876","2.2946322653","1.260965342","0.11","0","0.0000844","0.0287714288","0.0300972502","0.0213121056","0.001461","0.0000088","","0","","0.0000017826","0.0000014438","0","0","","47.0940382592"
"2025-02-07","21.8650532014","17.7827833844","3.6000114713","2.2944348105","1.2615937272","0.09","0","0.0000412","0.0288014288","0.0305752728","0.0213121056","0.001431","0.0000088","","0","","0.0000015327","0.0000014413","0","0","","46.976049376"
"2025-02-08","21.6139145406","17.7615256851","3.6000016975","2.2944","1.262338337","0.13","0","0.0000168","0.0287714288","0.030274626","0.0213121056","0.001431","0.0000064","","0","","0.0000015366","0.0000014429","0","0","","46.7439956001"
"2025-02-09","21.4883421013","17.7638031984","3.6000017223","2.2944","1.2623119662","0.09","0.0042","0.0000184","0.0287714288","0.0303803469","0.0213121056","0.001446","0.000008","","0","","0.0000017842","0.0000019208","0","0","","46.5849989745"
"2025-02-10","22.5657793877","17.7626680072","3.6000020796","2.2946891056","1.2627463331","0.09","0.0042","0.0004588","0.0275809526","0.030056348","0.0213121056","0.001431","0.000008","","0.0000115","","0.0000017867","0.0000014437","0","0","","47.6609468498"
"2025-02-11","21.9908904185","17.8297602408","3.6000028285","2.2944490844","1.2616631201","0.09","0.0035","0.0001812","0.0287714288","0.0301486487","0.0213121056","0.001491","0.0000096","","0.0000115","","0.0000015371","0.0000014437","0","0","","47.1521941562"
"2025-02-12","22.0904206814","17.7632921261","3.6000020188","2.2944980598","1.2610644315","0.11","0.0042","0.0000376","0.0275609526","0.0300947232","0.0213121056","0.001431","0.0000064","","0.000009","","0.0000020352","0.00000192","0","0","","47.2039330542"
"2025-02-13","22.807173174","17.7520949284","3.6000020119","2.2945379227","1.2560204553","0.09","0.0042","0.0000288","0.0287714288","0.0300589207","0.0213121056","0.001446","0.000008","","0.000011","","0.0000012791","0.0000014421","0","0","","47.8856674686"
"2025-02-14","23.6725423877","17.7421532551","3.6000017864","2.2944026342","1.2515445207","0.09","0.0084","0.0000096","0.0287314288","0.0298948164","0.0213121056","0.001446","0.0000072","","0.0000085","","0.0000017891","0.0000014421","0","0","","48.7404574661"
"2025-02-15","22.7443726164","17.7415990078","3.6000052609","2.2944","1.2515811395","0.09","0.0084","0.0000076","0.0287514288","0.030075338","0.0213121056","0.001401","0.0000064","","0.0000085","","0.0000015297","0.0000014413","0","0","","47.811923368"
"2025-02-16","22.4792423259","17.7489505263","3.6000016223","2.2944","1.2519942423","0.11","0.007","0.0000068","0.0287114288","0.0299305936","0.0213121056","0.001446","0.0000064","","0.000008","","0.0000017796","0.0000019184","0","0","","47.5730137428"
"2025-02-17","22.4932192765","17.7422742288","3.6000026676","2.2944200101","1.2520178479","0.09","0.0084","0.0000452","0.0287514288","0.0300485608","0.0213121056","0.001431","0.0000064","","0.000009","","0.000002033","0.0000014421","0","0","","47.5619412012"
"2025-02-18","22.2464927188","17.7450494572","3.6000018198","2.2944309219","1.2520996409","0.09","0.0098","0.0000464","0.0287714288","0.029990875","0.0213121056","0.001431","0.0000088","","0.000008","","0.0000015273","0.0000019192","0","0","","47.3194466145"
"2025-02-19","22.0413616891","17.7425465859","3.6000074661","2.2944048442","1.2519071319","0.09","0.0084","0.0000168","0.0287314288","0.030315541","0.0213121056","0.001431","0.000008","","0.0000085","","0.0000017859","0.0000014413","0","0","","47.1104543198"
"2025-02-20","22.3725029301","17.7434376086","3.6000105061","2.2944129218","1.2523558122","0.09","0.007","0.0001656","0.0287514288","0.0301884012","0.0213121056","0.001431","0.0000064","","0.0000075","","0.0000017781","0.0000014413","0","0","0","47.4415854338"
"2025-02-21","22.5561484215","17.7436946603","3.6000099944","2.2944292026","1.251984199","0.11","0.0084","0.0000668","0.0287314288","0.029966767","0.0213121056","0.001416","0.0000064","","0.000008","","0.0000020339","0.0000019184","0","0","","47.6461779315"
"2025-02-22","21.758696518","17.7416881102","3.6000126369","2.2944","1.2510943219","0.09","0.0084","0.0013076","0.0287114288","0.0299040841","0.0213121056","0.001416","0.0000064","","0.0000085","","0.0000012779","0.0000014405","0","0","","46.8269604239"
"2025-02-23","22.3677558848","17.7443297009","3.6000092946","2.2944","1.2522227942","0.09","0.0098","0.0000228","0.0287114288","0.0299712505","0.0213121056","0.001431","0.0000056","","0.0000075","","0.0000015281","0.0000019184","0","0","","47.4399828059"
"2025-02-24","23.4982127894","17.7422820705","3.6000035836","2.2944126103","1.2520092712","0.09","0.0084","0.001414","0.0287114288","0.0299326177","0.0213121056","0.001365","0.0000064","","0.000008","","0.0000017819","0.0000009622","0","0","","48.5680726212"
"2025-02-25","23.2471333719","17.7643042278","3.600004689","2.2944077101","1.2521841525","0.11","0.007","0.0000552","0.0287114288","0.0300483543","0.0213121056","0.00135","0.0000056","","0.000007","","0.0000015267","0.0000014405","0","0","","48.3565268072"
"2025-02-26","23.3098434172","17.7428909005","3.6000093543","2.2944","1.212131041","0.23","0.0084","0.0000128","0.0287114288","0.0303107084","0.0213121056","0.001401","0.0000056","","0.0000065","","0.0000015237","0.0000014405","0","0","","48.47943782"
"2025-02-27","23.802323263","17.7428633069","3.6000147178","2.29440441","1.2140841326","0.09","0.0084","0.0000244","0.0286714288","0.0300712059","0.0213121056","0.001416","0.0000056","","0.0000065","","0.0000012747","0.0000014397","0","0","","48.833599785"
"2025-02-28","23.1213605988","17.7459665014","3.600017403","2.294419042","1.2139998877","0.11","0.007","0.0000372","0.0286914288","0.0301165115","0.0213121056","0.001386","0.0000048","","0.0000075","","0.0000015267","0.0000014397","0","0","","48.1743219452"
"2025-03-01","22.9203135601","16.5546627043","3.6000141709","2.2944151111","1.0129032408","0.09","0","0.400026","0.0259264512","0.0287554287","0.003108","0.000414","0.0000048","","0","","0.0000010172","0.0000014405","0","0","","46.9305459248"
"2025-03-02","22.8075087195","16.5557473758","3.6000095467","2.2944319533","1.1403233798","0.09","0","0.0000796","0.0259664512","0.0289462517","0.021312068","0.001386","0.0000056","","0","","0.0000017812","0.0000014397","0","0","","46.5657201669"
