account_id,month,deepika_spend,resource_type,parakh_spend
28914776520,2024-12-01,15000.0,compute,9642.5748637984
28914776520,2025-01-01,16655.0,compute,9842.494685631
28914776520,2025-02-01,15980.0,compute,9474.9255959312
28914776520,2025-03-01,15600.0,compute,6697.4896789683
54736913503,2024-04-01,3200.0,compute,2132.5815667363
54736913503,2024-05-01,2500.0,compute,1541.2335142303
54736913503,2024-06-01,2300.0,compute,1424.5206967575
54736913503,2024-07-01,2600.0,compute,1641.113027249
54736913503,2024-08-01,2400.0,compute,1526.4384356844
54736913503,2024-09-01,2300.0,compute,1645.7212275652
54736913503,2024-10-01,2300.0,compute,1.0368450046
54736913503,2024-11-01,2300.0,compute,1318.8389815786
54736913503,2024-12-01,2000.0,compute,1260.7109311054
54736913503,2025-01-01,1525.0,compute,1084.4821162556
54736913503,2025-02-01,1320.0,compute,952.6277918868
54736913503,2025-03-01,1500.0,compute,521.0621130613
64619502227,2024-04-01,3300.0,compute,2394.7209644141
64619502227,2024-05-01,4100.0,compute,2508.4575637745
64619502227,2024-06-01,3900.0,compute,2505.3895033457
64619502227,2024-07-01,4100.0,compute,2684.0336951633
64619502227,2024-08-01,4000.0,compute,2924.9744927508
64619502227,2024-09-01,3400.0,compute,2585.5070194338
64619502227,2024-10-01,3300.0,compute,-1.14734e-05
64619502227,2024-11-01,3300.0,compute,2453.6163849269
64619502227,2024-12-01,3300.0,compute,2663.4400458707
64619502227,2025-01-01,4221.0,compute,2743.5394211582
64619502227,2025-02-01,3555.0,compute,2401.0379740918
64619502227,2025-03-01,3600.0,compute,1349.6765096096
66548792077,2024-04-01,1500.0,compute,1056.4352939484
66548792077,2024-05-01,1500.0,compute,1074.3011158846
66548792077,2024-06-01,1500.0,compute,1065.1567753843
66548792077,2024-07-01,1500.0,compute,1095.0250912566
66548792077,2024-08-01,1600.0,compute,1168.93704739
66548792077,2024-09-01,1400.0,compute,1076.947706794
66548792077,2024-10-01,1500.0,compute,-2.9119e-06
66548792077,2024-11-01,1400.0,compute,1059.3313553222
66548792077,2024-12-01,1500.0,compute,1094.6319791855
66548792077,2025-01-01,1735.0,compute,1288.0036665722
66548792077,2025-02-01,1940.0,compute,1453.4113277836
66548792077,2025-03-01,1500.0,compute,2205.9010603493
66636274316,2024-04-01,3300.0,compute,2168.044955457
66636274316,2024-05-01,3900.0,compute,2809.6345188831
66636274316,2024-06-01,3000.0,compute,2038.59723333
66636274316,2024-07-01,3300.0,compute,2318.6414844189
66636274316,2024-08-01,3500.0,compute,2543.0819062129
66636274316,2024-09-01,3500.0,compute,2571.5321087118
66636274316,2024-10-01,3600.0,compute,1.3437e-06
66636274316,2024-11-01,3500.0,compute,2512.4224231082
66636274316,2024-12-01,3500.0,compute,2765.2112809652
66636274316,2025-01-01,5504.0,compute,3572.7025305941
66636274316,2025-02-01,4635.0,compute,2974.9819093485
66636274316,2025-03-01,3600.0,compute,1228.0770708424
68930846606,2024-04-01,4200.0,compute,1779.3967707922
68930846606,2024-05-01,4700.0,compute,1862.7392569856
68930846606,2024-06-01,4500.0,compute,1677.9758843059
68930846606,2024-07-01,4200.0,compute,1669.399073503
68930846606,2024-08-01,4000.0,compute,1608.9076283674
68930846606,2024-09-01,3900.0,compute,1593.5156613129
68930846606,2024-10-01,4100.0,compute,-2.774e-07
68930846606,2024-11-01,4100.0,compute,1708.3611746913
68930846606,2024-12-01,4200.0,compute,2028.5818492044
68930846606,2025-01-01,4839.0,compute,2044.7960206604
68930846606,2025-02-01,4515.0,compute,1954.8645583695
68930846606,2025-03-01,4400.0,compute,1406.2874027058
72401294672,2024-04-01,9400.0,compute,9918.6566651008
72401294672,2024-05-01,9200.0,compute,9751.0961637987
72401294672,2024-06-01,9500.0,compute,10006.2095580793
72401294672,2024-07-01,9600.0,compute,10115.312783031
72401294672,2024-08-01,9600.0,compute,10235.7176449665
72401294672,2024-09-01,15000.0,compute,14971.4730037337
72401294672,2024-10-01,12200.0,compute,645.3380269096
72401294672,2024-11-01,9500.0,compute,10122.8586442845
72401294672,2024-12-01,9700.0,compute,10492.8975989958
72401294672,2025-01-01,12204.0,compute,10048.9377259392
72401294672,2025-02-01,12119.0,compute,9994.2623920935
72401294672,2025-03-01,10300.0,compute,9847.0585355632
75790327284,2024-04-01,128500.0,compute,94252.4898921607
75790327284,2024-05-01,137700.0,compute,96366.3405687506
75790327284,2024-06-01,134500.0,compute,94186.4641372973
75790327284,2024-07-01,119800.0,compute,86763.9346777365
75790327284,2024-08-01,106300.0,compute,78899.5233072349
75790327284,2024-09-01,97800.0,compute,71209.7566827307
75790327284,2024-10-01,99000.0,compute,33.930168834
75790327284,2024-11-01,98300.0,compute,72945.2528923854
75790327284,2024-12-01,103400.0,compute,80618.6092675632
75790327284,2025-01-01,123462.0,compute,78303.335595859
75790327284,2025-02-01,118955.0,compute,76213.205463429
75790327284,2025-03-01,102900.0,compute,67289.6769812075
90436275138,2024-04-01,8900.0,compute,4923.6023166678
90436275138,2024-05-01,7900.0,compute,4335.1204941065
90436275138,2024-06-01,7400.0,compute,4288.6220571835
90436275138,2024-07-01,7300.0,compute,4332.6343082227
90436275138,2024-08-01,6800.0,compute,4090.528412439
90436275138,2024-09-01,7100.0,compute,4409.5859063001
90436275138,2024-10-01,6000.0,compute,0.0001170239
90436275138,2024-11-01,5800.0,compute,3448.7981010659
90436275138,2024-12-01,5900.0,compute,3676.386841108
90436275138,2025-01-01,6549.0,compute,3564.2192705371
90436275138,2025-02-01,5972.0,compute,3354.8509458362
90436275138,2025-03-01,6000.0,compute,1748.2153807577
97001033170,2024-04-01,3300.0,compute,1553.4284133185
97001033170,2024-05-01,3200.0,compute,1463.9822444628
97001033170,2024-06-01,3200.0,compute,1401.683755066
97001033170,2024-07-01,3200.0,compute,1404.3580150067
97001033170,2024-08-01,3200.0,compute,1403.1176911691
97001033170,2024-09-01,3200.0,compute,1418.7610451256
97001033170,2024-10-01,3300.0,compute,-0.000107521
97001033170,2024-11-01,3200.0,compute,1674.121520936
97001033170,2024-12-01,3500.0,compute,1743.6851357914
97001033170,2025-01-01,3531.0,compute,1893.3230496099
97001033170,2025-02-01,3506.0,compute,2261.4684337405
97001033170,2025-03-01,3500.0,compute,1828.9229567967
116631508635,2024-04-01,1800.0,compute,1477.3390453694
116631508635,2024-05-01,1100.0,compute,894.9053910273
116631508635,2024-06-01,1100.0,compute,893.3733076794
116631508635,2024-07-01,1000.0,compute,809.5745883554
116631508635,2024-08-01,700.0,compute,575.7063412926
116631508635,2024-09-01,500.0,compute,391.76852196
116631508635,2024-10-01,500.0,compute,1.4865e-06
116631508635,2024-11-01,500.0,compute,380.6924952526
116631508635,2024-12-01,500.0,compute,270.0380527044
116631508635,2025-01-01,86.0,compute,75.9754017905
116631508635,2025-02-01,85.0,compute,75.2602281579
116631508635,2025-03-01,100.0,compute,47.2269274692
127247839315,2024-04-01,2300.0,compute,1315.0952213505
127247839315,2024-05-01,2400.0,compute,1386.906279505
127247839315,2024-06-01,2300.0,compute,1360.6164597534
127247839315,2024-07-01,2400.0,compute,1433.45122827
127247839315,2024-08-01,2400.0,compute,1475.817128869
127247839315,2024-09-01,2300.0,compute,1402.0259081669
127247839315,2024-10-01,2600.0,compute,4.011e-07
127247839315,2024-11-01,2600.0,compute,1826.7060601808
127247839315,2024-12-01,2600.0,compute,1965.0014953362
127247839315,2025-01-01,2816.0,compute,2031.7747957354
127247839315,2025-02-01,2756.0,compute,2109.0322404136
127247839315,2025-03-01,3200.0,compute,1860.4494487666
130653941854,2024-04-01,1700.0,compute,1187.5864299324
130653941854,2024-05-01,1600.0,compute,1033.5961623258
130653941854,2024-06-01,1600.0,compute,1011.1230532003
130653941854,2024-07-01,1600.0,compute,1034.2431052185
130653941854,2024-08-01,1600.0,compute,1034.2357628353
130653941854,2024-09-01,1600.0,compute,1011.6196266504
130653941854,2024-10-01,1600.0,compute,-5.33e-07
130653941854,2024-11-01,1600.0,compute,1011.9085990475
130653941854,2024-12-01,0.0,compute,609.9902182871
130653941854,2025-01-01,726.0,compute,587.3771501983
130653941854,2025-02-01,658.0,compute,543.3502546987
130653941854,2025-03-01,0.0,compute,279.1070473462
131752971524,2024-04-01,3100.0,compute,2062.2904451725
131752971524,2024-05-01,2600.0,compute,1653.162120804
131752971524,2024-06-01,1800.0,compute,1204.2046708059
131752971524,2024-07-01,1600.0,compute,1083.4660975521
131752971524,2024-08-01,1500.0,compute,947.3934840675
131752971524,2024-09-01,1300.0,compute,784.595134487
131752971524,2024-10-01,1000.0,compute,-5.602e-06
131752971524,2024-11-01,800.0,compute,655.7031989166
131752971524,2024-12-01,1000.0,compute,678.3302821986
131752971524,2025-01-01,1309.0,compute,880.0602836253
131752971524,2025-02-01,2126.0,compute,1267.4021277666
131752971524,2025-03-01,8000.0,compute,1210.9009686191
135329050410,2024-04-01,1200.0,compute,818.140804396
135329050410,2024-05-01,1300.0,compute,938.1481987928
135329050410,2024-06-01,1400.0,compute,986.977803697
135329050410,2024-07-01,1400.0,compute,1012.5007243646
135329050410,2024-08-01,1400.0,compute,1008.6510738673
135329050410,2024-09-01,1400.0,compute,988.2418001273
135329050410,2024-10-01,1400.0,compute,-5.807e-07
135329050410,2024-11-01,1400.0,compute,997.54470815
135329050410,2024-12-01,1400.0,compute,1029.4406819207
135329050410,2025-01-01,1452.0,compute,1026.8545130869
135329050410,2025-02-01,1334.0,compute,950.7300289422
135329050410,2025-03-01,1500.0,compute,467.6390957625
153518195166,2024-04-01,1300.0,compute,1083.6196283958
153518195166,2024-05-01,2200.0,compute,1761.4866040751
153518195166,2024-06-01,2100.0,compute,1707.8240733633
153518195166,2024-07-01,1200.0,compute,1099.1415751821
153518195166,2024-08-01,1000.0,compute,899.4783195547
153518195166,2024-09-01,1000.0,compute,871.667070331
153518195166,2024-10-01,1000.0,compute,1.738e-06
153518195166,2024-11-01,1000.0,compute,881.1805971624
153518195166,2024-12-01,1000.0,compute,906.2764540651
153518195166,2025-01-01,1025.0,compute,906.2917389999
153518195166,2025-02-01,930.0,compute,822.1678110025
153518195166,2025-03-01,1000.0,compute,173.1782862392
161115069565,2024-04-01,18200.0,compute,12556.5284839182
161115069565,2024-05-01,18200.0,compute,12446.8630500339
161115069565,2024-06-01,18100.0,compute,12436.1177742643
161115069565,2024-07-01,18200.0,compute,12412.6791011392
161115069565,2024-08-01,18100.0,compute,12427.7138518006
161115069565,2024-09-01,17100.0,compute,11636.1905386123
161115069565,2024-10-01,17200.0,compute,54.1146121005
161115069565,2024-11-01,17000.0,compute,11697.6475422199
161115069565,2024-12-01,17100.0,compute,11714.0994325147
161115069565,2025-01-01,17202.0,compute,11771.6541670452
161115069565,2025-02-01,16660.0,compute,11659.2028414843
161115069565,2025-03-01,17700.0,compute,10874.683106308
161282784430,2024-04-01,3000.0,compute,1850.1989719708
161282784430,2024-05-01,300.0,compute,224.130393995
161282784430,2024-06-01,100.0,compute,98.2655499753
161282784430,2024-07-01,0.0,compute,1.2289384486
161282784430,2024-08-01,0.0,compute,1.217551434
161282784430,2024-09-01,0.0,compute,0.9544013262
161282784430,2024-10-01,0.0,compute,-9.206e-07
176839215860,2024-04-01,400.0,compute,272.8959378033
176839215860,2024-05-01,0.0,compute,1.1523211853
176839215860,2024-06-01,0.0,compute,1.4655527226
176839215860,2024-07-01,0.0,compute,3.3172112863
176839215860,2024-08-01,0.0,compute,1.1700855037
176839215860,2024-09-01,0.0,compute,0.7800315485
176839215860,2024-10-01,0.0,compute,2.27e-08
182401677120,2024-04-01,27800.0,compute,19826.5032052404
182401677120,2024-05-01,28000.0,compute,20028.3591254983
182401677120,2024-06-01,27100.0,compute,19572.5876337091
182401677120,2024-07-01,27600.0,compute,19837.3983641317
182401677120,2024-08-01,27700.0,compute,20188.7911813535
182401677120,2024-09-01,27500.0,compute,20155.9155330736
182401677120,2024-10-01,26300.0,compute,219.4611216765
182401677120,2024-11-01,26200.0,compute,19006.7369461824
182401677120,2024-12-01,26700.0,compute,19774.22213293
182401677120,2025-01-01,29135.0,compute,20143.0130872645
182401677120,2025-02-01,28785.0,compute,20356.8448419867
182401677120,2025-03-01,28300.0,compute,18956.6700195585
185774682289,2024-04-01,0.0,compute,1.048773975
185774682289,2024-05-01,0.0,compute,0.9304222109
185774682289,2024-06-01,0.0,compute,1.9859585776
185774682289,2024-07-01,0.0,compute,1.1931280149
185774682289,2024-08-01,0.0,compute,1.0891799269
185774682289,2024-09-01,0.0,compute,1.3430384389
185774682289,2024-10-01,0.0,compute,-3.25e-07
185774682289,2024-11-01,0.0,compute,2.0420040664
185774682289,2024-12-01,0.0,compute,2.8419106505
185774682289,2025-01-01,0.0,compute,2.112145312
185774682289,2025-02-01,0.0,compute,1.9294089475
185774682289,2025-03-01,0.0,compute,0.1946911354
210577074618,2024-04-01,18000.0,compute,12316.9186587627
210577074618,2024-05-01,18200.0,compute,12454.8625493121
210577074618,2024-06-01,21300.0,compute,15003.7817731932
210577074618,2024-07-01,24200.0,compute,17320.8684048809
210577074618,2024-08-01,26300.0,compute,19438.0927622257
210577074618,2024-09-01,30900.0,compute,22855.5706325467
210577074618,2024-10-01,30200.0,compute,0.0001160042
210577074618,2024-11-01,28900.0,compute,21463.6364766308
210577074618,2024-12-01,40000.0,compute,28318.7252338065
210577074618,2025-01-01,42814.0,compute,30982.1455682845
210577074618,2025-02-01,44999.0,compute,32918.4162355188
210577074618,2025-03-01,40000.0,compute,35459.569026203
211125458732,2024-04-01,31600.0,compute,14674.675282869
211125458732,2024-05-01,58900.0,compute,32439.4769083848
211125458732,2024-06-01,79800.0,compute,47884.871075222
211125458732,2024-07-01,92600.0,compute,55998.6193311702
211125458732,2024-08-01,106400.0,compute,65019.0975459471
211125458732,2024-09-01,89400.0,compute,54408.5353044869
211125458732,2024-10-01,96500.0,compute,-2.47621e-05
211125458732,2024-11-01,99800.0,compute,65247.6603016525
211125458732,2024-12-01,100000.0,compute,60227.7322102751
211125458732,2025-01-01,113119.0,compute,64511.0862157072
211125458732,2025-02-01,110283.0,compute,67472.5758729756
211125458732,2025-03-01,109300.0,compute,63008.7151755294
211125515568,2024-04-01,14900.0,compute,6983.4296393823
211125515568,2024-05-01,19200.0,compute,10073.1252742914
211125515568,2024-06-01,19100.0,compute,10139.9649949966
211125515568,2024-07-01,20600.0,compute,10809.6859100492
211125515568,2024-08-01,23500.0,compute,11433.8786901357
211125515568,2024-09-01,23400.0,compute,11674.5102875627
211125515568,2024-10-01,25500.0,compute,5.488e-06
211125515568,2024-11-01,24600.0,compute,14936.2414653168
211125515568,2024-12-01,25000.0,compute,15547.4758062946
211125515568,2025-01-01,31119.0,compute,15338.5980794917
211125515568,2025-02-01,27646.0,compute,14505.5631554507
211125515568,2025-03-01,35600.0,compute,17762.9349680892
218943325897,2024-04-01,300.0,compute,289.3304480416
218943325897,2024-05-01,300.0,compute,297.7215824208
218943325897,2024-06-01,300.0,compute,371.6292409471
218943325897,2024-07-01,300.0,compute,297.966597337
218943325897,2024-08-01,300.0,compute,297.488750064
218943325897,2024-09-01,300.0,compute,287.4924618402
218943325897,2024-10-01,300.0,compute,-5.517e-06
218943325897,2024-11-01,300.0,compute,287.202841461
218943325897,2024-12-01,300.0,compute,296.8204320927
218943325897,2025-01-01,335.0,compute,296.783281807
218943325897,2025-02-01,337.0,compute,294.4832168868
218943325897,2025-03-01,500.0,compute,119.188529725
233815244996,2024-04-01,24400.0,compute,11611.4418427363
233815244996,2024-05-01,21300.0,compute,10625.0767592544
233815244996,2024-06-01,18200.0,compute,8181.0738716769
233815244996,2024-07-01,18500.0,compute,8763.1577615392
233815244996,2024-08-01,18300.0,compute,8756.3319644482
233815244996,2024-09-01,18600.0,compute,8896.6956161939
233815244996,2024-10-01,19900.0,compute,4.2461e-06
233815244996,2024-11-01,19700.0,compute,9769.0876697853
233815244996,2024-12-01,19900.0,compute,10483.7630154495
233815244996,2025-01-01,22828.0,compute,10401.3646582384
233815244996,2025-02-01,19797.0,compute,10048.0316294108
233815244996,2025-03-01,20500.0,compute,5610.8777633331
239103975135,2024-04-01,9300.0,compute,6473.8350275214
239103975135,2024-05-01,9200.0,compute,6441.5963331769
239103975135,2024-06-01,9800.0,compute,7118.7965703505
239103975135,2024-07-01,10700.0,compute,7768.9625718973
239103975135,2024-08-01,10500.0,compute,7653.432786507
239103975135,2024-09-01,9500.0,compute,6868.5861056952
239103975135,2024-10-01,9900.0,compute,217.2314098141
239103975135,2024-11-01,9800.0,compute,7286.4624622797
239103975135,2024-12-01,9900.0,compute,6939.9997972632
239103975135,2025-01-01,9731.0,compute,7208.3622036117
239103975135,2025-02-01,9628.0,compute,7624.7324630472
239103975135,2025-03-01,10200.0,compute,7386.9484275088
239666495852,2024-04-01,600.0,compute,451.8898163412
239666495852,2024-05-01,600.0,compute,463.8462699648
239666495852,2024-06-01,600.0,compute,456.6608592364
239666495852,2024-07-01,600.0,compute,479.5804605318
239666495852,2024-08-01,600.0,compute,488.4138356241
239666495852,2024-09-01,600.0,compute,469.6769612574
239666495852,2024-10-01,600.0,compute,-4.8868e-06
239666495852,2024-11-01,600.0,compute,500.7051358444
239666495852,2024-12-01,600.0,compute,525.6834013772
239666495852,2025-01-01,678.0,compute,496.050150676
239666495852,2025-02-01,637.0,compute,447.2079179311
239666495852,2025-03-01,600.0,compute,244.6016950455
239937555916,2024-04-01,100.0,compute,79.876988649
239937555916,2024-12-01,600.0,compute,0.0
239937555916,2025-01-01,1200.0,compute,0.0
239937555916,2025-02-01,1200.0,compute,0.0
239937555916,2025-03-01,1200.0,compute,0.0
251917288737,2024-04-01,12400.0,compute,11053.6262990883
251917288737,2024-05-01,10300.0,compute,9173.8666002131
251917288737,2024-06-01,10400.0,compute,9527.0443924401
251917288737,2024-07-01,10700.0,compute,9743.9799309213
251917288737,2024-08-01,11000.0,compute,10208.0403727868
251917288737,2024-09-01,11200.0,compute,10383.332606627
251917288737,2024-10-01,11400.0,compute,-0.0001038533
251917288737,2024-11-01,11800.0,compute,11810.1524874415
251917288737,2024-12-01,12700.0,compute,12639.4079940863
251917288737,2025-01-01,14820.0,compute,12068.1585056289
251917288737,2025-02-01,14491.0,compute,11861.6122655906
251917288737,2025-03-01,13000.0,compute,10046.0062587073
252197745876,2024-04-01,12400.0,compute,4258.1396585997
252197745876,2024-05-01,13200.0,compute,4511.7142211726
252197745876,2024-06-01,13000.0,compute,5083.1284118015
252197745876,2024-07-01,13500.0,compute,5281.386699868
252197745876,2024-08-01,13700.0,compute,5876.4120855264
252197745876,2024-09-01,13400.0,compute,5670.051699944
252197745876,2024-10-01,14300.0,compute,-7.195e-06
252197745876,2024-11-01,13900.0,compute,8550.4151836664
252197745876,2024-12-01,14100.0,compute,9682.4388837359
252197745876,2025-01-01,15518.0,compute,9906.0221105048
252197745876,2025-02-01,14009.0,compute,9603.4448911076
252197745876,2025-03-01,14500.0,compute,8664.035747423
264522784930,2024-04-01,0.0,compute,41.2556336857
264522784930,2024-05-01,0.0,compute,114.1004762751
264522784930,2024-06-01,100.0,compute,61.5624535385
264522784930,2024-07-01,100.0,compute,76.555664148
264522784930,2024-08-01,100.0,compute,50.2468368095
264522784930,2024-09-01,100.0,compute,49.4930235174
264522784930,2024-10-01,100.0,compute,-2.0172e-06
264522784930,2024-11-01,0.0,compute,39.5449462319
264522784930,2024-12-01,0.0,compute,52.97345025
264522784930,2025-01-01,116.0,compute,102.1316281705
264522784930,2025-02-01,57.0,compute,67.1752022759
264522784930,2025-03-01,0.0,compute,0.9058003932
269350686318,2024-04-01,0.0,compute,34.4218816767
269350686318,2024-05-01,0.0,compute,34.1283216496
269350686318,2024-06-01,0.0,compute,34.0811298198
269350686318,2024-07-01,0.0,compute,39.4512733889
269350686318,2024-08-01,0.0,compute,40.6041349708
269350686318,2024-09-01,0.0,compute,36.8723908258
269350686318,2024-10-01,0.0,compute,-6.3219e-06
269350686318,2024-11-01,0.0,compute,2.8082947453
272415727726,2024-04-01,110500.0,compute,66903.3227346241
272415727726,2024-05-01,95400.0,compute,59330.5181738645
272415727726,2024-06-01,96600.0,compute,60666.2334747539
272415727726,2024-07-01,96100.0,compute,61876.966308712
272415727726,2024-08-01,97800.0,compute,62709.3674440882
272415727726,2024-09-01,94700.0,compute,60961.8835585136
272415727726,2024-10-01,98000.0,compute,1916.2800331646
272415727726,2024-11-01,92000.0,compute,63898.6807934258
272415727726,2024-12-01,97300.0,compute,68753.6441492767
272415727726,2025-01-01,113430.0,compute,73777.121243207
272415727726,2025-02-01,114017.0,compute,72982.6086247098
272415727726,2025-03-01,112600.0,compute,59451.515030463
272968093320,2024-04-01,1400.0,compute,328.9264632898
272968093320,2024-05-01,1200.0,compute,376.0651171765
272968093320,2024-06-01,1200.0,compute,523.1779842971
272968093320,2024-07-01,1200.0,compute,543.875506382
272968093320,2024-08-01,1200.0,compute,638.32561947
272968093320,2024-09-01,1200.0,compute,598.7654155461
272968093320,2024-10-01,1300.0,compute,9.91e-08
272968093320,2024-11-01,1200.0,compute,1035.1772699101
272968093320,2024-12-01,1300.0,compute,1095.5157247453
272968093320,2025-01-01,1280.0,compute,1114.7324632616
272968093320,2025-02-01,1168.0,compute,1033.6671881249
272968093320,2025-03-01,1300.0,compute,1073.61654191
290310562512,2024-04-01,2300.0,compute,1487.739707121
290310562512,2024-05-01,3000.0,compute,1829.1405701512
290310562512,2024-06-01,2900.0,compute,1796.463082412
290310562512,2024-07-01,2600.0,compute,1745.2371194545
290310562512,2024-08-01,400.0,compute,315.3452269118
304016915943,2024-04-01,179200.0,compute,129362.592368747
304016915943,2024-05-01,173000.0,compute,122787.0418848597
304016915943,2024-06-01,168000.0,compute,123309.8043166756
304016915943,2024-07-01,160800.0,compute,116053.9714516606
304016915943,2024-08-01,156900.0,compute,112959.7799241473
304016915943,2024-09-01,153800.0,compute,111340.7345042379
304016915943,2024-10-01,164700.0,compute,0.0001260471
304016915943,2024-11-01,162800.0,compute,118865.9251822147
304016915943,2024-12-01,169700.0,compute,133058.4903589227
304016915943,2025-01-01,180835.0,compute,124766.2641193561
304016915943,2025-02-01,174512.0,compute,122983.4498684513
304016915943,2025-03-01,177400.0,compute,30995.3971137417
318633126153,2024-04-01,6200.0,compute,3703.9365376424
318633126153,2024-05-01,6300.0,compute,3715.0459929553
318633126153,2024-06-01,6200.0,compute,3713.5335092076
318633126153,2024-07-01,6400.0,compute,3747.7919514123
318633126153,2024-08-01,6300.0,compute,3723.4647712444
318633126153,2024-09-01,6200.0,compute,3683.3493088343
318633126153,2024-10-01,6200.0,compute,-4.6677e-06
318633126153,2024-11-01,6100.0,compute,3576.19933772
318633126153,2024-12-01,4100.0,compute,3606.1452519109
318633126153,2025-01-01,6304.0,compute,3606.3047128712
318633126153,2025-02-01,6010.0,compute,3537.1866529824
318633126153,2025-03-01,4100.0,compute,3018.5671006579
320811487590,2024-04-01,200.0,compute,162.5572788601
320811487590,2024-05-01,200.0,compute,165.0986096082
320811487590,2024-06-01,200.0,compute,161.0390733853
320811487590,2024-07-01,200.0,compute,167.0669923661
320811487590,2024-08-01,200.0,compute,167.2344359779
320811487590,2024-09-01,200.0,compute,166.3920348805
320811487590,2024-10-01,200.0,compute,-1.959e-07
320811487590,2024-11-01,200.0,compute,165.5034905438
320811487590,2024-12-01,200.0,compute,175.0800416995
320811487590,2025-01-01,228.0,compute,173.5320649281
320811487590,2025-02-01,208.0,compute,158.4946732913
320811487590,2025-03-01,300.0,compute,80.6760741688
322263815270,2024-04-01,0.0,compute,1.3994192743
322263815270,2024-05-01,0.0,compute,1.2849630348
322263815270,2024-06-01,0.0,compute,1.6309415386
322263815270,2024-07-01,0.0,compute,1.5743467239
322263815270,2024-08-01,0.0,compute,1.4746815592
322263815270,2024-09-01,0.0,compute,1.6817975959
322263815270,2024-10-01,0.0,compute,2.165e-07
322263815270,2024-11-01,0.0,compute,1.6329259882
322263815270,2024-12-01,0.0,compute,2.4189853266
322263815270,2025-01-01,0.0,compute,2.4116925413
322263815270,2025-02-01,0.0,compute,2.2397757144
322263815270,2025-03-01,0.0,compute,0.185328111
337158390682,2024-04-01,6900.0,compute,6825.1506676297
337158390682,2024-05-01,6800.0,compute,6734.6893869819
337158390682,2024-06-01,4500.0,compute,4128.8895458666
337158390682,2024-07-01,4600.0,compute,4213.4707547065
337158390682,2024-08-01,4300.0,compute,4020.8720607001
337158390682,2024-09-01,4200.0,compute,3961.8819396725
337158390682,2024-10-01,4500.0,compute,-1.154e-07
337158390682,2024-11-01,4400.0,compute,4186.0159795938
337158390682,2024-12-01,5500.0,compute,4745.3160008328
337158390682,2025-01-01,7291.0,compute,4773.6440869746
