id,account_id,month,proportion_pct,minimum_commitment
166,054736913503,2025-01-01,0.01,6162.06
167,054736913503,2025-02-01,0.01,6162.06
168,054736913503,2025-03-01,0.01,6162.06
169,058264205572,2024-04-01,0.0,0.0
170,058264205572,2024-05-01,0.0,0.0
171,058264205572,2024-06-01,0.0,0.0
172,058264205572,2024-07-01,0.0,0.0
173,058264205572,2024-08-01,0.0,0.0
174,058264205572,2024-09-01,0.0,0.0
175,058264205572,2024-10-01,0.0,0.0
176,058264205572,2024-11-01,0.0,0.0
177,058264205572,2024-12-01,0.0,0.0
178,058264205572,2025-01-01,0.0,0.0
179,058264205572,2025-02-01,0.0,0.0
180,058264205572,2025-03-01,0.0,0.0
181,058264391305,2024-04-01,0.01,6162.06
182,058264391305,2024-05-01,0.01,6162.06
183,058264391305,2024-06-01,0.01,6162.06
184,058264391305,2024-07-01,0.01,6162.06
185,058264391305,2024-08-01,0.01,6162.06
186,058264391305,2024-09-01,0.01,6162.06
187,058264391305,2024-10-01,0.01,6162.06
188,058264391305,2024-11-01,0.01,6162.06
189,058264391305,2024-12-01,0.01,6162.06
190,058264391305,2025-01-01,0.01,6162.06
191,058264391305,2025-02-01,0.01,6162.06
192,058264391305,2025-03-01,0.01,6162.06
193,064619502227,2024-04-01,0.01,6162.06
194,064619502227,2024-05-01,0.01,6162.06
195,064619502227,2024-06-01,0.01,6162.06
196,064619502227,2024-07-01,0.01,6162.06
197,064619502227,2024-08-01,0.01,6162.06
198,064619502227,2024-09-01,0.01,6162.06
199,064619502227,2024-10-01,0.01,6162.06
200,064619502227,2024-11-01,0.01,6162.06
201,064619502227,2024-12-01,0.01,6162.06
202,064619502227,2025-01-01,0.01,6162.06
203,064619502227,2025-02-01,0.01,6162.06
204,064619502227,2025-03-01,0.01,6162.06
205,065278587813,2024-04-01,0.0,0.0
206,065278587813,2024-05-01,0.0,0.0
207,065278587813,2024-06-01,0.0,0.0
208,065278587813,2024-07-01,0.0,0.0
209,065278587813,2024-08-01,0.0,0.0
210,065278587813,2024-09-01,0.0,0.0
211,065278587813,2024-10-01,0.0,0.0
212,065278587813,2024-11-01,0.0,0.0
213,065278587813,2024-12-01,0.0,0.0
214,065278587813,2025-01-01,0.0,0.0
215,065278587813,2025-02-01,0.0,0.0
216,065278587813,2025-03-01,0.0,0.0
217,066548792077,2024-04-01,0.0,0.0
218,066548792077,2024-05-01,0.0,0.0
219,066548792077,2024-06-01,0.0,0.0
220,066548792077,2024-07-01,0.0,0.0
221,066548792077,2024-08-01,0.0,0.0
222,066548792077,2024-09-01,0.0,0.0
223,066548792077,2024-10-01,0.0,0.0
224,066548792077,2024-11-01,0.0,0.0
225,066548792077,2024-12-01,0.0,0.0
226,066548792077,2025-01-01,0.0,0.0
227,066548792077,2025-02-01,0.0,0.0
228,066548792077,2025-03-01,0.0,0.0
229,066636274316,2024-04-01,0.01,6162.06
230,066636274316,2024-05-01,0.01,6162.06
231,066636274316,2024-06-01,0.01,6162.06
232,066636274316,2024-07-01,0.01,6162.06
233,066636274316,2024-08-01,0.01,6162.06
234,066636274316,2024-09-01,0.01,6162.06
235,066636274316,2024-10-01,0.01,6162.06
236,066636274316,2024-11-01,0.01,6162.06
237,066636274316,2024-12-01,0.01,6162.06
238,066636274316,2025-01-01,0.01,6162.06
239,066636274316,2025-02-01,0.01,6162.06
240,066636274316,2025-03-01,0.01,6162.06
241,068930846606,2024-04-01,0.01,6162.06
242,068930846606,2024-05-01,0.01,6162.06
243,068930846606,2024-06-01,0.01,6162.06
244,068930846606,2024-07-01,0.01,6162.06
245,068930846606,2024-08-01,0.01,6162.06
246,068930846606,2024-09-01,0.01,6162.06
247,068930846606,2024-10-01,0.01,6162.06
248,068930846606,2024-11-01,0.01,6162.06
249,068930846606,2024-12-01,0.01,6162.06
250,068930846606,2025-01-01,0.01,6162.06
251,068930846606,2025-02-01,0.01,6162.06
252,068930846606,2025-03-01,0.01,6162.06
253,072401294672,2024-04-01,0.01,6162.06
254,072401294672,2024-05-01,0.01,6162.06
255,072401294672,2024-06-01,0.01,6162.06
256,072401294672,2024-07-01,0.01,6162.06
257,072401294672,2024-08-01,0.01,6162.06
258,072401294672,2024-09-01,0.01,6162.06
259,072401294672,2024-10-01,0.01,6162.06
260,072401294672,2024-11-01,0.01,6162.06
261,072401294672,2024-12-01,0.01,6162.06
262,072401294672,2025-01-01,0.021,12324.12
263,072401294672,2025-02-01,0.021,12324.12
264,072401294672,2025-03-01,0.021,12324.12
265,075790327284,2024-04-01,0.195,117079.18
266,075790327284,2024-05-01,0.195,117079.18
267,075790327284,2024-06-01,0.195,117079.18
268,075790327284,2024-07-01,0.205,123241.24
269,075790327284,2024-08-01,0.205,123241.24
270,075790327284,2024-09-01,0.216,129403.31
271,075790327284,2024-10-01,0.216,129403.31
272,075790327284,2024-11-01,0.226,135565.37
273,075790327284,2024-12-01,0.236,141727.43
274,075790327284,2025-01-01,0.236,141727.43
275,075790327284,2025-02-01,0.246,147889.49
276,075790327284,2025-03-01,0.246,147889.49
277,081656902703,2024-04-01,0.0,0.0
278,081656902703,2024-05-01,0.0,0.0
279,081656902703,2024-06-01,0.0,0.0
280,081656902703,2024-07-01,0.0,0.0
281,081656902703,2024-08-01,0.0,0.0
282,081656902703,2024-09-01,0.0,0.0
283,081656902703,2024-10-01,0.0,0.0
284,081656902703,2024-11-01,0.0,0.0
285,081656902703,2024-12-01,0.0,0.0
286,081656902703,2025-01-01,0.0,0.0
287,081656902703,2025-02-01,0.0,0.0
288,081656902703,2025-03-01,0.0,0.0
289,082780300630,2024-04-01,0.0,0.0
290,082780300630,2024-05-01,0.0,0.0
291,082780300630,2024-06-01,0.0,0.0
292,082780300630,2024-07-01,0.0,0.0
293,082780300630,2024-08-01,0.0,0.0
294,082780300630,2024-09-01,0.0,0.0
295,082780300630,2024-10-01,0.0,0.0
296,082780300630,2024-11-01,0.0,0.0
297,082780300630,2024-12-01,0.0,0.0
298,082780300630,2025-01-01,0.0,0.0
299,082780300630,2025-02-01,0.0,0.0
300,082780300630,2025-03-01,0.0,0.0
301,090436275138,2024-04-01,0.021,12324.12
302,090436275138,2024-05-01,0.021,12324.12
303,090436275138,2024-06-01,0.021,12324.12
304,090436275138,2024-07-01,0.021,12324.12
305,090436275138,2024-08-01,0.021,12324.12
306,090436275138,2024-09-01,0.021,12324.12
307,090436275138,2024-10-01,0.021,12324.12
308,090436275138,2024-11-01,0.021,12324.12
309,090436275138,2024-12-01,0.021,12324.12
310,090436275138,2025-01-01,0.021,12324.12
311,090436275138,2025-02-01,0.031,18486.19
312,090436275138,2025-03-01,0.031,18486.19
313,097001033170,2024-04-01,0.0,0.0
314,097001033170,2024-05-01,0.0,0.0
315,097001033170,2024-06-01,0.0,0.0
316,097001033170,2024-07-01,0.0,0.0
317,097001033170,2024-08-01,0.0,0.0
318,097001033170,2024-09-01,0.0,0.0
319,097001033170,2024-10-01,0.0,0.0
320,097001033170,2024-11-01,0.0,0.0
321,097001033170,2024-12-01,0.0,0.0
322,097001033170,2025-01-01,0.0,0.0
323,097001033170,2025-02-01,0.0,0.0
324,097001033170,2025-03-01,0.0,0.0
325,097267615780,2024-04-01,0.0,0.0
326,097267615780,2024-05-01,0.0,0.0
327,097267615780,2024-06-01,0.0,0.0
328,097267615780,2024-07-01,0.0,0.0
329,097267615780,2024-08-01,0.0,0.0
330,097267615780,2024-09-01,0.0,0.0
331,097267615780,2024-10-01,0.0,0.0
332,097267615780,2024-11-01,0.0,0.0
333,097267615780,2024-12-01,0.0,0.0
334,097267615780,2025-01-01,0.0,0.0
335,097267615780,2025-02-01,0.0,0.0
336,097267615780,2025-03-01,0.0,0.0
337,113209881612,2024-04-01,0.0,0.0
338,113209881612,2024-05-01,0.0,0.0
339,113209881612,2024-06-01,0.0,0.0
340,113209881612,2024-07-01,0.0,0.0
341,113209881612,2024-08-01,0.0,0.0
342,113209881612,2024-09-01,0.0,0.0
343,113209881612,2024-10-01,0.0,0.0
344,113209881612,2024-11-01,0.0,0.0
345,113209881612,2024-12-01,0.0,0.0
346,113209881612,2025-01-01,0.0,0.0
347,113209881612,2025-02-01,0.0,0.0
348,113209881612,2025-03-01,0.0,0.0
349,116631508635,2024-04-01,0.0,0.0
350,116631508635,2024-05-01,0.0,0.0
351,116631508635,2024-06-01,0.0,0.0
352,116631508635,2024-07-01,0.0,0.0
353,116631508635,2024-08-01,0.0,0.0
354,116631508635,2024-09-01,0.0,0.0
355,116631508635,2024-10-01,0.0,0.0
356,116631508635,2024-11-01,0.0,0.0
357,116631508635,2024-12-01,0.0,0.0
358,116631508635,2025-01-01,0.0,0.0
359,116631508635,2025-02-01,0.0,0.0
360,116631508635,2025-03-01,0.0,0.0
361,121151806688,2024-04-01,0.0,0.0
362,121151806688,2024-05-01,0.0,0.0
363,121151806688,2024-06-01,0.0,0.0
364,121151806688,2024-07-01,0.0,0.0
365,121151806688,2024-08-01,0.0,0.0
366,121151806688,2024-09-01,0.0,0.0
367,121151806688,2024-10-01,0.0,0.0
368,121151806688,2024-11-01,0.0,0.0
369,121151806688,2024-12-01,0.0,0.0
370,121151806688,2025-01-01,0.0,0.0
371,121151806688,2025-02-01,0.0,0.0
372,121151806688,2025-03-01,0.0,0.0
373,123964038738,2024-04-01,0.0,0.0
374,123964038738,2024-05-01,0.0,0.0
375,123964038738,2024-06-01,0.0,0.0
376,123964038738,2024-07-01,0.0,0.0
377,123964038738,2024-08-01,0.0,0.0
378,123964038738,2024-09-01,0.0,0.0
379,123964038738,2024-10-01,0.0,0.0
380,123964038738,2024-11-01,0.0,0.0
381,123964038738,2024-12-01,0.0,0.0
382,123964038738,2025-01-01,0.0,0.0
383,123964038738,2025-02-01,0.0,0.0
384,123964038738,2025-03-01,0.0,0.0
385,127247839315,2024-04-01,0.0,0.0
386,127247839315,2024-05-01,0.0,0.0
387,127247839315,2024-06-01,0.0,0.0
388,127247839315,2024-07-01,0.0,0.0
389,127247839315,2024-08-01,0.0,0.0
390,127247839315,2024-09-01,0.0,0.0
391,127247839315,2024-10-01,0.0,0.0
392,127247839315,2024-11-01,0.0,0.0
393,127247839315,2024-12-01,0.0,0.0
394,127247839315,2025-01-01,0.0,0.0
395,127247839315,2025-02-01,0.0,0.0
396,127247839315,2025-03-01,0.0,0.0
397,128131020113,2024-04-01,0.01,6162.06
398,128131020113,2024-05-01,0.01,6162.06
399,128131020113,2024-06-01,0.01,6162.06
400,128131020113,2024-07-01,0.01,6162.06
401,128131020113,2024-08-01,0.01,6162.06
402,128131020113,2024-09-01,0.01,6162.06
403,128131020113,2024-10-01,0.01,6162.06
404,128131020113,2024-11-01,0.01,6162.06
405,128131020113,2024-12-01,0.01,6162.06
406,128131020113,2025-01-01,0.01,6162.06
407,128131020113,2025-02-01,0.01,6162.06
408,128131020113,2025-03-01,0.01,6162.06
409,130653941854,2024-04-01,0.0,0.0
410,130653941854,2024-05-01,0.0,0.0
411,130653941854,2024-06-01,0.0,0.0
412,130653941854,2024-07-01,0.0,0.0
413,130653941854,2024-08-01,0.0,0.0
414,130653941854,2024-09-01,0.0,0.0
415,130653941854,2024-10-01,0.0,0.0
416,130653941854,2024-11-01,0.0,0.0
417,130653941854,2024-12-01,0.0,0.0
418,130653941854,2025-01-01,0.0,0.0
419,130653941854,2025-02-01,0.0,0.0
420,130653941854,2025-03-01,0.0,0.0
421,131752971524,2024-04-01,0.01,6162.06
422,131752971524,2024-05-01,0.01,6162.06
423,131752971524,2024-06-01,0.01,6162.06
424,131752971524,2024-07-01,0.01,6162.06
425,131752971524,2024-08-01,0.01,6162.06
426,131752971524,2024-09-01,0.01,6162.06
427,131752971524,2024-10-01,0.01,6162.06
428,131752971524,2024-11-01,0.01,6162.06
429,131752971524,2024-12-01,0.01,6162.06
430,131752971524,2025-01-01,0.01,6162.06
431,131752971524,2025-02-01,0.01,6162.06
432,131752971524,2025-03-01,0.01,6162.06
433,135329050410,2024-04-01,0.0,0.0
434,135329050410,2024-05-01,0.0,0.0
435,135329050410,2024-06-01,0.0,0.0
436,135329050410,2024-07-01,0.0,0.0
437,135329050410,2024-08-01,0.0,0.0
438,135329050410,2024-09-01,0.0,0.0
439,135329050410,2024-10-01,0.0,0.0
440,135329050410,2024-11-01,0.0,0.0
441,135329050410,2024-12-01,0.0,0.0
442,135329050410,2025-01-01,0.0,0.0
443,135329050410,2025-02-01,0.0,0.0
444,135329050410,2025-03-01,0.0,0.0
445,153518195166,2024-04-01,0.01,6162.06
446,153518195166,2024-05-01,0.01,6162.06
447,153518195166,2024-06-01,0.01,6162.06
448,153518195166,2024-07-01,0.01,6162.06
449,153518195166,2024-08-01,0.01,6162.06
450,153518195166,2024-09-01,0.01,6162.06
451,153518195166,2024-10-01,0.01,6162.06
452,153518195166,2024-11-01,0.01,6162.06
453,153518195166,2024-12-01,0.01,6162.06
454,153518195166,2025-01-01,0.01,6162.06
455,153518195166,2025-02-01,0.01,6162.06
456,153518195166,2025-03-01,0.01,6162.06
457,155772818492,2024-04-01,0.021,12324.12
458,155772818492,2024-05-01,0.021,12324.12
459,155772818492,2024-06-01,0.021,12324.12
460,155772818492,2024-07-01,0.021,12324.12
461,155772818492,2024-08-01,0.021,12324.12
462,155772818492,2024-09-01,0.021,12324.12
463,155772818492,2024-10-01,0.021,12324.12
464,155772818492,2024-11-01,0.021,12324.12
465,155772818492,2024-12-01,0.021,12324.12
466,155772818492,2025-01-01,0.021,12324.12
467,155772818492,2025-02-01,0.021,12324.12
468,155772818492,2025-03-01,0.021,12324.12
469,159245624542,2024-04-01,0.0,0.0
470,159245624542,2024-05-01,0.0,0.0
471,159245624542,2024-06-01,0.0,0.0
472,159245624542,2024-07-01,0.0,0.0
473,159245624542,2024-08-01,0.0,0.0
474,159245624542,2024-09-01,0.0,0.0
475,159245624542,2024-10-01,0.0,0.0
476,159245624542,2024-11-01,0.0,0.0
477,159245624542,2024-12-01,0.0,0.0
478,159245624542,2025-01-01,0.0,0.0
479,159245624542,2025-02-01,0.0,0.0
480,159245624542,2025-03-01,0.0,0.0
481,161115069565,2024-04-01,0.021,12324.12
482,161115069565,2024-05-01,0.021,12324.12
483,161115069565,2024-06-01,0.021,12324.12
484,161115069565,2024-07-01,0.021,12324.12
485,161115069565,2024-08-01,0.021,12324.12
486,161115069565,2024-09-01,0.021,12324.12
487,161115069565,2024-10-01,0.021,12324.12
488,161115069565,2024-11-01,0.021,12324.12
489,161115069565,2024-12-01,0.021,12324.12
490,161115069565,2025-01-01,0.021,12324.12
491,161115069565,2025-02-01,0.021,12324.12
492,161115069565,2025-03-01,0.021,12324.12
493,161282784430,2024-04-01,0.0,0.0
494,161282784430,2024-05-01,0.0,0.0
495,161282784430,2024-06-01,0.0,0.0
496,161282784430,2024-07-01,0.0,0.0
497,161282784430,2024-08-01,0.0,0.0
498,161282784430,2024-09-01,0.0,0.0
499,161282784430,2024-10-01,0.0,0.0
500,161282784430,2024-11-01,0.0,0.0
501,161282784430,2024-12-01,0.0,0.0
502,161282784430,2025-01-01,0.0,0.0
503,161282784430,2025-02-01,0.0,0.0
504,161282784430,2025-03-01,0.0,0.0
505,176839215860,2024-04-01,0.0,0.0
506,176839215860,2024-05-01,0.0,0.0
507,176839215860,2024-06-01,0.0,0.0
508,176839215860,2024-07-01,0.0,0.0
509,176839215860,2024-08-01,0.0,0.0
510,176839215860,2024-09-01,0.0,0.0
511,176839215860,2024-10-01,0.0,0.0
512,176839215860,2024-11-01,0.0,0.0
513,176839215860,2024-12-01,0.0,0.0
514,176839215860,2025-01-01,0.0,0.0
515,176839215860,2025-02-01,0.0,0.0
516,176839215860,2025-03-01,0.0,0.0
517,182401677120,2024-04-01,0.031,18486.19
518,182401677120,2024-05-01,0.031,18486.19
519,182401677120,2024-06-01,0.031,18486.19
520,182401677120,2024-07-01,0.041,24648.25
521,182401677120,2024-08-01,0.041,24648.25
522,182401677120,2024-09-01,0.041,24648.25
523,182401677120,2024-10-01,0.041,24648.25
524,182401677120,2024-11-01,0.041,24648.25
525,182401677120,2024-12-01,0.041,24648.25
526,182401677120,2025-01-01,0.041,24648.25
527,182401677120,2025-02-01,0.041,24648.25
528,182401677120,2025-03-01,0.041,24648.25
529,185774682289,2024-04-01,0.0,0.0
530,185774682289,2024-05-01,0.0,0.0
531,185774682289,2024-06-01,0.0,0.0
532,185774682289,2024-07-01,0.0,0.0
533,185774682289,2024-08-01,0.0,0.0
534,185774682289,2024-09-01,0.0,0.0
535,185774682289,2024-10-01,0.0,0.0
536,185774682289,2024-11-01,0.0,0.0
537,185774682289,2024-12-01,0.0,0.0
538,185774682289,2025-01-01,0.0,0.0
539,185774682289,2025-02-01,0.0,0.0
540,185774682289,2025-03-01,0.0,0.0
541,189893850600,2024-04-01,0.072,43134.44
542,189893850600,2024-05-01,0.072,43134.44
543,189893850600,2024-06-01,0.072,43134.44
544,189893850600,2024-07-01,0.072,43134.44
545,189893850600,2024-08-01,0.072,43134.44
546,189893850600,2024-09-01,0.072,43134.44
547,189893850600,2024-10-01,0.072,43134.44
548,189893850600,2024-11-01,0.072,43134.44
549,189893850600,2024-12-01,0.072,43134.44
550,189893850600,2025-01-01,0.072,43134.44
551,189893850600,2025-02-01,0.072,43134.44
552,189893850600,2025-03-01,0.072,43134.44
553,210577074618,2024-04-01,0.051,30810.31
554,210577074618,2024-05-01,0.051,30810.31
555,210577074618,2024-06-01,0.051,30810.31
556,210577074618,2024-07-01,0.051,30810.31
557,210577074618,2024-08-01,0.051,30810.31
558,210577074618,2024-09-01,0.051,30810.31
559,210577074618,2024-10-01,0.051,30810.31
560,210577074618,2024-11-01,0.051,30810.31
561,210577074618,2024-12-01,0.051,30810.31
562,210577074618,2025-01-01,0.051,30810.31
563,210577074618,2025-02-01,0.051,30810.31
564,210577074618,2025-03-01,0.051,30810.31
565,211125336551,2024-04-01,0.01,6162.06
566,211125336551,2024-05-01,0.01,6162.06
567,211125336551,2024-06-01,0.01,6162.06
568,211125336551,2024-07-01,0.01,6162.06
569,211125336551,2024-08-01,0.01,6162.06
570,211125336551,2024-09-01,0.01,6162.06
571,211125336551,2024-10-01,0.01,6162.06
572,211125336551,2024-11-01,0.01,6162.06
573,211125336551,2024-12-01,0.01,6162.06
574,211125336551,2025-01-01,0.01,6162.06
575,211125336551,2025-02-01,0.01,6162.06
576,211125336551,2025-03-01,0.01,6162.06
577,211125458732,2024-04-01,0.0,0.0
578,211125458732,2024-05-01,0.0,0.0
579,211125458732,2024-06-01,0.0,0.0
580,211125458732,2024-07-01,0.0,0.0
581,211125458732,2024-08-01,0.0,0.0
582,211125458732,2024-09-01,0.0,0.0
583,211125458732,2024-10-01,0.0,0.0
584,211125458732,2024-11-01,0.0,0.0
585,211125458732,2024-12-01,0.0,0.0
586,211125458732,2025-01-01,0.0,0.0
587,211125458732,2025-02-01,0.0,0.0
588,211125458732,2025-03-01,0.0,0.0
589,211125515568,2024-04-01,0.123,73944.75
590,211125515568,2024-05-01,0.134,80106.81
591,211125515568,2024-06-01,0.134,80106.81
592,211125515568,2024-07-01,0.134,80106.81
593,211125515568,2024-08-01,0.144,86268.87
594,211125515568,2024-09-01,0.144,86268.87
595,211125515568,2024-10-01,0.154,92430.93
596,211125515568,2024-11-01,0.154,92430.93
597,211125515568,2024-12-01,0.164,98593.0
598,211125515568,2025-01-01,0.164,98593.0
599,211125515568,2025-02-01,0.175,104755.06
600,211125515568,2025-03-01,0.185,110917.12
601,218943325897,2024-04-01,0.0,0.0
602,218943325897,2024-05-01,0.0,0.0
603,218943325897,2024-06-01,0.0,0.0
604,218943325897,2024-07-01,0.0,0.0
605,218943325897,2024-08-01,0.0,0.0
606,218943325897,2024-09-01,0.0,0.0
607,218943325897,2024-10-01,0.0,0.0
608,218943325897,2024-11-01,0.0,0.0
609,218943325897,2024-12-01,0.0,0.0
610,218943325897,2025-01-01,0.0,0.0
611,218943325897,2025-02-01,0.0,0.0
612,218943325897,2025-03-01,0.0,0.0
613,220554634379,2024-04-01,0.0,0.0
614,220554634379,2024-05-01,0.0,0.0
615,220554634379,2024-06-01,0.0,0.0
616,220554634379,2024-07-01,0.0,0.0
617,220554634379,2024-08-01,0.0,0.0
618,220554634379,2024-09-01,0.0,0.0
619,220554634379,2024-10-01,0.0,0.0
620,220554634379,2024-11-01,0.0,0.0
621,220554634379,2024-12-01,0.0,0.0
622,220554634379,2025-01-01,0.0,0.0
