id,account_id,month,proportion_pct,minimum_commitment
1,000896760538,2024-04-01,0.0,0.0
2,000896760538,2024-05-01,0.0,0.0
3,000896760538,2024-06-01,0.0,0.0
4,000896760538,2024-07-01,0.0,0.0
5,000896760538,2024-08-01,0.0,0.0
6,000896760538,2024-09-01,0.0,0.0
7,000896760538,2024-10-01,0.0,0.0
8,000896760538,2024-11-01,0.0,0.0
9,000896760538,2024-12-01,0.0,0.0
10,000896760538,2025-01-01,0.0,0.0
11,000896760538,2025-02-01,0.0,0.0
12,000896760538,2025-03-01,0.0,0.0
13,002637409966,2024-04-01,0.257,154051.56
14,002637409966,2024-05-01,0.257,154051.56
15,002637409966,2024-06-01,0.257,154051.56
16,002637409966,2024-07-01,0.205,123241.24
17,002637409966,2024-08-01,0.205,123241.24
18,002637409966,2024-09-01,0.205,123241.24
19,002637409966,2024-10-01,0.205,123241.24
20,002637409966,2024-11-01,0.205,123241.24
21,002637409966,2024-12-01,0.205,123241.24
22,002637409966,2025-01-01,0.205,123241.24
23,002637409966,2025-02-01,0.205,123241.24
24,002637409966,2025-03-01,0.205,123241.24
25,003079193758,2024-04-01,0.082,49296.5
26,003079193758,2024-05-01,0.082,49296.5
27,003079193758,2024-06-01,0.092,55458.56
28,003079193758,2024-07-01,0.092,55458.56
29,003079193758,2024-08-01,0.103,61620.62
30,003079193758,2024-09-01,0.103,61620.62
31,003079193758,2024-10-01,0.113,67782.68
32,003079193758,2024-11-01,0.113,67782.68
33,003079193758,2024-12-01,0.123,73944.75
34,003079193758,2025-01-01,0.123,73944.75
35,003079193758,2025-02-01,0.134,80106.81
36,003079193758,2025-03-01,0.134,80106.81
37,009124235587,2024-04-01,0.0,0.0
38,009124235587,2024-05-01,0.0,0.0
39,009124235587,2024-06-01,0.0,0.0
40,009124235587,2024-07-01,0.0,0.0
41,009124235587,2024-08-01,0.0,0.0
42,009124235587,2024-09-01,0.0,0.0
43,009124235587,2024-10-01,0.0,0.0
44,009124235587,2024-11-01,0.0,0.0
45,009124235587,2024-12-01,0.0,0.0
46,009124235587,2025-01-01,0.0,0.0
47,009124235587,2025-02-01,0.0,0.0
48,009124235587,2025-03-01,0.0,0.0
49,010840421276,2024-04-01,0.0,0.0
50,010840421276,2024-05-01,0.0,0.0
51,010840421276,2024-06-01,0.0,0.0
52,010840421276,2024-07-01,0.0,0.0
53,010840421276,2024-08-01,0.0,0.0
54,010840421276,2024-09-01,0.0,0.0
55,010840421276,2024-10-01,0.0,0.0
56,010840421276,2024-11-01,0.0,0.0
57,010840421276,2024-12-01,0.0,0.0
58,010840421276,2025-01-01,0.0,0.0
59,010840421276,2025-02-01,0.0,0.0
60,010840421276,2025-03-01,0.0,0.0
61,011420223908,2024-04-01,0.0,0.0
62,011420223908,2024-05-01,0.0,0.0
63,011420223908,2024-06-01,0.0,0.0
64,011420223908,2024-07-01,0.0,0.0
65,011420223908,2024-08-01,0.0,0.0
66,011420223908,2024-09-01,0.0,0.0
67,011420223908,2024-10-01,0.0,0.0
68,011420223908,2024-11-01,0.0,0.0
69,011420223908,2024-12-01,0.0,0.0
70,011420223908,2025-01-01,0.0,0.0
71,011420223908,2025-02-01,0.0,0.0
72,011420223908,2025-03-01,0.0,0.0
73,015680176265,2024-04-01,0.0,0.0
74,015680176265,2024-05-01,0.0,0.0
75,015680176265,2024-06-01,0.0,0.0
76,015680176265,2024-07-01,0.0,0.0
77,015680176265,2024-08-01,0.0,0.0
78,015680176265,2024-09-01,0.0,0.0
79,015680176265,2024-10-01,0.0,0.0
80,015680176265,2024-11-01,0.0,0.0
81,015680176265,2024-12-01,0.0,0.0
82,015680176265,2025-01-01,0.0,0.0
83,015680176265,2025-02-01,0.0,0.0
84,015680176265,2025-03-01,0.0,0.0
85,017820698743,2024-04-01,0.0,0.0
86,017820698743,2024-05-01,0.0,0.0
87,017820698743,2024-06-01,0.0,0.0
88,017820698743,2024-07-01,0.0,0.0
89,017820698743,2024-08-01,0.0,0.0
90,017820698743,2024-09-01,0.0,0.0
91,017820698743,2024-10-01,0.0,0.0
92,017820698743,2024-11-01,0.0,0.0
93,017820698743,2024-12-01,0.0,0.0
94,017820698743,2025-01-01,0.0,0.0
95,017820698743,2025-02-01,0.0,0.0
96,017820698743,2025-03-01,0.0,0.0
97,021434688839,2024-04-01,0.0,0.0
98,021434688839,2024-05-01,0.0,0.0
99,021434688839,2024-06-01,0.0,0.0
100,021434688839,2024-07-01,0.0,0.0
101,021434688839,2024-08-01,0.0,0.0
102,021434688839,2024-09-01,0.0,0.0
103,021434688839,2024-10-01,0.0,0.0
104,021434688839,2024-11-01,0.0,0.0
105,021434688839,2024-12-01,0.0,0.0
106,021434688839,2025-01-01,0.0,0.0
107,021434688839,2025-02-01,0.0,0.0
108,021434688839,2025-03-01,0.0,0.0
109,021891570382,2024-04-01,0.0,0.0
110,021891570382,2024-05-01,0.0,0.0
111,021891570382,2024-06-01,0.0,0.0
112,021891570382,2024-07-01,0.0,0.0
113,021891570382,2024-08-01,0.0,0.0
114,021891570382,2024-09-01,0.0,0.0
115,021891570382,2024-10-01,0.0,0.0
116,021891570382,2024-11-01,0.0,0.0
117,021891570382,2024-12-01,0.0,0.0
118,021891570382,2025-01-01,0.0,0.0
119,021891570382,2025-02-01,0.0,0.0
120,021891570382,2025-03-01,0.0,0.0
121,023903256547,2024-04-01,0.0,0.0
122,023903256547,2024-05-01,0.0,0.0
123,023903256547,2024-06-01,0.0,0.0
124,023903256547,2024-07-01,0.0,0.0
125,023903256547,2024-08-01,0.0,0.0
126,023903256547,2024-09-01,0.0,0.0
127,023903256547,2024-10-01,0.0,0.0
128,023903256547,2024-11-01,0.0,0.0
129,023903256547,2024-12-01,0.0,0.0
130,023903256547,2025-01-01,0.0,0.0
131,023903256547,2025-02-01,0.0,0.0
132,023903256547,2025-03-01,0.0,0.0
133,024792762357,2024-04-01,0.0,0.0
134,024792762357,2024-05-01,0.0,0.0
135,024792762357,2024-06-01,0.0,0.0
136,024792762357,2024-07-01,0.0,0.0
137,024792762357,2024-08-01,0.0,0.0
138,024792762357,2024-09-01,0.0,0.0
139,024792762357,2024-10-01,0.0,0.0
140,024792762357,2024-11-01,0.0,0.0
141,024792762357,2024-12-01,0.0,0.0
142,024792762357,2025-01-01,0.0,0.0
143,024792762357,2025-02-01,0.0,0.0
144,024792762357,2025-03-01,0.0,0.0
145,028914776520,2024-04-01,0.031,18486.19
146,028914776520,2024-05-01,0.031,18486.19
147,028914776520,2024-06-01,0.031,18486.19
148,028914776520,2024-07-01,0.031,18486.19
149,028914776520,2024-08-01,0.031,18486.19
150,028914776520,2024-09-01,0.031,18486.19
151,028914776520,2024-10-01,0.031,18486.19
152,028914776520,2024-11-01,0.031,18486.19
153,028914776520,2024-12-01,0.031,18486.19
154,028914776520,2025-01-01,0.031,18486.19
155,028914776520,2025-02-01,0.031,18486.19
156,028914776520,2025-03-01,0.031,18486.19
157,054736913503,2024-04-01,0.01,6162.06
158,054736913503,2024-05-01,0.01,6162.06
159,054736913503,2024-06-01,0.01,6162.06
160,054736913503,2024-07-01,0.01,6162.06
161,054736913503,2024-08-01,0.01,6162.06
162,054736913503,2024-09-01,0.01,6162.06
163,054736913503,2024-10-01,0.01,6162.06
164,054736913503,2024-11-01,0.01,6162.06
165,054736913503,2024-12-01,0.01,6162.06
