account_id,month,proportion_pct,minimum_commitment
746682193773,2025-06-01,0.0,0.0
746682193773,2025-07-01,0.0,0.0
746682193773,2025-08-01,0.0,0.0
746682193773,2025-09-01,0.0,0.0
746682193773,2025-10-01,0.0,0.0
746682193773,2025-11-01,0.0,0.0
746682193773,2025-12-01,0.0,0.0
746682193773,2026-01-01,0.0,0.0
746682193773,2026-02-01,0.0,0.0
746682193773,2026-03-01,0.0,0.0
130653941854,2025-04-01,0.0,0.0
130653941854,2025-05-01,0.0,0.0
130653941854,2025-06-01,0.0,0.0
130653941854,2025-07-01,0.0,0.0
130653941854,2025-08-01,0.0,0.0
130653941854,2025-09-01,0.0,0.0
130653941854,2025-10-01,0.0,0.0
130653941854,2025-11-01,0.0,0.0
130653941854,2025-12-01,0.0,0.0
130653941854,2026-01-01,0.0,0.0
130653941854,2026-02-01,0.0,0.0
130653941854,2026-03-01,0.0,0.0
465354398947,2025-04-01,0.0,0.0
465354398947,2025-05-01,0.0,0.0
465354398947,2025-06-01,0.0,0.0
465354398947,2025-07-01,0.0,0.0
465354398947,2025-08-01,0.0,0.0
465354398947,2025-09-01,0.0,0.0
465354398947,2025-10-01,0.0,0.0
465354398947,2025-11-01,0.0,0.0
465354398947,2025-12-01,0.0,0.0
465354398947,2026-01-01,0.0,0.0
465354398947,2026-02-01,0.0,0.0
465354398947,2026-03-01,0.0,0.0
532041146482,2025-04-01,0.0,0.0
532041146482,2025-05-01,0.0,0.0
532041146482,2025-06-01,0.0,0.0
532041146482,2025-07-01,0.0,0.0
532041146482,2025-08-01,0.0,0.0
532041146482,2025-09-01,0.0,0.0
532041146482,2025-10-01,0.0,0.0
532041146482,2025-11-01,0.0,0.0
532041146482,2025-12-01,0.0,0.0
532041146482,2026-01-01,0.0,0.0
532041146482,2026-02-01,0.0,0.0
532041146482,2026-03-01,0.0,0.0
914516902729,2025-04-01,0.006,3877.01
914516902729,2025-05-01,0.006,3877.01
914516902729,2025-06-01,0.006,3877.01
914516902729,2025-07-01,0.006,3877.01
914516902729,2025-08-01,0.006,3877.01
914516902729,2025-09-01,0.008,4652.41
914516902729,2025-10-01,0.008,4652.41
914516902729,2025-11-01,0.008,4652.41
914516902729,2025-12-01,0.008,4652.41
914516902729,2026-01-01,0.008,4652.41
914516902729,2026-02-01,0.008,4652.41
914516902729,2026-03-01,0.008,4652.41
625612021127,2025-04-01,0.002,1240.64
625612021127,2025-05-01,0.002,1240.64
625612021127,2025-06-01,0.002,1240.64
625612021127,2025-07-01,0.002,1240.64
625612021127,2025-08-01,0.002,1240.64
625612021127,2025-09-01,0.002,1318.18
625612021127,2025-10-01,0.002,1318.18
625612021127,2025-11-01,0.002,1318.18
625612021127,2025-12-01,0.002,1318.18
625612021127,2026-01-01,0.002,1318.18
625612021127,2026-02-01,0.002,1318.18
625612021127,2026-03-01,0.002,1395.72
340677782776,2025-04-01,0.013,7986.64
340677782776,2025-05-01,0.013,8064.18
340677782776,2025-06-01,0.014,8141.72
340677782776,2025-07-01,0.014,8219.26
340677782776,2025-08-01,0.014,8296.8
340677782776,2025-09-01,0.014,8374.34
340677782776,2025-10-01,0.014,8451.88
340677782776,2025-11-01,0.014,8529.42
340677782776,2025-12-01,0.014,8684.5
340677782776,2026-01-01,0.015,8762.04
340677782776,2026-02-01,0.015,8839.58
340677782776,2026-03-01,0.015,8917.12
541095382258,2025-04-01,0.002,1473.26
541095382258,2025-05-01,0.003,1550.8
541095382258,2025-06-01,0.003,1550.8
541095382258,2025-07-01,0.003,1550.8
541095382258,2025-08-01,0.003,1550.8
541095382258,2025-09-01,0.003,1550.8
541095382258,2025-10-01,0.003,1628.34
541095382258,2025-11-01,0.003,1628.34
541095382258,2025-12-01,0.003,1628.34
541095382258,2026-01-01,0.003,1628.34
541095382258,2026-02-01,0.003,1628.34
541095382258,2026-03-01,0.003,1705.88
611670160261,2025-04-01,0.003,1705.88
611670160261,2025-05-01,0.003,1705.88
611670160261,2025-06-01,0.003,1783.42
611670160261,2025-07-01,0.003,1783.42
611670160261,2025-08-01,0.003,1783.42
611670160261,2025-09-01,0.003,1783.42
611670160261,2025-10-01,0.003,1783.42
611670160261,2025-11-01,0.003,1860.96
611670160261,2025-12-01,0.003,1860.96
611670160261,2026-01-01,0.003,1860.96
611670160261,2026-02-01,0.003,1860.96
611670160261,2026-03-01,0.003,1938.5
68930846606,2025-04-01,0.006,3489.31
68930846606,2025-05-01,0.006,3489.31
68930846606,2025-06-01,0.006,3566.85
68930846606,2025-07-01,0.006,3644.39
68930846606,2025-08-01,0.006,3644.39
68930846606,2025-09-01,0.006,3721.93
68930846606,2025-10-01,0.006,3799.47
68930846606,2025-11-01,0.006,3799.47
68930846606,2025-12-01,0.006,3877.01
68930846606,2026-01-01,0.007,3954.55
68930846606,2026-02-01,0.007,4032.09
68930846606,2026-03-01,0.007,4032.09
424503791295,2025-04-01,0.204,122358.37
424503791295,2025-05-01,0.208,124839.66
424503791295,2025-06-01,0.212,127320.94
424503791295,2025-07-01,0.216,129879.77
424503791295,2025-08-01,0.221,132438.59
424503791295,2025-09-01,0.225,135152.5
424503791295,2025-10-01,0.23,137788.87
424503791295,2025-11-01,0.234,140580.31
424503791295,2025-12-01,0.239,143371.76
424503791295,2026-01-01,0.244,146240.74
424503791295,2026-02-01,0.249,149187.27
424503791295,2026-03-01,0.254,152133.8
929265682896,2025-04-01,0.035,21246.0
929265682896,2025-05-01,0.036,21556.16
929265682896,2025-06-01,0.036,21866.33
929265682896,2025-07-01,0.037,22176.49
929265682896,2025-08-01,0.038,22564.19
929265682896,2025-09-01,0.038,22874.35
929265682896,2025-10-01,0.039,23184.51
929265682896,2025-11-01,0.039,23572.21
929265682896,2025-12-01,0.04,23882.37
929265682896,2026-01-01,0.04,24270.07
929265682896,2026-02-01,0.041,24657.77
929265682896,2026-03-01,0.042,24967.93
233815244996,2025-04-01,0.027,16050.81
233815244996,2025-05-01,0.027,16205.89
233815244996,2025-06-01,0.027,16438.51
233815244996,2025-07-01,0.028,16593.59
233815244996,2025-08-01,0.028,16748.67
233815244996,2025-09-01,0.028,16903.76
233815244996,2025-10-01,0.028,17058.84
233815244996,2025-11-01,0.029,17213.92
233815244996,2025-12-01,0.029,17446.54
233815244996,2026-01-01,0.029,17601.62
233815244996,2026-02-01,0.03,17756.7
233815244996,2026-03-01,0.03,17911.78
304016915943,2025-04-01,0.233,139649.83
304016915943,2025-05-01,0.236,141743.41
304016915943,2025-06-01,0.24,143914.54
304016915943,2025-07-01,0.243,146008.12
304016915943,2025-08-01,0.247,148256.79
304016915943,2025-09-01,0.251,150427.91
304016915943,2025-10-01,0.254,152676.58
304016915943,2025-11-01,0.258,155002.78
304016915943,2025-12-01,0.262,157328.99
304016915943,2026-01-01,0.266,159655.19
304016915943,2026-02-01,0.27,162058.94
304016915943,2026-03-01,0.274,164540.22
352506242819,2025-04-01,0.976,585505.76
352506242819,2025-05-01,0.99,594267.79
352506242819,2025-06-01,1.005,603184.91
352506242819,2025-07-01,1.02,612257.11
352506242819,2025-08-01,1.036,621406.85
352506242819,2025-09-01,1.051,630711.67
352506242819,2025-10-01,1.067,640171.57
352506242819,2025-11-01,1.083,649786.55
352506242819,2025-12-01,1.099,659556.61
352506242819,2026-01-01,1.116,669481.75
352506242819,2026-02-01,1.132,679484.43
352506242819,2026-03-01,1.15,689719.73
239103975135,2025-04-01,0.013,7986.64
239103975135,2025-05-01,0.014,8141.72
239103975135,2025-06-01,0.014,8219.26
239103975135,2025-07-01,0.014,8296.8
239103975135,2025-08-01,0.014,8374.34
239103975135,2025-09-01,0.014,8451.88
239103975135,2025-10-01,0.014,8529.42
239103975135,2025-11-01,0.014,8606.96
239103975135,2025-12-01,0.014,8684.5
239103975135,2026-01-01,0.015,8762.04
239103975135,2026-02-01,0.015,8839.58
239103975135,2026-03-01,0.015,8917.12
128131020113,2025-04-01,0.007,4109.63
128131020113,2025-05-01,0.007,4109.63
128131020113,2025-06-01,0.007,4187.17
128131020113,2025-07-01,0.007,4187.17
128131020113,2025-08-01,0.007,4264.71
128131020113,2025-09-01,0.007,4264.71
128131020113,2025-10-01,0.007,4342.25
128131020113,2025-11-01,0.007,4419.79
128131020113,2025-12-01,0.007,4419.79
128131020113,2026-01-01,0.007,4497.33
