account_id,service_name,2025-04-23,2025-04-24,2025-04-25,total_cost
2637409966,AWS Service Catalog,0.01,0.03,0.01,0.12
2637409966,Amazon ElastiCache,615.62,618.03,619.83,4320.76
2637409966,EC2 - Other,2229.21,2211.28,2202.5,15485.82
2637409966,Amazon Simple Workflow Service,0,0,0,0
2637409966,Amazon Elastic Load Balancing,78.94,79.95,80.34,558.12
2637409966,AWS Cost Explorer,0.06,0.07,0.05,0.43
2637409966,Amazon Simple Queue Service,0,0,0,0
2637409966,Amazon Elastic Compute Cloud - Compute,1864.93,1869.72,1857.35,13027.32
2637409966,AWS Key Management Service,0.21,0.21,0.21,1.47
2637409966,Amazon Simple Notification Service,0,0,0,0
2637409966,Amazon EC2 Container Registry (ECR),1.34,1.34,1.34,9.38
2637409966,Amazon Virtual Private Cloud,56.27,56.32,56.38,392.8
2637409966,CloudWatch Events,0,0,0,0
2637409966,AWS Secrets Manager,1.25,1.29,1.26,8.99
2637409966,Amazon Managed Streaming for Apache Kafka,12.94,12.94,12.94,90.57
2637409966,Amazon Simple Storage Service,181.29,171.72,163.83,1188.08
2637409966,AWS X-Ray,0,0,0,0
2637409966,AWS CloudTrail,0,0,0,0
2637409966,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
2637409966,Amazon DynamoDB,1.79,1.79,1.79,12.53
2637409966,Amazon Location Service,0,0,0,0
2637409966,AmazonCloudWatch,116.04,115.25,104.58,799.48
2637409966,Amazon Elastic File System,0.43,0.43,0.43,3.01
2637409966,AWS Lambda,2.15,2.23,2.21,15.35
2637409966,AWS Step Functions,0.06,0.06,0.05,0.41
2637409966,Amazon Relational Database Service,5.1,5.1,5.1,35.7
2637409966,AWS Glue,0,0,0,0
3079193758,AWS Service Catalog,0,0.02,0.01,0.11
3079193758,EC2 - Other,173.26,173.39,174.7,1216.94
3079193758,Amazon Simple Workflow Service,0,0,0,0
3079193758,AWS IoT,1013.84,1020.94,1020.01,7064.76
3079193758,AWS IoT Device Defender,0,0,0,0
3079193758,Amazon Elastic Load Balancing,16.71,16.61,16.88,116.74
3079193758,AWS Cost Explorer,0.09,0.09,0.07,0.59
3079193758,Amazon Simple Queue Service,1.83,1.8,1.87,12.76
3079193758,Amazon Elastic Compute Cloud - Compute,134.06,133.8,133.82,938.68
3079193758,AWS IoT Device Management,368.77,390.24,359.12,2525.83
3079193758,AWS Key Management Service,0,0,0.01,0.01
3079193758,Amazon Simple Notification Service,0,0,0,0
3079193758,Amazon Virtual Private Cloud,16.91,16.77,16.93,117.19
3079193758,CloudWatch Events,0,0,0,0
3079193758,AWS Secrets Manager,0.15,0.16,0.15,1.06
3079193758,Amazon Simple Storage Service,10.74,10.59,11.56,73.47
3079193758,Amazon Kinesis Firehose,34.29,35.73,33.99,238.29
3079193758,AWS CloudTrail,0,0,0,0
3079193758,Amazon DynamoDB,16.15,15.97,16.47,113.98
3079193758,AWS X-Ray,0,0,0,0
3079193758,Amazon Location Service,0,0,0,0
3079193758,AmazonCloudWatch,4.12,4.07,4.11,28.87
3079193758,AWS Lambda,4.23,4.24,4.15,29.3
3079193758,AWS Step Functions,0,0,0,0
3079193758,AWS Glue,0,0,0,0
17820698743,AWS Service Catalog,0,0.01,0,0.04
17820698743,EC2 - Other,12.94,12.93,12.93,90.67
17820698743,Amazon Simple Workflow Service,0,0,0,0
17820698743,AWS Cost Explorer,0.02,0.03,0.01,0.15
17820698743,Amazon Simple Queue Service,0,0,0,0
17820698743,Amazon Elastic Compute Cloud - Compute,1.99,1.99,1.92,13.24
17820698743,AWS Key Management Service,0.75,0.75,0.76,5.26
17820698743,Amazon Simple Notification Service,0,0,0,0
17820698743,Amazon EC2 Container Registry (ECR),0.05,0.05,0.05,0.32
17820698743,Amazon Virtual Private Cloud,9.24,9.24,9.24,64.68
17820698743,AWS Secrets Manager,0.08,0.08,0.08,0.56
17820698743,Amazon Simple Storage Service,0,0,0.01,0.01
17820698743,AWS CloudTrail,0,0,0,0
17820698743,Amazon DynamoDB,0.43,0.43,0.43,3.01
17820698743,Amazon Route 53,0,0,0,0
17820698743,AmazonCloudWatch,0.05,0.05,0.05,0.35
17820698743,AWS Step Functions,0,0,0,0
17820698743,Amazon Relational Database Service,0.03,0.03,0.03,0.21
17820698743,AWS Glue,0,0,0,0
21891570382,AWS Service Catalog,0.01,0.01,0,0.05
21891570382,Amazon ElastiCache,44.5,44.5,44.5,311.5
21891570382,EC2 - Other,224.01,218.89,221.07,1567.97
21891570382,Amazon Simple Workflow Service,0,0,0,0
21891570382,Amazon Elastic Load Balancing,5.41,5.62,5.58,37.38
21891570382,AWS Cost Explorer,0.02,0.03,0.01,0.15
21891570382,Amazon Simple Queue Service,0,0,0,0
21891570382,Amazon Elastic Compute Cloud - Compute,290.52,277.39,279.54,1968.94
21891570382,AWS Key Management Service,0.21,0.21,0.21,1.47
21891570382,Amazon Simple Notification Service,0,0,0,0
21891570382,Amazon EC2 Container Registry (ECR),1.69,1.69,1.69,11.83
21891570382,Amazon Virtual Private Cloud,14.01,14,13.96,97.87
21891570382,AWS Secrets Manager,0.18,0.19,0.19,1.32
21891570382,Amazon Elastic MapReduce,35.05,36.49,40.72,258.82
21891570382,Amazon Simple Storage Service,0.8,0.82,0.72,9.08
21891570382,AWS CloudTrail,0,0,0,0
21891570382,Amazon DynamoDB,1.57,1.57,1.56,10.98
21891570382,Amazon Elastic Container Service for Kubernetes,26.15,16.8,16.8,174.95
21891570382,Amazon Route 53,0.18,0.18,0.18,1.24
21891570382,AmazonCloudWatch,7.51,6.95,7.04,49.19
21891570382,AWS Lambda,0,0,0,0
21891570382,AWS Step Functions,0,0,0,0
21891570382,Amazon Relational Database Service,62.67,62.67,62.67,438.69
21891570382,AWS Glue,0,0,0,0
28914776520,AWS Service Catalog,0.02,0.03,0.01,0.13
28914776520,AWS Backup,0,0,0,1.49
28914776520,EC2 - Other,151.28,147.18,140.98,1086.91
28914776520,Amazon Simple Workflow Service,0,0,0,0
28914776520,Amazon Elastic Load Balancing,28.2,28.68,29.89,200.76
28914776520,AWS Cost Explorer,0.12,0.14,0.13,0.99
28914776520,Amazon Simple Queue Service,0.95,0.92,1.01,6.6
28914776520,Amazon Elastic Compute Cloud - Compute,169.28,169.2,175.93,1214.79
28914776520,AWS Key Management Service,0.04,0.04,0.04,0.28
28914776520,Amazon Simple Notification Service,0,0,0,0
28914776520,Amazon EC2 Container Registry (ECR),0.14,0.14,0.14,0.98
28914776520,Amazon Virtual Private Cloud,19.81,19.89,20.14,139.58
28914776520,CloudWatch Events,0,0,0,0
28914776520,AWS Secrets Manager,0.03,0.03,0.03,0.21
28914776520,Amazon Simple Storage Service,25.33,25.39,25.46,174.76
28914776520,AWS CloudTrail,0,0,0,0
28914776520,Amazon DynamoDB,0.09,0.09,0.09,0.63
28914776520,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
28914776520,Amazon Route 53,0,0,0,0
28914776520,AWS Config,2.52,2.15,2.57,14
28914776520,AmazonCloudWatch,9.16,9.13,9.12,64.08
28914776520,Amazon Elastic File System,0.01,0.01,0.01,0.07
28914776520,AWS Lambda,0,0,0,0
28914776520,AWS Step Functions,0,0,0,0
28914776520,AWS Direct Connect,9.71,9.72,9.75,68.14
28914776520,AWS Glue,0,0,0,0
28914776520,AWS Network Firewall,37.98,37.98,37.98,265.85
54736913503,AWS Service Catalog,0.01,0.01,0,0.06
54736913503,AWS Backup,0,0,0,0
54736913503,Amazon ElastiCache,2.01,2.01,2.01,14.08
54736913503,EC2 - Other,11.68,11.61,11.66,81.12
54736913503,Amazon Simple Workflow Service,0,0,0,0
54736913503,Amazon Elastic Load Balancing,3.56,3.56,3.56,24.86
54736913503,AWS Cost Explorer,0.04,0.07,0.05,0.42
54736913503,Amazon Simple Queue Service,0,0,0,0
54736913503,Amazon Elastic Compute Cloud - Compute,7.5,7.5,7.5,51.4
54736913503,AWS Key Management Service,0.14,0.14,0.14,0.98
54736913503,Amazon Simple Notification Service,0,0,0,0
54736913503,Amazon EC2 Container Registry (ECR),2.86,2.86,2.86,20.02
54736913503,Amazon Virtual Private Cloud,15.19,15.2,15.21,105.87
54736913503,CloudWatch Events,0,0,0,0
54736913503,AWS Secrets Manager,0,0,0,0
54736913503,Amazon Simple Storage Service,0.04,0.04,0.05,0.27
54736913503,AWS CloudTrail,0,0,0,0
54736913503,Amazon DynamoDB,0.21,0.21,0.21,1.47
54736913503,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
54736913503,AmazonCloudWatch,0.11,0.11,0.11,0.77
54736913503,Amazon Elastic File System,0,0,0,0
54736913503,AWS Lambda,0,0,0,0
54736913503,AWS Step Functions,0,0,0,0
54736913503,AWS Glue,0,0,0,0
54736913503,Amazon CloudFront,0,0,0,0
64619502227,AWS Service Catalog,0.01,0.02,0.01,0.08
64619502227,EC2 - Other,34.21,33.87,34.5,237.08
64619502227,Amazon Simple Workflow Service,0,0,0,0
64619502227,Amazon Elastic Load Balancing,7.57,7.59,7.58,52.64
64619502227,AWS Cost Explorer,0.08,0.11,0.09,0.57
64619502227,Amazon Simple Queue Service,0,0,0,0
64619502227,Amazon Elastic Compute Cloud - Compute,23.76,23.63,23.46,164.59
64619502227,AWS Key Management Service,0.24,0.24,0.24,1.68
64619502227,Amazon Simple Notification Service,0,0,0,0
64619502227,Amazon EC2 Container Registry (ECR),1.5,1.5,1.51,10.51
64619502227,Amazon Virtual Private Cloud,21.37,21.3,21.3,149.05
64619502227,CloudWatch Events,0,0,0,0
64619502227,AWS Secrets Manager,1.1,1.15,1.16,8.01
64619502227,Amazon Simple Storage Service,1.1,1.19,1.13,7.36
64619502227,AWS CloudTrail,0,0,0,0
64619502227,Amazon DynamoDB,0,0,0,0
64619502227,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
64619502227,Amazon Route 53,0,0,0,0
64619502227,AmazonCloudWatch,10.75,10.79,11.07,72.32
64619502227,Amazon Elastic File System,0.04,0.04,0.03,0.27
64619502227,AWS Lambda,0,0,0,0
64619502227,AWS Step Functions,0,0,0,0
64619502227,AWS Glue,0.06,0.1,0.06,0.61
66548792077,AWS Service Catalog,0.11,0.21,0.08,1.09
66548792077,AWS Backup,0,0,0,0
66548792077,EC2 - Other,7.17,7.26,7.18,50.05
66548792077,Amazon Simple Workflow Service,0,0,0,0
66548792077,AWS IoT,0.01,0.03,0.02,0.09
66548792077,AWS IoT Device Defender,0.03,0.03,0.06,0.23
66548792077,Amazon Glacier,0,0,0,0
66548792077,Amazon Elastic Load Balancing,4.04,4.05,4.06,28.35
66548792077,AWS Cost Explorer,0.09,0.09,0.07,0.59
66548792077,AWS IoT Device Management,0.02,0.05,0.02,0.15
66548792077,Amazon Elastic Compute Cloud - Compute,10.94,10.94,10.94,74.26
66548792077,Amazon Simple Queue Service,0.99,0.99,0.99,6.92
66548792077,AWS Key Management Service,0.07,0.07,0.07,0.49
66548792077,Amazon Simple Notification Service,0,0,0,0
66548792077,Amazon EC2 Container Registry (ECR),1.15,1.16,1.16,8.05
66548792077,Amazon Virtual Private Cloud,12.94,12.9,12.83,90.4
66548792077,CloudWatch Events,0,0,0,0
66548792077,AWS IoT Analytics,0,0,0,0
66548792077,AWS Secrets Manager,1.01,1.06,1.07,7.38
66548792077,Amazon Simple Storage Service,0.27,0.28,0.28,1.93
66548792077,AWS CloudTrail,0,0,0,0
66548792077,Amazon DynamoDB,0.1,0.1,0.1,0.7
66548792077,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
66548792077,Amazon Kinesis Firehose,0,0,0,0
66548792077,AmazonCloudWatch,0.23,0.23,0.23,1.59
66548792077,Amazon Elastic File System,0,0,0,0
66548792077,AWS Lambda,0,0,0,0
66548792077,AWS Step Functions,0,0,0,0
66548792077,AWS Glue,0,0,0,0
66548792077,Amazon Bedrock,0,0.31,0,0.51
66636274316,AWS Service Catalog,0.01,0.02,0.01,0.11
66636274316,EC2 - Other,19.23,17.07,17.06,133.63
66636274316,Amazon Simple Workflow Service,0,0,0,0
66636274316,Amazon Elastic Load Balancing,6.21,6.12,6.07,43.02
66636274316,AWS Cost Explorer,0.06,0.07,0.05,0.43
66636274316,Amazon Simple Queue Service,0,0,0,0
66636274316,Amazon Elastic Compute Cloud - Compute,29.08,26.66,26.45,186.5
66636274316,AWS Key Management Service,0,0.01,0.01,0.02
66636274316,Amazon Simple Notification Service,0,0,0,0
66636274316,Amazon EC2 Container Registry (ECR),0.09,0.09,0.09,0.63
66636274316,Amazon Virtual Private Cloud,11.72,11.72,11.72,82.04
66636274316,CloudWatch Events,0,0,0,0
66636274316,AWS Secrets Manager,0.01,0.01,0.01,0.07
66636274316,Amazon Simple Storage Service,10.69,10.49,10.18,175.05
66636274316,AWS CloudTrail,0,0,0,0
66636274316,Amazon DynamoDB,0.16,0.16,0.16,1.12
66636274316,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
66636274316,Amazon Lightsail,8.32,8.32,8.32,58.24
66636274316,AmazonCloudWatch,0.71,0.71,0.71,4.93
66636274316,AWS Lambda,0,0,0,0
66636274316,AWS Step Functions,0,0,0,0
66636274316,AWS Glue,0,0,0,0
66636274316,Amazon CloudFront,0,0.01,0,0.04
68930846606,AWS Service Catalog,0.01,0.01,0,0.06
68930846606,AWS Backup,0,0,0,0
68930846606,EC2 - Other,43.49,43.53,43.5,304.7
68930846606,Amazon Simple Workflow Service,0,0,0,0
68930846606,Amazon Elastic Load Balancing,5.34,5.34,5.27,37.77
68930846606,AWS Cost Explorer,0.04,0.07,0.05,0.42
68930846606,Amazon Simple Email Service,0.75,1.09,0.64,6.08
68930846606,Amazon Simple Queue Service,0,0,0,0
68930846606,Amazon Elastic Compute Cloud - Compute,61.67,61.67,61.67,432.68
68930846606,AWS Key Management Service,0,0,0.01,0.01
68930846606,Amazon Simple Notification Service,0,0,0,0
68930846606,Amazon EC2 Container Registry (ECR),0,0,0,0
68930846606,Amazon Virtual Private Cloud,8.1,8.11,8.09,56.69
68930846606,AWS Secrets Manager,0.3,0.31,0.31,2.08
68930846606,Amazon API Gateway,0.06,0.05,0.04,0.4
68930846606,Amazon Simple Storage Service,1.19,1.2,1.2,8.32
68930846606,AWS CloudTrail,0,0,0,0
68930846606,Amazon DynamoDB,0.02,0.02,0.02,0.14
68930846606,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
68930846606,Amazon Route 53,0.01,0.01,0.01,0.07
68930846606,AmazonCloudWatch,0.68,0.66,0.64,4.67
68930846606,Amazon Elastic File System,0,0,0,0
68930846606,AWS Step Functions,0,0,0,0
68930846606,AWS Glue,0,0,0,0
72401294672,AWS Service Catalog,0.01,0.01,0,0.06
72401294672,AWS Backup,7.62,7.62,7.62,53.34
72401294672,Amazon ElastiCache,0.06,0.06,0.06,0.42
72401294672,Amazon Simple Workflow Service,0,0,0,0
72401294672,AWS Cost Explorer,0.05,0.07,0.05,0.43
72401294672,Amazon Simple Queue Service,0,0,0,0
72401294672,AWS Key Management Service,0.51,0.52,0.53,3.6
72401294672,Amazon Simple Notification Service,0,0,0,0
72401294672,Amazon Virtual Private Cloud,7.21,7.21,7.21,50.47
72401294672,AWS Secrets Manager,0,0,0,0
72401294672,Amazon Simple Storage Service,203.51,203.4,203.47,1423.19
72401294672,AWS CloudTrail,0,0,0,0
72401294672,Amazon DynamoDB,0.11,0.11,0.11,0.77
72401294672,Amazon Route 53,0,0,0,0
72401294672,AWS Config,0.02,0.02,0.03,0.14
72401294672,AmazonCloudWatch,2.21,2.21,2.21,15.47
72401294672,AWS Lambda,0,0,0,0
72401294672,AWS Step Functions,0,0,0,0
72401294672,Amazon Relational Database Service,0,0,0,0
72401294672,AWS Glue,0,0,0,0
75790327284,AWS Service Catalog,0.01,0.01,0,0.05
75790327284,Amazon ElastiCache,0.35,0.35,0.35,2.45
75790327284,EC2 - Other,820.34,797.97,829.67,5639.03
75790327284,Amazon Simple Workflow Service,0,0,0,0
75790327284,Amazon Elastic Load Balancing,188.81,189.51,191.64,1364.27
75790327284,AWS Cost Explorer,0.25,0.16,0.13,1.87
75790327284,Amazon Simple Queue Service,0.01,0.01,0.01,0.05
75790327284,Amazon Elastic Compute Cloud - Compute,1214.16,1165.87,1241.41,8564.3
75790327284,AWS Key Management Service,3.57,3.58,3.59,25.04
75790327284,Amazon Simple Notification Service,0,0,0,0
75790327284,Amazon EC2 Container Registry (ECR),15.72,15.72,15.72,110.04
75790327284,Amazon Virtual Private Cloud,32.83,32.85,32.84,231.08
75790327284,CloudWatch Events,0,0,0,0
75790327284,AWS Secrets Manager,0.69,0.72,0.73,5.02
75790327284,Amazon Elastic MapReduce,475.49,456.42,495.88,3422.44
75790327284,Amazon QuickSight,3.2,3.2,3.2,22.4
75790327284,AWS CloudTrail,0,0,0,0
75790327284,Amazon DynamoDB,7.33,7.33,7.33,51.31
75790327284,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
75790327284,Amazon Simple Storage Service,706.69,718.24,713.01,4956.36
75790327284,Amazon Route 53,0.17,0.14,0.18,1.15
75790327284,Amazon Redshift,0.03,0.03,0.03,0.21
75790327284,Amazon Location Service,0,0,0,0
75790327284,AmazonCloudWatch,4.84,4.83,4.81,33.84
75790327284,Amazon Elastic File System,0.51,0.51,0.51,3.57
75790327284,AWS Lambda,3.04,3.59,3.63,13.17
75790327284,AWS Step Functions,0,0,0,0
75790327284,AWS CodeArtifact,0,0,0,0
75790327284,Amazon Relational Database Service,33.29,33.29,33.29,233.03
75790327284,AWS Glue,1.59,1.6,1.66,11.28
90436275138,AWS Service Catalog,0.01,0.01,0,0.06
90436275138,EC2 - Other,50.02,46.98,48.3,337.51
90436275138,Amazon Simple Workflow Service,0,0,0,0
90436275138,AWS WAF,0.3,0.33,0.33,1.29
90436275138,Amazon Elastic Load Balancing,11.49,11.54,11.49,80.94
90436275138,AWS Cost Explorer,0.07,0.06,0.05,0.44
90436275138,Amazon Simple Queue Service,0,0,0,0
90436275138,Amazon Elastic Compute Cloud - Compute,55.96,56.53,56.89,378.96
90436275138,AWS Key Management Service,0,0,0.01,0.01
90436275138,Amazon Simple Notification Service,0,0,0,0
90436275138,Amazon EC2 Container Registry (ECR),2.3,2.31,2.31,16.12
90436275138,Amazon Virtual Private Cloud,39.66,39.57,39.57,276.86
90436275138,CloudWatch Events,0,0,0,0
90436275138,AWS Secrets Manager,1.34,1.41,1.42,9.77
90436275138,Amazon Simple Storage Service,2.2,2.72,1.74,16.22
90436275138,AWS CloudTrail,0,0,0,0
90436275138,Amazon Elastic Container Service for Kubernetes,7.2,7.2,7.2,50.4
90436275138,Amazon DevOps Guru,0,0,0,0
90436275138,AmazonCloudWatch,1.66,1.66,1.66,11.05
90436275138,AWS Lambda,0,0,0,0
90436275138,AWS Step Functions,0,0,0,0
90436275138,Amazon Relational Database Service,0.08,0.08,0.08,0.56
90436275138,AWS Glue,0,0,0,0
90436275138,Amazon CloudFront,0.02,0.02,0.02,0.16
97001033170,AWS Service Catalog,0.02,0.02,0.01,0.13
97001033170,EC2 - Other,43.87,44.31,43.89,315.19
97001033170,Amazon Simple Workflow Service,0,0,0,0
97001033170,Amazon Elastic Load Balancing,4.74,4.81,4.71,33.31
97001033170,AWS Cost Explorer,0.07,0.07,0.05,0.45
97001033170,Amazon Simple Queue Service,0,0,0,0
97001033170,Amazon Elastic Compute Cloud - Compute,49.28,50.33,49.12,315
97001033170,AWS Key Management Service,0.1,0.11,0.11,0.72
97001033170,Amazon Simple Notification Service,0,0,0,0
97001033170,Amazon Virtual Private Cloud,10.32,10.32,10.34,72.49
97001033170,CloudWatch Events,0,0,0,0
97001033170,AWS Secrets Manager,0,0,0,0
97001033170,Amazon Simple Storage Service,1.31,1.65,1.63,16.54
97001033170,AWS CloudTrail,0,0,0,0
97001033170,Amazon DynamoDB,0.21,0.21,0.21,1.47
97001033170,Amazon Route 53,0,0,0,0
97001033170,AmazonCloudWatch,0.42,0.42,0.43,2.97
97001033170,AWS Lambda,0,0,0,0
97001033170,AWS Step Functions,0,0,0,0
97001033170,Amazon Relational Database Service,0.32,0.32,0.32,2.24
97001033170,AWS Glue,0,0,0,0
116631508635,AWS Key Management Service,0.14,0.14,0.14,0.98
116631508635,Amazon Route 53,0,0,0,0
116631508635,AWS Service Catalog,0,0.01,0,0.04
116631508635,Amazon Simple Notification Service,0,0,0,0
116631508635,Amazon EC2 Container Registry (ECR),0.07,0.07,0.07,0.49
116631508635,Amazon Virtual Private Cloud,0.12,0.12,0.12,0.84
116631508635,AmazonCloudWatch,0.06,0.06,0.06,0.42
116631508635,EC2 - Other,1.12,1.12,1.12,7.84
116631508635,Amazon Simple Workflow Service,0,0,0,0
116631508635,AWS Step Functions,0,0,0,0
116631508635,Amazon Relational Database Service,0.14,0.14,0.14,0.98
116631508635,Amazon Simple Storage Service,0.01,0.01,0.01,0.07
116631508635,AWS Secrets Manager,0.08,0.08,0.08,0.56
116631508635,AWS Glue,0,0,0,0
116631508635,AWS Systems Manager,0.1,0.1,0.1,0.7
116631508635,AWS Cost Explorer,0.04,0.06,0.05,0.41
116631508635,Amazon Simple Queue Service,0,0,0,0
116631508635,AWS CloudTrail,0,0,0,0
127247839315,AWS Service Catalog,0.01,0.01,0,0.06
127247839315,AWS Backup,9.25,9.26,9.27,64.74
127247839315,EC2 - Other,22.71,23.06,22.96,157.62
127247839315,Amazon Simple Workflow Service,0,0,0,0
127247839315,Amazon Elastic Load Balancing,3.73,3.68,3.45,23.47
127247839315,AWS Cost Explorer,0.04,0.06,0.05,0.41
127247839315,Amazon Simple Email Service,4.21,3.83,3.62,21.73
127247839315,Amazon Simple Queue Service,0,0,0,0
127247839315,Amazon Elastic Compute Cloud - Compute,37.66,36.4,37.03,260.25
127247839315,AWS Key Management Service,0,0.01,0.01,0.02
127247839315,Amazon Simple Notification Service,0,0,0,0
127247839315,Amazon Virtual Private Cloud,6.01,6.02,6.01,42.08
127247839315,AWS Secrets Manager,0,0,0,0
127247839315,Amazon Simple Storage Service,0,0,0.01,0.01
127247839315,AWS CloudTrail,0,0,0,0
127247839315,AmazonCloudWatch,0.08,0.08,0.08,0.56
127247839315,Amazon Elastic File System,8.24,8.24,8.24,57.42
127247839315,AWS Lambda,0.01,0.01,0.01,0.07
127247839315,AWS Step Functions,0,0,0,0
127247839315,Amazon Relational Database Service,0,0,0,0
127247839315,AWS Glue,0,0,0,0
130653941854,AWS Key Management Service,0,0.01,0.01,0.02
130653941854,AWS Service Catalog,0.01,0.01,0,0.06
130653941854,Amazon Simple Notification Service,0,0,0,0
130653941854,AWS Backup,0.13,0.13,0.13,0.91
130653941854,Amazon EC2 Container Registry (ECR),0,0,0,0.47
130653941854,Amazon Virtual Private Cloud,0.48,0.48,0.48,3.36
130653941854,AmazonCloudWatch,0.01,0.01,0.01,0.07
130653941854,AWS Lambda,0,0,0,0
130653941854,Amazon Simple Workflow Service,0,0,0,0
130653941854,AWS Step Functions,0,0,0,0
130653941854,Amazon Simple Storage Service,0.61,0.61,0.62,5
130653941854,AWS Glue,0,0,0,0
130653941854,AWS Secrets Manager,0.06,0.07,0.07,0.48
130653941854,AWS Cost Explorer,0.04,0.06,0.05,0.41
130653941854,Amazon Simple Queue Service,0,0,0,0
130653941854,AWS CloudTrail,0,0,0,0
131752971524,AWS Service Catalog,0,0.01,0,0.05
131752971524,AWS Backup,0.34,0.34,0.34,2.38
131752971524,EC2 - Other,26.27,26.82,26.73,177.7
131752971524,Amazon Simple Workflow Service,0,0,0,0
131752971524,Amazon Elastic Load Balancing,2.37,2.35,2.36,16.53
131752971524,AWS Cost Explorer,0.08,0.12,0.11,0.79
131752971524,Amazon Simple Queue Service,0,0,0,0
131752971524,Amazon Elastic Compute Cloud - Compute,59.74,61.63,59.64,407.32
131752971524,AWS Key Management Service,0,0.01,0.01,0.02
131752971524,Amazon Simple Notification Service,0,0,0,0
131752971524,Amazon EC2 Container Registry (ECR),0.07,0.07,0.07,0.49
131752971524,Amazon Virtual Private Cloud,19.11,19.1,19.09,133.59
131752971524,CloudWatch Events,0,0,0,0
131752971524,AWS Secrets Manager,0.13,0.13,0.14,0.92
131752971524,Amazon Simple Storage Service,0.08,0.08,0.08,0.53
131752971524,AWS CloudTrail,0,0,0,0
131752971524,AmazonCloudWatch,1.38,1.4,1.37,9.26
131752971524,Amazon Elastic File System,0.28,0.28,0.27,1.9
131752971524,AWS Lambda,0,0,0,0
131752971524,AWS Step Functions,0,0,0,0
131752971524,AWS Glue,0,0,0,0
135329050410,AWS Service Catalog,0.01,0.01,0,0.06
135329050410,EC2 - Other,13.88,13.43,13.29,96.29
135329050410,Amazon Simple Workflow Service,0,0,0,0
135329050410,Amazon Elastic Load Balancing,3.48,3.48,3.48,24.34
135329050410,AWS Cost Explorer,0.07,0.08,0.07,0.54
135329050410,Amazon Simple Queue Service,0,0,0,0
135329050410,Amazon Elastic Compute Cloud - Compute,9.28,8.84,8.84,61.76
135329050410,AWS Key Management Service,0,0,0.01,0.01
135329050410,Amazon Simple Notification Service,0,0,0,0
135329050410,Amazon EC2 Container Registry (ECR),0.02,0.02,0.02,0.14
135329050410,Amazon Virtual Private Cloud,17.96,17.96,17.96,125.7
135329050410,CloudWatch Events,0,0,0,0
135329050410,AWS Secrets Manager,0.04,0.04,0.04,0.28
135329050410,Amazon Simple Storage Service,1.34,1.35,1.35,9.3
135329050410,AWS CloudTrail,0,0,0,0
135329050410,Amazon DynamoDB,0.21,0.21,0.21,1.47
135329050410,Amazon Route 53,0,0,0,0
135329050410,AmazonCloudWatch,0.37,0.36,0.36,2.51
135329050410,AWS Lambda,0,0,0,0
135329050410,AWS Step Functions,0,0,0,0
135329050410,AWS Glue,0,0,0,0
153518195166,AWS Service Catalog,0.01,0.01,0,0.06
153518195166,EC2 - Other,6.08,6.08,6.08,42.56
153518195166,Amazon Simple Workflow Service,0,0,0,0
153518195166,AWS Cost Explorer,0.04,0.05,0.03,0.3
153518195166,Amazon Simple Queue Service,0,0,0,0
153518195166,Amazon Elastic Compute Cloud - Compute,0,0,0,0
153518195166,AWS Key Management Service,0.41,0.41,0.41,2.87
153518195166,Amazon Simple Notification Service,0,0,0,0
153518195166,Amazon EC2 Container Registry (ECR),0.05,0.05,0.05,0.35
153518195166,Amazon Virtual Private Cloud,14.16,14.16,14.16,99.12
153518195166,AWS Secrets Manager,0.05,0.05,0.05,0.35
153518195166,Amazon Simple Storage Service,0.13,0.13,0.13,0.91
153518195166,AWS X-Ray,0,0,0,0
153518195166,AWS CloudTrail,0,0,0,0
153518195166,Amazon DynamoDB,0,0,0,0
153518195166,Amazon Route 53,11.99,12,12,83.98
153518195166,AWS Systems Manager,0,0,0,0
153518195166,AmazonCloudWatch,0,0,0,0
153518195166,AWS Lambda,0.01,0.01,0.01,0.07
153518195166,AWS CloudFormation,0,0,0,0
153518195166,AWS Step Functions,0,0,0,0
153518195166,Amazon Relational Database Service,0.03,0.03,0.03,0.21
153518195166,AWS Glue,0,0,0,0
153518195166,Amazon Macie,0.07,0.07,0.07,0.49
161115069565,AWS Key Management Service,0.3,0.31,0.31,2.12
161115069565,AWS Service Catalog,0.01,0.01,0,0.06
161115069565,Amazon Simple Notification Service,0,0,0,0
161115069565,Amazon Virtual Private Cloud,41.48,41.46,41.45,290.12
161115069565,AmazonCloudWatch,0,0,0,0
161115069565,EC2 - Other,382.79,382.74,382.43,2679.09
161115069565,Amazon Simple Workflow Service,0,0,0,0
161115069565,AWS Step Functions,0,0,0,0
161115069565,Amazon Macie,0.03,0.03,0.03,0.21
161115069565,Amazon Elastic Compute Cloud - Compute,144.77,145.01,145.11,1014.24
161115069565,Amazon Simple Storage Service,3.01,3.01,2.99,21.07
