account_id,service_name,2025-04-23,2025-04-24,2025-04-25,total_cost
952840895893,Amazon Elastic Load Balancing,2.41,2.41,2.39,16.74
952840895893,AWS Service Catalog,0.02,0.02,0.01,0.12
954976288980,Amazon Simple Queue Service,0.26,0.25,0.26,1.63
954976288980,AWS CodePipeline,0.08,0.07,0.04,0.41
954976288980,AWS Cost Explorer,0.03,0.02,0.01,0.16
954976288980,AWS WAF,1.33,1.33,1.33,9.31
954976288980,Amazon Simple Storage Service,0.01,0.01,0.01,0.07
954976288980,Amazon Simple Workflow Service,0,0,0,0
954976288980,Amazon Simple Notification Service,0,0,0,0
954976288980,Amazon ElastiCache,6.05,6.05,6.05,42.35
954976288980,AWS Secrets Manager,0,0,0,0
954976288980,AmazonCloudWatch,1.08,1.07,1.08,7.53
954976288980,AWS CloudTrail,0,0,0,0
954976288980,AWS Key Management Service,0,0,0,0
954976288980,AWS Lambda,2.25,2.25,2.27,15.81
954976288980,CodeBuild,0.1,0.16,0.06,0.82
954976288980,EC2 - Other,5.08,5.05,5.07,35.54
954976288980,Amazon EC2 Container Registry (ECR),0.01,0.01,0.01,0.07
954976288980,Amazon MemoryDB,2.93,2.93,2.93,20.51
954976288980,AWS Glue,0,0,0,0
954976288980,AWS Amplify,1.89,1.66,1.67,11.93
954976288980,AWS Step Functions,0,0,0,0
954976288980,Amazon Elastic Compute Cloud - Compute,3.03,3.03,3.03,21.22
954976288980,Amazon Virtual Private Cloud,7.07,7.07,7.07,49.49
954976288980,AWS CloudFormation,0,0,0,0
954976288980,Amazon Elastic Load Balancing,1.72,1.72,1.72,12.04
954976288980,MongoDB Atlas (pay-as-you-go),14,7,19,90
954976288980,Amazon Glacier,0,0,0,0
954976288980,AWS Service Catalog,0.08,0.15,0.07,0.64
968032760053,AWS Service Catalog,0.18,0.19,0.07,1.1
968032760053,AWS Backup,0.09,0.09,0.09,0.63
968032760053,Amazon ElastiCache,69.72,69.73,69.85,552.17
968032760053,EC2 - Other,1660.08,1668.32,1672.66,11710.45
968032760053,Amazon Simple Workflow Service,0,0,0,0
968032760053,Amazon Glacier,0,0,0,0
968032760053,Amazon SimpleDB,0,0,0,0
968032760053,Amazon Elastic Load Balancing,49.12,49.47,49.04,345.7
968032760053,AWS Cost Explorer,0.96,0.99,0.97,7
968032760053,Amazon Simple Queue Service,0.08,0.1,0.1,0.6
968032760053,Amazon Elastic Compute Cloud - Compute,1840.45,1847.99,1774.41,12823.37
968032760053,AWS Key Management Service,2.83,2.84,2.85,19.84
968032760053,Amazon Simple Notification Service,0,0,0,0
968032760053,Amazon EC2 Container Registry (ECR),11.07,11.96,9.27,73.61
968032760053,Amazon SageMaker,132.86,134.08,130.28,907.23
968032760053,Amazon Virtual Private Cloud,61.52,61.58,61.57,430.7
968032760053,CloudWatch Events,0,0,0,0
968032760053,AWS Identity and Access Management Access Analyzer,0.2,0,0.2,0.4
968032760053,AWS Secrets Manager,0.67,0.7,0.71,4.88
968032760053,Amazon Elastic MapReduce,441.7,444.72,445.36,3091.84
968032760053,Amazon QuickSight,10.4,10.4,10.4,72.8
968032760053,AWS CloudTrail,0,0,0,0
968032760053,Amazon DynamoDB,3.99,3.99,3.98,28.25
968032760053,Amazon Elastic Container Service for Kubernetes,52.8,52.8,52.8,414.6
968032760053,Amazon Simple Storage Service,390.25,346.79,249.83,2028.2
968032760053,Amazon FSx,0,0,0,0
968032760053,Amazon Route 53,0.6,0.6,0.61,4.17
968032760053,Amazon Athena,0.02,0.3,0.07,0.44
968032760053,Amazon Location Service,0,0,0,0
968032760053,AWS Systems Manager,0,0,0,0
968032760053,AmazonCloudWatch,103.69,103.58,103.48,732.87
968032760053,Amazon Elastic File System,11.99,11.99,11.99,83.93
968032760053,AWS Lambda,0,0,0.01,0.03
968032760053,AWS CloudFormation,0,0,0,0
968032760053,AWS Step Functions,0,0,0,0
968032760053,AWS CodeArtifact,0,0,0,0
968032760053,Amazon Relational Database Service,93.52,93.71,97.69,775.14
968032760053,AWS Glue,1.49,1.34,1.38,9.76
975049957371,AWS Service Catalog,0.01,0.01,0,0.06
975049957371,EC2 - Other,41.4,45.39,44.35,334.83
975049957371,Amazon Simple Workflow Service,0,0,0,0
975049957371,AWS Cost Explorer,0.22,0.1,0.09,1.22
975049957371,Amazon Simple Queue Service,0,0,0,0
975049957371,Amazon Elastic Compute Cloud - Compute,324.01,343.75,320.62,2488.99
975049957371,AWS Key Management Service,0,0,0,0
975049957371,Amazon Simple Notification Service,0,0,0,0
975049957371,Amazon Virtual Private Cloud,3.95,3.95,3.95,27.67
975049957371,CloudWatch Events,0,0,0,0
975049957371,AWS Secrets Manager,0,0,0,0
975049957371,Amazon Elastic MapReduce,179.28,184.8,180.2,1346.92
975049957371,Amazon Simple Storage Service,251.87,240.06,225.84,1586.88
975049957371,AWS CloudTrail,0,0,0,0
975049957371,Amazon DynamoDB,0.02,0.02,0.02,0.14
975049957371,AmazonCloudWatch,0.1,0.1,0.1,0.7
975049957371,AWS CloudFormation,0,0,0,0
975049957371,AWS Step Functions,0,0,0,0
975049957371,AWS Glue,0,0,0,0
984308723723,AWS Service Catalog,0.01,0.02,0.01,0.09
984308723723,AWS Backup,1.03,1.03,1.03,7.18
984308723723,Amazon ElastiCache,1.67,1.67,1.68,11.72
984308723723,AWS End User Messaging,0.31,0.07,0.07,1.37
984308723723,EC2 - Other,77.12,77.13,77.15,540.1
984308723723,Amazon Simple Workflow Service,0,0,0,0
984308723723,Amazon Elastic Load Balancing,12.15,12.27,12.41,85.68
984308723723,AWS Cost Explorer,0.07,0.07,0.05,0.44
984308723723,Amazon Simple Email Service,4.49,4.7,3.94,25.39
984308723723,Amazon Simple Queue Service,0.21,0.22,0.22,1.46
984308723723,Amazon Elastic Compute Cloud - Compute,70.71,70.57,69.63,483.43
984308723723,AWS Key Management Service,0.01,0.01,0.01,0.06
984308723723,Amazon Simple Notification Service,0.07,0.08,0.07,0.47
984308723723,Amazon EC2 Container Registry (ECR),0.02,0.02,0.02,0.14
984308723723,Amazon Virtual Private Cloud,17.32,17.32,17.35,121.21
984308723723,AWS Secrets Manager,0.26,0.27,0.27,1.88
984308723723,Amazon Simple Storage Service,1.26,1.26,1.25,8.84
984308723723,AWS CloudTrail,0,0,0,0
984308723723,Amazon DynamoDB,0.63,0.64,0.64,4.43
984308723723,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
984308723723,Amazon Route 53,7.32,16.04,7.33,59.91
984308723723,Amazon DevOps Guru,0,0,0,0
984308723723,AmazonCloudWatch,2.59,2.58,2.63,18.07
984308723723,Amazon Elastic File System,1.16,1.14,1.14,7.9
984308723723,AWS Lambda,0.26,0.22,0.22,1.59
984308723723,AWS Step Functions,0,0,0,0
984308723723,Amazon Relational Database Service,16.3,16.38,16.27,114.24
984308723723,AWS Glue,0,0,0,0
984308723723,Amazon CloudFront,0,0,0,0
997924011427,AWS Service Catalog,0.01,0.01,0,0.06
997924011427,Amazon ElastiCache,1.01,1.01,1.01,7.07
997924011427,EC2 - Other,85.07,85.03,84.81,592.4
997924011427,Amazon Simple Workflow Service,0,0,0,0
997924011427,Amazon Elastic Load Balancing,3.66,3.69,3.65,25.48
997924011427,AWS Cost Explorer,0.11,0.13,0.11,0.87
997924011427,Amazon Simple Queue Service,0,0,0,0
997924011427,Amazon Elastic Compute Cloud - Compute,29.45,29.45,29.48,202.19
997924011427,AWS Key Management Service,0.27,0.27,0.28,1.9
997924011427,Amazon Simple Notification Service,0,0,0,0
997924011427,Amazon EC2 Container Registry (ECR),0.8,0.81,0.82,5.67
997924011427,Amazon Virtual Private Cloud,18.55,18.55,18.61,129.81
997924011427,CloudWatch Events,0,0,0,0
997924011427,AWS Secrets Manager,0,0,0,0
997924011427,Amazon Simple Storage Service,0.88,0.99,0.98,6.68
997924011427,AWS CloudTrail,0,0,0,0
997924011427,Amazon DynamoDB,0.26,0.26,0.26,1.82
997924011427,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
997924011427,Amazon Route 53,0.09,0.09,0.09,0.63
997924011427,AmazonCloudWatch,1.91,2.24,1.9,13.53
997924011427,AWS Lambda,0,0,0,0
997924011427,AWS Step Functions,0,0,0,0
997924011427,AWS Glue,0,0,0,0
