account_id,day,spend,service_id
901553615594,2025-04-01,761.4708,1
901553615594,2025-04-01,544.6282,2
901553615594,2025-04-01,262.8488,6
901553615594,2025-04-01,88.1067,4
901553615594,2025-04-01,46.1476,8
901553615594,2025-04-01,40.7836,7
901553615594,2025-04-01,23.4302,20
901553615594,2025-04-01,21.6,32
901553615594,2025-04-01,21.6,18
901553615594,2025-04-01,9.795,34
901553615594,2025-04-01,7.5934,11
901553615594,2025-04-01,4.8983,23
901553615594,2025-04-01,1.2,28
901553615594,2025-04-01,0.4786,13
901553615594,2025-04-01,0.4678,40
901553615594,2025-04-01,0.45,39
901553615594,2025-04-01,0.071,44
901553615594,2025-04-01,1.5047,24
901553615594,2025-04-01,0.0614,42
901553615594,2025-04-01,0.0181,43
901553615594,2025-04-01,0.0,55
901553615594,2025-04-01,0.0035,3
901553615594,2025-04-01,0.001,29
901553615594,2025-04-01,0.0001,68
901553615594,2025-04-01,0.0005,62
901553615594,2025-04-01,0.0,46
901553615594,2025-04-01,0.0,52
901553615594,2025-04-01,0.0,96
901553615594,2025-04-01,0.0,47
901553615594,2025-04-01,0.0,106
901553615594,2025-04-02,765.9979,1
901553615594,2025-04-02,540.0209,2
901553615594,2025-04-02,297.2984,6
901553615594,2025-04-02,89.7956,4
901553615594,2025-04-02,46.1624,8
901553615594,2025-04-02,41.2936,7
901553615594,2025-04-02,23.465,20
901553615594,2025-04-02,21.6,32
901553615594,2025-04-02,21.6,18
901553615594,2025-04-02,10.5425,34
901553615594,2025-04-02,7.8694,11
901553615594,2025-04-02,4.9002,23
901553615594,2025-04-02,1.2,28
901553615594,2025-04-02,0.4786,13
901553615594,2025-04-02,0.4677,40
901553615594,2025-04-02,0.45,39
901553615594,2025-04-02,0.0711,44
901553615594,2025-04-02,0.0047,24
901553615594,2025-04-02,0.0614,42
901553615594,2025-04-02,0.0176,43
901553615594,2025-04-02,0.0105,55
901553615594,2025-04-02,0.0035,3
901553615594,2025-04-02,0.0013,29
901553615594,2025-04-02,0.001,68
901553615594,2025-04-02,0.0004,62
901553615594,2025-04-02,0.0,46
901553615594,2025-04-02,0.0,52
901553615594,2025-04-02,0.0,96
901553615594,2025-04-02,0.0,47
901553615594,2025-04-02,0.0,106
901553615594,2025-04-03,763.1571,1
901553615594,2025-04-03,516.5323,2
901553615594,2025-04-03,283.1304,6
901553615594,2025-04-03,89.9723,4
901553615594,2025-04-03,46.8138,8
901553615594,2025-04-03,40.3756,7
901553615594,2025-04-03,23.578,20
901553615594,2025-04-03,21.6,32
901553615594,2025-04-03,17.973,18
901553615594,2025-04-03,9.7775,34
901553615594,2025-04-03,8.687,11
901553615594,2025-04-03,4.9058,23
901553615594,2025-04-03,1.2,28
901553615594,2025-04-03,0.4786,13
901553615594,2025-04-03,0.4682,40
901553615594,2025-04-03,0.17,39
901553615594,2025-04-03,0.0707,44
901553615594,2025-04-03,0.0023,24
901553615594,2025-04-03,0.0614,42
901553615594,2025-04-03,0.021,43
901553615594,2025-04-03,0.0224,55
