account_id,month,spend
1,service_name,0.0
2,service_name,0.0
3,service_name,0.0
4,service_name,0.0
5,service_name,0.0
6,service_name,0.0
7,service_name,0.0
8,service_name,0.0
9,service_name,0.0
10,service_name,0.0
11,service_name,0.0
12,service_name,0.0
13,service_name,0.0
14,service_name,0.0
15,service_name,0.0
16,service_name,0.0
17,service_name,0.0
18,service_name,0.0
19,service_name,0.0
20,service_name,0.0
21,service_name,0.0
22,service_name,0.0
23,service_name,0.0
24,service_name,0.0
25,service_name,0.0
26,service_name,0.0
27,service_name,0.0
28,service_name,0.0
29,service_name,0.0
30,service_name,0.0
31,service_name,0.0
32,service_name,0.0
33,service_name,0.0
34,service_name,0.0
35,service_name,0.0
36,service_name,0.0
37,service_name,0.0
38,service_name,0.0
39,service_name,0.0
40,service_name,0.0
41,service_name,0.0
42,service_name,0.0
43,service_name,0.0
44,service_name,0.0
45,service_name,0.0
46,service_name,0.0
47,service_name,0.0
48,service_name,0.0
49,service_name,0.0
50,service_name,0.0
51,service_name,0.0
52,service_name,0.0
53,service_name,0.0
54,service_name,0.0
55,service_name,0.0
56,service_name,0.0
57,service_name,0.0
58,service_name,0.0
59,service_name,0.0
60,service_name,0.0
61,service_name,0.0
62,service_name,0.0
63,service_name,0.0
64,service_name,0.0
65,service_name,0.0
66,service_name,0.0
67,service_name,0.0
68,service_name,0.0
69,service_name,0.0
70,service_name,0.0
71,service_name,0.0
72,service_name,0.0
73,service_name,0.0
74,service_name,0.0
75,service_name,0.0
76,service_name,0.0
77,service_name,0.0
78,service_name,0.0
79,service_name,0.0
80,service_name,0.0
81,service_name,0.0
82,service_name,0.0
83,service_name,0.0
84,service_name,0.0
85,service_name,0.0
86,service_name,0.0
87,service_name,0.0
88,service_name,0.0
89,service_name,0.0
90,service_name,0.0
91,service_name,0.0
92,service_name,0.0
93,service_name,0.0
94,service_name,0.0
95,service_name,0.0
96,service_name,0.0
97,service_name,0.0
98,service_name,0.0
99,service_name,0.0
100,service_name,0.0
101,service_name,0.0
102,service_name,0.0
103,service_name,0.0
104,service_name,0.0
105,service_name,0.0
106,service_name,0.0
107,service_name,0.0
108,service_name,0.0
1,Apr-2024,1297942.7709
2,Apr-2024,1203592.9482
3,Apr-2024,831598.5196
4,Apr-2024,450706.9683
5,Apr-2024,226164.0942
6,Apr-2024,102546.8776
7,Apr-2024,93002.6558
8,Apr-2024,71005.5788
9,Apr-2024,0.0
10,Apr-2024,43251.0815
11,Apr-2024,30188.0983
12,Apr-2024,84907.4247
13,Apr-2024,28606.8844
14,Apr-2024,22481.6546
15,Apr-2024,18997.9011
16,Apr-2024,23876.3479
17,Apr-2024,17906.7594
18,Apr-2024,21348.86
19,Apr-2024,13597.342
20,Apr-2024,10351.779
21,Apr-2024,12936.9511
22,Apr-2024,7895.0317
23,Apr-2024,5232.7571
24,Apr-2024,4450.3339
25,Apr-2024,4831.4165
26,Apr-2024,3273.84
27,Apr-2024,2448.739
28,Apr-2024,2237.9217
29,Apr-2024,3117.5411
30,Apr-2024,1077.672
31,Apr-2024,6745.8096
32,Apr-2024,1512.0885
33,Apr-2024,2237.3142
34,Apr-2024,1051.8632
35,Apr-2024,1555.2
36,Apr-2024,0.0513
37,Apr-2024,3241.8372
38,Apr-2024,0.0611
39,Apr-2024,1174.3658
40,Apr-2024,963.8753
41,Apr-2024,1462.7055
42,Apr-2024,934.6714
43,Apr-2024,875.2099
44,Apr-2024,803.4714
45,Apr-2024,613.4483
46,Apr-2024,511.3502
47,Apr-2024,192.2266
48,Apr-2024,416.2099
49,Apr-2024,367.2
50,Apr-2024,2459.181
51,Apr-2024,302.5576
52,Apr-2024,589.7148
53,Apr-2024,0.0
54,Apr-2024,0.8191
55,Apr-2024,10.1045
56,Apr-2024,72.0024
57,Apr-2024,0.0
58,Apr-2024,830.7618
59,Apr-2024,100.8
60,Apr-2024,60.0
61,Apr-2024,52.8857
62,Apr-2024,60.789
63,Apr-2024,133.9201
64,Apr-2024,0.0
65,Apr-2024,0.0
66,Apr-2024,0.0
67,Apr-2024,9.1161
68,Apr-2024,13.1805
69,Apr-2024,2.266
70,Apr-2024,7.2
71,Apr-2024,0.0
72,Apr-2024,0.0
73,Apr-2024,0.0
74,Apr-2024,0.0
75,Apr-2024,3.0578
76,Apr-2024,0.0142
77,Apr-2024,0.0
78,Apr-2024,1.1097
79,Apr-2024,0.0
80,Apr-2024,0.994
81,Apr-2024,0.0001
82,Apr-2024,2.0
83,Apr-2024,7.14
84,Apr-2024,0.0
85,Apr-2024,0.882
86,Apr-2024,0.2926
87,Apr-2024,0.2419
88,Apr-2024,1.2247
89,Apr-2024,0.1053
90,Apr-2024,0.0
91,Apr-2024,0.0324
92,Apr-2024,0.0
93,Apr-2024,0.0
94,Apr-2024,0.0
95,Apr-2024,0.0067
96,Apr-2024,0.0066
97,Apr-2024,0.0
98,Apr-2024,0.0012
99,Apr-2024,0.0
100,Apr-2024,0.0
101,Apr-2024,0.0
102,Apr-2024,0.0
103,Apr-2024,0.0
104,Apr-2024,0.0
105,Apr-2024,0.0
106,Apr-2024,0.0
107,Apr-2024,0.0
108,Apr-2024,0.0
1,May-2024,1268089.9788
2,May-2024,1197027.0565
3,May-2024,716620.7693
4,May-2024,450605.1613
5,May-2024,211732.0976
6,May-2024,103180.0615
7,May-2024,97565.4079
8,May-2024,70854.3711
9,May-2024,3.0335
10,May-2024,44455.9007
11,May-2024,29289.608
12,May-2024,82418.621
13,May-2024,29761.1335
14,May-2024,23194.2015
15,May-2024,21638.9274
16,May-2024,16499.8177
17,May-2024,18247.0823
18,May-2024,17744.7998
19,May-2024,12747.8637
20,May-2024,9383.0063
21,May-2024,13175.4708
22,May-2024,8224.1138
23,May-2024,5567.1685
24,May-2024,4668.5527
25,May-2024,4424.2978
26,May-2024,3382.968
27,May-2024,2531.121
28,May-2024,2241.1474
29,May-2024,2512.424
30,May-2024,1300.372
31,May-2024,900.0405
32,May-2024,1751.6623
33,May-2024,2123.8895
34,May-2024,1190.1932
35,May-2024,1607.04
36,May-2024,75.2518
37,May-2024,968.9415
38,May-2024,0.062
39,May-2024,977.8502
40,May-2024,974.4313
41,May-2024,1130.6421
42,May-2024,868.1244
43,May-2024,2098.4716
44,May-2024,897.9013
45,May-2024,642.1031
46,May-2024,500.1525
47,May-2024,926.7255
48,May-2024,439.1982
49,May-2024,379.44
50,May-2024,1189.225
51,May-2024,312.1618
52,May-2024,858.4569
53,May-2024,0.0
54,May-2024,0.8191
55,May-2024,6.2643
56,May-2024,74.4013
57,May-2024,0.0
58,May-2024,0.8276
59,May-2024,104.16
60,May-2024,60.0
61,May-2024,41.8886
62,May-2024,70.635
63,May-2024,138.3841
64,May-2024,0.0
65,May-2024,0.0
66,May-2024,0.0
67,May-2024,13.812
68,May-2024,15.9967
69,May-2024,2.19
70,May-2024,7.44
71,May-2024,0.0
72,May-2024,9.84
73,May-2024,0.0
74,May-2024,0.0
75,May-2024,3.1598
76,May-2024,0.0142
77,May-2024,0.0
78,May-2024,2.1702
79,May-2024,0.0
80,May-2024,0.992
81,May-2024,0.0001
82,May-2024,3.0
83,May-2024,0.0
84,May-2024,0.0
85,May-2024,0.816
86,May-2024,0.2926
87,May-2024,0.25
88,May-2024,0.1685
89,May-2024,0.0992
90,May-2024,0.0
91,May-2024,0.0314
92,May-2024,0.006
93,May-2024,0.0
94,May-2024,0.0
95,May-2024,0.0069
96,May-2024,0.0069
97,May-2024,0.0
98,May-2024,0.0012
99,May-2024,0.0
100,May-2024,0.0
101,May-2024,0.0
102,May-2024,0.0
103,May-2024,0.0
104,May-2024,0.0
105,May-2024,0.0
106,May-2024,0.0
107,May-2024,0.0
108,May-2024,0.0
1,Jun-2024,1277287.697
2,Jun-2024,1161015.1628
3,Jun-2024,691056.957
4,Jun-2024,430282.9165
5,Jun-2024,213138.1513
6,Jun-2024,98379.7851
7,Jun-2024,111306.6402
8,Jun-2024,69618.1455
9,Jun-2024,9670.44
10,Jun-2024,40348.336
11,Jun-2024,29136.2533
12,Jun-2024,51795.5441
13,Jun-2024,27103.5372
14,Jun-2024,22815.6314
15,Jun-2024,21023.651
16,Jun-2024,15983.9624
17,Jun-2024,16562.168
18,Jun-2024,16413.8334
19,Jun-2024,10302.7001
20,Jun-2024,7483.4083
21,Jun-2024,12817.1388
22,Jun-2024,7390.004
23,Jun-2024,5847.2566
24,Jun-2024,4482.0493
25,Jun-2024,4434.0108
26,Jun-2024,3273.84
27,Jun-2024,2448.0
28,Jun-2024,2307.7419
29,Jun-2024,2426.7048
30,Jun-2024,1289.202
31,Jun-2024,460.4985
32,Jun-2024,1927.6909
33,Jun-2024,2085.2994
34,Jun-2024,1154.9782
35,Jun-2024,1555.2
36,Jun-2024,1971.515
37,Jun-2024,981.4
38,Jun-2024,0.0569
39,Jun-2024,986.6574
40,Jun-2024,983.6234
41,Jun-2024,809.9963
42,Jun-2024,854.1752
43,Jun-2024,1044.0575
44,Jun-2024,847.3815
45,Jun-2024,570.1008
46,Jun-2024,509.7195
47,Jun-2024,2564.9187
48,Jun-2024,428.8527
49,Jun-2024,367.2
50,Jun-2024,77.0582
51,Jun-2024,302.5283
52,Jun-2024,599.4047
53,Jun-2024,0.0
54,Jun-2024,0.8191
55,Jun-2024,22.7017
56,Jun-2024,72.0045
57,Jun-2024,0.0
58,Jun-2024,0.8276
59,Jun-2024,100.8
60,Jun-2024,60.0
61,Jun-2024,35.3022
62,Jun-2024,61.4494
63,Jun-2024,46.314
64,Jun-2024,0.002
65,Jun-2024,61.6
66,Jun-2024,0.0
67,Jun-2024,13.0067
68,Jun-2024,20.0917
69,Jun-2024,38.211
70,Jun-2024,7.2
71,Jun-2024,0.0
72,Jun-2024,28.76
73,Jun-2024,0.0
74,Jun-2024,0.0
75,Jun-2024,3.0315
76,Jun-2024,0.0142
77,Jun-2024,0.0
78,Jun-2024,2.8782
79,Jun-2024,0.0
80,Jun-2024,0.96
81,Jun-2024,0.0001
82,Jun-2024,0.0
83,Jun-2024,0.0
84,Jun-2024,0.0
85,Jun-2024,0.096
86,Jun-2024,0.2926
87,Jun-2024,0.2419
88,Jun-2024,0.1282
89,Jun-2024,0.1025
90,Jun-2024,0.0
91,Jun-2024,0.0411
92,Jun-2024,0.0
93,Jun-2024,0.16
94,Jun-2024,0.0
95,Jun-2024,0.0065
96,Jun-2024,0.0061
97,Jun-2024,0.0
98,Jun-2024,0.0011
99,Jun-2024,0.0
100,Jun-2024,0.0
101,Jun-2024,0.0
102,Jun-2024,0.0
103,Jun-2024,0.0
104,Jun-2024,0.0
105,Jun-2024,0.0
106,Jun-2024,0.0
107,Jun-2024,0.0
108,Jun-2024,0.0
1,Jul-2024,1271483.6963
2,Jul-2024,1163027.4759
3,Jul-2024,682560.249
4,Jul-2024,415843.118
5,Jul-2024,215573.4256
6,Jul-2024,93623.6835
7,Jul-2024,108315.286
8,Jul-2024,71324.738
9,Jul-2024,21290.9808
10,Jul-2024,36017.1317
11,Jul-2024,29187.3413
12,Jul-2024,57095.6174
13,Jul-2024,28860.9421
14,Jul-2024,23924.1162
15,Jul-2024,17603.2384
16,Jul-2024,16639.4715
17,Jul-2024,13277.7476
18,Jul-2024,17459.6514
19,Jul-2024,10963.1224
20,Jul-2024,6643.4565
21,Jul-2024,13440.141
22,Jul-2024,6942.6563
23,Jul-2024,6103.231
24,Jul-2024,4617.6625
25,Jul-2024,3711.2841
26,Jul-2024,3362.844
27,Jul-2024,2529.09
28,Jul-2024,2290.1172
29,Jul-2024,2463.92
30,Jul-2024,2168.07
31,Jul-2024,778.2045
32,Jul-2024,1862.1265
33,Jul-2024,1756.0853
34,Jul-2024,1412.9979
35,Jul-2024,1605.96
36,Jul-2024,1906.4754
37,Jul-2024,1113.22
38,Jul-2024,0.0646
39,Jul-2024,1144.0514
40,Jul-2024,1025.2927
41,Jul-2024,872.826
42,Jul-2024,778.8662
43,Jul-2024,916.3488
44,Jul-2024,842.8937
45,Jul-2024,591.1669
46,Jul-2024,485.4816
47,Jul-2024,704.6693
48,Jul-2024,472.2227
49,Jul-2024,379.44
50,Jul-2024,85.6202
51,Jul-2024,312.5182
52,Jul-2024,78.3162
53,Jul-2024,8.3732
