account_id,spend
2637409966,2273707.0
3079193758,595214.0
9124235587,1300.0
11420223908,16300.0
15680176265,200.0
17820698743,9985.0
21891570382,133499.0
23903256547,1800.0
28914776520,197935.0
54736913503,26245.0
58264205572,16300.0
58264391305,38600.0
64619502227,44076.0
65278587813,58600.0
66548792077,18575.0
66636274316,44839.0
68930846606,51654.0
72401294672,128323.0
75790327284,1370617.0
90436275138,81621.0
97001033170,39837.0
116631508635,7971.0
123964038738,185800.0
127247839315,30672.0
128131020113,42400.0
130653941854,14284.0
131752971524,26135.0
135329050410,16586.0
153518195166,14755.0
155772818492,123300.0
159245624542,13800.0
161115069565,210762.0
161282784430,3400.0
176839215860,400.0
182401677120,331120.0
185774682289,0.0
189893850600,895400.0
210577074618,365813.0
211125336551,47900.0
211125458732,1087702.0
211125515568,290165.0
218943325897,3872.0
233815244996,241925.0
239103975135,118159.0
239666495852,7315.0
239937555916,4300.0
251917288737,144211.0
252197745876,165527.0
264522784930,673.0
269350686318,0.0
271855570343,9400.0
272415727726,1218447.0
272968093320,14948.0
290310562512,11200.0
302399626617,600.0
304016915943,2021647.0
318633126153,70414.0
320811487590,2536.0
322263815270,0.0
337158390682,65294.0
337891198417,1025550.0
339712759199,40239.0
339712810712,54214.0
339712912282,3300.0
340077773684,2646725.0
340677782776,96876.0
352506242819,8880669.0
359716425895,739361.0
367464822874,2418.0
368920154232,20969.0
370214104985,0.0
381491835802,765549.0
381492106076,36600.0
381492193378,47900.0
389881277731,9865.0
407648374860,92113.0
419830208690,295390.0
423387369363,6400.0
423969094700,503864.0
424503791295,1812163.0
439726107081,23293.0
442231926211,23300.0
442447453008,60973.0
445736908015,1292375.0
453914767997,1915.0
465354398947,12403.0
469795226344,521116.0
470060591194,0.0
471112548387,93200.0
471112571211,3404100.0
471112938013,3200.0
471112958605,27350.0
474140895141,140482.0
475804058290,191200.0
475919677060,900.0
477161539263,22000.0
477815026673,1500.0
479671683529,489019.0
480732456233,85479.0
481935107677,11475.0
492902601864,15279.0
494799526181,16449.0
495419344110,121635.0
505767364771,3009.0
510772292268,13044.0
518207312579,6300.0
522974168642,195989.0
532041146482,0.0
537598503159,86100.0
538615689396,3000.0
541095382258,22832.0
542832536672,0.0
546818093346,291786.0
548411824430,3591.0
562921704166,47048.0
564188254156,1112671.0
567423616371,3059987.0
576218818919,400.0
576293063887,152671.0
576349278157,500.0
576911611801,4516.0
580053151223,49800.0
582604545400,0.0
590183666588,3473900.0
590183673148,611500.0
590183908249,1200.0
605458724602,0.0
608146213544,0.0
611670160261,24976.0
615069360012,46530.0
625612021127,23067.0
628412515026,5081699.0
630307967658,10541.0
637423614657,289600.0
647564693872,174769.0
654654138046,3100.0
654654145181,30100.0
654654208887,44200.0
654654315008,3700.0
654654394550,5900.0
654654497161,149300.0
656952484900,728400.0
658447621694,3900.0
659606126372,652500.0
661338130494,2324.0
663804405009,83600.0
664526282133,29122.0
678670235450,0.0
685585466397,58589.0
695745283037,0.0
698979518480,73535.0
700271710604,10300.0
705108899578,726662.0
718893572916,36197.0
722152247093,33914.0
730335596554,38600.0
736121233725,1800.0
736384229724,43239.0
737499001343,1154.0
745098155683,7738.0
746682193773,645189.0
752518464574,268879.0
753168370952,282838.0
755560366148,644071.0
758230397644,206161.0
761904723706,398086.0
762730909359,2141000.0
767397730150,37000.0
767397827620,41100.0
767397877262,4300.0
767397937234,983900.0
767398050080,2188200.0
769263341944,1300.0
789596305652,94621.0
797142548187,500.0
798411736697,2600.0
807119641913,6300.0
811134095225,657927.0
821240137883,26297.0
824873459626,18683.0
841860372390,12060.0
848332057417,42125.0
851725259328,21500.0
851725259472,209500.0
851725496687,59500.0
860971823470,0.0
863780864233,0.0
885068115609,77177.0
891377131146,84700.0
898496923608,1342536.0
899249751508,1556401.0
901553615594,622748.0
905418158003,3900.0
905418390117,75400.0
906954799739,162100.0
907058949943,0.0
913203018054,0.0
914516902729,27255.0
919275210163,4000.0
929265682896,313085.0
952840895893,69779.0
968032760053,2291841.0
973103936838,7100.0
975049937880,2600.0
975049957371,234110.0
975050351452,22700.0
984308723723,98325.0
985226307906,0.0
992382517474,12500.0
992382687474,13500.0
992382754296,42900.0
997924011427,51898.0
