account_id,month,spend,resource_type
54736913503,2024-05-01,2500,compute
54736913503,2024-06-01,2300,compute
54736913503,2024-07-01,2600,compute
54736913503,2024-08-01,2400,compute
54736913503,2024-09-01,2300,compute
54736913503,2024-10-01,2300,compute
54736913503,2024-11-01,2300,compute
54736913503,2024-12-01,2000,compute
54736913503,2025-01-01,1525,compute
54736913503,2025-02-01,1320,compute
54736913503,2025-03-01,1500,compute
58264205572,2024-04-01,1000,compute
58264205572,2024-05-01,1000,compute
58264205572,2024-06-01,900,compute
58264205572,2024-07-01,1000,compute
58264205572,2024-08-01,1000,compute
58264205572,2024-09-01,1000,compute
58264205572,2024-10-01,1100,compute
58264205572,2024-11-01,1300,compute
58264205572,2024-12-01,2000,compute
58264205572,2025-01-01,2000,compute
58264205572,2025-02-01,2000,compute
58264205572,2025-03-01,2000,compute
58264391305,2024-04-01,5000,compute
58264391305,2024-05-01,5000,compute
58264391305,2024-06-01,4900,compute
58264391305,2024-07-01,5000,compute
58264391305,2024-08-01,4800,compute
58264391305,2024-09-01,4600,compute
58264391305,2024-10-01,4700,compute
58264391305,2024-11-01,4600,compute
58264391305,2024-12-01,0,compute
58264391305,2025-01-01,0,compute
58264391305,2025-02-01,0,compute
58264391305,2025-03-01,0,compute
64619502227,2024-04-01,3300,compute
64619502227,2024-05-01,4100,compute
64619502227,2024-06-01,3900,compute
64619502227,2024-07-01,4100,compute
64619502227,2024-08-01,4000,compute
64619502227,2024-09-01,3400,compute
64619502227,2024-10-01,3300,compute
64619502227,2024-11-01,3300,compute
64619502227,2024-12-01,3300,compute
64619502227,2025-01-01,4221,compute
64619502227,2025-02-01,3555,compute
64619502227,2025-03-01,3600,compute
65278587813,2024-04-01,5300,compute
65278587813,2024-05-01,5100,compute
65278587813,2024-06-01,4900,compute
65278587813,2024-07-01,4900,compute
65278587813,2024-08-01,4800,compute
65278587813,2024-09-01,4800,compute
65278587813,2024-10-01,4800,compute
65278587813,2024-11-01,4800,compute
65278587813,2024-12-01,4800,compute
65278587813,2025-01-01,4800,compute
65278587813,2025-02-01,4800,compute
65278587813,2025-03-01,4800,compute
66548792077,2024-04-01,1500,compute
66548792077,2024-05-01,1500,compute
66548792077,2024-06-01,1500,compute
66548792077,2024-07-01,1500,compute
66548792077,2024-08-01,1600,compute
66548792077,2024-09-01,1400,compute
66548792077,2024-10-01,1500,compute
66548792077,2024-11-01,1400,compute
66548792077,2024-12-01,1500,compute
66548792077,2025-01-01,1735,compute
66548792077,2025-02-01,1940,compute
66548792077,2025-03-01,1500,compute
66636274316,2024-04-01,3300,compute
66636274316,2024-05-01,3900,compute
66636274316,2024-06-01,3000,compute
66636274316,2024-07-01,3300,compute
66636274316,2024-08-01,3500,compute
66636274316,2024-09-01,3500,compute
66636274316,2024-10-01,3600,compute
66636274316,2024-11-01,3500,compute
66636274316,2024-12-01,3500,compute
66636274316,2025-01-01,5504,compute
66636274316,2025-02-01,4635,compute
66636274316,2025-03-01,3600,compute
68930846606,2024-04-01,4200,compute
68930846606,2024-05-01,4700,compute
68930846606,2024-06-01,4500,compute
68930846606,2024-07-01,4200,compute
68930846606,2024-08-01,4000,compute
68930846606,2024-09-01,3900,compute
68930846606,2024-10-01,4100,compute
68930846606,2024-11-01,4100,compute
68930846606,2024-12-01,4200,compute
68930846606,2025-01-01,4839,compute
68930846606,2025-02-01,4515,compute
68930846606,2025-03-01,4400,compute
72401294672,2024-04-01,9400,compute
72401294672,2024-05-01,9200,compute
72401294672,2024-06-01,9500,compute
72401294672,2024-07-01,9600,compute
72401294672,2024-08-01,9600,compute
72401294672,2024-09-01,15000,compute
72401294672,2024-10-01,12200,compute
72401294672,2024-11-01,9500,compute
72401294672,2024-12-01,9700,compute
72401294672,2025-01-01,12204,compute
72401294672,2025-02-01,12119,compute
72401294672,2025-03-01,10300,compute
75790327284,2024-04-01,128500,compute
75790327284,2024-05-01,137700,compute
75790327284,2024-06-01,134500,compute
75790327284,2024-07-01,119800,compute
75790327284,2024-08-01,106300,compute
75790327284,2024-09-01,97800,compute
75790327284,2024-10-01,99000,compute
75790327284,2024-11-01,98300,compute
75790327284,2024-12-01,103400,compute
75790327284,2025-01-01,123462,compute
75790327284,2025-02-01,118955,compute
75790327284,2025-03-01,102900,compute
90436275138,2024-04-01,8900,compute
90436275138,2024-05-01,7900,compute
90436275138,2024-06-01,7400,compute
90436275138,2024-07-01,7300,compute
90436275138,2024-08-01,6800,compute
90436275138,2024-09-01,7100,compute
90436275138,2024-10-01,6000,compute
90436275138,2024-11-01,5800,compute
90436275138,2024-12-01,5900,compute
90436275138,2025-01-01,6549,compute
90436275138,2025-02-01,5972,compute
90436275138,2025-03-01,6000,compute
97001033170,2024-04-01,3300,compute
97001033170,2024-05-01,3200,compute
97001033170,2024-06-01,3200,compute
97001033170,2024-07-01,3200,compute
97001033170,2024-08-01,3200,compute
97001033170,2024-09-01,3200,compute
97001033170,2024-10-01,3300,compute
97001033170,2024-11-01,3200,compute
97001033170,2024-12-01,3500,compute
97001033170,2025-01-01,3531,compute
97001033170,2025-02-01,3506,compute
97001033170,2025-03-01,3500,compute
116631508635,2024-04-01,1800,compute
116631508635,2024-05-01,1100,compute
116631508635,2024-06-01,1100,compute
116631508635,2024-07-01,1000,compute
116631508635,2024-08-01,700,compute
116631508635,2024-09-01,500,compute
116631508635,2024-10-01,500,compute
116631508635,2024-11-01,500,compute
116631508635,2024-12-01,500,compute
116631508635,2025-01-01,86,compute
116631508635,2025-02-01,85,compute
116631508635,2025-03-01,100,compute
123964038738,2024-04-01,17100,compute
123964038738,2024-05-01,17600,compute
123964038738,2024-06-01,16100,compute
123964038738,2024-07-01,16100,compute
123964038738,2024-08-01,15200,compute
123964038738,2024-09-01,14700,compute
123964038738,2024-10-01,15100,compute
123964038738,2024-11-01,14600,compute
123964038738,2024-12-01,14900,compute
123964038738,2025-01-01,14800,compute
123964038738,2025-02-01,14800,compute
123964038738,2025-03-01,14800,compute
127247839315,2024-04-01,2300,compute
127247839315,2024-05-01,2400,compute
127247839315,2024-06-01,2300,compute
127247839315,2024-07-01,2400,compute
127247839315,2024-08-01,2400,compute
127247839315,2024-09-01,2300,compute
127247839315,2024-10-01,2600,compute
127247839315,2024-11-01,2600,compute
127247839315,2024-12-01,2600,compute
127247839315,2025-01-01,2816,compute
127247839315,2025-02-01,2756,compute
127247839315,2025-03-01,3200,compute
128131020113,2024-04-01,2300,compute
128131020113,2024-05-01,2800,compute
128131020113,2024-06-01,4300,compute
128131020113,2024-07-01,5100,compute
128131020113,2024-08-01,2500,compute
128131020113,2024-09-01,2500,compute
128131020113,2024-10-01,2600,compute
128131020113,2024-11-01,2400,compute
128131020113,2024-12-01,2400,compute
128131020113,2025-01-01,5100,compute
128131020113,2025-02-01,5200,compute
128131020113,2025-03-01,5200,compute
130653941854,2024-04-01,1700,compute
130653941854,2024-05-01,1600,compute
130653941854,2024-06-01,1600,compute
130653941854,2024-07-01,1600,compute
130653941854,2024-08-01,1600,compute
130653941854,2024-09-01,1600,compute
130653941854,2024-10-01,1600,compute
130653941854,2024-11-01,1600,compute
130653941854,2024-12-01,0,compute
130653941854,2025-01-01,726,compute
130653941854,2025-02-01,658,compute
130653941854,2025-03-01,0,compute
131752971524,2024-04-01,3100,compute
131752971524,2024-05-01,2600,compute
131752971524,2024-06-01,1800,compute
131752971524,2024-07-01,1600,compute
131752971524,2024-08-01,1500,compute
131752971524,2024-09-01,1300,compute
131752971524,2024-10-01,1000,compute
131752971524,2024-11-01,800,compute
131752971524,2024-12-01,1000,compute
131752971524,2025-01-01,1309,compute
131752971524,2025-02-01,2126,compute
131752971524,2025-03-01,8000,compute
135329050410,2024-04-01,1200,compute
135329050410,2024-05-01,1300,compute
135329050410,2024-06-01,1400,compute
135329050410,2024-07-01,1400,compute
135329050410,2024-08-01,1400,compute
135329050410,2024-09-01,1400,compute
135329050410,2024-10-01,1400,compute
135329050410,2024-11-01,1400,compute
135329050410,2024-12-01,1400,compute
135329050410,2025-01-01,1452,compute
135329050410,2025-02-01,1334,compute
135329050410,2025-03-01,1500,compute
153518195166,2024-04-01,1300,compute
153518195166,2024-05-01,2200,compute
153518195166,2024-06-01,2100,compute
153518195166,2024-07-01,1200,compute
153518195166,2024-08-01,1000,compute
153518195166,2024-09-01,1000,compute
153518195166,2024-10-01,1000,compute
153518195166,2024-11-01,1000,compute
153518195166,2024-12-01,1000,compute
153518195166,2025-01-01,1025,compute
153518195166,2025-02-01,930,compute
153518195166,2025-03-01,1000,compute
155772818492,2024-04-01,30800,compute
155772818492,2024-05-01,29300,compute
155772818492,2024-06-01,20000,compute
155772818492,2024-07-01,22200,compute
155772818492,2024-08-01,21000,compute
155772818492,2024-09-01,0,compute
155772818492,2024-10-01,0,compute
155772818492,2024-11-01,0,compute
155772818492,2024-12-01,0,compute
155772818492,2025-01-01,0,compute
155772818492,2025-02-01,0,compute
155772818492,2025-03-01,0,compute
159245624542,2024-04-01,2300,compute
159245624542,2024-05-01,2800,compute
159245624542,2024-06-01,1700,compute
159245624542,2024-07-01,1900,compute
159245624542,2024-08-01,1200,compute
159245624542,2024-09-01,1200,compute
159245624542,2024-10-01,1300,compute
159245624542,2024-11-01,1400,compute
159245624542,2024-12-01,0,compute
159245624542,2025-01-01,0,compute
159245624542,2025-02-01,0,compute
159245624542,2025-03-01,0,compute
161115069565,2024-04-01,18200,compute
161115069565,2024-05-01,18200,compute
161115069565,2024-06-01,18100,compute
161115069565,2024-07-01,18200,compute
161115069565,2024-08-01,18100,compute
161115069565,2024-09-01,17100,compute
161115069565,2024-10-01,17200,compute
161115069565,2024-11-01,17000,compute
161115069565,2024-12-01,17100,compute
161115069565,2025-01-01,17202,compute
161115069565,2025-02-01,16660,compute
161115069565,2025-03-01,17700,compute
161282784430,2024-04-01,3000,compute
161282784430,2024-05-01,300,compute
161282784430,2024-06-01,100,compute
161282784430,2024-07-01,0,compute
161282784430,2024-08-01,0,compute
161282784430,2024-09-01,0,compute
161282784430,2024-10-01,0,compute
161282784430,2024-11-01,0,compute
161282784430,2024-12-01,0,compute
161282784430,2025-01-01,0,compute
161282784430,2025-02-01,0,compute
161282784430,2025-03-01,0,compute
176839215860,2024-04-01,400,compute
176839215860,2024-05-01,0,compute
176839215860,2024-06-01,0,compute
176839215860,2024-07-01,0,compute
176839215860,2024-08-01,0,compute
176839215860,2024-09-01,0,compute
176839215860,2024-10-01,0,compute
176839215860,2024-11-01,0,compute
176839215860,2024-12-01,0,compute
176839215860,2025-01-01,0,compute
176839215860,2025-02-01,0,compute
176839215860,2025-03-01,0,compute
182401677120,2024-04-01,27800,compute
182401677120,2024-05-01,28000,compute
182401677120,2024-06-01,27100,compute
182401677120,2024-07-01,27600,compute
182401677120,2024-08-01,27700,compute
182401677120,2024-09-01,27500,compute
182401677120,2024-10-01,26300,compute
182401677120,2024-11-01,26200,compute
182401677120,2024-12-01,26700,compute
182401677120,2025-01-01,29135,compute
182401677120,2025-02-01,28785,compute
182401677120,2025-03-01,28300,compute
185774682289,2024-04-01,0,compute
185774682289,2024-05-01,0,compute
185774682289,2024-06-01,0,compute
185774682289,2024-07-01,0,compute
185774682289,2024-08-01,0,compute
185774682289,2024-09-01,0,compute
185774682289,2024-10-01,0,compute
185774682289,2024-11-01,0,compute
185774682289,2024-12-01,0,compute
185774682289,2025-01-01,0,compute
185774682289,2025-02-01,0,compute
185774682289,2025-03-01,0,compute
189893850600,2024-04-01,71000,compute
189893850600,2024-05-01,66000,compute
189893850600,2024-06-01,68300,compute
189893850600,2024-07-01,64400,compute
189893850600,2024-08-01,63000,compute
189893850600,2024-09-01,68300,compute
189893850600,2024-10-01,78600,compute
189893850600,2024-11-01,78100,compute
189893850600,2024-12-01,79700,compute
189893850600,2025-01-01,84400,compute
189893850600,2025-02-01,86000,compute
189893850600,2025-03-01,87600,compute
210577074618,2024-04-01,18000,compute
210577074618,2024-05-01,18200,compute
210577074618,2024-06-01,21300,compute
210577074618,2024-07-01,24200,compute
210577074618,2024-08-01,26300,compute
210577074618,2024-09-01,30900,compute
210577074618,2024-10-01,30200,compute
210577074618,2024-11-01,28900,compute
210577074618,2024-12-01,40000,compute
210577074618,2025-01-01,42814,compute
210577074618,2025-02-01,44999,compute
210577074618,2025-03-01,40000,compute
211125336551,2024-04-01,5300,compute
211125336551,2024-05-01,5500,compute
211125336551,2024-06-01,5400,compute
211125336551,2024-07-01,5900,compute
211125336551,2024-08-01,6400,compute
211125336551,2024-09-01,6200,compute
211125336551,2024-10-01,6800,compute
211125336551,2024-11-01,6400,compute
211125336551,2024-12-01,0,compute
211125336551,2025-01-01,0,compute
211125336551,2025-02-01,0,compute
211125336551,2025-03-01,0,compute
211125458732,2024-04-01,31600,compute
211125458732,2024-05-01,58900,compute
211125458732,2024-06-01,79800,compute
211125458732,2024-07-01,92600,compute
211125458732,2024-08-01,106400,compute
211125458732,2024-09-01,89400,compute
211125458732,2024-10-01,96500,compute
211125458732,2024-11-01,99800,compute
211125458732,2024-12-01,100000,compute
211125458732,2025-01-01,113119,compute
211125458732,2025-02-01,110283,compute
211125458732,2025-03-01,109300,compute
211125515568,2024-04-01,14900,compute
211125515568,2024-05-01,19200,compute
211125515568,2024-06-01,19100,compute
211125515568,2024-07-01,20600,compute
211125515568,2024-08-01,23500,compute
211125515568,2024-09-01,23400,compute
211125515568,2024-10-01,25500,compute
211125515568,2024-11-01,24600,compute
211125515568,2024-12-01,25000,compute
211125515568,2025-01-01,31119,compute
211125515568,2025-02-01,27646,compute
211125515568,2025-03-01,35600,compute
218943325897,2024-04-01,300,compute
218943325897,2024-05-01,300,compute
218943325897,2024-06-01,300,compute
218943325897,2024-07-01,300,compute
218943325897,2024-08-01,300,compute
218943325897,2024-09-01,300,compute
218943325897,2024-10-01,300,compute
218943325897,2024-11-01,300,compute
218943325897,2024-12-01,300,compute
218943325897,2025-01-01,335,compute
218943325897,2025-02-01,337,compute
218943325897,2025-03-01,500,compute
233815244996,2024-04-01,24400,compute
233815244996,2024-05-01,21300,compute
233815244996,2024-06-01,18200,compute
233815244996,2024-07-01,18500,compute
233815244996,2024-08-01,18300,compute
233815244996,2024-09-01,18600,compute
233815244996,2024-10-01,19900,compute
233815244996,2024-11-01,19700,compute
233815244996,2024-12-01,19900,compute
233815244996,2025-01-01,22828,compute
233815244996,2025-02-01,19797,compute
233815244996,2025-03-01,20500,compute
239103975135,2024-04-01,9300,compute
239103975135,2024-05-01,9200,compute
239103975135,2024-06-01,9800,compute
239103975135,2024-07-01,10700,compute
239103975135,2024-08-01,10500,compute
239103975135,2024-09-01,9500,compute
239103975135,2024-10-01,9900,compute
239103975135,2024-11-01,9800,compute
239103975135,2024-12-01,9900,compute
239103975135,2025-01-01,9731,compute
239103975135,2025-02-01,9628,compute
239103975135,2025-03-01,10200,compute
239666495852,2024-04-01,600,compute
239666495852,2024-05-01,600,compute
239666495852,2024-06-01,600,compute
239666495852,2024-07-01,600,compute
239666495852,2024-08-01,600,compute
239666495852,2024-09-01,600,compute
239666495852,2024-10-01,600,compute
239666495852,2024-11-01,600,compute
239666495852,2024-12-01,600,compute
239666495852,2025-01-01,678,compute
239666495852,2025-02-01,637,compute
239666495852,2025-03-01,600,compute
239937555916,2024-04-01,100,compute
239937555916,2024-05-01,0,compute
239937555916,2024-06-01,0,compute
239937555916,2024-07-01,0,compute
239937555916,2024-08-01,0,compute
239937555916,2024-09-01,0,compute
239937555916,2024-10-01,0,compute
239937555916,2024-11-01,0,compute
239937555916,2024-12-01,600,compute
239937555916,2025-01-01,1200,compute
239937555916,2025-02-01,1200,compute
239937555916,2025-03-01,1200,compute
251917288737,2024-04-01,12400,compute
251917288737,2024-05-01,10300,compute
251917288737,2024-06-01,10400,compute
251917288737,2024-07-01,10700,compute
251917288737,2024-08-01,11000,compute
251917288737,2024-09-01,11200,compute
251917288737,2024-10-01,11400,compute
251917288737,2024-11-01,11800,compute
251917288737,2024-12-01,12700,compute
251917288737,2025-01-01,14820,compute
251917288737,2025-02-01,14491,compute
251917288737,2025-03-01,13000,compute
252197745876,2024-04-01,12400,compute
252197745876,2024-05-01,13200,compute
252197745876,2024-06-01,13000,compute
252197745876,2024-07-01,13500,compute
252197745876,2024-08-01,13700,compute
252197745876,2024-09-01,13400,compute
252197745876,2024-10-01,14300,compute
252197745876,2024-11-01,13900,compute
252197745876,2024-12-01,14100,compute
252197745876,2025-01-01,15518,compute
252197745876,2025-02-01,14009,compute
252197745876,2025-03-01,14500,compute
264522784930,2024-04-01,0,compute
264522784930,2024-05-01,0,compute
264522784930,2024-06-01,100,compute
264522784930,2024-07-01,100,compute
264522784930,2024-08-01,100,compute
264522784930,2024-09-01,100,compute
264522784930,2024-10-01,100,compute
264522784930,2024-11-01,0,compute
264522784930,2024-12-01,0,compute
264522784930,2025-01-01,116,compute
264522784930,2025-02-01,57,compute
264522784930,2025-03-01,0,compute
269350686318,2024-04-01,0,compute
269350686318,2024-05-01,0,compute
269350686318,2024-06-01,0,compute
269350686318,2024-07-01,0,compute
269350686318,2024-08-01,0,compute
269350686318,2024-09-01,0,compute
269350686318,2024-10-01,0,compute
269350686318,2024-11-01,0,compute
269350686318,2024-12-01,0,compute
269350686318,2025-01-01,0,compute
269350686318,2025-02-01,0,compute
269350686318,2025-03-01,0,compute
271855570343,2024-04-01,700,compute
271855570343,2024-05-01,800,compute
271855570343,2024-06-01,800,compute
271855570343,2024-07-01,800,compute
271855570343,2024-08-01,800,compute
271855570343,2024-09-01,800,compute
271855570343,2024-10-01,800,compute
271855570343,2024-11-01,700,compute
271855570343,2024-12-01,800,compute
271855570343,2025-01-01,800,compute
271855570343,2025-02-01,800,compute
271855570343,2025-03-01,800,compute
272415727726,2024-04-01,110500,compute
272415727726,2024-05-01,95400,compute
272415727726,2024-06-01,96600,compute
272415727726,2024-07-01,96100,compute
272415727726,2024-08-01,97800,compute
272415727726,2024-09-01,94700,compute
272415727726,2024-10-01,98000,compute
272415727726,2024-11-01,92000,compute
272415727726,2024-12-01,97300,compute
272415727726,2025-01-01,113430,compute
272415727726,2025-02-01,114017,compute
272415727726,2025-03-01,112600,compute
272968093320,2024-04-01,1400,compute
272968093320,2024-05-01,1200,compute
272968093320,2024-06-01,1200,compute
272968093320,2024-07-01,1200,compute
272968093320,2024-08-01,1200,compute
272968093320,2024-09-01,1200,compute
272968093320,2024-10-01,1300,compute
272968093320,2024-11-01,1200,compute
272968093320,2024-12-01,1300,compute
272968093320,2025-01-01,1280,compute
272968093320,2025-02-01,1168,compute
272968093320,2025-03-01,1300,compute
290310562512,2024-04-01,2300,compute
290310562512,2024-05-01,3000,compute
290310562512,2024-06-01,2900,compute
290310562512,2024-07-01,2600,compute
290310562512,2024-08-01,400,compute
290310562512,2024-09-01,0,compute
290310562512,2024-10-01,0,compute
290310562512,2024-11-01,0,compute
290310562512,2024-12-01,0,compute
290310562512,2025-01-01,0,compute
290310562512,2025-02-01,0,compute
290310562512,2025-03-01,0,compute
302399626617,2024-04-01,200,compute
302399626617,2024-05-01,300,compute
302399626617,2024-06-01,100,compute
302399626617,2024-07-01,0,compute
302399626617,2024-08-01,0,compute
302399626617,2024-09-01,0,compute
302399626617,2024-10-01,0,compute
302399626617,2024-11-01,0,compute
302399626617,2024-12-01,0,compute
302399626617,2025-01-01,0,compute
302399626617,2025-02-01,0,compute
302399626617,2025-03-01,0,compute
304016915943,2024-04-01,179200,compute
304016915943,2024-05-01,173000,compute
304016915943,2024-06-01,168000,compute
304016915943,2024-07-01,160800,compute
304016915943,2024-08-01,156900,compute
304016915943,2024-09-01,153800,compute
304016915943,2024-10-01,164700,compute
304016915943,2024-11-01,162800,compute
304016915943,2024-12-01,169700,compute
304016915943,2025-01-01,180835,compute
304016915943,2025-02-01,174512,compute
304016915943,2025-03-01,177400,compute
318633126153,2024-04-01,6200,compute
318633126153,2024-05-01,6300,compute
318633126153,2024-06-01,6200,compute
318633126153,2024-07-01,6400,compute
318633126153,2024-08-01,6300,compute
318633126153,2024-09-01,6200,compute
318633126153,2024-10-01,6200,compute
318633126153,2024-11-01,6100,compute
318633126153,2024-12-01,4100,compute
318633126153,2025-01-01,6304,compute
318633126153,2025-02-01,6010,compute
318633126153,2025-03-01,4100,compute
320811487590,2024-04-01,200,compute
320811487590,2024-05-01,200,compute
320811487590,2024-06-01,200,compute
320811487590,2024-07-01,200,compute
320811487590,2024-08-01,200,compute
320811487590,2024-09-01,200,compute
320811487590,2024-10-01,200,compute
320811487590,2024-11-01,200,compute
320811487590,2024-12-01,200,compute
320811487590,2025-01-01,228,compute
320811487590,2025-02-01,208,compute
320811487590,2025-03-01,300,compute
322263815270,2024-04-01,0,compute
322263815270,2024-05-01,0,compute
322263815270,2024-06-01,0,compute
322263815270,2024-07-01,0,compute
322263815270,2024-08-01,0,compute
322263815270,2024-09-01,0,compute
322263815270,2024-10-01,0,compute
322263815270,2024-11-01,0,compute
322263815270,2024-12-01,0,compute
322263815270,2025-01-01,0,compute
322263815270,2025-02-01,0,compute
322263815270,2025-03-01,0,compute
337158390682,2024-04-01,6900,compute
337158390682,2024-05-01,6800,compute
337158390682,2024-06-01,4500,compute
337158390682,2024-07-01,4600,compute
337158390682,2024-08-01,4300,compute
337158390682,2024-09-01,4200,compute
337158390682,2024-10-01,4500,compute
337158390682,2024-11-01,4400,compute
337158390682,2024-12-01,5500,compute
337158390682,2025-01-01,7291,compute
337158390682,2025-02-01,6803,compute
337158390682,2025-03-01,5500,compute
337891198417,2024-04-01,4700,compute
337891198417,2024-05-01,5200,compute
337891198417,2024-06-01,16400,compute
337891198417,2024-07-01,29800,compute
337891198417,2024-08-01,39300,compute
337891198417,2024-09-01,64500,compute
337891198417,2024-10-01,99100,compute
337891198417,2024-11-01,123700,compute
337891198417,2024-12-01,160000,compute
337891198417,2025-01-01,207932,compute
337891198417,2025-02-01,24918,compute
337891198417,2025-03-01,250000,compute
339712759199,2024-04-01,0,compute
339712759199,2024-05-01,500,compute
339712759199,2024-06-01,2100,compute
339712759199,2024-07-01,3500,compute
339712759199,2024-08-01,5700,compute
339712759199,2024-09-01,5500,compute
339712759199,2024-10-01,5300,compute
339712759199,2024-11-01,5300,compute
339712759199,2024-12-01,0,compute
339712759199,2025-01-01,6180,compute
339712759199,2025-02-01,6159,compute
339712759199,2025-03-01,0,compute
339712810712,2024-04-01,4700,compute
339712810712,2024-05-01,6500,compute
339712810712,2024-06-01,5400,compute
339712810712,2024-07-01,4900,compute
339712810712,2024-08-01,5000,compute
339712810712,2024-09-01,3600,compute
339712810712,2024-10-01,3300,compute
339712810712,2024-11-01,3500,compute
339712810712,2024-12-01,3500,compute
339712810712,2025-01-01,4446,compute
339712810712,2025-02-01,5268,compute
339712810712,2025-03-01,4100,compute
339712912282,2024-04-01,0,compute
339712912282,2024-05-01,0,compute
339712912282,2024-06-01,0,compute
339712912282,2024-07-01,0,compute
339712912282,2024-08-01,300,compute
339712912282,2024-09-01,700,compute
339712912282,2024-10-01,1000,compute
339712912282,2024-11-01,1300,compute
339712912282,2024-12-01,0,compute
339712912282,2025-01-01,0,compute
339712912282,2025-02-01,0,compute
339712912282,2025-03-01,0,compute
340077773684,2024-04-01,220200,compute
340077773684,2024-05-01,212600,compute
340077773684,2024-06-01,219200,compute
340077773684,2024-07-01,230100,compute
340077773684,2024-08-01,219300,compute
340077773684,2024-09-01,205500,compute
340077773684,2024-10-01,209700,compute
340077773684,2024-11-01,208000,compute
340077773684,2024-12-01,220700,compute
340077773684,2025-01-01,241380,compute
340077773684,2025-02-01,225845,compute
340077773684,2025-03-01,234200,compute
340677782776,2024-04-01,9500,compute
340677782776,2024-05-01,8600,compute
340677782776,2024-06-01,7800,compute
340677782776,2024-07-01,8100,compute
340677782776,2024-08-01,7300,compute
340677782776,2024-09-01,7000,compute
340677782776,2024-10-01,7200,compute
340677782776,2024-11-01,7000,compute
340677782776,2024-12-01,7100,compute
