account_id,day,spend,service_id
002637409966,2025-04-01,0.43,20
002637409966,2025-04-01,1.84,29
002637409966,2025-04-01,2771.8,1
002637409966,2025-04-01,2063.51,2
002637409966,2025-04-01,0.21,44
002637409966,2025-04-01,1.79,13
002637409966,2025-04-01,199.45,4
002637409966,2025-04-01,1.36,40
002637409966,2025-04-01,1.33,23
002637409966,2025-04-01,12.95,21
002637409966,2025-04-01,111.74,11
002637409966,2025-04-01,95.43,6
002637409966,2025-04-01,929.14,7
002637409966,2025-04-01,55.89,8
002637409966,2025-04-01,5.1,3
002637409966,2025-04-01,4.8,18
002637409966,2025-04-01,0.06,39
002637409966,2025-04-01,0.0,52
002637409966,2025-04-01,0.5,24
002637409966,2025-04-01,0.0,55
002637409966,2025-04-01,0.0,106
002637409966,2025-04-01,0.0,47
002637409966,2025-04-01,0.0,62
002637409966,2025-04-01,0.0,96
002637409966,2025-04-01,0.0,46
002637409966,2025-04-01,0.0,43
002637409966,2025-04-01,0.0,102
002637409966,2025-04-01,0.0,95
002637409966,2025-04-01,0.0,68
003079193758,2025-04-01,352.08,19
003079193758,2025-04-01,3.51,29
003079193758,2025-04-01,31.03,41
003079193758,2025-04-01,2.49,46
003079193758,2025-04-01,185.48,1
003079193758,2025-04-01,15.65,6
003079193758,2025-04-01,13.61,8
003079193758,2025-04-01,12.19,13
003079193758,2025-04-01,0.15,40
003079193758,2025-04-01,134.84,2
003079193758,2025-04-01,12.16,4
003079193758,2025-04-01,1097.72,14
003079193758,2025-04-01,35.79,11
003079193758,2025-04-01,0.1,39
003079193758,2025-04-01,0.0,55
003079193758,2025-04-01,0.1,24
003079193758,2025-04-01,0.0,106
003079193758,2025-04-01,0.0,47
003079193758,2025-04-01,0.0,62
003079193758,2025-04-01,0.0,52
003079193758,2025-04-01,0.0,98
003079193758,2025-04-01,0.0,96
003079193758,2025-04-01,0.0,43
003079193758,2025-04-01,0.0,102
003079193758,2025-04-01,0.0,95
003079193758,2025-04-01,0.0,78
003079193758,2025-04-01,0.0,68
003079193758,2025-04-01,0.0,44
017820698743,2025-04-01,0.43,13
017820698743,2025-04-01,2.11,2
017820698743,2025-04-01,12.93,1
017820698743,2025-04-01,9.24,8
017820698743,2025-04-01,0.75,44
017820698743,2025-04-01,0.16,11
017820698743,2025-04-01,0.07,40
017820698743,2025-04-01,0.04,23
017820698743,2025-04-01,0.03,3
017820698743,2025-04-01,0.01,39
017820698743,2025-04-01,0.2,24
017820698743,2025-04-01,0.0,55
017820698743,2025-04-01,0.0,106
017820698743,2025-04-01,0.0,47
017820698743,2025-04-01,0.0,52
017820698743,2025-04-01,0.0,96
017820698743,2025-04-01,0.0,46
017820698743,2025-04-01,0.0,43
017820698743,2025-04-01,0.0,4
017820698743,2025-04-01,0.0,68
021891570382,2025-04-01,35.38,5
021891570382,2025-04-01,287.28,2
021891570382,2025-04-01,28.8,18
021891570382,2025-04-01,213.47,1
021891570382,2025-04-01,0.21,44
021891570382,2025-04-01,0.54,24
021891570382,2025-04-01,0.19,40
021891570382,2025-04-01,1.71,4
021891570382,2025-04-01,1.67,23
021891570382,2025-04-01,1.25,13
021891570382,2025-04-01,13.96,8
021891570382,2025-04-01,95.18,7
021891570382,2025-04-01,7.37,11
021891570382,2025-04-01,62.67,3
021891570382,2025-04-01,5.1,6
021891570382,2025-04-01,0.01,39
