service_id,service_type,month,spend
49,SUSE Linux Enterprise Server for SAP Applications 15 SP5,2025-02-01,342.72
49,SUSE Linux Enterprise Server for SAP Applications 15 SP5,2025-03-01,379.44
50,WAF,2024-04-01,2459.181
50,WAF,2024-05-01,1189.225
50,WAF,2024-06-01,77.0582
50,WAF,2024-07-01,85.6202
50,WAF,2024-08-01,85.7296
50,WAF,2024-09-01,77.1008
50,WAF,2024-10-01,70.9697
50,WAF,2024-11-01,56.4736
50,WAF,2024-12-01,53.5852
50,WAF,2025-01-01,54.0494
50,WAF,2025-02-01,54.1209
50,WAF,2025-03-01,84.6055
51,Directory Service,2024-04-01,302.5576
51,Directory Service,2024-05-01,312.1618
51,Directory Service,2024-06-01,302.5283
51,Directory Service,2024-07-01,312.5182
51,Directory Service,2024-08-01,312.5155
51,Directory Service,2024-09-01,302.5152
51,Directory Service,2024-10-01,312.5386
51,Directory Service,2024-11-01,302.3142
51,Directory Service,2024-12-01,312.5548
51,Directory Service,2025-01-01,312.4578
51,Directory Service,2025-02-01,282.0073
51,Directory Service,2025-03-01,312.264
52,Step Functions,2024-04-01,589.7148
52,Step Functions,2024-05-01,858.4569
52,Step Functions,2024-06-01,599.4047
52,Step Functions,2024-07-01,78.3162
52,Step Functions,2024-08-01,14.2596
52,Step Functions,2024-09-01,14.1586
52,Step Functions,2024-10-01,15.9238
52,Step Functions,2024-11-01,16.3045
52,Step Functions,2024-12-01,14.2718
52,Step Functions,2025-01-01,13.6471
52,Step Functions,2025-02-01,12.0651
52,Step Functions,2025-03-01,13.2694
53,Savings Plans for  Machine Learning,2024-04-01,0.0
53,Savings Plans for  Machine Learning,2024-05-01,0.0
53,Savings Plans for  Machine Learning,2024-06-01,0.0
53,Savings Plans for  Machine Learning,2024-07-01,8.3732
53,Savings Plans for  Machine Learning,2024-08-01,19.9824
53,Savings Plans for  Machine Learning,2024-09-01,411.5056
53,Savings Plans for  Machine Learning,2024-10-01,1450.8727
53,Savings Plans for  Machine Learning,2024-11-01,0.0
53,Savings Plans for  Machine Learning,2024-12-01,0.0
53,Savings Plans for  Machine Learning,2025-01-01,0.0
53,Savings Plans for  Machine Learning,2025-02-01,0.0
53,Savings Plans for  Machine Learning,2025-03-01,0.0
54,Lightsail,2024-04-01,0.8191
54,Lightsail,2024-05-01,0.8191
54,Lightsail,2024-06-01,0.8191
54,Lightsail,2024-07-01,10.7584
54,Lightsail,2024-08-01,120.757
54,Lightsail,2024-09-01,103.1175
54,Lightsail,2024-10-01,86.6533
54,Lightsail,2024-11-01,104.4416
54,Lightsail,2024-12-01,102.8919
54,Lightsail,2025-01-01,131.1664
54,Lightsail,2025-02-01,212.534
54,Lightsail,2025-03-01,279.7413
55,Service Catalog,2024-04-01,10.1045
55,Service Catalog,2024-05-01,6.2643
55,Service Catalog,2024-06-01,22.7017
55,Service Catalog,2024-07-01,156.4969
55,Service Catalog,2024-08-01,184.1441
55,Service Catalog,2024-09-01,82.7582
55,Service Catalog,2024-10-01,263.4821
55,Service Catalog,2024-11-01,25.4247
55,Service Catalog,2024-12-01,29.4777
55,Service Catalog,2025-01-01,29.4252
55,Service Catalog,2025-02-01,25.0586
55,Service Catalog,2025-03-01,52.584
56,Global Accelerator,2024-04-01,72.0024
56,Global Accelerator,2024-05-01,74.4013
56,Global Accelerator,2024-06-01,72.0045
56,Global Accelerator,2024-07-01,74.4014
56,Global Accelerator,2024-08-01,74.4085
56,Global Accelerator,2024-09-01,72.0031
56,Global Accelerator,2024-10-01,74.4019
56,Global Accelerator,2024-11-01,72.0019
56,Global Accelerator,2024-12-01,74.4022
56,Global Accelerator,2025-01-01,74.4021
56,Global Accelerator,2025-02-01,67.2354
56,Global Accelerator,2025-03-01,74.4024
57,Certificate Manager,2024-04-01,0.0
57,Certificate Manager,2024-05-01,0.0
57,Certificate Manager,2024-06-01,0.0
57,Certificate Manager,2024-07-01,1.6256
57,Certificate Manager,2024-08-01,396.9094
57,Certificate Manager,2024-09-01,400.0
57,Certificate Manager,2024-10-01,43.5987
57,Certificate Manager,2024-11-01,0.0
57,Certificate Manager,2024-12-01,0.0
57,Certificate Manager,2025-01-01,0.0
57,Certificate Manager,2025-02-01,0.0
57,Certificate Manager,2025-03-01,0.0
58,Redshift,2024-04-01,830.7618
58,Redshift,2024-05-01,0.8276
58,Redshift,2024-06-01,0.8276
58,Redshift,2024-07-01,0.8276
58,Redshift,2024-08-01,0.8276
58,Redshift,2024-09-01,0.8276
58,Redshift,2024-10-01,0.8276
58,Redshift,2024-11-01,0.8276
58,Redshift,2024-12-01,0.8276
58,Redshift,2025-01-01,0.8276
58,Redshift,2025-02-01,0.8276
58,Redshift,2025-03-01,0.8276
59,Q,2024-04-01,100.8
59,Q,2024-05-01,104.16
59,Q,2024-06-01,100.8
59,Q,2024-07-01,104.16
59,Q,2024-08-01,104.16
59,Q,2024-09-01,100.8
59,Q,2024-10-01,104.16
59,Q,2024-11-01,17.78
59,Q,2024-12-01,0.0
59,Q,2025-01-01,0.0
59,Q,2025-02-01,0.0
59,Q,2025-03-01,0.0
60,Resilience Hub,2024-04-01,60.0
60,Resilience Hub,2024-05-01,60.0
60,Resilience Hub,2024-06-01,60.0
60,Resilience Hub,2024-07-01,60.0
60,Resilience Hub,2024-08-01,60.0
60,Resilience Hub,2024-09-01,60.0
60,Resilience Hub,2024-10-01,60.0
60,Resilience Hub,2024-11-01,60.0
60,Resilience Hub,2024-12-01,60.0
60,Resilience Hub,2025-01-01,60.0
60,Resilience Hub,2025-02-01,60.0
60,Resilience Hub,2025-03-01,60.0
61,CloudFront,2024-04-01,52.8857
61,CloudFront,2024-05-01,41.8886
61,CloudFront,2024-06-01,35.3022
61,CloudFront,2024-07-01,45.0965
61,CloudFront,2024-08-01,44.204
61,CloudFront,2024-09-01,39.6094
61,CloudFront,2024-10-01,49.2127
61,CloudFront,2024-11-01,45.9549
61,CloudFront,2024-12-01,49.8524
61,CloudFront,2025-01-01,57.145
61,CloudFront,2025-02-01,51.9176
61,CloudFront,2025-03-01,51.2058
62,CloudWatch Events,2024-04-01,60.789
62,CloudWatch Events,2024-05-01,70.635
62,CloudWatch Events,2024-06-01,61.4494
62,CloudWatch Events,2024-07-01,76.7839
62,CloudWatch Events,2024-08-01,70.5109
62,CloudWatch Events,2024-09-01,55.3925
62,CloudWatch Events,2024-10-01,33.4137
62,CloudWatch Events,2024-11-01,16.299
62,CloudWatch Events,2024-12-01,18.0922
62,CloudWatch Events,2025-01-01,19.2145
62,CloudWatch Events,2025-02-01,18.1425
62,CloudWatch Events,2025-03-01,19.7937
63,DMS,2024-04-01,133.9201
63,DMS,2024-05-01,138.3841
63,DMS,2024-06-01,46.314
63,DMS,2024-07-01,0.0
63,DMS,2024-08-01,0.0
63,DMS,2024-09-01,0.0
63,DMS,2024-10-01,0.0
63,DMS,2024-11-01,0.0
63,DMS,2024-12-01,0.0
63,DMS,2025-01-01,0.0
63,DMS,2025-02-01,0.0
63,DMS,2025-03-01,0.0
64,Identity and Access Management Access Analyzer,2024-04-01,0.0
64,Identity and Access Management Access Analyzer,2024-05-01,0.0
64,Identity and Access Management Access Analyzer,2024-06-01,0.002
64,Identity and Access Management Access Analyzer,2024-07-01,0.0
64,Identity and Access Management Access Analyzer,2024-08-01,0.002
64,Identity and Access Management Access Analyzer,2024-09-01,0.0
64,Identity and Access Management Access Analyzer,2024-10-01,0.0
64,Identity and Access Management Access Analyzer,2024-11-01,0.0
64,Identity and Access Management Access Analyzer,2024-12-01,0.0
64,Identity and Access Management Access Analyzer,2025-01-01,82.2
64,Identity and Access Management Access Analyzer,2025-02-01,92.2
64,Identity and Access Management Access Analyzer,2025-03-01,92.6
65,CentOS 7 (ARM) with Support by Supported Images,2024-04-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2024-05-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2024-06-01,61.6
65,CentOS 7 (ARM) with Support by Supported Images,2024-07-01,137.2
65,CentOS 7 (ARM) with Support by Supported Images,2024-08-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2024-09-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2024-10-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2024-11-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2024-12-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2025-01-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2025-02-01,0.0
65,CentOS 7 (ARM) with Support by Supported Images,2025-03-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-04-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-05-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-06-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-07-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-08-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-09-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-10-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-11-01,0.0
66,MongoDB Atlas (pay-as-you-go),2024-12-01,0.0
66,MongoDB Atlas (pay-as-you-go),2025-01-01,0.0
66,MongoDB Atlas (pay-as-you-go),2025-02-01,0.0
66,MongoDB Atlas (pay-as-you-go),2025-03-01,179.0
67,Elastic Container Service,2024-04-01,9.1161
67,Elastic Container Service,2024-05-01,13.812
67,Elastic Container Service,2024-06-01,13.0067
67,Elastic Container Service,2024-07-01,19.6896
67,Elastic Container Service,2024-08-01,13.7026
67,Elastic Container Service,2024-09-01,16.0864
67,Elastic Container Service,2024-10-01,15.0377
67,Elastic Container Service,2024-11-01,14.4138
67,Elastic Container Service,2024-12-01,13.2136
67,Elastic Container Service,2025-01-01,16.5551
67,Elastic Container Service,2025-02-01,13.5585
67,Elastic Container Service,2025-03-01,15.6028
68,SNS,2024-04-01,13.1805
68,SNS,2024-05-01,15.9967
68,SNS,2024-06-01,20.0917
68,SNS,2024-07-01,16.3855
68,SNS,2024-08-01,22.4054
68,SNS,2024-09-01,13.5902
68,SNS,2024-10-01,10.7883
68,SNS,2024-11-01,7.3397
68,SNS,2024-12-01,7.6045
68,SNS,2025-01-01,8.7392
68,SNS,2025-02-01,9.5728
68,SNS,2025-03-01,23.8715
69,End User Messaging,2024-04-01,2.266
69,End User Messaging,2024-05-01,2.19
69,End User Messaging,2024-06-01,38.211
69,End User Messaging,2024-07-01,15.223
69,End User Messaging,2024-08-01,14.727
69,End User Messaging,2024-09-01,9.095
69,End User Messaging,2024-10-01,2.621
69,End User Messaging,2024-11-01,4.738
69,End User Messaging,2024-12-01,6.281
69,End User Messaging,2025-01-01,3.242
69,End User Messaging,2025-02-01,2.963
69,End User Messaging,2025-03-01,4.353
70,Elemental MediaLive,2024-04-01,7.2
70,Elemental MediaLive,2024-05-01,7.44
70,Elemental MediaLive,2024-06-01,7.2
70,Elemental MediaLive,2024-07-01,7.44
70,Elemental MediaLive,2024-08-01,7.44
70,Elemental MediaLive,2024-09-01,7.2
70,Elemental MediaLive,2024-10-01,7.44
70,Elemental MediaLive,2024-11-01,7.2
70,Elemental MediaLive,2024-12-01,7.44
70,Elemental MediaLive,2025-01-01,7.44
70,Elemental MediaLive,2025-02-01,6.72
70,Elemental MediaLive,2025-03-01,7.44
71,Websoft9 Applications Hosting Platform for Redash,2024-04-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-05-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-06-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-07-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-08-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-09-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-10-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-11-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2024-12-01,71.765
71,Websoft9 Applications Hosting Platform for Redash,2025-01-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2025-02-01,0.0
71,Websoft9 Applications Hosting Platform for Redash,2025-03-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2024-04-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2024-05-01,9.84
72,Ubuntu Linux Desktop with Web Interface,2024-06-01,28.76
72,Ubuntu Linux Desktop with Web Interface,2024-07-01,28.08
72,Ubuntu Linux Desktop with Web Interface,2024-08-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2024-09-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2024-10-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2024-11-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2024-12-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2025-01-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2025-02-01,0.0
72,Ubuntu Linux Desktop with Web Interface,2025-03-01,0.0
73,Claude 3 Haiku ( Bedrock Edition),2024-04-01,0.0
73,Claude 3 Haiku ( Bedrock Edition),2024-05-01,0.0
73,Claude 3 Haiku ( Bedrock Edition),2024-06-01,0.0
73,Claude 3 Haiku ( Bedrock Edition),2024-07-01,0.0888
73,Claude 3 Haiku ( Bedrock Edition),2024-08-01,45.3872
73,Claude 3 Haiku ( Bedrock Edition),2024-09-01,0.0
73,Claude 3 Haiku ( Bedrock Edition),2024-10-01,0.0
73,Claude 3 Haiku ( Bedrock Edition),2024-11-01,0.0
73,Claude 3 Haiku ( Bedrock Edition),2024-12-01,0.0806
73,Claude 3 Haiku ( Bedrock Edition),2025-01-01,0.0521
73,Claude 3 Haiku ( Bedrock Edition),2025-02-01,0.1057
73,Claude 3 Haiku ( Bedrock Edition),2025-03-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-04-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-05-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-06-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-07-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-08-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-09-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-10-01,1.3168
74,Claude 3 Sonnet ( Bedrock Edition),2024-11-01,0.0
74,Claude 3 Sonnet ( Bedrock Edition),2024-12-01,5.9511
74,Claude 3 Sonnet ( Bedrock Edition),2025-01-01,7.5961
74,Claude 3 Sonnet ( Bedrock Edition),2025-02-01,12.8779
74,Claude 3 Sonnet ( Bedrock Edition),2025-03-01,16.3384
75,Macie,2024-04-01,3.0578
75,Macie,2024-05-01,3.1598
75,Macie,2024-06-01,3.0315
75,Macie,2024-07-01,2.9559
75,Macie,2024-08-01,2.9559
75,Macie,2024-09-01,2.7948
75,Macie,2024-10-01,2.9559
75,Macie,2024-11-01,2.8606
75,Macie,2024-12-01,2.9559
75,Macie,2025-01-01,2.9559
75,Macie,2025-02-01,2.6699
75,Macie,2025-03-01,2.9559
76,MemoryDB,2024-04-01,0.0142
76,MemoryDB,2024-05-01,0.0142
76,MemoryDB,2024-06-01,0.0142
76,MemoryDB,2024-07-01,0.0142
76,MemoryDB,2024-08-01,0.0142
76,MemoryDB,2024-09-01,0.0142
76,MemoryDB,2024-10-01,0.0142
76,MemoryDB,2024-11-01,0.0142
76,MemoryDB,2024-12-01,0.0142
76,MemoryDB,2025-01-01,0.0142
76,MemoryDB,2025-02-01,0.0142
76,MemoryDB,2025-03-01,25.8782
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-04-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-05-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-06-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-07-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-08-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-09-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-10-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-11-01,25.11
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2024-12-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2025-01-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2025-02-01,0.0
77,Cloud Native Database for MariaDB 10.6 (Ubuntu),2025-03-01,0.0
78,IoT Device Defender,2024-04-01,1.1097
78,IoT Device Defender,2024-05-01,2.1702
78,IoT Device Defender,2024-06-01,2.8782
78,IoT Device Defender,2024-07-01,0.6035
78,IoT Device Defender,2024-08-01,0.8763
78,IoT Device Defender,2024-09-01,1.0352
78,IoT Device Defender,2024-10-01,0.7806
78,IoT Device Defender,2024-11-01,0.5147
78,IoT Device Defender,2024-12-01,0.7989
78,IoT Device Defender,2025-01-01,3.9785
78,IoT Device Defender,2025-02-01,0.8788
78,IoT Device Defender,2025-03-01,1.1625
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-04-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-05-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-06-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-07-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-08-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-09-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-10-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-11-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2024-12-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2025-01-01,0.0
79,Claude 3.5 Sonnet ( Bedrock Edition),2025-02-01,9.9033
79,Claude 3.5 Sonnet ( Bedrock Edition),2025-03-01,3.9791
80,Security Hub,2024-04-01,0.994
80,Security Hub,2024-05-01,0.992
80,Security Hub,2024-06-01,0.96
80,Security Hub,2024-07-01,0.992
80,Security Hub,2024-08-01,0.992
80,Security Hub,2024-09-01,0.96
80,Security Hub,2024-10-01,0.992
80,Security Hub,2024-11-01,0.96
80,Security Hub,2024-12-01,0.992
80,Security Hub,2025-01-01,0.992
80,Security Hub,2025-02-01,0.896
80,Security Hub,2025-03-01,0.992
81,Amplify,2024-04-01,0.0001
81,Amplify,2024-05-01,0.0001
81,Amplify,2024-06-01,0.0001
81,Amplify,2024-07-01,0.0002
81,Amplify,2024-08-01,0.0001
81,Amplify,2024-09-01,0.0001
81,Amplify,2024-10-01,0.0001
81,Amplify,2024-11-01,0.0001
81,Amplify,2024-12-01,0.0002
81,Amplify,2025-01-01,0.0002
81,Amplify,2025-02-01,0.0001
81,Amplify,2025-03-01,10.2689
82,CodePipeline,2024-04-01,2.0
82,CodePipeline,2024-05-01,3.0
82,CodePipeline,2024-06-01,0.0
82,CodePipeline,2024-07-01,2.0
82,CodePipeline,2024-08-01,0.0
82,CodePipeline,2024-09-01,0.0
82,CodePipeline,2024-10-01,0.0
82,CodePipeline,2024-11-01,0.0
82,CodePipeline,2024-12-01,0.0
82,CodePipeline,2025-01-01,0.0
82,CodePipeline,2025-02-01,0.0
82,CodePipeline,2025-03-01,2.384
83,OpenJDK 8 (Java 8) on CentOS 7,2024-04-01,7.14
83,OpenJDK 8 (Java 8) on CentOS 7,2024-05-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2024-06-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2024-07-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2024-08-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2024-09-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2024-10-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2024-11-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2024-12-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2025-01-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2025-02-01,0.0
83,OpenJDK 8 (Java 8) on CentOS 7,2025-03-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-04-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-05-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-06-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-07-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-08-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-09-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-10-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-11-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2024-12-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2025-01-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2025-02-01,0.0
84,Claude 3.7 Sonnet ( Bedrock Edition),2025-03-01,6.0093
85,CodeBuild,2024-04-01,0.882
85,CodeBuild,2024-05-01,0.816
85,CodeBuild,2024-06-01,0.096
85,CodeBuild,2024-07-01,0.0
85,CodeBuild,2024-08-01,0.076
85,CodeBuild,2024-09-01,0.0
85,CodeBuild,2024-10-01,0.0
85,CodeBuild,2024-11-01,0.0
85,CodeBuild,2024-12-01,0.0
85,CodeBuild,2025-01-01,0.0
85,CodeBuild,2025-02-01,0.0
85,CodeBuild,2025-03-01,3.73
86,FSx,2024-04-01,0.2926
86,FSx,2024-05-01,0.2926
86,FSx,2024-06-01,0.2926
86,FSx,2024-07-01,0.2926
86,FSx,2024-08-01,0.2926
86,FSx,2024-09-01,0.2926
86,FSx,2024-10-01,0.2923
86,FSx,2024-11-01,0.2926
86,FSx,2024-12-01,0.2926
86,FSx,2025-01-01,0.2926
86,FSx,2025-02-01,0.2926
86,FSx,2025-03-01,0.2926
87,Compute Optimizer,2024-04-01,0.2419
87,Compute Optimizer,2024-05-01,0.25
87,Compute Optimizer,2024-06-01,0.2419
87,Compute Optimizer,2024-07-01,0.25
87,Compute Optimizer,2024-08-01,0.25
87,Compute Optimizer,2024-09-01,0.2419
87,Compute Optimizer,2024-10-01,0.25
87,Compute Optimizer,2024-11-01,0.2419
87,Compute Optimizer,2024-12-01,0.25
87,Compute Optimizer,2025-01-01,0.25
87,Compute Optimizer,2025-02-01,0.2258
87,Compute Optimizer,2025-03-01,0.25
88,DevOps Guru,2024-04-01,1.2247
88,DevOps Guru,2024-05-01,0.1685
88,DevOps Guru,2024-06-01,0.1282
88,DevOps Guru,2024-07-01,0.1899
88,DevOps Guru,2024-08-01,0.1434
88,DevOps Guru,2024-09-01,0.0688
88,DevOps Guru,2024-10-01,0.1538
88,DevOps Guru,2024-11-01,0.1034
88,DevOps Guru,2024-12-01,0.0884
88,DevOps Guru,2025-01-01,0.075
88,DevOps Guru,2025-02-01,0.3861
88,DevOps Guru,2025-03-01,0.0346
89,CodeArtifact,2024-04-01,0.1053
89,CodeArtifact,2024-05-01,0.0992
89,CodeArtifact,2024-06-01,0.1025
89,CodeArtifact,2024-07-01,0.1012
89,CodeArtifact,2024-08-01,0.102
89,CodeArtifact,2024-09-01,0.1013
89,CodeArtifact,2024-10-01,0.1032
89,CodeArtifact,2024-11-01,0.1042
89,CodeArtifact,2024-12-01,0.1092
89,CodeArtifact,2025-01-01,0.1115
89,CodeArtifact,2025-02-01,0.1108
89,CodeArtifact,2025-03-01,0.11
90,Polly,2024-04-01,0.0
90,Polly,2024-05-01,0.0
90,Polly,2024-06-01,0.0
90,Polly,2024-07-01,0.4416
90,Polly,2024-08-01,0.2215
90,Polly,2024-09-01,0.1765
90,Polly,2024-10-01,0.052
90,Polly,2024-11-01,0.0
90,Polly,2024-12-01,0.0
90,Polly,2025-01-01,0.0
90,Polly,2025-02-01,0.0
90,Polly,2025-03-01,0.0
91,Keyspaces (for Apache Cassandra),2024-04-01,0.0324
91,Keyspaces (for Apache Cassandra),2024-05-01,0.0314
91,Keyspaces (for Apache Cassandra),2024-06-01,0.0411
91,Keyspaces (for Apache Cassandra),2024-07-01,0.039
91,Keyspaces (for Apache Cassandra),2024-08-01,0.0341
91,Keyspaces (for Apache Cassandra),2024-09-01,0.0581
91,Keyspaces (for Apache Cassandra),2024-10-01,0.0528
91,Keyspaces (for Apache Cassandra),2024-11-01,0.0376
91,Keyspaces (for Apache Cassandra),2024-12-01,0.0353
91,Keyspaces (for Apache Cassandra),2025-01-01,0.0417
91,Keyspaces (for Apache Cassandra),2025-02-01,0.0366
91,Keyspaces (for Apache Cassandra),2025-03-01,0.0361
92,Transcribe,2024-04-01,0.0
92,Transcribe,2024-05-01,0.006
92,Transcribe,2024-06-01,0.0
92,Transcribe,2024-07-01,0.1589
92,Transcribe,2024-08-01,0.0
92,Transcribe,2024-09-01,0.0
92,Transcribe,2024-10-01,0.0
92,Transcribe,2024-11-01,0.0
92,Transcribe,2024-12-01,0.0
92,Transcribe,2025-01-01,0.0
92,Transcribe,2025-02-01,0.0
92,Transcribe,2025-03-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-04-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-05-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-06-01,0.16
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-07-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-08-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-09-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-10-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-11-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2024-12-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2025-01-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2025-02-01,0.0
93,CentOS 7.9 (ARM) with support by Fleximg - Kernel 5.10,2025-03-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-04-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-05-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-06-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-07-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-08-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-09-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-10-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-11-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2024-12-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2025-01-01,0.0
94,Claude 3.5 Haiku ( Bedrock Edition),2025-02-01,0.0016
94,Claude 3.5 Haiku ( Bedrock Edition),2025-03-01,0.0182
95,Location Service,2024-04-01,0.0067
95,Location Service,2024-05-01,0.0069
95,Location Service,2024-06-01,0.0065
95,Location Service,2024-07-01,0.0069
95,Location Service,2024-08-01,0.0172
95,Location Service,2024-09-01,0.0067
95,Location Service,2024-10-01,0.012
95,Location Service,2024-11-01,0.0092
95,Location Service,2024-12-01,0.0053
95,Location Service,2025-01-01,0.0053
95,Location Service,2025-02-01,0.005
95,Location Service,2025-03-01,0.0057
96,Simple Workflow Service,2024-04-01,0.0066
96,Simple Workflow Service,2024-05-01,0.0069
96,Simple Workflow Service,2024-06-01,0.0061
96,Simple Workflow Service,2024-07-01,0.0071
96,Simple Workflow Service,2024-08-01,0.0067
96,Simple Workflow Service,2024-09-01,0.0058
96,Simple Workflow Service,2024-10-01,0.0067
