account_id,month,transformedactualspend,deepikaactualspend
469795226344,2024-04-01,1452999.8840031845,112200.0
352506242819,2024-04-01,580158.2975649042,926600.0
628412515026,2024-04-01,367227.3155399277,424200.0
567423616371,2024-04-01,231802.1357918547,333700.0
340077773684,2024-04-01,163433.8895350119,220200.0
304016915943,2024-04-01,129362.592368747,179200.0
968032760053,2024-04-01,102009.4348873747,174500.0
2637409966,2024-04-01,88287.5083655973,196300.0
424503791295,2024-04-01,105465.0081603306,167500.0
75790327284,2024-04-01,94252.4898921607,128500.0
899249751508,2024-04-01,70012.0126940925,137800.0
564188254156,2024-04-01,94693.4429265853,117900.0
898496923608,2024-04-01,73659.3027924261,111200.0
272415727726,2024-04-01,66903.3227346241,110500.0
337891198417,2024-04-01,3113.0957015051,4700.0
445736908015,2024-04-01,58648.7666475333,102400.0
211125458732,2024-04-01,14674.675282869,31600.0
705108899578,2024-04-01,57624.0983244451,63500.0
746682193773,2024-04-01,50710.6086414781,95000.0
3079193758,2024-04-01,40102.2201486472,48600.0
359716425895,2024-04-01,37723.8817368305,58000.0
381491835802,2024-04-01,3909.3878860733,24100.0
811134095225,2024-04-01,30794.3187332403,50900.0
901553615594,2024-04-01,41021.5259076579,58700.0
479671683529,2024-04-01,42943.804229653,51500.0
761904723706,2024-04-01,21905.3025174688,31300.0
755560366148,2024-04-01,20821.2435571474,48300.0
210577074618,2024-04-01,12316.9186587627,18000.0
182401677120,2024-04-01,19826.5032052404,27800.0
423969094700,2024-04-01,20479.9922263785,43000.0
419830208690,2024-04-01,24359.5698412071,32800.0
753168370952,2024-04-01,24025.3813853792,28400.0
929265682896,2024-04-01,15537.4936097477,25800.0
546818093346,2024-04-01,17889.9277430551,34000.0
647564693872,2024-04-01,14303.270622439,16600.0
975049957371,2024-04-01,2099.0718580028,3000.0
211125515568,2024-04-01,6983.4296393823,14900.0
161115069565,2024-04-01,12556.5284839182,18200.0
752518464574,2024-04-01,11217.9074020552,21500.0
251917288737,2024-04-01,11053.6262990883,12400.0
72401294672,2024-04-01,9918.6566651008,9400.0
522974168642,2024-04-01,11156.7830202549,17400.0
28914776520,2024-04-01,10679.9199972406,17400.0
233815244996,2024-04-01,11611.4418427363,24400.0
407648374860,2024-04-01,7912.4353090372,6700.0
576293063887,2024-04-01,6333.2318593669,10300.0
758230397644,2024-04-01,6621.9046247342,21100.0
239103975135,2024-04-01,6473.8350275214,9300.0
252197745876,2024-04-01,4258.1396585997,12400.0
474140895141,2024-04-01,7902.6302903052,14200.0
495419344110,2024-04-01,5482.806623195,9500.0
984308723723,2024-04-01,5107.926807418,8700.0
789596305652,2024-04-01,2798.9543859198,5400.0
21891570382,2024-04-01,0.0,0.0
480732456233,2024-04-01,4361.0846213559,6800.0
337158390682,2024-04-01,6825.1506676297,6900.0
885068115609,2024-04-01,4864.1861386388,6500.0
90436275138,2024-04-01,4923.6023166678,8900.0
663804405009,2024-04-01,6740.5559762838,14000.0
318633126153,2024-04-01,3703.9365376424,6200.0
442447453008,2024-04-01,3047.0259084235,4600.0
736384229724,2024-04-01,3159.6188024225,3500.0
340677782776,2024-04-01,3743.613563577,9500.0
997924011427,2024-04-01,3513.8284838535,5200.0
685585466397,2024-04-01,3136.7427121327,5700.0
698979518480,2024-04-01,3944.2435128599,9400.0
952840895893,2024-04-01,3086.4005121362,8300.0
562921704166,2024-04-01,2620.6848121006,3600.0
66636274316,2024-04-01,2168.044955457,3300.0
64619502227,2024-04-01,2394.7209644141,3300.0
718893572916,2024-04-01,2176.3318948749,2600.0
339712759199,2024-04-01,0.0,0.0
664526282133,2024-04-01,1935.8202534898,2300.0
615069360012,2024-04-01,1773.04066952,3000.0
339712810712,2024-04-01,1472.6282193551,4700.0
722152247093,2024-04-01,2121.5669067761,3300.0
68930846606,2024-04-01,1779.3967707922,4200.0
127247839315,2024-04-01,1315.0952213505,2300.0
97001033170,2024-04-01,1553.4284133185,3300.0
471112958605,2024-04-01,332.9433005604,700.0
914516902729,2024-04-01,496.0478711236,800.0
541095382258,2024-04-01,1652.1214099509,2100.0
54736913503,2024-04-01,2132.5815667363,3200.0
848332057417,2024-04-01,1169.4183636666,2700.0
368920154232,2024-04-01,1334.0572090711,1900.0
821240137883,2024-04-01,1513.9907673938,2900.0
66548792077,2024-04-01,1056.4352939484,1500.0
439726107081,2024-04-01,1046.2254241674,1700.0
824873459626,2024-04-01,1302.7007459056,1800.0
131752971524,2024-04-01,2062.2904451725,3100.0
492902601864,2024-04-01,2670.5880792408,3100.0
153518195166,2024-04-01,1083.6196283958,1300.0
625612021127,2024-04-01,1414.4479704634,3000.0
611670160261,2024-04-01,1049.4807330771,2200.0
465354398947,2024-04-01,962.106671272,1300.0
135329050410,2024-04-01,818.140804396,1200.0
130653941854,2024-04-01,1187.5864299324,1700.0
272968093320,2024-04-01,328.9264632898,1400.0
510772292268,2024-04-01,641.7583040568,900.0
494799526181,2024-04-01,721.4126305778,1700.0
700271710604,2024-04-01,2402.8255261192,3000.0
290310562512,2024-04-01,1487.739707121,2300.0
481935107677,2024-04-01,706.9380227338,1000.0
841860372390,2024-04-01,1035.0384894335,1600.0
630307967658,2024-04-01,682.2997779166,900.0
389881277731,2024-04-01,783.987161837,1000.0
116631508635,2024-04-01,1477.3390453694,1800.0
17820698743,2024-04-01,0.0,0.0
239666495852,2024-04-01,451.8898163412,600.0
745098155683,2024-04-01,551.8128287051,800.0
518207312579,2024-04-01,385.688611348,600.0
471112938013,2024-04-01,319.7103456845,400.0
218943325897,2024-04-01,289.3304480416,300.0
505767364771,2024-04-01,244.9717656771,300.0
658447621694,2024-04-01,256.1116059278,400.0
798411736697,2024-04-01,1430.6140488365,1600.0
576911611801,2024-04-01,218.4610669686,200.0
654654315008,2024-04-01,871.9903944771,1100.0
161282784430,2024-04-01,1850.1989719708,3000.0
538615689396,2024-04-01,323.2156739472,400.0
548411824430,2024-04-01,207.1494886246,300.0
608146213544,2024-04-01,593.2242302262,0.0
320811487590,2024-04-01,162.5572788601,200.0
367464822874,2024-04-01,152.8954799085,200.0
975049937880,2024-04-01,79.4049247728,100.0
453914767997,2024-04-01,139.6721454299,200.0
737499001343,2024-04-01,130.3092535878,100.0
661338130494,2024-04-01,122.6137870638,200.0
769263341944,2024-04-01,404.8737840757,400.0
23903256547,2024-04-01,94.0911596729,200.0
264522784930,2024-04-01,41.2556336857,0.0
475919677060,2024-04-01,96.5488283846,100.0
797142548187,2024-04-01,417.0073920638,500.0
176839215860,2024-04-01,272.8959378033,400.0
576218818919,2024-04-01,53.1382622477,100.0
269350686318,2024-04-01,34.4218816767,0.0
678670235450,2024-04-01,40.1020083841,0.0
605458724602,2024-04-01,15.8117427342,0.0
239937555916,2024-04-01,79.876988649,100.0
860971823470,2024-04-01,25.2460649968,0.0
907058949943,2024-04-01,9.1519430628,0.0
322263815270,2024-04-01,1.3994192743,0.0
185774682289,2024-04-01,1.048773975,0.0
470060591194,2024-04-01,1.151857656,0.0
532041146482,2024-04-01,1.7838468874,0.0
913203018054,2024-04-01,0.4732302248,0.0
469795226344,2024-05-01,1450091.221147632,103400.0
352506242819,2024-05-01,489421.9721322878,795900.0
628412515026,2024-05-01,332440.1842801341,406100.0
567423616371,2024-05-01,214713.1786696263,311200.0
340077773684,2024-05-01,156098.8866738794,212600.0
304016915943,2024-05-01,122787.0418848597,173000.0
968032760053,2024-05-01,105011.6919004491,183400.0
2637409966,2024-05-01,88111.5230699865,196100.0
424503791295,2024-05-01,96387.451229007,152200.0
75790327284,2024-05-01,96366.3405687506,137700.0
899249751508,2024-05-01,61053.079666562,123000.0
564188254156,2024-05-01,95814.9462741597,119200.0
898496923608,2024-05-01,80924.2060066214,120400.0
272415727726,2024-05-01,59330.5181738645,95400.0
337891198417,2024-05-01,3265.9222472629,5200.0
445736908015,2024-05-01,58292.1664041647,106400.0
211125458732,2024-05-01,32439.4769083848,58900.0
705108899578,2024-05-01,51900.4466101641,57700.0
746682193773,2024-05-01,51433.4336209165,96800.0
3079193758,2024-05-01,39352.2363635157,47800.0
359716425895,2024-05-01,37989.1097307863,58600.0
381491835802,2024-05-01,8175.9914933616,31400.0
811134095225,2024-05-01,31699.6855671143,52400.0
901553615594,2024-05-01,37050.6847517707,54600.0
479671683529,2024-05-01,37964.5099857069,44900.0
761904723706,2024-05-01,22002.2503015391,31400.0
755560366148,2024-05-01,21876.2878825513,50500.0
210577074618,2024-05-01,12454.8625493121,18200.0
182401677120,2024-05-01,20028.3591254983,28000.0
423969094700,2024-05-01,20849.237319342,43700.0
419830208690,2024-05-01,23090.8084537107,32000.0
753168370952,2024-05-01,23176.0618530658,28600.0
929265682896,2024-05-01,15547.8301327988,25100.0
546818093346,2024-05-01,18629.3499272477,32200.0
647564693872,2024-05-01,10502.0124027574,12400.0
975049957371,2024-05-01,10362.7036877571,12400.0
211125515568,2024-05-01,10073.1252742914,19200.0
161115069565,2024-05-01,12446.8630500339,18200.0
752518464574,2024-05-01,12168.4190941081,22200.0
251917288737,2024-05-01,9173.8666002131,10300.0
72401294672,2024-05-01,9751.0961637987,9200.0
522974168642,2024-05-01,11851.8829397064,18100.0
28914776520,2024-05-01,11824.644729089,18700.0
233815244996,2024-05-01,10625.0767592544,21300.0
407648374860,2024-05-01,8356.186400878,7100.0
576293063887,2024-05-01,6615.9167080674,10800.0
758230397644,2024-05-01,6104.7778791623,19700.0
239103975135,2024-05-01,6441.5963331769,9200.0
252197745876,2024-05-01,4511.7142211726,13200.0
474140895141,2024-05-01,8542.7178283063,14800.0
495419344110,2024-05-01,6924.1864433061,12700.0
984308723723,2024-05-01,5237.981823232,8800.0
789596305652,2024-05-01,3945.9135850081,7400.0
21891570382,2024-05-01,0.0,0.0
480732456233,2024-05-01,4212.6670211599,6700.0
337158390682,2024-05-01,6734.6893869819,6800.0
885068115609,2024-05-01,3218.2597047934,5500.0
90436275138,2024-05-01,4335.1204941065,7900.0
663804405009,2024-05-01,6576.6124779572,14100.0
