account_id,month,transformedactualspend,deepikaactualspend
318633126153,2024-05-01,3715.0459929553,6300.0
442447453008,2024-05-01,3126.988018758,4800.0
736384229724,2024-05-01,3149.7458932453,3500.0
340677782776,2024-05-01,3324.9300096378,8600.0
997924011427,2024-05-01,3045.5061485606,4400.0
685585466397,2024-05-01,2646.2093765301,4900.0
698979518480,2024-05-01,3913.4577141244,7900.0
952840895893,2024-05-01,2840.7543063639,6900.0
562921704166,2024-05-01,2716.7548916084,3800.0
66636274316,2024-05-01,2809.6345188831,3900.0
64619502227,2024-05-01,2508.4575637745,4100.0
718893572916,2024-05-01,2237.1030784485,2600.0
339712759199,2024-05-01,268.8058506953,500.0
664526282133,2024-05-01,2001.1152788649,2400.0
615069360012,2024-05-01,1850.2104546857,3200.0
339712810712,2024-05-01,2365.4586247618,6500.0
722152247093,2024-05-01,2080.7899348656,3200.0
68930846606,2024-05-01,1862.7392569856,4700.0
127247839315,2024-05-01,1386.906279505,2400.0
97001033170,2024-05-01,1463.9822444628,3200.0
471112958605,2024-05-01,1191.7060582484,2000.0
914516902729,2024-05-01,579.3399761118,900.0
541095382258,2024-05-01,1704.0675361478,2200.0
54736913503,2024-05-01,1541.2335142303,2500.0
848332057417,2024-05-01,1492.3299005323,3800.0
368920154232,2024-05-01,1214.8771861811,1700.0
821240137883,2024-05-01,1550.9020542838,3000.0
66548792077,2024-05-01,1074.3011158846,1500.0
439726107081,2024-05-01,1322.423927163,2000.0
824873459626,2024-05-01,1246.9436362173,1600.0
131752971524,2024-05-01,1653.162120804,2600.0
492902601864,2024-05-01,2248.9586665266,2700.0
153518195166,2024-05-01,1761.4866040751,2200.0
625612021127,2024-05-01,1374.8892419744,2700.0
611670160261,2024-05-01,1042.4396092048,2100.0
465354398947,2024-05-01,942.6113947497,1300.0
135329050410,2024-05-01,938.1481987928,1300.0
130653941854,2024-05-01,1033.5961623258,1600.0
272968093320,2024-05-01,376.0651171765,1200.0
510772292268,2024-05-01,661.8132456765,1000.0
494799526181,2024-05-01,735.1875900716,1700.0
700271710604,2024-05-01,1339.8046642473,2100.0
290310562512,2024-05-01,1829.1405701512,3000.0
481935107677,2024-05-01,728.6136809287,1100.0
841860372390,2024-05-01,925.6546186662,1600.0
630307967658,2024-05-01,630.7792304739,800.0
389881277731,2024-05-01,581.8360700058,800.0
116631508635,2024-05-01,894.9053910273,1100.0
17820698743,2024-05-01,0.0,0.0
239666495852,2024-05-01,463.8462699648,600.0
745098155683,2024-05-01,452.8952882755,700.0
518207312579,2024-05-01,402.0204216255,600.0
471112938013,2024-05-01,330.2714321296,400.0
218943325897,2024-05-01,297.7215824208,300.0
505767364771,2024-05-01,251.2775940771,300.0
658447621694,2024-05-01,264.7055159197,400.0
798411736697,2024-05-01,887.0028241205,1000.0
576911611801,2024-05-01,223.6259408177,300.0
654654315008,2024-05-01,248.0875619567,400.0
161282784430,2024-05-01,224.130393995,300.0
538615689396,2024-05-01,328.6275505951,400.0
548411824430,2024-05-01,211.8471810456,300.0
608146213544,2024-05-01,650.1426871002,0.0
320811487590,2024-05-01,165.0986096082,200.0
367464822874,2024-05-01,156.6692786951,200.0
975049937880,2024-05-01,675.162216234,1100.0
453914767997,2024-05-01,142.1364212826,200.0
737499001343,2024-05-01,125.8601245333,100.0
661338130494,2024-05-01,127.3474992537,200.0
769263341944,2024-05-01,376.1343532749,400.0
23903256547,2024-05-01,102.3626953646,200.0
264522784930,2024-05-01,114.1004762751,0.0
475919677060,2024-05-01,96.1902051946,100.0
797142548187,2024-05-01,0.0,0.0
176839215860,2024-05-01,1.1523211853,0.0
576218818919,2024-05-01,54.6052280317,100.0
269350686318,2024-05-01,34.1283216496,0.0
678670235450,2024-05-01,41.2959376711,0.0
605458724602,2024-05-01,15.6967658136,0.0
239937555916,2024-05-01,0.0,0.0
860971823470,2024-05-01,18.0188316317,0.0
907058949943,2024-05-01,6.280579301,0.0
322263815270,2024-05-01,1.2849630348,0.0
185774682289,2024-05-01,0.9304222109,0.0
470060591194,2024-05-01,1.0052967176,0.0
532041146482,2024-05-01,1.421032477,0.0
913203018054,2024-05-01,0.3768955319,0.0
469795226344,2024-06-01,1355992.1663344193,86200.0
352506242819,2024-06-01,453036.8497598983,754800.0
628412515026,2024-06-01,326660.5301163285,406200.0
567423616371,2024-06-01,201027.5400954464,289700.0
340077773684,2024-06-01,163134.2047716645,219200.0
304016915943,2024-06-01,123309.8043166756,168000.0
968032760053,2024-06-01,108326.3906477471,189800.0
2637409966,2024-06-01,100053.9763309551,189500.0
424503791295,2024-06-01,96952.6705284394,150900.0
75790327284,2024-06-01,94186.4641372973,134500.0
899249751508,2024-06-01,63303.9392642121,119600.0
564188254156,2024-06-01,85478.756335584,105800.0
898496923608,2024-06-01,86910.3283286607,121800.0
272415727726,2024-06-01,60666.2334747539,96600.0
337891198417,2024-06-01,12531.6245617868,16400.0
445736908015,2024-06-01,60590.17128035,108100.0
211125458732,2024-06-01,47884.871075222,79800.0
705108899578,2024-06-01,51961.2040143567,58000.0
746682193773,2024-06-01,41419.2598381355,81200.0
3079193758,2024-06-01,36733.5161503335,45000.0
359716425895,2024-06-01,35289.521323383,55200.0
381491835802,2024-06-01,12187.5208390422,35600.0
811134095225,2024-06-01,30697.5505785073,48600.0
901553615594,2024-06-01,35742.0057344166,51500.0
479671683529,2024-06-01,32550.5457502616,38400.0
761904723706,2024-06-01,21758.6822176327,31000.0
755560366148,2024-06-01,21716.1844317168,46100.0
210577074618,2024-06-01,15003.7817731932,21300.0
182401677120,2024-06-01,19572.5876337091,27100.0
423969094700,2024-06-01,30932.6607311138,53400.0
419830208690,2024-06-01,23299.9579052498,32100.0
753168370952,2024-06-01,21252.1321901967,25600.0
929265682896,2024-06-01,14700.5165854207,23300.0
546818093346,2024-06-01,19358.7123920314,33100.0
647564693872,2024-06-01,17311.3403515559,20200.0
975049957371,2024-06-01,11023.8950366518,13200.0
211125515568,2024-06-01,10139.9649949966,19100.0
161115069565,2024-06-01,12436.1177742643,18100.0
752518464574,2024-06-01,10849.5845988206,20700.0
251917288737,2024-06-01,9527.0443924401,10400.0
72401294672,2024-06-01,10006.2095580793,9500.0
522974168642,2024-06-01,12002.4196945338,18000.0
28914776520,2024-06-01,12470.7685772831,19400.0
233815244996,2024-06-01,8181.0738716769,18200.0
407648374860,2024-06-01,8575.2351900034,7300.0
576293063887,2024-06-01,6816.7334092558,10900.0
758230397644,2024-06-01,5640.644202322,18300.0
239103975135,2024-06-01,7118.7965703505,9800.0
252197745876,2024-06-01,5083.1284118015,13000.0
474140895141,2024-06-01,8908.0618400463,14800.0
495419344110,2024-06-01,6090.956533525,10800.0
984308723723,2024-06-01,5034.2951680892,8500.0
789596305652,2024-06-01,4905.9804241871,7300.0
21891570382,2024-06-01,0.0,0.0
480732456233,2024-06-01,4309.0559270788,6700.0
337158390682,2024-06-01,4128.8895458666,4500.0
885068115609,2024-06-01,3173.3235700705,5300.0
90436275138,2024-06-01,4288.6220571835,7400.0
663804405009,2024-06-01,7705.0290091733,15700.0
318633126153,2024-06-01,3713.5335092076,6200.0
442447453008,2024-06-01,3093.0543473576,4700.0
736384229724,2024-06-01,3239.3548343347,3600.0
340677782776,2024-06-01,3238.2588971165,7800.0
997924011427,2024-06-01,3045.7630752862,4200.0
685585466397,2024-06-01,2598.051279028,4700.0
698979518480,2024-06-01,2389.398177258,5200.0
952840895893,2024-06-01,2514.1335021235,5300.0
562921704166,2024-06-01,2731.9812658354,3800.0
66636274316,2024-06-01,2038.59723333,3000.0
64619502227,2024-06-01,2505.3895033457,3900.0
718893572916,2024-06-01,2219.6680283308,2600.0
339712759199,2024-06-01,1257.6903112212,2100.0
664526282133,2024-06-01,1967.2063126976,2400.0
615069360012,2024-06-01,1872.7569298827,3200.0
339712810712,2024-06-01,2310.8863670145,5400.0
722152247093,2024-06-01,1865.808452069,2900.0
68930846606,2024-06-01,1677.9758843059,4500.0
127247839315,2024-06-01,1360.6164597534,2300.0
97001033170,2024-06-01,1401.683755066,3200.0
471112958605,2024-06-01,2141.8673699161,3100.0
914516902729,2024-06-01,765.3032381523,1200.0
541095382258,2024-06-01,1588.2005829467,1900.0
54736913503,2024-06-01,1424.5206967575,2300.0
848332057417,2024-06-01,1507.2696291695,3800.0
368920154232,2024-06-01,1243.2868458644,1700.0
821240137883,2024-06-01,1500.7019741758,2800.0
66548792077,2024-06-01,1065.1567753843,1500.0
439726107081,2024-06-01,1143.8411113312,1800.0
824873459626,2024-06-01,1234.3832131651,1600.0
131752971524,2024-06-01,1204.2046708059,1800.0
492902601864,2024-06-01,2175.3888917698,2500.0
153518195166,2024-06-01,1707.8240733633,2100.0
625612021127,2024-06-01,1411.2441020067,2500.0
611670160261,2024-06-01,942.83915108,1900.0
465354398947,2024-06-01,905.3880503003,1200.0
135329050410,2024-06-01,986.977803697,1400.0
130653941854,2024-06-01,1011.1230532003,1600.0
272968093320,2024-06-01,523.1779842971,1200.0
510772292268,2024-06-01,647.2838010065,900.0
494799526181,2024-06-01,710.3676085071,1700.0
700271710604,2024-06-01,820.0163302179,1000.0
290310562512,2024-06-01,1796.463082412,2900.0
481935107677,2024-06-01,698.2062201333,1000.0
841860372390,2024-06-01,974.1056632065,1700.0
630307967658,2024-06-01,637.386392484,800.0
389881277731,2024-06-01,565.4662767886,800.0
116631508635,2024-06-01,893.3733076794,1100.0
17820698743,2024-06-01,0.0,0.0
239666495852,2024-06-01,456.6608592364,600.0
745098155683,2024-06-01,442.0508874993,700.0
518207312579,2024-06-01,396.5755427928,600.0
471112938013,2024-06-01,319.9488516413,400.0
218943325897,2024-06-01,371.6292409471,300.0
505767364771,2024-06-01,245.2478095839,300.0
658447621694,2024-06-01,258.0473464153,400.0
798411736697,2024-06-01,7.9122410192,0.0
576911611801,2024-06-01,217.5200723087,200.0
654654315008,2024-06-01,262.2115964241,400.0
161282784430,2024-06-01,98.2655499753,100.0
538615689396,2024-06-01,336.209767292,400.0
548411824430,2024-06-01,204.1691620215,300.0
608146213544,2024-06-01,163.216564911,0.0
320811487590,2024-06-01,161.0390733853,200.0
367464822874,2024-06-01,153.1023598179,200.0
975049937880,2024-06-01,715.8248129469,1200.0
453914767997,2024-06-01,139.8858738429,200.0
737499001343,2024-06-01,126.1927993843,100.0
661338130494,2024-06-01,140.2504841887,200.0
769263341944,2024-06-01,271.3388889513,300.0
23903256547,2024-06-01,215.2228628082,300.0
264522784930,2024-06-01,61.5624535385,100.0
475919677060,2024-06-01,95.6720943597,100.0
797142548187,2024-06-01,0.0,0.0
176839215860,2024-06-01,1.4655527226,0.0
576218818919,2024-06-01,52.6780109892,100.0
269350686318,2024-06-01,34.0811298198,0.0
678670235450,2024-06-01,40.3690804058,0.0
605458724602,2024-06-01,15.8398984032,0.0
239937555916,2024-06-01,0.0,0.0
860971823470,2024-06-01,0.0,0.0
907058949943,2024-06-01,3.2873409204,0.0
322263815270,2024-06-01,1.6309415386,0.0
185774682289,2024-06-01,1.9859585776,0.0
470060591194,2024-06-01,1.2841988161,0.0
532041146482,2024-06-01,1.7736040361,0.0
913203018054,2024-06-01,0.7245878844,0.0
469795226344,2024-07-01,1554342.4056242558,83000.0
352506242819,2024-07-01,421904.8878702285,746700.0
628412515026,2024-07-01,315821.7148083943,399300.0
567423616371,2024-07-01,178154.8356684251,259500.0
340077773684,2024-07-01,169062.4360301217,230100.0
304016915943,2024-07-01,116053.9714516606,160800.0
968032760053,2024-07-01,113410.6205089604,199200.0
2637409966,2024-07-01,103937.7254702185,184100.0
424503791295,2024-07-01,95288.9902657444,147800.0
75790327284,2024-07-01,86763.9346777365,119800.0
899249751508,2024-07-01,65143.264797726,123300.0
564188254156,2024-07-01,71715.3840611836,90500.0
898496923608,2024-07-01,81935.5802959717,120900.0
272415727726,2024-07-01,61876.966308712,96100.0
337891198417,2024-07-01,23494.3069776283,29800.0
445736908015,2024-07-01,61363.3038008824,107800.0
211125458732,2024-07-01,55998.6193311702,92600.0
705108899578,2024-07-01,51648.5609663355,57500.0
746682193773,2024-07-01,47812.2391045924,87900.0
3079193758,2024-07-01,39042.4299463292,46700.0
359716425895,2024-07-01,34152.1880465922,55100.0
381491835802,2024-07-01,25264.8942472845,52600.0
811134095225,2024-07-01,32722.0158571671,51800.0
901553615594,2024-07-01,33399.8767927348,49400.0
479671683529,2024-07-01,32881.4957031101,38700.0
761904723706,2024-07-01,23357.9472333943,32299.0
755560366148,2024-07-01,21919.5127659705,47300.0
210577074618,2024-07-01,17320.8684048809,24200.0
182401677120,2024-07-01,19837.3983641317,27600.0
423969094700,2024-07-01,24861.2445022557,47900.0
419830208690,2024-07-01,19046.4006038308,26200.0
753168370952,2024-07-01,20910.8775612441,25500.0
929265682896,2024-07-01,14859.0069691299,24000.0
546818093346,2024-07-01,19206.489906578,32400.0
647564693872,2024-07-01,10176.6287850441,12300.0
975049957371,2024-07-01,14314.8418898318,17300.0
211125515568,2024-07-01,10809.6859100492,20600.0
161115069565,2024-07-01,12412.6791011392,18200.0
752518464574,2024-07-01,12343.9139544761,23200.0
251917288737,2024-07-01,9743.9799309213,10700.0
72401294672,2024-07-01,10115.312783031,9600.0
522974168642,2024-07-01,11146.1975105213,16900.0
28914776520,2024-07-01,10752.5231308667,17600.0
233815244996,2024-07-01,8763.1577615392,18500.0
407648374860,2024-07-01,8375.8194085113,7100.0
576293063887,2024-07-01,7134.9601731604,11600.0
758230397644,2024-07-01,5164.7609221182,16700.0
239103975135,2024-07-01,7768.9625718973,10700.0
252197745876,2024-07-01,5281.386699868,13500.0
474140895141,2024-07-01,6811.4831597591,12400.0
495419344110,2024-07-01,7180.5719187301,13000.0
984308723723,2024-07-01,5524.932576046,9800.0
789596305652,2024-07-01,5056.372929727,7400.0
21891570382,2024-07-01,0.0,0.0
480732456233,2024-07-01,4373.9253667616,6900.0
337158390682,2024-07-01,4213.4707547065,4600.0
885068115609,2024-07-01,3810.2304494013,6000.0
90436275138,2024-07-01,4332.6343082227,7300.0
663804405009,2024-07-01,8906.2885547298,19400.0
318633126153,2024-07-01,3747.7919514123,6400.0
442447453008,2024-07-01,3342.0917187461,4900.0
736384229724,2024-07-01,3387.0601265553,3800.0
340677782776,2024-07-01,3386.6545613444,8100.0
997924011427,2024-07-01,3124.0322727808,4400.0
685585466397,2024-07-01,2818.4924738736,4900.0
698979518480,2024-07-01,2598.3369943331,5600.0
952840895893,2024-07-01,2483.6100974471,5400.0
562921704166,2024-07-01,2753.3385404225,3800.0
66636274316,2024-07-01,2318.6414844189,3300.0
64619502227,2024-07-01,2684.0336951633,4100.0
718893572916,2024-07-01,1901.0525868967,2300.0
339712759199,2024-07-01,2004.0344408009,3500.0
664526282133,2024-07-01,2028.7934437958,2400.0
615069360012,2024-07-01,1944.5480569448,3400.0
339712810712,2024-07-01,2589.3689082032,4900.0
722152247093,2024-07-01,1913.9005262283,2800.0
68930846606,2024-07-01,1669.399073503,4200.0
127247839315,2024-07-01,1433.45122827,2400.0
97001033170,2024-07-01,1404.3580150067,3200.0
471112958605,2024-07-01,2067.0013194561,3000.0
914516902729,2024-07-01,836.4530310493,1400.0
541095382258,2024-07-01,1589.9774662988,1900.0
54736913503,2024-07-01,1641.113027249,2600.0
848332057417,2024-07-01,1603.8972617195,4100.0
368920154232,2024-07-01,1280.1047428183,1700.0
821240137883,2024-07-01,1471.3915243482,2400.0
66548792077,2024-07-01,1095.0250912566,1500.0
439726107081,2024-07-01,1487.5354634697,2300.0
824873459626,2024-07-01,1236.482073369,1600.0
131752971524,2024-07-01,1083.4660975521,1600.0
492902601864,2024-07-01,907.7900363227,1100.0
153518195166,2024-07-01,1099.1415751821,1200.0
625612021127,2024-07-01,1444.5876836702,2600.0
611670160261,2024-07-01,962.57506206,2000.0
465354398947,2024-07-01,917.3585770756,1200.0
135329050410,2024-07-01,1012.5007243646,1400.0
130653941854,2024-07-01,1034.2431052185,1600.0
272968093320,2024-07-01,543.875506382,1200.0
510772292268,2024-07-01,660.4332783455,900.0
494799526181,2024-07-01,779.2158331996,1900.0
700271710604,2024-07-01,836.8605092702,1000.0
290310562512,2024-07-01,1745.2371194545,2600.0
481935107677,2024-07-01,711.688754483,1000.0
841860372390,2024-07-01,846.2062862875,1400.0
630307967658,2024-07-01,635.1346572482,800.0
389881277731,2024-07-01,585.5490457199,800.0
116631508635,2024-07-01,809.5745883554,1000.0
17820698743,2024-07-01,0.0,0.0
239666495852,2024-07-01,479.5804605318,600.0
745098155683,2024-07-01,448.2842377554,700.0
518207312579,2024-07-01,492.5865493935,700.0
471112938013,2024-07-01,330.6244740094,400.0
218943325897,2024-07-01,297.966597337,300.0
505767364771,2024-07-01,251.6363022382,300.0
658447621694,2024-07-01,265.4630902859,400.0
798411736697,2024-07-01,6.1402781589,0.0
576911611801,2024-07-01,224.1964528583,300.0
654654315008,2024-07-01,267.4728561404,400.0
161282784430,2024-07-01,1.2289384486,0.0
538615689396,2024-07-01,347.5284385987,400.0
548411824430,2024-07-01,208.5108031305,300.0
608146213544,2024-07-01,168.4757639866,0.0
320811487590,2024-07-01,167.0669923661,200.0
367464822874,2024-07-01,156.9545942272,200.0
975049937880,2024-07-01,121.8041543966,200.0
453914767997,2024-07-01,142.4326296357,200.0
737499001343,2024-07-01,127.3040282034,100.0
661338130494,2024-07-01,133.810437647,200.0
769263341944,2024-07-01,194.9487304933,200.0
23903256547,2024-07-01,242.8593884137,400.0
264522784930,2024-07-01,76.555664148,100.0
475919677060,2024-07-01,95.7259454623,100.0
797142548187,2024-07-01,0.0,0.0
176839215860,2024-07-01,3.3172112863,0.0
576218818919,2024-07-01,53.8100733563,100.0
269350686318,2024-07-01,39.4512733889,0.0
678670235450,2024-07-01,41.6438373384,0.0
605458724602,2024-07-01,15.853811548,0.0
239937555916,2024-07-01,0.0,0.0
