account_id,day,spend,service_id
028914776520,2025-04-26,0.0,62
028914776520,2025-04-26,0.01,55
028914776520,2025-04-26,30.62,6
028914776520,2025-04-26,0.0,47
028914776520,2025-04-26,0.03,40
028914776520,2025-04-26,0.0,42
028914776520,2025-04-26,0.0,43
028914776520,2025-04-26,0.0,29
028914776520,2025-04-26,25.04,4
028914776520,2025-04-26,141.26,1
028914776520,2025-04-26,0.01,20
028914776520,2025-04-26,0.09,13
028914776520,2025-04-26,0.04,44
028914776520,2025-04-26,37.98,25
028914776520,2025-04-26,2.2,30
028914776520,2025-04-26,4.8,18
028914776520,2025-04-26,0.0,52
028914776520,2025-04-26,0.0,100
028914776520,2025-04-26,0.0,24
028914776520,2025-04-26,0.14,39
028914776520,2025-04-26,0.14,23
028914776520,2025-04-26,0.94,46
028914776520,2025-04-26,0.0,96
028914776520,2025-04-26,173.46,2
054736913503,2025-04-26,0.11,11
054736913503,2025-04-26,0.0,62
054736913503,2025-04-26,14.96,8
054736913503,2025-04-26,0.0,68
054736913503,2025-04-26,0.0,55
054736913503,2025-04-26,3.53,6
054736913503,2025-04-26,0.0,47
054736913503,2025-04-26,0.0,40
054736913503,2025-04-26,0.0,42
054736913503,2025-04-26,0.0,43
054736913503,2025-04-26,0.0,29
054736913503,2025-04-26,0.03,4
054736913503,2025-04-26,11.4,1
054736913503,2025-04-26,0.0,20
054736913503,2025-04-26,0.21,13
054736913503,2025-04-26,0.14,44
054736913503,2025-04-26,0.0,61
054736913503,2025-04-26,4.8,18
054736913503,2025-04-26,0.0,52
054736913503,2025-04-26,0.0,24
054736913503,2025-04-26,0.05,39
054736913503,2025-04-26,2.01,7
054736913503,2025-04-26,2.86,23
054736913503,2025-04-26,0.0,46
054736913503,2025-04-26,0.0,96
054736913503,2025-04-26,6.95,2
064619502227,2025-04-26,10.87,11
064619502227,2025-04-26,0.0,62
064619502227,2025-04-26,20.89,8
064619502227,2025-04-26,0.0,68
064619502227,2025-04-26,0.01,55
064619502227,2025-04-26,7.53,6
064619502227,2025-04-26,0.0,47
064619502227,2025-04-26,1.16,40
064619502227,2025-04-26,0.06,43
064619502227,2025-04-26,0.0,29
064619502227,2025-04-26,1.15,4
064619502227,2025-04-26,35.14,1
064619502227,2025-04-26,0.0,20
064619502227,2025-04-26,0.0,13
064619502227,2025-04-26,0.24,44
064619502227,2025-04-26,4.8,18
064619502227,2025-04-26,0.0,52
064619502227,2025-04-26,0.0,24
064619502227,2025-04-26,0.1,39
064619502227,2025-04-26,1.51,23
064619502227,2025-04-26,0.0,46
064619502227,2025-04-26,0.0,96
064619502227,2025-04-26,21.18,2
066548792077,2025-04-26,0.22,11
066548792077,2025-04-26,0.0,62
066548792077,2025-04-26,12.79,8
066548792077,2025-04-26,0.0,68
066548792077,2025-04-26,0.06,55
066548792077,2025-04-26,4.04,6
066548792077,2025-04-26,0.0,14
066548792077,2025-04-26,0.0,47
066548792077,2025-04-26,1.07,40
066548792077,2025-04-26,0.0,42
066548792077,2025-04-26,0.0,78
066548792077,2025-04-26,0.0,43
066548792077,2025-04-26,0.0,29
066548792077,2025-04-26,0.28,4
066548792077,2025-04-26,0.0,99
066548792077,2025-04-26,7.01,1
066548792077,2025-04-26,0.0,20
066548792077,2025-04-26,0.1,13
066548792077,2025-04-26,0.07,44
066548792077,2025-04-26,2.4,18
066548792077,2025-04-26,0.0,52
066548792077,2025-04-26,0.0,24
066548792077,2025-04-26,0.07,39
066548792077,2025-04-26,0.0,41
066548792077,2025-04-26,1.16,23
066548792077,2025-04-26,0.99,46
066548792077,2025-04-26,0.0,96
066548792077,2025-04-26,9.78,2
066548792077,2025-04-26,0.0,19
066548792077,2025-04-26,0.0,98
066636274316,2025-04-26,0.7,11
066636274316,2025-04-26,0.0,62
066636274316,2025-04-26,11.72,8
066636274316,2025-04-26,0.0,68
066636274316,2025-04-26,0.01,55
066636274316,2025-04-26,6.29,6
066636274316,2025-04-26,0.0,47
066636274316,2025-04-26,0.01,40
066636274316,2025-04-26,0.0,43
066636274316,2025-04-26,0.0,29
066636274316,2025-04-26,9.31,4
066636274316,2025-04-26,18.6,1
066636274316,2025-04-26,0.16,13
066636274316,2025-04-26,0.01,44
066636274316,2025-04-26,8.32,54
066636274316,2025-04-26,0.0,61
066636274316,2025-04-26,2.4,18
066636274316,2025-04-26,0.0,52
066636274316,2025-04-26,0.0,24
066636274316,2025-04-26,0.05,39
066636274316,2025-04-26,0.09,23
066636274316,2025-04-26,0.0,46
066636274316,2025-04-26,0.0,96
066636274316,2025-04-26,31.0,2
068930846606,2025-04-26,0.66,11
068930846606,2025-04-26,0.91,45
068930846606,2025-04-26,8.11,8
068930846606,2025-04-26,0.0,68
068930846606,2025-04-26,0.0,55
068930846606,2025-04-26,5.73,6
068930846606,2025-04-26,0.0,47
068930846606,2025-04-26,0.31,40
068930846606,2025-04-26,0.0,42
068930846606,2025-04-26,0.0,43
068930846606,2025-04-26,1.21,4
068930846606,2025-04-26,0.05,16
068930846606,2025-04-26,43.65,1
068930846606,2025-04-26,0.0,20
068930846606,2025-04-26,0.02,13
068930846606,2025-04-26,0.01,44
068930846606,2025-04-26,2.4,18
068930846606,2025-04-26,0.0,52
068930846606,2025-04-26,0.01,24
068930846606,2025-04-26,0.05,39
068930846606,2025-04-26,0.0,23
068930846606,2025-04-26,0.0,46
068930846606,2025-04-26,0.0,96
068930846606,2025-04-26,61.67,2
072401294672,2025-04-26,2.21,11
072401294672,2025-04-26,7.21,8
072401294672,2025-04-26,0.0,68
072401294672,2025-04-26,0.0,55
072401294672,2025-04-26,0.0,47
072401294672,2025-04-26,0.0,40
072401294672,2025-04-26,7.62,42
072401294672,2025-04-26,0.0,43
072401294672,2025-04-26,0.0,29
072401294672,2025-04-26,203.45,4
072401294672,2025-04-26,0.0,3
072401294672,2025-04-26,0.11,13
072401294672,2025-04-26,0.52,44
072401294672,2025-04-26,0.02,30
072401294672,2025-04-26,0.0,52
072401294672,2025-04-26,0.0,24
072401294672,2025-04-26,0.05,39
072401294672,2025-04-26,0.06,7
072401294672,2025-04-26,0.0,46
072401294672,2025-04-26,0.0,96
075790327284,2025-04-26,4.82,11
075790327284,2025-04-26,0.0,62
075790327284,2025-04-26,32.87,8
075790327284,2025-04-26,0.0,68
075790327284,2025-04-26,0.0,55
075790327284,2025-04-26,189.04,6
075790327284,2025-04-26,0.0,38
075790327284,2025-04-26,0.0,89
075790327284,2025-04-26,0.0,95
075790327284,2025-04-26,0.0,47
075790327284,2025-04-26,0.73,40
075790327284,2025-04-26,1.63,43
075790327284,2025-04-26,3.61,29
075790327284,2025-04-26,705.34,4
075790327284,2025-04-26,0.03,58
075790327284,2025-04-26,33.29,3
075790327284,2025-04-26,784.67,1
075790327284,2025-04-26,0.51,20
075790327284,2025-04-26,7.33,13
075790327284,2025-04-26,3.59,44
075790327284,2025-04-26,4.8,18
075790327284,2025-04-26,0.0,52
075790327284,2025-04-26,3.2,28
075790327284,2025-04-26,521.93,5
075790327284,2025-04-26,0.13,39
075790327284,2025-04-26,0.15,24
075790327284,2025-04-26,0.35,7
075790327284,2025-04-26,15.72,23
075790327284,2025-04-26,0.01,46
075790327284,2025-04-26,0.0,96
075790327284,2025-04-26,1243.53,2
090436275138,2025-04-26,1.39,11
090436275138,2025-04-26,0.0,62
090436275138,2025-04-26,39.08,8
090436275138,2025-04-26,0.0,68
090436275138,2025-04-26,0.0,55
090436275138,2025-04-26,11.54,6
090436275138,2025-04-26,0.0,47
090436275138,2025-04-26,1.42,40
090436275138,2025-04-26,0.0,43
090436275138,2025-04-26,0.0,29
090436275138,2025-04-26,1.39,4
090436275138,2025-04-26,0.33,50
090436275138,2025-04-26,0.08,3
090436275138,2025-04-26,43.42,1
090436275138,2025-04-26,0.01,44
090436275138,2025-04-26,0.02,61
090436275138,2025-04-26,0.0,88
090436275138,2025-04-26,7.2,18
090436275138,2025-04-26,0.0,52
090436275138,2025-04-26,0.0,24
090436275138,2025-04-26,0.05,39
090436275138,2025-04-26,2.31,23
090436275138,2025-04-26,0.0,46
090436275138,2025-04-26,0.0,96
090436275138,2025-04-26,50.17,2
097001033170,2025-04-26,0.42,11
097001033170,2025-04-26,0.0,62
097001033170,2025-04-26,10.4,8
097001033170,2025-04-26,0.0,68
097001033170,2025-04-26,0.01,55
097001033170,2025-04-26,4.72,6
097001033170,2025-04-26,0.0,47
097001033170,2025-04-26,0.0,40
097001033170,2025-04-26,0.0,43
097001033170,2025-04-26,0.0,29
097001033170,2025-04-26,1.66,4
097001033170,2025-04-26,0.32,3
097001033170,2025-04-26,41.5,1
097001033170,2025-04-26,0.21,13
097001033170,2025-04-26,0.11,44
097001033170,2025-04-26,0.0,52
097001033170,2025-04-26,0.0,24
097001033170,2025-04-26,0.04,39
097001033170,2025-04-26,0.0,46
097001033170,2025-04-26,0.0,96
097001033170,2025-04-26,44.9,2
116631508635,2025-04-26,0.06,11
116631508635,2025-04-26,0.12,8
116631508635,2025-04-26,0.0,68
116631508635,2025-04-26,0.0,55
116631508635,2025-04-26,0.1,38
116631508635,2025-04-26,0.0,47
116631508635,2025-04-26,0.08,40
116631508635,2025-04-26,0.0,43
116631508635,2025-04-26,0.01,4
116631508635,2025-04-26,0.14,3
116631508635,2025-04-26,1.12,1
116631508635,2025-04-26,0.0,13
116631508635,2025-04-26,0.14,44
116631508635,2025-04-26,0.0,52
116631508635,2025-04-26,0.0,24
116631508635,2025-04-26,0.05,39
116631508635,2025-04-26,0.07,23
116631508635,2025-04-26,0.0,46
116631508635,2025-04-26,0.0,96
116631508635,2025-04-26,0.0,98
127247839315,2025-04-26,0.08,11
127247839315,2025-04-26,0.64,45
127247839315,2025-04-26,6.02,8
127247839315,2025-04-26,0.0,68
127247839315,2025-04-26,0.0,55
127247839315,2025-04-26,2.73,6
127247839315,2025-04-26,0.0,47
127247839315,2025-04-26,0.0,40
127247839315,2025-04-26,9.27,42
127247839315,2025-04-26,0.0,43
127247839315,2025-04-26,0.01,29
127247839315,2025-04-26,0.0,4
127247839315,2025-04-26,0.0,3
127247839315,2025-04-26,21.98,1
127247839315,2025-04-26,8.2,20
127247839315,2025-04-26,0.01,44
127247839315,2025-04-26,0.0,52
127247839315,2025-04-26,0.0,24
127247839315,2025-04-26,0.05,39
127247839315,2025-04-26,0.0,46
127247839315,2025-04-26,0.0,96
127247839315,2025-04-26,33.78,2
130653941854,2025-04-26,0.0,24
130653941854,2025-04-26,0.05,39
130653941854,2025-04-26,0.0,47
130653941854,2025-04-26,0.07,40
130653941854,2025-04-26,0.48,8
130653941854,2025-04-26,0.13,42
130653941854,2025-04-26,0.0,68
130653941854,2025-04-26,0.01,11
130653941854,2025-04-26,0.0,43
130653941854,2025-04-26,0.0,46
130653941854,2025-04-26,0.62,4
130653941854,2025-04-26,0.01,44
130653941854,2025-04-26,0.0,55
130653941854,2025-04-26,0.0,96
130653941854,2025-04-26,0.0,29
130653941854,2025-04-26,0.0,52
131752971524,2025-04-26,1.37,11
131752971524,2025-04-26,0.0,62
131752971524,2025-04-26,19.1,8
131752971524,2025-04-26,0.0,68
131752971524,2025-04-26,0.0,55
131752971524,2025-04-26,2.31,6
131752971524,2025-04-26,0.0,47
131752971524,2025-04-26,0.13,40
131752971524,2025-04-26,0.34,42
131752971524,2025-04-26,0.0,43
131752971524,2025-04-26,0.0,29
131752971524,2025-04-26,0.08,4
131752971524,2025-04-26,26.42,1
131752971524,2025-04-26,0.27,20
131752971524,2025-04-26,0.01,44
131752971524,2025-04-26,0.0,52
131752971524,2025-04-26,0.0,24
131752971524,2025-04-26,0.11,39
131752971524,2025-04-26,0.07,23
131752971524,2025-04-26,0.0,46
131752971524,2025-04-26,0.0,96
131752971524,2025-04-26,60.61,2
135329050410,2025-04-26,0.34,11
135329050410,2025-04-26,0.0,62
135329050410,2025-04-26,17.96,8
135329050410,2025-04-26,0.0,68
135329050410,2025-04-26,0.0,55
135329050410,2025-04-26,3.47,6
135329050410,2025-04-26,0.0,47
135329050410,2025-04-26,0.04,40
135329050410,2025-04-26,0.0,43
135329050410,2025-04-26,0.0,29
135329050410,2025-04-26,1.33,4
135329050410,2025-04-26,12.95,1
135329050410,2025-04-26,0.21,13
135329050410,2025-04-26,0.01,44
135329050410,2025-04-26,0.0,52
135329050410,2025-04-26,0.0,24
135329050410,2025-04-26,0.07,39
135329050410,2025-04-26,0.02,23
135329050410,2025-04-26,0.0,46
135329050410,2025-04-26,0.0,96
135329050410,2025-04-26,8.17,2
153518195166,2025-04-26,0.0,11
153518195166,2025-04-26,14.16,8
153518195166,2025-04-26,0.0,68
153518195166,2025-04-26,0.0,55
153518195166,2025-04-26,0.07,75
153518195166,2025-04-26,0.0,38
153518195166,2025-04-26,0.0,47
153518195166,2025-04-26,0.05,40
153518195166,2025-04-26,0.0,43
153518195166,2025-04-26,0.01,29
153518195166,2025-04-26,0.13,4
153518195166,2025-04-26,0.03,3
153518195166,2025-04-26,6.08,1
153518195166,2025-04-26,0.0,13
153518195166,2025-04-26,0.41,44
153518195166,2025-04-26,0.0,52
153518195166,2025-04-26,0.0,102
153518195166,2025-04-26,12.0,24
153518195166,2025-04-26,0.07,39
153518195166,2025-04-26,0.05,23
153518195166,2025-04-26,0.0,46
153518195166,2025-04-26,0.0,96
153518195166,2025-04-26,0.0,2
161115069565,2025-04-26,0.05,39
161115069565,2025-04-26,0.0,47
161115069565,2025-04-26,0.0,40
161115069565,2025-04-26,41.32,8
161115069565,2025-04-26,0.0,68
161115069565,2025-04-26,0.0,11
161115069565,2025-04-26,0.0,43
161115069565,2025-04-26,0.01,46
161115069565,2025-04-26,2.97,4
161115069565,2025-04-26,0.31,44
161115069565,2025-04-26,0.0,55
161115069565,2025-04-26,144.88,2
161115069565,2025-04-26,0.0,96
161115069565,2025-04-26,0.03,75
161115069565,2025-04-26,1.15,6
161115069565,2025-04-26,0.08,30
161115069565,2025-04-26,0.0,52
161115069565,2025-04-26,381.54,1
182401677120,2025-04-26,6.57,11
182401677120,2025-04-26,0.0,62
182401677120,2025-04-26,35.82,8
182401677120,2025-04-26,0.0,68
182401677120,2025-04-26,0.01,55
182401677120,2025-04-26,15.89,6
182401677120,2025-04-26,0.0,47
182401677120,2025-04-26,0.0,40
182401677120,2025-04-26,0.0,43
182401677120,2025-04-26,0.0,29
182401677120,2025-04-26,56.68,4
182401677120,2025-04-26,637.75,1
182401677120,2025-04-26,0.7,13
182401677120,2025-04-26,0.48,44
182401677120,2025-04-26,2.74,61
182401677120,2025-04-26,4.8,18
182401677120,2025-04-26,0.0,52
182401677120,2025-04-26,0.01,24
182401677120,2025-04-26,0.15,39
182401677120,2025-04-26,26.28,7
182401677120,2025-04-26,1.01,23
182401677120,2025-04-26,1.43,46
182401677120,2025-04-26,0.0,96
182401677120,2025-04-26,145.71,2
182401677120,2025-04-26,0.0,98
185774682289,2025-04-26,0.0,24
185774682289,2025-04-26,0.05,39
185774682289,2025-04-26,0.0,47
185774682289,2025-04-26,0.0,40
185774682289,2025-04-26,0.0,7
185774682289,2025-04-26,0.0,68
185774682289,2025-04-26,0.0,11
185774682289,2025-04-26,0.0,43
185774682289,2025-04-26,0.0,46
185774682289,2025-04-26,0.01,4
185774682289,2025-04-26,0.0,44
185774682289,2025-04-26,0.0,55
185774682289,2025-04-26,0.0,96
185774682289,2025-04-26,0.0,52
210577074618,2025-04-26,1.37,11
210577074618,2025-04-26,0.01,45
210577074618,2025-04-26,0.0,62
210577074618,2025-04-26,12.92,8
210577074618,2025-04-26,0.33,68
210577074618,2025-04-26,0.0,55
210577074618,2025-04-26,2.3,6
210577074618,2025-04-26,0.0,47
210577074618,2025-04-26,0.15,40
210577074618,2025-04-26,20.65,42
210577074618,2025-04-26,0.0,43
210577074618,2025-04-26,173.06,4
210577074618,2025-04-26,17.36,3
210577074618,2025-04-26,215.71,1
210577074618,2025-04-26,374.01,20
210577074618,2025-04-26,0.02,13
210577074618,2025-04-26,0.07,44
210577074618,2025-04-26,557.92,10
210577074618,2025-04-26,2.4,18
210577074618,2025-04-26,0.0,52
210577074618,2025-04-26,0.0,24
210577074618,2025-04-26,0.05,39
210577074618,2025-04-26,1.17,46
210577074618,2025-04-26,0.0,96
210577074618,2025-04-26,296.5,2
211125458732,2025-04-26,1.6,11
211125458732,2025-04-26,0.0,62
211125458732,2025-04-26,35.8,8
211125458732,2025-04-26,0.0,68
211125458732,2025-04-26,0.0,55
211125458732,2025-04-26,73.39,6
211125458732,2025-04-26,0.0,47
211125458732,2025-04-26,0.78,40
211125458732,2025-04-26,0.0,43
211125458732,2025-04-26,0.0,29
211125458732,2025-04-26,141.51,4
211125458732,2025-04-26,1611.76,1
211125458732,2025-04-26,0.02,13
211125458732,2025-04-26,0.0,44
211125458732,2025-04-26,2.4,18
211125458732,2025-04-26,0.0,52
211125458732,2025-04-26,0.0,24
211125458732,2025-04-26,0.05,39
211125458732,2025-04-26,0.73,46
211125458732,2025-04-26,0.0,96
211125458732,2025-04-26,886.06,2
211125458732,2025-04-26,0.0,64
211125515568,2025-04-26,0.0,106
211125515568,2025-04-26,8.34,11
211125515568,2025-04-26,17.2,8
211125515568,2025-04-26,0.0,68
211125515568,2025-04-26,0.0,55
211125515568,2025-04-26,7.53,6
211125515568,2025-04-26,0.0,47
211125515568,2025-04-26,0.16,40
211125515568,2025-04-26,0.0,43
211125515568,2025-04-26,0.0,29
211125515568,2025-04-26,35.32,4
211125515568,2025-04-26,30.89,3
211125515568,2025-04-26,470.97,1
211125515568,2025-04-26,1.18,13
211125515568,2025-04-26,0.41,44
211125515568,2025-04-26,19.2,18
211125515568,2025-04-26,0.0,52
211125515568,2025-04-26,88.37,5
211125515568,2025-04-26,0.01,39
211125515568,2025-04-26,0.17,24
211125515568,2025-04-26,6.91,7
211125515568,2025-04-26,0.11,23
211125515568,2025-04-26,0.0,46
211125515568,2025-04-26,0.0,96
211125515568,2025-04-26,645.64,2
218943325897,2025-04-26,0.0,106
218943325897,2025-04-26,0.0,11
218943325897,2025-04-26,6.48,8
218943325897,2025-04-26,0.0,68
218943325897,2025-04-26,0.0,55
218943325897,2025-04-26,0.57,6
218943325897,2025-04-26,0.0,47
218943325897,2025-04-26,0.01,40
218943325897,2025-04-26,0.0,43
218943325897,2025-04-26,0.0,29
218943325897,2025-04-26,0.01,4
218943325897,2025-04-26,4.26,1
218943325897,2025-04-26,0.13,13
218943325897,2025-04-26,0.11,44
218943325897,2025-04-26,0.0,52
218943325897,2025-04-26,0.0,24
218943325897,2025-04-26,0.04,39
218943325897,2025-04-26,0.01,23
218943325897,2025-04-26,0.0,46
218943325897,2025-04-26,0.0,96
218943325897,2025-04-26,0.0,2
233815244996,2025-04-26,13.41,11
233815244996,2025-04-26,7.2,22
233815244996,2025-04-26,12.83,8
233815244996,2025-04-26,0.0,68
233815244996,2025-04-26,0.0,62
233815244996,2025-04-26,0.07,55
233815244996,2025-04-26,11.06,6
233815244996,2025-04-26,0.0,47
233815244996,2025-04-26,1.0,40
233815244996,2025-04-26,0.0,42
233815244996,2025-04-26,0.0,43
233815244996,2025-04-26,1.53,29
233815244996,2025-04-26,0.8,4
233815244996,2025-04-26,36.35,3
233815244996,2025-04-26,0.7,15
233815244996,2025-04-26,1.53,16
233815244996,2025-04-26,72.02,1
233815244996,2025-04-26,20.57,17
233815244996,2025-04-26,0.0,20
233815244996,2025-04-26,15.01,13
233815244996,2025-04-26,0.21,44
233815244996,2025-04-26,42.25,10
233815244996,2025-04-26,0.0,76
233815244996,2025-04-26,2.4,18
233815244996,2025-04-26,0.0,52
233815244996,2025-04-26,0.02,24
233815244996,2025-04-26,0.07,39
233815244996,2025-04-26,8.16,7
233815244996,2025-04-26,18.84,23
233815244996,2025-04-26,0.0,46
233815244996,2025-04-26,0.0,96
233815244996,2025-04-26,147.05,2
233815244996,2025-04-26,18.19,26
233815244996,2025-04-26,0.0,98
239103975135,2025-04-26,0.65,11
239103975135,2025-04-26,0.0,62
239103975135,2025-04-26,17.51,8
239103975135,2025-04-26,0.0,68
239103975135,2025-04-26,0.0,55
239103975135,2025-04-26,3.32,6
239103975135,2025-04-26,0.0,47
239103975135,2025-04-26,0.0,40
239103975135,2025-04-26,0.0,43
239103975135,2025-04-26,0.0,29
239103975135,2025-04-26,9.97,4
239103975135,2025-04-26,34.03,1
239103975135,2025-04-26,0.11,44
239103975135,2025-04-26,0.0,52
239103975135,2025-04-26,0.0,24
239103975135,2025-04-26,0.07,39
239103975135,2025-04-26,0.0,46
239103975135,2025-04-26,0.0,96
239103975135,2025-04-26,73.73,2
239666495852,2025-04-26,0.01,11
239666495852,2025-04-26,6.72,8
239666495852,2025-04-26,0.0,68
239666495852,2025-04-26,0.0,55
239666495852,2025-04-26,0.57,6
239666495852,2025-04-26,0.0,47
239666495852,2025-04-26,0.0,40
239666495852,2025-04-26,0.0,43
239666495852,2025-04-26,0.0,29
239666495852,2025-04-26,0.01,4
239666495852,2025-04-26,6.2,1
239666495852,2025-04-26,0.85,13
239666495852,2025-04-26,0.07,44
239666495852,2025-04-26,2.4,18
239666495852,2025-04-26,0.0,52
239666495852,2025-04-26,0.05,39
239666495852,2025-04-26,0.01,23
239666495852,2025-04-26,0.03,46
239666495852,2025-04-26,0.0,96
239666495852,2025-04-26,0.13,2
251917288737,2025-04-26,34.65,8
251917288737,2025-04-26,195.89,4
251917288737,2025-04-26,0.0,29
251917288737,2025-04-26,73.86,2
251917288737,2025-04-26,0.0,43
251917288737,2025-04-26,0.0,11
251917288737,2025-04-26,7.2,22
251917288737,2025-04-26,0.84,37
251917288737,2025-04-26,0.0,40
251917288737,2025-04-26,0.0,47
251917288737,2025-04-26,0.01,44
251917288737,2025-04-26,0.0,96
251917288737,2025-04-26,0.0,68
251917288737,2025-04-26,0.0,55
251917288737,2025-04-26,0.05,39
251917288737,2025-04-26,0.57,6
251917288737,2025-04-26,49.08,1
251917288737,2025-04-26,0.0,46
251917288737,2025-04-26,0.0,52
252197745876,2025-04-26,25.05,8
252197745876,2025-04-26,8.63,4
252197745876,2025-04-26,0.0,23
252197745876,2025-04-26,247.41,2
252197745876,2025-04-26,0.0,98
252197745876,2025-04-26,0.0,43
252197745876,2025-04-26,0.18,11
252197745876,2025-04-26,0.62,40
252197745876,2025-04-26,0.0,47
252197745876,2025-04-26,0.08,44
252197745876,2025-04-26,16.75,3
252197745876,2025-04-26,0.0,96
252197745876,2025-04-26,0.0,68
252197745876,2025-04-26,0.07,55
252197745876,2025-04-26,0.05,39
252197745876,2025-04-26,7.54,6
252197745876,2025-04-26,81.39,1
252197745876,2025-04-26,0.0,46
252197745876,2025-04-26,0.0,52
264522784930,2025-04-26,0.11,13
264522784930,2025-04-26,0.0,47
264522784930,2025-04-26,0.0,52
264522784930,2025-04-26,0.0,55
264522784930,2025-04-26,0.05,39
264522784930,2025-04-26,0.1,44
264522784930,2025-04-26,0.0,46
264522784930,2025-04-26,0.0,29
264522784930,2025-04-26,0.0,43
264522784930,2025-04-26,0.03,4
264522784930,2025-04-26,0.0,11
264522784930,2025-04-26,0.0,96
264522784930,2025-04-26,0.89,24
264522784930,2025-04-26,0.0,68
264522784930,2025-04-26,0.01,40
272415727726,2025-04-26,0.0,85
272415727726,2025-04-26,0.0,88
272415727726,2025-04-26,0.01,61
272415727726,2025-04-26,15.84,8
272415727726,2025-04-26,0.0,91
272415727726,2025-04-26,0.0,17
272415727726,2025-04-26,0.02,42
272415727726,2025-04-26,982.51,4
272415727726,2025-04-26,19.2,18
272415727726,2025-04-26,0.07,24
272415727726,2025-04-26,39.07,21
272415727726,2025-04-26,15.89,33
272415727726,2025-04-26,57.42,23
272415727726,2025-04-26,0.05,29
272415727726,2025-04-26,0.23,50
272415727726,2025-04-26,951.23,2
272415727726,2025-04-26,1.23,43
272415727726,2025-04-26,240.82,7
272415727726,2025-04-26,24.2,11
272415727726,2025-04-26,1.07,40
272415727726,2025-04-26,0.0,67
272415727726,2025-04-26,0.89,47
272415727726,2025-04-26,427.29,5
272415727726,2025-04-26,0.72,44
272415727726,2025-04-26,0.0,62
272415727726,2025-04-26,14.4,32
