account_id,spend
2637409966,1053496.6270309407
3079193758,412540.84903376456
17820698743,5086.055432356
21891570382,53186.5228883939
23903256547,1093.9526009043
28914776520,109995.1699846367
54736913503,15050.367247115
64619502227,27214.393563066
66548792077,13638.082416958801
66636274316,27502.9274232158
68930846606,19334.825280621
72401294672,116149.8187424958
75790327284,897082.5196351887
90436275138,42172.5641512484
97001033170,18046.8521535022
116631508635,5891.8603025452
127247839315,18166.8762667485
130653941854,9344.1374092075
131752971524,12427.5088084132
135329050410,10224.8694325266
153518195166,11112.3121601091
161115069565,131687.4945014411
161282784430,2175.9958062293
176839215860,280.7811400724
182401677120,218066.5031926052
185774682289,16.710660931
210577074618,248532.5874373691
211125458732,590893.0451994577
211125515568,139205.4082765489
218943325897,3136.1073771062
233815244996,103146.9025563121
239103975135,78988.946158673
239666495852,5024.3164989431
239937555916,79.876988649
251917288737,118515.22760967791
252197745876,77087.1895861549
264522784930,655.9451132785
269350686318,222.36742075499998
272415727726,713228.1415688032
272968093320,8361.8452942125
290310562512,7173.925706050501
304016915943,1246483.4512190616
318633126153,39631.525122770996
320811487590,1742.6747695137
322263815270,17.9348576247
337158390682,48572.5769482796
337891198417,694804.9177101974
339712759199,26666.247603329
339712810712,23637.2876724247
340077773684,1736194.6442339253
340677782776,34245.4700093321
352506242819,4369430.980911924
359716425895,405053.8392696662
367464822874,1675.0302617199
368920154232,14190.9519075856
381491835802,398224.83211579756
389881277731,6150.0476134017
407648374860,91666.0026277157
419830208690,199666.5829848998
423969094700,206795.2576368519
424503791295,1019253.1274619919
439726107081,13279.5574876144
442447453008,36338.125719285
445736908015,665699.3229920109
453914767997,1541.6336872473
463470958933,48.1010270859
465354398947,10490.505056468699
469795226344,12847736.482036587
470060591194,14.774113598700001
471112938013,3191.1970319143998
471112958605,17869.7848465558
474140895141,76303.5403895989
475919677060,642.3946693984
479671683529,303856.1927212935
480732456233,49485.960140010204
481935107677,6883.808685799901
492902601864,11754.6553759287
494799526181,7505.2955181212
495419344110,64095.6844007374
505767364771,2856.4860531421
510772292268,7798.6533706381
518207312579,3651.3326453442
522974168642,115370.3526216499
532041146482,9.9006799134
538615689396,2163.509212879
541095382258,15768.4253970109
546818093346,153539.7770739108
548411824430,2063.5693715311
562921704166,28708.163752847402
564188254156,768966.5238654452
567423616371,1897336.5699192816
576218818919,223.3946628097
576293063887,86990.4929544617
576911611801,2322.5904142205
605458724602,112.42904402869999
608146213544,1929.3398028856
611670160261,10776.0226627656
615069360012,23845.5978667319
625612021127,10999.3270540048
628412515026,3679252.964165616
630307967658,6789.166340349
647564693872,148133.5041900071
654654315008,2264.2692958113003
658447621694,2710.6918979181
661338130494,1284.3670854035
663804405009,40244.9220739643
664526282133,24138.0915681157
678670235450,170.5779255874
685585466397,30529.5363072578
698979518480,29861.331634221
700271710604,7194.9902109828
705108899578,576500.9392509102
718893572916,26688.3735196274
722152247093,20732.1464430556
736384229724,34515.0293384926
737499001343,1464.712149635
745098155683,4710.3511454041
746682193773,413109.1227975998
752518464574,128650.578845051
753168370952,194445.0808504645
755560366148,250765.4943259452
758230397644,80097.2439425283
761904723706,255186.8008694268
769263341944,1249.890785052
789596305652,56127.6906518976
797142548187,417.0073920638
798411736697,2339.2444015738997
811134095225,377345.79341550334
821240137883,13900.2203784782
824873459626,12646.869704847
841860372390,6874.8878222652
848332057417,14424.9189169329
850995531967,1.8346802555000001
860971823470,43.2648966285
885068115609,44956.0715156605
898496923608,759253.1855685433
899249751508,819211.7645488435
901553615594,372588.5130261433
905418240150,0.1801567595
907058949943,32.8165774971
913203018054,3.9402731917
914516902729,17412.2199570582
929265682896,166238.7819315375
952840895893,29170.7934259424
954976288980,345.6544491593
968032760053,1180052.4429041625
975049937880,1619.6939110363
975049957371,140471.6039525652
984308723723,56700.2407713166
997924011427,32976.8339656955
