account_id,month,aop_amount,aop_proportion_pct,min_comm_proportion
10840421276,2024-05-01,0.0,0.0,0.0
10840421276,2024-06-01,0.0,0.0,0.0
10840421276,2024-07-01,0.0,0.0,0.0
10840421276,2024-08-01,0.0,0.0,0.0
10840421276,2024-09-01,0.0,0.0,0.0
10840421276,2024-10-01,0.0,0.0,0.0
10840421276,2024-11-01,0.0,0.0,0.0
10840421276,2024-12-01,0.0,0.0,0.0
10840421276,2025-01-01,0.0,0.0,0.0
10840421276,2025-02-01,0.0,0.0,0.0
10840421276,2025-03-01,0.0,0.0,0.0
11420223908,2024-04-01,0.0,0.0,0.0
11420223908,2024-05-01,0.0,0.0,0.0
11420223908,2024-06-01,0.0,0.0,0.0
11420223908,2024-07-01,0.0,0.0,0.0
11420223908,2024-08-01,0.0,0.0,0.0
11420223908,2024-09-01,0.0,0.0,0.0
11420223908,2024-10-01,0.0,0.0,0.0
11420223908,2024-11-01,0.0,0.0,0.0
11420223908,2024-12-01,0.0,0.0,0.0
11420223908,2025-01-01,0.0,0.0,0.0
11420223908,2025-02-01,0.0,0.0,0.0
11420223908,2025-03-01,0.0,0.0,0.0
15680176265,2024-04-01,0.0,0.0,0.0
15680176265,2024-05-01,0.0,0.0,0.0
15680176265,2024-06-01,0.0,0.0,0.0
15680176265,2024-07-01,0.0,0.0,0.0
15680176265,2024-08-01,0.0,0.0,0.0
15680176265,2024-09-01,0.0,0.0,0.0
15680176265,2024-10-01,0.0,0.0,0.0
15680176265,2024-11-01,0.0,0.0,0.0
15680176265,2024-12-01,0.0,0.0,0.0
15680176265,2025-01-01,0.0,0.0,0.0
15680176265,2025-02-01,0.0,0.0,0.0
15680176265,2025-03-01,0.0,0.0,0.0
17820698743,2024-04-01,0.0,0.0,0.0
17820698743,2024-05-01,0.0,0.0,0.0
17820698743,2024-06-01,0.0,0.0,0.0
17820698743,2024-07-01,0.0,0.0,0.0
17820698743,2024-08-01,0.0,0.0,0.0
17820698743,2024-09-01,0.0,0.0,0.0
17820698743,2024-10-01,0.0,0.0,0.0
17820698743,2024-11-01,0.0,0.0,0.0
17820698743,2024-12-01,0.0,0.0,0.0
17820698743,2025-01-01,0.0,0.0,0.0
17820698743,2025-02-01,0.0,0.0,0.0
17820698743,2025-03-01,0.0,0.0,0.0
21434688839,2024-04-01,0.0,0.0,0.0
21434688839,2024-05-01,0.0,0.0,0.0
21434688839,2024-06-01,0.0,0.0,0.0
21434688839,2024-07-01,0.0,0.0,0.0
21434688839,2024-08-01,0.0,0.0,0.0
21434688839,2024-09-01,0.0,0.0,0.0
21434688839,2024-10-01,0.0,0.0,0.0
21434688839,2024-11-01,0.0,0.0,0.0
21434688839,2024-12-01,0.0,0.0,0.0
21434688839,2025-01-01,0.0,0.0,0.0
21434688839,2025-02-01,0.0,0.0,0.0
21434688839,2025-03-01,0.0,0.0,0.0
21891570382,2024-04-01,0.0,0.0,0.0
21891570382,2024-05-01,0.0,0.0,0.0
21891570382,2024-06-01,0.0,0.0,0.0
21891570382,2024-07-01,0.0,0.0,0.0
21891570382,2024-08-01,0.0,0.0,0.0
21891570382,2024-09-01,0.0,0.0,0.0
21891570382,2024-10-01,0.0,0.0,0.0
21891570382,2024-11-01,0.0,0.0,0.0
21891570382,2024-12-01,0.0,0.0,0.0
21891570382,2025-01-01,0.0,0.0,0.0
21891570382,2025-02-01,0.0,0.0,0.0
21891570382,2025-03-01,0.0,0.0,0.0
23903256547,2024-04-01,0.0,0.0,0.0
23903256547,2024-05-01,0.0,0.0,0.0
23903256547,2024-06-01,0.0,0.0,0.0
23903256547,2024-07-01,0.0,0.0,0.0
23903256547,2024-08-01,0.0,0.0,0.0
23903256547,2024-09-01,0.0,0.0,0.0
23903256547,2024-10-01,0.0,0.0,0.0
23903256547,2024-11-01,0.0,0.0,0.0
23903256547,2024-12-01,0.0,0.0,0.0
23903256547,2025-01-01,0.0,0.0,0.0
23903256547,2025-02-01,0.0,0.0,0.0
23903256547,2025-03-01,0.0,0.0,0.0
24792762357,2024-04-01,0.0,0.0,0.0
24792762357,2024-05-01,0.0,0.0,0.0
24792762357,2024-06-01,0.0,0.0,0.0
24792762357,2024-07-01,0.0,0.0,0.0
24792762357,2024-08-01,0.0,0.0,0.0
24792762357,2024-09-01,0.0,0.0,0.0
24792762357,2024-10-01,0.0,0.0,0.0
24792762357,2024-11-01,0.0,0.0,0.0
24792762357,2024-12-01,0.0,0.0,0.0
24792762357,2025-01-01,0.0,0.0,0.0
24792762357,2025-02-01,0.0,0.0,0.0
24792762357,2025-03-01,0.0,0.0,0.0
28914776520,2024-04-01,30000.0,0.03,18486.19
28914776520,2024-05-01,30000.0,0.03,18486.19
28914776520,2024-06-01,30000.0,0.03,18486.19
28914776520,2024-07-01,30000.0,0.03,18486.19
28914776520,2024-08-01,30000.0,0.03,18486.19
28914776520,2024-09-01,30000.0,0.03,18486.19
28914776520,2024-10-01,30000.0,0.03,18486.19
28914776520,2024-11-01,30000.0,0.03,18486.19
28914776520,2024-12-01,30000.0,0.03,18486.19
28914776520,2025-01-01,30000.0,0.03,18486.19
28914776520,2025-02-01,30000.0,0.03,18486.19
28914776520,2025-03-01,30000.0,0.03,18486.19
54736913503,2024-04-01,10000.0,0.01,6162.06
54736913503,2024-05-01,10000.0,0.01,6162.06
54736913503,2024-06-01,10000.0,0.01,6162.06
54736913503,2024-07-01,10000.0,0.01,6162.06
54736913503,2024-08-01,10000.0,0.01,6162.06
54736913503,2024-09-01,10000.0,0.01,6162.06
54736913503,2024-10-01,10000.0,0.01,6162.06
54736913503,2024-11-01,10000.0,0.01,6162.06
54736913503,2024-12-01,10000.0,0.01,6162.06
54736913503,2025-01-01,10000.0,0.01,6162.06
54736913503,2025-02-01,10000.0,0.01,6162.06
54736913503,2025-03-01,10000.0,0.01,6162.06
58264205572,2024-04-01,0.0,0.0,0.0
58264205572,2024-05-01,0.0,0.0,0.0
58264205572,2024-06-01,0.0,0.0,0.0
58264205572,2024-07-01,0.0,0.0,0.0
58264205572,2024-08-01,0.0,0.0,0.0
58264205572,2024-09-01,0.0,0.0,0.0
58264205572,2024-10-01,0.0,0.0,0.0
58264205572,2024-11-01,0.0,0.0,0.0
58264205572,2024-12-01,0.0,0.0,0.0
58264205572,2025-01-01,0.0,0.0,0.0
58264205572,2025-02-01,0.0,0.0,0.0
58264205572,2025-03-01,0.0,0.0,0.0
58264391305,2024-04-01,10000.0,0.01,6162.06
58264391305,2024-05-01,10000.0,0.01,6162.06
58264391305,2024-06-01,10000.0,0.01,6162.06
58264391305,2024-07-01,10000.0,0.01,6162.06
58264391305,2024-08-01,10000.0,0.01,6162.06
58264391305,2024-09-01,10000.0,0.01,6162.06
58264391305,2024-10-01,10000.0,0.01,6162.06
58264391305,2024-11-01,10000.0,0.01,6162.06
58264391305,2024-12-01,10000.0,0.01,6162.06
58264391305,2025-01-01,10000.0,0.01,6162.06
58264391305,2025-02-01,10000.0,0.01,6162.06
58264391305,2025-03-01,10000.0,0.01,6162.06
64619502227,2024-04-01,10000.0,0.01,6162.06
64619502227,2024-05-01,10000.0,0.01,6162.06
64619502227,2024-06-01,10000.0,0.01,6162.06
64619502227,2024-07-01,10000.0,0.01,6162.06
64619502227,2024-08-01,10000.0,0.01,6162.06
64619502227,2024-09-01,10000.0,0.01,6162.06
64619502227,2024-10-01,10000.0,0.01,6162.06
64619502227,2024-11-01,10000.0,0.01,6162.06
64619502227,2024-12-01,10000.0,0.01,6162.06
64619502227,2025-01-01,10000.0,0.01,6162.06
64619502227,2025-02-01,10000.0,0.01,6162.06
64619502227,2025-03-01,10000.0,0.01,6162.06
65278587813,2024-04-01,0.0,0.0,0.0
65278587813,2024-05-01,0.0,0.0,0.0
65278587813,2024-06-01,0.0,0.0,0.0
65278587813,2024-07-01,0.0,0.0,0.0
65278587813,2024-08-01,0.0,0.0,0.0
65278587813,2024-09-01,0.0,0.0,0.0
65278587813,2024-10-01,0.0,0.0,0.0
65278587813,2024-11-01,0.0,0.0,0.0
65278587813,2024-12-01,0.0,0.0,0.0
65278587813,2025-01-01,0.0,0.0,0.0
65278587813,2025-02-01,0.0,0.0,0.0
65278587813,2025-03-01,0.0,0.0,0.0
66548792077,2024-04-01,0.0,0.0,0.0
66548792077,2024-05-01,0.0,0.0,0.0
66548792077,2024-06-01,0.0,0.0,0.0
66548792077,2024-07-01,0.0,0.0,0.0
66548792077,2024-08-01,0.0,0.0,0.0
66548792077,2024-09-01,0.0,0.0,0.0
66548792077,2024-10-01,0.0,0.0,0.0
66548792077,2024-11-01,0.0,0.0,0.0
66548792077,2024-12-01,0.0,0.0,0.0
66548792077,2025-01-01,0.0,0.0,0.0
66548792077,2025-02-01,0.0,0.0,0.0
66548792077,2025-03-01,0.0,0.0,0.0
66636274316,2024-04-01,10000.0,0.01,6162.06
66636274316,2024-05-01,10000.0,0.01,6162.06
66636274316,2024-06-01,10000.0,0.01,6162.06
66636274316,2024-07-01,10000.0,0.01,6162.06
66636274316,2024-08-01,10000.0,0.01,6162.06
66636274316,2024-09-01,10000.0,0.01,6162.06
66636274316,2024-10-01,10000.0,0.01,6162.06
66636274316,2024-11-01,10000.0,0.01,6162.06
66636274316,2024-12-01,10000.0,0.01,6162.06
66636274316,2025-01-01,10000.0,0.01,6162.06
66636274316,2025-02-01,10000.0,0.01,6162.06
66636274316,2025-03-01,10000.0,0.01,6162.06
68930846606,2024-04-01,10000.0,0.01,6162.06
68930846606,2024-05-01,10000.0,0.01,6162.06
68930846606,2024-06-01,10000.0,0.01,6162.06
68930846606,2024-07-01,10000.0,0.01,6162.06
68930846606,2024-08-01,10000.0,0.01,6162.06
68930846606,2024-09-01,10000.0,0.01,6162.06
68930846606,2024-10-01,10000.0,0.01,6162.06
68930846606,2024-11-01,10000.0,0.01,6162.06
68930846606,2024-12-01,10000.0,0.01,6162.06
68930846606,2025-01-01,10000.0,0.01,6162.06
68930846606,2025-02-01,10000.0,0.01,6162.06
68930846606,2025-03-01,10000.0,0.01,6162.06
72401294672,2024-04-01,10000.0,0.01,6162.06
72401294672,2024-05-01,10000.0,0.01,6162.06
72401294672,2024-06-01,10000.0,0.01,6162.06
72401294672,2024-07-01,10000.0,0.01,6162.06
72401294672,2024-08-01,10000.0,0.01,6162.06
72401294672,2024-09-01,10000.0,0.01,6162.06
72401294672,2024-10-01,10000.0,0.01,6162.06
72401294672,2024-11-01,10000.0,0.01,6162.06
72401294672,2024-12-01,10000.0,0.01,6162.06
72401294672,2025-01-01,20000.0,0.02,12324.12
72401294672,2025-02-01,20000.0,0.02,12324.12
72401294672,2025-03-01,20000.0,0.02,12324.12
75790327284,2024-04-01,190000.0,0.2,117079.18
75790327284,2024-05-01,190000.0,0.2,117079.18
75790327284,2024-06-01,190000.0,0.2,117079.18
75790327284,2024-07-01,200000.0,0.21,123241.24
75790327284,2024-08-01,200000.0,0.21,123241.24
75790327284,2024-09-01,210000.0,0.22,129403.31
75790327284,2024-10-01,210000.0,0.22,129403.31
75790327284,2024-11-01,220000.0,0.23,135565.37
75790327284,2024-12-01,230000.0,0.24,141727.43
75790327284,2025-01-01,230000.0,0.24,141727.43
75790327284,2025-02-01,240000.0,0.25,147889.49
75790327284,2025-03-01,240000.0,0.25,147889.49
81656902703,2024-04-01,0.0,0.0,0.0
81656902703,2024-05-01,0.0,0.0,0.0
81656902703,2024-06-01,0.0,0.0,0.0
81656902703,2024-07-01,0.0,0.0,0.0
81656902703,2024-08-01,0.0,0.0,0.0
81656902703,2024-09-01,0.0,0.0,0.0
81656902703,2024-10-01,0.0,0.0,0.0
81656902703,2024-11-01,0.0,0.0,0.0
81656902703,2024-12-01,0.0,0.0,0.0
81656902703,2025-01-01,0.0,0.0,0.0
81656902703,2025-02-01,0.0,0.0,0.0
81656902703,2025-03-01,0.0,0.0,0.0
82780300630,2024-04-01,0.0,0.0,0.0
82780300630,2024-05-01,0.0,0.0,0.0
82780300630,2024-06-01,0.0,0.0,0.0
82780300630,2024-07-01,0.0,0.0,0.0
82780300630,2024-08-01,0.0,0.0,0.0
82780300630,2024-09-01,0.0,0.0,0.0
82780300630,2024-10-01,0.0,0.0,0.0
82780300630,2024-11-01,0.0,0.0,0.0
82780300630,2024-12-01,0.0,0.0,0.0
82780300630,2025-01-01,0.0,0.0,0.0
82780300630,2025-02-01,0.0,0.0,0.0
82780300630,2025-03-01,0.0,0.0,0.0
90436275138,2024-04-01,20000.0,0.02,12324.12
90436275138,2024-05-01,20000.0,0.02,12324.12
90436275138,2024-06-01,20000.0,0.02,12324.12
90436275138,2024-07-01,20000.0,0.02,12324.12
90436275138,2024-08-01,20000.0,0.02,12324.12
90436275138,2024-09-01,20000.0,0.02,12324.12
90436275138,2024-10-01,20000.0,0.02,12324.12
90436275138,2024-11-01,20000.0,0.02,12324.12
90436275138,2024-12-01,20000.0,0.02,12324.12
90436275138,2025-01-01,20000.0,0.02,12324.12
90436275138,2025-02-01,30000.0,0.03,18486.19
90436275138,2025-03-01,30000.0,0.03,18486.19
97001033170,2024-04-01,0.0,0.0,0.0
97001033170,2024-05-01,0.0,0.0,0.0
97001033170,2024-06-01,0.0,0.0,0.0
97001033170,2024-07-01,0.0,0.0,0.0
97001033170,2024-08-01,0.0,0.0,0.0
97001033170,2024-09-01,0.0,0.0,0.0
97001033170,2024-10-01,0.0,0.0,0.0
97001033170,2024-11-01,0.0,0.0,0.0
97001033170,2024-12-01,0.0,0.0,0.0
97001033170,2025-01-01,0.0,0.0,0.0
97001033170,2025-02-01,0.0,0.0,0.0
97001033170,2025-03-01,0.0,0.0,0.0
97267615780,2024-04-01,0.0,0.0,0.0
97267615780,2024-05-01,0.0,0.0,0.0
97267615780,2024-06-01,0.0,0.0,0.0
97267615780,2024-07-01,0.0,0.0,0.0
97267615780,2024-08-01,0.0,0.0,0.0
97267615780,2024-09-01,0.0,0.0,0.0
97267615780,2024-10-01,0.0,0.0,0.0
97267615780,2024-11-01,0.0,0.0,0.0
97267615780,2024-12-01,0.0,0.0,0.0
97267615780,2025-01-01,0.0,0.0,0.0
97267615780,2025-02-01,0.0,0.0,0.0
97267615780,2025-03-01,0.0,0.0,0.0
113209881612,2024-04-01,0.0,0.0,0.0
113209881612,2024-05-01,0.0,0.0,0.0
113209881612,2024-06-01,0.0,0.0,0.0
113209881612,2024-07-01,0.0,0.0,0.0
113209881612,2024-08-01,0.0,0.0,0.0
113209881612,2024-09-01,0.0,0.0,0.0
113209881612,2024-10-01,0.0,0.0,0.0
113209881612,2024-11-01,0.0,0.0,0.0
113209881612,2024-12-01,0.0,0.0,0.0
113209881612,2025-01-01,0.0,0.0,0.0
113209881612,2025-02-01,0.0,0.0,0.0
113209881612,2025-03-01,0.0,0.0,0.0
116631508635,2024-04-01,0.0,0.0,0.0
116631508635,2024-05-01,0.0,0.0,0.0
116631508635,2024-06-01,0.0,0.0,0.0
116631508635,2024-07-01,0.0,0.0,0.0
116631508635,2024-08-01,0.0,0.0,0.0
116631508635,2024-09-01,0.0,0.0,0.0
116631508635,2024-10-01,0.0,0.0,0.0
116631508635,2024-11-01,0.0,0.0,0.0
116631508635,2024-12-01,0.0,0.0,0.0
116631508635,2025-01-01,0.0,0.0,0.0
116631508635,2025-02-01,0.0,0.0,0.0
116631508635,2025-03-01,0.0,0.0,0.0
121151806688,2024-04-01,0.0,0.0,0.0
121151806688,2024-05-01,0.0,0.0,0.0
121151806688,2024-06-01,0.0,0.0,0.0
121151806688,2024-07-01,0.0,0.0,0.0
121151806688,2024-08-01,0.0,0.0,0.0
121151806688,2024-09-01,0.0,0.0,0.0
121151806688,2024-10-01,0.0,0.0,0.0
121151806688,2024-11-01,0.0,0.0,0.0
121151806688,2024-12-01,0.0,0.0,0.0
121151806688,2025-01-01,0.0,0.0,0.0
121151806688,2025-02-01,0.0,0.0,0.0
121151806688,2025-03-01,0.0,0.0,0.0
123964038738,2024-04-01,0.0,0.0,0.0
123964038738,2024-05-01,0.0,0.0,0.0
123964038738,2024-06-01,0.0,0.0,0.0
123964038738,2024-07-01,0.0,0.0,0.0
123964038738,2024-08-01,0.0,0.0,0.0
123964038738,2024-09-01,0.0,0.0,0.0
123964038738,2024-10-01,0.0,0.0,0.0
123964038738,2024-11-01,0.0,0.0,0.0
123964038738,2024-12-01,0.0,0.0,0.0
123964038738,2025-01-01,0.0,0.0,0.0
123964038738,2025-02-01,0.0,0.0,0.0
123964038738,2025-03-01,0.0,0.0,0.0
127247839315,2024-04-01,0.0,0.0,0.0
127247839315,2024-05-01,0.0,0.0,0.0
127247839315,2024-06-01,0.0,0.0,0.0
127247839315,2024-07-01,0.0,0.0,0.0
127247839315,2024-08-01,0.0,0.0,0.0
127247839315,2024-09-01,0.0,0.0,0.0
127247839315,2024-10-01,0.0,0.0,0.0
127247839315,2024-11-01,0.0,0.0,0.0
127247839315,2024-12-01,0.0,0.0,0.0
127247839315,2025-01-01,0.0,0.0,0.0
127247839315,2025-02-01,0.0,0.0,0.0
127247839315,2025-03-01,0.0,0.0,0.0
128131020113,2024-04-01,10000.0,0.01,6162.06
128131020113,2024-05-01,10000.0,0.01,6162.06
128131020113,2024-06-01,10000.0,0.01,6162.06
128131020113,2024-07-01,10000.0,0.01,6162.06
128131020113,2024-08-01,10000.0,0.01,6162.06
128131020113,2024-09-01,10000.0,0.01,6162.06
128131020113,2024-10-01,10000.0,0.01,6162.06
128131020113,2024-11-01,10000.0,0.01,6162.06
128131020113,2024-12-01,10000.0,0.01,6162.06
128131020113,2025-01-01,10000.0,0.01,6162.06
128131020113,2025-02-01,10000.0,0.01,6162.06
128131020113,2025-03-01,10000.0,0.01,6162.06
130653941854,2024-04-01,0.0,0.0,0.0
130653941854,2024-05-01,0.0,0.0,0.0
130653941854,2024-06-01,0.0,0.0,0.0
130653941854,2024-07-01,0.0,0.0,0.0
130653941854,2024-08-01,0.0,0.0,0.0
130653941854,2024-09-01,0.0,0.0,0.0
130653941854,2024-10-01,0.0,0.0,0.0
130653941854,2024-11-01,0.0,0.0,0.0
130653941854,2024-12-01,0.0,0.0,0.0
130653941854,2025-01-01,0.0,0.0,0.0
130653941854,2025-02-01,0.0,0.0,0.0
130653941854,2025-03-01,0.0,0.0,0.0
131752971524,2024-04-01,10000.0,0.01,6162.06
131752971524,2024-05-01,10000.0,0.01,6162.06
131752971524,2024-06-01,10000.0,0.01,6162.06
131752971524,2024-07-01,10000.0,0.01,6162.06
131752971524,2024-08-01,10000.0,0.01,6162.06
131752971524,2024-09-01,10000.0,0.01,6162.06
131752971524,2024-10-01,10000.0,0.01,6162.06
131752971524,2024-11-01,10000.0,0.01,6162.06
131752971524,2024-12-01,10000.0,0.01,6162.06
131752971524,2025-01-01,10000.0,0.01,6162.06
131752971524,2025-02-01,10000.0,0.01,6162.06
131752971524,2025-03-01,10000.0,0.01,6162.06
135329050410,2024-04-01,0.0,0.0,0.0
135329050410,2024-05-01,0.0,0.0,0.0
135329050410,2024-06-01,0.0,0.0,0.0
135329050410,2024-07-01,0.0,0.0,0.0
135329050410,2024-08-01,0.0,0.0,0.0
135329050410,2024-09-01,0.0,0.0,0.0
135329050410,2024-10-01,0.0,0.0,0.0
135329050410,2024-11-01,0.0,0.0,0.0
135329050410,2024-12-01,0.0,0.0,0.0
135329050410,2025-01-01,0.0,0.0,0.0
135329050410,2025-02-01,0.0,0.0,0.0
135329050410,2025-03-01,0.0,0.0,0.0
153518195166,2024-04-01,10000.0,0.01,6162.06
153518195166,2024-05-01,10000.0,0.01,6162.06
153518195166,2024-06-01,10000.0,0.01,6162.06
153518195166,2024-07-01,10000.0,0.01,6162.06
153518195166,2024-08-01,10000.0,0.01,6162.06
153518195166,2024-09-01,10000.0,0.01,6162.06
153518195166,2024-10-01,10000.0,0.01,6162.06
153518195166,2024-11-01,10000.0,0.01,6162.06
153518195166,2024-12-01,10000.0,0.01,6162.06
153518195166,2025-01-01,10000.0,0.01,6162.06
153518195166,2025-02-01,10000.0,0.01,6162.06
153518195166,2025-03-01,10000.0,0.01,6162.06
155772818492,2024-04-01,20000.0,0.02,12324.12
155772818492,2024-05-01,20000.0,0.02,12324.12
155772818492,2024-06-01,20000.0,0.02,12324.12
155772818492,2024-07-01,20000.0,0.02,12324.12
155772818492,2024-08-01,20000.0,0.02,12324.12
155772818492,2024-09-01,20000.0,0.02,12324.12
155772818492,2024-10-01,20000.0,0.02,12324.12
155772818492,2024-11-01,20000.0,0.02,12324.12
155772818492,2024-12-01,20000.0,0.02,12324.12
155772818492,2025-01-01,20000.0,0.02,12324.12
155772818492,2025-02-01,20000.0,0.02,12324.12
155772818492,2025-03-01,20000.0,0.02,12324.12
159245624542,2024-04-01,0.0,0.0,0.0
159245624542,2024-05-01,0.0,0.0,0.0
159245624542,2024-06-01,0.0,0.0,0.0
159245624542,2024-07-01,0.0,0.0,0.0
159245624542,2024-08-01,0.0,0.0,0.0
159245624542,2024-09-01,0.0,0.0,0.0
159245624542,2024-10-01,0.0,0.0,0.0
159245624542,2024-11-01,0.0,0.0,0.0
159245624542,2024-12-01,0.0,0.0,0.0
159245624542,2025-01-01,0.0,0.0,0.0
159245624542,2025-02-01,0.0,0.0,0.0
159245624542,2025-03-01,0.0,0.0,0.0
161115069565,2024-04-01,20000.0,0.02,12324.12
161115069565,2024-05-01,20000.0,0.02,12324.12
161115069565,2024-06-01,20000.0,0.02,12324.12
161115069565,2024-07-01,20000.0,0.02,12324.12
161115069565,2024-08-01,20000.0,0.02,12324.12
161115069565,2024-09-01,20000.0,0.02,12324.12
161115069565,2024-10-01,20000.0,0.02,12324.12
161115069565,2024-11-01,20000.0,0.02,12324.12
161115069565,2024-12-01,20000.0,0.02,12324.12
161115069565,2025-01-01,20000.0,0.02,12324.12
161115069565,2025-02-01,20000.0,0.02,12324.12
161115069565,2025-03-01,20000.0,0.02,12324.12
161282784430,2024-04-01,0.0,0.0,0.0
161282784430,2024-05-01,0.0,0.0,0.0
161282784430,2024-06-01,0.0,0.0,0.0
161282784430,2024-07-01,0.0,0.0,0.0
161282784430,2024-08-01,0.0,0.0,0.0
161282784430,2024-09-01,0.0,0.0,0.0
161282784430,2024-10-01,0.0,0.0,0.0
161282784430,2024-11-01,0.0,0.0,0.0
161282784430,2024-12-01,0.0,0.0,0.0
161282784430,2025-01-01,0.0,0.0,0.0
161282784430,2025-02-01,0.0,0.0,0.0
161282784430,2025-03-01,0.0,0.0,0.0
176839215860,2024-04-01,0.0,0.0,0.0
176839215860,2024-05-01,0.0,0.0,0.0
176839215860,2024-06-01,0.0,0.0,0.0
176839215860,2024-07-01,0.0,0.0,0.0
176839215860,2024-08-01,0.0,0.0,0.0
176839215860,2024-09-01,0.0,0.0,0.0
176839215860,2024-10-01,0.0,0.0,0.0
176839215860,2024-11-01,0.0,0.0,0.0
176839215860,2024-12-01,0.0,0.0,0.0
176839215860,2025-01-01,0.0,0.0,0.0
176839215860,2025-02-01,0.0,0.0,0.0
176839215860,2025-03-01,0.0,0.0,0.0
182401677120,2024-04-01,30000.0,0.03,18486.19
182401677120,2024-05-01,30000.0,0.03,18486.19
182401677120,2024-06-01,30000.0,0.03,18486.19
182401677120,2024-07-01,40000.0,0.04,24648.25
182401677120,2024-08-01,40000.0,0.04,24648.25
182401677120,2024-09-01,40000.0,0.04,24648.25
182401677120,2024-10-01,40000.0,0.04,24648.25
182401677120,2024-11-01,40000.0,0.04,24648.25
182401677120,2024-12-01,40000.0,0.04,24648.25
182401677120,2025-01-01,40000.0,0.04,24648.25
182401677120,2025-02-01,40000.0,0.04,24648.25
182401677120,2025-03-01,40000.0,0.04,24648.25
185774682289,2024-04-01,0.0,0.0,0.0
185774682289,2024-05-01,0.0,0.0,0.0
185774682289,2024-06-01,0.0,0.0,0.0
185774682289,2024-07-01,0.0,0.0,0.0
185774682289,2024-08-01,0.0,0.0,0.0
185774682289,2024-09-01,0.0,0.0,0.0
185774682289,2024-10-01,0.0,0.0,0.0
185774682289,2024-11-01,0.0,0.0,0.0
185774682289,2024-12-01,0.0,0.0,0.0
185774682289,2025-01-01,0.0,0.0,0.0
185774682289,2025-02-01,0.0,0.0,0.0
185774682289,2025-03-01,0.0,0.0,0.0
189893850600,2024-04-01,70000.0,0.07,43134.44
189893850600,2024-05-01,70000.0,0.07,43134.44
189893850600,2024-06-01,70000.0,0.07,43134.44
189893850600,2024-07-01,70000.0,0.07,43134.44
189893850600,2024-08-01,70000.0,0.07,43134.44
189893850600,2024-09-01,70000.0,0.07,43134.44
189893850600,2024-10-01,70000.0,0.07,43134.44
189893850600,2024-11-01,70000.0,0.07,43134.44
189893850600,2024-12-01,70000.0,0.07,43134.44
189893850600,2025-01-01,70000.0,0.07,43134.44
189893850600,2025-02-01,70000.0,0.07,43134.44
189893850600,2025-03-01,70000.0,0.07,43134.44
210577074618,2024-04-01,50000.0,0.05,30810.31
210577074618,2024-05-01,50000.0,0.05,30810.31
210577074618,2024-06-01,50000.0,0.05,30810.31
210577074618,2024-07-01,50000.0,0.05,30810.31
210577074618,2024-08-01,50000.0,0.05,30810.31
210577074618,2024-09-01,50000.0,0.05,30810.31
210577074618,2024-10-01,50000.0,0.05,30810.31
210577074618,2024-11-01,50000.0,0.05,30810.31
210577074618,2024-12-01,50000.0,0.05,30810.31
210577074618,2025-01-01,50000.0,0.05,30810.31
