Service,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17
IoT($),1097.7170985118,1124.1041731009,1062.2932936932,1065.6503528065,1055.016168451,1028.2236865637,1043.7279468375,1060.9556142664,1076.3586926731,1057.0468722635,1030.1910790412,991.5012510016,1006.9571640611,984.0592943891,1004.8887969057,1007.7435034523,1005.0329992058
IoT Device Management($),352.07545246,370.61128517,468.1808434,842.95336119,367.67955674,894.3735098,601.485349,384.83235601,482.06614616,518.90307511,453.29633415,470.81208668,360.6213769,350.51622192,364.54570529,362.82600382,362.61286163
EC2-Other($),185.484244299,179.5309327414,176.9040032187,171.6755802057,172.83540582,171.5268997141,171.918143917,171.6330388564,172.6448938176,170.9875898699,172.8177816976,168.3253660973,173.9934896282,171.8585656591,171.8877448848,172.7280411565,174.0668834564
EC2-Instances($),134.8412255556,134.9677625117,133.4678559551,133.0293483678,132.0053578949,131.8394950108,132.2983898025,135.4948627145,136.5339648506,135.7749684236,136.0398701246,135.9563293877,136.4068412488,139.4908335182,135.802689238,132.313518959,135.3415897931
Kinesis Firehose($),31.0335582349,32.9569580362,34.7358238886,35.7905487157,33.959629183,33.0265717603,33.363067599,34.4307925508,35.4938235101,35.559993868,34.3482103154,34.2594443231,34.0954132653,32.8280425262,33.9834086513,33.7470991895,33.6718735224
Elastic Load Balancing($),15.647685654,16.2162479219,16.2999080824,16.6268662494,16.7629735279,16.2978750507,16.545218339,16.6880829925,16.976684272,16.5056786249,16.8571665021,15.9068458392,16.8680082324,16.2563688943,16.5709577776,16.747757976,16.6342456826
VPC($),13.6140339617,13.5132488007,15.4056527528,16.5976430818,16.7817252718,17.0725165833,17.1571746289,17.3787607444,17.3172268677,17.2787418589,16.7957929147,16.3550320512,16.6326567477,16.6934925315,16.6785841207,16.6873031612,16.6936839658
DynamoDB($),12.1865279266,12.8938986633,13.036483178,13.4149582838,13.6093973865,13.4134316486,15.1757643819,13.6910342805,13.9517125301,13.6799659545,14.1646779474,13.0568731586,14.5707667325,15.7631329822,14.2112044224,14.6085297994,14.4455798
CloudWatch($),35.7945348558,38.8379156083,38.7628097064,36.9333295558,4.3856992714,4.2450325513,4.279486035,4.2900815573,4.2047595073,4.1217653053,4.3682729915,4.1170386039,4.2218151905,4.1954552002,4.7112753087,4.3043336255,4.2235560634
S3($),12.1618789401,10.3079254253,10.1116209531,10.6370310224,9.9993393086,10.6081670606,10.7101963316,10.2032669534,10.3031169367,10.2375985326,11.5884815701,9.7913835188,10.5402748983,10.0838448789,10.1462613353,10.4250748398,10.7711167467
