account_id,month,aop_amount
761904723706,2026-01-01,42915.5
761904723706,2026-02-01,43773.8
761904723706,2026-03-01,44649.3
654654497161,2025-04-01,12854.8
654654497161,2025-05-01,13111.9
654654497161,2025-06-01,13374.1
654654497161,2025-07-01,13641.6
654654497161,2025-08-01,13914.5
654654497161,2025-09-01,14192.8
654654497161,2025-10-01,14476.6
654654497161,2025-11-01,14766.1
654654497161,2025-12-01,15061.5
654654497161,2026-01-01,15362.7
654654497161,2026-02-01,15669.9
654654497161,2026-03-01,15983.3
767397730150,2025-04-01,3377.4
767397730150,2025-05-01,3444.9
767397730150,2025-06-01,3513.8
767397730150,2025-07-01,3584.1
767397730150,2025-08-01,3655.8
767397730150,2025-09-01,3728.9
767397730150,2025-10-01,3803.5
767397730150,2025-11-01,3879.6
767397730150,2025-12-01,3957.1
767397730150,2026-01-01,4036.3
767397730150,2026-02-01,4117.0
767397730150,2026-03-01,4199.4
548411824430,2025-04-01,330.5
548411824430,2025-05-01,337.1
548411824430,2025-06-01,343.9
548411824430,2025-07-01,350.8
548411824430,2025-08-01,357.8
548411824430,2025-09-01,364.9
548411824430,2025-10-01,372.2
548411824430,2025-11-01,379.7
548411824430,2025-12-01,387.3
548411824430,2026-01-01,395.0
548411824430,2026-02-01,402.9
548411824430,2026-03-01,411.0
272415727726,2025-04-01,118268.8
272415727726,2025-05-01,121816.8
272415727726,2025-06-01,125471.3
272415727726,2025-07-01,129235.5
272415727726,2025-08-01,133112.5
272415727726,2025-09-01,137105.9
272415727726,2025-10-01,141219.1
272415727726,2025-11-01,145455.7
272415727726,2025-12-01,149819.3
272415727726,2026-01-01,154313.9
272415727726,2026-02-01,158943.3
272415727726,2026-03-01,160000.0
381491835802,2025-04-01,97098.3
381491835802,2025-05-01,100982.2
381491835802,2025-06-01,105021.5
381491835802,2025-07-01,109222.3
381491835802,2025-08-01,113591.2
381491835802,2025-09-01,118134.9
381491835802,2025-10-01,122860.3
381491835802,2025-11-01,127774.7
381491835802,2025-12-01,132885.7
381491835802,2026-01-01,138201.1
381491835802,2026-02-01,143729.1
381491835802,2026-03-01,150000.0
339712810712,2025-04-01,4254.3
339712810712,2025-05-01,4467.0
339712810712,2025-06-01,4690.3
339712810712,2025-07-01,4924.9
339712810712,2025-08-01,5171.1
339712810712,2025-09-01,5429.6
339712810712,2025-10-01,5701.1
339712810712,2025-11-01,5986.2
339712810712,2025-12-01,6285.5
339712810712,2026-01-01,6599.8
339712810712,2026-02-01,6929.8
339712810712,2026-03-01,7276.2
211125458732,2025-04-01,112550.9
211125458732,2025-05-01,115927.4
211125458732,2025-06-01,119405.2
211125458732,2025-07-01,122987.4
211125458732,2025-08-01,126677.0
211125458732,2025-09-01,130477.3
211125458732,2025-10-01,134391.6
211125458732,2025-11-01,138423.4
211125458732,2025-12-01,142576.1
211125458732,2026-01-01,146853.4
211125458732,2026-02-01,151259.0
211125458732,2026-03-01,155796.7
381492106076,2025-04-01,2524.5
381492106076,2025-05-01,2650.7
381492106076,2025-06-01,2783.2
381492106076,2025-07-01,2922.4
381492106076,2025-08-01,3068.5
381492106076,2025-09-01,3222.0
381492106076,2025-10-01,3383.1
381492106076,2025-11-01,3552.2
381492106076,2025-12-01,3729.8
381492106076,2026-01-01,3916.3
381492106076,2026-02-01,4112.1
381492106076,2026-03-01,4317.7
992382754296,2025-04-01,1557.1
992382754296,2025-05-01,1634.9
992382754296,2025-06-01,1716.7
992382754296,2025-07-01,1802.5
992382754296,2025-08-01,1892.6
992382754296,2025-09-01,1987.3
992382754296,2025-10-01,2086.6
992382754296,2025-11-01,2190.9
992382754296,2025-12-01,2300.5
992382754296,2026-01-01,2415.5
992382754296,2026-02-01,2536.3
992382754296,2026-03-01,2663.1
891377131146,2025-04-01,14094.0
891377131146,2025-05-01,14798.7
891377131146,2025-06-01,15538.6
891377131146,2025-07-01,16315.5
891377131146,2025-08-01,17131.3
891377131146,2025-09-01,17987.9
891377131146,2025-10-01,18887.3
891377131146,2025-11-01,19831.6
891377131146,2025-12-01,20823.2
891377131146,2026-01-01,21864.4
891377131146,2026-02-01,22957.6
891377131146,2026-03-01,24105.5
767398050080,2025-04-01,252330.1
767398050080,2025-05-01,256115.0
767398050080,2025-06-01,259956.8
767398050080,2025-07-01,263856.1
767398050080,2025-08-01,267813.9
767398050080,2025-09-01,271831.2
767398050080,2025-10-01,275908.6
767398050080,2025-11-01,280047.3
767398050080,2025-12-01,284248.0
767398050080,2026-01-01,288511.7
767398050080,2026-02-01,292839.4
767398050080,2026-03-01,297231.9
736384229724,2025-04-01,3395.8
736384229724,2025-05-01,3429.8
736384229724,2025-06-01,3464.1
736384229724,2025-07-01,3498.7
736384229724,2025-08-01,3533.7
736384229724,2025-09-01,3569.0
736384229724,2025-10-01,3604.7
736384229724,2025-11-01,3640.8
736384229724,2025-12-01,3677.2
736384229724,2026-01-01,3714.0
736384229724,2026-02-01,3751.1
736384229724,2026-03-01,3788.6
252197745876,2025-04-01,14635.1
252197745876,2025-05-01,14781.4
252197745876,2025-06-01,14929.2
252197745876,2025-07-01,15078.5
252197745876,2025-08-01,15229.3
252197745876,2025-09-01,15381.6
252197745876,2025-10-01,15535.4
252197745876,2025-11-01,15690.8
252197745876,2025-12-01,15847.7
252197745876,2026-01-01,16006.2
252197745876,2026-02-01,16166.2
252197745876,2026-03-01,16327.9
161115069565,2025-04-01,17844.8
161115069565,2025-05-01,18023.3
161115069565,2025-06-01,18203.5
161115069565,2025-07-01,18385.6
161115069565,2025-08-01,18569.4
161115069565,2025-09-01,18755.1
161115069565,2025-10-01,18942.7
161115069565,2025-11-01,19132.1
161115069565,2025-12-01,19323.4
161115069565,2026-01-01,19516.6
161115069565,2026-02-01,19711.8
161115069565,2026-03-01,19908.9
264522784930,2025-04-01,0.0
264522784930,2025-05-01,0.0
264522784930,2025-06-01,0.0
264522784930,2025-07-01,0.0
264522784930,2025-08-01,0.0
264522784930,2025-09-01,0.0
264522784930,2025-10-01,0.0
264522784930,2025-11-01,0.0
264522784930,2025-12-01,0.0
264522784930,2026-01-01,0.0
264522784930,2026-02-01,0.0
264522784930,2026-03-01,0.0
647564693872,2025-04-01,0.0
647564693872,2025-05-01,0.0
647564693872,2025-06-01,0.0
647564693872,2025-07-01,0.0
647564693872,2025-08-01,0.0
647564693872,2025-09-01,0.0
647564693872,2025-10-01,0.0
647564693872,2025-11-01,0.0
647564693872,2025-12-01,0.0
647564693872,2026-01-01,0.0
647564693872,2026-02-01,0.0
647564693872,2026-03-01,0.0
359716425895,2025-04-01,68000.0
359716425895,2025-05-01,70000.0
359716425895,2025-06-01,72000.0
359716425895,2025-07-01,74000.0
359716425895,2025-08-01,76000.0
359716425895,2025-09-01,78000.0
359716425895,2025-10-01,81000.0
359716425895,2025-11-01,85000.0
359716425895,2025-12-01,87000.0
359716425895,2026-01-01,90000.0
359716425895,2026-02-01,92000.0
359716425895,2026-03-01,95000.0
135329050410,2025-04-01,1500.0
135329050410,2025-05-01,1500.0
135329050410,2025-06-01,1500.0
135329050410,2025-07-01,1600.0
135329050410,2025-08-01,1600.0
135329050410,2025-09-01,1600.0
135329050410,2025-10-01,1600.0
135329050410,2025-11-01,1700.0
135329050410,2025-12-01,1700.0
135329050410,2026-01-01,1700.0
135329050410,2026-02-01,1700.0
135329050410,2026-03-01,1700.0
769263341944,2025-04-01,0.0
769263341944,2025-05-01,0.0
769263341944,2025-06-01,0.0
769263341944,2025-07-01,0.0
769263341944,2025-08-01,0.0
769263341944,2025-09-01,0.0
769263341944,2025-10-01,0.0
769263341944,2025-11-01,0.0
769263341944,2025-12-01,0.0
769263341944,2026-01-01,0.0
769263341944,2026-02-01,0.0
769263341944,2026-03-01,0.0
968032760053,2025-04-01,243700.0
968032760053,2025-05-01,246300.0
968032760053,2025-06-01,248900.0
968032760053,2025-07-01,156100.0
968032760053,2025-08-01,158800.0
968032760053,2025-09-01,161500.0
968032760053,2025-10-01,164200.0
968032760053,2025-11-01,167100.0
968032760053,2025-12-01,169900.0
968032760053,2026-01-01,174800.0
968032760053,2026-02-01,177700.0
968032760053,2026-03-01,180700.0
546818093346,2025-04-01,16300.0
546818093346,2025-05-01,16600.0
546818093346,2025-06-01,16800.0
546818093346,2025-07-01,0.0
546818093346,2025-08-01,0.0
546818093346,2025-09-01,0.0
546818093346,2025-10-01,0.0
546818093346,2025-11-01,0.0
546818093346,2025-12-01,0.0
546818093346,2026-01-01,0.0
546818093346,2026-02-01,0.0
546818093346,2026-03-01,0.0
211125515568,2025-04-01,36100.0
211125515568,2025-05-01,36600.0
211125515568,2025-06-01,37100.0
211125515568,2025-07-01,26000.0
211125515568,2025-08-01,26400.0
211125515568,2025-09-01,26800.0
211125515568,2025-10-01,27200.0
211125515568,2025-11-01,27700.0
211125515568,2025-12-01,28100.0
211125515568,2026-01-01,28600.0
211125515568,2026-02-01,29000.0
211125515568,2026-03-01,29500.0
608146213544,2025-04-01,0.0
608146213544,2025-05-01,0.0
608146213544,2025-06-01,0.0
608146213544,2025-07-01,0.0
608146213544,2025-08-01,0.0
608146213544,2025-09-01,0.0
608146213544,2025-10-01,0.0
608146213544,2025-11-01,0.0
608146213544,2025-12-01,0.0
608146213544,2026-01-01,0.0
608146213544,2026-02-01,0.0
608146213544,2026-03-01,0.0
439726107081,2025-04-01,2500.0
439726107081,2025-05-01,2500.0
439726107081,2025-06-01,2500.0
439726107081,2025-07-01,0.0
439726107081,2025-08-01,0.0
439726107081,2025-09-01,0.0
439726107081,2025-10-01,0.0
439726107081,2025-11-01,0.0
439726107081,2025-12-01,0.0
439726107081,2026-01-01,0.0
439726107081,2026-02-01,0.0
439726107081,2026-03-01,0.0
885068115609,2025-04-01,6500.0
885068115609,2025-05-01,6500.0
885068115609,2025-06-01,6500.0
885068115609,2025-07-01,6500.0
885068115609,2025-08-01,6500.0
885068115609,2025-09-01,6500.0
885068115609,2025-10-01,6500.0
885068115609,2025-11-01,6500.0
885068115609,2025-12-01,6500.0
885068115609,2026-01-01,6500.0
885068115609,2026-02-01,6500.0
885068115609,2026-03-01,6500.0
021891570382,2025-04-01,25000.0
021891570382,2025-05-01,25700.0
021891570382,2025-06-01,26400.0
021891570382,2025-07-01,27100.0
021891570382,2025-08-01,27800.0
021891570382,2025-09-01,28600.0
021891570382,2025-10-01,29400.0
021891570382,2025-11-01,30200.0
021891570382,2025-12-01,31000.0
021891570382,2026-01-01,31900.0
021891570382,2026-02-01,32800.0
021891570382,2026-03-01,33700.0
767397937234,2025-04-01,109591.0
767397937234,2025-05-01,129223.0
767397937234,2025-06-01,149887.0
767397937234,2025-07-01,69119.0
767397937234,2025-08-01,70341.0
767397937234,2025-09-01,71588.0
767397937234,2025-10-01,73390.0
767397937234,2025-11-01,78228.0
767397937234,2025-12-01,77102.0
767397937234,2026-01-01,79014.0
767397937234,2026-02-01,80964.0
767397937234,2026-03-01,82953.0
017820698743,2025-04-01,1500.0
017820698743,2025-05-01,1500.0
017820698743,2025-06-01,1500.0
017820698743,2025-07-01,1500.0
017820698743,2025-08-01,1500.0
017820698743,2025-09-01,1500.0
017820698743,2025-10-01,1500.0
017820698743,2025-11-01,1500.0
017820698743,2025-12-01,1500.0
017820698743,2026-01-01,1500.0
017820698743,2026-02-01,1500.0
017820698743,2026-03-01,1500.0
339712759199,2025-04-01,0.0
339712759199,2025-05-01,0.0
339712759199,2025-06-01,0.0
339712759199,2025-07-01,0.0
339712759199,2025-08-01,0.0
339712759199,2025-09-01,0.0
339712759199,2025-10-01,0.0
339712759199,2025-11-01,0.0
339712759199,2025-12-01,0.0
339712759199,2026-01-01,0.0
339712759199,2026-02-01,0.0
339712759199,2026-03-01,0.0
746682193773,2025-04-01,0.0
746682193773,2025-05-01,0.0
746682193773,2025-06-01,0.0
746682193773,2025-07-01,0.0
746682193773,2025-08-01,0.0
746682193773,2025-09-01,0.0
746682193773,2025-10-01,0.0
746682193773,2025-11-01,0.0
746682193773,2025-12-01,0.0
746682193773,2026-01-01,0.0
746682193773,2026-02-01,0.0
746682193773,2026-03-01,0.0
130653941854,2025-04-01,0.0
130653941854,2025-05-01,0.0
130653941854,2025-06-01,0.0
130653941854,2025-07-01,0.0
130653941854,2025-08-01,0.0
130653941854,2025-09-01,0.0
130653941854,2025-10-01,0.0
130653941854,2025-11-01,0.0
130653941854,2025-12-01,0.0
130653941854,2026-01-01,0.0
130653941854,2026-02-01,0.0
130653941854,2026-03-01,0.0
465354398947,2025-04-01,0.0
465354398947,2025-05-01,0.0
465354398947,2025-06-01,0.0
465354398947,2025-07-01,0.0
465354398947,2025-08-01,0.0
465354398947,2025-09-01,0.0
465354398947,2025-10-01,0.0
465354398947,2025-11-01,0.0
465354398947,2025-12-01,0.0
465354398947,2026-01-01,0.0
465354398947,2026-02-01,0.0
465354398947,2026-03-01,0.0
532041146482,2025-04-01,0.0
532041146482,2025-05-01,0.0
532041146482,2025-06-01,0.0
532041146482,2025-07-01,0.0
532041146482,2025-08-01,0.0
532041146482,2025-09-01,0.0
532041146482,2025-10-01,0.0
532041146482,2025-11-01,0.0
532041146482,2025-12-01,0.0
532041146482,2026-01-01,0.0
532041146482,2026-02-01,0.0
532041146482,2026-03-01,0.0
914516902729,2025-04-01,5000.0
914516902729,2025-05-01,5000.0
914516902729,2025-06-01,5000.0
914516902729,2025-07-01,5000.0
914516902729,2025-08-01,5000.0
914516902729,2025-09-01,6000.0
914516902729,2025-10-01,6000.0
914516902729,2025-11-01,6000.0
914516902729,2025-12-01,6000.0
914516902729,2026-01-01,6000.0
914516902729,2026-02-01,6000.0
914516902729,2026-03-01,6000.0
625612021127,2025-04-01,1600.0
625612021127,2025-05-01,1600.0
625612021127,2025-06-01,1600.0
625612021127,2025-07-01,1600.0
625612021127,2025-08-01,1600.0
625612021127,2025-09-01,1700.0
625612021127,2025-10-01,1700.0
625612021127,2025-11-01,1700.0
625612021127,2025-12-01,1700.0
625612021127,2026-01-01,1700.0
625612021127,2026-02-01,1700.0
625612021127,2026-03-01,1800.0
340677782776,2025-04-01,10300.0
340677782776,2025-05-01,10400.0
340677782776,2025-06-01,10500.0
340677782776,2025-07-01,10600.0
340677782776,2025-08-01,10700.0
340677782776,2025-09-01,10800.0
340677782776,2025-10-01,10900.0
340677782776,2025-11-01,11000.0
340677782776,2025-12-01,11200.0
340677782776,2026-01-01,11300.0
340677782776,2026-02-01,11400.0
340677782776,2026-03-01,11500.0
541095382258,2025-04-01,1900.0
541095382258,2025-05-01,2000.0
541095382258,2025-06-01,2000.0
541095382258,2025-07-01,2000.0
541095382258,2025-08-01,2000.0
541095382258,2025-09-01,2000.0
541095382258,2025-10-01,2100.0
541095382258,2025-11-01,2100.0
541095382258,2025-12-01,2100.0
541095382258,2026-01-01,2100.0
541095382258,2026-02-01,2100.0
541095382258,2026-03-01,2200.0
611670160261,2025-04-01,2200.0
611670160261,2025-05-01,2200.0
611670160261,2025-06-01,2300.0
611670160261,2025-07-01,2300.0
611670160261,2025-08-01,2300.0
611670160261,2025-09-01,2300.0
611670160261,2025-10-01,2300.0
611670160261,2025-11-01,2400.0
611670160261,2025-12-01,2400.0
611670160261,2026-01-01,2400.0
611670160261,2026-02-01,2400.0
611670160261,2026-03-01,2500.0
068930846606,2025-04-01,4500.0
068930846606,2025-05-01,4500.0
068930846606,2025-06-01,4600.0
068930846606,2025-07-01,4700.0
068930846606,2025-08-01,4700.0
068930846606,2025-09-01,4800.0
068930846606,2025-10-01,4900.0
068930846606,2025-11-01,4900.0
068930846606,2025-12-01,5000.0
068930846606,2026-01-01,5100.0
068930846606,2026-02-01,5200.0
068930846606,2026-03-01,5200.0
424503791295,2025-04-01,157800.0
424503791295,2025-05-01,161000.0
424503791295,2025-06-01,164200.0
424503791295,2025-07-01,167500.0
424503791295,2025-08-01,170800.0
424503791295,2025-09-01,174300.0
424503791295,2025-10-01,177700.0
424503791295,2025-11-01,181300.0
424503791295,2025-12-01,184900.0
424503791295,2026-01-01,188600.0
424503791295,2026-02-01,192400.0
424503791295,2026-03-01,196200.0
929265682896,2025-04-01,27400.0
929265682896,2025-05-01,27800.0
929265682896,2025-06-01,28200.0
929265682896,2025-07-01,28600.0
929265682896,2025-08-01,29100.0
929265682896,2025-09-01,29500.0
929265682896,2025-10-01,29900.0
929265682896,2025-11-01,30400.0
929265682896,2025-12-01,30800.0
929265682896,2026-01-01,31300.0
929265682896,2026-02-01,31800.0
929265682896,2026-03-01,32200.0
233815244996,2025-04-01,20700.0
233815244996,2025-05-01,20900.0
233815244996,2025-06-01,21200.0
233815244996,2025-07-01,21400.0
233815244996,2025-08-01,21600.0
233815244996,2025-09-01,21800.0
233815244996,2025-10-01,22000.0
233815244996,2025-11-01,22200.0
233815244996,2025-12-01,22500.0
233815244996,2026-01-01,22700.0
233815244996,2026-02-01,22900.0
233815244996,2026-03-01,23100.0
304016915943,2025-04-01,180100.0
304016915943,2025-05-01,182800.0
304016915943,2025-06-01,185600.0
304016915943,2025-07-01,188300.0
304016915943,2025-08-01,191200.0
304016915943,2025-09-01,194000.0
304016915943,2025-10-01,196900.0
304016915943,2025-11-01,199900.0
304016915943,2025-12-01,202900.0
304016915943,2026-01-01,205900.0
304016915943,2026-02-01,209000.0
304016915943,2026-03-01,212200.0
352506242819,2025-04-01,755100.0
352506242819,2025-05-01,766400.0
352506242819,2025-06-01,777900.0
352506242819,2025-07-01,789600.0
352506242819,2025-08-01,801400.0
352506242819,2025-09-01,813400.0
352506242819,2025-10-01,825600.0
352506242819,2025-11-01,838000.0
352506242819,2025-12-01,850600.0
352506242819,2026-01-01,863400.0
352506242819,2026-02-01,876300.0
352506242819,2026-03-01,889500.0
239103975135,2025-04-01,10300.0
239103975135,2025-05-01,10500.0
239103975135,2025-06-01,10600.0
239103975135,2025-07-01,10700.0
239103975135,2025-08-01,10800.0
239103975135,2025-09-01,10900.0
239103975135,2025-10-01,11000.0
239103975135,2025-11-01,11100.0
239103975135,2025-12-01,11200.0
239103975135,2026-01-01,11300.0
239103975135,2026-02-01,11400.0
239103975135,2026-03-01,11500.0
128131020113,2025-04-01,5300.0
128131020113,2025-05-01,5300.0
128131020113,2025-06-01,5400.0
128131020113,2025-07-01,5400.0
128131020113,2025-08-01,5500.0
128131020113,2025-09-01,5500.0
128131020113,2025-10-01,5600.0
128131020113,2025-11-01,5700.0
128131020113,2025-12-01,5700.0
128131020113,2026-01-01,5800.0
128131020113,2026-02-01,5800.0
128131020113,2026-03-01,5900.0
189893850600,2025-04-01,89300.0
189893850600,2025-05-01,113100.0
189893850600,2025-06-01,92800.0
189893850600,2025-07-01,94600.0
189893850600,2025-08-01,96400.0
189893850600,2025-09-01,98300.0
189893850600,2025-10-01,100200.0
189893850600,2025-11-01,124200.0
189893850600,2025-12-01,104100.0
189893850600,2026-01-01,106200.0
189893850600,2026-02-01,108200.0
189893850600,2026-03-01,110300.0
471112548387,2025-04-01,10500.0
471112548387,2025-05-01,9700.0
471112548387,2025-06-01,10700.0
471112548387,2025-07-01,10800.0
471112548387,2025-08-01,11000.0
471112548387,2025-09-01,11100.0
471112548387,2025-10-01,11200.0
471112548387,2025-11-01,10400.0
471112548387,2025-12-01,11400.0
471112548387,2026-01-01,11600.0
471112548387,2026-02-01,11700.0
471112548387,2026-03-01,11800.0
730335596554,2025-04-01,3600.0
730335596554,2025-05-01,3700.0
730335596554,2025-06-01,3700.0
730335596554,2025-07-01,3700.0
730335596554,2025-08-01,3800.0
730335596554,2025-09-01,3800.0
730335596554,2025-10-01,3900.0
730335596554,2025-11-01,3900.0
730335596554,2025-12-01,3900.0
730335596554,2026-01-01,4000.0
730335596554,2026-02-01,4000.0
730335596554,2026-03-01,4100.0
239937555916,2025-04-01,1200.0
239937555916,2025-05-01,800.0
239937555916,2025-06-01,1200.0
239937555916,2025-07-01,1200.0
239937555916,2025-08-01,1300.0
239937555916,2025-09-01,1300.0
239937555916,2025-10-01,1300.0
239937555916,2025-11-01,900.0
239937555916,2025-12-01,1300.0
239937555916,2026-01-01,1300.0
239937555916,2026-02-01,1300.0
239937555916,2026-03-01,1300.0
905418390117,2025-04-01,10500.0
905418390117,2025-05-01,10600.0
905418390117,2025-06-01,10700.0
905418390117,2025-07-01,10800.0
905418390117,2025-08-01,10900.0
905418390117,2025-09-01,11100.0
905418390117,2025-10-01,11200.0
905418390117,2025-11-01,11300.0
905418390117,2025-12-01,11400.0
905418390117,2026-01-01,11500.0
905418390117,2026-02-01,11600.0
905418390117,2026-03-01,11700.0
590183666588,2025-04-01,334400.0
590183666588,2025-05-01,408200.0
590183666588,2025-06-01,343700.0
590183666588,2025-07-01,348500.0
590183666588,2025-08-01,353300.0
590183666588,2025-09-01,358200.0
590183666588,2025-10-01,363200.0
590183666588,2025-11-01,437400.0
590183666588,2025-12-01,373400.0
590183666588,2026-01-01,378600.0
590183666588,2026-02-01,383800.0
590183666588,2026-03-01,389200.0
590183673148,2025-04-01,54200.0
590183673148,2025-05-01,55300.0
590183673148,2025-06-01,56400.0
590183673148,2025-07-01,57500.0
590183673148,2025-08-01,58700.0
590183673148,2025-09-01,59800.0
590183673148,2025-10-01,61000.0
590183673148,2025-11-01,62200.0
590183673148,2025-12-01,63500.0
590183673148,2026-01-01,64800.0
590183673148,2026-02-01,66100.0
590183673148,2026-03-01,67400.0
913203018054,2025-04-01,0.0
913203018054,2025-05-01,0.0
913203018054,2025-06-01,0.0
913203018054,2025-07-01,0.0
913203018054,2025-08-01,0.0
913203018054,2025-09-01,0.0
913203018054,2025-10-01,0.0
913203018054,2025-11-01,0.0
913203018054,2025-12-01,0.0
913203018054,2026-01-01,0.0
913203018054,2026-02-01,0.0
913203018054,2026-03-01,0.0
658447621694,2025-04-01,0.0
658447621694,2025-05-01,0.0
658447621694,2025-06-01,0.0
658447621694,2025-07-01,0.0
658447621694,2025-08-01,0.0
658447621694,2025-09-01,0.0
658447621694,2025-10-01,0.0
658447621694,2025-11-01,0.0
658447621694,2025-12-01,0.0
658447621694,2026-01-01,0.0
658447621694,2026-02-01,0.0
658447621694,2026-03-01,0.0
700271710604,2025-04-01,0.0
700271710604,2025-05-01,0.0
700271710604,2025-06-01,0.0
700271710604,2025-07-01,0.0
700271710604,2025-08-01,0.0
700271710604,2025-09-01,0.0
700271710604,2025-10-01,0.0
700271710604,2025-11-01,0.0
700271710604,2025-12-01,0.0
700271710604,2026-01-01,0.0
700271710604,2026-02-01,0.0
700271710604,2026-03-01,0.0
505767364771,2025-04-01,0.0
505767364771,2025-05-01,0.0
505767364771,2025-06-01,0.0
505767364771,2025-07-01,0.0
505767364771,2025-08-01,0.0
505767364771,2025-09-01,0.0
505767364771,2025-10-01,0.0
505767364771,2025-11-01,0.0
505767364771,2025-12-01,0.0
505767364771,2026-01-01,0.0
505767364771,2026-02-01,0.0
505767364771,2026-03-01,0.0
737499001343,2025-04-01,0.0
737499001343,2025-05-01,0.0
737499001343,2025-06-01,0.0
737499001343,2025-07-01,0.0
737499001343,2025-08-01,0.0
737499001343,2025-09-01,0.0
737499001343,2025-10-01,0.0
737499001343,2025-11-01,0.0
737499001343,2025-12-01,0.0
737499001343,2026-01-01,0.0
737499001343,2026-02-01,0.0
737499001343,2026-03-01,0.0
567423616371,2025-04-01,240000.0
567423616371,2025-05-01,245000.0
567423616371,2025-06-01,245000.0
567423616371,2025-07-01,250000.0
567423616371,2025-08-01,250000.0
567423616371,2025-09-01,250000.0
567423616371,2025-10-01,255000.0
567423616371,2025-11-01,255000.0
567423616371,2025-12-01,260000.0
567423616371,2026-01-01,265000.0
567423616371,2026-02-01,260000.0
567423616371,2026-03-01,265000.0
423969094700,2025-04-01,38000.0
423969094700,2025-05-01,38000.0
423969094700,2025-06-01,38000.0
423969094700,2025-07-01,39000.0
423969094700,2025-08-01,39000.0
423969094700,2025-09-01,39000.0
423969094700,2025-10-01,40000.0
