Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
EC2-Instances($),1526.9026983898,1590.6131850715,1566.3346851035,1558.0188748521,1530.2704264042,1538.7032579539,1528.9304708003,1558.6318597198,1546.6233151285,1572.2381933173,1533.2303025046,1537.6467270408,1536.1026099169,1527.0011883844,1625.4893034625,1583.8739261869,1564.9170693265
EC2-Other($),899.5985875485,916.9350464271,899.8784914908,902.3792490891,890.3405249464,889.7385712498,884.6313878729,894.8020180833,891.9605135005,897.2623363109,882.9977027248,893.9688996187,888.1931205782,883.347258817,903.757361482,895.4762439492,902.5894942815
S3($),665.4757461543,664.5709325638,664.4881182816,661.8980603839,658.8972173623,653.6986947902,644.2723716299,668.1367292422,668.3685866063,664.0274865316,639.759385762,661.7852438637,656.0853559637,650.5333883072,672.5574671789,662.4631102972,671.0110677765
Elastic Load Balancing($),395.3911314457,417.7778403492,413.1444186731,419.9818850814,450.9361418476,466.2458583349,463.6829425666,494.7563714795,495.8856727135,515.2472127064,506.9152433596,521.2094671505,503.9862229739,490.1725787927,527.9756252782,528.3612138398,524.8554066228
Elastic MapReduce($),447.236317224,512.7625324724,484.0840693724,468.5065491352,444.838757618,449.8437962192,445.4151936816,468.5309394532,450.33013714,464.4123605976,440.694563384,443.853598644,443.1221977272,436.029714528,501.2347668384,472.583655,460.789328412
Relational Database Service($),67.5110991412,67.5101259137,67.5124991694,67.5124180955,67.5118988697,67.5114885028,67.512642405,67.5133946117,67.5125154226,67.5103977115,67.5121546008,67.5132603152,67.5125400173,67.5123079037,67.513420128,67.5117648466,67.5131113214
VPC($),39.870475082,39.0577749428,38.2139875263,38.3420110529,38.3925680662,38.4329998849,38.8723599605,39.0438830606,38.4949693242,35.1419073142,33.5809525497,33.588158181,33.6059787811,33.6613831057,33.6540295249,33.6609434441,33.6902198233
Elastic Container Service for Kubernetes($),31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2
EC2 Container Registry (ECR)($),16.1652060794,16.1085481499,15.8010852819,16.3289163093,16.4849561975,15.59090184,15.59090184,16.1213219171,16.8068325336,15.8039595025,15.593199636,15.6463569395,15.5939238648,15.5939238648,16.4415987507,15.8667884437,16.4969959264
CloudWatch($),6.4173044616,8.4280983916,8.4009337103,8.4541450526,8.4447254258,8.4294583643,8.4151388047,8.4860386519,8.5160607663,8.5360843383,8.201706872,5.7724405287,5.7562229182,5.7582237884,5.7880883858,5.7686715486,5.7811791922
DynamoDB($),2.3279376685,7.3319657555,7.3319063441,7.3318137524,7.3317915537,7.332112647,7.33207922,7.3318642132,7.3321331198,7.3316752529,7.3318769111,7.3320950914,7.3319090548,7.3138719953,7.3501564379,7.3139053511,7.332121956
Key Management Service($),4.3574320344,4.3584280344,4.3584070344,4.3578400344,4.3587910344,4.3574230344,4.3576000344,4.3577020344,4.3572850344,4.3574500344,4.3586470344,4.3574680344,4.3574170344,4.3574860344,4.3590970344,4.3574560344,4.3588180344
Lambda($),3.371755891,4.4232701235,4.42329439,4.4700572248,4.3772516235,4.2364883158,4.2349580408,4.3763976275,4.3290822268,4.2816847282,4.2361758624,4.354125275,4.2364781419,4.236372078,4.2822898992,4.2365699199,4.2592111733
QuickSight($),3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256,3.2000000256
Glue($),1.2162442024,0.9845971224,1.0324683224,0.9805374824,0.9150974024,0.8651940424,0.8771063224,1.8306208824,1.592741028,1.5381423948,1.5225793284,1.525574582,1.5345055156,1.5283500892,1.6142876484,1.5242595292,1.5239047028
CloudFront($),1.993325,1.57474435,1.287976,1.5741295,1.5147305,1.10373385,1.01938295,1.76531765,1.0910237,1.1021841,0.99683795,0.9845783,0.90053255,0.75974185,0.86890345,2.3791687,1.6692475
Athena($),,,3.604545,,0.00025,,,2.03897,,,,11.068645,,,,,
Secrets Manager($),0.6932455556,0.722675,0.6943105556,0.6963055556,0.7281,0.72908,0.729435,0.73045,0.729825,0.72871,0.730145,0.730855,0.729065,0.730855,0.73084,0.7306544444,0.73013
Elastic File System($),0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384,0.5050014384
Route 53($),2.862894,0.2900104,0.3665298,0.1839164,0.1699704,0.1769382,0.1925142,1.0498298,0.2063864,0.1601804,0.2029126,0.1642524,0.186185,0.1628842,0.1919232,0.1703306,0.1984688
ElastiCache($),0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128,0.3507376128
