Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
API Gateway($),0.6178515,0.4783492,0.493738,0.42688632,0.43305766,0.43886486,0.43428812,0.4238423,0.42354956,0.42144088,0.41699266,0.43161538,0.42992082,0.44247532,0.4405975,0.42429212,0.42755272
EC2 Container Registry (ECR)($),0.4202721348,0.4209463014,0.4211569497,0.4724962316,0.421441212,0.421441212,0.421441212,0.424474584,0.431709925,0.4440418028,0.4552483272,0.4617458786,0.469347792,0.469347792,0.471256629,0.4764690337,0.479501109
Secrets Manager($),0.378945,0.394125,0.394955,0.38198,0.3984,0.39785,0.39853,0.398745,0.401585,0.399855,0.39866,0.399835,0.399265,0.399,0.399565,0.39919,0.4001
SNS($),0.0034780891,0.0027676965,0.0026017864,0.0031257317,0.0165846305,0.0134779879,0.0113653729,0.0199986376,0.0170699881,0.0187827289,0.0130278901,0.0194989099,0.0137164017,0.0140124064,0.0238781138,0.0187501106,0.0165951883
Route 53($),0.2,,,,,,,,,,,,,,,,
SQS($),0.0136248,0.01099,0.010244,0.01118,0.01088,0.0088212,0.007406,0.0130632136,0.011128,0.0122892,0.0084896,0.0128004,0.0089608,0.0091232,0.015714,0.0123292,0.0108588
CloudWatch Events($),0.002939,0.003059,0.002755,0.00315,0.00271,0.002118,0.002225,0.002499,0.002808,0.002781,0.003358,0.003239,0.002203,0.002561,0.003297,0.002991,0.003007
Service Catalog($),0.0,0.0091,0.0035,0.0014,0.0014,0.0007,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
Athena($),,,,,0.00095,,,,,,,,,,,,
Direct Connect($),2.2305e-05,2.23123e-05,2.22997e-05,2.23123e-05,2.23148e-05,2.22921e-05,2.23173e-05,2.23197e-05,2.23101e-05,2.23049e-05,2.23047e-05,2.23148e-05,2.23202e-05,2.23074e-05,2.22998e-05,2.23173e-05,2.22947e-05
Simple Workflow Service($),1.3881e-06,9.254e-07,1.3881e-06,1.8508e-06,1.8508e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.8508e-06
Step Functions($),4.91e-07,7.365e-07,7.365e-07,7.365e-07,9.82e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,7.365e-07
CloudTrail($),0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X-Ray($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costs($),16659.8900562609,14486.1212365479,15130.0885340221,14975.1208136648,13506.1535374766,13252.4979265378,13233.6755114506,14033.9535457164,13914.9998084033,14400.8940668173,13762.5417408066,14513.2334920115,13897.9496109739,13736.2450617169,14592.903686605,14224.1947687296,14270.5303155617
